,MGH258,UKF243,UKF255,UKF259,UKF260,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.01739938655832007,0.042875525621090246,0.026503898859130435,0.014688816123757885,-0.035967273865664395,0.026645161942210654,0.022966266448773316,0.06894472138362864,-0.06146002945887992,0.006863810979754195,-0.056621516687714334,0.07850063697472429,0.005022205434271364
NTS,,,,,-0.011294008357233144,,,,0.005030628527042995,,0.014856612032698302,0.024476567927811523,
SFRP1,0.00011574611440276248,0.01230696608363697,,-0.01525715590343621,0.041915367272416106,-0.0041789817644403305,-0.05839166462402363,-0.049540610308597716,-0.012263521318647877,0.052324742412579145,-0.009920494596455628,-0.03838974329338822,-0.023263817655704132
CXCL13,,,-0.01795968246788828,,-0.026327250846931258,,,,0.14705058720942546,,-0.03940125933682502,,-0.029625802637196007
MICA,-0.015233257302424832,-0.04797622985870463,-0.03750917896877036,0.03897064551498976,-0.019387278587074928,0.15239277122942194,-0.08504245423255995,0.024342487100570305,-0.0006096837528904138,0.005205467022016762,0.015040685785488176,0.06796126600062585,0.03905360986036509
TG,0.11263685746715908,-0.022277845957991354,,0.0014825039381975585,0.07121766963646389,-0.033764102922331556,0.06120929248485002,-0.010486284894766397,-0.02308233451615051,,-0.0015369235806220853,0.016164988838662766,-0.03264778781791237
ADA,0.02875054589694029,0.04188533729591598,0.019317794848098792,-0.02149589853619006,0.00594570590036697,0.028034496800505584,0.03313991972325421,-0.013945504081835331,0.040935339783411503,0.05905601461823484,-0.03861118088903233,0.07589327938437795,-0.05427573810336817
LAMC3,0.02493401579810912,-0.021228596960560737,-0.04616928880958689,-0.000266049302456335,0.04431123363761655,0.0026608093630902515,0.01237971530655494,-0.027868735380490006,0.10047064907041274,0.020881017924532112,0.02210332448429113,0.034631120049002685,0.06328100694487147
CCL7,,,,-0.011904088061541107,-0.013842223803524706,,,,0.10965762827860327,,,-0.027812002299477664,-0.061846776001548136
NGF,,-0.016100791043419573,,0.005591332933134096,-0.015698648583449094,,0.03694636562269752,-0.02966906375789171,0.09926365015940078,,-0.02182015866810539,-0.029271857656299586,-0.0413927306002074
TNFSF15,,-0.019918687954276648,,-0.013255784278014951,-0.02584359826705577,-0.031121955757354432,-0.0625447954252892,-0.02996324592095497,0.044091106195666106,,-0.01499962247242738,-0.021109516366941274,-0.040422619048956214
HMGB1,0.050861685947006914,0.04285964641858004,-0.04339895331678155,0.058325360222551935,-0.01385119835517657,-0.02072540599360009,-0.01837345171617606,-0.10293164060182981,0.009151515785845808,0.05511506373688969,0.004649262832307015,-0.07568183911180727,0.03163565145207887
ITGB3BP,-0.04223469937801872,-0.002527359885582032,-0.02758720174445381,-0.0036672707742530244,0.002234575143533518,-0.027085524346278034,-0.0011924905277904839,0.01055348105673317,-0.03162808271705425,0.03095263255371257,-0.007531882008077129,0.03598376356968293,0.037703271536405306
AANAT,,0.03478283243876239,,0.08364986846168367,0.0400877190862247,,,-0.020794253517711563,-0.022840762842969115,0.026661677122258535,,-0.029426258253923258,-0.022301417017546232
RELN,0.08932853826456982,-0.027761245797814166,0.011084811962891825,-0.006787240160006239,-0.0213309977785365,,0.028072208682915975,,,-0.017097160798485507,-0.018117918402686346,,0.015316941409143027
IL15,0.022609311759173172,-0.007449730099327474,,0.08281157376211684,0.021387518568524475,-0.024970393729900713,-0.048583268115267385,-0.03515139648470577,0.10753196955634699,-0.02784233358765922,0.04429270540851534,0.07198242063472614,0.06673452573583095
UTS2,,,,,,-0.018525072401899177,,,0.0035068079001312584,,,,
BSG,0.04763306688799598,0.023163240702886372,-0.003347479471318345,-0.0593842191141157,-0.0007214889188103239,-0.03172392009812303,0.17129292993154535,-0.031769151080049754,0.05821964717500763,0.040339445438689656,0.02042501715243085,0.09608603618751568,0.0996897132795979
ADAMTS3,-0.006063401511972276,0.02770886603831144,,-0.0034085060935965324,0.0015452389984533148,0.03720989801474906,,-0.02489900164470026,0.03627802786353107,0.03587186289115517,0.06310694521268126,0.05873234273144927,-0.017520394901266733
CD34,0.00796216014393647,-0.0025568931405989146,-0.0410114011761266,0.022091867951891983,0.09716843926344082,0.028590404709739666,0.06952908789835259,-0.05049909297908562,0.030510465489619176,-0.023903213227392157,0.041240374755711594,0.027401042448636472,0.0009006630110915072
CCL23,,,,,,0.0713186888651935,,,,,,,
PLAT,-0.03367310588134851,0.060487610295446574,0.10787641860087963,0.00827570557307905,0.004482764159563367,-0.021131957123138135,0.07042534714939985,-0.054842731379891596,-0.013962705365972156,-0.0035012888772674457,0.00271512182679838,0.0926807882918282,0.09067759489722677
NTF3,,,,,,,,,0.09296977986805263,,-0.036798274861673703,,
LTA,,,,-0.015257155189682474,,,,,,,,-0.03960330896623003,
CKLF,-0.025591162983802616,-0.001960283433636569,-0.08905326502879253,0.010409250622888194,0.041483009109535264,0.01833039298252322,-0.009435694342029208,0.019488650184277655,0.02949764543399413,-0.04123343301039887,-0.005947226900666017,0.03574351302186516,0.04120547284602815
CD24,0.0011998671022201805,0.05783898037576241,0.09460767784217414,0.004283559929709015,0.026353727562748133,0.061759826199769316,-4.117993284248857e-05,-0.027325200997525678,-0.026957829501399345,-0.051388844998492854,0.029033844568445082,0.015783141657801664,-0.004096143224298359
HSP90AA1,-0.02964160641275441,-0.034871644802003526,0.04134036454155238,0.018901605886369674,-0.005521500651402489,-0.07595666980561333,0.030733002831142518,-0.042504029479550516,-0.08408105250536967,0.03585325239263893,-0.03406034236526177,-0.060521176379722146,-0.025540908961962365
BMP4,-0.030315666472911663,0.03692918182976972,0.03794564785198624,-0.03559677460333466,-0.01233106950227636,0.06276349209106954,-0.03663331852906457,-0.0010545196542581124,0.022158104385084733,-0.006598632021053556,0.04993380550660211,0.06028393710654302,0.07865733323077627
SCGB3A1,,,-0.026438011430706534,,0.02636561830825879,0.048230776022356474,-0.04397325032231435,,-0.01787623020463722,,-0.00543316233337892,0.02951289673296222,-0.04481482678901132
IGFBP4,-0.0027638138048456844,-0.08147334606344488,-0.018548484844337756,-0.020011697045418376,-0.0010615418109487529,0.012808115258648087,0.026463403084174445,0.03921235880317723,0.07567277241753521,-0.002290579002258595,-0.05147108334280405,0.0388846266480116,0.01730068846306012
RSPO4,,-0.019668766973415127,,-0.023353749077535086,0.06295736109429756,,0.07326344754829137,,,,0.06679872708128454,0.004999513722918378,0.05994831894398201
LEFTY2,-0.029165882285407507,-0.03294531191128905,0.07056385246574397,0.0819757053451063,-0.003222269511279552,-0.04752054646078493,,0.025462084808780785,-0.022101465089232122,0.033658574826121085,-0.015131955823971158,0.11083206346323056,0.10535469417494547
PF4,,,,-0.010386082309175638,,,,,,,,-0.028330190108953303,-0.022028929915328458
ANGPTL2,-0.011306610391858145,-0.011265485660086538,0.05447267678936796,-0.021540622999040023,0.010818067419911597,0.14136661227442435,-0.12253902909420894,0.07880052724986172,0.01479323028776148,0.007671449848145129,0.06134688239489883,0.032035952868626455,0.04153039060157054
LRIG2,-0.0046242403231312726,-0.020414859281322504,0.035383665333450304,0.03954333953529265,0.09422524028604744,0.021720560384278664,-0.049639257482912355,-0.0763606051032872,0.030396008835769095,0.0025415516253107506,0.09557441376649649,0.05983007457338215,0.0437791738974927
ICOSLG,-0.07376273645329266,0.01635094933596302,-0.02314519683895472,0.031972692427567825,-0.05059053697205109,0.0297639955186429,0.017912570222907497,-0.08122783491331512,0.07327915517672473,0.04178619193786469,-0.02262339874782571,0.10735607602151095,0.0917264036172245
WIF1,,0.08905509919065938,0.03290777095089726,,-0.024088009211209672,,,,,,0.05745424680063667,,-0.013830824834210886
NPPC,0.014800565641180773,-0.04014109385467738,-0.033168673781917755,0.0020656685583268553,-0.013376162457665893,-0.02594672901388685,0.03597631987028003,-0.02489895382467661,-0.027770620082609224,0.014562367494376663,-0.04652745147087666,,-0.031452976197840786
LYZ,-0.039980732587779594,-0.019931546164736816,-0.007462399278916795,0.012325664106566393,-0.02867603598255362,0.012980942148475177,-0.019895652361877236,-0.029413951266127482,0.054644057281982586,-0.02749408662558499,0.053027923914125204,0.0096082922042485,-0.07642295332685273
EREG,,,-0.03333937271119806,,-0.045040961305123264,,,,0.029306914324374073,,0.03109267133437364,0.008165927499367053,-0.02536182402391263
SPTAN1,0.024709197866406307,0.05703034962248925,-0.023363334073630043,0.03954250032004001,-0.0031242921615965,0.05147942490978915,0.010048712753006072,-0.010771898393118401,-0.0374347323119116,-0.0036240219193689415,0.08047629136571588,0.01301986000128799,0.03530046792403671
PTH2,,,,,,,,,,,-0.03336177175492085,,
LIPC,0.05354776047532904,-0.041251962912223425,,0.013322734498878799,0.04036659900062864,0.025932544546092912,0.11354053856425136,-0.05115924668821098,,0.0563782370605035,,0.02613305949237809,-0.03435279757399542
COL8A1,0.002128272640941678,-0.02753719685322932,0.0379239461780727,-0.009362461373037359,-0.0223210552618376,-0.012850671121058744,-0.09388062959032942,0.05227933671637785,0.03824702165551334,0.030099290880618027,0.0521085678674411,0.02417093184225824,0.11197415748218263
GSTM2,0.018147342662420993,0.02699715153976843,-0.027426913807175296,0.012637086125961634,0.001635406643136965,0.22636028320105087,0.1200136658940699,0.01964693532395413,0.058852872200442226,-0.059057451400183085,0.04196308559755786,0.03601655525776662,-0.023667884844293326
SPX,0.03089112322337271,0.0876146767363886,,-0.0012039861119077548,0.01679672466806804,-0.03439736659978172,,0.054845405551132605,-0.026250515700756975,-0.02487460730920978,0.08267301906527781,0.0732414530142555,-0.009306277651433634
MFGE8,0.042672048456767864,-0.06746866844488404,0.035396676978555884,0.016905047030351127,0.03298964104601961,0.026421723202208196,0.04702929126274927,0.04241016213478448,0.0389463740822668,0.007726700186139585,0.026135386559571254,0.09316048552455315,0.00966982719643222
TGFA,-0.017273171867796224,-0.017748808856887385,-0.07220882635668137,-0.017652481147259553,0.0175324496527639,0.017985808649684354,0.039843539507497826,0.0041344775939973445,-0.049529438434584364,-0.01671557724942795,-0.022240877840877016,0.0019225799359738837,-0.028549719240253874
SLIT2,0.0004980951143600238,0.05586548331812319,-0.01965058561897059,-0.03534883995045979,-0.010917670394329955,0.02946712184689872,0.04443053644470736,0.07052308576489008,-0.014184518626472154,0.07251667381976999,-0.007154933242256748,0.034664528931945944,-0.05040897908449306
PLTP,-0.019394707550980092,0.0021352798266203988,-0.048341381668553764,-0.03125334304948408,-0.07308014517160892,0.00679555999160192,0.10459174164444969,0.013630322183890322,0.12907844029053298,0.02763146743484473,-0.09799963439553988,-0.008190225091929786,0.05709781255467844
APOD,-0.023054300656233446,-0.03833673043257508,0.017390349983384696,0.014547949293672539,0.07775233179900376,-0.037875822865917494,0.0792468688813625,0.0128711901149099,0.09872761368305324,-0.004974847762828923,0.03191812972585345,-0.032901368618202906,-0.05902247229824398
B2M,0.056692453715220796,-0.009180562589209691,-0.05443941718693525,0.017977457555066342,-0.013065572868976217,0.07215056347713349,0.03077256210611943,0.03759722181457417,0.12671316635097668,-0.028155443340732347,-0.0509252728964737,0.028359371231876634,0.015897923784863013
OMG,0.016496012953086867,0.09605184763842083,-0.04503336560394681,0.012397018375793134,0.02409798454739672,-0.02212981440864059,0.058093787025002536,0.022972854445105752,0.04325031138607762,-0.01210703371180948,0.0052729138057244895,0.1198377486612798,0.014610097804329453
CXCL3,-0.023721922761647734,-0.019398019941482346,-0.033593631539277,-0.012936348051181951,-0.06314474648480453,0.08949812797063197,,,0.10456770984726298,-0.028188871250188145,-0.0522974923754742,-0.00393033620700901,-0.014618665105220507
CXCL10,-0.0060292112402617485,-0.05620529048881612,,0.01810686653744652,0.022016460997374556,-7.796133242622959e-05,-0.059801650608597615,0.048234792698167495,0.07113482105612236,0.015586784075511322,0.07901419529162378,0.0314585920185694,0.04374102098103023
RSPO3,,,-0.024733824315309905,0.15354559248136213,0.07592095435213629,,,,-0.059137175884987604,,-0.023505927656943242,0.0026044061681067443,-0.017937747694063838
CORT,-0.029457139324717423,0.15710115187510756,-0.03282515464639222,-0.00526785031199851,0.013252164812782406,,,,-0.02968772784744084,,0.08711660806625847,,
NCAN,-0.011455399114875472,0.06617532302248075,-0.029522293714042882,-0.06824939270694066,0.05318942408121324,0.0316532817713526,0.10757523253624761,-0.0008264398902164704,-0.005026893605487979,0.04396367032939413,0.14731950785102346,0.03972924723939482,0.11566435996400568
PRG4,,0.06438666819561538,-0.027655610795951607,-0.011904089916616524,0.15919740829168832,,,,0.06160613434758822,,0.09441115234788329,0.1237006903941799,0.002280962425783024
ZG16B,,,,-0.013816152215347993,,,,-0.02311624817572556,,,,-0.009372901681853944,0.08603924703364588
TGM2,0.023616238387911593,-0.017690590711108168,-0.053305311772697296,0.010291841287001079,-0.060111716323995534,0.033928696058825626,0.013361653776028612,0.07403966155335685,0.0824218019708599,-0.010239524985917535,0.02900606588786389,-0.016704533143716914,-0.007485894233804694
VEGFC,-0.013969932271689548,-0.021594489116474297,-0.03677709790513789,0.03459984829944032,-0.03415326387588978,0.14102306401224113,0.0927611546978117,-0.02996324859297673,-0.0059274167902199065,0.07313554660238733,0.0598706752540898,-0.009540673555249303,-0.05669547981424703
WNT6,,-0.02738756515820539,0.02576510828154027,-0.01646488915939293,0.019573319759355935,,,-0.02198355472904789,0.017077323983755395,,-0.02784103189407686,0.02842020584077085,-0.019418741693003217
NRG4,,-0.020410185091221052,-0.018539330901790253,0.06412836458356896,0.015563872684186766,,0.12941890445403934,,,-0.02985627625002958,0.040708904084109425,-0.01341512462124589,-0.029202809080475026
PMCH,,,,-0.020074288823915345,,,,,0.040445581252155687,,-0.01594955073047204,0.025322667570052703,0.0981794505831692
COL9A1,0.026567324137201323,-0.03179652166528711,0.0024812690414735793,-0.01513147266591706,0.0325391326302211,0.050348430098277025,0.06708966697387511,0.0852332100690191,0.049301069528628616,-0.03359661136237735,0.06021605606967353,0.053019367617907,0.058328899825285455
GDF11,0.06694744853325768,0.0023560122073403803,0.06186885003112445,-0.01809754461322022,0.04067863879417594,0.04168571124696036,0.059773140707704245,0.023261785719607127,-0.012901817207254314,-0.015950939453611427,0.04486152283829315,0.0953556014354205,-0.013220371815235768
RAET1E,,,,,,,,,,,,-0.030961250061532473,
IL24,,,,,,,,,-0.019730638509592932,,,,-0.03264776907064127
SORBS1,0.014207646232367806,-0.02180607783771025,0.01874515075518971,0.034367894085471674,0.006802680456135181,-0.07457968662989731,-0.05860141032176548,-0.06216221347698159,0.006825095448452624,-0.05264263147049663,-0.037736639363834305,0.0436927361291626,0.06756411379051164
DLL1,0.007157635510555998,0.03591380882365845,-0.03885909936838149,0.03309283667461064,0.025098489691251762,0.13150997677916984,0.06870415207730082,0.09117757203903494,0.017352275891023484,-0.006813304438408985,0.034405694903929564,0.008143209273845105,0.1342804122209205
TLN1,0.007871294473189808,-0.06693377080265228,-0.06602304996764016,-0.04114717653433771,0.007808022012561625,0.057713545614181204,-0.02594625319128811,-0.017316372703776395,-0.015410035858832868,0.006530584660818873,-0.057838559370837934,0.01696986640517778,-0.036225172373680045
COL2A1,0.021566815305812267,-0.02089116848919991,,,-0.01981642574648375,,,,0.06981393696626217,,-0.03360029813944966,0.14738471114331234,0.011574094730507885
SHH,,,,-0.012370303909056624,0.003947425490894644,0.10246717305446892,,,-0.012513111217958707,0.10095654252744637,-0.007404437468150194,-0.00967961799046568,0.009680902493020997
PON2,0.057464320146069746,-0.019819591198465252,0.038290576116605315,0.06451811070927421,0.04251318097539693,0.0019302228823230127,-0.0887207094162154,-0.046786171190501866,0.0697762870539261,0.046183462806087414,-0.004967790047003172,0.07250289110611455,0.11699702223531679
ICAM5,,0.03189395802046687,-0.026438013301721883,-0.0192799966391798,-0.007460222171110088,,,,0.022170661078074912,,-0.05118058817994968,0.16220415980675434,0.09686161231820922
HPX,-0.031427344515217864,0.03472607771584556,-0.02473383081774945,-0.019908247154279256,-0.00851415463514017,-0.026740692266114044,-0.056618865792643254,-0.000500215100467214,0.11951012860382008,-0.026905596753611906,-0.026772238060375996,0.060266209997403584,-0.00157988096359809
SFRP2,,-0.027199092549761338,,-0.01408843558430887,,-0.017974945037627414,,0.1034103875049791,0.04870761148568494,-0.05304646438436626,-0.022820431449196148,0.05491179355638663,-0.0102273404623532
CFC1,,,,,,,,,,,,,-0.025839891192284043
CD70,,,,-0.02394633194007748,,,-0.04723469623484753,,0.04185334618205237,,0.0052931912965613614,0.026874012553072087,0.01680045609545995
HP,-0.017679033184632986,-0.003897337877548164,-0.03012000519369474,0.05443296791826313,-0.032538500537740864,0.009202995270456784,0.04603504488315335,0.13717811699497443,0.07287404828264105,0.04529491622576178,-0.03264479887311918,-0.02045633399085923,-0.020343467641821187
CXCL2,-0.015402870108038215,-0.02813909154359904,-0.045900650243876795,-0.034236235584580964,-0.055504913515019245,-0.0008418165379036704,-0.04287678667543039,,0.1046245763949622,-0.013450029622432509,-0.048355839017954164,-0.01607091083580808,-0.035909373203227964
NPPB,,,-0.045815384692732795,-0.016432472211741808,,,,,-0.015358328143611991,,-0.007385464955308463,-0.028629848173873797,
CCK,-0.013980012719823846,0.017851471529007627,-0.05774654535093187,0.04862432474624877,0.05163212204710762,-0.02751387231256538,,-0.028771028043060174,-0.011248030751203045,0.03306884670236521,0.022206850830862684,-0.03714064186383553,-0.0209714012034119
SEMA6A,-0.0029703257310876763,0.025974460621816433,-0.009495385304285597,0.02537109893278745,0.027641077524493577,0.0009331880555908392,-0.06853834520321583,0.0537961784762551,0.07388990567981463,0.05214424996523071,0.017231524627704446,0.04467784359154689,0.07540883268115771
IRAK4,-0.010119348415056113,-0.029095572524223366,-0.013412624822085696,0.0022229159731611023,0.03462180884688599,0.07810516877515512,0.062477635435961874,0.00146128705381237,0.022575497527268434,-0.03509551753830946,0.0038784971789292337,0.10263702560270203,0.043470478208259
GSTP1,0.05101649020929805,0.018463138382749544,0.04439407148212739,-0.027341598243568622,0.020398595874450434,-0.07753094863146427,0.06873810935428905,0.017155016366490708,0.04914599675762186,-0.043855401687461576,-0.0077187052124386545,0.027263640986676167,0.05579403649276569
VCAM1,0.061152003992802025,-0.019386171449772383,-0.013315753007324783,0.04170026295182366,-0.0019433585582867342,0.06139775033995987,0.015813122523641743,0.07996772707179761,0.1060140171169017,0.025051042682137398,0.019298744960894693,0.07025924245553734,-0.00043723323938583546
NXPH3,-0.03792130723763293,0.03640828315010298,-0.017710033932811474,0.07002733096437036,0.03213563222171747,-0.02357721863016951,0.03369062931427653,0.012671508747662366,0.04110633158493769,0.09179403821048453,0.046616997943861725,0.06292396257605933,-0.021813272194303967
MTMR4,0.0013736406127258076,0.01720433620664618,-0.03968583940960313,0.009679215024503664,0.04443456569228702,0.07092405067098555,-0.011693204188305734,0.010254506922975429,-0.04718948337735049,0.058881922845073306,-0.05706578328863708,0.07904639337003573,-0.01707622946544751
LAMC2,,-0.018638514247226005,,0.09278623502021714,,,-0.043522662092066317,,0.14198516672325875,0.007701037629282588,-0.015481526759988744,-0.014143633121911414,0.006902020363574725
IL10,0.03125304548295631,0.10719981567044637,-0.0258105506434432,-0.021821449482038652,0.024150834052913447,0.057313316300914144,0.08053288364723117,-0.039777129280798705,0.03313684222183411,-0.02784441881603448,-0.00794360082754578,0.08012473502437552,0.07921629231631583
SEMA4D,0.0013566328377574055,-0.048818983960341164,0.031093108504964946,-0.018761377777084125,0.03188007227233476,0.02886418754362947,0.04889393944052196,-0.016112397799758708,-0.018139858146311486,0.01253885297329428,0.09234769104612997,0.07941764480921906,0.08957033071991798
TRH,-0.02704730830601787,-0.03637236489080943,0.03665581419278848,-0.019605282727943728,-0.01950086534507333,0.040812519617806756,,,-0.06806495969443299,-0.01803172699482273,-0.003401756023944878,0.008075883373722285,-7.774862498472832e-05
SEMA6D,0.016012704747142253,0.07568380620084789,0.12108923207608441,0.022675210321142253,0.007401890015623065,-0.01087492567379304,0.023902251378611974,0.004802137762555652,-0.018079453922006297,0.052534700236651195,0.11436100674272577,0.02121862848621059,0.07501130335365504
CEL,,,-0.020962690492053997,,0.0015465643944753674,,-0.06309305706736869,-0.031957013007124356,-0.029879036108134128,-0.011060003605136356,-0.028628304905904893,0.04990094689394685,0.1741673120123433
PDCD1LG2,0.012513327540883242,-0.012148353185580019,-0.025810537268645226,0.045501091478405635,0.00017329258379442225,0.020450784970958338,0.0010332678505994481,0.018881044160543557,0.08641573776792262,0.09701542048043599,-0.055595381714674354,0.07125100856104549,-0.01985183160716456
SPINT1,-0.038897901333858516,-0.028858104788785487,-0.025169395624332958,0.019618234792913566,0.021981005944254332,0.010415731477268321,0.05613458977633946,-0.042534055736720845,0.01555646228826123,0.005551141435085465,-0.02418960456407935,0.05963950444997218,0.013407575133750745
CTHRC1,-0.01795001526391334,-0.019176512411628165,-0.02244401545870802,0.002835933137787483,0.05920588750276381,0.054988678729782574,-0.0059697745745365596,-0.03234411689559438,0.04380014929465392,-0.07826541666381687,-0.018836174434718782,0.053155434334741264,0.028024407720599276
PODXL,-0.028121827606458146,-0.02163591830874887,-0.00411641120893319,-0.02408925930529149,-0.04704836710466378,0.05316750772875692,0.01658231118326692,-0.03489111813655463,0.05005769461037161,0.025144387224798507,0.011730990858150554,0.044735926803636576,0.07863428237755393
JAM3,0.01982924635544387,-0.011868419962296047,-0.03319120155011588,0.0319279065641959,0.003379516285953969,-0.03779351053126359,-0.003911434238410102,0.03442596442759008,0.062052220592636126,-0.015332298427913997,-0.014886665623278256,0.013684835752782553,0.051987566012912205
TGFB2,-0.005798720123707661,0.07138807413386969,0.031163828660591288,-0.00043834336218333367,-0.04380095846465105,0.06815836853707513,-0.0066274347702681285,0.007558051446248497,0.010548059961437806,0.09388481809623363,0.013338517181334582,0.012557854975999181,0.04347405880443106
