,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
LAMB1,0.08629129328794716,-0.001641062078692438,-0.0568690586313462,0.0015918092027634816,0.026887929572292614
SPTBN2,0.061066929700831864,-0.012576270415408009,0.049820871737739754,0.10095028191153223,0.06747128861563438
COL1A2,0.04421883762164703,0.04897993585202369,-0.032348593498659706,-0.04372658639459383,-0.01799969886029963
DEFB1,,,,,0.027000975970716365
CEACAM16,,-0.053039321869921836,,,
WNT11,,,0.027450285606282147,0.06961196887152354,-0.027522466815200222
LGALS1,0.04003023395352198,-0.017168425456217284,-0.10371196097871907,-0.08199412233566916,-0.019780698664525226
BCAN,-0.09404309107402754,0.03867127202168231,0.11275023229692452,0.09313671947453817,0.06021250387688899
ANOS1,-0.017450087061338743,0.01602466742544947,0.05607338740238039,0.06645357340847471,0.06284346553494267
EDA,-0.014715928386145345,-0.059808542735482764,-0.015793104674845827,0.12185724836166946,0.08073481352908209
FGF22,,,0.06412002333408857,-0.021763707413227616,0.03898071846139075
SHANK1,,,0.0525486371897567,-0.027694393745195944,-0.015177278239422541
NPVF,,,-0.028778054118496786,-0.019672609002526924,
RAET1G,,,,,-0.009909445113883319
TGFB1,-0.00743160804246415,0.009498514976414338,-0.05711361954068646,-0.06053643101388504,0.06992278290538675
MSTN,0.1818420848397649,-0.07138714942951346,0.03639488318828693,0.06459483044742868,0.03201877497469551
WNT4,0.01815234517810655,,-0.03746038304618583,0.06431543330879966,0.009686626498776085
TNFSF4,0.05198710803900029,0.140358743593377,0.00816739014287145,-0.02972101387593907,0.04370183213621169
NTN1,0.09422435353903102,0.11530169820218088,0.01420645535620934,0.06751013338794322,0.07310205757826943
CXCL12,0.013320725651288643,0.008896042850018387,0.0022817915879888148,0.03835422332503611,0.03829843063898766
GNRH1,-0.03834082284099517,0.11144363533421821,-0.039308229266137744,-0.0065590926239263705,-0.0230754421250788
FGF8,,,0.022447700331251333,-0.02715388187135432,
RIMS1,0.011471543920127053,,-0.01970473859010602,-0.02371033984064241,-0.04471988923034
FGF14,0.024694548370434763,0.011050792179564195,0.06027058508368106,-0.028879792860272067,-0.016722828660526545
IGF1,0.055635762700535524,-0.01051240506749278,0.00044142055837472177,0.05027220937019647,0.048780350733112675
TNFSF10,-0.02588686745359307,0.07890932116685682,0.025100684908877877,0.05484362032939521,0.09870458123946203
GDF5,,,-0.03977327863824592,0.019438555896148714,0.057602568762738775
CHAD,,,0.006198560725024839,0.1041577539760735,
RGMA,0.01826586528298496,-0.008030411288248804,0.0031843596283133327,0.03363368708686728,0.024052365426766007
WNT16,,,,,0.0252168065861131
CX3CL1,0.028776808029291688,0.014747323461092166,0.011658123811771066,0.035913668559361664,0.047510866539949764
FGF1,0.07219487415718284,-0.04994277824248674,0.023083049177208055,0.10616954838201663,0.036445927920459385
ALOX5AP,0.042167079854194406,-0.002638038169005855,-0.05201500420496406,-0.0688328488152425,-0.0383597946801028
IL1RN,,-0.025501260325219387,-0.009163515692509302,0.0013920474760415042,-0.0047218903720797805
PCSK9,,,-0.025102003448471116,-0.020858400797886745,
NPW,-0.03175194790954166,0.12436062055542366,-0.016206346090339604,0.010428895317840553,-0.003553056607253654
CXCL9,-0.039394098043493926,,,,0.08228194481529814
ANGPTL4,0.08024278920295681,0.044055687886241604,-0.04785428111622825,-0.034246360429616415,-0.0021984531226294083
UCN2,,0.06193152389936239,0.05134731529852718,-0.013795704848554757,
OBP2A,-0.02983596083747559,-0.01265878054449659,,,0.04665831249016973
COL4A3,,,,-0.016505678136280035,-0.0376815316116836
NRG3,-0.031810005529647294,,-0.049844107020976615,0.033805050753455364,0.06442749379058094
IL23A,-0.027455159838995304,0.15453169874508094,0.04587178117802079,-0.011165157141141597,-0.007790159970786385
COLQ,0.012834391561542582,0.08285115635619157,0.010085763998493048,0.11109844615098569,0.06693311744176307
SCGB1A1,,,,-0.02623125021434238,
TNFSF12,0.040459368190947476,0.013627365412630366,0.02815011879242004,-0.044641628072103444,0.06116852035886746
DKK2,,,0.03368064561838654,,0.03224231946565828
FYN,0.04776151483044434,0.012867097413903801,0.11904971413316422,0.09218431130088155,0.07011424664975216
ACE,0.028714578413148357,-0.008678837785885855,-0.013255105929473173,0.02646926085083105,0.03577192440595054
IL18,-0.020203592720758178,0.012244248134393352,0.029207867391892427,0.0516189277151552,0.027755785577053937
PPBP,,,-0.03073497847877376,-0.024691602333088813,
CCL27,-0.027455159118206056,-0.05981041220662744,0.005940710415021276,0.05438622495393692,0.06768318551256931
SERPING1,-0.0022402472386756607,0.1302043625870837,-0.05255716893741599,0.012987041132592933,-0.014852381114777758
AZGP1,0.07004802526073113,0.02255191644638688,0.03832932634807233,-0.029066615158449795,0.00782494300187528
INHA,,-0.06752328692259384,-0.014821088181824376,-0.015664413955333665,0.04388673001373614
SEMA3G,-0.057972948739082555,-0.025419147053962816,,,0.04379380684392775
COL6A1,0.03933413558112971,0.10503941958891182,-0.05660470779778918,-0.06657167060971149,-0.02809804361127397
FGF17,,,-0.0008735283189729355,0.06762781140237299,-0.022192662301019257
TNFSF8,0.06247900556053079,0.022546681384100882,0.01812122215408419,-0.022848700093304527,0.07633133126333706
FGF20,-0.023691389187968145,,-0.01172549133843427,0.0003723371688767355,-0.02643880778827589
ICAM3,0.0084263683435794,-0.011990982484566787,0.04985762550252993,0.05850600692272981,0.08563876214411563
LAMA4,0.07506941669788304,0.05034531319758314,-0.0076185093772152485,-0.03157027399381198,-0.0010896409371218617
DLL4,0.10430652338120622,-0.014479267095918756,-0.008221426573181971,0.019929306431305267,0.05803086136570857
SEMA3A,0.05761229797429588,-0.06812774690051106,0.0459502336798322,0.00998223011221042,0.0350611557981462
RLN2,,-0.05980847247875269,0.01365690993065287,,-0.008870304339726626
C5,0.06587285488768183,0.048179938850852616,0.046151214641594517,-0.023428913119037224,0.06894847728548946
COMP,,,,,-0.03164020124430049
C1QA,0.01737840515426534,0.009939021109111157,-0.10480356660073718,-0.0307232411568766,0.024024755930883344
UTS2B,,,,,-0.02729041140275758
COL9A3,-0.051301936532287644,-0.01504159062995412,0.09189597913116376,0.03016089363805173,0.03957995725792297
DLK1,0.07163635901925122,0.026790650014359454,,,
HGF,0.06508033706571445,-0.039543819822372615,-0.03153525894693697,0.022836861920733136,0.007617756002473543
P4HB,0.004040363988639161,0.02343530531859983,-0.1071812321524207,-0.11355857352330796,-0.02497772432052254
ADCYAP1,-0.009063783666931067,,0.026531775438596195,-0.016696212619095954,0.09844506656174229
GREM1,0.034033358793797874,-0.07091205256862088,-0.014119643952586556,-0.011214990668435548,-0.008088135587776421
EGF,0.09196781199680144,0.021387772447750454,0.07781858117733322,-0.01991504166817918,0.02057965374536423
VEGFB,-0.01077913506472467,0.018149548584311077,-0.04304701501992861,0.018272006845907764,0.07118625800164613
FARP2,-0.04410824903108153,-0.03094024846872078,0.06712979784306665,0.04056780936581492,0.08727619458864248
IHH,,,-0.001398401852675983,0.009701150672393577,
LAMA2,0.046252206047839424,-0.009120215368541518,0.06403654595726356,0.060931424903481496,0.018287704221120183
SERPINC1,,,,-0.019915043252464654,
NRG1,-0.02448596413829575,-0.04469668255703639,0.06472896897841203,-0.02433293444359808,-0.00857558752422204
SPINK1,,,-0.0020865898569861906,-0.038920538261611674,-0.035703230284075974
EFEMP2,0.026246300567014987,0.06688225938432742,0.008506120633845081,0.0006699485912017372,0.0064687733220776126
SELPLG,-0.07065624406846696,0.07639369666386388,0.06472072848763213,0.056678493734187894,0.04536190602232264
GDF6,,,-0.05979460746017011,0.005210548772992649,
HLA-E,0.01683273630515385,-0.07991612248720349,-0.08810342537954576,-0.0796415913411043,-0.0016669980324387726
PTN,0.044979856675747235,0.05510629305868309,0.05140219241040846,-0.02838976938409675,0.0555443161840645
CD274,0.006473593033726211,-0.002651978138937468,-0.02838460757919815,-0.034166440132416785,-0.018904209407376443
FGF10,,0.04516079202251488,,,
CD14,0.015033100189905705,0.09602650631574021,-0.07513887714569839,-0.032312712231957696,0.037734137555056065
SFTPD,-0.03143962418315372,-0.008665322505665346,-0.02115381888040142,0.03564740195692484,0.027677305826630215
SLIT1,0.00021912538278123802,0.06925874514297842,0.02987273080681154,0.02855097463418955,-0.014667899085114896
BST1,0.09665804246000168,-0.07779862444862297,0.09681683864305073,-0.03107080416817457,0.057210604713193045
AGTRAP,0.05548908202354648,0.04648103906542606,0.021525392705190806,0.016548478692584877,-0.0035073104796122584
LAMC1,0.07365160169310334,0.037283490154983855,-0.029655617823577837,-0.017820963208391865,0.027192954001559907
COL6A3,0.039530775210960226,0.0707648270395888,-0.02127071677858423,-0.05766894322070608,-0.018713227504299008
FN1,0.07706924531613257,0.01463789146465049,-0.0771123127557719,-0.060683860968264884,-0.012401129864496234
MIF,-0.010751402959806736,-0.023175399188278205,-0.0029048900120131438,-0.012765884965885134,0.030970511922205658
JAG1,-0.038447412056793764,0.05136576997932863,-0.044092104940330744,0.0008833304004476753,-0.03192003100256806
NID2,0.03255710595232801,0.007198670463900378,0.031363892274747125,0.0036471509610406334,0.045472443961507354
EFNB1,0.13399273076723728,0.022891948260035995,-0.0027905887153011734,0.010896674577389548,0.0309443713442334
COL4A2,0.06049993602248696,0.06240458796849431,0.021786409516311826,-0.014389466328100325,0.010943423542955829
SPP1,0.028054012215558463,0.02343962800616213,-0.08469519214639319,-0.02292030306569991,-0.08260852660984029
PODXL2,0.046719710907290796,0.056360766161128596,0.10324026574338714,0.05041072332504475,0.05070177820776948
FGF9,,,0.06467958166842988,0.08671628547034041,0.03506301367942521
ITIH2,,,-0.005178091400128385,-0.025846970371554697,0.026567463504852076
ADAM10,-0.008203591742973177,0.12584606512295698,-0.002186022840574299,0.018360954797989045,-0.017196630853915824
CFH,0.05524953767852031,0.022086884520346996,0.07726745498398867,0.019873607585989037,0.022806784515175028
COL4A5,0.053808435677892244,0.00832081190626562,0.08032496472933681,0.0718452846071701,-0.011007769136352147
LTBP3,-0.09779545520540499,0.10343846878617113,-0.020414340237371386,-0.030594557119793593,0.03904646933073415
GNB3,-0.03808439105694158,-0.01734354970310094,0.04152591363611256,-0.03800569385555646,0.06867264736985638
COL6A2,0.028649815007943016,0.023319338067741738,-0.045424808538612846,-0.09819957304620704,-0.01356594608766693
GDF9,-0.009119885385699418,0.006059556254093427,0.027992852226193014,-0.031398195414659276,0.017413905272504172
NCAM1,-0.040606215244549444,-0.058503636712588666,0.04057578873919123,0.07790364055759516,-0.0012946863234480851
APOC2,-0.014221836869828761,-0.026223087077465106,0.022037063027928523,0.05821788655281441,0.03558862260551232
BST2,0.05049768754606881,0.06487362355633859,-0.015579181539141647,0.005461341586515178,0.03809393158740679
COL5A1,0.08473829501289402,0.021636668107033494,-0.0647053185474177,-0.028094500101720384,-0.00217840391722359
CALM3,-0.04061560238373198,-0.02188567631517279,0.11564065757501783,0.08916091822224669,0.012249014650596295
THBS2,-0.018374305142221683,-0.00063528365937188,-0.0009140556931851345,-0.015192074350526897,-0.005902261818410613
SERPINE2,0.08767657784674833,-0.021170843995474208,-0.023251763246133653,-0.03573852426692886,0.0017493458007555739
EFNB2,0.058186749156149443,0.09245260165587786,-0.03434564897434774,0.0041079941747377505,0.049507426797357056
PROK1,,,-0.02306128672504421,-0.02198463998834746,
MMP9,0.07586055961365061,0.004767960379575011,0.022134337152450164,-0.01570303349915579,0.031399422499929
DMP1,-0.028496914084093238,,,,
NPPA,-0.08786467953479128,-0.058743176572308556,0.11826377770391988,0.049439347044280525,-0.02775274308638016
APOB,,,,,-0.0006061533770383879
C4B,0.02708984621203373,0.04737773856422898,,,-0.023294662259045085
NTNG2,0.04352961481445228,0.036490112807906754,-0.0006729604992219628,-0.025762575364414106,0.09157685416158602
LAMA1,-0.04168747920986842,,0.0520334725670371,-0.003483952720053032,0.025842527841911163
UCN,-0.04016980898418352,-0.006574453547894549,0.04639860997329948,-0.03700921809736686,0.0358941135564666
ARTN,,,0.11709160855364975,0.07369280733104047,-0.0018004433752765224
PDGFD,-0.011242675055904315,-0.018587047219801218,0.05436112795271869,-0.002965906310505722,0.04262032725148008
EDN1,0.007329527887694048,0.012469559448872515,0.05234748798842026,0.0476348370047004,0.05051057154056382
ARPC5,0.09755852314347838,-0.017507629291988538,-0.03648852610366937,-0.015190464725719891,-0.0033540592525717183
GSTO1,-0.032198163720353085,0.030060677752331417,0.031037320592896506,-0.05866592375538169,-0.0016275152199827787
PROK2,,,-0.02003845516950596,-0.02242049189475645,0.002592225676595876
SYK,0.06419518558636594,0.09432965704142506,-0.013685018979727234,-0.00960023852130567,0.054954884156353107
CD40LG,,,,,-0.022749896504354404
ST6GAL1,-0.05055710580576749,-0.043826013096754636,0.06255164916737316,0.10399466708325208,0.06167187336080495
WNT3,0.21916560265214519,0.07835893188683728,0.027512662261430877,0.04240438566382503,0.058343441346240324
HSP90B1,0.0514688004416294,0.048308576266118154,-0.13749253843231685,-0.10832553632820077,-0.023194643904152174
ZP3,-0.008208547127805855,0.042067430294598564,0.08266435035719612,0.010355216621100918,0.027485418036908627
NRG2,0.02971930771968321,0.11002664184802795,-0.04139526488279067,-0.010407591536293502,0.03662071025308066
MELTF,0.059704240868282604,-0.06490351734210704,0.019118025021167155,0.011811129307113734,0.03449194879727496
NLGN1,0.060348682274600926,0.029201702641787168,0.051310210429889765,0.06399334500893543,-0.018864349829784396
SLIT3,0.03424515020933424,0.06888304655583335,0.04292487615510272,0.04593407835804186,0.03274225183132221
CCL8,0.04865922532517754,-0.024894449035879482,-0.025549105374325982,0.009439615080260725,0.04658017948112106
S100A4,0.027937711976799354,0.03966166276996807,-0.06719149073662123,-0.015667621237092547,-0.00917307282092009
TNFSF13B,0.01435109148494981,0.05965272318915709,0.049889992152182476,0.04274942689800775,-0.01643559759551068
HSPG2,0.08594407238439351,0.0202613293170898,-0.014684828464903854,-0.05143207854918407,0.01941347970634177
FAM3C,-0.06526751211336027,0.006226450149786129,0.04381926177956712,0.04203534190124485,-0.04837015181102706
FLT3LG,0.04114697428881243,-0.030221369935110917,0.06745874346059735,0.01698990568678122,-0.052993257088634414
A2M,0.08295825114414483,0.02922283908793917,-0.05688481840795919,-0.009864453175241652,0.041290085291226124
VCL,0.07062756261766398,0.06152946484010139,-0.08556969962650815,0.019863805400220792,0.014676183592515473
FGF2,0.024850268594471998,-0.06723140000485983,0.021697693125645,-0.012430100719584869,-0.028544588149920787
AGRP,-0.03474368127015629,-0.011937939286616787,0.012275140390576955,-0.017072138985870115,
CNTN3,,,0.14582756646406209,0.08749604462690445,
RNASE2,-0.008673379011306492,0.04372420474911825,-0.049396729146937844,-0.023453190714176418,-0.0016119214051494163
ADM2,,,,,-0.021622000543238457
GAL,-0.05327215681241142,-0.062256140384352884,-0.0027384736648306492,-0.033317256852120135,0.05468878524881305
CXCL6,,,-0.02774116907527973,-0.01331845967359015,0.06249400133541837
PDGFC,-0.03681509948374257,0.03632846416925653,-0.00785916121612752,0.04199515979353099,0.04732863239935275
COL8A2,0.05541303816174456,0.039758878357913786,-0.004217192880616505,0.03933879722425803,0.024645261211296877
SPON2,0.019040216244834592,0.07355235541185988,-0.03163045507017085,-0.002235720883301677,0.03253432546942157
LCN2,,,-0.0011069022675606005,0.04479284680478104,
SEMA3D,-0.025635685017073567,,,,
BMP6,,,0.07971030015805468,-0.026971587561485853,0.026653050944813406
TIMP2,-0.05403691544267843,0.0815846251207215,-0.08726316582089505,-0.04689321531632869,0.02266940932344537
EFNA1,0.1362057357238038,0.0043711382093397705,0.08309725713809982,0.0336705664346931,0.01772193943702325
S100A12,,,-0.025427144286171276,,-0.023562627929252622
TFPI,-0.06402121479282864,-0.03649573790723635,0.051052602025346436,0.035072085256790834,0.01949399934785397
GPC3,0.016466863173859606,,0.05083590465601046,0.09808632716434361,0.038720003993469615
NMU,-0.02737927112215476,0.02344700688423,0.0840541977015181,0.03483331125007617,0.05868151644579561
SCGB3A2,0.18229781029250405,,-0.028778058788633484,-0.017072119332554758,0.014975630023648958
LAMB3,0.0505087765073773,0.035993113300099626,0.031526407004010985,0.002933397164073354,0.03502863672220258
LGALS9,0.04852146325184215,-0.009650186164387094,-0.05012527146930869,-0.003000282535169711,0.02201998321666678
VIM,0.022103307407692827,0.028195220014042097,-0.08955487249004655,-0.09544497421726597,0.03022271704599152
PLAU,0.03831142835296554,0.12871231032016506,-0.04938346708236745,-0.04496362420209924,0.008575505942239776
TGFB3,0.026254038951144452,0.03995613064952521,0.059252961534900846,0.013303662147386637,0.03635453848044464
APLN,0.036680973758474296,0.03660578711024068,0.10333279564772246,-0.008476384859464055,-0.046743481677027465
SHANK2,,0.05815248087450748,0.05741376505769371,0.036649338036191345,0.004884442156737359
LTF,-0.008595791037176002,-0.0007624710215260303,-0.002845946667824399,-0.013383548436732109,0.02766686510567448
PYY,,,0.01860496210308314,0.059204694303554156,0.025527097645512288
PENK,0.061565441651189136,,,,-0.025612825000186364
CTF1,0.13686306050113126,0.060866396099321915,0.09883826549497504,0.004147028189564693,0.03793752847179304
COL3A1,0.062479819613378736,0.05099971148926815,-0.05176698282347807,-0.05082086005780596,0.007353638768040869
S100A10,0.09282227624669734,-0.006236530236682515,-0.08709601872282595,-0.08197647037800691,-0.030005321670285016
FGF13,0.0041210867904504555,,0.09609904921432799,0.08717264550372654,-0.00962784198321377
SEMA4A,0.10078428877842739,0.011306828607146206,0.05738014750229512,0.00356947335141606,0.0037923614261249176
EFNA4,-0.011753694595886124,-0.085156862089936,0.06391674833189702,-0.020372141834441755,0.04098522497493139
HSPA8,-0.023009138074414837,0.08512276305301875,0.05758634848378841,-0.008408261661010972,-0.0194981802898997
NPB,0.11363071976953558,0.0046778255784600846,-0.0017510619934818364,0.015187511708466961,0.03367856484443118
ULBP1,,0.07142035429626663,-0.0011827299176315883,-0.020858402387601147,0.07436152363121026
SEMA3E,0.02313194571024129,0.11541001877679272,0.032530616852294574,0.0538672542906281,0.0022361980666905264
FGF3,,,0.02641042298654182,0.0751723708623811,
ADAM9,-0.0009613013693943421,0.1453261772674156,0.003540866028444045,-0.04552236371553058,0.027137846279970682
ASIP,0.013523892858086542,-0.027259380922667484,0.013819761924917923,-0.011802165588106693,0.031781676843717355
IBSP,0.026263266467200883,0.08574282761366832,-0.08592532461748793,-0.03900499151592401,0.004162368183044567
FAT4,0.09704218038482355,0.0141022345285608,0.034919072856500026,0.03904712817456186,0.04441105278988762
MDK,-0.03384640154910884,0.029052528830495014,0.11751010523175735,0.009740246648404437,0.041563393281839375
BMP5,-0.028836789361583882,,-0.022287399374018444,0.022608981089696004,0.10593546198602358
CAMP,,,-0.049865935617967344,-0.005915943563278998,-0.02798133423152455
HSPA1A,0.0900821992625206,-0.0017905614670690225,-0.01846936142001683,-0.06234661408512767,-0.0004379303344680212
SEMA3F,0.027353289369077664,-0.04428963039354098,0.00522868139199681,0.08452843127721571,0.06197478644377313
ARF6,0.025412509104148773,0.13573991129977755,-0.10682789912334195,-0.03526548575708259,-0.01101725716220289
IL6,-0.03236894073145487,-0.05421406900050904,0.08357104619009238,0.08363112692617118,0.05016594386872584
CALM1,0.03699259336308995,0.022150922236012553,0.04524404802864012,0.04119729497656285,0.07172591695417302
VIP,0.03162844115415118,,,,-0.029536751019483363
NMB,0.05499787699770478,0.06978866461509861,0.1785792825339605,0.1056975824756734,-0.015932539493953866
CCL26,0.02195506179697674,0.04718157877688645,-0.0015596570528439249,-0.013468826585912749,0.08947469626669194
FBLN1,0.0883139982417251,0.024169234694913222,-0.03216591147112699,0.03095855761648848,0.07002359263242865
SAA1,0.02990840056225895,0.01110753993213579,-0.12974979509506104,-0.10822724648313638,0.020869043811234174
MICB,0.0024779400433985388,-0.09428270220938709,0.01572043520084248,0.01496778819130283,0.0789724737666162
MMP13,-0.031704939609176565,,,,-0.02561281417970818
F13A1,0.10074234183241236,-0.031172349133836815,-0.05456457934961968,-0.06306820077984607,-0.03442562544181267
CXCL11,,-0.019011931562427746,,,0.007915939686876318
COL5A2,0.05287598022868629,0.03720282973812702,-0.00031979978878840943,-0.024051492030122884,0.001582657848299814
EFNA5,0.02173995361901332,0.07880058795841614,0.05685538257741991,0.01138513421831308,0.03244369261631683
AREG,,,0.09178173414903994,0.04665222467144357,-0.007017902038313009
EDIL3,0.03322652036091587,0.01498546313714127,0.015574391265979872,-0.00815399459155589,0.0504658609886077
CD86,-0.038585482649597165,0.038684924077197765,0.040799590746884815,-0.018569609183418757,0.011479657763980014
AHSG,0.001621070979837256,0.11309260992486972,,0.07990961776828409,
HRAS,0.0019266628613932417,-0.03465985317026481,0.003516692785990678,-0.013846448414619184,0.09049325237616598
C1QTNF5,,-0.05872305330371281,0.019747796213563193,0.017109961115900248,0.0360847441355145
RLN1,,0.06130007349168742,-0.02574846530465305,0.06845234949425474,-0.020129042672157312
COL4A1,0.08421163858311773,0.051634212330856834,-0.003505635829576691,-0.020946598556845695,0.0033891425298497252
CCL3,0.009233853405268588,0.035590583964039094,0.03955606622991597,0.010039899347802111,0.08311798922789511
BGN,0.06717164420762677,0.03823150294097463,-0.054235829919076065,0.0035795933847174253,0.0006224595412501454
RETN,0.03834529630865592,0.0511806150193071,0.0642226000873152,0.05826251277160795,-0.011908710121397634
S100A9,0.06200823421546344,-0.026802962303398476,-0.09663386185731247,-0.10816081993070821,-0.036574063472554534
HCRT,0.041002468969877165,0.03473055517894896,0.0432304766236259,-0.015941522394145726,0.012788989872210116
FADD,0.0791439625975151,0.07976206554690456,-0.014039302436410737,-0.008148517650943604,-0.04939977502472044
ACTR2,0.02401851002056116,0.05249876837095172,-0.1026011870807456,-0.06854737039546994,-0.07784198061683055
BMP2,0.015602805628753491,0.12115738953472577,0.011838156651276681,0.0319094584136569,-0.02376496058933359
PDYN,,,0.05370056109884328,-0.006617311694841343,
CD55,0.019625982219019133,0.04956664977274857,-0.008134257050168452,-0.028590739866746352,0.0759223739762976
PDX1,,,0.10157841413184203,0.08581807363617765,
CD6,-0.03913292461396654,0.1816118955413812,-0.001627671588352631,,0.025689316687522203
IL16,0.05703230955157109,0.05020284118659759,0.02179123348276812,0.016811332981908438,0.09280363560969258
LAMA5,0.02663015588461481,0.09077854976781169,-0.07382237745556083,-0.06124862796948028,0.010459709514545328
RGMB,-0.04315514177957464,0.03527723309525401,-0.0070485786911026775,0.05834073630558419,0.00841362929139348
INSL5,-0.028153479385900577,,,,0.05245842343032447
IL12A,0.005303366395700184,0.057277522488172444,0.008668354586263468,0.045189193148070475,0.005898328479579171
S100A8,0.046380849002366366,0.012583170110434356,-0.08450194084755254,-0.018540009299773688,0.023808207924678804
TAC3,,,0.00674317245754531,-0.002550550042196288,0.05248413702244114
MFAP5,0.11978221745166352,,0.05861005411544593,0.08319517851257631,-0.012655220638842371
CXCL16,0.020472668018839853,0.016715150326117235,0.0033175362704743003,0.016171969682253987,0.004226219507000764
AGRN,0.053800136062258974,0.011824555805442059,0.05408561276367556,0.09695262385354532,0.046979775299192256
COL4A6,0.024677507061487945,-0.016627529072124274,0.04256075425414046,-0.005433847915456673,0.03426659898722294
FST,0.058788720683460374,-0.0033673757710892733,0.01262347230794406,0.05007158028589879,0.07547521668239127
MEGF10,-0.006532479360009899,-0.006168553917408818,0.09551738589677128,0.01927034007244693,0.04732364673416894
C1QB,-0.03230632102441459,-0.005365726643511989,-0.0745661792792418,0.008368820865807645,0.0447329051484797
HLA-B,0.022574470967952676,-0.0984365680946988,-0.07795304909186468,-0.10091830686329349,0.013139619505105627
PDGFA,0.04919663816247391,0.07721884643436674,-0.10424588792338171,-0.0893667148477312,-0.011797480313313052
LAMA3,,,,-0.018154579495864756,0.05136721626514952
DKK1,0.007578206228067941,0.04625169164035533,0.06323750776296126,-0.03115559595923611,0.013194822235866665
INHBA,0.03785762838385265,-0.054409819831336304,0.00291623937304295,0.011896638379766105,-0.05308436342787719
LEP,,,,,0.06305795399191913
IL7,-0.027100040332843064,,0.018252179726255004,-0.0227724427333068,0.036795917373056986
FABP5,0.04631943268869503,0.06097334248410546,-0.058932141542509336,0.05417996838391628,0.033696617279897235
CCL4,0.03939162398684145,-0.04326514009170029,0.08655845494563283,0.027832297145800124,0.04563971449181398
FBN1,0.04920974997994709,-0.05275805222640957,0.08868926776138565,-0.030193567070168733,0.053585157190860336
TCTN1,0.03857069762607245,-0.04240312871587078,0.02004735166661187,-0.018497468389393146,0.021268827436083264
NCR3LG1,,,-0.040929996077892425,0.03251094731550274,
BMP7,-0.013815663081347867,0.11730683361130533,-0.028377933836141175,0.00486018298999398,0.04538050762292565
NLGN2,0.014028367214990196,0.070488077318259,0.13385921695579028,0.010793717777106306,0.07881273081036251
CCL25,-0.027806253383446302,-0.06850347143473651,0.002512563060689556,-0.020877945196051087,0.02223425137617145
NPNT,-0.042163787937323526,0.012697903630045668,0.0348184383024,0.05114769492138407,-0.008331845445584879
KITLG,0.040300096462132215,0.06070180695303669,0.013037983840166242,-0.05355673193858191,-0.00883233171504723
MADCAM1,-0.031439593441847144,-0.0680147060460659,0.025225162537166012,-0.02131550249296416,0.01707152746493774
F12,-0.008923598876863007,0.07835046600462243,-0.027017746381703123,0.029513652410392697,0.036957026193604234
S100B,-0.04907290364116133,-0.047810086842441896,0.14929270961106497,0.07360155514064283,0.07035975365879166
IL27,-0.025635732150756527,-0.04341644282674845,,-0.02585403895637179,0.03468117345110333
CD99,0.07824912288677104,0.019288794518290492,0.06519236479764351,-0.006982670331591632,0.03326481505876618
PDGFB,0.02856158773802715,-0.009034028806270052,-0.028794499422066362,-0.016618918927800295,0.06907593894631228
CLEC2D,0.00018466219376933393,0.011220850925303116,-0.01382979056965305,0.06115744903715099,0.024754721165534503
F8,0.050471947462257985,0.1284090449516449,0.02330667097594389,0.03787797438320419,0.08117757259343014
C3,-0.011754720289711636,0.03326992807431556,-0.10978723241334434,0.00896227137684251,0.018813916680803306
DLK2,-0.023691384247858847,-0.08061979911235569,0.08046586370190309,-0.011786737353534504,-0.022749882654314962
TSLP,0.05322143685062746,0.02783000934248616,0.0353712189041719,0.0936901439146389,0.00456276670982257
OSM,0.016537335772096744,0.088985789704889,0.10762084062169455,0.0031088806955258913,0.031697701919366585
PRND,,,,,-0.02658326076741217
SLPI,0.08250103461659912,0.007277799839914557,-0.11723476667541888,-0.048295332622141356,0.036981146797370607
AFDN,-0.034947083323177454,-0.03604077260789427,-0.005802981793244241,0.01976395775682624,0.008857895663259828
KISS1,,-0.04810935226655131,0.042591402917394015,-0.020391798581496295,
ULBP2,0.07045834155087125,0.016138574605506977,0.001173604461518179,0.11281040983086735,0.02950344330039986
ICAM4,,,,-0.017889791614958548,-0.024350138146078736
ANGPTL1,0.03089010823404159,,0.07551669108332328,-0.034637159820395926,-0.011572212067540442
LTBP1,0.1563564220082587,0.06501614879359773,0.04162874976911211,-0.0074179191110981795,0.09485057435256755
NTN4,-0.010682902445814657,-0.08898973077902739,0.10962832683214548,0.06266466953880777,0.008274490607775109
APP,0.10286615350273787,-0.014924115133954367,-0.06320435755808171,-0.014683519462289926,0.018396449591296007
RIMS2,0.041418672064961436,0.00849552037773469,0.031993049892989164,-0.03563449783592354,-0.00802674773275115
WNT7A,-0.042184049801251844,0.035947423589350935,0.027284350683109724,-0.009902780772725332,0.07800664873966424
GAST,,,,-0.02039179895047413,0.0016083663695336562
GPI,-0.004948409112876871,0.02380736546069331,-0.09567894574835567,-0.08160175054391258,-0.10184188530016076
IL1B,0.018307274776712897,0.0026556975992064144,-0.03611732529654294,-0.0010328131318489285,0.044196040251600247
SFTPA2,,,0.02660723836891013,0.140368518202538,
HAS2,-0.0556292398352317,0.09410009252390719,-0.059390612493539,-0.03153025212733477,-0.006312830118899091
IL11,-0.044604098790678066,0.014135363944679817,0.024789490174247218,-0.06839502310901037,-0.01846384410174728
