,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
COL11A1,-0.037145338054132754,0.04267535979034661,0.0011432073097888589,-0.025686349504896427,-0.02102589664355989,-0.03122986230869351,0.041258014913781074,-0.05063970548872541,0.006665518852223393,-0.04692104887378946,0.019481813919692587
COL5A1,0.09983665217329242,-0.014808602189672565,-0.00444718136247806,0.036989901703060775,0.02812809634072379,-0.027434328036631275,0.02640428256179717,0.002295054367251776,0.06892603429880598,-0.025240851529363766,0.04746796818104952
KISS1,0.04588555287747151,-0.02268444777653491,,,,,0.11167120551929081,-0.01729748050630164,,-0.006226386809993768,
MEGF10,0.028134977393051708,0.04016717414379927,0.04390898474756023,0.005681253012141647,-0.010700379108668698,-0.03468879395668853,0.0619143737010878,0.058508582889420555,0.1325463992231908,0.024732609138531435,0.08117997824254551
CEACAM1,-0.015160689338847422,-0.038415694370484296,-0.01601100054808102,0.005091029525689838,0.017356615700600254,,-0.034338454755159016,0.030459063870276436,0.1504088597062819,-0.018228276192437977,
EFEMP2,-0.0035037869728332155,0.0020297075207360263,0.01924724847853226,0.10449423676957026,0.003881575763282113,-0.050623291922692305,0.06529829956092988,-0.028454014663992364,0.06694972328239474,-0.10477794523147664,0.02566381150826631
IGF1,-0.023931970916899806,-0.03877078855051332,-0.008752731330151715,-0.011531911129579202,-0.02397047086679856,-0.004005257591451951,0.0843643109112156,0.06430674330392973,-0.036688506247937167,0.014980875344407842,-0.017108176501498255
COL6A3,-0.021308457255642354,-0.03421135335022619,0.006783341693227816,0.04457933791737392,0.05160628395828303,-0.0007470335273994416,-0.03059124050421162,0.020645035101554868,-0.01913380955945498,-0.01416559503744854,0.017302271487231617
RLN2,-0.014588580635984663,-0.0025463633846360993,-0.02092210657117793,0.030577981928395254,-0.012031461499299475,-0.011124105757770857,0.04501976517909856,,0.022388946070210674,-0.018926672413912764,-0.020323497574371487
WIF1,,,0.014580951712688315,-0.06455396499904786,-0.01039990465138052,-0.024625647092805136,,,,-0.021097917571782837,0.02502624431911661
IL13,,,,-0.013952277532311097,,,0.07878368190868079,,,,
PLAU,-0.006333825798998794,-0.03692278906652046,-0.021217384291036815,0.10834205237603416,-0.01645434022246544,0.09440582685763473,0.04194562564705471,0.08733582385282436,0.06351106818129287,-0.0401818297431022,0.016240564143381295
CXCL12,-0.051306439328382955,-0.001726057520848888,-0.018929350554370256,0.003613576930493452,-0.010143488639840922,0.0547918680149929,0.06952580079468207,0.03595749714302079,0.015835780224192325,0.07599954876465889,0.022466029153048114
MMP9,-0.013790710341022638,-0.0274265160972904,-0.02127839589100811,0.03635618417625505,-0.015838264879477176,,-0.01851463306756302,-0.06290109416760171,-0.020600858944046826,0.09875516518245625,0.034582401206148354
TNFSF14,-0.0054052653051920455,0.013445740625794709,0.0029232749913327737,-0.0029683713150017964,0.03735771819010064,-0.014349253007651478,0.12466194012788019,0.029390336192868016,0.13016260681565703,-0.024916312763921398,0.050784665480442
HBEGF,-0.03491583994119869,-0.010976665978747647,-0.013865656190522463,0.07604301001352935,0.0691067871925025,0.11081325097103147,-0.12924670514877387,-0.013789514013344275,0.05267932117939409,0.011748459334889027,0.03032099083240755
NUCB2,-0.009888450660038206,-0.012945846956350125,-0.029649026931182255,-0.04094589076688093,-0.01702500004726466,-0.02890558987740915,0.0373380237763659,0.038028919067058395,-0.01941567421440721,0.02046664825911497,-0.0459377204897628
VCAN,0.0010508402578779858,-0.014129433295035942,0.05888260787580367,0.10249308640825407,-0.017898509733000185,0.01544623790572639,0.02736407332884856,0.012790298551406475,-0.0934037065414832,-0.03771845055842699,0.05787579859399111
VEGFC,0.04093323657786977,-0.02701634370903929,-0.022466717066617594,0.010430702811765308,-0.024793156636533472,0.0032178315782493733,0.1687537160727697,-0.03085547874328608,0.030670716937379255,0.009658247271873305,0.07607179224932943
LMAN1,0.004714114553809526,-0.007550351346652749,-0.01885371935857653,0.06862808602338363,0.01664518592637318,0.05920697854085627,-0.07331275840060958,-0.025113912017589217,0.04246917301188283,-0.04134009222133563,0.009228521688902869
IRAK4,-0.035385014537942655,-0.009757982207038192,-0.006837466024167436,0.07319770613947776,0.004903332028739177,0.02050604018985601,0.04064676486087149,-0.0018451214583660354,-0.0008699914931214601,0.04928293940600378,-0.031260662824508824
MICB,0.01559404973140547,-0.011527289001248418,-0.021869339269525605,0.10569659475698488,0.014600827698086754,-0.025455221499422517,0.03857175527064404,0.13884801625565849,-0.03844987710933714,-0.0049518084887406255,-0.01580758431414764
COL1A2,0.03490033267560653,-0.028833431017912924,-0.0027684782709396388,0.07891416788461544,-0.03178035393302438,-0.04915368022075562,-0.005580280522976496,0.0449120195593358,0.03654937450230302,-0.0036915975121210413,0.01843772485210905
ICOSLG,0.003372246827737357,-0.014781410840136296,-0.0009356458442683845,0.05383141451292295,-0.015825794477488643,-0.024835293077442058,0.0784183928208801,0.057321636704680705,-0.010298151786176426,-0.024579849978991077,0.023673583489262906
GNAS,-0.0057530157888819435,0.007740389976979666,0.0035959408046312255,-0.09379894643124426,-0.047139116079984125,-0.027903052909016627,-0.1103207047841094,-0.022777880994379947,0.07496793199876688,0.00036935383492504934,-0.014508845614156463
C4B,-0.01607122580032812,0.10772519019306474,,,0.03223107910053768,,0.21925951872378668,,0.02480793121228184,-0.02191026597934409,
COL2A1,,,0.09744992027698557,-0.016099506685819,,,,0.060169248065104215,,0.019080391231395787,0.0010315435311257452
GSTM2,-0.030219005118211163,0.02116718676740451,-0.04127522901160621,-0.026375561570036506,-0.005267893785553487,-0.022226802429324347,0.0022043215705070973,0.010132361373271863,0.05246618046320197,-0.024688865733844077,-0.03261189609325581
NLGN1,0.04449766588581887,0.04358448093807894,0.022009762391616842,0.06849604653938887,-0.024583703473051242,-0.010820181739991672,0.1832498288097562,0.06264347296770051,0.04241004096603982,0.047147763983485726,0.015673838873888627
SCGB3A2,,,,,,,,0.03588398494025551,,0.01853629934935065,0.00714122795064919
LEFTY2,-0.015346887245378651,0.013023750929021836,-0.03268004875535082,-0.027712675349932662,-0.03318921640892202,-0.014349253007651478,0.05348030736636831,0.003709729952380981,0.047202458780565275,-0.03086474924943826,0.011292341253101724
ACE,-0.03285609063283329,-0.051995224503215545,0.03829116339301714,-0.021125594185263035,-0.040320371466662626,-0.019263357846595858,0.03501599466519052,0.06973288346590563,0.03045999280824545,0.0313278469502452,0.018950849578566555
RPH3A,-0.03067392581295334,-0.0004371153359176533,-0.01774644585314629,-0.04146908404977228,-0.050982694207200814,0.018231546673133415,-0.01111574075557283,0.03324024883150081,-0.0068244786649100855,-0.003656670720218091,0.004783380506820501
NCAM1,0.0205112997341064,0.007759369631346867,-0.014595630711220496,-0.058533133697331104,-0.028226807300280446,0.002924056533450713,0.02918938369268066,0.011735468416959119,-0.09610521614822819,-0.013553305289903944,0.005393046767535246
EFNB2,-0.015723652864956326,0.021258837535182862,0.007565127473513399,0.07071845094320497,-0.039876305389169975,0.002252486893554118,-0.10698972658345365,0.02588942694715601,0.03147248066385565,-0.03478475844460525,0.05677789500446804
ICAM5,-0.002719021817499675,-0.024550728133401766,-0.03457047249846839,-0.03146000935412327,-0.008781868152653123,-0.018224314189517116,,-0.007992708591328621,,-0.006466682629864369,0.014958809412105116
CCL5,0.007165666478105374,0.04359364934379652,-0.0012100011815755797,0.059712659611285926,0.03477624926343906,0.018427933357273482,0.0139567689994967,0.06174909750464275,-0.05891214320376502,-0.04342000622832195,-0.04408497876908371
PSPN,0.010526870098561568,0.029843824580381716,0.015124897423177954,-0.004596172142883296,0.04890950058230964,-0.01201406569093898,0.03429682388632526,0.0027770476292315336,0.012399878324980717,-0.06172831161576656,-0.03298896299766835
PENK,0.04983339586619587,0.0915966028224746,0.00989915443031568,-0.041888203406248485,-0.009196060652733283,0.024384436465370706,,,0.0019474965958176818,0.005749474824079528,0.007661788657212929
EGF,0.09498754798127432,0.07001118314437603,0.07965037552395007,0.1415141811214442,-0.009024256682167374,-0.022776022638982,-0.07717881830591744,-0.016893068243136664,0.005292107975994344,-0.0238295147670451,0.061072725375323766
SERPINC1,,,,,0.08710848797540194,,,-0.016893069587017487,,-0.018463836550431382,
UTS2B,0.061923183431801775,-0.018448478155651194,-0.0149608844083127,,-0.01039990465138052,-0.0319290017324648,,,,,
F10,-0.019900680478903556,,0.0677365313776768,0.15476096327148048,-0.010399904904055344,-0.0384582470384849,,0.012985222326589468,0.005343723911941137,-0.03356334150949983,0.0179657034517312
FN1,0.034909266246256065,-0.021912597522437408,0.01618896805728004,0.08898483835027528,0.014098576057813918,-9.296137039539622e-05,0.0210970665054992,-6.18682373699003e-05,0.07741249870465049,-0.03627049244060802,0.003995008525034156
FGF2,0.0016006607922667317,0.002681134894431189,-0.03836074876896854,0.048322402501000034,0.03894669831834059,0.002374622091416839,0.024953306630024184,-0.02182485684080166,-0.059480107568446315,-0.0073701510427937504,0.06462385057174043
GDF9,-0.017665314549450375,0.005908259548371599,-0.00725559747094272,0.020052567967730715,0.016155303739017652,0.040267588882042724,-0.04505239590917125,0.02448220778201383,0.09921630103251779,-0.042170436791624896,-0.032127520736923904
CSF1,0.07626535513499677,0.03448492814144626,0.01982630878474705,0.09555976593186054,0.010785142200670807,0.008772034848337591,0.09020398216266944,0.05757713825849171,0.033850179734712424,-0.004057550627852042,0.06049662828574124
GZMB,-0.013994255879583743,0.030769427825667266,0.010031415876180297,,-0.023611064633574767,0.0007264917868597869,,-0.021442920609929448,,4.061954041034163e-07,0.00020607076715486582
WNT11,,0.021435210015025543,,-0.013593901092704704,,0.1087927808628624,,-0.008875958287392528,,-0.002567687533158681,-0.02010576457805076
GDNF,,-0.0021389868363424778,,,,,,-0.04288492318922108,,-0.012867990668633662,
SHBG,-0.023149185911489845,-0.00848373851598739,-0.027590301893147574,-0.01585877184317618,-0.019097899315491395,-0.025658985401793368,0.057722589870335655,-0.019864183803382538,0.0032829761110178273,0.0007766693658027725,0.032676926147281495
EFNA5,-0.027049119645685175,0.059816735720979154,0.01695986110480673,-0.04104046237525047,-0.012018170684843307,-0.012661358900626671,-0.06127442558753961,-0.021632939687252495,0.007637667815001265,-0.0010056100561835616,-0.010663619162732162
THBS1,-0.02856474146658287,0.014726684515285294,-0.015893974074674116,0.017058643078447705,-0.020218926219252926,0.01059788306449979,0.009513424657880241,0.01283573512556988,-0.009645518953824365,0.018407859264933508,0.05385606752409488
PODXL,-0.006143266553017526,-0.032050259880916684,0.03803752386814632,0.12803796886787341,-0.015499633141661945,0.030306700325405552,0.051254443343361,0.10587077405150297,-0.003140677888376056,-0.09950328026838338,0.05458346829383436
LCN2,,0.004035900257470285,,,,,,0.01018908658520734,,,
C5,0.002142677762007312,-0.02230741968443814,0.019953982702400393,0.05452297264031857,-0.0071778931871960775,0.0030851593500281034,0.07707223327834693,0.02128385037817653,0.14824016548946115,-0.009342994052354442,0.0314346767152712
DLK1,,-0.020875119285282885,-0.01218504259000611,,-0.032090529275717844,,-0.09946490425200369,,,,-0.05972912467431447
CXCL5,-0.009760737723526631,-0.014116019421552084,-0.03184458344626966,-0.015143780426667017,-0.012669861969000887,0.024574186824313317,-0.012495959489531744,0.0248802733876866,0.007916203356539295,-0.042399617334189614,0.04027715269846725
BCAN,-0.022608948646633268,0.0292946904822652,0.06765108365755368,-0.000586721683501441,0.01366918193959683,-0.039264399345288095,0.0120060492833768,0.044296475253217386,0.016202024066346216,0.021753289240239334,0.04179033024950058
RELN,-0.04837777378934067,-0.004751330979900589,0.024098313345925,-0.03598073716197918,-0.02648939870959768,-0.009131683059715996,,,0.015220336068613756,-0.01960163258310031,0.04859671713151333
COL4A3,-0.033605827090408415,0.02116680900064302,0.07247273314713815,,-0.00403548636829374,-0.01598369005682073,,0.04410702360517242,0.06709851671854802,-0.02647110110321625,8.105915244766624e-05
GNB3,0.0053157664547442245,-0.028621529846734623,-0.041665377806293036,0.020920299552408688,-0.020903887329037942,-0.021974643103756592,0.024965208458337985,0.05944636849901479,0.0024637830552028095,0.013302934789415865,0.06616271208813464
PYY,,,,,0.03005998907096627,,,0.03749997743705398,,,0.18752559606467858
MSTN,-0.029299242227075667,0.031306004099717816,0.06382365721139721,0.04069948692422204,-0.024325699143115893,-0.030326019800684372,0.051759366099365184,-0.034319044111066024,0.03707089418321244,0.06361975392398586,-0.025038087812087887
COL18A1,-0.015692687239752364,-0.04163081199396699,-0.007832585816274096,0.06726492988299779,0.02608814150431679,-0.043494659533186104,0.018915194399393893,0.016830474056601003,0.07510029003939074,-0.009012662112594499,0.028792771213976723
FABP5,-0.02706620470897178,0.009019437444841736,-0.04336682791514014,-0.005802473807609501,0.02617002771194552,-0.02537009486287685,0.06855746858540214,0.06835602654821725,0.022856672064307495,-0.036857646324063964,0.04129300237198194
TGFB3,0.000836038786231454,-0.0459088425781857,0.038181315338138726,0.011060166406305496,0.025195772106664776,0.05089234833543222,0.11353591468680943,0.030258022326348336,0.0239520144289777,0.06638525311731802,0.04829655523208738
BSG,-0.035704377530450485,-0.00755672342770509,0.032704722902564536,-0.017666706091261843,0.038600919579683854,-0.029259670125123843,0.020598393178312555,-0.04653510144057608,0.1134792398074994,0.02157759745022158,0.02508176942008835
TDGF1,,,,,-0.010399904470898513,-0.01952396626945487,,,,,
S100A10,0.06039577039497483,-0.01274769456783889,-0.047313109310867005,0.13723473318943813,0.05686039261679952,0.021235757006641952,-0.012214244027519493,-0.00722283108007894,-0.006807832364851709,-0.0861505254959029,-0.036869042784597766
PLAT,-0.00021317088026385909,0.04255619349527773,-0.005793547519476577,0.0426762599867915,0.02598314020413292,-0.03716758154123511,-0.02371646092227371,-0.023093864003531774,0.0684158733400833,-0.10381884389012075,0.009370990444042368
SFTPD,-0.023149187517081532,,-0.015318415731679884,,-0.004632948111260585,-0.01710697645015679,-0.0553684001141091,-0.008282062208382013,0.0028462778789840985,0.01173123582272021,0.009756457859927617
EPO,,-0.022266211799033875,-0.018242345128778384,,-0.009484824353784277,,,-0.01956087042846053,,-0.01937909406824604,
FGF7,-0.024508992993753878,0.006218394869307933,-0.029330316998440818,-0.025313899720233367,0.023572957699977304,0.04825545801105769,0.18368169415444835,-0.03150540669945007,-0.0004257626595855592,0.0008801990736647388,-0.013415567963010886
CGN,-0.02089516904195567,-0.0010276447770164994,-0.01218497131555208,0.042733727588662,0.012373802133970378,0.019392339761205822,0.02317514894176644,-0.019686845098148154,0.04724772824138942,-0.05830871704196297,-0.04494789317690171
FGF13,0.05964358586018507,0.027115424488700295,-0.042558543376902035,-0.059998553319063834,-0.04663838273355416,0.026277358402883512,,0.046649466276189266,0.014921140239002803,-0.011103193983160795,0.0019032251039347251
CXCL13,-0.0016048887596972602,,0.02411363450877099,,,,,-0.001324345642517132,,0.03123861222886613,0.1143032788734491
ACTR2,0.04628382993335125,0.018880014465354075,-0.06100681837531715,0.06155878515586673,-0.01747802006594485,0.03925526896824968,0.01932639404959265,0.006025465723039302,0.028183351279036064,-0.00953716741092577,-0.0075625344055664295
SLIT2,0.031876419968532306,-0.025064547552985712,-0.008302793455903982,-0.04074495354645187,-0.01813900148671627,-0.016672307360699436,-0.04334985280007267,0.09863700943381415,0.03049677858163221,0.04731480311169879,-0.0289950935857924
LAMA5,0.005345225194015144,0.019785118373235523,-0.011721921653874194,0.0685332838755612,0.07033742143128471,0.07373171184401069,-0.04967853023142541,-0.01104616563053599,0.07030602621327685,-0.057310749891071155,0.053238329497476915
TIMP1,0.00040476610195792554,-0.07654768702789373,-0.02537333120415295,0.10106993708356146,0.04421406595122908,0.0651627843230339,0.009601916508881177,-0.040936543171761514,0.11227877047226138,-0.026847868085583284,0.018328053387645725
PLTP,-0.04822966793927092,0.016421179815061245,0.009946489957209537,0.14188313440629194,0.009914782557025728,0.020294616714865148,0.007414248153253597,0.1242153911510142,0.09580163319742958,0.053056865669905945,0.057074072942163705
TNFSF15,,0.052210976346788965,-0.017000448693840806,,,,,,,-0.01622797288601003,0.02343656825180217
PRND,,,,0.15958974920449304,,,,,,,
NPW,,-0.0206669310424215,-0.02368628810819551,,-0.012773354094829612,,-0.04138917851995561,0.015185173632877035,-0.00983457978790682,-0.04522269097466092,-0.007766450078867021
SHANK1,-0.015160691857694402,0.04027681066488343,,-0.011855468582267556,-0.013477028273079417,-0.023111886859283833,,-0.023491956044331328,,0.040113446360059604,0.03715224545875464
PTHLH,0.03431382803259117,-0.05151641470997111,-0.04197587193688103,-0.04108169813960995,0.0036422477643583196,0.021740536404153177,0.05713247488322197,-0.014524147219299828,0.024435924576378727,-0.028654241989416063,-0.004872835094286243
SYK,-0.0005051444332310255,0.0329650792801556,0.000824387336739966,0.05176963345782407,0.08274823772718483,-0.03541072991996154,0.05089606163895023,0.02984835146273611,-0.021226388069832985,0.017483385910762365,0.032221311116746885
CD160,-0.015893063693419862,,,,,,,,,,
FARP2,-0.007966898268096592,-0.021899488864591133,2.370118267541718e-05,-0.027240644348382196,-0.04513555152633463,0.004706558313689486,-0.06859370817598766,0.0017695392163638087,-0.017525111512199827,-0.06996719373067406,-0.03761842552615794
P4HB,-0.05937457379772007,-0.03736081586712491,-0.05158528596269881,0.11263549019273247,0.04095837259036331,-0.026689827446968184,0.02348726242233435,0.0024725119306222665,0.08019019914614066,-0.042238521782808125,0.03774458378450617
TAC3,0.02528649693062331,0.02025656087926523,-0.036643598804163735,-0.027481835189723986,-0.027388410002871046,0.10061748959331326,,0.01751310520230994,,0.0749584864471473,0.04803726377894807
C1QA,0.013004830778511275,0.0037613098113044472,0.015668061993363756,0.10613459332248706,-0.02701417871435433,0.02747616086003669,0.10043964455900205,0.11817319908821246,0.08361913771828403,0.061091156696890005,0.027809815327459134
EDN3,0.011286310924861811,-0.027718338778378784,-0.01868850526378591,-0.02207841326736693,0.05937154714820024,-0.04362482372875119,,-0.050412359964849815,-0.006392007617811167,0.03414705954344238,0.04193626998805309
AANAT,,-0.015358736067413217,-0.015318420997827115,-0.012262061968932973,-0.012031463432730795,0.07499962588665778,0.0067068782051045595,0.01612913829661824,0.05088437929360226,,0.08551394482676117
GDF15,-0.024022343305127,-0.014441744547340422,-0.05262732867720473,0.08389215700219953,0.049421988411363374,,-0.00038333090884206473,-0.06657520703034006,0.0706103074740505,0.01993815670912832,0.009183537295473344
LRPAP1,-0.008157226047022157,0.041073866357038934,0.10495169664572727,0.03232510769779587,-0.008279333677866438,-0.05029280966942234,-0.017854950768460293,0.07408056471093923,0.0005371760183795766,0.02437435012186346,-0.009646215207285095
LAMA3,-0.019608110486300633,0.060302109725550175,-0.03518407001249608,-0.03465780309726209,0.0053824496107744155,-0.029930011885261683,,0.037180004379611144,0.00745432001586559,-0.020039760669473883,-0.027458706605031073
VCL,-0.0239465209692759,0.04214304199113755,0.020512315210213315,0.03501733741522249,0.01749397929839596,-0.008685920875156326,-0.03331621080367241,0.005249388167894776,0.04623616928681063,-0.018350608099418072,0.016789226876727657
COL5A2,0.02974017824381427,0.018815880013194147,0.012370916375259862,0.06738612784945282,0.002853449078602176,-0.004768010981071393,-0.005314673319717497,0.04189003030205944,0.0508123218864645,0.009042221342170973,0.053637342131137335
DKK1,,,-0.0401458621833734,-0.026997229565188997,0.021033013242372008,0.025784055883254633,-0.09684379177808086,-0.01831778020384756,-0.0251372270027599,-0.05457688298427309,-0.028692737468046046
COMP,,,,,,,,,0.0038511353688753646,,
POMC,-0.014565312587877613,-0.011251662655084916,0.039961992400556055,0.02688774151624327,-0.012354528249030876,0.011978511157190697,0.1767847999340916,0.03349264946784556,0.015608635421385238,-0.004541244213405962,0.03135407070769186
CCL13,,,,,,,,,,-0.027948819576956312,
CD34,-0.010763418202181643,-0.013494869023637914,0.0009279020995146023,0.11015713214048198,0.03244220447695237,-0.02902640421717168,0.0323449824981631,0.07189282863352736,0.06990880264064654,0.0017143874604763588,0.019809959497574935
SPON2,-0.014945121861123374,0.037449397465306324,0.030998722176277735,0.05420078638096005,-0.004032144736237779,-0.03495315321882134,0.04273708489534534,0.08245486908208939,0.08837413875353478,0.014295470064514895,-0.019465829645420592
THPO,,0.059996667806088894,,0.051465377780970885,-0.021092006536040694,-0.016143863363389487,0.05931011722554691,,,0.012753244329121761,-0.025924731375631324
SFRP1,0.012750951624277715,-0.019428130288829927,0.003306046064362076,0.011395203421156441,-0.029408340856306232,-0.018597195801703954,-0.050778888891474604,-0.0208383022319966,0.012396757551921727,0.023350995485826,-0.01297580832998705
ARPC5,0.023249448486186243,-0.03737728107241153,-0.011832331754016335,0.026280400811477526,0.007491945801681053,0.012468625844785764,-0.031189190960400744,0.04278276888246381,0.016256310875797927,-0.03255628571512123,-0.025332214008356592
VEGFB,0.018453609952035988,-0.005250651544813569,0.004218047944523488,0.022562123609203066,-0.002367525057745292,0.05436080703284808,0.002584721492070317,0.019914964687045036,-0.017966953452214506,-0.020733003608506922,-0.02179513775735733
GDF6,,-0.02066693283050137,,0.030140795959397584,,,,-0.022678533241728686,,-0.0170203695709362,
LAMA4,-0.0764634771864814,0.002820635427389037,-0.03193759591558116,0.1096706579606378,-0.03122582253178371,-0.047043038700183185,0.010404423794116796,0.02799433206231656,0.04114603990697238,0.044240754909686535,0.024215887540760428
NPPC,,0.02151100704096347,-0.026371431888723068,-0.00756285167581029,-0.02028690954289496,-0.018186710155327024,-0.026850236492097314,0.0898635861403856,0.029063696238585523,0.010709614565436043,0.009872550090810577
HAS2,0.038005107439137084,0.005042194528699525,-0.0037753852477626633,0.048222881802652905,-0.0007132427871762736,0.016611389046440907,0.04573290706903719,0.023347254889818835,-0.037245669578145964,-0.11239902264190609,0.053801521724591024
JAM3,-0.02741717208804717,0.011089427161089427,0.0615673852905179,0.05833275622824619,0.018397347852680192,-0.0007056011961846515,0.005687791579495598,0.09822847965582726,0.07488910375772963,0.005025685186479738,0.027718746228007823
MEPE,,0.04205743492012384,-0.03457047078089109,-0.021961323627926153,-0.033472080877253695,-0.015743744871485207,,0.016679369416896392,,-0.029207169520248842,0.012785355908045259
ALB,0.08222498954199867,-0.02506097747389899,0.014199844153859886,-0.01729785092987001,-0.012773353247693884,-0.016297720749428982,-0.06378852399129235,-0.01663225712739459,0.0775395687088801,-0.02294202584156128,-0.0034403332553314004
SAA1,,-0.037276933236176174,-0.07278545174671575,0.12642236704921286,0.02059828536960459,-0.015988611236250474,0.13354778473623258,0.09687876230601267,-0.007451726365683754,-0.07493467364822821,-0.004016458394659933
SFRP2,,-0.017939907269093003,,-0.012848902832607275,-0.015059229083082064,0.03448847538673925,0.0023847025738962272,0.06327977803505243,-0.009693323301834098,-0.0772509252411744,0.03260108270612021
CHAD,,,0.014565477729994232,,,0.002418725273087182,,-0.02985375651121076,-0.02997036731906889,0.00012387306923080665,
CXCL8,0.011288842493844767,0.00013696799980211847,-0.0010759418614613504,0.06258407688971943,0.06490342433025509,-0.012703341798396911,-0.0014092139785037128,-0.051239968535145244,-0.0009128083670368679,-0.02390826388633368,-0.04110043314883038
VASP,0.028503468368661227,0.016308439406597278,0.038900943928605825,0.03502239844493794,0.009387102962943514,-0.02090529417887685,-0.018044546558462254,-0.025334958880155963,0.14459272918012747,-0.02055543153025919,0.035637432619826076
PDAP1,-0.033686923236129616,-0.03527968312788312,-0.0016528936478877108,0.09107661675917761,-0.0263787708946347,-0.007777299721952209,0.052111407245642324,0.03380203510094394,0.016577863406708224,-0.003112624554758216,-0.021252754388115278
VCAM1,0.009719459615590953,0.010209821628312304,-0.0164698253303296,0.08994177173152673,0.012929069407399772,-0.016414692026663177,-0.049465243679249676,0.00031532383051141507,0.08167710679469965,0.014426987429330247,0.05630622727090732
CALM3,0.046810091523953636,0.017345869801224944,-0.007638156243704364,-0.08585372020924022,-0.07015729986532568,-0.06169482000136683,0.07144754971556985,-0.015318690542515563,0.062414855846422305,-0.020394489170175625,-0.009823869179871962
JAG1,-0.0017773033312496187,-0.03759367229672017,0.023202630304003467,0.006144514116034088,0.017028270205161015,0.01117847113186797,-0.11226731511819055,0.033648557512422995,-0.008507070799807243,0.00020852679445900103,0.02708323795681627
CFH,0.06300337395882112,-0.014640298106214925,-0.01718359074352548,0.03943253691527388,-0.005144422247169786,-0.0128639112950776,-0.016115231765908802,0.022773716296222282,0.05946556966708809,0.04621952583884451,0.056561961248295364
VIP,0.14131670904262308,0.024369382864555148,0.012037466732922244,-0.026915096219734057,-0.02479315607566248,-0.004602853173406613,,,,,-0.04877246741956855
IL7,0.07515097657077635,-0.02336638433706713,-0.011751545344022934,-0.01685762670801283,0.01847558943275646,0.02912208076318326,,-0.02938120837394166,0.030703041024097443,-0.021730437579435172,0.09264465875119263
FGF8,,,,,,,,0.10545506328441316,,0.007783931432029374,
IL27,,0.036476730129704066,-0.01496088481898018,,-0.01203146286684836,,0.052160495286537205,0.05427639475097106,,0.06857670548583084,-0.01827906832720083
