,UKF243,UKF259,UKF260,UKF266,ZH1007nec,ZH881T1,ZH916T1
IGFL3,,,,,,,-0.01571476708240808
BMP1,0.016050153724685233,-0.05525821830065254,-0.01181362708748939,0.014123307216400496,0.02280219815457403,-0.03901534836868987,-0.019561733423884984
NDP,0.07636145385034783,0.04864416541127953,0.043495336458310954,-0.01491037501930933,0.05137118033478877,-0.023292259261013065,0.02960666252534689
TNFSF18,-0.0011551815905933341,,,-0.014769704320280396,,,-0.010196533047615346
RTN4,-0.012001664378952634,0.05311685566538445,-0.00870422227668107,-0.04782547789353445,-0.1072196434523366,0.07316121663640529,-0.02850317958394839
HEBP1,-0.026511948123402906,0.03619038533461777,0.012881446509100364,0.025571519445708665,-0.052833736279062876,0.0517896557797075,0.012252901627415312
WNT7B,-0.03853643426637978,-0.022753992941740145,-0.009700717358615047,-0.002493695316702603,0.08290538597860465,0.004006575759666837,-0.00856398331443397
PTMA,-0.030776516045287753,-0.011505647590174957,0.017985106913315934,0.039151769284392256,0.005014236431957346,-0.04822749117515927,-0.05709864247224893
FASLG,,,,,,,-0.013629412129402269
CEACAM1,,-0.014796071073808256,0.1803687302736691,,-0.04178457676289673,-0.016688748546334554,0.02532840999101947
PDAP1,0.06461473182674429,-0.015946920580624645,0.04098836735733237,-0.02300638883942884,-0.1178600338684176,-0.037343818287325976,0.007319868240199566
QDPR,-0.006989910879485719,0.03308883386153163,-0.0005829988045848264,-0.0024373813043181373,0.036202106527684956,-0.07523825134558025,0.013454045684285234
POMC,-0.042345070424462374,-0.024467729940206937,-0.017625437869757184,0.011842045108169944,-0.05881252534648153,-0.027300600293811116,-0.04095336517335077
CCL18,-0.03610924656196228,,,,0.21310887350681185,0.005136722838733779,
CCL17,,-0.015228931496057281,,,,,-0.012353531244926653
VEGFD,0.0009484747445707976,0.05261626683606944,-0.014138103859097145,,-0.04036434839010013,,
TNFSF13,,-0.010504576112429154,,0.01123699971383107,,-0.018740346095295953,-0.02012904805625096
WNT5A,0.017313409472957182,-0.01860014509269002,0.037089994448008354,0.0663245117988948,-0.05468302470325124,0.03534735745027541,-0.0005121338520212353
CXCL8,0.04026278783393359,0.01795756969192174,0.06667742351870794,0.053116284161982635,0.017853799025581676,-0.002534362515832337,0.020372923949363898
GRN,-0.0066187316478119665,0.016299547112843513,0.04730221318153763,-0.0010194101607490463,0.013102467465400211,-0.0018044917849686086,-0.06197361741325493
MIA,0.06059405514174673,-0.01251968737566796,0.0506109408718417,0.030588894180702302,-0.07140294974976112,-0.034849968716113996,-0.01672817229307117
COL4A4,-0.0340297123656343,-0.03670378153811406,0.08729672563959168,-0.013628207932198792,,-0.011098475515637255,0.010253898211071586
TAC1,-0.02150401452655473,0.004357903305225044,-0.020122229825508677,-0.06324424238253852,,-0.02879284557470759,-0.016239972981384947
RARRES2,-0.0028812173420050147,-0.048801568058715945,0.08661933936237147,0.012083706477333346,0.019526087054995686,0.03937582263102536,0.08322019195703403
FGF7,0.02672732985972213,-0.026994694060498613,-0.012584597362609204,-0.03906073579190705,-0.0164617916157305,-0.014108845372442875,0.1089300146858243
HBEGF,-0.017300097147360742,0.040280942121928,0.0350070502422355,-0.014459424618487421,0.047605185345888805,-0.02472650205757278,-0.021628827810366718
CSF3,0.033755906924797054,-0.018151558486507492,-0.006147663515041337,,,-0.023925600701957334,-0.013006362643779024
PI3,-0.0043608299098323085,0.005902085297458415,-0.034385531117930364,,0.03762928688261197,-0.05857353092212034,-0.028258505084543188
PCSK1N,-0.004574481440940798,-0.026556084848275735,-0.049826113878870044,-0.040727819188197685,-0.1363563777956103,0.022825878471381587,0.04340815147532948
NTS,,,0.0329910044816585,0.07392548895247233,,0.0033049325333940013,-0.019260649511991565
SFRP1,-0.029855993144213125,-0.01328783138319161,-0.016129128111250647,0.02196963095573193,0.09628728000141983,-0.002403080337744247,-0.018813080813068952
CXCL13,,,-0.015984171936624603,,,-0.03902763356357111,
MICA,-0.019295869917212827,-0.05959849328242303,0.002761244464107299,-0.035312462408269074,0.03816423958270267,-0.0019482123710968498,0.03645623944598298
TG,-0.02947094359390579,-0.014339675309977422,-0.03420926176659747,-0.01920342076311534,-0.05661142779472289,0.05659729359797179,-0.025364888019928363
ADA,0.03106088328312539,0.08287649794636329,-0.019718660907901243,-0.01824056233725939,0.06067848375855597,-0.022306121811087733,-0.028615112439199494
LAMC3,0.04996356431095961,0.04759635008835406,0.027537255646418436,-0.010008414493447916,0.03445221195210287,0.02107524444468034,-0.010459822817580768
CCL7,,-0.010367562338194195,0.031771798556700516,,,,-0.013629407282946
NGF,-0.03183764019496063,-0.023754733316551504,-0.005995428722360381,-0.018325214092374965,,-0.04107502797083942,0.06292975582738183
TNFSF15,-0.03938713436711177,-0.011544787734557702,0.007637346693733749,0.011415364328334936,,-0.014857387284032285,0.07549148092408269
HMGB1,-0.012342037721344798,-0.07068534330113366,0.015799506936288128,0.04182404333249399,-0.02480708690340566,0.007160758435517315,0.018481000634420947
ITGB3BP,-0.002227436288147053,0.014206247044363234,0.05183272029272786,-0.006781485507868092,0.008326834680041884,0.003412144308229399,0.06810652587013515
AANAT,0.13008281542749875,-0.010504577233562568,-0.014138105877391146,,0.000589738486145816,,0.0426845348488698
RELN,-0.034176624863008605,-0.01823359362947863,0.01272006903631352,-0.0014655765899359951,,0.044443644522863555,
IL15,0.021528912609251948,-0.019738189280840986,-0.010602610289884795,-0.015832786492115607,0.02746206836076688,0.029412100383613568,0.01962489765787469
UTS2,,,,,-0.06605584249503861,,
BSG,0.06087053286202725,-0.023894339653566514,0.01335602796024035,0.0337683611145943,-0.08596638714933577,-0.04634352092103082,0.033234664026928804
ADAMTS3,0.11437491705121886,0.012240980218479422,0.053594122553673594,0.03635180042094548,0.011448663368702485,0.011324056056642405,0.05242496476835193
CD34,0.03485955567725297,0.044389619227842,-0.032288253571940144,-0.004607787826641408,0.0022102054005771208,-0.020646581735906968,-0.055699143160165276
PLAT,0.0485057624333574,0.07188742491067265,0.03112433129498873,0.06343427314450541,-0.030779846909669638,0.06672486473281594,-0.05985313438731311
NTF3,,,,,,0.10295059884318014,
LTA,,-0.01328783076156597,,,,,-0.019407794585981086
CKLF,0.06563682630973576,0.014726524904500599,0.04187165233690312,0.047935408759598154,0.03225268690021138,0.03421332023912668,0.0385472629079589
CD24,-0.022234827313261655,0.018577656650450955,-0.07863893327668761,0.05721261383002706,0.04348802472728817,0.0010023367602738735,0.04817917553581738
HSP90AA1,-0.026796033888570395,-0.04923801701824913,-0.05937277321990387,-0.024548736260382214,-0.10116714197501776,-0.011262740296060841,0.01678715016562943
BMP4,0.0511574564715401,-0.021388525148402615,-0.001178348520097672,0.011295336684468762,-0.03687672407257016,-0.02761143336054871,0.053765620881969185
SCGB3A1,,,-0.016836738756424167,-0.020210831980812662,0.018368302146592252,-0.006266838074945268,-0.02857722314737904
IGFBP4,0.05502534653801888,-0.008468718713830987,0.02306803662621232,0.03503486848317103,-0.027801727452251693,-0.014423248827259597,-0.025164942451283638
RSPO4,0.09717737950815232,0.03557749001317073,-0.019432333423726002,,,-0.020778926793281867,0.04223245502405051
LEFTY2,0.04247841350324499,-0.029690502199674316,0.057466519414010216,0.04137918537423194,-0.015930692046502114,-0.028257967661430905,-0.005674092024714553
PF4,,-0.009045493886917222,,,,,-0.019407790094873464
ANGPTL2,0.01002579551274972,-0.01042630707110439,0.03496553024513407,0.0337884786124072,0.01088237134113042,0.010427314168852935,-0.036799178876200794
LRIG2,0.0718013694938862,-0.015536985715326534,-0.03783306412271086,0.02599756681998579,-0.06961681857984577,0.004433716604192264,0.041957599796198675
ICOSLG,0.055405804487955616,0.03833744600964188,0.001580878493605217,0.08061272304505962,0.0042313291370031725,-0.024330289008635014,0.066741999325305
WIF1,-0.07529120642532414,,-0.014052565980610133,-0.04613473445072752,,-0.01931602514081092,
NPPC,0.0025266927902749745,-0.014031791695522851,-0.03389820838910807,0.022591248851079077,-0.05042637026043302,0.0008451177574296518,
LYZ,-0.012282186763375237,-0.04131308150648533,0.04866669491510554,-0.0033454410147710843,0.02209712152557117,0.013302805754597214,0.01580115070280951
EREG,,,0.05720006590755226,,,-0.025880503655202797,1.1766462703551484e-05
SPTAN1,0.03742686676274891,0.013301188196320741,0.022289942592836474,0.0016135513321079143,0.011121334672181609,0.044000871746179414,0.04303399419047176
