,UKF243,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,,,-0.0017578649537240596,,,,,,,,,-0.01999596123808393,
BMP1,-0.015369319122827522,0.06060957430451739,0.031135924212037255,0.06316187983433304,0.10583116361050607,0.008291585085647302,0.06470224224188363,0.039228573537747245,0.030096276225791953,-0.05156267555084532,0.015148575169834371,0.13729127478051123,-0.010183506021344303,0.06506697746795848,0.09008915713239514
NDP,-0.027981101150067116,0.036678372510216876,-0.04701088945275508,0.06596614677371627,0.05094724243647274,0.039316887469089574,0.025344486053523883,0.015053187136357463,0.04246563118056942,-0.025880713495561605,0.0977698114711311,0.07571841406940777,-0.03284656563954208,-0.07668286272830194,0.005084536073716656
TNFSF18,0.05104129340620053,0.01972800294197871,-0.033243175964759085,-0.01583009562889353,-0.031096711007325563,-0.012224649943910608,,,,-0.033946240574434815,,0.008144089305791918,,0.1613393371096938,0.007765930685993264
IL36G,,,,,,,,,-0.01729702487008211,,,,,,
RTN4,0.00916142035108118,0.05193243392690694,-0.06008634039739137,0.01956956425290959,-0.14401073230975645,-0.040481847880475666,0.03384359611188702,-0.05147553551686341,0.016055242555220225,-0.02046506834052401,-0.10339446158889387,-0.02413173876380986,-0.05954283231119748,0.012117646621437729,-0.008029227821226104
HEBP1,-0.02970072190625043,0.06699354938980724,0.008432840301377396,-0.030957570237748727,0.056567316266099454,0.00584984761113604,-0.0004937985368058024,-0.037582779356513475,-0.025109597967553174,0.04853179337389933,-0.04500426281965217,-0.0038158535948134295,-0.02631715618225606,0.0029084103073758407,0.022342541924415614
WNT7B,0.03521565987515264,0.0020694611906637113,-0.020649630412191516,0.04026690758620409,-0.07245835652030305,-0.03504082110011467,-0.013874671449995405,-0.008186452620253895,0.05307628118231122,0.06286837709870673,-0.07043491891447133,,0.053492005424981726,0.0584822028398781,0.052561175904648594
PTMA,0.03367939867600356,-0.029913006608268997,0.01445555622484941,-0.0036322835443039674,-0.08631203188374298,-0.013518382396835305,-0.0812501033073073,0.06165417515640883,-0.022634577428444283,0.009796224251232584,-0.1973830384119748,0.0447488852664072,-0.09192659737558408,0.043767219494437494,-0.033943979107343626
FASLG,,,,,,,,,,,,,,-0.01734249036006944,
CEACAM1,,-0.018350454185565544,-0.015847349349719347,,0.09127416198515012,0.009199219967315396,,,,,-0.03009535841859461,0.03177333951332692,-0.005847482938506986,0.010332536268465836,
PDAP1,-0.012741202812767402,0.004239699137017474,0.02968685188522737,0.005437934086833828,0.11068405022840525,-0.008869327968385786,-0.0017051575804234711,0.07626183622445663,-0.02686552463468878,0.056942364789185795,0.04679845091376133,-0.02811417236272842,0.016727158286680636,0.008695561913450035,-0.033994750810155405
QDPR,0.024092848431853147,-0.0014273886647487158,0.011640480140926762,0.03741756222995958,-0.09433290990033194,-0.056357489981015536,-0.010754405966935577,0.056144933817393355,-0.022011337550768027,-0.05082620713694453,-0.050057808383496494,-0.07983811410739662,-0.06290545948034144,0.017287924706074115,-0.008285484956966998
POMC,-0.0044979817024212625,0.044524732197871106,0.030107197333146634,-0.032576273956723946,0.0665149449581016,-0.014184517092367649,0.01116819752366239,-0.026048439246941762,0.08762529974852837,-0.021387837879065133,-0.07465368990616854,-0.002334095229202075,0.08945101331480156,-0.01109417662935585,0.009862613547486444
CCL18,-0.03972747083503211,0.05122103916246935,,,,,,0.07235394099021575,,,-0.04547839275981034,,-0.020824171541751476,,
CCL17,,,,,,-0.015246518546294404,-0.0171729537967787,,-0.015801323281189578,,,,,0.03691419369468547,
VEGFD,-0.04476124789704582,-0.00813030387074673,-0.008616550496376241,,0.18316306647504058,-0.016243875942795735,-0.012596569289775272,-0.01759937852309354,-0.016934767580158116,,-0.05123649308079512,0.11778713057512605,,,
TNFSF13,,-0.017280803393250027,,-0.015351890415793263,,,,,,,,,,0.15205053765704338,-0.03139681270741147
WNT5A,0.01302178498760772,0.02990939007690598,0.03816516900191397,0.003953984748866111,0.09681455221837078,-0.013239885421934177,-0.035939490839074606,0.0027863185188614103,-0.05354093546680013,0.07370476032423956,0.10443323186422349,0.03374482125395301,0.016592339601846768,0.032306787282181046,0.04197499240926313
CXCL8,0.0003277841809909126,0.01540130141262179,-0.02125320089306224,0.04465760627726702,0.046407534252433845,-0.0020124392699071986,-0.011730473039680457,-0.042514186880174776,-0.003539632925003638,,-0.08622455918338731,0.017112498816324574,-0.036664232624150216,0.05540990434981364,-0.06453230411418064
GRN,0.001555377074572102,0.0003608484701057762,-0.05436642920738299,-0.010616045361095606,0.12563722798776894,-0.050793271210871224,0.00032028740295280436,0.09488143211847534,0.0010839228839827693,0.030933208266865832,-0.08802906876754744,0.09184408361466732,0.02902011862684899,0.04336678012615592,0.04996210112402646
MIA,-0.02103732030207841,-0.0134222428216884,-0.020186145930126097,-0.01465939334945708,0.07421993124195705,-0.02996723388229783,0.02603353431319832,0.08756886123891515,0.08381278887757893,0.044209412900936565,-0.006911767763910349,0.022049698880079995,0.002908537038584549,-0.0012584335432983236,-0.029720915881359965
COL4A4,0.008400182088016486,-0.02750227317736783,0.005533600233175744,-0.014606645477724542,-0.020635771072034632,-0.015917837069360143,0.04893213120020904,,0.0361082591968594,,,-0.04427108676479145,-0.026328259409297967,0.029146121255183413,-0.03509069223832425
TAC1,0.09100359555455761,-0.026888678039178958,0.03764449195790716,0.021133845136491334,-0.10606410449894307,-0.06485418082543908,0.0028449743816348723,,0.034529787468056135,,,,,-0.020664249653870304,0.005644041088594114
RARRES2,0.0008252194579338962,0.007660061894962307,-0.00983103914894874,0.04580733492796403,0.1546588358213979,0.05670748416540483,-0.026957584888692106,-0.02670334078633446,0.024496778045715015,-0.01103235023484873,0.07009013821395996,-0.04446495823957642,0.062054959064758664,-0.05101277147936877,0.016189393213966157
FGF7,-0.023688371280141434,,-0.025619057649747302,-0.024379191343213324,0.052824050627004605,-0.03628674476567889,-0.024472756930936222,-0.026911986663953318,-0.008444433739729057,-0.05589137151252382,0.039788846608574305,0.05374067766037522,0.06001677772894495,0.018650394486928283,0.019688278646075794
HBEGF,-0.015472221781459908,0.016242893622414357,0.045881122871549065,0.019014615747634186,0.03648580455775902,0.015737990243407895,0.012549041730558003,0.07002490194077825,0.018422287626888266,-0.0018137118807335633,0.015846032562084826,0.00023640924495948868,-0.007501545702933852,0.06309310411468846,0.040471666454827984
CSF3,-0.031771372480667796,,,,0.014651532638192926,,,-0.026440008149672574,,,,,,-0.016549702703809666,0.018439406550488754
PI3,-0.053380256352066016,0.031794730094783716,,,0.02272271696884726,,,,,,-0.001547383964761303,,,-0.03595700587565666,-0.05036384012689297
PCSK1N,0.012498766248319875,-0.044328007906532865,-0.046983100865002785,-0.004304059524671075,-0.04286046630097299,-0.012391975788741906,0.044978807929509826,0.0399751978319828,0.0013290219052428096,0.02366214265812752,-0.021972589490489844,0.08884103082787649,0.010859092339727964,-0.032012353991627274,0.009989452362465808
NTS,,,,0.12445843775254498,-0.026834459766454183,-0.018184278521723676,0.007885399477787818,,,,,,,-0.024507852966732392,
SFRP1,-0.005271385177535782,0.01389428416965621,-0.022195663895301043,0.03460412001670739,-0.012554551151423558,0.03412599461536245,0.09861199665470476,0.04151401640956553,0.08046883139384392,0.0008395683109107896,0.015282613994507855,0.0075215508586157645,0.01544096752854026,-0.02393835255300657,0.05832379584620039
CXCL13,,,-0.03832025032267404,,,,,0.0060212933341901986,,,,,,,0.002676922018186298
MICA,0.07996160881651009,0.01716535366558468,-0.0022795138745564077,0.010212995570055053,0.01680437582912094,0.030939025643108183,0.04484581134047899,-0.014131500285042464,-0.013980840380297276,0.03808546321540336,0.02469016539292363,0.11289118269702783,0.05595302451631222,0.0014675234038596966,0.018177480624416372
