,UKF243,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.017544614366570222,
BMP1,0.025402267372274235,-0.017876530865942767,-0.005736731735162326,0.014734514086109367,-0.011208025852664684,0.030439536733877497
NDP,-0.0023274300589780305,-0.12021963182554257,-0.002259317832908668,0.05528669663450843,0.059399524702215774,-0.011228675047986
TNFSF18,0.09998981114066376,,,,-0.015493559430559876,-0.002574556217042317
RTN4,0.045190446545968786,-0.03563495080960165,0.037222054828336994,-0.043528080559043524,0.04275458619212514,0.04006129386163234
HEBP1,0.058157216125527086,0.13814881691646425,0.0521572406041385,0.058392328330871754,0.06905408620355835,-0.048730472988533044
WNT7B,0.033910315843201755,0.02654987195817466,0.02728897291364634,0.03534218049487425,-0.01349062029143869,0.016945279184006217
PTMA,-0.032930862336331294,-0.10371326704740107,-0.021150639587916915,-0.003682888577241776,-0.06205472663578755,0.012548121644985
FASLG,,,,,-0.015216438054694673,
CEACAM1,,-0.0015779473339984646,-0.030964232092444602,-0.019381574561444632,-0.021171438665156382,
PDAP1,0.03546622006247494,-0.1052961884160649,-0.035926139719402464,-0.06539422936551813,0.004195373218659894,0.046439927660276006
QDPR,0.004453420863332767,0.007537647231543063,0.02940795752625567,0.043706832680730764,0.001262916576618795,-0.010856286068678412
POMC,0.08070437847483351,0.03216870661886654,0.0897556302904309,-0.02661628330708339,0.03570492279483929,0.010471515491543243
CCL18,-0.025863633683013778,-0.042466847841498526,-0.04755906395529797,-0.01333444616207585,,
CCL17,,,-0.021967623958628467,-0.027978519643724244,0.10568560443551121,
VEGFD,-0.029140755614951,-0.04784365109571195,,-0.019381574561444632,,
TNFSF13,,,-0.02135027263479383,0.09272375523484198,0.015280312378093627,0.023565321674309313
WNT5A,-0.016135391175478624,0.009111203821855587,-0.04109843837607026,0.05354976035922611,0.02821373855978508,0.02511677178134831
CXCL8,-0.051637718366237165,0.07524616482480428,-0.10927437458480564,-0.036611327850261555,-0.010382583369132047,-0.04263059566206712
GRN,0.005388471596456159,0.02804032967046367,-0.06596260143297485,-0.0003407936119780618,0.007665194638207709,0.016555166680456014
MIA,0.05940619873043754,0.13823877742160667,0.11856495041531784,0.14925458618734772,0.11360856379723117,-0.0055901674375398395
COL4A4,-0.02933525619920274,,0.09068751709301903,0.03554461859830237,0.06232044192560369,-0.027421336521586032
TAC1,0.20265617419129553,,,,0.07143193708814642,0.026898696665145615
RARRES2,-0.015523127074546362,0.05090772299003781,-0.08123495150155301,-0.018892685456630087,-0.023980227990431945,-0.06904998788346403
FGF7,-0.02094248742057843,-0.014691638782246027,0.001193076719959675,0.058536691875380915,0.012577056629742192,0.0795961101156859
EFNA2,,,,-0.018420889546042925,,
HBEGF,0.050232588497275854,0.024525384566743615,-0.03390621312927623,0.1062856915877203,-0.022222664783234595,-0.00965103292496889
CSF3,0.012034121076065291,,-0.09090590528153876,-0.011277722560320608,-0.014520839901745483,-0.04267982897703221
PI3,-0.034751957956955334,-0.051417021018359675,-0.15838267967766165,-0.06591601226104611,-0.03154896103035983,-0.006082045258941545
PCSK1N,0.0696071822222549,-0.04027584503942523,-0.020066441551374443,-0.033956991713769785,0.05166547693510647,0.06368917921345138
NTS,,,0.0014642323458973659,-0.022442358300783095,-0.002100797910609781,
SFRP1,0.14927322331510692,-0.0621314636914971,0.06487531083056458,0.02803260457602086,-0.021003699652787818,-0.053246523044920176
CXCL13,,,-0.012197173574679247,-0.030032960080403553,,-0.034619138882361275
MICA,-0.043015815587296016,-0.06266039971712338,0.04222169514144142,0.039311248673862376,0.04347311488840198,-0.02235619697145764
TG,-0.023384862929396802,-0.05092720266691692,-0.029189480020258392,0.06559958600493013,0.07830466664276542,0.015084586039528294
ADA,0.03360623180870864,-0.030479302377152295,0.006688116658713643,0.0861299764837815,-0.0013046884789047345,-0.04101025825600965
LAMC3,-0.03974613403507192,-0.11943482133133408,0.06922808497511423,0.06033874851938302,0.05505238418556229,0.08014023307993158
CCL7,,,-0.03292440476300079,,-0.015216432643910928,-0.011717857262132177
NGF,-0.01690086161450298,,-0.015237838993648849,0.07269482283592787,-0.027450483796364226,-0.025247394767935263
TNFSF15,0.0068765646858376705,,0.021115226602649098,,0.03488780730723808,-0.014360600497409413
HMGB1,0.10222858504207963,-0.10369923614680097,-0.0130430559255048,-0.0012604767858216057,-0.02817467422364049,0.023370520993020227
ITGB3BP,-0.0017973619634711914,0.08622222554503123,-0.057814493173525425,0.01991233507467874,0.047349387455078926,-0.0364540059915753
AANAT,0.0074152453619932175,-0.0001736163086776782,-0.02888399308942585,0.03993567304906773,-0.016099620295643387,0.015024954564930762
RELN,0.07043710968864532,,,,,-0.02085137560413612
IL15,-0.009706944781377813,0.054463078122906496,0.01545803806364861,0.039103068889491686,-0.012929757969818675,-0.05525915671792785
UTS2,,0.07653599465740153,-0.006461896232986151,,,
BSG,-0.05912902706724721,0.06489312786479583,-0.052443129811090186,0.04959836580350068,0.06705591118586203,0.1067702608237749
ADAMTS3,0.002126894324201918,-0.09506991986754686,0.05198108275500396,0.0022163262288212877,0.04400630420930553,0.0670328304684356
CD34,0.026125215129656317,-0.051951876722490124,-0.0314483789823015,-0.025897270853682926,0.023402865752378932,0.0023694745350625844
PLAT,0.062134508025430336,-0.09586183395667677,0.125574016570703,0.069911019722442,-0.006352864214873069,0.09616839388282089
NTF3,,,-0.0028861284562356104,0.07585684041467984,,
LTA,,,,,-0.021667662646926746,
CKLF,0.03937780720160505,0.042599302347679065,0.05499331790335491,0.08543961426712691,0.1096903515606729,-0.01647725593882944
CD24,-0.02877828534399362,-0.06767576154301506,0.03233636963153385,0.0439928052000993,0.02842509541315803,0.015297620354049461
HSP90AA1,0.007881391014955054,-0.029629512763362266,-0.14248754962189505,-0.07845767590603336,-0.12658206820097484,0.042818664793251124
BMP4,0.026723397685623203,-0.043709788227712605,0.061152188212885115,0.09524742490253083,0.062469296269834065,0.030458840773912397
SCGB3A1,,-0.047843604587365154,-0.003901293435684504,-0.01131763917822228,-0.018046053263146965,-0.022351982596785645
IGFBP4,0.02231555895999792,-0.09724934653418373,-0.05068406251256391,-0.004589676027447405,0.0284793568748641,-0.006314402341127427
RSPO4,-0.02064613520224871,,,,0.14940441203265145,-0.032860944249531426
LEFTY2,0.03506660040904513,0.004308550040977717,0.10193694640457528,-0.02118071334913959,-0.01589566478909422,0.0961978612459186
PF4,,,,-0.01688402060654383,-0.021667657632868893,0.01459306276126364
ANGPTL2,0.012540162178131862,-0.06555813646699472,0.1635966360407278,0.03691299600405057,0.010431469868972667,0.14216459116344254
LRIG2,0.027079140182816486,-0.02586516959929344,0.026029843531390626,0.05578228734680054,0.07877269157318467,0.07335668633762985
ICOSLG,-0.0027839453366858944,0.049003303789346295,0.03529190922020787,0.06383135659245344,0.07068789177484233,0.08106366797904685
WIF1,0.025225088446121056,,,,,0.019219140252879956
NPPC,-0.04213576031532623,-3.539076050445738e-05,0.012263970934699117,0.07503303115236623,,0.04149958421835088
LYZ,-0.02769994389401215,0.08063770549316673,-0.011107050395889334,0.05289859299182616,-0.007362176671729868,0.038789054527092914
EREG,,,-0.03893363589859399,-0.05364969988393418,-0.007741665793906743,0.023307090758783764
SPTAN1,0.02205583776767425,-0.05344851282259889,0.06086511260242953,0.040015001837783996,-0.002720522844011964,0.02405703221607923
LIPC,-0.043301829992448845,-0.01566444299632949,,,0.03232081107179002,0.010922600654309276
COL8A1,0.015582582888255722,-0.10293151168254167,0.07167513030092208,0.08947011906374265,0.046560121919025185,0.015072182665111108
GSTM2,0.07215369741084932,0.019031494127318856,0.011955427688292724,0.0798897386861023,0.03927930926964269,0.025684756628079796
IL4,,-0.04119196467735544,,,,
SPX,0.05886373971230774,,-0.007392014630145723,-0.020963669674682505,0.04392013088521158,-0.06812303202133507
MFGE8,-0.03229212535253706,-0.05951044314117129,-0.05239869176807154,0.08741872591775278,0.025883217815708657,-0.0021611307335185786
TGFA,-0.06440980341017853,0.08624528365589469,0.08287243467007417,0.015334803424133186,0.045229674323855266,0.08183103655847099
SLIT2,0.07697299206237022,-0.07098969689777558,0.009039321897465232,0.036058807348351006,-0.01320383829917054,0.018779520464383942
PLTP,0.006722621169102551,0.0501132168189025,-0.03045038149881843,0.040581258564159874,-0.02483766141059167,0.00561687592411667
APOD,0.06854688706755564,0.03586683161342869,0.1638554315154731,0.058120157054090855,0.0325236967165764,-0.048185528402369164
B2M,0.01646028891239319,0.0016348704882410254,0.0010497066152412272,0.07458804997019593,-0.002450831880694942,0.12947606015201987
OMG,0.024667574839170633,-0.08653332858384795,0.15380620931901529,0.07402419312415061,0.015452735124721121,0.021861696747660465
CXCL3,-0.021358401864861612,0.06569404972350223,-0.09359158153401416,0.043755949473389476,-0.012433084702733901,-0.036604262751688446
CXCL10,0.06347432999276607,0.037515438744466334,-0.03399867171043554,-0.02264636625166143,0.051554005962855864,0.024202156309092313
RSPO3,,,0.01990906706541469,0.05063719764646537,0.03800854852721731,0.16064773249320982
CORT,0.0017242156769098462,,0.10642101703222064,0.07514007392562726,,
NCAN,0.051775935590888195,-0.09996149921707528,0.1536489264246774,0.042265889714460984,0.04431591310052431,0.03340527056583136
PRG4,-0.03159152389640385,,-0.012421592284927372,-0.026070612715842864,0.12136968731351679,-0.03582913018585197
ZG16B,,,,,0.02429734071509636,-0.021960427087553795
TGM2,0.016081759547514885,0.06797866957600039,-0.047229708993659865,0.031602744843091245,0.04157262023365714,0.04380705649215243
VEGFC,-0.022667549141480534,-0.04669397756262234,-0.042371817503784,0.06828608810518179,-0.03518550098641074,-0.060813460054760515
WNT6,-0.008794238936094734,0.16571831529002626,-0.049150205564484746,0.01941708217227763,-0.023253334468145134,-0.022691709784994536
NRG4,-0.021424395411559636,,,,0.03743817148108421,-0.03412485108648964
PMCH,,,0.018984200603960385,0.07690140964940717,-0.007131881153044886,0.07500818021599875
COL9A1,0.036967242651248546,-0.10150472903127457,0.09051262335747948,0.05553238293095019,0.09488422133779141,0.026209195863183293
GDF11,0.045480934872973555,-0.09256033850742948,0.021548984751427767,0.02480980759379424,0.010940457273500976,0.04113371725131485
RAET1E,,,,,-0.01693944114701299,
IL24,,,-0.024950989171382658,-0.016614813482124187,,0.01817377665756855
SORBS1,0.0665135880750334,-0.0698573200178206,-0.012137862435329438,-0.03602330515334029,0.09073149479823428,0.026379804311631033
DLL1,0.11949844442327824,-0.009228283848591977,0.15216489978983427,0.09778450290705464,-0.011959081112963467,0.11744158353627125
TLN1,-0.03647217236901605,-0.03487281937604225,-0.1256506233346469,0.009122050591443975,0.051504393445719845,0.036448086748540685
COL2A1,0.08538445277638276,,0.013941675954659186,-0.043303286530321436,0.05138346210493173,0.1527218455641419
SHH,,0.06275999480200745,-0.031399527035090934,0.029218836168728293,-0.012443260758589541,0.062113507108067345
PON2,0.06455443289065098,-0.019388792133679618,0.09083751773049535,0.07003007047556974,0.046515559141310614,0.0018998499970825724
ICAM5,0.03647717416903539,,0.0014853900049481281,0.021151293274019642,0.01786665440889498,0.02639339314441149
HPX,-0.016784405072706215,0.05861467793529893,-0.015167885386632511,-0.008168326200497492,0.0010017681196763442,0.007668007059497278
SFRP2,0.05181539207421581,-0.011966731267564838,0.0021326115388489207,0.036285559008385974,0.042137115908254155,0.1030846400640882
CFC1,,,,,,-0.030195123921052763
CD70,,,-0.02489895771911841,0.08000241730268101,-0.023559111746426723,-0.059947708790080205
HP,0.09096516718805861,0.0426012266538027,-0.02709729447567704,0.009504404479842025,0.12147890643919604,0.08567998045965877
CXCL2,0.05542639141167172,0.0029446153443731557,-0.09770003395447506,0.02740623537074409,0.05569871940367651,0.004245716284272696
NPPB,,,-0.03274517293846866,0.11055050698687657,-0.015663890418681888,
CCK,0.042126685031042596,,0.0033470133363473873,0.05733449007460636,0.06284562037746841,0.027644735718894618
SEMA6A,0.05596165074640418,-0.05523202273055702,0.06129479378838505,-0.04318855768071317,0.029288983550066913,0.0179077151192677
IRAK4,0.10404546332377342,-0.15150213459610612,0.008474176991010817,0.00538691244879802,0.08638398350122826,-0.015103640863373242
GSTP1,0.017532197005478273,0.06206961204527709,0.020644493927277484,0.07034110493471206,0.028433808740145318,0.0612103118976673
VCAM1,0.0068428146753120225,0.07455849013482765,0.011995025035264466,-0.015262254447811902,0.023356947000806726,-0.01540949583471431
NXPH3,-0.02440555369817214,-0.04020435082106466,0.062958867443974,0.015386855662122783,0.019188959682338153,-0.05338796735390604
MTMR4,-0.0003749034216418558,0.03567862905070352,0.011738725250700948,0.055620154755704795,0.03213109070437305,0.06285390695383357
LAMC2,-0.019564687793464222,,0.02555907466516756,0.05244079535153339,0.02663977407337803,0.09390048592133578
IL10,-0.031040059442516334,-0.024976369806258846,0.06344016165764892,-0.0009116565843618809,0.011295987956937158,0.048381956914759335
SEMA4D,0.013519665510758557,0.014956356257388816,0.16277708907315838,0.06846212411760919,0.05387513409595309,7.346922833108903e-05
TRH,-0.0067526057805828345,-0.0008429192446997345,0.02404376617533317,0.05625439538010267,-0.01754460771250489,0.1904625509541787
SEMA6D,0.037141506216726496,0.02232946416327649,0.007255370692470507,-0.010642132739283354,0.059708459865793255,0.02745179247630293
CEL,,-0.05276237141230764,0.09186466270714493,0.033744249417868986,0.12049303061044714,-0.020803048424409713
PDCD1LG2,0.040324784570497464,-0.002458049864901892,-0.03440245791477256,0.002664459223961771,0.013585576427605436,-0.0105807440224322
SPINT1,-0.011779009214426745,-0.03824884624907684,0.05955312557338961,0.01994697212314335,0.005466665390729252,0.05884470151751381
CTHRC1,0.0632079714359743,0.008124769261375432,-0.014680476347983078,0.06906544317046806,0.018167570267189362,0.07472827210845173
PODXL,-0.026580442192710708,-0.064231378713041,0.017284444186634156,0.03400921993360662,0.05966030747214422,0.13280307789858925
JAM3,0.03400327888169017,0.0073870448823480685,-0.08431276547814717,-0.028398245185484932,-0.004056377933116939,0.07189533398623611
TGFB2,-0.02348960050457551,0.009169745264220179,0.03792487335036271,-0.023293257717574144,0.0006463632410354212,0.007066337438404628
COL18A1,0.028294529194156436,-0.06998919769642148,-0.008785980262819987,0.08094355992033965,-0.01251165255270468,0.06733396348374526
NODAL,,0.038406037793599565,-0.025374163399654818,0.19612274090305498,-0.024011391152195135,0.014406418164751397
INHBB,-0.05192841550264416,0.0038370848655457554,-0.03302604657019754,-0.0058168459125159545,0.06520974285478731,0.05743957851514979
LCN1,,,-0.02840470744113256,0.06429032052034878,-0.01774206225204557,-0.0014481611642382524
ARF4,-0.04442328607816308,-0.04382806940198641,0.04321939210598,0.1220868922959481,-0.00752305447430929,0.04179698855153005
CXCL14,0.030528468759135122,-0.052659750169787294,-0.13462118533714912,-0.017926634439965918,0.10793437362270389,0.02459494325162888
LIF,-0.0024892527500313126,0.024842611232516902,-0.04404780749297867,0.006092473347861331,-0.002443678862440169,-0.013820775809690669
IL17B,0.051260925545413095,-0.05432231896714038,-0.021938159252308884,0.009377947835676118,0.08483929086162321,-0.026060245773210172
MMP1,,0.12208164042058615,0.0038186558172215146,-0.031945696821334246,-0.0656173211623357,0.003378488375611803
MATN1,-0.01842510106251749,,0.014904048180982215,-0.03428062932198306,-0.021337992038580122,-0.023748963658346188
