,MGH258,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
PLAT,-0.07818293373304294,-0.05294626097432323,0.012853521138319664,-0.07211197736254144,0.03182034601997304,0.08223678415984126,0.024691667870929575,0.015240145713396451
NTF3,,,-0.030170518266238032,,0.004762663052528991,0.07157894291305188,,
LTA,,-0.012078831050138645,,,,,,0.012326941481651973
CKLF,-0.035552123285614995,0.06039735371312409,-0.0040457736599885654,-0.0644716920462411,0.009056809507943834,0.060073325270388334,-0.06539044015554264,0.09508041906047383
APELA,,,-0.011394454583746634,,,,,
CD24,-0.001279070682212658,0.06340129793491246,0.043971926081657384,0.07883265290720433,-0.022077368257296528,0.031781260325496656,0.09149772236473262,-0.010857135312962344
HSP90AA1,0.032038903679611125,-0.007809579871675109,-0.013266560067264758,0.027020925775157,-0.05409571014969491,-0.15483332435847702,0.028628666289217935,-0.08062839012821796
BMP4,-0.025493066219734288,0.05659301432428601,-0.044047611555104504,-0.02510592760158617,0.030700522299496436,-0.034638329123204914,0.05329461135899681,0.01982667829070727
SCGB3A1,,,-0.0296538751656811,-0.044641420412059506,0.0021568580766236725,0.015643930095066136,,0.0665656475007583
IGFBP4,-0.020715678976370493,0.003793291429359604,0.04340239428202265,-0.07968200748868239,0.03342357075441703,0.00612137710190074,-0.04025347120952298,0.01574972896358536
RSPO4,,-0.014048415851828595,,-0.04081805267701748,,,,-0.01680009855226379
LEFTY2,-0.005593834969026041,0.010754073975572376,0.0075167654329959055,,0.08682353105211257,0.062082803126780745,0.051054942889261594,0.043666725729693386
PF4,,,,,,-0.015917459800083744,,-0.023227102650383698
ANGPTL2,0.008472367242397982,-0.017795830934963733,-0.08963857604978143,-0.12087147065425495,-0.02675134312408359,0.10323489015283448,0.0018888191997152737,0.02132619913581241
LRIG2,-0.06253175410913624,-0.008969265203683095,-0.018817544703209014,-0.048611121212617556,-0.02494170919394999,0.0855052987990747,0.060320748126578436,0.05450268220568683
ICOSLG,0.1301981822540151,0.00959948344878331,-0.001080025978850057,-0.10470659212834442,0.008907837560786594,0.024496289241965223,0.09542425703774614,0.04268310361105427
WIF1,,-0.010840829766537607,,,,,,
NPPC,-0.04539165491011194,-0.02114701434445148,,0.022303892303474595,-0.014307506096815206,0.028652027866945377,-0.010079265149130368,
LYZ,0.014780239628959047,-0.02799705844227791,0.07282069426127384,-0.0590836064661516,0.017757696069764045,0.011983853438402293,-0.01721796614047806,-0.033594947415690066
EREG,,,0.06591244024991356,,-0.0034173504262939016,-0.050578411451245406,,-0.01097288769783048
SPTAN1,-0.0610684334510413,0.05824917694285435,0.012468324820672703,0.04006512546636169,-0.04416736104405481,-0.018054508048396894,-0.014109498441359707,0.02839564625064777
LIPC,-0.017034473166323342,0.04664367400434505,-0.023416172800216874,0.07343535083249955,,,-0.03417762798340761,-0.014867858704108762
COL8A1,0.052908780939101896,-0.013010744219393744,0.018335365829362765,-0.024741035863166727,0.06234664720688621,0.030683763606932916,0.028301204760567578,-0.020387954349014005
GSTM2,-0.024091349049818453,0.02292230190232601,0.014910941274051221,0.13658723847562174,0.034606479019416006,0.0630384979863765,-0.0019388787113907044,0.022544207714410496
SPX,-0.054442880440223974,0.08476092919546095,,,0.06871946194875238,-0.019763560889025693,0.01917765719183263,0.0838799408049706
MFGE8,0.04557856593789105,-0.006300924555797121,-0.004978470319065036,-0.048323970483381,0.048108407913344864,0.02231149902129829,0.002502891693438805,0.01919926679062391
TGFA,-0.022916232914399415,0.013385625831004503,-0.025238722709075106,0.017763824584196116,0.015753528685267075,0.05196593607874845,0.006440490344007434,0.07003570148746942
SLIT2,-0.025493062140461393,0.029486445998738328,-0.017960475383800925,-0.033991488641539815,0.0044440350781562174,0.055773581538990674,0.006838242966624164,-0.030427628550551086
PLTP,0.06214343432796311,0.06211996647980518,0.08861543871028907,0.02332371287321546,0.02685624334206767,0.00965996469793406,-0.029870376175913257,0.02381763377470399
APOD,0.04029920079854921,0.02273890092758653,-0.048451176428501046,0.07746042601692041,0.053413109236447785,0.11799913625050086,0.01230412839856069,-0.012999316987330532
B2M,-0.025871053887872277,0.04152911229569301,0.09591839176490993,-0.1252202064302918,0.11245275130465164,0.06424176110502695,0.013900709925198549,-0.052266522553137885
OMG,0.04041901586454811,0.059765838938413404,-0.011860147492371737,-0.01702903307314622,0.06744688098190925,0.10925777676588709,0.06088767507327303,0.0709855591564185
CXCL3,-0.019948251784682777,-0.046263562657466166,0.03487962691454077,,0.019284580036490428,-0.054215386569731995,-0.020668161885449975,-0.006444558301722181
CXCL10,-0.04406148971258707,0.030762059143049626,0.008046462451947421,-0.09198923652716935,-0.019996865693593865,0.016114552590119773,-0.027844422684751114,0.03428543618597558
RSPO3,,-0.021218008529887297,,,-0.0439852625319427,0.05544556228229987,,-0.016553060009445786
CORT,0.013588276969899385,-0.026864161368033906,,,-0.022081245575307294,-0.01665681265832126,,
NCAN,-0.07921560930900517,-0.04421140004637384,,-0.07146989003121501,0.03765783735747888,0.08904382788288237,0.024993209027288188,0.039617701965618764
PRG4,,0.02791360830978276,,,-0.021210053891472635,0.09105850845740567,,-0.014983072777590664
ZG16B,,-0.009597727767283718,-0.021127064706610604,,,,,0.018744496938374645
TGM2,-0.028040362619730863,-0.0290914931975745,-0.01833639232786147,0.08908445751214983,0.01682733511855446,-0.00017284607423789374,-0.012397169012450268,-0.02968271625268379
VEGFC,-0.024771114712963567,-0.025844312951088723,-0.004410802706581282,-0.05260335980550479,-0.02492166608840096,0.15158853109948744,-0.027261646099965897,0.01627737359053909
WNT6,,-0.02135940081788396,-0.0070988093040215096,,-0.014307508027154393,-0.004174933610106145,,0.007771210566372451
NRG4,,-0.01843878905144499,,0.14684228837060287,,,-0.021890708051256508,-0.016553061864648885
PMCH,,-0.014048415173840796,,,-0.01968320810838407,0.10147741657436819,,-0.010876199311222802
COL9A1,0.019684491316960137,-0.025723163940427576,,-0.030236353038969356,-0.0021556724265633853,0.1080560866351909,0.04191222498947931,0.024882700317601165
GDF11,-0.07103370834125741,0.0016006864260216197,0.013055532892922703,-0.007565802095146877,0.02265090604689983,-0.019343774145759895,0.03482273477218043,0.06300694150048566
RAET1E,,,,,,,,0.02781791492163538
IL24,,,-0.013322654678481169,,-0.01467532566071718,-0.015663663996305525,,
SORBS1,0.0009997856117988774,0.021598141554151896,0.0061074898331551514,-0.02606263076304569,0.03187303368761977,0.026143188687108063,0.019802640369040482,0.08392576622180983
DLL1,-0.07928913923540833,-0.02168741083581827,0.014535870456588355,0.008518469676528284,0.053908841421385335,0.08463820541764909,0.08175320352215168,0.044122799514731754
TLN1,-0.02101973155971227,-0.02318611683462219,0.07687769719160507,0.0013261858710885645,-0.034819111983295126,0.039052715923346415,0.08219687841501716,0.02088293439473708
COL2A1,0.018398006705156567,,,,-0.032082185718599436,0.03218454829881438,,-0.007184915004254032
SHH,,-0.010590926141669942,,,-0.010744285738893288,-0.06260994264743165,-0.009285924289820585,0.00013514274794290904
PON2,-0.01589321063168591,-0.0091069820124306,0.06419017448917264,-0.02314298366539946,0.07870005184945815,0.11331757254537886,-0.05221553864488629,0.0609774256774585
ICAM5,,0.008099373915933161,-0.012611529590772975,,-0.028406077557780254,0.04408080895593984,,0.01181109933288604
HPX,0.009439234940748954,-0.01883494589656819,-0.0250415904952608,0.007147149349996579,-0.037166074989747645,0.03020198705012227,-0.011764916723515388,0.02867799360842888
SFRP2,,0.05469894606416992,-0.01314828337032898,,0.06615847218588546,0.012850324092810532,-0.040501704930744405,0.09910598033277421
CFC1,,0.10203988876266645,,,,,,
CD70,,0.027640920113705107,-0.012714357882550327,-0.03535619818671292,-0.047539879314251875,0.011471643147278693,,0.07484551298918218
HP,-0.004094533797430513,-0.011651377161356351,,0.12341597872859726,0.053266044253183056,0.009864528744204785,-0.028036360718166183,-0.024761570070156943
CXCL2,-0.03994250585050785,0.026321102234898943,0.028058425056890254,-0.03209420803234731,0.002070959257873618,-0.033116136284401416,0.03590525685818975,0.03465931898564784
NPPB,,-0.010576716336917612,,,0.045071022086742046,-0.045663611890315994,,-0.016791237743537933
CCK,-0.016271151480214994,0.012302274536420344,,,-0.011985370983814195,0.04385062358165118,0.03814890617466083,-0.021782768238790773
SEMA6A,-0.0065165207631345656,0.006030698272657053,-0.0295671191288691,-0.0856529011991751,-0.0028916286951798714,0.02267816776139325,0.0473249486821825,-0.034380031605746875
IRAK4,-0.06013641253097045,-0.004599918016939444,0.03847682984765537,0.010280561674612979,0.038321986685071585,0.0037255469718755927,0.02485181283317583,0.08778045587335966
GSTP1,-0.01670382605893947,0.015137479778180757,0.07117410198443365,-0.058311434119373645,0.042181763370207986,0.05634728560583626,0.06520512548647363,0.01436209017908926
VCAM1,-0.0427846163524794,0.0659525294946653,-0.04914011179838086,0.03843679393993716,-0.04376492564827985,-0.009712518168224455,0.09542005876481431,0.07147480995159015
NXPH3,0.12387529264842248,0.012130508678940307,0.006192335139137621,-0.04658045309848145,-0.04678558724682565,0.026742999031787063,0.022777639311837187,0.02927494015804723
MTMR4,-0.022349652347456936,-0.01975870086749148,0.01639642168833824,0.04518506929266012,0.053719589426289176,0.05573909904540748,0.03987928766782401,0.016976956362397478
LAMC2,,0.028461019131919393,-0.019351762452387646,-0.032577659839065146,0.0055811375765777,-0.02057078596692743,-0.021164930840822556,0.11230175702127061
IL10,0.01027811150528846,-0.02188081584740051,0.0048024832369139795,-0.019647386346846426,0.0040738161783117986,0.08701572384325328,0.004957402897863033,0.018678838492229597
SEMA4D,-0.03664358464124832,0.047873659399179355,0.0929079486761781,-0.022238863900776742,-0.02757751092109632,0.10676657563209903,0.04247087952294174,0.02751407264159431
TRH,0.018691426603267964,0.04855539259414161,,,0.05421970560244752,0.043368296699034976,0.007382652349666314,0.003521597581387591
SEMA6D,-0.07392926335217655,0.011448456922578419,-0.017952697306537115,-0.03760889058109165,0.02127786275118622,0.019596291038792936,-0.022603122513552107,0.05725344957248581
CEL,,,,0.0410673930666498,-0.022223537525255813,0.038872317058474104,0.036961609284653724,0.054267752164335464
PDCD1LG2,-0.05157987016041869,0.026823891893717682,-0.013731106850553156,-0.06265302821253113,-0.046839378744081214,0.07685612878987294,0.01751333089573365,0.03516825991407585
SPINT1,0.0019672671774292197,0.04982903422453978,-0.004984848937257588,0.007766920044957671,0.08632538455088916,1.541045460939867e-05,-0.04181794431997289,0.035173891724938955
CTHRC1,0.0070128045798335615,-0.0037397704307559052,-0.03267060339216932,-0.011469431081601651,0.02012006796603837,0.09577409488494439,-0.04217618678563444,0.03621210730211251
PODXL,-0.037837285061825474,-0.006619570929815719,0.06038187517097272,-0.04546602477276463,0.048665492482894694,0.03706055668634646,-0.0582748398113698,0.00708557500141097
JAM3,0.09371960172604152,-0.03470771849881258,0.005949487310541565,-0.1530776408964061,-0.03908670362300541,-0.029140897184159863,-0.04705091141123166,-0.040964527745039024
TGFB2,0.02698218698200266,-0.01594742017926145,0.021890567115735993,0.13208939999449992,-0.03137455503611903,0.06881409210953059,-0.0459375065740245,-0.048528728998762344
COL18A1,-0.0071352397411393095,-0.04943247072572652,0.06541183524172643,0.048319902575421694,0.04262808242957881,0.01449368549458216,-0.05069675976020031,-0.018348021184117665
NODAL,-0.035983183814175486,,,-0.08975204010406003,0.0803380218229855,0.10584300380690925,-0.031838849998762436,0.05437314222953095
INHBB,0.06861519192426371,-0.012337280147362562,0.04773335120443748,0.0036297662183842282,-0.0016257886691635843,-0.03068687489052009,-0.07780956505599095,0.011517529677521168
LCN1,,,,,0.01504167948025956,-0.01827203609456338,,-0.019018977876622326
ARF4,0.017174404159251613,0.021503932918644462,0.0229309704482701,-0.07838558223381704,0.07837836897400327,0.09402074850495609,0.04125488261256888,-0.014244138254431304
CXCL14,0.04700502215866132,-0.0074087561047922815,0.04917469698449478,-0.06839866849669896,-0.04714373838233448,-0.051522838600810764,0.032347175274071965,0.02131635302760222
LIF,0.09153632806960274,-0.03180373615676268,0.02561962313816462,-0.01084676695980223,-0.033387816314622565,-0.015815514129348788,0.10043278541776508,-0.02953865207427608
IL17B,,,-0.0320121671222853,-0.031107624594654146,-0.020306183318251295,0.07136966612182274,,0.07023108650894949
MMP1,,,-0.06950576940521874,,0.039387610125770287,-0.030116899095833316,,0.05162299351497167
MATN1,,-0.010709551600356639,-0.013322656598786195,-0.03399155564292053,0.014601314427510469,-0.005286722938526558,-0.021409350371746325,-0.022873710662722355
ADAM28,-0.0352962124860575,-0.01216064848327857,-0.002042873478793869,-0.0027166442149549877,0.017723947271080707,0.04293807378142559,0.00106748962307397,0.06840139432193966
TCN2,-0.03358553187716453,-0.017312838133639086,0.07066195368849013,-0.017074410674876736,0.025372765413103,0.034883566399894775,-0.04056719211488444,0.009874752883401868
THPO,,-0.02198624506250288,,0.05655313377578163,,,,-0.024761577608115815
CUBN,-0.05647617170990478,-0.02369163917765972,-0.020893010511027175,-0.05136119663091681,0.033563199240139355,0.0757158617889923,0.025772081444185097,0.021759621711385124
TIMP3,-0.04570386366251507,0.021343771026007572,0.014362112438854758,-0.1074150562778794,-0.006954577919495849,0.05049358973810778,0.016018169594999423,0.03924547621052281
PIGF,0.015607444181515556,0.02199103902287345,0.025836252963212777,-0.04467909658827669,0.05008839914135397,0.044412487261196905,0.08158764815843644,0.03944246207737026
CRH,,-0.016859334112860818,,,-0.016836378287089667,0.0246826884388918,0.009587449422898003,0.00287130250878432
BDNF,,-0.05219773568794892,-0.020550172550807783,,0.014602496968751977,-0.009374643049687194,0.03634800589554548,0.002864013056702932
CCL5,0.042163869090667105,-0.0048453236666669754,0.019694341439119068,0.02342836642609363,-0.02684027333465195,-0.043156200319698156,0.02800541291196009,0.005103926720686976
GAD1,-0.0456810479119759,0.01999837788892957,-0.01995884747935036,0.020530487378906954,0.051189917968624786,0.07906853298606518,-0.0003788608725691375,0.03724150796705992
COL14A1,0.021945875453966403,-0.0232634636715236,0.042621868488403415,-0.05256130440100449,0.05430312302520839,-0.038430378756030066,0.03387052356932929,0.0508849011709537
HLA-A,-0.010725813046122322,0.006335170889591749,0.05086354092034728,0.0770167942531475,-0.009761602985864393,-0.07560677070833202,0.01925480255125757,-0.04469239792058681
CD5L,0.049561232702147066,,,,,,,
FGF18,,-0.01147570646314379,-0.01383332862520874,,-0.024006772671133898,0.029939032190269513,,-0.018807313826812964
ADM,0.01961145960170321,-0.054751821795140584,-0.0650645788845928,-0.05662824967648999,0.026146541706803965,-0.13761213997100039,-0.08918774609017478,-0.007287355690012524
CCL15,,,,,,,,0.033728450050333474
GNAI2,-0.04879201331775083,-0.03937218806837103,0.015564401828649897,-0.029846640085605766,-0.040206741706229135,0.07143150194930464,-0.019768223599123686,-0.03357643902931899
HDC,,,,-0.03879359350334182,,,,0.08887413226344197
COL11A1,0.004823266930814949,-0.021917332306637054,0.0044059264408227855,,0.023266783536217934,-0.010980767739327902,0.009534382937729229,-0.014167731211669159
NUCB2,0.0272762839681162,0.00015032420929459494,0.06164436360167434,-0.0315563490313065,0.03641876260520262,-0.031092030697762875,0.012720242304761226,0.03277005485910248
CXCL1,,-0.02423290167693347,0.052409561396880605,0.057364357566457934,0.020542865081348255,-0.06363098596524057,-0.0005732013421203107,0.06648862250796318
VCAN,-0.03675750756264939,0.020284480322055886,0.09263040789877874,-0.021066053190830082,0.053026770772755444,0.028742395122248986,-0.003472255497243746,-0.07439627835828463
MMP7,,-0.010576716279130375,-0.02742340395048156,,0.011201954225344781,-0.06296022675559518,,-0.037178997155631395
PTPN6,0.0022102709375673014,0.022117818788410293,0.005699708452465901,0.009274008423373253,0.03101881411432616,0.049213653589711526,-0.007618935218703249,0.05133802802027196
PTGS2,0.018305831715777942,0.04157330130462453,0.03596551674826456,-0.02149913891238401,0.010751337485268981,-0.06218709478358046,-0.02646740976284372,0.008089081247616502
XCL1,0.08276814943916354,-0.017371860745053907,-0.024843196792578313,,,,,
CD58,-0.021044535408218306,0.008129050818050933,0.025307525563367857,-0.062093344552984445,0.008771536856615386,0.038536163061981724,0.052720843468004513,0.05195415841815102
TNFSF14,-0.009059873077763547,-0.017269956822436594,,,-0.019204155449162874,-0.03109567869642031,-0.04454712788511397,-0.0391229753973057
CNTN4,,0.011257957247541117,,,-0.006537416749291182,-0.006015055906676873,-0.026867078697423143,-0.027755170850824986
INSL3,,0.03341429377312594,,,-0.021357415972844726,-0.018049607731603516,,-0.02233425540029595
BTLA,,,,,,,,0.036501957321884625
MFNG,-0.006235050336133429,0.038839715765012287,0.045940656552577605,0.03797156010180467,0.03480977883038166,0.013977509291144746,-0.017420007267741247,0.07651059806985581
ICAM1,-0.02976698296412372,-0.013572763687069273,-0.03271260637036121,-0.019875934787782323,0.033106167839926155,-0.009614718731367222,-0.026487979368460823,0.009465826402888204
PROS1,-0.03723472327763189,-0.013066768665434882,0.06054551465621936,-0.0972002730418397,0.028766888566707657,0.021373522130339554,0.019685554103093052,0.015514539047029869
CLCF1,-0.04985146009501022,0.04977918851086605,0.08605947429737727,0.007808919089784648,0.03347975736964472,0.00974903313883506,0.014772010334110313,0.037059053160603685
PSAP,0.01865300652790081,0.043146859814679694,-0.023674406934741977,0.008079111424976254,0.0007534289380118965,-0.01364425389529524,-0.002208538142141031,0.03887280873191386
EFEMP1,0.04029668746276211,0.04288828929473448,-0.017609092551593784,-0.07341697969911005,0.11394814790863456,-0.012042000982540683,0.04007904799002065,-0.05615779666757102
C1QTNF1,0.013055065067880903,-0.04384359607171207,0.05072978686592094,0.019688541701825817,-0.009698797498573563,-0.10186253023806899,0.03319438028939093,-0.0027873044828969273
ALB,-0.03343905556525317,-0.013314905544611714,-0.012611533736954403,-0.04352261009086779,-0.01819547786835269,0.05828401630376384,0.02291869043373951,0.03957741575200869
CCL13,,,-0.007894992438427189,,-0.014255839791687534,,,
EFNA3,-0.0253733183638248,0.020015303685891113,-0.041734871070732246,0.15834793968867444,0.0470212708426367,0.0022505837850989234,0.0496004786293089,0.0464953343362328
DRAXIN,0.058951035679012005,-0.07679574167412428,0.021395789120099748,0.15236027127785592,0.011060535117265308,-0.04882712659347796,0.016874912556631906,0.03692284751150912
RAET1L,,,,,,-0.01827202411983604,,
NPTX2,0.06117687983122563,0.06326247559922529,-0.029042497833799356,,0.019682634263822597,0.028302711801758147,-0.024193865831006595,0.003461998135757072
FGF11,0.030973505796545998,-0.009626417019610556,0.028448489836930192,0.047606210939227706,0.0368594960502165,-0.0009696845697128284,0.05089837889654178,0.04241271140535382
CD59,-0.024164365467463998,0.02436966078654375,0.012662653470795676,-0.11696510214121114,0.011014966028231217,0.03826149230295957,-0.04557026504855459,-0.012120525613377715
COL9A2,0.10419231806520013,0.06098656666592643,8.19285433821343e-05,0.017712433305644655,-0.010739207359424045,0.08115158557752748,-0.00985548904788553,0.05014988191622171
DLL3,-0.03628002276687042,0.07822676379679044,-0.016160666971059355,-0.03308500207683894,-0.023423769962154905,0.11148763047973713,0.03351869223093341,0.008938113902661741
FGF5,,,-0.017517460312956975,,,,,-0.035140677444825
LIN7C,-0.01888277876644232,-0.003445922711196588,0.02295980155360111,0.143314710226138,-0.023326371157348074,0.057038623077484044,-0.03244092679285662,-0.030533412044759987
GDF7,0.018881102708980364,0.04495632352527595,,,,-0.01566366895887144,-0.0349823599467691,0.07672937729654168
PSPN,-0.028395939295240737,0.01930258196690517,-0.03684814005673107,-0.022370474977969255,-0.03746193782167289,0.0405600767227087,-0.01979937105640821,0.07155113745765418
ANGPT1,-0.04930883464678745,0.010360483937544697,0.0003764447331364613,0.052965518216297046,0.057447601954654925,-0.025856565209822498,-0.06989775180007064,0.016540411306125963
PNOC,-0.03249050567811277,0.0289129612835596,-0.012611533736954403,,,-0.016656814470531717,,-0.004999264551032688
L1CAM,-0.034548385353168364,-0.00013296449540738125,-0.002660765894372431,0.029003982240273136,0.013944832898965335,-0.1211447841805228,-0.034177631856389945,0.0023966920534699257
APOA1,-0.02841427931653521,-0.015881399902257818,0.018836953409915324,0.0028087609308625463,-0.04514643138569602,-0.017992055379408674,0.056538793449533206,0.09810158505338537
PSEN1,0.0540707216424709,-0.0036604736314189788,0.03361686711688514,-0.07741725606572049,-0.005235052651818126,0.041959030369799276,-0.014256047359224472,-0.04549857333909206
CALM2,-0.006825338778938678,0.03891705305455461,0.061661756401272194,-0.057263345975552056,0.046651580729448104,0.019027881662066457,0.0652854939504705,0.023131827760684936
CLEC2B,-0.0498973628339886,-0.005482205701146176,-0.010300298513218576,-0.05363401555619163,0.006297443905717173,-0.036428253527425195,0.0172849536325466,0.026761247842291017
NTNG1,-0.0018658369190081017,-0.029333032716457652,-0.0016353318890934712,-0.03009241781078241,0.035003603406770105,0.06870310682245069,0.06937724671644079,0.06999083538654965
LRIG1,-0.04949537485492179,0.001212765844786563,-0.027482540202489088,-0.10158326789894317,0.02683492922954128,0.13952309613720631,0.04821072918518246,0.03903111083211935
CPAMD8,0.07534606809352376,-0.01352825340699317,,0.06592219237945059,,-0.017596867069268125,0.004618794779554536,-0.023402008825835457
GHRL,0.1203014868341161,0.02286726587619348,,0.11582721547107529,,,0.00667010478482623,-0.03212571077931898
NPY,-0.013154326191866846,-0.006535629620393684,,,-0.031455967057185695,-0.01637178212934905,0.04121419488155224,0.0011332278044898052
