,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
SFRP1,-0.01810814862816032,-0.004343318284371415,-0.002964481100432163,0.0282024853622107,0.024387271285418302,-0.035905959238075665,0.015732794334191384,0.04293021577266609,0.01043186542114018,0.05023626401065879,-0.027807876770103414
CXCL13,0.00017916296358291535,,-0.023147121007138338,,,,,-0.043592264389682354,0.0655488416786998,-0.03219855048800613,
MICA,-0.03174045790634959,0.06489376065627021,-0.005126452341028157,-0.03678102434830738,0.056977512153032685,0.057763791072833054,0.03120977523704968,-0.0228448526952451,0.07186479403265038,0.03184612362490895,0.028354405850177806
TG,0.0565448236672263,0.0069650653565433065,0.006236434566046254,-0.020002045694030628,-0.026664259482569005,-0.03235842748864048,0.03415060292190443,0.08195185280151837,0.005157126319602599,-0.02115579132100712,0.02878069042316487
ADA,0.0006085210876818489,0.04391538903763211,0.05480410068719585,0.027284995439746603,0.09013875373850504,0.0029278391696821154,-0.008070547792687541,0.06943325809026717,0.06088033296851115,-0.04537247824326556,-0.019237431508483258
LAMC3,0.02187028817525473,-0.01973080430769869,-0.03907315460872733,0.049754393394691385,0.10590284449011264,0.04675059970925197,-0.03426452613831632,0.026810856571066653,0.04351225415972013,-0.03261851340206559,-0.07213914792589649
CCL7,,-0.01505350311432252,-0.04106215840903442,,,,,-0.004273318935783479,,,0.06357218806902558
NGF,,-0.015623524747295324,-0.010925347869735461,0.03833125653805074,,,0.05937481763849121,0.031172833931567355,0.04303701218621865,-0.034271772900586715,-0.018185813927749497
TNFSF15,,-0.016762811975204114,-0.000826560735303033,-0.023176186779015385,,,-0.0625448289136888,0.031247278462392353,,0.05267361873417689,-0.020745376550906833
HMGB1,0.03390664810886676,0.01997315319877532,0.0544569947316471,-0.004399530691211012,0.12611078167567163,0.008012159289793796,0.06544281128312299,-0.05393276076827977,-0.027149731070111635,0.010210000105973756,0.0016706864743288893
ITGB3BP,-0.021587073059392455,-0.027837861163495656,-0.04923953195188775,0.030715983669096624,0.08749824424986628,0.05606357690744457,-0.05475042134142472,0.07169528236848399,0.02096564464666529,0.011171020032131412,0.04982370750592658
AANAT,,-0.015252446133602753,-0.015411655871008066,,4.936433685981409e-05,0.07907200401504434,,0.02951408193678268,-0.033728094155109044,,0.017351700391914634
RELN,-0.008409488114395663,-0.02647483077824986,0.021549515667849326,-0.0034469494091665656,-0.058476391783224856,-0.010319629410954436,0.024212189586266038,,,0.019855967706258085,
IL15,0.0361796117977042,-0.01623816282380218,0.030960379926831177,-0.016491234701652785,-0.05198157767993041,-0.0450951823912403,-0.0026692533384639542,0.012298314155169222,0.033319305361165084,0.00023198068424807903,0.036699486218564885
UTS2,,,,,0.04407463696375842,,,0.0014917210242006583,,,
BSG,-0.00830587957160054,-0.036531352060496534,0.07712908783834514,0.02113423574098216,0.007999728779990284,-0.015211230356253635,-0.0007282117100838086,0.05295693688567737,0.06826545888461849,-0.04089113761642868,0.046173198114306
ADAMTS3,-0.018938998768617644,0.008777953641501357,-0.007131021709146902,-0.02656260839781275,0.1291391017361289,0.006086617811178961,,-0.015516755757168625,0.007054547100546276,0.03827065385891792,0.07620875979991207
CD34,-0.021947247104217336,-0.005015225332439755,0.011082749562701293,-0.019436629056303997,0.06600983657794787,-0.0007615250219600282,0.011774622121017105,0.06396870090429467,-0.010838782906647207,-0.00037854157087604206,-0.038930498163898125
CCL23,,,,,0.07907566435821375,,,,,,
PLAT,0.00025575742580353144,-0.02096767601609649,-0.0014622272110854802,-0.0031332179146084625,0.1808896226370509,0.09508966148418188,0.019518520796074985,0.0682927062390622,0.039040399442312156,-0.00018414308064499567,0.03486311052086545
NTF3,,,,,,,,-0.03230974851207073,0.03033125915562046,0.0349452028418886,
LTA,0.08591836443404872,-0.01929367726248604,,,,0.01226815796630245,,,,,-0.028686931480756423
CKLF,0.006390796532366746,-0.06721114993110087,0.06235440544364448,0.005147069309356678,0.1302339777068734,0.007248167451080203,0.03921900065149668,0.07514873717631938,0.08808447805012917,0.0496103562430642,0.040483724202150934
CD24,0.049014724069317304,-0.032242067012249735,-0.01961274576872135,0.0014600711339437253,0.0030820406044387064,-0.007640130417102362,-0.013486549352833744,0.055071463942830134,0.029378443735325624,0.05085837134745707,0.10595255498832518
HSP90AA1,0.026948850044611835,0.0011741745437785491,-0.03685632581069553,0.009983747192526612,-0.13089113541610609,0.05070448543037319,0.006929557260464351,-0.14090119358921588,-0.030341098111249954,-0.039886936990554483,-0.015910114573249073
BMP4,-0.013673136146532299,-0.015195654853732752,0.06820940769364511,0.02860725630008266,0.011187358607529075,-0.011686537110531208,0.017192338820045738,0.07188059985618915,0.042301826500836956,0.01008730747307565,0.013266292654310516
SCGB3A1,,,-0.03518671474840391,-0.02105135276580839,,,-0.04253014697026696,0.06966309487234877,0.02362890704460108,0.034158480359063624,0.03795830123735743
IGFBP4,0.054437994327386996,0.01062289686543198,-0.024480069738182633,0.010020367792589226,0.08665224511745813,0.06404198594452266,-0.03407405044757261,-0.0727014971015274,0.01577515883410583,-0.0938790651751658,-0.06535029314761845
RSPO4,0.07209480296721668,-0.019711199327812397,-0.0009442609129708059,,,0.03758176475901859,0.2028697316101992,,,-0.005798726456661286,0.017880253576800374
LEFTY2,-0.0130568845915801,0.06035413133573129,-0.0006899109877592088,0.06226969720418931,0.15032718858862967,0.05142456081613757,,0.07141494855282077,0.1143121581379343,-0.006311908445188806,0.01545689324730351
PF4,-0.011732913127743027,-0.013133884895551153,,,,,,,-0.022972032148971352,,-0.028686924842387693
ANGPTL2,0.0223496712921272,-0.04076364644666537,0.07843626735209211,0.03489695037671352,0.11682352184866683,0.04883352848669705,-0.07559450208112911,0.09851418462039932,0.06396631237309756,0.011880908866440486,0.017392989421949657
LRIG2,0.01081757704136543,0.040273174814546245,0.031863119003368634,-0.021249731117463175,0.12094607262314841,0.03468239317396874,-0.07080741941215478,0.05651204690283836,0.019872080294140573,-0.0208884507050574,0.06778448259466253
ICOSLG,0.03520530900853359,0.01723757270656571,0.024833298031605014,0.02904935531586669,0.07386828030924235,0.0010484995205478835,0.11402398625190631,0.03641281707694862,0.036875294389939986,-0.02970988470929935,0.0520426207276946
WIF1,,,0.05121462414928614,0.008730797751923538,-0.10125470061062207,-0.025153922933047725,,,,0.051590154879488134,
NPPC,,0.036032714915773124,-0.016858819951478865,0.0839998917683409,-0.04542184636884758,0.04526018259666688,-0.04597542738933647,0.029512448618016204,-0.002305535896232986,0.003224929023086702,
LYZ,-0.016135434593302987,-0.016970162348827325,-0.04732355544341884,-0.04718123414554316,0.13090632372714106,0.008419079627533044,0.0766692338004947,0.033740626242928666,0.012911095832703822,-0.011807832987077948,-0.000956888387225197
EREG,,,-0.009969964279230779,,,,,-0.02618917895106574,0.009145662564078713,-0.027805531682171262,-0.005218680552802903
SPTAN1,-0.013092607097083696,-0.006649161799601836,0.10831549207500196,-0.03376782987380916,-0.015462515257769231,-0.006992948636950941,0.026799825410306233,0.0074520070943675945,-0.019694730003770363,0.041884730937968594,0.09188753924153678
PTH2,,,,,,,,,,-0.001816578389905545,
LIPC,0.09263750313361029,-0.02360256933428314,-0.023938421440189563,-0.02557367644906443,0.07318689123095744,-0.017037702725930016,0.008829977084959207,,,,0.06575014143602644
COL8A1,-0.05798372919508409,-0.017676897121901215,-0.0024278331331897022,0.023382686611535877,0.04904082707687966,-0.011304750647615679,-0.026252962669663937,0.13840585302365677,0.049996127793877694,0.0408390439533786,0.004226440815717079
GSTM2,-0.0011581170435245275,6.020559793289064e-05,0.10804620384813661,-0.013945559528063763,0.06670328250129237,0.03720375276150518,-0.07415177693532864,0.043721570644162655,-0.03409776627649575,0.004045176089397586,-0.013975534665805785
SPX,-0.03506183682217003,-0.008192273086334407,-0.005475553493489918,0.04143681585328449,-0.03032155272424811,0.021927075908126547,,-0.005771500196878177,-0.028522714165639815,0.06091977085718881,0.1315459170359396
MFGE8,-0.03017180904192851,-0.043905083984594785,-0.02133777652918154,0.03446360075621497,0.059749792897535486,0.02974322761581102,-0.043790953648291886,0.031589824508846655,0.03514317049381143,-0.006559979190025396,-0.07957081701027872
TGFA,0.021484277905563134,0.02166983435201566,0.016678404887849173,0.030074112118399717,0.051183369807956895,0.0011143925399675113,0.04333000445038336,0.06814797759269657,0.03721727186242443,0.044751837027868197,0.0794184535369167
SLIT2,-0.03059320554601718,-0.03092147133673716,-0.04265355747756096,0.017836251882982174,-0.06621926215812296,-0.02669481344029034,-0.0454115143192134,0.089616304326193,0.03390717322303827,0.01775037352188887,-0.00963103389580046
PLTP,-0.03620837653319789,0.015279273772253686,0.035383278179363306,0.043968687386458524,0.10076931515809893,-0.00030553752704005313,0.07289480227542208,0.008324154445805315,0.0059322567927439125,-0.0581120377349099,0.023275986363112965
APOD,0.001307826676886681,-0.009096890844522969,0.07137189210087358,-0.04094551359809262,0.03492265367580522,-0.023632322780563413,0.06369328265134157,0.128360616425219,0.0004591807096529182,-0.0593116929110032,0.006153094592370843
B2M,-0.11251963152329801,0.060260598197353195,-0.08808343753944448,0.00783345866867216,0.12470958966799416,-0.002960594817832984,-0.09170087571850917,0.015698063891104896,0.024681588127234533,-0.07943293226471453,-0.11571916531811371
OMG,-0.058236633661631496,0.035710263901025,0.07418704443099941,0.02901269705761126,-0.02752900343057309,0.019637403260235557,-0.038924791067644966,0.09308748942140915,0.0036741719488339467,0.041534950334318387,0.0641990033526449
CXCL3,-0.010140552507017751,0.015756393183597294,-0.08119276656483013,,0.035654639561684555,0.03510523955305954,,-0.033946138670296805,-0.020778092817278975,-0.018096987517529195,0.054873778568117565
CXCL10,-0.03934892219098966,-0.019719942989904305,-0.017520424294218653,-0.02254164957846528,0.10886964918885741,0.0028274228278117146,-0.10441353431005135,-0.017601424143824543,-0.004649527104438848,-0.030504364513260367,0.03183513170541914
RSPO3,,0.0035632810841391307,-0.048768250022570236,-0.05473957065775583,-0.032723608937009756,0.01158635942426175,,0.08470997057085541,-0.02303372890195523,-0.031852189591875364,0.11911976829586503
CORT,-0.02095423986420387,0.10714947179935372,-0.05268081774420487,0.014748816836306465,-0.05663553679778524,0.013156104889333648,,0.049652393570007225,-0.02403906406500463,0.043665593239375404,
NCAN,0.016846628090756318,-0.03262082698080883,0.0038828504155599304,0.0282431356159915,0.07132380696116115,0.009977002851374957,-0.00924882560327058,0.12430207567964667,-0.02828556451345518,0.06292124691249948,0.11235858298414607
PRG4,,-0.015053505460187522,-0.03491789192914954,,0.012371929566921834,0.11166381721946594,,-0.0032555395787845233,-0.035471110075499836,-0.05323542830774688,-0.009397905391585758
ZG16B,-0.014118654014947862,-0.01747143412636765,,,-0.030605720447592577,-0.022269559599194112,,,,,0.041959283249235105
TGM2,-0.027507773203188857,0.0008422210951924743,-0.030618995897270598,0.042347499207995416,0.09078188875165992,0.02910589315997771,0.0384911886120236,-0.01938262134518971,0.03283083065764169,-0.04100849864818703,-0.04843835551684542
VEGFC,-0.018128895457848113,-0.02682937745269955,-0.023665272838828254,0.012022601825343485,0.03600119509801467,0.0011923413689079703,-0.05633067784293032,-0.0150374975271743,-0.039028181304250016,-0.007346631228337551,0.030573043095009196
WNT6,-0.01305688493425155,-0.02082093638391728,-0.032602832206772375,0.005355243772826988,0.24138823505773804,0.03537120453421844,,-0.007660343818740688,0.048109712459969166,0.04830002027996426,0.03777388460719019
NRG4,,0.07790809514468255,0.08239287979199758,-0.02070699572412877,-0.012686337019742526,-0.042783429752804296,0.05136337929116781,,,-0.016047936933130058,0.06145421524811418
PMCH,,-0.0022049895166679316,,,,0.00305074921064513,,-0.03971737848011604,-0.009107585734610847,-0.016973407975120584,-0.04408517484253257
COL9A1,0.01918125690784233,0.08533667014243358,0.03183417252772341,0.04391667115451483,0.10967171824099925,-0.0006304261776812234,0.10586494520280951,0.04075352002745504,0.0007759583593219778,0.0323479235001026,0.08507567428879594
GDF11,0.05365640151542435,0.008229503370987667,0.015587371735346694,-0.02085027831350018,0.1126551140718958,0.01231341754926363,-0.07035457772030437,0.010799588191789736,0.029607714016304767,0.02774280914587938,0.04679669440418497
RAET1E,,,,,,,,,,,-0.02242699618436193
IL24,,,,,,,,-0.029612320327873358,-0.0041440489584721775,,
SORBS1,-0.053169012525945226,0.00314727320447577,0.03146847433704394,-0.05306702345074663,-0.002785594221315423,0.03038913301808516,-0.07146112678880273,0.1217711771327452,-0.0003608643225271417,-0.04561301594504904,0.10560666965658509
DLL1,0.03407472445146163,-0.02118971368544938,0.07530060851560118,0.038138330613367195,0.08551492801461037,0.004469035665231633,-0.005382147003905505,0.1547811550294882,0.01258290269804592,0.12122939355572604,-0.009243958875513788
TLN1,0.0493477061372455,-0.013276505760160557,0.0345351881382066,0.028171699532132315,0.11308303050672391,0.05509203222139949,0.026096025689020398,-0.04423619285911906,0.027459869486727205,0.006030291759036393,-0.018951887166618366
COL2A1,,,-0.007769625636298223,0.04353750962784356,0.04973758115158334,,,-0.05164390815003505,-0.058917512215373405,0.019359930419028993,-0.01482117755683803
SHH,,-0.015643063748975016,-0.008640672396463876,0.05286054528074935,0.05257579216946448,0.08432392232542958,,0.09262013227583804,-0.006554043584194696,-0.04322192483008009,0.10368480251270079
PON2,0.010390997358201372,-0.027023755401233245,0.11995877845305401,-0.03339218090292979,0.15341890741250636,0.020169329554860928,0.023127235217128984,0.08279337580863218,0.04835251313097165,-0.027860690879257032,0.1288174973019386
ICAM5,0.02094192112265232,-0.0010016793849178987,-0.044874379088674844,-0.025609525845755373,-0.051129242411398025,-0.00018487771061658328,,-0.07145373499611184,0.008927463344080943,-0.014191735265970782,-0.03432972339161655
HPX,,-0.038061702222931953,-0.007238311954294902,0.004580506728544032,0.11915949100340309,0.04933629040100801,-0.056618896108118565,-0.044553420894283456,0.01185444896317441,-0.03927060354301619,0.007817626889672684
SFRP2,,-0.001238002386133854,,-0.039986834216230276,0.10703624360757676,-0.005249490630210105,,0.025850444349300693,-0.005028739290568952,-0.02347434399542007,0.0032327202571874963
CFC1,,,,-0.014882789966060479,,-0.017766789114798592,,,,,
CD70,,0.035321109682294925,,,,6.546130371371106e-05,-0.04723472152575097,0.025418620059604855,0.0178989968804822,-0.007549117520927845,-0.01680012752060962
HP,,0.0609692705353009,-0.06151986496641277,,0.01699205416169961,0.050400158456478765,0.05733932128838654,-0.03394934949871295,-0.011554553691618823,-0.05455118136680273,0.024935102256740546
CXCL2,0.034037207248940445,0.05257254355885418,0.08594968491123894,0.017410401814869397,0.15309979246875596,0.044671546345925905,-0.04287680963297555,-0.01244668139151558,0.024685326030655253,0.04638986651465642,-0.002502806856992637
NPPB,,-0.043588288899038125,,,,-0.01313006428701992,,-0.020705584466075167,0.04452234015999705,0.07590621122963888,-0.02073822905981685
CCK,-0.0033887285512273478,0.018504792542809637,-0.02962956950179209,-0.006538195371722137,-0.1236792581015643,-0.04354314804460358,,0.01584916081927255,-0.01712386515380955,-0.013759766600315663,-0.026903081487652445
SEMA6A,-0.020387471210216265,0.0057533916149812726,-0.04125680628239444,0.05448567301467149,0.1167634129373806,-0.009987292391536546,0.002742503271411442,0.07228921883499764,-0.01211014841396582,0.04526486487099131,0.10135863305504289
IRAK4,0.05707179332121258,-0.042115594569810164,0.09253031045034867,0.021821768260598753,0.055688370296194493,0.012380376226270005,-0.05172130911274053,0.05385524972683775,0.02101785522988041,-0.0028286215405630252,0.03568702636866339
GSTP1,0.006960646726373227,0.0637205301380124,0.028643118635136928,0.02022970701273628,0.07764950924976648,-0.04362023595210851,-0.008686488815534452,0.08815631091542049,0.03896586785969772,0.023855050429432454,0.056485034860878275
VCAM1,0.06427140772548325,0.05504374588794792,0.01081886847448888,-0.025090521439835898,0.1047701751644949,0.05949915372096383,0.0678593399587045,0.04689910232682155,-0.004364000058339086,-0.014136357405839396,0.0363781927009375
NXPH3,-0.010493246244621187,0.03146016968306295,0.04122378802822355,0.11350837815774308,0.03873234838357788,-0.01075416577170633,0.08377052189465609,0.001573311216182685,0.023292083231124673,0.06669813041737918,0.07131099664836277
MTMR4,-0.008884443758889993,0.025786403774865154,0.04868240001906282,0.07919153947325581,0.00990149768303714,0.007543484722854548,0.08064402812200423,-0.005140144317569557,0.013727248814976977,0.02891723141574604,0.07523353749426642
LAMC2,,-0.026355617831697556,,-0.007575743701400137,,-0.02138639317548205,0.045240825206985906,-0.012380572348751671,-0.029687699073653664,-0.016475339914935563,-0.03951268599231008
IL10,-0.018701659456819012,-0.0320398751984359,0.029183410498086065,,0.03357033226673424,-0.01217718980108146,-0.010129151310040633,0.0544863842359027,-0.02040256862548741,-0.03065998173242246,0.06513792152796583
SEMA4D,0.0052721239544641155,0.06608251370999955,-0.013033229287365002,0.0025976917368204966,-0.05763131528991671,0.04548945949733249,-0.11206519079850316,0.049830061297643814,0.02250791464148817,0.08124680787605701,0.04816643737028245
TRH,,-0.013294603574110442,-0.030690347490880017,-0.03170546622294493,-0.0389539707936745,-0.030805267119047502,,0.0525520622248495,0.018762424526186837,-0.017340295295260676,0.030479755350593135
SEMA6D,-0.0390281061541261,-0.02766094897555615,0.03980032007340828,0.05024994489937245,0.07134631865273737,0.006631885571321982,0.0708636205569673,0.024074790316450635,0.0455554607001105,0.041577472649842157,0.05567457568884995
CEL,,,-0.02323023642206631,,,,-0.03865012580438884,0.014774910813274792,0.008410275590513933,0.053756931164870264,-0.01775081365338575
PDCD1LG2,-0.03370752098536092,-0.027656216874711807,0.08169247818446576,0.09511806910642598,0.011988764030888699,-0.027217304427322855,-0.041963235502720374,0.03131183432433073,0.06464763018951557,-0.008725677155938215,0.02663521968622232
SPINT1,-0.024417473848486144,-0.010873427573500174,0.011816556642940509,0.015335055878431357,-0.024558135745252,-0.01317584503188344,-0.015347729730146429,0.08764047934370604,-0.005406515521246223,-0.014766382463250599,0.0884983181777215
CTHRC1,-0.019586800836979012,0.0010206818142858682,-0.05821535090194386,0.0564047905551616,0.024759266273954392,0.030499870494328746,-0.009646063850568773,-0.00283122531200397,-0.01263016211085225,-0.07293663618080484,-0.0463535242587337
PODXL,-0.011865621537090948,0.042923084529415435,0.06626805279303274,0.0382428102556964,0.11397855919137309,0.04553064689121994,0.0033391885543132905,-0.018623807382277736,0.06331143042981809,-0.02290723289183765,-0.04381909912355385
JAM3,0.004611066187244985,-0.0039994622853903455,-0.011906839370567187,0.033767196445191765,0.08532722968947824,-0.0058017300408326426,-0.05267850611268027,-0.01871849225492672,0.03389699573710973,0.006227725121304349,0.030700939005568216
TGFB2,-0.019331808644626868,0.02996808780645912,-0.02455962879847018,0.02211268572795151,0.12648381438021689,0.02098183983422846,-0.03673066261519301,-0.004537954667099819,0.07086159246085141,0.021133373604132793,0.06035372140953021
COL18A1,-0.03579956515550117,0.025564151585585268,-0.00443917356463055,0.0369777656053759,0.09838233277868336,-0.011135817602503135,-0.05033404381843201,-0.014508545287863798,-0.015315731258406502,-0.07328635785429083,-0.1253694701889038
NODAL,-0.012575969313622138,0.04728922986284724,-0.028855413228551518,0.02070529930754231,0.17729567051525014,,-0.018749657483484405,0.05719992468283136,0.001841758295300936,-0.018840786866060125,-0.0317899140283302
INHBB,0.04946721525952958,0.10698088596440443,0.03872333457659044,0.007001950008784961,0.052556889868841924,0.006923869035078353,0.03992213598769043,-0.02673237784320374,0.017439273576766272,0.009306100400294299,0.08835417658631357
LCN1,,,,,-0.0229614289234023,,,0.021287532800787084,0.03706827052490469,,-0.02348962748983615
ARF4,0.03317610484585239,0.007431214419125642,-0.032711481509847234,-0.00990906624675353,0.08652967765132916,0.0003005385825979784,-0.10972783431733528,0.06324880076054967,0.01806468250396649,0.07731048810910165,-0.03649117531219444
CXCL14,-0.014600344048065832,0.04272930018796145,-0.14121569817511734,-0.025521740413787266,0.03197985229077112,-0.03478653414951211,0.00535774085611189,-0.016051204203266854,0.0049990490492411695,-0.03571342256103792,0.09226515930135386
LIF,-0.015914167746052258,-0.005085351865499034,-0.018643985496062745,-0.02053284166008037,0.031646546313099544,0.10664217803841465,0.005505662894243951,-0.08141812620967204,0.03951016994088215,0.04829013735030784,-0.010339528159716949
IL17B,,,,,0.005493238365612457,,-0.04155876650811074,0.0030424343769574723,-0.03170425432299596,-0.02343968958542848,-0.03967726755402648
MMP1,,,-0.03069034079586923,,,,,-0.05117935064947542,0.004890584725790363,-0.01697340663093053,-0.07548772997032416
MATN1,,,,-0.0006596246547818348,0.05775252573391647,0.06743306267980424,-0.0454116038308612,0.10993985028508671,0.04916776430969031,-0.024157116486906223,-0.0282504636297028
ADAM28,0.04053020011583399,-0.008513533768874499,0.02742246355046301,0.011605815914702068,0.059444791083286444,-0.0568462383796243,-0.01966158102388323,0.019328878357325746,-0.0033969846496868317,-0.006282199767176835,-0.011014738273015228
TCN2,-0.05960068504762386,0.03684611611387095,-0.04161107299893397,-0.0357692147782087,0.09516687445327215,0.010920101474896644,-0.04890365702849397,0.0958925154281665,0.028460654896879663,-0.045416392343123745,-0.009650502736470433
THPO,,-0.0317357706395895,,-0.028188055396068848,0.045006352875583085,0.022325216152902682,-0.02067125249424945,,,-0.02095517964735907,0.02383748621206537
CUBN,0.06673189944367684,-0.01879025083970747,0.002082193003168223,-0.013482839599536904,0.03432002672660175,0.03706457125936602,-0.037647985402017,0.0659370375421954,-0.010732075473780063,-0.015759386042445266,0.04524600227649387
TIMP3,-0.026438503083016728,-0.001174471577186239,-0.052316387617221856,-0.01873144486972743,0.05899553964970358,0.016085211397435864,-0.06426346418147548,0.04130161577728168,-0.004542345604775737,-0.04897209887927276,-0.058136553025733215
PIGF,0.004731523846055798,0.02079070470677121,0.03554684244929132,0.07057755997541655,0.06974981962559505,0.009228309199545625,0.011694557032402155,0.05065428323759267,-0.033641966272997356,-0.009461201783831254,0.1005250843899198
CRH,-0.01578280832783584,-0.017644385853108947,-0.031186980321897387,-0.016704345697906162,-0.035308639660353545,-0.010449702779827399,,-0.01716704809886681,-0.054642067969036104,0.10958796279566835,0.013857991771358906
