,UKF260,UKF296,ZH1019T1,ZH1019inf
BMP1,-0.005264080142986833,0.06480409149667819,0.08830372061938951,0.0010186895552518052
NDP,-0.0438871070715256,0.011070788044340972,0.12375322691710311,0.07533340582287107
TNFSF18,,,0.02503936203812762,
RTN4,0.06354237856954287,-0.1800278997947975,0.031131754973923263,-0.025371997790964957
HEBP1,0.034247225126277536,0.08805739415843587,0.015739481239401557,0.026303733564165963
WNT7B,-0.04826707074643289,-0.07568474061365207,,-0.050047768888559135
PTMA,-0.045796838877835394,0.061471795073715974,-0.039822491290371194,-0.13381116511751057
CEACAM1,-0.011953537773457814,,-0.009991006276867257,-0.042082224326100294
PDAP1,-0.043400420273546764,0.01660190220247747,-0.005283838279893864,0.02989092672793129
QDPR,0.0330053481767852,0.01733321874299947,-0.0737499436976179,-0.19591323028777952
POMC,-0.024053344678791576,-0.02163341256483836,-0.04882125843972236,-0.04236339623583346
CCL18,,,,-0.03975498264091624
CCL17,,-0.033470140961875706,,
VEGFD,-0.011436468154347663,0.0009980265126784782,-0.0158318055651153,
WNT5A,-0.039892161161252326,0.09901118497372263,0.045563239220944046,0.011766352651832866
CXCL8,-0.0099500381726478,0.025020582288629314,-0.09864672464440695,-0.026523632847573107
GRN,-0.024109277891736742,0.016555202812880757,0.058752336486719896,-0.04735738600629294
MIA,0.019993239278920365,0.03305287572339193,-0.0845130967945207,0.06605779128397202
COL4A4,-0.02944356587705572,-0.02383190736090695,-0.03145567501807412,0.005921076898811139
TAC1,0.07199166434975503,-0.07112432435636644,,
RARRES2,-0.0475215853654726,0.00030050412772323243,-0.027320943156297336,-0.026892820659379885
FGF7,0.06692802277517854,-0.0030780194164665544,-0.08790683528664636,0.017493974208574056
HBEGF,0.006247076587671606,0.039655055287595796,-0.025633508146420843,0.07326298257866384
CSF3,0.033610311592152615,,,
PI3,-0.0350824760968279,,,
PCSK1N,-0.00728697351795285,-0.12125027533170164,0.02134194851452547,0.035330623084706726
NTS,0.011476000871116181,0.030833870256041528,,
SFRP1,-0.013047029632833048,-0.04221172822720826,0.03183560944306828,0.08031747588419652
CXCL13,-0.012929772984317193,,,
MICA,0.002852244285293628,0.012834503737120669,0.002960427481504202,0.01029442032735699
TG,0.011356093548986096,0.01924304298617228,-0.04268141777039839,0.014132737967944183
