,UKF275,UKF313,ZH8811Bbulk
BMP1,-0.02321471005161986,0.0029330997860938226,-0.04041203209199505
NDP,0.03692650221126083,0.04364295432635629,0.023061417886875615
TNFSF18,0.06300539879898424,,
RTN4,-0.0301459780854558,-0.032505374670388464,-0.10201641249395099
HEBP1,0.052457157458405346,-0.01959719359777322,0.05296502507069706
WNT7B,-0.026770979516350997,0.030378134813545298,-0.03963382961890266
PTMA,-0.03510150370976644,0.09753304981158982,0.02154426507131196
CEACAM1,-0.022552082174129753,,0.001981380902706884
PDAP1,-0.03118430137452854,0.07659924891264785,0.015105630436718585
QDPR,-0.031002285498306116,0.05894548281181494,0.0532648958793407
POMC,0.00014323832796583435,-0.022929648879167968,0.014476867906979647
CCL18,,0.09416972903391736,0.009582395017015051
CCL17,0.044767627845413,,-0.027717481177399115
VEGFD,-0.019053595218888872,-0.01549219767834971,-0.019200745247995935
TNFSF13,,,0.011816116752934482
WNT5A,0.07606235426563766,0.039839259165791466,-0.00427253533475682
CXCL8,0.06237866974461968,0.03699836955427932,-0.0060275974106978655
GRN,0.05209043936648212,-0.03341835156472144,-0.004500739200707343
MIA,-0.017426660415995627,0.01665147807815601,0.032790426831998336
COL4A4,0.0110296820275295,,-0.030743395349690995
TAC1,-0.019707908766850468,,
RARRES2,0.009790348582469233,-0.020706018892707356,0.03769062385771904
FGF7,0.08505383322543994,0.039720863699091925,0.02777477517900138
EFNA2,,,-0.01824902338526404
HBEGF,0.007562331625087919,0.05493660256729744,-0.03608116395882378
CSF3,,-0.02327433507577657,-0.0031212700174347505
PI3,,,-0.012918302389210847
PCSK1N,0.011290270498729955,0.010251538661141854,0.010493256404625251
NTS,0.031248663264536992,,0.01400351111136218
SFRP1,0.028322359166547014,0.01786677350842578,0.019169451882121012
CXCL13,,0.08324370120763508,-0.04688694332679884
MICA,0.017111890206762913,0.08208710190236371,0.03377603493629237
TG,0.04202679643583704,0.05160256366810988,0.0035995603398399603
ADA,0.023450774657811355,0.1015767215075345,-0.0038120187524186984
LAMC3,0.036077183886014184,0.09005657156113557,0.08629611849530229
NGF,,0.014407816842127002,-0.01800372580907408
TNFSF15,,0.1133402767375321,
HMGB1,-0.030514303151728164,0.09424604536002822,0.004021392861304236
ITGB3BP,-0.012251050935161474,0.03041544847278159,0.04745694883849881
AANAT,0.08522913408002149,,0.008326300885000668
RELN,-0.020530159597145665,,
