,MGH258,UKF243,UKF248,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01731273920908034,,0.07432029515446682,
BMP1,-0.020022532563682693,-0.015756040027316218,0.020640354306793444,-0.01720091823692484,-0.001276423534798346,0.03488259962396995,0.09816282857283617,-0.012024436964921828,-0.02466027183701072,0.037786979475243135
NDP,-0.04229597286365256,0.022480741992142596,-0.004842045702097742,-0.027725692188272092,0.034890425781454244,0.032167896536585236,0.011344489165818624,-0.035355351099082784,0.14881005846865536,0.06500686484921896
TNFSF18,-0.019279987219288242,-0.025285697935475568,0.04107356362445342,,,,-0.017854322358531856,,0.0357917671416577,-0.03739984566176744
RTN4,-0.026691978431432173,-0.0890999102108274,-0.002084957486382025,0.0026447903179814343,0.07288046054393314,-0.024964847584291277,-0.09111349523174862,-0.006178104889008432,-0.03107415076553937,-0.019952729029162643
HEBP1,-0.00790149651194422,-0.0167021483876653,0.028902347884452305,-0.049579947549171416,0.0036317656012383186,0.026330536524162996,0.0954899508020047,-0.0023153009926348816,0.0823617831211495,0.07224081666360907
WNT7B,-0.01698506487420097,-0.05901710006146258,-0.03106080857002197,-0.01574878521129228,0.032400682855489235,0.03034445622080134,0.03121126999406476,0.051649307652124554,-0.019952320681002472,-0.04601970914210777
PTMA,-0.05492105738081848,-0.019807946212304764,0.08314937003289657,-0.015834197505461167,0.03534101328487489,-0.04187163983122767,-0.07892236112828695,-0.031154306934963804,-0.10037700695619114,-0.009439595582465385
FASLG,-0.0169850696758353,,,,,,,,-0.022239564619723838,
CEACAM1,-0.02358391789291431,,-0.017332503079847284,,-0.02573332191788042,0.059923998189008586,0.09146616120153543,-0.022637194332813627,0.05264194393094369,
PDAP1,0.04197305281791504,0.010691249416458694,-0.01395433098136607,-0.00181903550047572,0.023494804238935907,-0.033452692382053784,0.07272834135013351,-0.016408662665333855,0.029078004739236225,0.029807755790671492
QDPR,-0.021079739528392753,-0.0723534435997006,0.002056688036718447,0.025746800152006685,0.041889392929567386,-0.0006098870744777191,-0.06442179088651662,-0.02743964011306788,0.11965734468831679,0.041473909895059384
POMC,0.0230480366865616,-0.024272217826109187,0.005174031660456631,0.04640894431086289,0.050976042800875004,0.05640701990217494,0.05853614916179767,0.0021337322761582384,0.029114639839827535,-0.05574874140451867
CCL18,,-0.03391020002842869,-0.021629326198957518,,0.009758159326219405,0.011223825967366211,,0.022611356472976803,,
CCL17,,,,-0.019492581266780454,-0.01825654637294443,0.027520675459301445,0.15518076434817113,,-0.020157667388356584,
VEGFD,,0.042844424080250666,-0.02162933306728164,-0.014298044091263654,,-0.020435814259510483,-0.02407422295616979,,,
TNFSF13,,,0.08866697759575763,,0.051751373601726026,0.04927079579394954,0.037292206272239864,0.033185001128780006,-0.03284523651719322,0.1000761729510786
WNT5A,0.11052433240197446,-0.08029737805514321,0.003086295705032687,-0.05626059181487354,0.06609146570171698,-0.01573217206873418,0.01822927448010451,-0.026783800961198315,-0.028531819060380978,-0.053508676145598094
CXCL8,,-0.052140295446490084,0.04949513339163565,-0.013314960357410376,-0.08835497826181092,-0.01566927620303034,-0.0324077264551414,0.028382913457283918,-0.04612300693152834,-0.06386127169066902
GRN,-0.015105207927173764,-0.034540654215007405,0.07492993599559432,0.04878262854233127,-0.022426802694998922,0.013001794077978416,0.036152545405592235,0.02560903747780866,-0.11058466337678094,0.02616702007134323
MIA,-0.02223199120683366,-0.056164273394727356,0.03656795862527642,-0.01626101401376433,0.007078219874589974,0.06538872411593308,0.004816528592722429,0.04566969378130547,0.042184345523140786,-0.006252938692177097
COL4A4,0.027089939750178822,-0.03846189664577139,0.06788810685004808,0.004775677072751539,-0.0008464873258978432,-0.020212004690646972,-0.03516137152313941,0.007375146226475848,-0.045448216167440963,-0.04547242736035265
TAC1,0.010711448369075923,-0.04817052702224449,0.03682343122030873,-0.03537537557049186,,,,0.010808762427027344,-0.011270547409917595,0.005879302737584626
RARRES2,0.04444981939917355,-0.00010660876735940884,0.019370954480462995,0.03667959259862737,-0.003600352524198985,-0.009589143634513339,0.00797116847832416,0.039781025232801845,0.0015916302474736801,-0.02290084542650862
FGF7,0.011836747410547592,0.02959516684252096,,0.008865054254093044,0.04994778639925687,0.026877503602027012,-0.020621789796850056,-0.03671741602168416,0.07914469351219199,0.023678268182955535
EFNA2,,,,,,-0.01942287382608984,,,,
HBEGF,0.03202604267721312,-0.01415895000128663,0.078355829896175,0.022661283747018528,-0.05208761208073389,-0.005613595111917862,-0.040179961882580405,0.04148659473763497,-0.11196522962736602,-0.058859531461539445
CSF3,,0.04351497496736442,,,-0.08045949854291295,-0.04365342880833932,,-0.007419744285227037,0.056678199946127376,-0.04783179081504549
PI3,,-0.01970486214956156,0.037966149946288004,,0.0019331819755615436,-0.08210529040062738,-0.019394279478174924,0.06101200838923619,-0.04611034165800477,-0.053922193114160466
PCSK1N,0.022233558331446822,-0.01437975177796614,0.0005045117081270208,-0.005121076805452643,0.028625611467035326,0.011400617135077158,0.06432638126744232,-0.023832292916868,0.10764687649473456,0.025030926531626585
NTS,,,,-0.025645605036986353,0.047573581552071934,-0.023663086006052655,,-0.0105238803138543,0.03743847607149996,
SFRP1,0.01416569645654003,-0.008416633337965752,-0.012978026409958302,-0.019492581463086755,0.06811330062925863,-0.016535557169320043,-0.017169820935855458,0.01737142621174046,-0.030697929042423248,-0.03225083809204833
CXCL13,,,,,-0.04100794627009845,-0.040911213661529354,,0.008866399814380452,,0.05691337309550622
MICA,0.0823140286538691,0.014233205724206952,0.049276532015661435,-0.022384133099019033,-0.026504216184857095,0.03378375589056178,0.006848451726093283,0.06104762367109699,-0.004120527859401783,0.048971457724233204
TG,-0.01967077587144711,-0.03066024632470859,0.03574989048951403,-0.014106696413873753,0.06528682440482177,-0.015222641583317962,,-0.02670973766538814,0.02097869311207794,-0.017598114725503305
ADA,-0.018109824536725955,-0.04534149546925657,0.02931281180921556,0.0026956827374456168,-0.013187037292011917,-0.01051094083583806,0.06319560869547544,-0.038265571275335794,-0.009814386064321346,0.038590171407648026
LAMC3,0.08050558307458106,0.03012868346074834,0.058379460949323135,-0.05898957816353493,-0.013913809347868565,0.011759300779708628,0.024152595885653542,0.02070869770925442,-0.11767474312666322,0.03332267882019575
CCL7,,,0.08582215492744098,,-0.0273623548677517,,,,-0.022239556711600116,-0.067038790853691
NGF,,-0.02215897445133495,0.12428992247862683,,-0.031601329350121984,-0.019161797725106244,,0.01918440273152582,-0.02001862062622674,0.025058333233927817
TNFSF15,,-0.02741341691179338,,,0.005563512539498543,,,-0.020153072729973083,-0.029169398189241358,-0.03325573601775295
HMGB1,0.05020702532156078,-0.011899678772330292,0.010521892169205902,0.0020789933416383456,-0.007333807207597505,0.014767833317032903,-0.020997159356260654,0.036208961133419995,0.09822140940911735,0.0026691315181003074
ITGB3BP,0.00652777451573176,0.0033281181923329084,0.027145282271244967,-0.01727136707689481,0.03408708445668974,0.02768432871365338,-0.018091747138204054,-0.027221013401181573,0.03564370538268115,0.03208786139808899
AANAT,,0.10169803237363859,-0.003061505398849595,0.0013791242587293934,0.01205521167063915,0.04035772206995233,0.04444095032790761,,-0.023530378438829914,-0.029206032559705723
RELN,-0.01630759471203579,0.023229499587624016,0.005762352297728696,-0.012539433472844329,,,-0.03530940829279589,-0.009231985222563632,,0.003447938318642729
IL15,-0.04545316374813166,0.006663867906449451,-0.04350265852082036,-0.009357014136947072,0.06879497984113023,0.06821673272485632,-0.021194430134605043,-0.0005983190961771284,0.019311821671909177,0.012665001362715646
UTS2,,,,,0.0008267546371665204,,,,,
BSG,0.02652240688290339,0.0823033929369433,0.0062662120851449486,0.00236991292262225,-0.012601920681640831,0.011971180745824301,0.07144438092614298,0.028531706492565177,-0.05316154059836892,0.04547493220363523
ADAMTS3,0.049643237083039006,-0.022967123356304908,0.0626602145236895,-0.009725473840279032,0.0777972008670874,0.02360237500647236,0.08431769436620327,0.03133854003855382,0.11116895208252911,0.0308219059672259
CD34,-0.008264607763000708,-0.01822424566092812,0.02593490630279186,0.05000647314982942,-0.013780142274042952,0.017601122187040876,0.06014639111573641,0.04259990371094054,-0.08243825241307544,0.05128850572651169
PLAT,0.0195265193107445,0.052473937824413196,0.04626043110334852,-0.0039388765008780665,0.015054977298512384,0.0649551627019498,0.07802569667408751,-0.026428550401388355,-0.014027461048058956,0.02540421391988398
NTF3,,,,-0.026249157216697173,0.029161773055148926,0.023316868133624654,,-0.0008986798982979667,,
LTA,,,,,,,,,-0.031668343265527324,
CKLF,-0.024992943179785686,0.012184526382364443,-0.002423836102668583,-0.006763669472547659,0.04229206382660008,0.0028740119026099808,0.03264765597020398,-0.02098600426252797,0.04036986657307249,-0.018578031043016113
CD24,0.027107641808232705,0.07721100785455752,-0.020928216449351764,-0.046027698704753664,0.027857452130940142,-0.016744903094977774,-0.017258522974428217,0.024726049302398655,0.020628122260472864,-0.06276533316886719
HSP90AA1,0.006306896435381001,-0.047489913569486855,-0.04620328026205401,0.06090029542701732,-0.054544497635850744,-0.09367550545353506,0.024084212423203903,0.06111841307101591,0.07904292484067194,-0.03819822701433498
BMP4,0.026997215010309675,-0.04795744108364902,0.007555638553977682,-0.015580515999521165,0.01710979819391062,-0.03764067860346113,0.013651205466822018,-0.011014417261355262,0.03585294777021458,-0.046356238444717236
SCGB3A1,,,-0.013758077283888089,-0.013716325127475669,0.0559725235294024,0.030697099639393547,,0.05916570715432937,-0.0370956832551091,0.057353142969475884
IGFBP4,0.0318901064666146,-0.058433664709475225,0.01908610716502469,-0.003679684477502577,0.014700989771180577,-0.05266865904190891,0.10800549552364581,0.022436303114756275,-0.13399109395102826,0.006982457322008359
RSPO4,,0.06096850244467985,,-0.013716323121152833,,,,0.03989618955467322,0.05347771131831207,0.06119623049889124
LEFTY2,-0.019476285434884603,0.06027776974005092,0.026102728327623646,-0.015040116056661695,-0.0049187792139840526,-0.004193775056663368,0.05110052135966112,-0.03833008230821905,0.004728981602400488,-0.016005027312598945
PF4,,,-0.014271796687587816,,,-0.017802408569810194,,,-0.004943418229326886,0.00802178723911292
ANGPTL2,0.00408662489105382,-0.014047161682265415,0.0004852739181254234,-0.03067068802615006,0.03334685622954732,0.06418751688435394,0.005615373547585396,-0.002322203517814724,-0.001467960248386351,0.04973679403917999
LRIG2,0.04236019809429792,0.020011923993556047,0.07135160293220615,0.051728764683126226,0.0008980866942695559,0.04978485696663312,0.04152288015426859,-0.020121761915581442,0.04365975997693508,-0.041831064455030376
ICOSLG,-0.037944097556319396,-0.002466572053674148,-0.006084492701068144,-0.003367040559416316,0.017611956820862383,0.025380422266112205,-0.007141051605353109,0.04517306249613927,0.018406306690102462,-0.028113851099568272
WIF1,,-0.06299495769757092,-0.025679781636739115,-0.014072013135608222,,,,0.004062937049731449,,-0.043687228614655974
NPPC,0.004678294611150345,0.03879468448286286,-0.01114116315546513,0.058519422473310066,0.03763606541634549,-0.0336833504876506,0.010572990347794749,-0.00648902856531424,,-0.012356393192584131
LYZ,-0.06858734800551582,-0.07877273005541506,0.015926126582756463,-0.013039473029365237,-0.033968491831909406,0.0011241269681149218,0.03230581424469709,0.03272730634279302,-0.05034945310900922,-0.03487041315371894
EREG,,,,,-0.05554067402023571,0.009347631783869876,,-0.03510520810157424,-0.030639402443835582,0.03154849218278412
SPTAN1,0.018891243773363767,0.04541254554456779,0.0066934850202864295,-0.009859794679496478,-0.018256700187922508,0.03787257799194309,-0.026023029002564705,0.0211194564012923,0.10604054385290164,0.029175813248738077
PTH2,,,,,,,,-0.002622210900162511,,
LIPC,-0.006450636385912485,-0.006822477066671351,0.059908187689178105,,,,-0.03287923552250807,,0.011643943801697346,0.021744173894464695
COL8A1,-0.03355589131001168,-0.015918291364296677,0.0697103594538275,-0.033728109291284794,0.010255023577541182,0.02140603726859909,0.03134436201704894,0.06045982190603965,-0.09470075378728204,0.0006433270779221584
GSTM2,-0.009612855163324044,-0.02429940680581075,0.006348460164452369,-0.025181143500690253,0.019470371768666162,0.007529053575303969,0.008341727823602593,0.010550175962519759,0.15694128242165178,0.047531759036042565
SPX,0.036299727629099866,0.021534033304415265,-0.028258895744893896,0.0007273515737553339,-0.027587986608245487,-0.022103965718129566,-0.08560086362155335,0.023636687546768453,0.29658863810605884,0.014232608325354317
MFGE8,0.020218688152949024,-0.06895322255177484,0.033825475107665544,-0.020626893561690427,0.02389165919302423,0.0198882520797903,0.1254189629770502,0.0650653749742739,-0.07089752781707521,-0.02832057334938176
TGFA,0.007719508693394966,0.09686543954922217,-0.01518195987379394,-0.024850293590830696,-0.02198228866362151,0.04978064675743586,-0.022662932564307854,0.026323634386170518,0.08535839411874138,0.04559052654601868
SLIT2,0.07347812616249495,-0.05485808745200414,-0.012773938565699925,-0.024728858658850134,0.023049449785331147,0.04632748850714684,0.012420933069169226,0.014026114277625285,-0.061342253935359886,-0.04559927822657719
PLTP,0.0750257532498836,0.014562878602106092,-0.005373416221332118,-0.03301607108298363,0.069885331788329,0.03280582121981039,0.06124123065968066,0.09076122818970309,0.07059079565413252,0.01949147210976416
APOD,-0.054347777113509486,-0.10324698355857348,-0.018590698101848355,-0.00036830424718863183,0.04309078603784584,0.06328068983812658,-0.07059853780469605,0.07350224763439216,-0.05958253178251785,0.07662013772914332
B2M,-0.06087151452833141,-0.10014995172757378,0.060029923070979284,0.028355899575833805,0.01752906427296926,0.031958690644328706,0.10077652044425404,0.11394557573381216,-0.16169683910689764,0.010607054934463086
OMG,0.02621755470516089,0.07763368856474502,-0.04295637141196828,0.037636785678790974,0.024835127251643437,0.04628231535954041,-0.06699598844042956,-0.003286157847923393,0.18270662389020736,0.07024573481666681
CXCL3,-0.015840938197892136,0.009166266643713571,0.036870957149096086,0.08297990361359822,-0.02007171096413298,-0.01639137983196174,0.00614417743388899,-7.148919908536169e-05,0.03427724426397555,-0.018307528526860604
CXCL10,0.04712008076003413,0.10270389262304354,0.019376220796456442,0.029018681598197617,-0.02825514165159778,-0.007062279407702193,-0.008359331781996495,0.010716840683755995,-0.02323866211805218,-0.0036321013578827282
RSPO3,,,-0.018688599888116268,-0.026787104270599955,0.019530980482762295,0.08286498478115895,,0.05271668214121397,0.04937335818805185,0.03557628629726104
CORT,-0.019670779987698374,-0.030349632992597297,0.0005130148136035417,0.005615672320006851,-0.0019888986437870265,0.06904626485265355,,-0.04687585623405924,,
NCAN,-0.058752774673634274,0.023079956178629304,0.022965567594567977,-0.01316193313104487,0.07878437543243474,0.04884576938579934,0.04383579934698814,-0.0030345570196016114,0.14394822985806202,0.03240771650550932
PRG4,,-0.026198254558457628,0.04784334949788071,,0.07202952253878256,0.035010220013413744,,0.030682014393024842,-0.0351290409909324,0.024938637877019394
ZG16B,,,-0.019078300739947186,,,,,,-0.028140866405737878,-0.02461131124087211
TGM2,-0.020647305752332385,-0.05375691118761303,-0.016319317203771534,0.007804183509402452,-0.0882598144291945,0.005342590585439726,0.06791297779702117,0.029089029638013887,-0.11412414375419487,0.06999658955049257
VEGFC,-0.01967078125423774,0.04922561460353134,0.025725201403527156,-0.050978074653735175,-0.023078515313583656,-0.015685114853787624,-0.02622598862879525,0.07210464485320321,0.0019465690764938113,-0.0522418570322775
WNT6,,-0.03769258013400389,-0.0066536129879635345,,-0.040847066975366705,0.014114630315352088,,-0.017160588066807713,0.018000510442227467,-0.025430868438007813
NRG4,,-0.006088322110904046,-0.012671673457796136,-0.03735586945147438,,,-0.021059090060935388,-0.03721935817416982,0.05135638111762951,-0.02511289790460732
