,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.04755465613836157,,,,,,,,,0.15209806505613058,,,0.10545407893047949,,
BMP1,-0.03577902729263716,0.051970828526243476,0.020735507686628976,0.015322128176806416,0.020291217728366708,-0.014043696412695829,-0.07264259204988278,-0.06926392020685426,-0.17704410314606434,-0.023022754443186844,-0.0028306063125994266,-0.10104545379268971,-0.09428249966989298,0.03567040745847929,0.04352648535307676,-0.04902870426320884,-0.1361826304143977,0.011919783753311375,-0.06374069390080021,0.03966817595854948,-0.011222002133849555,-0.012119993711114841,0.0921726591377025
NDP,-0.008136787190151727,0.03460475593874397,0.011414449042894273,0.013922477466099644,0.032289668823380295,0.01401925630447846,0.09265579129909261,-0.00453787011944909,-0.05306016545903869,0.027999185695448205,0.05891098898249786,-0.06092272927162655,-0.015124886155861682,-0.004177787175033961,0.06021598949666024,0.020643383051196625,0.060318251275269096,0.04167014672915807,-0.03288384842770265,0.07025579118099261,0.16102180442122907,0.10654277015526353,-0.02618002096598401
TNFSF18,-0.027281045803569257,-0.013897402680329112,-0.006642748771981643,0.0022883508971888373,,,,-0.005270209148656444,-0.001808320482870911,-0.03799604594684297,,,,0.05740895905570236,,,,0.13233655827239701,,-0.034106847081549485,0.0025524082929905085,-0.06427531312593887,
IL36G,,,,,,,,,,,,,-0.03564270986961212,,,,,,,,,,
RTN4,-0.045640229323581104,0.042070263942575355,0.07016342731233277,-0.012947615635975008,-0.01580638173346243,0.04914878978745525,0.14475543149509157,0.0557686509429756,0.18307711521367326,0.11957492891149772,0.06206270164170617,0.24178412442365885,0.1379721272803772,0.044186539442951624,-0.09371810008106815,0.142330725700565,0.10925099387490694,-0.030192059467173345,0.3413574592175986,-0.06556679937848364,0.00796057081196002,0.1488722094634832,-0.046179812641968625
HEBP1,0.021980687038038852,-0.021065157224321042,-0.009342293609834162,0.01978095906101224,0.0036953940625445813,-0.015459304244739127,-0.038705324090911444,-0.035747396886162366,-0.08345311375060016,-0.007507501097635257,-0.08251134548894394,-0.09657822409142962,-0.015341891602821107,0.05947742659005042,-0.02758564812914585,0.05127685807960735,0.040061228930106225,-0.03086007517239742,0.10929813675812397,-0.00747752273201257,0.11738735672338152,-0.009105879708155042,0.05514675646714802
WNT7B,-0.02403374688682901,0.10834277537655451,0.007758045885237889,-0.011826965808033428,0.0005102811347260685,-0.00912479060827125,0.0374768014577802,0.055007319376980494,0.14455136981238684,-0.013055223239147835,0.007917553629185536,,0.07169971625731206,,-0.03254614353213359,0.0063182242026180654,0.020709301633402403,-0.029469709200525242,0.022554198214650666,-0.034106811715311165,-0.0050227061911550545,0.11569828027778817,-0.03233393445834165
PTMA,-0.05639297143513233,0.023001471996660878,0.09784674477893787,0.0702244777275715,0.11346804365961052,0.019023535682680472,-0.05389437662800816,-0.04495202839076075,0.052357770544695946,0.01714086231830449,-0.03720529511496392,-0.27703115440718845,-0.08044280474646369,0.0009304557514813902,-0.11987015633453812,-0.0917691926313785,0.0743698384118384,-0.031465769967869435,-0.0713386560222965,-0.1417986520425588,-0.06321605214448188,-0.14288610495679852,-0.060536860691175656
FASLG,-0.02403375368110769,,,,,,,,,,,,,,,,,,,,-0.01912449058462562,,
CEACAM1,0.1198681107359744,,0.017509533049760106,-0.010476577445669483,,-0.019092888355280335,0.041970710445743506,,-0.05006086146702625,0.011621461175481016,,,,-0.0069553340482605185,0.02453766457493791,0.12684689003339056,0.06596843806041468,0.023828303448417295,0.011042776171740015,,0.03374418150491212,,
PDAP1,0.11750187158417766,0.005580851623640339,0.03958157070855933,0.012361825793712991,-0.04296740958585769,0.0869575685044942,-0.02582158311894883,-0.053677873369281655,-0.06177200755070884,0.008035483146221638,-0.0575643017567972,0.0016019181173831023,-0.06498732846504292,-0.05210127078515286,-0.049576403345126474,0.034952009834832494,-0.055549258598204206,0.018606883133480162,0.07203432886881667,0.04253574808808591,-0.03076432280952439,-0.06695921415467573,0.04650890505611793
QDPR,-0.038459602265035676,0.03618683037158867,-0.018135258090292594,0.00627140290986788,0.1471791029063315,-0.005868725079315179,0.0948148993107457,-0.008854440469951064,-0.002380687048436492,0.08927784120669599,-0.0816056090621896,-0.17248876499639265,0.09536371140145586,0.009162334896956906,-0.026583754349139597,0.04462684673427595,0.08819869128499885,0.019199655299384447,0.04305896641706962,-0.023852613755923575,0.09660955892338167,0.08795185956154565,0.03247298756875725
POMC,0.0226381448652613,0.036662942709636846,-0.036882531519052894,-0.009286526162036129,,0.05529417552398577,0.10720368956608747,-0.01258519814939172,0.008372114574840654,0.01092859070626728,-0.04009314083944971,-0.08165962570237231,0.044119534062913024,-0.10624762467166794,-0.04317228332562827,0.04450397737280086,0.015468163953419663,-0.01994155040749659,0.039827161125408746,,0.050978344430576784,0.07357800710973944,0.02710291814451617
CCL18,,-0.042894178632801545,-0.055788388089246695,,,,,,,,,-0.11511147596528924,,,-0.030040933198747767,0.04297132206191628,-0.06251467514387132,,-0.15290463171145297,,,,
CCL17,,,,,,0.024471235546363778,,,,-0.027186210734573744,0.06286620668300859,,-0.009196360587138947,,,-0.06428434732127823,-0.03950964144178574,-0.017299445269540584,,,-0.029102445202943198,,
VEGFD,,-0.010498337601563506,-0.051152467111705104,0.01095021575675537,,-0.011929988363325978,0.011571685672078582,,-0.038694617630479114,0.08687925356679206,-0.0323033323467378,0.13131305260385334,-0.03489623285521839,0.023092864138328867,,,-0.04084008149531748,-0.015794191972753807,,,,,
TNFSF13,,,0.022156341848956335,,,-0.025820649856770794,,-0.007474072384124798,,,,,,,,0.09285162298365801,0.02531977832908068,-0.008534031928972544,0.02002495882080771,,-0.006964888690876787,0.04307936061053068,
WNT5A,0.011495101790560406,0.06732582946507917,-0.024072808723920633,0.08461567060646358,0.12123337518623395,0.027646830745445043,0.02625635581835558,0.04957936236690751,-0.12978820524728502,0.031348123787105435,0.025599625968895184,0.05123499670510961,-0.04071108317569052,0.003974286263070857,0.025250135136061034,0.030390802145272157,0.06594130240678177,-0.03299801924950961,0.03349298745278876,-0.031262227331583944,2.9401986840515973e-05,-0.10343219689526438,0.0013996293823040947
CXCL8,,-0.08305223948681784,-0.04846263656413491,-0.040791778995231696,-0.12110161387603278,-0.04388580500781205,-0.09438741132868247,-0.05533148010226286,-0.04534103450553102,-0.02357479372697933,-0.008100827663983989,-0.11189760242873532,-0.0007650166846379022,0.0684578875252602,-0.052891792638047316,-0.18671573803819988,-0.3856891744212109,0.03259267789459048,-0.14776410865985404,-0.07343817768961645,-0.012711958815581102,-0.08802406116468461,0.02767942691806876
GRN,-0.12094932444307965,0.012130707669163777,-0.012581181319860127,0.0092864652669747,0.013577391036865298,-0.041281014677162955,-0.09114008805571266,0.011311797083654183,-0.171258941604075,-0.02224837468890824,0.0058548478021599164,-0.1433620662139676,-0.015344113413598,-0.013920472363144821,0.03711123055220377,-0.005732058837267827,-0.0009589162035292371,0.08483344901781759,-0.13591405548449376,0.08491033821907301,-0.05131070031429259,0.058578144750600386,0.07012114139146068
MIA,-0.031458110605561314,-0.013957339247351439,-0.008851505872371665,0.028433178253108277,-0.02465243644389617,0.010445466929919415,-0.06689825918291001,-0.006078399498554868,-0.0548360173122501,-0.014900442780633199,0.005266885048925903,,-0.03297379259646919,0.03684102719970726,0.022503682949474912,0.16423271471919587,0.12495018904206431,0.13271723360951296,-0.07813050603270036,,0.11536114324536412,0.04773400130027957,
COL4A4,-0.027834015260009747,-0.001830562344259928,0.05006109468303473,-0.004315268649530612,0.008509034959970593,0.026445047835311875,-0.018489115351201797,-0.03538956209285709,-0.001895537001818978,-0.03827530741872122,-0.030252294741262648,,0.05439653611317897,-0.05292943374821674,0.08373738973701436,0.11761495940084228,0.038188332759118586,0.04630489264591918,0.00338598168551332,,0.007662537687179616,-0.05635537351052894,
TAC1,0.15488358123614304,0.13283232253693225,0.07139665842563922,-0.015140782440778893,0.05582162120379768,0.10262592392434032,0.13316513796341942,0.0691759783989756,0.2460681744528214,0.0850289033468172,0.04351262381185274,0.2177181931540118,0.19328507120656618,,,,,,-0.0649638767337965,0.0427637727177682,-0.003808044973289851,0.17931590123620625,0.10940582988499034
RARRES2,0.11290207413859424,-0.026898671158995163,0.07166632164882035,0.034422984547991274,-0.040736011933675056,0.06773861030814854,-0.130202487763479,-0.008754459403594027,-0.2026380151539811,0.0738600266151039,-0.006640153586170399,-0.060659337110695086,-0.04363669545847871,0.03368569471134578,0.06022160434426614,-0.08063588141755879,-0.1506585645518909,-0.02207469084708692,-0.061621503773495734,-0.044735895033284345,0.003426662188809064,0.022695807143035714,-0.042025844176788986
FGF7,-0.012035224690682092,-0.02252343994560138,,-0.05353186296280826,0.03856038257641512,-0.01166354441665468,0.1043952757698768,0.03886742375066863,-0.009117245141043092,-0.009233190603806693,-0.006880886985606059,0.01817057980961517,-0.0050817842415221345,0.000736572396953284,-0.04852175688117697,0.1212962043031367,0.022188458695380768,-0.042341601652103725,0.01978337256197564,0.06018399798515476,0.08375876500393153,0.03125109780917805,0.08888216704135535
EFNA2,,,,,,,,,,,,,,,,,0.04168364312105958,,,,,,
HBEGF,0.13718859714872747,-0.055254811203808256,0.00581844031532992,-0.020900162141289383,-0.06911988400627851,-0.02502654680764695,-0.05739054464291339,0.0372714506328131,-0.053662413316967875,-0.07039786668032708,-0.03957573366485311,-0.12278221208267674,0.029200128845087128,-0.01826488608416165,0.01589942235496439,0.005077990416246772,0.007474969364239822,0.0012280558331851234,-0.054898729193796444,-0.06581122284742902,-0.04662011876432675,-0.07387052104426454,0.03621108921413357
CSF3,,-0.0486517377589083,,,-0.006915536025958371,-0.04074229087439806,-0.037175914648015125,,-0.042073387046223175,,,,,,,-0.08766489625864643,-0.2625929318654156,,-0.03745039696496996,-0.030654270803337134,-0.030640385216626688,0.021472162721556647,
PI3,,-0.05763523837040176,-0.034455511871416225,,-0.03318488003442668,-0.0005956366485993652,-0.03602543741919222,,-0.05582621850470726,,,,,,,-0.1571311004422078,-0.36839507665380417,0.059412367034517605,-0.16151639770174248,,-0.04099786107527537,0.009194811763172524,
PCSK1N,0.06659284943565169,0.09780280447396181,0.0879695826228106,-0.045339910891549255,0.13560792844984423,-0.018630937958307277,0.049751295073249456,0.032573655657680924,0.09953961042197954,-0.04020872697155901,0.020597813575211416,0.25615616862593776,0.11371043670287136,-0.00015257392642387414,0.11040929735542004,0.2017727724356657,0.19639224935581773,-0.03310492258807736,0.361352679669305,0.029013985706521212,0.08931122690115043,0.06778137032000613,0.09620634061003795
NTS,,,,,,,-0.06288566192623707,0.005441163893679567,-0.06093812935883705,0.01748349400401787,-0.03849678720611961,0.058061619779223736,,,,0.14571125454993317,0.04409126596633577,,0.15314107988437076,,0.04116371447432405,,
SFRP1,-0.021833646993266443,0.09274086750660729,-0.0002848634116228277,0.021003629741102876,,0.050417838796783576,0.06358446233501575,-0.009842917510726728,-0.05873183573831006,0.02731920958356436,0.030038035361970146,-0.07017767112958638,-0.013806421143791579,0.013239782762458109,-0.03314414974942343,0.14763776959407532,0.1603241600352446,0.032764294353129754,0.10251592232100643,-0.023552556891755033,0.04761984510070565,0.03317380341385117,-0.0007733694192357264
CXCL13,,,,-0.042427163238480066,-0.037159157866138805,,0.03276278565474723,,,,,,,,,-0.05451952386097938,-0.1133803364656301,,-0.039215170754697465,,,-0.024573049799282848,
MICA,-0.01097569137677816,0.028283386164617272,-0.05065809914987236,0.013589474989185205,-0.00674615936270784,0.034072095151475496,0.021458844343226438,0.0446621417906778,-0.03957178822227264,-0.010871278168086959,-0.02737924493253578,0.0053460824515958235,-0.07969727170854238,-0.05442106663135864,-0.00018064075367146942,0.008882259143833194,0.0675119751087261,0.07228373032147645,0.02171955266294806,0.028379568190139145,-0.00226882180418746,0.030607386741146277,0.077126771807452
TG,-0.027834008987507243,0.038034909058191325,0.0181500236748762,0.0540487313824401,,-0.047662311499000166,0.0428813319623702,0.10528906341718493,-0.023108564167886824,0.037121439957746465,0.04348386730648987,,0.017046008531378727,-0.005271785611302967,0.02535234311179596,0.03461890740467177,0.027024588799066072,,0.030813150618187856,,-0.0014980155093496995,-0.00870589701930502,
ADA,0.03412683979926103,-0.0015182740769073815,0.024842209015904664,0.014502323181573405,0.054710833701718246,-0.011321830627565015,0.006251510361213414,-0.01784879735254902,-0.11695490841660118,-0.004311037001416996,0.03269321866781119,-0.12671147457923326,-0.07452866908865405,0.0032870131348551315,-0.012114115755801054,0.03931720384008467,0.03766315235013231,-0.05385642068055119,-0.03500084083560626,0.06274019864568899,0.011557126357313817,0.0051126641178328575,0.024599946445019873
