,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04385916100314629,,,,,,,,,,0.010756846921903918,,,-0.02501854901671383,,
BMP1,0.0436667836412518,0.016834155541991323,0.09243139202473612,0.021649604752111112,-0.005162006335801268,-0.034505841227993675,-0.02039701510487114,-0.07449484580081817,0.0004869080626858336,0.004955365070953082,-0.009015627670376359,-0.0006305184173322397,0.011523948503350112,0.03367756209625565,0.09558222866515166,0.01001816839464489,-0.07301290755941917,0.019688991240139266,-0.009106345218119394,-0.024581744592539208,0.019905163704766447,-0.04077161344588948,0.1245836150551867
NDP,0.06518348078376895,0.006175520060897509,0.04271520881998961,0.052174172354673296,-0.008820310313241455,0.056178318745354984,0.019032672803576928,-0.007708649416297632,0.024916839216141587,-0.055834955958501784,0.02643740005289595,0.006456083613318231,0.059883353346158325,0.11067818901558868,0.02720768446386977,-0.0020462579616759864,0.050897649580952824,0.04678222508686223,0.04644499195503524,0.04643302647683467,0.008762377059908566,0.03172219908626476,-0.03700966074330164
TNFSF18,0.13510428949447398,-0.02360609938184833,-0.007574865646682462,0.03181316963632521,,,-0.013541118898678374,-0.04505605697110383,-0.022741703842856387,,,,-0.03479565517908786,,,,,-0.054801142167522125,,0.02068543174952439,-0.0017219903325521907,-0.07052480563479951,
IL36G,,,,,,,,,,,,-0.002189408745691184,,,,,,,,,,,
RTN4,0.007393241660296756,-0.012509012340900086,0.05290376976598377,0.010538286006417989,0.028674549798057333,0.10598082338573361,0.08595879903172417,0.13589326228735882,0.03925342973954592,0.07506128978381056,0.09900196721705522,0.06218468482650493,0.08863433740672857,-0.029272193902278004,0.007485890060683391,-0.052648620921790054,0.02863280636837253,0.002378804866600958,-0.022614473897861507,0.008673802108852489,-0.010183297253616715,0.18845993657294388,-0.03473913628366886
HEBP1,0.01880996479815753,-0.05149988418459676,0.02502136281317341,0.006432393858229872,-0.05001736959518875,-0.04909973288721866,-0.08873107020461891,-0.09992007237427901,0.013702687415423433,0.014614279705000779,0.0067415289858891135,0.027968230164882448,0.026593573689681387,-0.05791000863091039,0.04906916833016413,0.016773328806018853,0.05820898522589838,0.009418579092393157,-0.011833474629075589,0.06285491118751362,-0.05078945173835693,0.026046571984253586,-0.013428737570098426
WNT7B,0.07170731696892871,0.14102298048604492,-0.016526409702248543,0.03965370839369319,0.05761720970700902,0.0049431454272529755,0.08589315004832192,0.03683736268595118,-0.03762205654879498,0.022145703342358956,,0.0009841277495194276,0.10357564893194271,-0.07032999485217127,0.014862079504004018,-0.04380143358651411,0.06769460979606678,-0.08566985466852907,-0.010081155624587156,-0.053926165643901944,-0.05339998395820302,0.040466332857356596,0.05853180738844008
PTMA,0.013768973661056933,-0.04240897579991983,0.06394805898003729,-0.037484925297454764,-0.013590311860862743,-0.10088126230206555,-0.01693606988659174,0.13857426074776213,-0.07405428121285616,-0.06875491001881205,-0.04068866562975939,2.05670799057697e-05,0.06224972307684398,-0.004740449200882149,-0.02132514171665499,-0.030403364080504296,0.013968817761197122,0.05225901333734509,0.08992007320565035,0.036026586135343056,0.02917064515050823,-0.13395810486484114,0.012499853176670699
FASLG,0.09367627834735641,,,,,,,,,,,,,,,,,,,,-0.021698579026994572,,
