,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.01924620512034437,,,,,,,,-0.018656941492688213,,-0.027293824471236076,
BMP1,-0.030825416162892975,0.10298255082821448,0.031262721932200685,0.059093780307955465,0.03694069577978948,-0.006913008749927687,0.015285008456887976,-0.027589453381130502,0.004099119352870575,-0.015148677906089553,0.050739364974829594,-0.07968700248323642,0.07840987012017682,-0.010213601566608093,-0.009140078773387156,-0.08231718418195906,0.05922724013483707,0.10550133553388515
NDP,0.08204225445212117,-0.00033765465224985954,0.007545336628751384,0.021051150864625275,-0.03558630455223155,-0.017789340803841727,-0.007716566421475457,0.01284157579775145,0.028024733041374053,0.0035295738421498414,0.09179374936429327,-0.06774710372840391,-0.016971229812882287,0.0980535742928782,0.03401151363581907,0.06283508706100707,0.005024847750112633,-0.012800523356812275
TNFSF18,0.001754804675757538,-0.0195811466710045,0.1099366506879597,0.0005909729582539926,,-0.02218109522535163,-0.015199661755949825,-0.014682542103825245,,,,-0.03808739371603093,,,-0.01924057444705301,,0.16801419516147623,-0.039510392276752064
IL36G,,,,,,,,,,0.1024594189922166,,,,,,,,
RTN4,-0.04110153627265776,-0.006971224036865228,0.05373487540568724,-0.015347608802070313,-0.051344632980914615,0.0032116340868323314,0.023215035824683854,0.027054286677078886,-0.01557649981143298,0.023892543841441048,-0.010634953931947133,0.057866161004938216,0.03446139029343037,-0.06466486961177205,-0.004264904332632323,0.07326110698108955,0.0011086562816784726,-0.04672544301479169
HEBP1,0.059398569080990414,0.07876547247462265,-0.017643237297069504,0.0036179809431296566,-0.019480645581640126,-0.057719810883732924,-0.00883451844243886,0.041659704899243005,-0.026900228325071912,0.075632045322416,0.005845354096508174,0.06445156188956104,0.04293650735278439,-0.005282924601862118,-0.0067909772135421416,-0.03375019569684803,-0.0412917264991905,-0.009310210807582405
WNT7B,0.10909366717270869,-0.04570261399743771,-0.04874419334775458,-0.022824015059788278,0.038655799823167934,0.07512926204005375,0.12146196241716793,-0.020852599755944855,-0.013194807322115332,-0.02375159798318728,-0.009165347089422085,,-0.003446578763842396,-0.03243291855358726,0.024382061614184686,0.043761287417020706,0.06583550002538789,-0.03970253011230698
PTMA,-0.0035090773005232475,-0.009258714221693418,0.04526951951837994,0.00010733015418398649,-0.04510320705950989,-0.014222470656158993,-0.01848221739537141,0.004493414564245478,-0.0529060499099085,-0.02220442698384113,-0.05547133201491211,-0.06460286483916731,-0.022156774560742748,-0.04332087938234103,0.009444811753361463,-0.03135495546393443,0.09396636919912818,-0.030889937103738253
FASLG,-0.01817844964224868,,,,,,,,,,,,,,,,-0.02367192465248028,
CEACAM1,-0.02524093642036748,,0.016853478970626605,-0.017516058786319632,-0.014518342226072761,,-0.02681601121384737,-0.023092140848032135,,,0.03334501012662715,-0.026781901760481973,-0.000577491649900724,-0.021048842726186213,-0.027646696737254662,-0.026825834418924735,-0.0054997865237927535,
PDAP1,0.010022973461856002,-0.03623881715892818,0.02851492105960475,0.027932773084929922,-0.005943365464126623,-0.05298627508337195,-0.011989907760338933,0.01069879737740301,0.0011518070995560105,0.04474802792053002,-0.1252594745997299,0.03871441258951088,-0.008653857443608077,0.021983992265840604,0.04396966618709486,0.02380854044372866,-0.030200845401802838,-0.019117415397082005
QDPR,-0.061618622455451966,0.041367061685213743,-0.0014337366214883548,-0.012264705937086673,-0.032643221905992406,0.04655491452092348,-0.0743392470773103,0.00025051874872619045,-0.027039120122235277,-0.01987640026953498,0.041905000859638795,0.031140514512180095,0.008720982689284316,0.04168640830174629,-0.053418396081925036,0.02626672723780295,-0.01441060185156025,-0.018222685907583597
POMC,0.018046191042675408,0.061730837753817304,0.03699508987974827,-0.020032424869746948,0.08225674267119826,0.011576426754844037,0.08535533406351699,0.09830126492236077,-0.026436787872396842,0.0005312398317205491,0.028509218384466593,-0.05635919218347041,0.05448728315799906,0.018172107737425704,-0.05979415929151364,-0.01774449959888187,0.033721924639753265,0.027546032071287592
CCL18,,-0.026259927730457357,-0.03785323386019616,,,,,,,,0.05557549501854137,,0.05502197515405055,0.0854474174116285,,-0.034591859490439775,,
CCL17,,,,,0.04406594606644759,,,-0.018311988606612734,0.0008811969484678369,-0.019741113805002194,,,-0.026178058433823075,-0.02933654044829869,0.07823292300914253,,-0.021455940875917255,
VEGFD,,-0.02958726317571179,-0.03022166678381118,0.0006616144673529005,-0.020730426737604484,,-0.008412643099947843,0.03621137800401726,-0.011979332649229324,0.010442403102865956,-0.05232755971968556,0.01485517626503149,,0.01611862279829218,-0.02594340293300417,,,
