,MGH258,UKF275,ZH1019T1,ZH1019inf
JAG1,0.030227035304545784,-0.004389463749861791,-0.020786148137484344,0.030689063784850208
NID2,0.08512054771442527,0.006030509990535313,0.010386233453013665,0.03286569956255926
EFNB1,0.013763235990833901,0.003622760760611447,-0.01674980142949474,-0.021510686893480936
COL4A2,0.09017497306067788,-0.014200714815916324,0.015574736393306851,-0.036476766494982764
SPP1,-0.025439613825243193,-0.05918901049262925,-0.0016708838578816103,-0.024933209446910503
PODXL2,0.012908371184516834,-0.009313391240452192,-0.006316325289398836,-0.04710870246415577
FGF9,0.042133031491203815,-0.017776869741835157,,
ITIH2,-0.034114823623616806,,0.016214752794858484,-0.048655586661547894
ADAM10,0.030162767915683873,0.028906923660738555,-0.002311438133649375,0.03992873165527395
CFH,0.04585078834897687,-0.035398031914614124,0.0806164406334295,-0.0008510626266737704
COL4A5,0.02980268298591864,0.009449584089279574,0.16569146637457063,-0.017670447760290326
LTBP3,0.013505796231165147,-0.033645647507477255,0.07375406141219734,0.04979118169615104
GNB3,0.07601927873602979,-0.022037171085864126,-0.007058943516627159,0.09375905159547275
COL6A2,0.09971777848109724,-0.03972457492284971,0.02470786266377229,0.06232796752694846
GDF9,-0.0123395423580832,-0.020118348898495213,-0.022963876094820073,0.017645562292423145
NCAM1,0.00689821244242991,0.0019251149899447888,-0.017188818876649036,-0.02318455545903588
APOC2,-0.032353785355275964,-0.03593375997456944,0.007721081203715253,0.10903755235321458
BST2,0.012032250419219362,-0.0006280692595926413,-0.09252437392442284,0.09941855087625504
COL5A1,0.02775816440219299,-0.026569833928399653,0.05604087321060491,0.03611109365255993
CALM3,0.05054062063616176,0.06571047679246404,-0.04954653689310972,-0.015478205636071466
THBS2,0.04942024388751978,0.057674019031329724,0.04714680161832551,0.018440875074255632
SERPINE2,0.06541658550409067,0.03479580884447788,0.01525307402683502,0.08605907410591726
EFNB2,-0.0108144914758842,-0.023985964055561464,-0.014440654577687447,0.006588788317001308
PROK1,,-0.016183513850918485,,
MMP9,0.03657621451939788,-0.016727836700806215,0.18650173174211232,0.051652560493498756
NPPA,-0.003461084445851846,-0.026355519277742264,-0.09207397465143959,-0.0081380322393771
APOB,,0.03573986760908952,,0.014797670677088672
C4B,,-0.013160323281872454,,
NTNG2,0.011609901722775321,-0.0006606141181464889,0.0005494766843042573,0.06892817153005071
LAMA1,0.05037318922785323,-0.024229131493189532,0.08917437311771072,0.04959039656932378
UCN,0.007035143105680804,-0.0297987184523151,-0.02502903439115225,0.07408372211711843
ARTN,,-0.01672783832458759,-0.014319616840852336,-0.03527286298069967
PDGFD,0.024078151493872095,-0.009560316540270012,-0.013918522698438615,-0.06553020845919282
EDN1,0.003595488628869088,0.009386892035684116,0.004864047298692611,0.04937233940577923
ARPC5,0.004214271054865662,0.012442977928102663,0.0017686454224482217,0.08759257792380912
GSTO1,0.035081735458638644,-0.018715745507110037,0.024874700157753265,0.02195252720087847
SYK,-0.004705021498827756,-0.007351853180715491,0.0016705556523558768,0.029661127255461647
ST6GAL1,-0.04629504755103824,0.039515379496782875,0.12010057211091849,-0.04016201051695902
WNT3,0.06805268246544662,-0.004269483433892067,-0.10120781740381207,-0.005304740325428315
HSP90B1,-0.001184959877177523,-0.05120007604252723,-0.022702812293788687,0.09415260236887901
ZP3,-0.012433380782832348,-0.03901975333248167,0.05904117633692397,-0.014403162643578283
NRG2,0.009119779181177274,-0.012672976984233256,0.03540518514166895,0.011333750541013215
MELTF,0.06080910887185899,0.012956629192530418,-0.0770416424109507,0.034846880157209666
NLGN1,-0.003348555694045082,0.010884308728509757,0.04469268903427539,-0.014836275173874775
SLIT3,-0.033853850182631796,0.021184781676702114,-0.052718084952244115,-0.027913726233440905
CCL8,,-0.02878443604659158,0.07734977858795565,-0.02918911950786956
S100A4,0.003640212760475388,-0.02952772742191023,0.05409971471526637,0.023641201504664505
TNFSF13B,-0.07671794651716163,-0.03217178779561383,0.009189926778815163,-0.034842405256572125
HSPG2,0.016014129379549647,0.040351338046113565,-0.013788208043134695,0.05109317468651134
FAM3C,-0.0031346685537425967,0.026103407700742178,0.014725730082474046,0.07632807996049892
FLT3LG,0.04544654079215438,0.03550126936136899,-0.030150017731083067,0.044208034257590345
A2M,0.00038153553618085515,-0.008556073266687735,0.04795856710716357,-0.05801345270027677
VCL,0.03763582767468308,0.009089818155307131,0.024791730952491507,0.004637569395419711
FGF2,-0.029179674879704787,-0.07111534342745848,-0.02610672362197478,0.12304121179525432
AGRP,-0.02224220474313401,-0.01187530249219944,0.06508200736244299,-0.04919376128674929
CNTN3,,-0.010476516312734482,0.04888252351936482,
RNASE2,0.0013214057785254077,0.009462307558698655,-0.03696521591172204,-0.03327632824183753
ADM2,,,-0.04089375436631972,
GAL,,-0.025626884826813284,-0.030506387047400288,0.012450483513741737
PDGFC,-0.011975115705963796,0.05431385857524153,0.024353162649104178,0.04283691997102
COL8A2,0.056017885116433505,0.04204082132527672,-0.08435902182392352,-0.03818098785927782
SPON2,0.05753894514348303,0.007237366524623659,-0.0945726207636879,0.11029997689711436
SEMA3D,-0.0006659922714502085,0.020306225298115838,-0.009291203697268616,0.037227916265069126
BMP6,,-0.01085101276026906,,
TIMP2,-0.010487569410865897,-0.026454437512531116,0.060372454202067105,0.03736128254437163
EFNA1,0.04465458413493202,-0.050544924040399314,-0.017412293012005302,0.10432293706188438
TFPI,-0.003600298653093812,-0.03759387325817018,0.014810772118255247,-0.03409549889278228
GPC3,-0.015804778605733545,0.06206227675188457,0.056307860733092865,0.09893128438008925
NMU,0.014450027187839106,,-0.022651022639566084,0.07219308655774023
LAMB3,-0.013366610460850682,0.05194931742531408,-0.08219632728558356,-0.0017802638914615877
LGALS9,0.0014560029967033846,-0.03776114079436669,0.04825038694702218,-0.09292313379416013
VIM,0.023657455398242797,-0.05236569900553814,0.050046124258059314,0.14121741412886188
PLAU,0.025969852745925823,-0.013108480287157939,0.05261675237529084,0.002937354330374117
TGFB3,-0.02782910533304596,-0.007707916963925614,-0.07150415262213629,0.014512061506966722
APLN,-0.005823208900998195,0.003270583061696623,-0.005553182610740074,0.11207339663248271
SHANK2,0.04382658322794601,-0.009165725118697834,,
LTF,,-0.03708766172105017,-0.008068197081230452,0.029467996133077008
PYY,,-0.013490781619356308,,
PENK,0.05691441609983407,0.02350646976729201,,
CTF1,-8.02804461052721e-05,-0.012685578468780307,-0.017107591645106474,-0.0021630407217781535
COL3A1,0.06357478818446999,-0.017793740802487787,-0.00417249262037488,-0.018658807858352115
S100A10,0.010519118672162276,-0.07756477521956749,-0.011852923521419234,0.11454199109048299
FGF13,-0.004995102451370436,0.006220800622314702,,
SEMA4A,0.08840819299126466,0.0804074404332347,-0.049411620971007555,-0.025315557775836817
EFNA4,-0.024482873921176523,-0.007588840624683898,-0.022313562734271142,0.038639646418930376
HSPA8,0.03526220967949009,0.004626842260565711,0.007815518945325386,-0.05383306970813624
NPB,0.06522859227853546,-0.01609117627692957,0.003811097373394622,0.019781312936565973
ULBP1,,0.017506049918830303,-0.04427107466279923,
SEMA3E,0.06378452758896387,0.013518131271019954,-0.04984187418382458,-0.014846778272895524
ADAM9,0.030455196112248253,-0.022018542324156554,0.053016399067000314,0.04695802164005244
ASIP,-0.012948916467578377,-0.014843494973305817,0.06196787421613736,0.07028832778967706
IBSP,,,-0.013546596523331777,-0.025469201264116118
FAT4,0.0380139925410675,0.06858797463061318,-0.006930929178974957,0.07778576120442732
MDK,0.022821051695207317,-0.05591711311277032,0.043655727349858515,0.06532891779656105
HSPA1A,0.004214013131900649,-0.03613969927910668,0.008780735952070531,0.018931825481335946
SOST,,,-0.03466431777099353,
SEMA3F,0.033400686230558,-0.03826063044332987,0.05718653470424115,0.07287685270629253
ARF6,0.0816463072386031,-0.037422206655263,-0.02730017889123798,0.02328280964328281
IL6,-0.030176276347583283,-0.04391779265345324,-0.09407285543138694,
CALM1,0.08670415533846569,0.031135662140822924,0.018636194390941562,-0.1165484867924639
VIP,,-0.02618568822325277,,
NMB,-0.022561066144405395,0.03281748790833557,0.1421756686668096,0.025708029002636783
CCL26,-0.007122543051297496,-0.010017548150689375,-0.01998771928475976,0.08185675399560309
FBLN1,0.01765119778581414,0.01982931580623199,-0.012853897185049932,-0.005902839623581041
SAA1,0.0136461803674146,-0.013164700129437653,0.05615851821087257,0.04946314034211511
MICB,-0.07107059800735896,-0.0018066789684138766,0.057943607243981246,0.05273686523535818
MMP13,,,-0.038742326371043884,0.020126497975429803
F13A1,-0.03454797371019927,-0.012953848748733895,,0.010669591847363184
CXCL11,0.008502438990669861,-0.02187330301605942,0.034279296266049517,
COL5A2,0.012228831696958585,-0.05250077201445157,-0.03579401430268088,0.006024509782450608
EFNA5,0.009701289738443015,0.023109892807289097,-0.009672355543433125,-0.027917950983553794
AREG,,-0.031005993464080343,,
EDIL3,-0.004961570456836294,0.03919093807779208,0.01951644682405651,-0.11831273751368748
CD86,0.01923447525688488,-0.005193977761867999,0.08171076158426882,0.007995208039509928
WNT9B,,-0.01187530249219944,,
HRAS,-0.04775255970394219,-0.015978966088294126,0.02444214467041268,0.026843440183298466
C1QTNF5,-0.02415968709204987,,0.0034915740992532665,0.011123053291386272
RLN1,-0.0229167072010757,,,
COL4A1,0.05936821838233919,-0.03355880033912924,0.057177372338637227,0.010919723856895732
CCL3,0.012955947451499276,-0.0598416236299354,-0.04640556765053734,0.0020920256349069126
BGN,0.10426338127271875,0.0005646462350013115,0.07261612173934073,0.014410436975141806
RETN,,,0.03105890066250539,
S100A9,0.033811203857901116,0.00433867721220044,0.01692945717362409,-0.05965887511395703
HCRT,0.024208617272837036,-0.014233980471629794,0.0501848050941301,0.07102502689633573
FADD,0.026417843568800857,-0.029455547745240146,-0.07584079027017004,0.08056969206437496
ACTR2,-0.007219876292262732,0.015667299421228093,0.04249759381291863,-0.00959932177235028
BMP2,0.09679548060844878,-0.022641319607693434,0.009711645659671026,0.017215909825778936
PDYN,,0.03847100852015085,,
CD55,0.027469868789893395,-0.0318642174945548,0.060785360326725525,-0.0027248319308294743
OSTN,,-0.009300287331844128,,
PDX1,,0.11077556013871502,,
CD6,0.014547580060571299,0.008058346733765697,-0.00534480755879823,0.008522261041595163
IL16,0.03524249371474712,0.028191777348511308,0.0060298911443179845,0.05271133227028156
LAMA5,0.012359894422789305,0.007762130307325289,-0.02898958072423988,0.07101907084691023
RGMB,0.04633197200414223,-0.0337059241560374,0.01430769856957852,0.0751591932521025
INSL5,-0.02224220474313401,-0.0026661601789432724,0.018729882298987127,0.06413601907988992
IL12A,-0.022073684071591836,-0.011642856903190736,-0.050998119087860685,
S100A8,-0.024935248007650002,-0.04090479862549907,0.034037118652187906,0.044876554662142826
TAC3,,-0.013521658995782837,,
TAC4,,,0.08046057857502092,0.0511332829885441
MFAP5,-0.007932295726226257,,-0.01659174114728508,0.026417091843401855
CXCL16,-0.04309919664098149,0.013749189223266173,0.02281348483961254,0.05783708004945437
AGRN,0.07845715459464069,-0.032162433426159945,0.05982716122642992,0.06865460384843071
COL4A6,8.293017725340005e-05,-0.01827325001358317,-0.08545402893427238,-0.004877271613449222
FST,,0.019888356168744233,-0.00743525938790313,-0.03832130273993169
MEGF10,0.025454084607975994,0.01445028292964232,0.036380966599262154,0.009328024217424362
C1QB,0.01743054105662356,-0.01352570621050471,0.04339880949941643,-0.05280521424899325
HLA-B,0.012860816130522888,-0.01109226320835622,0.007805967591120389,0.09405705142334872
PDGFA,0.026447361303895665,0.006250666529529535,-0.07739557626391234,0.03707245606518204
LAMA3,,-0.022897119414889085,0.06684912939302155,0.06370289425808548
DKK1,0.05698760746316,-0.033790824045610277,-0.01920858510241169,0.006496001643312683
INHBA,-0.028588578805537963,0.05108978356111967,0.09234440104919375,-0.025422507614558106
IL7,-0.03408658197103854,-0.02248504550814547,0.03658695074561612,-0.03384282863082857
FABP5,-0.027478991549998506,-0.033429778288944854,-0.03676650978451469,-0.05441578591654519
CCL4,0.07803191829156289,-0.06508548089697073,-0.09402080621118776,0.013125246926163152
FBN1,0.024492897087304132,0.011588227582536187,0.06942900696632455,0.012055598190059313
TCTN1,0.08693000850265307,-0.016108494134025767,-0.06296037021301616,0.012879936838811713
NCR3LG1,-0.02720190198509033,,,
BMP7,0.02497037390622741,-0.031297710911871994,0.009839771957864684,0.07344342119918347
NLGN2,0.06284767858065145,0.03709729997238397,0.040451602204277244,-0.021995510331141166
CCL25,-0.022242201806773845,,,
NPNT,-0.03318520179296253,0.03748952467826861,0.09477195672985106,-0.003808974088894291
KITLG,0.02997834866259089,0.007700957557184385,0.06419629060610865,-0.0060329436967037405
MADCAM1,-0.022916712911317576,-0.019941971620645964,0.012736331952887661,0.10163041836167212
F12,0.008141492590982563,-0.03213484648167592,0.09103488342643241,-0.03315071471092172
S100B,-0.010279577743355143,0.015067337875631014,0.07756218321588124,-0.09077983857183854
IL27,,-0.012707221885728232,,
CD99,-0.0371061736790223,-0.05392689867658503,0.06981241601707851,0.11460348598441096
PDGFB,0.06826153258661216,-0.023633635743754863,0.06374281490926899,0.0024435231790213316
CLEC2D,0.034031607645182635,-0.05575576858742817,-0.04472939964801154,0.010485123861285701
F8,0.010749725320148357,-0.033447542671874976,0.1015571441419518,0.0366290895862662
C3,-0.030714967074110863,-0.0007179651426100349,0.04624033179696394,-0.0010868862287229382
DLK2,,0.04275700383708976,-0.04427101627325132,0.051821775628886436
TSLP,-0.022581817804790138,-0.0010675315329366352,,
OSM,-0.021547868550123393,-0.004006348445743383,-0.045166789692326785,-0.025955203200236775
PRND,0.01833253923084997,,-0.05706759682185805,-0.002035588735370985
SLPI,0.06845343183093783,-0.06112499865134942,0.01906647638957058,0.03635829592152828
AFDN,0.027265462983179726,-0.029670828762443282,-0.07974057042649954,0.007337973956565764
ULBP2,0.04593225003524861,-0.004272356875082012,-0.019572101062760236,-0.022090058271277475
ICAM4,,-0.014743524062507557,-0.020866494564386818,
TDGF1,,-0.010984025397794552,,
ANGPTL1,0.012756751454018535,0.010416894432076206,0.11912018323206004,0.08086655965215499
LTBP1,0.015072914804055149,-0.05232665751340814,-0.008685324604186502,0.04101354905134556
NTN4,-0.027228470091434642,-0.020186029801859677,-0.0768034837423263,-0.037992895216496195
APP,0.007661076627123522,0.03649851625342643,0.11201829308212903,-0.016670483213824985
RIMS2,-0.0020318376143416282,0.010008691529248555,,-0.02748230539932302
WNT7A,-0.023573074101784934,-0.0384558981821992,0.12633549416875747,-0.020958276000464845
GPI,-0.01569540153294855,0.04501150659523689,-0.027784889382326528,0.10438781358894543
IL1B,-0.02858859022674902,-0.05438037937375456,0.03872100617037737,0.012655523905401478
HAS2,0.035088137747441954,-0.03290804686979036,0.1650465880666103,0.0131396946652442
IL11,,-0.02487349473111054,-0.019963181578125218,
SEMA4B,0.022857270501320016,-0.03067262440009241,0.04753000935689391,-0.009502422397938415
FGF12,-0.0009420414842737365,0.04774583183830407,0.040580720711394354,-0.04184505238173715
CP,-0.006366990488644394,-0.027093140224003085,0.08672787213854093,-0.028046118084786662
NLGN3,0.05016137136354548,-0.020701435476269184,0.034210515520706544,-0.020553026144810135
GZMB,0.15779482430657096,-0.001856566656369779,,
PROC,-0.008195458362458111,-0.021281867803306414,-0.06816738440075333,-0.02080731986848241
AGT,-0.0415471933536339,-0.01731621089705963,0.012401627436867301,-0.006497120913269234
PTHLH,-0.042120342217434326,0.0019957905687440014,-0.029176259043611187,0.08637729778810407
COL1A1,-0.005275922167745534,-0.005910580154972639,-0.028599246996988063,0.019344894544304592
LAMB2,-0.03860206123725191,-0.020648221234013622,0.04954421210884857,0.14688554284047123
DSC2,-0.01751168424020454,0.047636922226156814,-0.003349756949222562,-0.016535896139227374
WNT5B,-0.04250001811234602,0.0331779707819045,0.031071478036182563,0.09595302019988614
LEFTY1,-0.025447328580436628,0.0347065227540062,-0.031206309513726837,-0.02559568243258391
CXCL5,-0.03764099515543172,0.007371261810922855,,
S100A1,-0.006804481858005637,0.04651092253263186,0.1087174920426748,-0.05906039757875278
C4BPA,,-0.01590504481911835,,
NPTX1,0.0754742778153038,-0.022168535329577528,-0.01836961600426519,0.06943128601667511
TGS1,-0.06044904566438136,-0.055209299491693495,-0.0287819275473418,0.04050761768839218
SST,-0.029392074712765653,0.038972091039505524,,
IL34,-0.06970330915369927,0.047110177573607706,1.8303155445690632e-05,0.07872939963609034
XCL2,-0.019586081118626787,-0.017082028906756735,,
TF,-0.008726099720389862,-0.0259901877143115,-0.0025143603527624323,-0.10161449455130656
IL33,0.05022409587675445,-0.02619521575060003,0.09789513232374535,0.05455199012004111
RBP4,,0.014902928146768966,,0.03304518214041613
CCL19,,-0.010161012960263224,,-0.02423341686450073
CCL20,,-0.027917607972274376,0.009054356301041278,
NAMPT,0.028816687314095077,-0.06949014091071024,0.052210276906008865,0.09848713004979488
