,UKF248,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,0.022897869656484483,,,,-0.01611380031937957,,-0.019802415217794387
BMP1,-0.00436248115311979,0.12124658257195665,0.05533590539927816,-0.042159016663691234,-0.06015985368916347,0.0672809018467077,0.004542812526791046,0.03555623990696317
NDP,-0.009527370959141858,0.05602356073209047,-0.008515199078641665,0.056368605655019624,0.010446366895489835,-0.07096346231902337,-0.04726910245620147,0.024939756078721537
TNFSF18,0.0609140541355581,0.05817937516060411,0.09223419507044488,,,-0.016617877844097625,,0.05364335880042453
RTN4,0.050939157109703176,-0.10904174382443017,0.008789888728840841,-0.012379137486631069,0.01992578991999546,-0.04419664716092454,0.0034856040131697593,0.018910545269345328
HEBP1,0.025568545954937093,0.00045435430910565434,-0.009939315349512748,0.008510326414164219,-0.042272007733147605,-0.003591917955139052,-0.005321458322257345,0.06070228778085958
WNT7B,-0.036746420733686856,-0.06900945619533116,-0.030520095349847606,0.034226092713821356,0.005476582292896521,0.025760142667297748,-0.02746402885889857,0.13768024828870207
PTMA,0.0488745681397394,-0.009483676148135823,-0.043485310685784845,0.006059963869644659,-0.014412864131797133,0.10931553400095813,-0.011768134460781548,-0.0010603366416470565
FASLG,,,,,,,,0.03227458360432747
CEACAM1,-0.015803934635700758,0.06291945579422706,-0.016745996129576765,-0.018212109542856018,-0.020776411527878017,-0.02387815553203917,0.023430954592274744,-0.006236223304619085
PDAP1,0.039777192874922165,0.07508837185219772,0.04880968496329061,0.022254177645976658,-0.001684466472597015,0.011110568774417462,0.031430351304414364,0.028474343192172433
QDPR,0.03849129223319965,-0.08465056052544111,-0.027359558143641226,0.004159840344030217,0.05727914975116104,0.00733093405062102,-0.025716676842422893,0.01789918676096017
POMC,0.00989554580560718,-0.012998984818764069,-0.012354528249030876,-0.011089111238654446,-0.005066766376870668,-0.040253754619208146,-0.0038283614556860676,-0.0029039771684081905
CCL18,0.0158762080777327,,,-0.019760003006219162,-0.050734621144849945,,-0.0037716353165145556,
CCL17,,,-0.013279517579130084,-0.012920610229776386,-0.02999205437184596,-0.021245114907118744,,-0.015566871200521018
VEGFD,0.04805164803239143,0.018011353298751625,-0.014148202783512946,,-0.020776411527878017,-0.022407038936766294,,
TNFSF13,-0.014882720858982516,,,-0.024792710325510246,-0.007066221142802609,-0.022782638253545276,-0.020469131549048343,-0.025364917307303655
WNT5A,-0.0034459064885447367,0.036699794884538985,0.06422422452515263,-0.015847417609485947,0.006811746308533236,-0.005563820140839341,0.01288098062099993,-0.060670390605833915
CXCL8,0.009498972406908496,-0.0027331103197190914,0.01658152647297591,0.0014645017083455836,-0.12653728759941854,-0.030163432059863122,-0.006663670055261635,-0.013358483509386662
GRN,-0.01317513434736252,0.08758751827477802,0.03902566879410076,-0.03796734641834222,-0.010803422962205921,-0.10802665689339846,0.02610613508892961,-0.04203680147218097
MIA,-0.029611880938952763,0.05055653996364477,-0.014969374100853552,0.02979717658206857,0.0852525815651413,0.07959504362367353,0.07532558097598122,0.09746405670305651
COL4A4,0.1417242766200919,-0.01814908775675724,-0.013864227203243833,0.05984305610930588,0.06471470899456554,-0.03272638216500257,-0.03673627517034992,-0.0011907448648382547
TAC1,0.04369005577730711,-0.06077768411354932,-0.06821602778806926,,,,-0.03144896795092069,-0.020464235099173195
RARRES2,-0.043534518933230154,0.042820469726944255,-0.0600852332762171,-0.05009390942627548,-0.037318103404663745,-0.008499385407426075,0.012966817932383221,0.0454283899173326
FGF7,,0.04573152051535361,-0.012621819091442823,-0.04068579120874001,0.0288068689650039,-0.023654404643877976,-0.022758681643728504,0.099649158765955
EFNA2,,,,,0.06401760623933032,,,
HBEGF,-0.004976756727667582,-0.008113718529757346,0.047453626717668805,0.015848807805707424,-0.002312039350575508,0.04830099902731855,0.009087752399103149,-0.0020243144139496768
CSF3,,-0.019201385520088238,,0.00029052482740688716,-0.08773672695406286,,-0.026132722718568018,-0.016389513900822952
PI3,-0.02074818320708471,0.0503023507978143,,-0.025749792011365718,-0.11918509844836882,-0.018051190113557578,0.03409464668047735,-0.023594529353752235
PCSK1N,-0.022606814830364762,-0.06299142834395045,0.034850216493139755,-0.029772627448283996,0.010873093566533957,0.015000711453556992,0.008183693510469188,0.015350463348672563
NTS,,-0.023600812565058634,-0.015838267966539643,-0.030142438680111735,-0.024057471194352986,,-0.010935062352475176,-0.024270635193049277
SFRP1,-0.019205275324520366,0.05921414189201806,-0.029408340856306232,0.03486689417053221,0.09346391520087671,0.038452143189798456,-0.03636370732911792,-0.023706647119406413
CXCL13,,,,-0.013862676431112164,-0.05073461562350253,,-0.007945249805529053,
MICA,-0.018662632075739954,0.07034788080155058,-0.03306734739289133,0.026228647148678445,-0.04745902575310635,-0.0712061686462826,-0.011477706866462446,-0.004267431552125473
TG,-0.008179006767688415,-0.023174354413659726,-0.013378611417638507,0.03237715844933272,0.09824251673834018,,0.01444551765308153,-0.031962678281484996
ADA,0.022125284576443225,0.06941850264437827,0.0037462836947062404,0.043200696763423016,0.053133473002932294,-0.042586778969587236,-0.031051478031146024,0.030938994801509717
LAMC3,-0.004278483683913307,0.06587613683656825,-0.006997474215053285,-0.031855640670927034,0.014141265748995194,-0.028530927431344087,-0.025583127208692078,0.019483499531859693
CCL7,-0.0125447417980375,,,-0.01936501652574201,,,,-0.0171746218556088
NGF,-0.021538698706815653,,,0.09729992250276914,0.06533419552597818,,-0.011631821708231616,-0.05142030020080571
TNFSF15,,,,-0.018878716608787455,,,0.07365291741112014,-0.034999855847775006
HMGB1,0.05551221386988022,0.11965484453554301,-0.06445824758309471,0.00958791502495078,0.013592861918925368,0.005173646256502739,-0.0010545365746689056,0.06352258413888512
ITGB3BP,-0.00965854929084227,0.13393621596025285,0.058785628483221594,0.02241861193399449,-0.017899610624820015,-0.00015694012184863708,0.046302328704188815,0.013353941616583204
AANAT,0.0005699041610699286,0.005445960395580613,-0.012031463432730795,-0.016988583621554604,-0.02657356016111138,-0.026279525552671573,,-0.018171466142375185
RELN,0.0015411630836808792,-0.01290693104658009,-0.02648939870959768,,,-0.0011050539975043646,0.018260585015604965,
