,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.054474564408769355,,,,,,,,0.027744802226142784,,-0.020753591710536885,
BMP1,0.07838513037742749,-0.0008615205889071074,0.1263403526341713,0.051015166415750164,0.05843491810897964,0.029856479289896366,0.15296228273998924,-0.03936256533288025,0.07810099221619228,0.13219277917730515,0.07566289868416372,0.1324839972777716,-0.02452480576600973,0.014196274965633575,0.00040533433882940136,0.13942192444974788,0.056776286636188784,0.028111504789176348
NDP,0.03738897978170348,-0.030645763805510214,0.07849204450013181,0.006523630785870964,0.03563167040844299,0.02849016821584825,0.023277093136718618,0.0017168989958395156,0.06778270106963714,0.04497094331359468,0.025782817108363724,-0.027928248281246043,-0.0019721415051853807,0.03449092757842284,0.02577651007535202,-0.041910965960125744,0.006906788108117864,-0.035795584065228654
TNFSF18,-0.02115380653898456,-0.01741523730845189,-0.04086888386435192,,,-0.012024546971160758,-0.005261670179319702,,-0.006514809651414319,,0.18894400765768116,,,,-0.021367643968422476,,0.036848702272959465,-0.026674486459535084
RTN4,-0.0071120157590358,-0.0596742345662624,0.028697115434882094,-0.03195062042570024,-0.05584553185310593,-0.05459715866391957,-0.1532374754023086,-0.014585330544828195,0.05829747149733531,-0.12660969529848481,0.04697857398910562,-0.05522344648559915,-0.00515436254858922,-0.030608444488440953,-0.02987699941930432,-0.004061458189747804,-0.0359486002900151,0.13105829556984128
HEBP1,0.026943389699508186,-0.009772102032869691,0.03793581747579263,-0.032339881761934704,0.0534788806579893,0.0013118929487127308,0.052480395872039245,-0.007297621842227147,0.03568403285211591,0.022946968858770646,0.015656103372368998,-0.006402385360070096,0.023804506351214935,0.015390631689326303,0.016384827433346363,-0.04479554859731777,0.05166934124738454,0.018338754175694128
WNT7B,-0.018635841005200295,-0.04064735746862788,-0.004741078336992081,0.021635065401714677,0.03454938324107242,0.02080529027120153,-0.08403747186510287,-0.010917753188812065,-0.003233028813207198,0.06986468214553831,,-0.009536684695259173,0.008641108745416036,-0.014242923701404954,-0.03312815755666979,-0.02415945712353435,0.024315763221038327,-0.038263203560798514
PTMA,0.02210444438511966,-0.03372475148484125,0.0314001719646547,0.013855577056510242,0.049593710363932834,0.09139549499309199,-0.06918017783631825,-0.09144916666028512,0.09004793581195576,0.030640242380395734,-0.03528101330378958,0.00957895658693192,-0.05160791068503758,-0.004636328951629759,-0.005661689933895967,0.06084161801113382,-0.017829706394738614,-0.016845719667939463
FASLG,-0.018635846273504803,,,,,,,,,,,,,,,,0.07346889242312508,
CEACAM1,-0.025876035645858858,,0.12060781401967886,0.0038247088829008293,0.001152722572618562,,-0.018549634233334576,,,0.07975103070663385,-0.035261425379889265,0.1119214142353293,-0.021321069779388926,-0.017693284757806325,-0.030703073570398854,-0.01603498306079712,0.008782256224368375,
PDAP1,0.06618800755993262,0.029930335745821508,0.05108591664439222,-0.06902421493206834,0.009969819702909288,-0.010344602026784703,0.10786012030030573,0.01974491055898424,-0.016169097672742907,-0.07268163817716582,0.15434321493050335,-0.014420693589947133,-0.025695985080156226,0.030307049559209275,0.06965357755968213,0.017870753343127755,-0.011308410144375594,-0.007439026955974265
QDPR,-0.023243679029980154,0.005924955103078509,-0.06309856111777516,0.006023391520601148,0.007274258399609063,0.03031504453383392,-0.17203549347183028,-0.02495215309410049,-0.15732497061780046,0.033328708902040344,0.03179978216835786,0.012271475472434845,0.036701847042825364,-0.004322471327229348,-0.0020484590596134577,-0.10959367648021377,0.04013962675633814,0.06634068465031386
POMC,-0.007675043943066555,-0.032882874409605266,0.016598932467507443,0.07634001907565967,0.0430399408643786,0.017817607059074574,0.011253045261900784,-0.02936442413245806,0.0695839457189359,0.017240654000198162,-0.00726444472049662,0.016333837119884145,-0.0013042837205475193,0.06677960857709181,0.0008310139896265255,0.05744675029854771,0.030992521804800683,0.021493910272594417
CCL18,,-0.023355265185052158,-0.03246042411379879,,,,,,,-0.0558123163375577,,0.07567011834662968,0.06267207818358336,-0.012907481746638116,,0.04188415808763725,,
CCL17,,,,-0.022112116929761883,,,,-0.013513117896291884,,,,,-0.015126267039691211,-0.025541367322294225,-0.027317450258233546,,0.1661742469954608,
VEGFD,,-0.02631455747561732,0.011323175485614624,0.010454768802207711,0.01718238350206005,,-0.02249843603332995,0.01897939363468629,,-0.021765496028214478,0.03401528617003685,,,-0.017693284757806325,0.06156012098755289,,,
TNFSF13,,,0.11526115414803707,0.05970219139112543,,-0.01166130210002538,,,,,,,0.03136249232187979,0.030787054929681798,0.20085339065131078,0.0022455234004953263,0.055667390734876185,-0.029018036427596212
WNT5A,0.08958773104932254,-0.001435087619363071,0.06118514293977034,-0.03315638334599238,0.0872491386018854,0.093979049521565,0.06625527059632279,0.020860817090346328,0.07997212072684685,-0.05132803049833936,0.06273049965993803,0.03831006382826028,0.04164815833501551,-0.020366153289594287,-0.01170881531717658,0.026210297661319427,-0.00660056936221707,-0.05511832300227747
CXCL8,,-0.08110818648703781,-0.0029490793034891763,0.10371687878502474,-0.13374880911318027,0.005196303541028831,-0.029390185077080116,-0.009230518351141763,,-0.010388996997414036,-0.008841409467185795,-0.03477875400222759,-0.08326772489808812,-0.05402075156534912,0.031661630933782076,-0.0263420089776095,0.03862158299456281,-0.03222126310788826
GRN,-0.07369373604948494,0.08641716674971327,0.09951086282792923,-0.002022257212416866,0.06837762076749701,0.027450210591427153,0.14646110595857834,-0.0013080797452451574,0.0900272430262579,0.10193451357094219,0.10198801767820703,0.02666227930963344,0.04327606836346877,0.018172536943681664,-0.010369182849141427,0.10864788222488558,-0.016097462817129597,0.10970321173728119
MIA,-0.005486963038795649,-0.03614111865875148,0.04862912702321242,-0.006568597724867187,0.019614407618457223,0.10352206561162741,0.020845739726454846,0.03939591290328016,0.1759855073359826,-0.05589649687424405,-0.08136253940823494,0.0017128264388139413,0.08588514617442844,0.07424287877164056,0.015388847518299989,-0.07259614162308964,0.07538276429887399,0.01931402406752336
COL4A4,-0.02158258075049148,-0.026490194541140346,0.008688116987185125,-0.025165474315057192,0.10046551420687212,-0.011095213746997947,-0.0007337737115548955,0.010905838658475086,,,-0.03753572086140684,0.10467218523458391,0.016015120103350124,-0.00014830465317380436,0.046512984783694145,0.0723122476419077,0.024043077348657977,-0.03243204955644724
TAC1,0.006445825827331053,-0.03317690346164472,-0.012776944560020698,-0.024403401820043538,0.00217271367539913,-0.02877153653900331,-0.09494250398198381,-0.011698278142664116,,,,,,,,-0.027664913865814572,-0.02144720102298627,0.04452322010430014
RARRES2,0.08415145408918488,0.06089338679607365,-0.016787660791562492,-0.05614219260039827,-0.049021669739545796,0.014106584491621782,0.1167392031168905,-0.0195841003720459,-0.12456837982622067,-0.03501482809604461,-0.05606154725838059,-0.005127663381196658,-0.05554069005051827,-0.01930706983122326,-0.025038130119199857,0.049678495098948935,-0.008847043685456937,-0.049576678854399384
FGF7,-0.025468144662942296,-0.0540571382742121,,-0.03919577888333347,0.00617501787209086,-0.031800748483025144,0.04820935908956752,0.05452373431022731,-0.0195647034687267,-0.010219869383880585,-0.011345913168964938,0.09418636096046402,-0.005749868204936827,0.07543223266257344,-0.003929742111753261,-0.021264932716768423,0.04719029882156823,-0.01683069619014636
EFNA2,,,,,,,,,,,,,,-0.016816283073233542,,,,
HBEGF,0.0017420069519118607,0.006296459987198147,0.11305379490527641,0.024540127174582208,-0.006025698108325013,0.11972591433487205,0.046811862699263344,-0.0029425214322391703,0.05261003996809254,0.04386151741140921,-0.012268999253743152,0.04574421091272578,-0.005490775688068591,0.008760230074425076,0.02805957271382286,0.05097143682675797,-0.009661861388099774,-0.13353703165685563
CSF3,,-0.026490173568774197,,0.08519674063469793,-0.1030811534233221,,-0.021168129191087237,,,,,,-0.037421775597139245,-0.03515876186426734,,-0.022988338574946296,0.0817910746751482,0.027826617102838954
PI3,,-0.03138156083294395,-0.03414973475613911,0.09957235277474963,-0.055970453500260205,,-0.023835592858228317,,,0.11343498107314283,,,-0.046437318504946805,-0.049250487318442455,-0.0017083137333145106,-0.06882867793468547,-0.015034124855430217,-0.02732200969651087
PCSK1N,0.09548436454489122,-0.04460260058358049,-0.014343147227530035,-0.03292491549133108,0.016405426704223177,-0.050147545282416196,-0.020812987731008124,0.003001621525290936,0.030821401686335036,-0.0654046219709122,0.1145032470961419,-0.020919000608149326,0.043323405205017845,0.019850361822778773,0.05366322402731401,-0.05517368462101562,0.009617771770807599,0.08759551105680063
NTS,,,,,0.03566703442950227,0.0933592314294984,-0.02601817711899679,0.00437701455468007,,,,,0.03262660820457233,-0.02048744980928303,,-0.02494705641769359,-0.025436435293979005,
SFRP1,-0.027115612312958923,-0.04090118727897441,0.03091796548219851,-0.01929367673392989,0.05507564544433574,0.04364206632802892,0.022123173982030855,-0.01351311803238008,-0.04183214553628847,-0.012179527461807579,0.0838610275872116,0.043630573709634385,0.006550234640177514,-0.026068468440035013,-0.03545211093326373,0.023517701364967367,-0.024845356979477328,-0.04256096650341009
CXCL13,,,,,0.029717782389229036,,,,,,,,-0.0076778115282751065,-0.03268744340797632,,-0.037498763994038946,,-0.02767174129108976
MICA,0.01501964293842771,-0.012049037119151536,0.15087391161877434,0.013543337411512871,-0.02985130541616688,0.02163963450743196,0.06546765285700232,-0.050789101841218355,0.05260248379172011,0.09135554590915236,-0.045312982353242603,0.06158335650869905,0.03349499204640174,0.03699800180450473,0.01582671418887824,0.034942495447883345,0.056091107664561664,0.03029304056414678
TG,-0.021582575886773807,-0.021116896478117618,0.006471130023313143,-0.020820933974989072,0.024757154798491953,-0.01563419483326938,0.004008581623417114,-0.009779384739195146,-0.0831504610003716,0.06703197110898226,-0.0522448263858524,-0.045470757823486224,-0.020099027112248792,0.07219048835893381,,-0.018919755899343405,0.01702492947949077,-0.01371585556993878
ADA,0.05966380222273274,-0.031228440106031347,0.06391812428580722,-0.0023793241099093203,-0.00305914847803614,-0.0067539550286118,0.0836709999774857,0.021351089944890177,0.07589410766474841,0.10955490626109886,-0.05052246784684227,0.08060536014628006,0.015207024240765116,0.018175366137734534,0.027854502178937573,0.09445910200353941,0.02932759596538897,-0.01933771102991179
LAMC3,0.05748476326605622,0.008464991398585829,0.13878095910069133,0.03559047130821964,0.04071071828258561,0.16051010125178972,0.11818856456482904,-0.006649255927926382,0.15498367906409913,0.20767469138665373,0.133871100063499,0.09025816908752589,0.03146961084323583,0.10095764006512022,0.022624904982874377,0.1654560003024758,0.06481954085452885,0.03252482379769485
CCL7,,,-0.02064757192046339,0.061255161124884355,0.011357171334658148,,,,,,,,0.015231437736435016,,,,0.14388328122584668,0.05425225096903945
NGF,,-0.015261742015849272,0.06556591019913777,-0.0014854661004108695,-0.0336167359846503,-0.014919215228145917,,,,,-0.11370296736682188,0.029732864035339385,-0.026182944834931714,-0.016590243937258775,,0.007063641205866488,-0.045606141331296375,-0.02525288890058642
TNFSF15,,-0.018880679590995476,,-0.016762810731791117,0.062267879685356825,0.06222172365939556,,,0.07343266054296795,,-0.01966556702532457,-0.025113285350232637,-0.022101472276678597,,,-0.01427536359396378,-0.019381323504748964,-0.03775642031809815
HMGB1,0.023248250866133663,-0.03649840520399469,-0.03084111077096008,-0.04595957506870726,0.0886493967668731,0.021697722800663947,0.12552828442161013,0.023924936827596086,-0.07275588974617997,-0.044726843400343254,-0.06992140764388387,0.01277486739422504,-0.020972952131319562,-0.002865331164145866,0.04931937483154142,0.08665686067827891,-0.04386354771813981,0.04201150843315056
ITGB3BP,-0.04600052610049285,0.03880640046494237,0.008293113706429952,0.01595352536740267,0.035004610135723015,0.04252403402733592,0.1471297809832498,-0.05363189893189916,0.0036554676915795522,0.012880267996463333,0.032074830321849504,0.04914610612627566,-0.019975472399925823,-0.06777213028908893,-0.0008212302595916103,-0.026764369291004248,0.017618324377121092,-0.04045427946816016
AANAT,,0.01807766127248913,-0.018499660137633423,-0.015252445002223973,-0.03637772649944133,,-0.01909422538059137,-0.011272853435684472,,-0.004010289071683646,,-0.029086547880975595,-0.019888677695233496,-0.004686444356549726,-0.004517169941455237,,-0.01904430267484835,-0.020830458154724764
RELN,-0.017892527610674832,-0.026314543817272905,-0.04013460420848227,-0.026474828814429665,-0.0402248709009628,-0.022415095674553548,-0.056028448271692594,0.052805464342064345,,,0.03864642790412193,,,,0.009366225182596574,-0.017243092167123025,,-0.007729826619188626
IL15,0.028117639149976448,0.03943196308000007,0.004096588771481251,0.02301217797623034,0.057674503741670664,-0.012890040364409232,0.01583950073194685,0.06400366572342302,-0.01140897917423251,0.0388248505373453,0.01311583217144079,-0.035165103077431634,0.01687184294738417,0.002205665547394024,-0.029842534774985056,-0.03482200534724891,0.10997472470219355,-0.008744120609791394
UTS2,,,,,,,0.006838190158925423,,0.03973466497571963,0.04646227652730092,,,0.008710248582730408,,,,,
BSG,0.08252428102524029,0.05763206424682482,-0.011094282059996952,-0.044997825097562186,-0.023780569355093272,0.02303026792969671,0.0243475923985968,-0.012336164642317396,-0.05161601931131359,-0.03485608809182111,0.04401771135147304,-0.005654395662255262,-0.0016123810871920112,0.00033942703894558753,0.0004325918094121414,0.010503125286975628,0.07014297555241081,0.009447984315929164
ADAMTS3,0.04085291120643208,-0.05005848791590228,0.028849807806213424,-0.009113447798446944,-0.00013994902783292262,-0.02076212610069073,0.14007280182138526,0.017349025783894478,0.04750628670028697,-0.02814511394509937,,-0.03482817995414948,0.023643656588397927,0.10841659172032339,0.007064463710083043,0.03075138736565905,0.10334606835982738,-0.04575265656126823
CD34,0.004903574017913543,0.015354271627991054,0.07819304826271731,-0.007876477903072604,0.030048542648304675,0.10443848429625864,0.1349334574044487,0.034090024895621594,0.1381884828726438,0.23294105670509777,0.04459971715497455,0.09700834186901681,-0.004275236262034266,0.11399716728989391,0.023462352237495862,0.13059226897985818,0.03776483594152336,0.03702709208258955
CCL23,,,,,,,0.06666962378419089,,0.12326342737527056,,,,,,,,,
PLAT,0.05932256547190728,-0.004161962399726957,0.09529117059594339,-0.05568012613427741,-0.017648280119731734,0.08905633218018248,0.15443787594281447,-0.008539155881813263,0.05608899819938995,0.1289939278994242,0.13769280054302216,0.05302138673319242,0.09012424057447183,0.021274844032056706,0.02286230657922833,0.11681052217542433,0.03092720567277667,0.036927984065678696
NTF3,,,,,,,,-0.018197074635365424,,,,,-0.017052512406647055,0.008648279953169344,,-0.060139967622790454,,
LTA,,,,-0.019293675831341367,,,,,,,,,,,,,0.0587169875773701,
CKLF,0.011670090376572165,0.12711784185669922,0.017077683250293185,-0.018775942959194995,0.05177290949103612,0.017895991511678998,0.13176549446715596,-0.0688356701083571,0.1045902522964638,0.1353310137441056,-0.010052215415398972,0.050915037058433074,0.100226892009074,0.0748623345142088,0.07138353934107883,0.05940165418297099,0.08669807935138976,0.049404856738747845
CD24,-0.02076124185817974,-0.051534291561001616,0.04708980226377336,0.01053676842465621,0.09978283719368908,-0.02185264797455146,-0.020247234337717277,-0.006033910007847725,0.09692948246643544,-0.0032069207208600503,0.020819821541020897,0.05982291561074435,-0.02705494843264539,-0.0029962833813283003,0.009208174337565418,-0.10420023094965736,0.024621055880255628,-0.02418916480386881
HSP90AA1,-0.04522674353538087,0.0356934261994871,-0.00944506394756254,-0.021366363174380065,-0.060183080095820574,-0.09045861487635361,-0.12409920364853695,-0.019558149935206274,-0.07681220636499193,-0.025691735716120136,0.05247670039414137,-0.0488427583793525,-0.11530464194634972,-0.07521693770365658,-0.031075426627422888,-0.02838706565619565,-0.12434696214243965,0.07497505964914677
BMP4,0.06335315630888408,-0.033030142941242874,0.04685170710838977,0.0033126950586696855,-0.024454430388042438,0.05914310470395907,-0.03186302176762379,-0.012715274991088309,0.15250806991877533,-0.0003181107717389047,0.0793314504785674,0.07617633813394631,0.057594781771714273,-0.015223136370716463,-0.01567194306259288,0.13400790867218024,0.0041694863977869215,0.02024554608574001
SCGB3A1,,,-0.0037911403965776524,,-0.04332138144496351,0.005651236566465963,,-0.009508762129278705,0.008318059762182719,0.1407024076105816,0.10598987550069827,,0.05547183308360113,0.11626054235641514,,-0.029645425678961557,-0.03774029982827634,0.006562322339584979
IGFBP4,0.07532769404470208,0.06347403785784164,0.14519820070968903,0.03540118280002417,-0.0037750647164306564,0.08009497848985087,0.14362167630196884,-0.03475973076042429,0.11724855552693286,0.19279924097951617,0.06289199345917293,0.11896812676413039,0.06774658464114666,0.07009812853691672,0.021028024541225383,0.1331310364090831,0.04255262582461322,0.04931790191551733
RSPO4,,-0.01864378256376429,,-0.019975431574462302,0.1123799883254347,,,-0.00950876073840714,,,0.12383038608908946,,,,,0.1669039139106934,-0.03380429127765096,-0.02626638261985375
LEFTY2,-0.021369182951294582,0.04472438048914124,0.11172124085948577,0.006720994426605696,0.011827964212778975,0.08143967469518894,0.13673481156519593,-0.010426472444362449,0.07384350793190798,0.05616102693736227,,0.16869288558323678,-0.01924493147511059,-0.019335704200488,0.061511910045195024,-0.027150989274334646,0.07284786431681445,0.0485513607610656
PF4,,,-0.02141853930555348,-0.013133883921320623,,,,,,,,,,0.03731826204545448,,,-0.02563075542390316,-0.020575943781221778
ANGPTL2,-0.004665321382500173,-0.05980276777974934,0.08854153100859312,-0.02380932121616937,0.06712586488551071,0.05739368013097555,0.11628132429851183,-0.019431595962505196,0.024065578428499414,0.030191973212499945,-0.02852958948755258,-0.06631976500323612,0.06951892908273688,0.04707583300929604,0.025386830590820315,0.13199383843771934,0.08034398965719693,-0.0024491166040955465
LRIG2,0.0004772725507353182,-0.014058516664253683,-0.023127115099719635,-0.015013558665177796,0.029343546574926153,0.09786505442839352,0.05272224123024563,-0.0177780917092293,0.07230329164776504,-0.06919492941205824,0.12389834159892257,0.06424051933950324,-0.002437836495401163,0.044901300128588825,0.028212072407419356,-0.006367679712692789,0.03764894110900082,0.08164354393889295
ICOSLG,-0.03525217264148568,-0.03873208070637631,0.055334068542900426,-0.003246193041469718,0.01140078146622568,0.13024265519095118,0.0016873436341146514,-0.018045852197430604,0.054650166146591544,-0.029374979550579196,0.046804483306779415,0.02789884147060096,0.015838179201270796,0.030289451345531758,0.058441547670699666,0.019364430892200662,0.04212280759080934,0.01152379184597844
WIF1,,-0.043387061742911404,-0.0385391849663107,,0.07340035785677988,-0.07672710070194484,-0.08514755746274745,-0.017893518965817604,,,,,,,,-0.018559338651121485,,-0.037756417219616784
NPPC,0.0787951776537524,-0.03804924969164538,0.004570104001578214,-0.02037389286213492,-0.017336643172113284,0.044634395571922,0.008988004589174942,-0.013214850430681706,-0.03552348505064046,-0.07855323915669188,-0.017262536318284415,-0.014732360346084666,-0.03384339769828127,0.05534690862674022,0.029658879138773925,-0.02905767916686126,,0.06109448913826898
