,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
POMC,-0.04272826612142674,-0.020793794966134094,,0.0266660409258717,-0.007076905663819323,0.039259167490844495,0.0018267590567585409,-0.021175010995467834,0.040933999968360994,-0.03761739484390388,0.015411108673145274,-0.06855240429806628,-0.00466047420501036,-0.023413914931835197,-0.025401606747820656,0.08330558445953207,0.08369878837311626
CCL18,0.010687481298894698,,,,,,,,,-0.07176103673265734,,-0.011956097443530024,-0.020222715429985664,,0.07832298301161848,,
CCL17,,,,0.011970606764602617,,,,-0.02276039400975473,-0.019165958877426472,,,,-0.013117675237865271,-0.024882169752849192,,-0.026394051034937437,
VEGFD,0.04049658855922812,0.06122501446629936,,-0.0213290812273169,0.06332392876065009,,-0.006436653075039218,-0.02424927471678215,0.03364946188345829,-0.02597865326854377,,0.036286852030489515,,0.049986218320266666,,,
TNFSF13,,,,-0.013205443984005222,,0.057452309032695666,,,,,,,-0.02517084847641449,-0.02668290922034601,-0.01743679247736829,0.04796707772867717,0.024678760080172727
WNT5A,0.04459952600744789,-0.016605344465627246,0.06614958035781536,0.007989832112184772,0.06498073782121563,0.0685205039396562,-0.022965844769873688,-0.013288827968833,0.05490423769550335,0.005625552645207584,0.03669138160149532,0.06490489955419833,-0.021001433513110044,-0.08768086952083468,0.007006138352582883,0.0052085607127831295,0.0252538434840024
CXCL8,-0.03467725489575383,0.02523402824741773,0.016670015376858506,-0.032548176856414215,-0.04368360780409032,0.12350702605978398,-0.04656149908137116,-0.06626321141087517,-0.020142533206008114,-0.048319431831498276,,-0.08008100147085649,0.07005094536052098,-0.03532725711879121,0.07435686911440226,-0.06828901320671661,-0.009745346031564121
GRN,0.03715452267893009,0.05572849061644641,-0.07183697674907326,0.04007719187713192,-0.0809027813823668,0.0941622857930876,0.014214909939596612,-0.036561207516627434,0.015086891751679933,-0.062480343365184404,0.041664609210445666,-0.04114017168733781,-0.045668262198324615,-0.04758106390022441,0.02696723631583024,0.008496431609877257,3.858673839238997e-05
MIA,-0.01549707027074595,-0.014906720198364577,0.0790454592302213,0.028489261915587927,-0.029757990027005216,0.018402563144015942,0.0008303515172715722,-0.005440934973169439,-0.024599248209801958,,0.03989202818373928,-0.015119723762066632,-0.009415515165627887,-0.022667002310266166,-0.027484558299217726,0.06202515564248089,0.048933097646999296
COL4A4,0.04389572582006613,0.0010208328387531524,-0.03395933283605589,-0.046140817669857136,0.05959264345259509,-0.018146639691397234,-0.013774186465257167,0.045230898409365415,-0.020503816409056647,,,,-0.034660608190139636,0.01743634098992501,0.05871972287434927,-0.019294982043477227,-0.04116189044999477
TAC1,-0.03478093998326869,0.007298327071551423,0.06689760608510693,0.08996522984417693,0.08893730149797989,0.0005090299280537886,-0.0025431704776772025,0.035159990414071515,0.056159200307292795,0.0587351923304411,,,,,0.03159774500221567,0.05730736454620777,-0.027011581473051112
RARRES2,-0.03417523753183889,0.03661207961277138,0.01030631480545531,0.032723771971820984,-0.030866091774368637,0.03553979497400752,0.010153529457346327,0.08077432608408301,-0.012260955383475445,-8.945794106831798e-05,-0.026941334112405436,-0.045684955499445366,0.0848498508030401,0.027208798650949707,0.006096636829453253,-0.01676763593407312,-0.054373763695338743
FGF7,0.010731415415424495,-0.01891872403243689,0.010064134757563353,0.12671171870049924,-0.03529778377078696,0.052937393975672965,0.027358461464198663,0.029934317442153538,0.019958516623242932,0.01493439595217995,0.05798863330508337,-0.09610529354982586,0.061617986725570464,-0.010246342752259803,0.04071201986946327,0.05025887584868609,0.05225781482213115
HBEGF,0.06567962769052502,0.012800784593959391,0.09844087896729717,0.018461791207184088,-0.029005508636868755,0.03721143870285079,-0.004243419338638927,-0.005056205736412201,0.035265631529659634,-0.03527045046611115,0.08218808879417469,-0.04081894673353054,0.12628511192174846,0.0312656533727352,0.025520834143239052,-0.05138810909160753,0.04126704596832289
CSF3,0.031466390690389645,,0.043878191370323616,-0.02281856842679771,0.03199560294640493,,-0.014572824160074509,,,,,,-0.01947813855242186,,0.044780844012900216,0.0336158011699552,-0.03634537422355668
PI3,0.02038738305353308,,-0.056315028002032384,-0.008739965108048168,-0.05655134436699063,,-0.016409192344703765,,,,,-0.08753254350800556,0.05370305701816147,-0.021141461395249604,0.003448515795570571,-0.060375969476644996,-0.026175372536471314
PCSK1N,0.013238101605236542,-0.022898943269918613,-0.0009884334569223903,0.029830384863182218,0.01482898422282692,-0.011720459118653343,-0.012573664772577643,0.0014852267164903465,-0.06457068258944842,0.05199882977625144,0.086330848200273,0.07081378794088053,0.039847724361597656,0.007918624134744045,-0.04961538423837099,0.0981503991738466,-0.03784485907611538
NTS,,,,,-0.03072376972644405,0.1452307253104201,-0.01791175387763872,0.02391532576705373,0.018226390729059627,-0.0233891329890641,,,-0.030602170830271783,,-0.042536080345930344,0.025330840053174656,
SFRP1,-0.026880605381061923,-0.00815979397916354,,0.053070271005476496,-0.021031214093790433,0.04165144790136699,0.001344941851328867,0.017593761798666695,-0.029487881214195797,-0.039488906042332024,0.024120740860936057,0.0930404018071593,-0.02899486960192333,0.006639494915662341,-0.028774439810636838,-0.04019526119776226,-0.015008440227050206
CXCL13,,-0.02829808381791598,0.07311766817716242,,-0.020842201747819252,,,,,,,,0.0017477920289650257,,-0.0010922196898816787,,0.09550615231514585
MICA,-0.01813870978245072,0.029996209779395166,0.05557815238091986,0.0030858805592836585,-0.04393076256395588,-0.021605539021172387,0.018060628575758558,0.01914359421338459,-0.008057906825213889,0.05493473120146068,0.024008385660951613,0.06548894687293104,-0.04577761474504654,-0.029429793733647073,-0.019434951862596483,0.007449948944596147,-0.11736242427412438
TG,-0.04082206907140142,-0.015913286650365514,,0.11172638428176027,0.005083254267848474,-0.025570314098834476,-0.017588094960136906,-0.022930235632008786,0.006107815108643271,,-0.04048271241010745,-0.04341481255345985,-0.017430110784353237,,-0.01832144765796781,0.08021351840000078,0.038682138552860325
ADA,-0.02086554904013021,0.008266760614133848,0.08923010903343855,0.026826573072790322,-0.001474153155670096,0.020819891716851405,-0.014429575971475041,-0.0072184028916192815,0.016699895556492088,-0.02090026532882265,-0.06972855298422642,0.07286680247267308,-0.034620229042878425,-0.01577953176548334,0.016047016875890666,0.06310684005802632,0.034384149044887485
LAMC3,0.053021413427600354,0.06520109803926484,0.05665061558075465,0.009456001991994593,0.031144676280662024,0.0750551173885559,0.014483829438976154,-0.019968077735670785,0.04302755635759593,0.008546996437432846,-0.0031910201528506897,0.017717109492418358,-0.07565557210943914,-0.06798969329871901,0.007824575251945017,0.08933322192522762,-0.01624663718817528
CCL7,,,,-0.013033202124711532,-0.02763291148219334,,,,,,,,-0.01966037154926034,,,-0.029120035742797083,-0.03772694377606476
NGF,0.1330499621731315,,,0.01047792987976755,-0.02949525693715693,-0.02440093804383206,,,,0.06809923874899702,,,0.016173342852739137,,-0.027747169250530637,-0.008320389467447752,0.006358029600605436
TNFSF15,0.02785878231012194,,,0.14291596268100454,0.01496358465381607,0.04526173715896522,,,,,-0.03731481293796701,,0.00365716265367616,,-0.013823927130811627,0.07728761880360284,0.015610632022989597
HMGB1,0.02729768651770707,-0.02075228726316743,-0.016790736895553274,-0.014754006929436745,0.04292247554939776,0.03228453283344663,0.08525536562140189,0.03233042987030733,-0.00477347283946819,0.001092881481405983,0.007490758195226999,0.17591589455413476,-0.04519284099740594,0.009613304559118005,0.005063062885067474,-0.03378672767052934,0.01929430604862496
ITGB3BP,-0.037165855447674666,0.0025955327860858967,0.04042259274320767,0.04146877485278185,-0.011218306602911989,0.08993035333677947,0.029733141258457954,-0.049128779081710476,-0.036856957409363046,0.0957655480702283,0.05221498455403536,0.0433233571268219,-0.03286543446047257,0.010092265223788756,0.09804978415816418,-0.01628730725322187,0.031928368070961
AANAT,0.0050623199016554795,,,0.07450983831228045,-0.018435065400756758,,0.18945888868393357,-0.02062129490857964,-0.024599249578074956,-0.021989239238994998,,-0.044231265912700574,-0.017247693316008898,-0.03077844571256276,,-0.03081021218479894,0.08883671082558674
RELN,-0.02589932786777038,0.0006478184150723893,0.10561113217286189,0.014919699598978221,0.013547547411814763,-0.007109832029574682,-0.0062737401628181234,0.03599873415879391,-0.034481550666033735,-0.011539788581313224,,,,-0.010244097242300269,-0.016697805842855663,,-0.03461804130222772
IL15,0.020419246509009375,-0.020273283733472133,,0.011999269612820846,-0.025909347195095026,-0.02108214617891347,0.03802071066595462,-0.014823434682804913,-0.013692771741163071,-0.045060862843176,0.014670444221417608,0.04813560706608759,-0.016745995361485726,0.016455907218019206,-0.010692249212477226,0.002296157665814822,0.1259123490731116
UTS2,,,,,,,0.0019762739134318976,,,,0.16449393570034757,-0.06624793942783697,-0.014687673175659123,,,,
BSG,0.03210568477440215,0.02659119126260508,-0.0012513498992517548,0.009155803569945685,-0.022380632897904436,0.03453990756743363,-0.040327740700938246,-0.06453844638514464,0.002371733428717224,0.03159627122402636,0.07717455309604038,-0.11445849754808458,0.007510384900701192,-0.03225029056442735,-0.025232078827807335,0.0772988456556319,-0.030493377620537804
ADAMTS3,0.08322474052932863,-0.027960798383524416,,0.010781461490657389,0.03458091662300175,0.021565752936485678,0.003354987705405633,-0.01650405108450851,0.009140629722806916,-0.03530955131409955,0.08452112610827182,0.13648262741583309,-0.043532400229225394,-0.047689176067478564,-0.0029287422774643503,0.10736006549439109,0.037348902266777013
CD34,0.03330498837844336,-0.039866595444214524,0.014442088861676897,0.00877765874193284,0.04397476770984734,0.05883006994748758,0.019215943238085224,-0.034095589530137665,0.03381916862663948,-0.04144687487192421,-0.04300658089763032,0.02300320254752265,-0.011280634659815344,-0.01991226195636996,0.027102406508973394,0.03992892127522053,-0.011050258377880614
CCL23,,,,,,,-0.014957016399626218,,,,0.056894326106914896,,,,,,
PLAT,0.04944865652463131,0.017029720628365108,0.027647723348708794,-0.03462070055161024,0.03303482343134197,0.06103915397349701,0.018531009689167693,-0.03788789808679661,0.019143251541093215,-0.05662788199726964,0.032710323982619485,0.01934256119731501,-0.006490815051279257,-0.008736631801355366,0.0705649454702947,0.10132848022143497,0.003917084595007338
NTF3,,,,,,,,,-0.039709057081254565,,,,-0.021297732679232385,,0.0027553942696104316,,
LTA,,0.04225746743139579,,0.08732269146501846,,,,-0.019860456071989916,,,,,,,,-0.010838939807139595,
CKLF,-0.00732293783495204,0.022374449630225512,0.03571138891056252,-0.02103928092781312,-0.029092892266511308,0.0886474608755747,0.04018429554525623,-0.016073815723868408,0.02515172509788549,-0.10596971505023942,0.046930657900670816,0.04275524979470711,-0.11978946510147186,0.037174652370725175,-0.01390211595971597,-0.0011278430859958245,-0.020566746741190436
CD24,-0.021676860305384217,-0.030462696757543706,0.0020971422409599553,-0.0065859257099846824,0.007254807003262616,0.06248864223784479,0.015557285431194508,0.05651851652761266,0.047627504771693516,0.04239828130921994,0.005338359623221226,0.05477009824441687,-0.05891204176219861,0.011292952408258082,-0.009171595005918692,0.01647393244929701,-0.002974788748741569
HSP90AA1,-0.050181193713185204,0.0030595139055979922,-0.012880925517931484,-0.03595848030800324,0.09668338580352671,-0.069693227790928,0.023540541612743666,0.030141810808351793,0.008626963317673228,0.04783664110085649,0.01957423643794509,0.003709706351818331,0.10469364569581423,0.03638003875193105,0.010926745910273242,-0.048414436453327714,-0.05686237735389305
BMP4,-0.004403862340110517,-0.012405527894539036,-0.02941097467651054,0.03163644397846989,-0.00473439423345642,0.02715397013530555,-0.0004994152492315106,-0.024493385661544617,0.0019047685737917676,-0.019609916253303904,0.07704374096853771,0.08935057823281964,-0.012537391056542247,-0.010912909523779822,0.02287638632566385,0.003813690115868583,-0.018102525115248784
SCGB3A1,,,-0.025408038160267717,,0.012304740456155292,0.07273740776694262,,,0.07718345188485329,-0.010879817495976584,0.05849181208471966,-0.04859535548184835,-0.02992391663791437,,-0.015199980183237299,-0.00039147389586431197,-0.01822156813694767
IGFBP4,-0.0009821332966136597,0.035781195992402925,0.00587485082616034,-0.05426532935388056,0.050554791615603605,0.06677496311620032,-0.009452023067179455,0.02721351145398666,-0.012570758925483972,-0.0522789242635532,0.017729381909505855,0.10103585933713076,-0.06697045222551566,-0.047022690293228815,0.025819907559255187,0.04601838527649925,-0.05386570969092257
RSPO4,-0.036041175859286054,-0.018918720440718333,,-0.02556887436683713,0.0502294884120074,,,-0.023098919485514784,-0.020749704581613317,,,,,,-0.0193335722058959,0.02955604317748697,-0.029396711948930964
LEFTY2,-0.010642108080576302,-0.01184640775025879,0.05108117395399403,-0.029207963327283534,0.016639289154328638,0.08092491845593892,0.03636339309717398,0.02488531963317046,0.0021722103808604165,-0.02338914838925633,-0.017006495637095043,0.07669806013249679,-0.01668942908405944,-0.04452964728714602,-0.011972292490999062,-0.00844773500444087,0.06998536746944202
PF4,,-0.010645178950209873,,-0.01137121208441838,,,,,,,,,,,,0.06717715072279674,-0.03287539195501274
ANGPTL2,0.019498011449294687,0.00334975466120917,-0.0077490477123275175,0.04435450560575676,0.02596692710544181,0.09318253190260037,0.05395042584625099,-0.00936175266703238,0.0849572451535926,-0.0590955056064366,0.05349790037640999,-0.06804308356978622,-0.08452284953326031,0.012977002910785483,-0.006677624167562943,0.023568785082551447,0.03140465349590029
LRIG2,0.010314887278648082,0.06081993373234517,0.02291042700470477,0.012881740223269919,0.06351185953576352,0.08301662185966296,-0.022304281426906776,-0.01419806322639348,0.03289602469531177,-0.017761254349262685,0.04552750809573229,0.004998258273193191,0.004663432840091294,0.09299072966494915,0.020343517564037704,-0.018685455979408,0.01057009760333846
ICOSLG,-0.035140642915471844,0.03683175147591461,-0.04552061378137858,0.015553710773657378,-0.014415115257417203,0.021254070787180824,0.034263629177414545,0.035273572129852736,-0.039379064456602136,-0.036128277006117315,-0.014314884880502247,-0.07480222796547469,-0.056721925039722974,-0.06561523051754553,0.04646846503334712,0.09031260009667944,0.009453548888506762
WIF1,0.012052500779485647,,-0.028869292071032924,,0.030684296606019415,-0.049785321423988345,0.03392907609857874,0.04469457157009196,0.005192583569258508,0.11675240822470853,,,,,0.023530154537615755,,0.008699827239026134
NPPC,0.018694697140850577,,-0.03187648705672398,-0.01763955415689853,-0.008140926805968451,-0.04454492560281431,0.0006038038510633283,0.04899565848624182,0.022032734656444206,0.007739666561594174,-0.031109784585967557,0.042179039232686115,0.09219468850049549,-0.029199768798959348,-0.017069916011704264,,-0.04778778667936107
LYZ,-0.021498843802745363,0.03705100410863924,-0.004575475116956969,-0.018028363378641565,-0.08486348911721045,-0.022074954754399828,0.014427911107655744,0.007911065608302058,-0.014037696047106205,-0.0805172498360109,0.06387702626193162,-0.04518200457516936,0.020784588257206582,0.02820359913714865,0.0361446550908616,-0.03333131373370885,0.0672472980722935
EREG,,,0.0007525028826589518,,-0.03565707668814656,,,,,-0.024060598486115897,,,-0.039907028931238625,,-0.024080290147833368,-0.06262310313169678,-0.023202257937569973
SPTAN1,0.02504035464528379,0.007239176616056029,0.05670897948239854,-0.014996783531488875,0.04602125709596485,-0.019718157276707837,0.051385232157950385,0.08847281882288362,-0.02027995385360161,0.08196529059077323,0.06680812294065307,0.070788642385634,-0.037926113782942396,0.05471091867850814,-0.002226194008904822,0.09788583820960461,0.040904989059982216
PTH2,,,,,,,,,,,,,,,-0.030746820631156933,,
LIPC,0.007099151883499783,-0.016021563247113926,,-0.006411715316649582,-0.024531697533581944,-0.03269300297917528,0.022913813722111317,-0.0025111113779774648,,-0.016772643921980822,-0.03298874202766868,-0.06510238002150587,,-0.035841243253540905,,0.02848601537999483,-0.013147294380990004
COL8A1,0.008601712747878609,-0.024767622775658683,0.1275579516251661,-0.01902472818012374,-0.03830059747411586,0.10889008259406145,0.03902748098706156,-0.013030567119682633,0.0536928390509828,0.011976290400504285,0.0328132656582491,0.06746970268958971,0.020266802479631356,-0.024215965871034473,-0.0402990424175872,0.016294886144172814,-0.028379184906860207
GSTM2,-0.04200534234115568,-0.023326336521126517,-0.025719740316778775,0.03950896410300796,-0.011156112082504667,-0.01782779336030639,-0.01186887057788242,-0.010062486439825687,-0.006188532923770987,-0.03826867832084203,-0.06477126373392746,-0.035710759301735145,-0.04730198681381132,-0.030073410574960314,-0.021260459076335,0.014857362477315188,0.0046893421019403286
IL4,,,,,,,,,,,,-0.016722244194051303,,,,,
SPX,0.012532618860538284,-0.05289517105174109,,-0.024324516953128903,0.023392037496604557,0.0006372783927030901,0.009391454619764565,0.027118360102463452,-0.013125565606668147,0.0407186984238834,-0.0028374778125689294,,-0.019822492239268723,0.04549413250248697,0.002102368386803668,0.06046277003044761,0.00046824967850671653
MFGE8,-0.04641774965266977,0.001564637376998981,0.044694600291303496,-0.03323875623711281,0.04413989018842066,-0.011050179454952166,-0.029950387727939766,0.0035338553075427424,0.0034956995074397184,-0.022118230701762942,0.08271221168809109,-0.05366958484701706,-0.06628786374599001,-0.03400540231677747,0.024498796298467372,-0.020468873382165687,-0.06944420032023116
TGFA,0.01956150376058087,-0.04477691622792867,0.08203520894762796,-0.00790081034501518,0.031025200655480045,0.02235189266558807,0.009696674815601785,-0.024217701562677354,0.00016476621580308067,0.0035292983817057505,0.06120524845341787,-0.063376995225452,-0.030614132837983067,0.0919396926907096,-0.0686168021163175,-0.00814876956200861,-0.032544027180101916
SLIT2,0.026995265652184644,-0.015507117808995514,-0.01888503719680365,0.007727243999700256,-0.04191943044785659,0.05082043040334446,0.03742702748012029,0.006777867805429636,-0.03875534015036518,0.09353466892759543,-0.03265072275509569,-0.004862779212777356,-0.052375713330565926,-0.04341288598230485,0.01698323682467908,0.003529611788657295,0.016515918103520773
PLTP,0.008065989438137718,0.015376902459810198,0.03035638561008383,0.014847378374838075,-0.03756019004489541,0.002240381755020376,0.028172382068975807,-0.0009561295190577468,0.040555875092334666,-0.07538061747804396,0.07138575492998626,0.022842204849192412,-0.06908491400676671,-0.007338405525157422,-0.06251493435735274,0.05844814531654756,-0.010339105805419151
APOD,0.09199759455512872,-0.04380419232805223,-0.0012384879011777437,-0.02496299441166905,0.07295104968808075,-0.0015239029187919214,0.02352819219271947,0.0036477457488906717,0.06654158746401002,-0.11052728723630811,-0.10954019635661623,-0.047686455196023006,-0.08602818452523446,0.0412864204581238,-0.0021320924330377367,0.03079511355284229,-0.05034131560934104
B2M,0.03172497006243959,0.005810424589435482,0.025648998363765118,-0.004751271548041397,-0.03498323306020659,0.0813753496425887,0.02015496695652814,0.05240644399812664,0.04372254935362686,-0.10928020175557927,0.053816381357079085,-0.055028617034343176,-0.04267318431874075,-0.042309992986405955,-0.035883867350918364,-0.00011226539582893508,0.10618453068785998
OMG,-0.02172370284258225,0.000990637483125463,0.04108952605950319,0.024567648270623365,-0.0065504950198231335,-0.0334142463878262,0.007581818733753809,0.055636972442182485,-0.07064865058377404,-0.06339310390211471,-0.0012711521643260146,-0.02067646267128175,-0.0606652250271952,0.06670106497074287,0.009846181617747647,0.10531074103755123,0.02244151023773322
CXCL3,0.015295966070042681,-0.02188547483897363,-0.01801240040311849,-0.016833464709533463,0.01872698285489251,,-0.017258863983333983,-0.002308718858332624,0.029673716350610956,-0.03387118234113692,0.12701916476881728,-0.006542121984577271,0.0660606166359713,0.026660468668571254,-0.010755063902250148,0.041496320228040874,-0.049081706799040704
CXCL10,-0.01155472811784109,0.05901887282048496,,0.0038702799983833776,-0.03409358140207712,0.01125051223048502,0.01337810559175539,-0.01465161145717728,-0.033720079702398265,-0.010486747821200982,0.08335100116959968,-0.06747234762189723,-0.020301855806354373,0.006163852381340773,0.031091207630422158,0.08623081725995414,-0.0006260141958082416
RSPO3,,,0.12833111836551236,0.008716421673281698,-0.024531682408587014,-0.026397207612894814,-0.02158492126131457,0.05791615185485704,-0.037086734981159886,0.11792050941300647,,,-0.003970628230126663,,-0.06772589680501516,0.028485415715383284,0.03105466240520558
CORT,-0.040408508176826126,-0.01901161550345343,-0.015361939144998536,0.020792839432272753,0.01998979986341837,-0.03226379367180611,-0.017327107129234902,0.030956275078364823,0.07832012330073314,0.014702634929108971,,,-0.022418026432922546,,-0.03215432353450859,,
NCAN,0.06477596030070615,0.015780893995648845,0.00026216305366362497,-0.017390913900780118,0.04868239649547226,0.006728052295428025,0.021281918857169554,-0.00822547999849769,-0.016400333587851895,0.06299242148541384,-0.015402281983004308,0.010952771443366037,-0.06696009704247322,-0.012957308308981294,-0.012225315518444453,0.10923958880646344,0.036995335357761595
PRG4,-0.05514812613883864,,-0.02657820223320298,-0.013033204155742615,0.09000042259785151,,-0.018698406152259855,-0.029519502110269564,,,,,0.018813083952187046,,0.024488935123261505,-0.018823023316624003,0.09411072572726595
ZG16B,,-0.012809742720231863,,-0.01512662738023291,,,-0.020187934261124255,-0.015780935251252494,,,,,,,,-0.000992256989258568,-0.02804608103163394
TGM2,0.003875418582503379,0.029090415744222824,-0.04130766419966197,-0.01612855214602819,-0.022354926857728722,0.0091352340051935,0.03694184480103965,0.018449847454114324,0.07494374502231115,-0.050142296611578825,0.04984097761543809,-0.03959085199065865,0.004284257609378848,-0.07873510097916557,-0.018612746220583835,-0.018506167077225535,0.006157124878083233
VEGFC,-0.007267814979128106,0.06251235220333262,-0.003364008344935581,0.07796871141939954,0.041493439661893984,0.03538532275605581,-0.024652674517672366,0.03417307328065493,-0.012296342168387911,0.12837387385551552,-0.025260479301786813,-0.0185939989312808,0.00954786724749714,-0.028588622061050464,0.05315922227687559,0.03926314639414121,-0.02611596302125196
WNT6,-0.027061803260990745,0.09622383557329538,0.029114772243798638,-0.0017256316772099813,-0.02420232299653292,-0.00474873392261051,-0.018387434000409944,-0.018115713124822592,,,,0.03496397180115952,-0.029349393256342095,,-0.02565880553712611,-0.006026637096670037,-0.028980016137161953
NRG4,0.025873080518665256,,0.09696741304053173,-0.015862005672842266,0.034549968131685434,0.05702565173911158,-0.02329005105702009,0.053226264573778374,0.016420304250060778,0.005286617130538155,,,,-0.022956250581176375,0.1880482656905664,-0.029551145445771806,-0.04358149934645643
PMCH,,,,-0.021978354192219867,,,,0.10869889151624422,,,,,-0.019983414348324353,,-0.014699398433029217,0.030192158994250554,-0.055812382047293246
COL9A1,-0.05826415202341646,-0.029423564181671153,0.11377886520241713,-0.01656670722527515,0.06955094010021803,0.0766064677502823,-0.022171269872808038,0.02598948109365275,-0.023439373366012168,-0.0008946847474056848,0.018807690802131845,-0.11250064853159071,-0.08394382999473678,-0.03124925395633965,0.045807992394216124,0.12415846239007741,0.02672151432664273
GDF11,-0.0026778120938088863,0.09693027468254564,0.011374894044314104,0.05076276809333697,0.015270115968436013,0.06711158615221617,0.05355371639332124,0.0033777323903909436,0.0722626237640209,0.006817207058240269,0.06821042523111477,0.056520721295993816,-0.021475086785908627,0.005747498321829259,0.010152160873407826,0.06245035168951631,0.0423449109928889
RAET1E,,,,,,,,,,,,,,,,-0.005357213389778045,
IL24,,,,,,,,,,,,,-0.014899152199167813,,,,-0.048722666456314366
SORBS1,0.03603159127637578,-0.005824783669491175,-0.030064970429472062,0.0059208645550210106,0.015184005837415025,0.01114358239041426,-0.05114681986619749,0.06139632649496434,0.06545241160519541,0.011886215123950281,0.001965877582298781,0.004682656388393008,0.02047880819602691,0.08157698950026131,-0.05029364552523071,0.02527256175165414,0.0025196929224673365
DLL1,0.03639862830392795,0.04856227110536126,0.02773415660071456,-0.03708477926627178,0.006292589847677088,0.07229255639645057,0.0281937525852151,0.050878826962233364,-0.060446199384974794,-0.01652936578337069,0.007343505851851993,0.12432384579846188,-0.039226717547530224,-0.0238414870513376,-0.018790173837429605,0.061692569873229616,0.06616717751511796
TLN1,0.08893393726368926,0.08058097587517819,0.014969630811709565,-0.02735369790265914,0.07025700832991287,0.04031512795883032,0.007575867502842536,-0.008600478059885648,0.025928708234786685,-0.04840661959090182,0.03137656459684977,-0.004616069569347927,0.014521245192048202,-0.008321460221077047,0.052972991589203836,-0.020699963489419333,-0.008531439501574508
COL2A1,-0.03828111230576517,,,,-0.015687849283246978,0.1060843499883493,-0.017258869856716673,,,,,,-0.03257149987361993,,-0.018429127138991426,-0.012816102434261211,0.03725459704212185
SHH,,,,-0.013543638988333556,-0.03976975934304693,0.0460234760399709,0.12609916319540404,0.009158234119493094,0.024479272163371393,,0.10434142351290666,-0.03709130758512501,0.019304735652668815,-0.006434665742794504,-0.022497465377056453,0.03641491294151029,-0.007464330192658518
