,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.14351382795106662,,,,,,,,,,,-0.022245090533743943,,0.05358029653339786,
BMP1,0.012805740090968422,0.07390701619522425,0.0456178823251476,-0.07086961633846807,0.02687765598371624,0.12066905838879174,-0.0037755452048084544,-0.00925198945733052,0.032594220507115024,-0.012366434323593113,-0.010510002070887781,-0.05530221247937874,0.044116249752746355,0.029169792796810923,0.03616843589404409,0.025057049130563558,0.031508417465459335,0.0510317384971307,0.024492627627146133,0.12485033905723063
NDP,0.0857249597324127,0.01554886607645796,-0.0020127913257283205,-0.0010798594729724456,-0.00045892625552642816,0.0011907650531451128,0.0035371085841137215,-0.0359741211369663,0.03931653134739647,-0.004656270830133795,0.035582917338785526,-0.026873941237821976,0.04081961467404796,-0.025043356070217584,-0.03166031939232984,0.059492740520697,0.02597141765041674,-0.039523631241675676,0.0815637953990319,0.005290184964304572
TNFSF18,-0.02129173332921002,0.011987072367933874,-0.030351583145365485,0.04909133108379646,,0.055765132084977846,-0.015563755887490285,,,,0.0727819780434284,,0.06906702597786286,,,,0.06400527926294704,,0.004747613902423585,0.035005379124049225
IL36G,,,,,,,,,,-0.020403336017100565,,,,,,,,,,
RTN4,-0.0267314371730005,0.055524401621379345,-0.007225468468422925,0.0424580009756616,0.007825921620750735,-0.03641485588644241,-0.09149968875163815,0.00971013563261373,-0.03010469734914687,0.0162071667964634,-0.06262239235929024,-0.04555568070008388,-0.03734618977218878,-0.05403019113329739,0.03917702475472648,-0.04280477395525162,-0.05361967159210088,0.014635396219472617,0.08083628406929026,-0.16422746593958826
HEBP1,0.05157618146867815,0.04175813102039725,0.04338921868049163,-0.0296657834260609,-0.032922729020044394,0.08309059981066348,0.014640537105065847,0.02046259258294443,0.06116828553680877,0.009309795309178569,0.010422894519475898,0.059805926027105535,0.04298487903557154,0.03937469495429398,-0.03261560352497768,0.034257077079799164,0.03976411173704226,-0.03396338989943965,0.06079452256524969,0.04605613805583886
WNT7B,0.018305851718751365,0.06833545061636459,-0.02901871755405331,0.02905956767803947,0.0005063050922759227,-0.053983048441388674,-0.010084211572362995,-0.011083479626138534,,-0.0224256175917903,0.04419264178131498,0.028524751789013973,,0.014196238918269714,-0.022841801036130295,0.13818469809303033,-0.04797142251209451,-0.021792635702022282,-0.004388656247265479,0.017913147028157262
PTMA,0.04795026033618469,-0.031245159338619176,-0.05221744363117957,0.022655867864372025,-0.02021820565122569,-0.05462893320436006,-0.027713830948747614,0.02816686964088605,0.09305803829393643,0.025004161834144747,-0.021730950221651658,0.0634798884084009,-0.05820350374332836,-0.02119177902815255,-0.05403590116126286,-0.08235545706855735,-0.07238617515182379,-0.04824647397898178,-0.09691627923943477,0.002006449889044133
FASLG,-0.030338106105461216,,,,,,,,,,,,,,,,,,0.012243020019203436,
CEACAM1,0.0056130291504686725,,-0.01931795086573243,-0.01859094422078272,-0.0399767069682864,0.01661278768026084,-0.02447808019461973,,,,,-0.034108476507816954,0.12793684049638376,0.04405000287914605,-0.031308721747348646,0.04855428239605018,0.06319657328582927,-0.014464089260997789,-0.021847452266054914,
PDAP1,-0.0072888854846818426,0.03583931646050048,0.00034539186679122605,-0.07456386073492527,-0.008482130051095115,0.041475854136073485,0.030252142045572004,0.009082735506063502,0.03171235397820387,0.0031112282897279857,0.08171633863411752,-0.07745073368960509,-0.03669587461347615,-0.01720898451268619,-0.007397655350791145,-0.041111073213332815,0.060964662989898076,-0.04765856774831867,-0.017164856901122637,-0.043814431164466955
QDPR,0.08752360458389563,-0.04898734086685225,-0.03055351500917067,0.015362483548436594,0.027089756380952647,-0.06931279047051865,-0.04381185735068378,-0.011316404510394427,0.04624149493710477,-0.017692109350894575,0.04496680028611238,-0.024945310752452262,-0.059537457070371044,-0.10889480526442691,0.008267542370287782,0.06572815981985057,-0.06538326194094135,0.07330027655696231,0.04972785795403697,-0.12019172765414071
POMC,0.009151107348607948,0.047977880988501996,-0.0056894868511098776,-0.03303314183279855,-0.013799770226203765,-0.03126569865431603,0.09109481563746212,0.008400148633124906,0.010644015449927375,-0.004095855639444643,0.01517644345011016,-0.0770284126977874,0.05744639049551184,0.08270682433680167,0.09670271083913433,0.08244816886883556,-0.03880955566454186,-0.023661349946772124,-0.020945138403762633,0.029675759477785318
CCL18,,0.06271880136781945,-0.02410697744263964,,,,,,0.04156037321523351,,,-0.022167527090536217,,-0.024959915060600763,-0.003611855440093947,-0.0036928129584121324,,-0.042142340598567696,,
