,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
NGF,0.05348351122962475,-0.030861585261051566,,,-0.04118410006138745,-0.01973122492466574,-0.005405745672918234,,,,-0.010351995759392853,0.0917889642866985,,,0.1551043335377396,0.05539739277429462,,0.00015578294454794063,-0.03251703879723505,-0.018041710263546416,
TNFSF15,-0.043526785841445315,,,,-0.0063997013387514165,0.027023931360657012,0.022794400802958928,,,,,-0.007668512104545642,0.04303901301095121,,-0.00366986582928315,,,-0.006070773333037244,0.02141849168274991,0.04668781872097945,
HMGB1,0.030853482452678774,-0.03049167235743622,-0.01323789220355864,0.0057882541451979115,0.07427322607690996,0.037360689613916385,0.11627053932182758,-0.07755649347457874,-0.010096054479442111,-0.010328931028495397,-0.08577664476914519,0.12281857974129942,-0.04655448183724519,-0.10475718606347653,-0.1174673705880951,-0.03039963802226013,-0.029565404480916865,0.039149778096585174,-0.030483703315699648,-0.03875691975535315,-0.16261932443490149
ITGB3BP,0.011083861820539907,0.016148893134405644,0.03220816934821265,0.028507353086803574,0.04497252168447978,-0.016876985463899513,0.16679833408470807,-0.10015127249258332,0.028706806227355136,-0.0022862538717171818,-0.010770894305777119,0.050751435099481615,-0.006213389815463173,0.02504277247670515,0.06091829773343387,-0.021617917566534244,0.009868265471090461,0.0031210015319448115,0.014171671213606688,0.05031560704188263,0.02625332339503677
AANAT,0.005650160367434284,-0.026078485722290445,,,-0.025158795825229622,-0.0076472660598070384,,-0.0138130902109921,-0.020410573490684508,-0.01865783456148287,-0.027128809973583305,,,-0.03033465300985853,0.06389248557812499,0.04745981950001447,0.09974054727066949,,0.0381072004963998,-0.012884505274380518,
RELN,-0.018025261095872176,-0.008436807497129889,0.07726072967291883,-0.03328263212457555,-0.0044583728850366815,0.06480501883080506,-0.011516705724217188,0.0729476865835394,0.053877439363844676,0.03968717814854839,0.02575886444185457,,,,,,0.055537840968218045,-0.017167827666162854,,-0.09873887724221243,-0.0007141378375395582
IL15,-0.0136878759889167,0.03858248316426388,-0.019643136283100656,,-0.003856462465837358,-0.017978592039238232,-0.014307333808761424,-0.02378973390946952,-0.036348653460407734,-0.040101801010603455,0.024584302581324782,0.005734739056394151,0.1510462990932705,0.03827701550308748,0.05980710039935873,0.07772558662855762,-0.0045215418871050505,0.04853665799920842,0.05185652880696053,0.14315602302772812,
UTS2,,,,,,,,0.007276620394037539,,,,,-0.04774896388921323,-0.017107537849899462,0.0557835968068271,,,,,,
BSG,-0.02339903747501537,0.03945906611149437,0.05566305769524129,0.04063309607888859,-0.033862404852169986,0.07116417856943566,0.15404413171395712,-0.019049550266506517,0.03198557371167787,0.07659894441490897,0.1276415755510843,-0.061148689544799004,0.03543416549830205,0.02003468763160336,0.06410181315913095,0.043803876993586205,0.14153133050189323,-0.03164109604981456,0.08371710978282529,0.1267312203110516,-0.06024673985697829
ADAMTS3,0.03031222719378862,0.04710137658265356,0.0235299553036838,,0.026951327378974477,0.053169008808278295,-0.011440088937751253,-0.08560266341355939,-0.014075802855895445,0.013677883198660567,0.03756355370919957,0.0830966296933927,0.10982328000209336,0.02406525927309531,0.051069300298417476,0.11882950807301047,0.04465173800879802,-0.028293043162296132,0.07035334841523454,0.06339043801232694,
CD34,0.009713090261354595,0.036454395058123854,-0.0282995493490193,-0.0272008847854938,0.024371603692701947,-0.028691691119059504,0.02206371352348423,-0.0647605984841738,-0.0005078481033485771,0.05754749220694785,-0.004014434654720906,0.10089764955632191,0.037782975874608014,0.06272764189253119,0.10204504969057665,0.1423837573304963,0.09986453585687667,-0.011748228022497491,-0.0003536931091952517,-0.024059403828843508,0.011526291240274959
CCL23,,,,,,,,-0.015717103976358584,,,,,0.04839033949427417,,,,,,,,
PLAT,0.046725072397252904,0.08873581158770913,0.03845446432366601,-0.003695199236069478,0.04573958961737512,-0.04148898541650853,0.15256827450980961,-0.09392269871014708,0.009822423509941752,0.03179225724316851,-0.05239293285443758,0.028256715612627076,0.04778462610788745,0.0030244133250257434,0.06939486441523439,0.2311007784020178,0.08269735100787198,0.08048155373951894,0.04732686805494254,0.07934197637220149,-0.01787853473949945
NTF3,,,,,,,,,,-0.030118195893051557,,-0.0015029702664352792,,,0.07390809331445838,0.14672375973941734,,-0.024463406052569123,,,
LTA,,,-0.011338930644624427,,-0.022351017440628954,,,,-0.00569605762342899,,,,,,,,,,-0.03151980171614666,,
CKLF,0.04100479712443711,0.017417084702963027,-0.05256764785084309,-0.015967197716128395,-0.006619250728968689,-0.041293778511443086,0.15125214287316152,-0.0976268965500062,0.0068122097557166954,0.03369664535610891,-0.0891702492634477,0.03874579891967352,-0.017074269249480453,0.11620190150845974,0.05538073605777544,0.1331109432457947,-0.033323141133185886,0.08183957334477052,0.10250979709806421,0.10809574511980448,-0.05497935607077221
APELA,,,,,,,,,,,,-0.07352874686900347,,,,,,,,,
CD24,0.00022950196017050353,0.062270047326615376,0.05923517243097374,-0.0011421967650584223,-0.03361765309615047,0.02391369438087297,0.15362144090154586,-0.009346563249389263,-0.018432817313516783,-0.029910355841794332,-0.00565120558408119,0.22388169014654316,0.021054951687594088,0.07949807389041826,0.05806816469008071,0.16667925784290794,-0.019588136135339166,0.05660257972675134,0.07339008739495971,-0.016888561231686684,-0.003643199260396787
HSP90AA1,-0.0024179758026884835,0.03818920017178787,-0.06567440590476151,-0.03421037865547777,0.015850857964261614,-0.016666585293064782,-0.14985142534783094,0.07969541699627394,0.017829683554952756,-0.058663521133396325,0.16278387260115465,0.005529563204632974,-0.04510490672473385,-0.08745729148045513,-0.15122576455609996,-0.34044769952556386,-0.08432858308740257,-0.01871157300591142,-0.09330607562020882,-0.09545187546458603,0.006945362021966186
BMP4,-0.0031308848586894724,0.0022256516304485882,-0.012019931171480836,-0.06269619713070147,0.01781219467248586,-0.0377994701663328,0.29657025282535376,-3.378300207357973e-05,-0.02020589512015309,0.0411166429141462,0.04626008428835071,-0.025586461229204445,0.05101216778985542,0.029738734537105224,0.046190792777543094,0.0356705202957087,0.06728971303671219,0.021837690630056965,0.05895466420282911,0.006245490812881379,
SCGB3A1,,-0.017974650424956176,,-0.005743920632656487,,0.031651628022498456,0.06896215029815707,,,-0.01573806593909675,-0.04775429749671007,0.010800468709379035,0.0617296484189537,-0.017393953898869705,0.0677486826640161,0.04979905601595768,,-0.028253241452762378,0.016662509238255706,-0.018421603625055905,
IGFBP4,-0.02151612980756225,-0.009086185903859416,-0.05729687989631855,-0.0462877048385996,-0.031637963087142375,-0.0428619797411112,0.1825660910057253,-0.04405973172332023,-0.005171844687423446,0.008030773281643323,-0.008388540635780511,0.19126559926642947,0.0802061471959727,-0.04818657438660775,-0.014280095929400485,-0.07226440370911023,0.15135951700127032,0.05694150933374127,0.01579286207016824,0.02605592741521267,0.012589482743615356
RSPO4,0.053727810064820275,,-0.018330676411603984,,-0.04871339591452562,-0.022993442138797216,,,0.02699575517472955,-0.015738063637048588,,,,,,,,-0.04160653581792695,0.025153325874855425,0.08869373067150518,
LEFTY2,0.05996764933082914,0.030074939435997934,-0.011478189964821228,0.0006413636489660642,0.10657172494832522,-0.05027016770118028,0.10124527404381742,-0.04682991025922311,-0.006392821012023551,0.06438724239048955,-0.028855921535058855,-0.02588810530603323,0.028292466124403393,0.010673989272860028,0.08739668274302402,0.01080725799539445,0.16106118805503997,-0.06974309679053595,0.05916690038365741,-0.00828712545812085,
PF4,,0.018092737095741107,0.11543610836269498,,-0.021664244907658482,,,,,,,,,,,-0.020965664244392782,,,0.02908403869391145,-0.03521478217722071,
ANGPTL2,0.012335570687962332,0.05362739875257089,0.0013584492654887456,-0.04362586611091116,0.02583983942169662,0.045594330379583554,0.2158069193647743,-0.0638665798051206,-0.03699919904268546,0.024378293826001842,-0.048882657753213106,-0.07808164165439088,0.09926000103142164,0.02683615306657783,0.1236469683416021,0.23855689573703556,-0.05265606692846028,0.018935712265466215,0.04194550126533429,0.0038062019528330997,-0.06461582198074561
LRIG2,0.01883264282260503,0.019551326906561795,-0.05520923299742091,-0.019908185625624394,-0.002780417723171413,0.0034750642136372207,0.15758054887020884,-0.08050896385855336,0.011611717883349276,0.05668291848003936,-0.019302100297058648,0.048800781606297375,0.018325360330216468,0.13077759456276347,0.06679436731233782,0.13554568298315636,-0.023917115464414933,0.02383079297351244,0.09077869420250048,0.007933316470016058,0.016882287266310216
ICOSLG,0.007303608545602741,0.03391357800853924,-0.03867963085542165,-0.014164472798897022,0.008462323882684055,0.04671916102232706,0.05730907638762516,-0.030724134664133956,0.013773717766274968,-0.01068136272550429,-0.08993798396878985,-0.008666103441778884,0.09524096022709395,-0.12640665801913864,0.005295176757035649,0.1893066908757644,-0.009089301751897351,0.006477679706408104,0.042942464872551975,0.083231526590498,-0.0757499721689851
WIF1,0.022407368299748025,-0.023324433040787157,,0.15607590316234127,,0.07237390340674126,-0.15540347616947142,0.05460574641710924,0.013586960809902284,0.06913604368006478,0.15465400657998654,,,,,,,-0.04355603120554653,,0.017451884579752323,0.10294138135264624
NPPC,0.03840370755027182,-0.015285938619688513,,-0.03364976567910211,-0.015945304910611628,0.026697152170234793,-0.015816729374886193,-0.0028122351702935203,0.08896682831534367,-0.02187205701707316,0.02632417688562579,,-0.031109762890573173,-0.03426821988878834,0.0641624560904204,0.07764810367028803,0.06157968446258016,0.046160622268411486,,-0.049437361056256714,0.16736544537315587
LYZ,-0.0443841511961093,-0.017683896543111734,0.0015686181134144364,-0.044978212650211215,0.05608065906315297,-0.008579851672604276,0.0327865521883114,-0.04520829750817881,0.002923461818529146,0.02745638818017494,-0.10812930589621084,0.04022605413478955,0.04009585192694805,-0.051975815735102,0.014022026568106064,0.04235788825394741,0.07685476113486579,0.00601655193356274,-0.014207605472936468,-0.04209774453421124,0.05219092739755234
EREG,,,,-0.0096925270183019,,-0.028536536173146908,,,,,0.00901107690270914,-0.0209742259947302,,,-0.0344805021736699,-0.07117293111302637,,-0.016962592344428706,-0.03938447863094405,-0.015028805409308389,
SPTAN1,0.0031174489305523887,0.057329821919373136,0.019419782719407367,-0.042530800081531414,0.036901875870829215,0.07484391303439467,-0.07645996083091396,0.05495020623995824,-0.03720162887891285,0.02164234945130263,0.16350055411815645,0.061499271554726224,-0.0015762511455867847,0.022358616703185476,0.06899426519902895,0.11263696583686257,0.051361102181601455,0.03165511940745065,0.07093169678653514,-0.07524505317373172,0.06899871170807026
PTH2,,,,,,,,,,,,,,,,,,0.0775704514510839,,,
LIPC,0.05171113072510461,-0.022827377857261206,-0.015523570550722801,,-0.0017559285298838158,0.11190795752407741,-0.038942124865971296,0.0326775797106283,-0.01421561711661221,,-0.013320922289138844,0.1074720855960045,0.05846920229228361,0.07249222958595002,,,0.04084742433622276,,0.043220300771435245,-0.018193839512680297,
COL8A1,0.03915061075096474,-0.006038524323650001,-0.050972975513554994,-0.006406339967046034,-0.018853522377193704,0.06667850375416781,0.06147510079039936,-0.04844379048710627,0.009914731967089562,0.009129369028501703,-0.04147925239645438,-0.1562279326787787,0.05717594444805591,0.07300869940882448,0.08536146870869897,0.0925208075815957,0.13486439260564306,-0.03627414935712269,0.05433511567832636,0.005470934404131228,
GSTM2,0.00878833794730211,0.03699094404327166,0.03412302601629394,0.026927018868186603,0.003911185329046949,0.037921184093355924,0.02569087466999173,-0.05060130883077456,0.01528533903587748,0.011012366146392576,0.03145450496635181,-0.029904181648177763,-0.006419705908651056,-0.09440569997504417,0.0406692802386187,0.06882970355715179,0.03759360691277884,0.055725516744168535,0.031356789711308765,0.08443295522100315,
IL4,,,,,,,,,,,,,,-0.010241596418285223,,,,,,,
SPX,0.03663853247375971,-0.0178685016137774,-0.04453943852669127,,-0.003364853632509337,0.03599616117928549,-0.06696622260770199,0.03653477891847496,-0.01603820255413812,0.006316576189276335,-0.009074932078456189,,-0.041241958414357724,,0.008590238029113425,0.04062311864997703,-0.07462500596060881,-0.09133950369417322,0.09902298916538871,-0.06912641682472763,0.018311399514537165
MFGE8,-0.032216508764592325,0.0380111737419782,-0.03352156609473326,0.0022801985820561587,0.011846758771398305,-0.000736132612412993,0.08479687054643048,-0.01138309710932223,0.03471109257091012,-0.0016159158616791192,0.06372672383508245,-0.03391912824946698,0.031685123026407504,0.009974575827970674,0.03965306202677133,0.04189421308810081,0.10478138069230587,0.0265511564525462,0.05244096113927022,0.04193733293902915,0.01982858374667867
TGFA,0.0030770587886181228,0.044968071457687095,0.02372243986503124,0.015681316909121803,-0.028414916782228135,0.03147190799325489,0.11315411937650784,-0.008110095215516557,0.04270910588428521,-0.05251821491097015,-0.01696849251015604,0.01134534745173529,0.08155692421244902,0.05165657636017924,0.10511534709102505,0.09291360741270958,-0.05270811849902359,0.005900154174029253,0.049174440708913365,0.06129001110041599,-0.047120897512489185
SLIT2,0.023205366860255282,-0.03132469911208959,-0.026894212201006525,-0.03171176545042176,0.011569490021957354,-0.003975746024834625,0.004060731237948233,-0.0029423030111299783,0.046588561594530134,0.010880696023688144,0.026344144698509618,0.0003157380224256169,0.14722668539191455,0.11446092532618647,0.08078454305248042,0.06656167066086345,0.037501362800820365,0.057785690409204025,0.020563306679721265,0.08636871600724745,0.0571043664808798
PLTP,0.028905409246694904,-0.012979385513291664,0.0027024673441008295,-0.03838236986529166,0.02217977087354539,-0.028826967414984653,0.10393300660314062,-0.07839811632893534,-0.0003930600586349847,-0.01842077544158989,-0.13025952367135707,0.09156805532464508,-0.006591564814221989,-0.10888593274601607,-0.033451665262110214,-0.05546462644685647,0.15226097083016812,-0.005838085459389655,0.012627044691837749,0.02024053667125859,0.023201900639609335
APOD,-0.005680550048075479,0.022825218342013405,0.07539153488991311,0.024199822705884312,-0.02438400921029713,0.07067464792986752,-0.09676769773013986,-0.048831591286435716,-0.024047762182559274,-0.05847642841275008,-0.029407044395027667,0.03133436685616493,-0.08604875547677787,0.08018636625344903,0.16559647850459475,0.341369835987213,-0.15160327587310035,0.031978732647967335,-0.058564823026518796,0.06709920208598376,-0.030770255679402714
B2M,0.04136605916679784,0.013067327325066708,-0.09748945679379367,-0.0846547117059397,0.032194673388735814,-0.07835052814987238,0.056753801774292824,-0.10084863626616894,-0.022039607317441104,-0.037327720517987474,-0.18564749256610777,0.0784704140869648,0.07504967885148965,-0.061678151922832776,0.022733206136547005,0.1296591436627298,0.1680168544235096,-0.0042466649014286945,-0.029321219318356143,0.004917762185896864,-0.06035334064486356
OMG,0.07496475578457218,0.040332977579597785,-0.01493582656996454,-0.029177555716455,0.03485044695766186,0.09873377135127666,0.001346758568892934,-0.0031666881214062904,0.005770003254887206,0.015808934402729135,-0.02621167845289364,0.023219336467523107,-0.019010443935472333,-0.07634109011221457,0.16928395061082632,0.2893729946823085,-0.07140343953610404,-0.04828801206392332,0.09356206735786465,-0.09239369176104484,-0.023767672018798133
CXCL3,0.02697406529078981,-0.046045277450357955,-0.005439648596701915,0.003036409310441035,-0.02831547898610974,-0.08273483474838338,,-0.01813592714564847,0.06519375625346614,-0.016836401431876768,-0.041787933603622505,0.12255721257381214,-0.032061730429064995,-0.016225327809647288,-0.060052157187343275,-0.13420793779565168,0.017991276569820375,0.011786486526584773,0.029594158271381326,0.05798692971137823,
