,MGH258,UKF269,UKF296,ZH1019T1,ZH1019inf
IGFL3,,-0.017700312123745756,,,
BMP1,0.09639107266103301,0.12151571713124155,-0.0025831870354872024,-0.030953846952166023,-0.0018470723499711846
NDP,0.002059929834915769,0.01586371991871883,0.005676582007519084,-0.052431408516650325,0.03864046928377275
TNFSF18,0.1717853441397784,-0.026284432125831123,,-0.03571780077608394,
RTN4,-0.08690368941138558,-0.12200844907731438,-0.0020064578243546537,-0.05965195270532433,-0.029079868106063837
HEBP1,0.03175408847217778,0.06270249699261118,-0.05547694375168009,0.00789836613962277,-0.0005334015426664597
WNT7B,-0.006071885395422204,-0.05737405823701981,-0.011083477806035356,,-0.03693320905145468
PTMA,0.021456288503157575,-0.09296113648587169,-0.004117929959178966,0.019123085084834478,-0.023667886458227743
FASLG,-0.005857375816059025,,,,
CEACAM1,0.07330718322442521,-0.03458881562827829,,-0.045628177186744966,0.14027116838188303
PDAP1,0.03502172409047453,0.06834638670383732,0.009301799299326067,0.02651113709584442,0.05341103306191924
QDPR,-0.010439967181488529,-0.10691625773254404,-0.0219001187869767,0.007113169024650886,0.030289157790543864
POMC,-0.014759435538723378,0.028824783165441577,-0.009080372671362852,-0.04188871907890544,0.00464907369075725
CCL18,,,,,-0.023484250638379427
CCL17,,,0.08847339339240012,,
VEGFD,,-0.016465733375956672,-0.01006249385137383,0.002656212950671505,
WNT5A,0.06374895857660812,0.08035914576188728,-0.017930287961520273,0.02104347642449109,0.05461592050043618
CXCL8,,0.0715007639744693,-0.009370631806177832,0.04763349694581366,-0.04134772068521733
GRN,-0.07768761459423046,0.11221404023201002,-0.011018385998940982,0.08574759938550768,-0.03299169028887703
MIA,0.17718073173948626,0.06662067301576334,-0.011443967614464534,-0.016652524978053692,-0.0016260721384479101
COL4A4,0.05417499281830904,-0.017442343789325784,-0.019224955483746982,0.0349897014873829,-0.004994383723418998
TAC1,0.20754001674308378,-0.0833017636171668,0.010009289463055852,,
RARRES2,0.004394326199719258,0.15100556513128682,0.0396465408602305,-0.02563795465001198,-0.027046021758012243
FGF7,0.05122296759651,0.06234295754830888,0.006742859650907708,0.13345779281751102,-0.015548083568266237
HBEGF,0.04034401873099711,0.06425154295902716,-0.00392562471088151,0.003858307795014731,-0.04215659728792088
CSF3,,-0.01845366400567793,,,
PI3,,-0.02077906923239493,,,
PCSK1N,0.02128648886877855,-0.036057095696328256,0.009066813039288413,0.041359896143086154,-4.97298084408952e-05
NTS,,0.011297118429041141,0.024148838583914867,,
SFRP1,0.028570443794908796,0.0507521064185201,-0.013718238653324706,-0.0011719552569801302,-0.021077155186232967
MICA,0.042663179963146544,0.08160098054159752,-0.014159322426768668,-0.055389684518433784,-0.026589019191188914
TG,0.05152602769427546,-0.02227192144289651,-0.009927829640316667,0.13106869388274575,-0.03823785060673642
ADA,0.06825663403772214,0.08350727061706392,-0.016123593732465344,0.149787249445217,-0.019362573880610332
LAMC3,0.10081632287665143,0.09829399577730535,-0.0022412632360510687,0.13133976531390154,0.01678798103798513
NGF,,,,0.04142516992923247,-0.034899079130530794
TNFSF15,,,,0.0015277948011619012,0.06633644407495076
HMGB1,-0.03563113394341936,0.04973731027255976,0.013712824167833468,0.0013846482807698573,0.01745660616483646
ITGB3BP,0.05581671546151698,0.06446091324016061,-0.05338625086239505,0.06652977679968493,0.01359696468768332
AANAT,,0.07450637627578116,-0.011443968251007233,,-0.02445983145598601
RELN,-0.004288048615329754,-0.04884371924565982,0.05469123093697719,-0.09266360732761351,
IL15,0.04312580692432826,0.011858387251722328,0.022241874081744776,0.00024960069070302407,-0.0413478287511551
UTS2,,0.11910769567950578,,,
BSG,0.05206559642733232,0.020095803201008625,0.01873109601927286,0.008802280582011513,-0.001288840403692437
ADAMTS3,0.09285560508265626,0.1206410920797078,-0.004044961178308454,,-0.004987989373209658
CD34,0.0645452504504336,0.04159183845829986,0.05926996489675241,0.031239604261370978,-0.0034727624965250853
CCL23,,-0.01894016918987552,,,
PLAT,0.09250099050460325,0.08609456437442574,0.018751126057286415,0.030923575567602866,-0.007013350881014483
NTF3,,,-0.01847329476750945,,
CKLF,0.06219351332099565,0.08601241118349666,0.0025447188971457107,-0.015307048222844802,0.08509103759807408
CD24,0.10398212211379586,-0.0002956008589856485,-0.023444459795590043,-0.018215128033953525,0.003076839412358521
HSP90AA1,-0.08667795720015288,-0.1301652157518564,-0.010074057818509041,0.03560633288710829,-0.042018138498740906
BMP4,0.06580199404551988,-0.020369831026120267,-0.021143917104172787,0.05511986139284768,-0.015852137602343153
SCGB3A1,,,-0.009653099149624323,0.067573936295809,
IGFBP4,0.04080608822350096,0.13321375338716876,0.019432053913269735,0.12420282022627363,-0.017698875064184848
RSPO4,,,-0.009653097737640205,-0.06085695171834278,
LEFTY2,0.0046850239214631705,0.16704465396439167,-0.010584739729301792,,-0.008561850767866742
ANGPTL2,0.0015534847652815512,0.12685556159446532,0.031405740323121836,0.020428104950028402,-0.0487750825719834
LRIG2,-0.009619042021258004,0.013157274169008078,0.0185411830910339,0.09529120741569341,0.07389522504086649
ICOSLG,-0.0022144937069691717,0.07023644469242754,-0.01831977686820919,0.08379940139342305,-0.020679192071638763
WIF1,,-0.06563619869406102,0.031243228388190436,,
NPPC,0.00753664244494733,0.015408242937973757,0.029647377688138226,0.027455804985488136,-0.029288101804819784
LYZ,-0.010785150146247298,0.08729435572960455,-0.024964532837259888,0.03379281779219965,0.005400338825052436
SPTAN1,0.02194211632260121,-0.031081062237593216,-0.06359629279058734,0.033599340231264416,0.020394978803907563
LIPC,0.02985957592830615,0.09433809840868837,,-0.011888337250185772,0.08113006181319728
COL8A1,0.04899274624770728,0.09521409705208676,-0.01949518924182888,-0.009608468631868143,0.04354780679794495
GSTM2,0.04188683643352341,0.07962778534312173,0.015279924312361312,0.009644408562572225,0.05581119384059567
SPX,0.05016084209099553,-0.018303921309476112,0.015653476375033584,,-0.02458101340819329
MFGE8,0.031106235130700426,0.007594160872101513,0.0028399642427173657,0.0637341647756267,-0.004234271919916978
TGFA,0.002014877647706298,0.06855185066396359,-0.03221256904493369,-0.04299238219794184,0.06082550995394857
SLIT2,0.14630153971929863,-0.013224175034036638,-0.041605559037466086,0.08416816775246777,-0.03312225297977295
PLTP,-0.014841577941930056,0.10364538716973593,-0.028961625342405633,0.05738625512046218,-0.01841320380882189
APOD,-0.04605599880972532,0.08095124719601479,0.04278977406465283,0.0849942110626518,0.02159535302838072
B2M,0.13172525253828252,0.16460104198831038,-0.004588321754864526,0.07498252788560135,0.018337891206611587
OMG,0.0027041598948939457,-0.0391072432313058,-0.012649761220741499,-0.08233589637829514,0.02756404854011129
CXCL3,-0.0018791417326210298,0.04830364909377829,-0.010326774139447466,,
CXCL10,-0.000713667657824104,0.07686052595451427,-0.015687125751983107,0.035318195989172296,-0.039506128754870085
RSPO3,,-0.027333129129259757,-0.002063262084659254,,
CORT,0.005890639334488761,-0.015142642942329037,-0.01630071155992058,,
NCAN,0.012288238495378771,0.05167514337738785,-0.009117816711263575,0.019808714404890987,0.13079667258510042
PRG4,,0.009080466213555833,,,
ZG16B,,0.08158887143874835,,,-0.02719114363934217
TGM2,0.0005475904182099007,0.0340555493246724,-0.020040386831740854,0.12705857826525518,-0.001728236933048231
VEGFC,0.03631035665848253,0.01806658256723192,-0.01133214996022025,0.06893967500526758,-0.03524512240046389
WNT6,,-0.02328412977765654,,,0.18674169708048619
NRG4,,0.050792640964483854,0.00898959986035454,-0.04857105504386603,
COL9A1,0.14537278789197852,0.02931838937669874,-0.020448286849393545,0.03594436445091229,0.014753612607617773
GDF11,0.02445409789388636,0.09900129802778421,0.07427969596770372,-0.03653844926576604,0.05121648341357943
SORBS1,-0.02482506509952338,-0.031458153145738146,-0.013291047127105713,-0.012433419642795466,0.05255420120230541
DLL1,0.10218137818800258,0.0805582043560394,-0.011852757741113364,-0.06733907267867123,-0.0024324520400635504
TLN1,0.023624601384402918,0.10681594626523097,0.001891994310411196,0.1447939139093111,-0.06866143846055156
COL2A1,-0.009705578867475,-0.02185502150819501,,,
SHH,,0.07387942681269397,-0.011083479380792701,,
PON2,0.025332519622447636,0.07417401697653034,0.020254073558849436,-0.021146469851577976,0.04314620480453425
ICAM5,,-0.04270684776248493,-0.025039347348434042,,
HPX,0.09017093306540933,0.05532106440216876,-0.009653098165514115,-0.001797219545527089,-0.044562163152415
SFRP2,,0.004617191529195976,0.04268519419634929,,0.03215307116826961
CD70,,,,-0.05271369663365741,
HP,0.008630166336665773,0.09003726073399378,0.055850151380790865,0.17103283547445855,0.0485001177991712
CXCL2,0.026295372584809358,0.01958046722958174,-0.013415442487352425,-0.027876298735386586,
CCK,0.0094983668017792,-0.10256879530824996,-0.00334760601470621,,-0.03384273910815269
SEMA6A,0.0003806185962291847,0.07177310621456166,-0.036805185113524375,0.009520184829013487,0.017660272103080677
IRAK4,0.008619702507121184,0.07960233682581432,0.0038214591298341366,-0.05672008936320229,0.0033079319725480404
GSTP1,0.046203874492683,0.1062238675220412,-0.005090365133078577,0.10856705255917226,0.08621376110598784
VCAM1,0.01063808254198166,0.09993334580504692,0.020853898232900524,0.042160161558986275,0.0007575056298824133
NXPH3,0.007238731054787308,0.02275416525354243,0.009163870127130432,0.012055238148929386,0.02852672477450571
MTMR4,0.05026428150574722,-0.00254665835937927,-0.04502097787813733,-0.02538282610790935,-0.011483711914286132
LAMC2,,,,-0.04857108416244629,
IL10,-0.029553116475239196,-0.02867866791645972,,-0.024332285485686375,0.030668101360759852
SEMA4D,-0.01521096943922983,-0.06198447814258815,-0.01692021495740996,-0.00385727246281901,0.0018837832742725261
TRH,0.04369010111619928,0.059487353921852296,,,
SEMA6D,0.03473458625200893,0.04805567560240672,-0.01224091987422128,0.023066415986248742,0.00011835891610525072
CEL,,,,0.04649954110185578,0.0034269215365285953
PDCD1LG2,0.0321283170342652,0.04638902451037824,-0.0425976024008125,0.015605743756890956,0.10677371857712888
SPINT1,0.003792450230673041,0.07724249568473654,-0.01577528613464421,0.022315324533185348,0.10515596287606371
CTHRC1,0.07072310412917153,0.10556406088551261,0.05745591530999627,0.06181990785993066,-0.007362090901228495
PODXL,0.060831989112924596,0.13000084448391006,-0.005452986236178211,0.022049967298622533,0.07417202342160314
JAM3,0.05437189900597417,0.12528171798451102,-0.01124627000243004,-0.04288646259127304,-0.06597030341946722
TGFB2,-0.03724699951573182,0.10913704767935514,-0.0071640779692827795,0.05154865193715201,0.06983917140790794
COL18A1,0.013132564996448489,0.10888172736178639,-0.0026471866831496147,0.07203221819861078,-0.03325613122408092
NODAL,0.0031098130606102667,0.08084228981935498,,0.021281882018820766,-0.002505949060063041
INHBB,0.02649521853519205,0.036784243681915185,-0.0010543257033331678,-0.026353268308920423,-0.01551271179883855
LCN1,,0.12226120149909707,,,
ARF4,0.03177502798513696,0.0679539335241515,0.0005771995866096357,0.027018655557225983,0.08524513418635155
CXCL14,0.041831487899860874,-0.00823064189431845,0.06820705494160924,0.020374117759264683,0.026743875769608252
LIF,0.08599828183321089,0.0059540939560037125,-0.011443968251007233,-0.0052230049007154595,-0.06893149403990197
IL17B,,-0.019775199140885345,,0.018254816192808013,
MATN1,,-0.020107929069195823,,-0.0506791070353366,
ADAM28,-0.024735526065414543,0.009911530483039391,0.04222363307721674,-0.008178907368546835,0.03330597939674099
TCN2,0.049326417280866744,0.08777928736674374,-0.023545830680094058,0.12790336154711884,0.032351563000832126
THPO,,-0.03913266355228565,-0.01190853571511844,-0.04857110862209419,-0.028047076436425754
CUBN,0.07705182300536106,0.08406741254693353,-0.015568585203064957,0.05642453891214906,0.0026764174011645234
TIMP3,0.05603204825916679,0.01804050294821266,-0.023607892886877525,0.026745034915188308,-0.06236796304163461
PIGF,0.0895545345753223,0.08944940803493506,-0.05782985243771693,0.02382388819843846,0.042285336437911616
CRH,,-0.029492334084320445,0.07354150471700234,,
BDNF,,-0.09905157251918299,-0.01937227460265384,,
CCL5,-0.016941620950735047,0.09439630161699902,-0.029757640708973555,-0.0776067333376943,-0.046986783604855226
GAD1,0.05732967649199043,-0.057432637578965946,0.01813686743151491,0.02010459601330475,0.12363851823413749
COL14A1,0.025337072145853987,0.15637987238457376,-0.015598515258021299,0.02699378050587966,0.04998610558888345
HLA-A,0.04693603426438558,0.14970733850662618,-0.02027365464411491,0.04224401602321447,-0.13086485789375119
CD5L,0.053931729627067826,,,,0.07694240155606566
ADM,0.06931853947396913,0.024188399933597733,-0.027986593208087926,0.019799519553088757,-0.06267497721496204
CCL15,,,0.04555739537937759,,
