,UKF248,UKF255,UKF259,UKF275,ZH881T1
BMP1,0.02851761036490528,-0.03614451773420361,-0.0008985347723272242,0.03319318329145439,0.0021432819703882597
NDP,0.002836911840783045,-0.03772534627908618,-0.02677073364322138,-0.03800500405116211,-0.01366727814923439
TNFSF18,-0.021252185555777018,,,0.10280959166873661,
RTN4,0.013506933510881934,-0.1121239280068137,0.00317150617041894,-0.022289141592627723,-0.05115582303783799
HEBP1,0.003965383667814165,0.0057402513298552725,0.03339368359132402,-0.021687181362087034,0.03636939837822187
WNT7B,-0.04681226363663669,0.025516719954840457,-0.02140224188600916,-0.04759519652688638,0.04396384141848109
PTMA,-0.034951962353417756,-0.02330946816104303,0.059828426028171525,-0.0046820947456830365,-0.01047820684555447
CEACAM1,0.05710064248577334,,-0.02471345344984105,-0.02611489144085077,-0.014826660991910582
PDAP1,0.003456108338220367,0.09178636291502783,0.005299129205484567,0.042012222232961915,0.018502865150283838
QDPR,-0.010555193293395243,-0.045387440652787936,-0.0015585277438361594,-0.06573205068255263,-0.012482152922685617
POMC,-0.006457134757662326,,-0.023014170564377844,0.010343746160294525,-0.008753454839136617
CCL18,-0.01069235867598681,,,,-0.036173899699650215
CCL17,,,-0.014324223285935281,-0.0207090194744131,
VEGFD,-0.02037374378528648,,-0.015958766560505343,0.0030165869000130813,
TNFSF13,-0.009805801495020737,,-0.009880528637054633,,0.02783038400844078
WNT5A,-0.023488086242980495,0.025934044439007105,-0.0026700347482832487,0.002272617694323268,-0.005233026477862667
CXCL8,0.047783431219011636,0.13517018838051842,-0.02490170427538298,-0.024909597600578388,-0.03660616512984783
GRN,-0.046225045191797556,-0.0934428958095828,-0.03523093015974557,-0.016985166175954892,-0.025800999587269984
MIA,-0.03908633945258241,-0.026489366763225424,-0.03016200867224581,-0.03367798133378865,0.11087252781747649
COL4A4,0.14882040791733248,0.02475935091139105,-0.0173858248402917,-0.00851919249721788,-0.0161119463027196
TAC1,-0.0033055340819265052,0.006677352090138208,-0.021436934557264725,-0.06069349673045381,-0.025580214067182718
RARRES2,0.03997802448384474,0.07519549065192095,-0.022483217720765575,-0.041905588844953524,-0.017672693696099473
FGF7,,0.16168757170039277,-0.014235891744478221,-0.017189537189588724,0.03339833955660822
HBEGF,-0.03148784561632644,0.06759883227064474,-0.029538985494516307,0.06263102285561546,-0.07723682235490341
CSF3,,0.1176634252171644,-0.017073225184298827,,-0.02125604383401487
PI3,-0.03338492387944381,0.10169220714127764,-0.009000661197361717,,-0.003912561035806388
PCSK1N,0.04133807470272856,-0.07491175990101909,-0.04104036862405117,0.00036660648889022237,0.025842423505332484
NTS,,,,0.008989615588868648,-0.04914692044473366
SFRP1,0.031012005325561982,,-0.012498438499639499,0.003034621464369722,0.026974798920479527
CXCL13,,-0.018412488829042218,,,-0.023950792125062705
MICA,-0.013978324278649182,0.0827585499007424,0.0031258347368985587,-0.02451775770100819,0.017467893264904694
TG,-0.03641135320871324,,-0.013487795321760318,0.08642586955743446,-0.0174940507081097
ADA,0.03463454635772358,0.04773460688945379,0.0007281467498189393,-0.011658016458046165,0.022350551411350967
LAMC3,0.005371738818027942,-0.035485840523135075,0.018194277893615874,0.054019091089864454,-0.006015098993066583
CCL7,-0.020185152879879775,,-0.009751654467786853,,
NGF,-0.03465690511850606,,0.07072990097032333,,0.00941137445675708
TNFSF15,,,-0.010858944197191066,,-0.013199638299676601
HMGB1,0.0030022022907427105,-0.04176577670236652,-0.07204031093457818,-0.08500568345155236,0.027089870318303382
ITGB3BP,-0.013937915359317123,0.0440260152979058,-0.03678868510761123,0.01721073564910853,0.025557737543221815
AANAT,-0.005845764594820647,,-0.009880529691584648,-0.018762715516540105,
RELN,-0.025514712059901776,-0.028556331746875295,-0.017150386848957727,-0.041309442942767456,-0.015943732590478505
IL15,-0.010933971036544398,,-0.025385746066355623,0.05095894044393459,0.12435672069083686
BSG,0.03607747137166045,0.01884609729775128,0.007128651117118099,0.029771371975980714,0.012006327775126453
ADAMTS3,-0.05295207437531775,,-0.04244020812793131,-0.03871932739058752,-0.02141422673743488
CD34,-0.0269106247962288,0.08295459186797335,0.010118818135369594,-0.016614508172395143,-0.010327187899459814
PLAT,0.05579432732341266,-0.12024792284516152,-0.06592317885776597,0.07993035395194481,-0.018339699235426214
NTF3,,,,,-0.036607845055146186
LTA,,,-0.012498437914942902,-0.0026435713585392065,
CKLF,0.00481553341780136,-0.002151982404327055,-0.019755453399965473,-0.023541941819063727,0.02978902136733425
CD24,0.0288148546402044,-0.0156786433350619,-0.0003622958573930176,-0.008533970133979035,-0.02842348602346711
HSP90AA1,0.02886560903245738,0.030950086219217323,-0.018703368718831097,-0.0006631965285390912,-0.028457670248441536
BMP4,0.01702740158723151,0.06005752232802622,0.10607077276779783,-0.02578767591762515,-0.04573987472614915
SCGB3A1,-0.020185150861391457,0.17261549606743384,,,0.000569074869476341
IGFBP4,-0.053956127095112646,0.022942663383494186,0.03279392138668236,0.013675783372352313,0.037367095567632
RSPO4,,,-0.019131048960170004,-0.021017033943191425,-0.018460467690813387
LEFTY2,-0.0294963721337075,-0.046216973630979964,0.05505113127016818,0.020706883200985134,-0.00957846575952039
PF4,0.011117493746721257,,-0.008508126404095392,,
ANGPTL2,0.047550277241006106,-0.07176510891636292,-0.02519551457273582,-0.0032395083866832517,-0.020256669513978198
LRIG2,0.06683075189993928,-0.01452806991846036,-0.004990642811771125,-0.04264419287688216,0.017161211681798266
ICOSLG,0.05664371851297649,0.0879018966342587,0.006838296614499613,0.0210824632850012,0.057545298441396726
WIF1,-0.03767606880884457,-0.03226777664775391,,0.018536567133649994,-0.01716079283469864
NPPC,0.03539740887091322,0.012615256076010157,-0.013198202211392082,-0.03163684240003771,0.005238004294624747
LYZ,-0.028199202265676824,-0.010560109254269602,-0.033921525325000486,0.011548030308826443,-0.015795394949849786
EREG,,0.04022842815098178,,,-0.022992823753694432
SPTAN1,0.05374492304755872,-0.029351420079382722,-0.011395566345540337,-0.041493748543578325,0.025595483640383
PTH2,,,,,-0.015830878356748367
LIPC,-0.02563466075418419,,-0.015289736810890457,0.013204911394085308,
COL8A1,-0.04544123337399587,-0.03165920431569997,0.031203658585621113,-0.0026285864813921757,0.0021118468652997395
GSTM2,0.026714877219812406,-0.02854452385353144,0.0009639789987497489,-0.032159409090174486,-0.039192305780104755
SPX,-0.004043154885409807,,0.009209593998699854,-0.054643177497968126,-0.00984334417144888
MFGE8,-0.005710172797163106,0.013480277302119278,0.0453894550363792,0.05947201266472158,0.013904474094464419
TGFA,0.048325856535093574,0.04737145361976878,-0.03965323941128048,0.008384188834569227,-0.013147298398325676
SLIT2,0.07276097711175956,-0.02014602367499298,0.03775599332101112,-0.05408454951629901,-0.025177375088954266
PLTP,-0.0658386866700798,-0.02849942732391842,0.018297448975171028,-0.032358042406010076,0.0033704165997138153
APOD,-0.0022565114272011014,-0.08495307450205303,-0.025297432600352693,-0.01884926855345716,0.016997762240279195
