,MGH258,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,-0.017557907761472688,-0.020917149835149328,-0.03474620285634817,,-0.0039952269781202065,-0.033869467239258544,-0.002476019509090477,-0.020408695881414828,-0.017055927646698246,0.040952815894321815,-0.01752158109088177,-0.0007292615769335059,0.06885605376436392,-0.012360498179922628,0.0008637939784631833,0.07710593866492502,-0.011484245456942042,0.05133060107670838
CCL18,,-0.034221242038046155,-0.026366988194423985,,,,,,,-0.05755262018033921,,-0.04194790888058134,0.07766078255748969,-0.03901729118000177,-0.010592066278466466,,-0.02358729456812086,
CCL17,,,,,0.006895665602379286,,,-0.02193670452334976,-0.01598316280873696,,0.009147867736117896,,,-0.015126265109283697,0.021005029222800318,0.03516349673421201,,-0.0211086639843914
VEGFD,,0.14652658936468677,0.025871487012853613,,-0.035826259396076705,,0.062004133913300945,0.04914199420812061,-0.011723843211397932,0.06627669161163176,0.0354685371556043,0.0759153104529197,,,-0.0028078880858498096,-0.026833029556812216,,
TNFSF13,,,-0.019897381721548982,,-0.02218106146107287,0.007520957082887826,,,,,,,,-0.02902503074483919,0.002657050272639269,0.04727818471033374,-0.017628505551463947,0.017591922568607973
WNT5A,0.12713322339803304,-0.05575703371873752,0.0027240398987160583,0.035299293542488494,0.015655936923883396,0.05137437355126339,0.11145964798246906,-0.013458759403096323,0.01579000493476988,-0.01903118060551387,0.03943964166505621,-0.03410618444024131,0.09095934012808736,-0.03719688343968842,-0.011595899087330419,0.03837835150624105,0.05951373385722734,0.05601012764571736
CXCL8,,-0.03329301143954306,-0.027161391231242116,-0.0403991749762548,-0.0018446886217793827,-0.022238623196971397,0.037229745911177226,-0.015611757987343402,-0.010917752568104016,-0.05527257900169263,0.0003522147235346514,0.06829934499448985,-0.03812294277465573,-0.055389302519490174,-0.1142384849886685,-0.022071635527617338,-0.06757316367853144,-0.0496411316813012
GRN,-0.06807814324709079,-0.029994021281574832,-0.06712448733082266,0.05941498959373724,-0.0169459864104015,0.0022066397038298523,0.14327269175713644,-0.05824700771033406,-0.02093989205168189,-0.09660908019977009,0.0073493785697299,-0.04094339028035811,0.06105380413031828,-0.01563196199479962,0.01701079141387882,0.048230951983104176,0.007060005410580628,-0.07242067827599465
MIA,-0.02497809080296476,-0.016792583173096527,-0.039778508170637605,-0.041450801974590445,-0.0135093514614327,-0.028269633217926457,0.04870365835791937,-0.02316985414819878,-0.013333402634574528,,0.011501673452755736,-0.03901876015812249,-0.045924619770111204,0.07524507373130238,0.02950649098693731,-0.018240852011353406,-0.032537377068182514,0.05537705769541914
COL4A4,0.16823480623040868,-0.03881468918655177,-0.031666538595893856,-0.031541769768650675,-0.02863816922086084,-0.01487524235919581,-0.02689822942770146,-0.011094926473164984,0.027466541477378762,,0.09873953899737034,,-0.0024825886735514962,0.06378475835935317,0.00279220359026129,-0.02487609775908594,0.0659231468849401,0.008330302310952662
TAC1,0.10372284871437971,0.04177521171419028,0.052383574202227105,0.06270482554127046,0.05248583873602491,0.012670251971335025,-0.10935718528716046,-0.030820939659615007,-0.005497511286545972,0.12250222391430554,-0.02010935824326105,,,,,,0.031341656473090916,0.07928983179470898
RARRES2,0.03273394707524003,0.019535369928716673,0.005256087244224032,-0.07334442547196003,-0.040394345597885996,-0.0344953411517085,0.15252736183621976,0.024276392084361345,-0.01788217635750526,-0.00844696131669564,0.046910238596927424,0.05119545175779743,0.040445244928715214,-0.068841144767083,-0.04549435929141275,-0.014329145197016063,-0.05571391903732214,-0.015659649140538308
FGF7,0.049334737901496464,-0.03171128001433313,,-0.009423490115272942,0.013464654967173067,-0.007715764669461619,-0.0036961915142035757,-0.016166889207114062,0.004549723220486608,0.03518816795896114,0.009364887671103248,0.06515838153386676,-0.024201660175462852,0.06439147020870575,-0.02541017365275555,-0.026179161160301282,0.0036475075858412786,0.016152468657915378
EFNA2,,,,,,,,,,,,,,,-0.02038006914140825,,,
HBEGF,0.01290813487167204,0.022558995663838708,-0.07205870106791444,0.015462585430193795,-0.007879499798736025,0.012107401803592412,0.08971788014343288,0.024927735557114278,0.007958709230348913,-0.10375184277225567,-0.017624112647128057,0.06665694868968353,0.06559797822375579,-0.02605773125597407,-0.04195795056092743,-0.025669643648587297,-0.02930143156821492,-0.013569986289559237
CSF3,,-0.02372970306459708,,-0.02207803985440128,0.016192128164896347,,0.027258854636891098,,,,,,,-0.0436321727846244,-0.07575587997983631,,-0.022506125695428564,-0.022224166779796092
PI3,,-0.0076845998628310205,-0.027739183259009332,-0.03259062816260103,0.002521410976081127,,0.05491455889254507,,,,,0.045137395453898915,,-0.06899511577468287,-0.07374177528272471,-0.02161678386955261,-0.056142440460574386,0.028827492787870578
PCSK1N,0.04539224753149596,0.10341206146042008,0.08539737809371431,0.014025814438530846,0.04066524106957242,0.009631598231859757,-0.07260103609145446,-0.021539870209139562,0.0007673224582394509,0.12006472974325808,-0.027749279464408277,0.030401199994448347,0.018742861268203265,-0.03283108943714674,0.06159054146614703,0.023012240434868863,-0.048523848712459204,0.00840784711178652
NTS,,,,,,-0.01815929114386793,0.011985204469556074,0.037081582429190366,0.025629064966595016,-0.021838691689707094,,,,0.0526515146502278,0.04126330241578691,,-0.0024690518558433223,0.09976490487738343
SFRP1,-0.02776633169772749,-0.012842000863811358,0.010756721685743919,,-0.007380225345834029,0.02602414840474024,0.02219826320325111,0.0042575292997745606,0.01983498120754827,-0.04926586670629296,-0.017149518654007902,-0.015174217207605072,-0.023987208450727403,-0.014534127472249352,0.02484259684831073,0.04574953036535054,0.04964389245823703,-0.03214619314273902
CXCL13,,,,-0.016031269269618134,,,,,,,,,,-0.03397669275433329,-0.020205212604723067,,0.005105707747219376,
MICA,0.013851614765714584,-0.1022408516161647,-0.046266148890533904,0.05055402830167829,-0.010790038309686587,0.08642985212862474,0.030242055530879636,0.0036350456865316917,-0.06007277446017636,-0.026421916896032734,0.012186000139837162,0.023124507433917273,0.09655638961659062,-0.00510591667157029,0.04050431989232147,0.045475761283904584,-0.004181818971654655,-0.04068019784434634
TG,-0.02210051368366621,-0.03094147806690441,0.09301682972952939,,-0.03027911035896961,0.17877918702772674,-0.023156154230614127,-0.022100399645743368,-0.011566945515862424,,-0.012988825346774731,-0.02932002421993773,-0.03525561666637696,-0.020099024547219832,-0.030579931749057165,,-0.018522887289537125,-0.00380139995250284
ADA,-0.01735822445711524,0.08306529493322427,-0.04016545621704678,-0.018293645505320325,0.047414806055481463,0.042018643455920435,0.09301275968848251,0.04300187386873123,-0.0187856497321381,-0.08606154805320494,0.059054365253841695,0.0002426221079414942,0.025294632778927992,0.01243177887559197,0.08906896439922497,0.07036280674430453,0.035577995638531514,-0.03009844205958229
LAMC3,0.03954850078928463,0.06664460163192648,-0.06761969054542075,-0.014514924333326584,0.0032010731255570713,0.012297471742485695,0.09967910854936057,-0.035705378158268075,-0.04955942410170381,-0.002928621921891549,0.04123958993097719,-0.11592076912028675,0.062230571691896046,0.003925974475650648,0.03874833460501894,0.011456854392937374,0.059407749081378226,-0.05908040397449444
CCL7,,,-0.01677163191589201,,-0.021891748411713048,,,,,,,,,-0.02267078478530213,,,,-0.00562606248093591
NGF,,-0.022362228101818496,-0.016948145635780294,,-0.018841860490375055,0.052309379352450974,,,,0.10190971700903784,,,-0.03217724156333176,0.0382794880361438,-0.020106126725015272,,-0.017521288438109968,-0.023512282877753435
TNFSF15,,0.055770895324588135,,,-0.024377532568141656,-0.024286865296383867,,,,,,,0.20686122607320703,-0.022101469456098474,,,-0.013975917674356951,-0.0313076232660283
HMGB1,-0.03846877495360159,-0.07463309034179091,-0.001832255322609004,0.0786486432731421,-0.05497224102646268,-0.04619868170630797,0.13155776648717762,-0.009521753556696324,-0.012679776974918773,-0.027095686112151584,0.0575584450918901,-0.018435238060781022,-0.02945331071465566,-0.013232674219446834,-0.035697730877237856,0.032784114399323015,0.02895344306456458,0.07010682346682165
ITGB3BP,-0.014737299641661244,-0.009537655280578821,0.010839973381612784,-0.07508297765472285,-0.03529461923948702,-0.0036373963994996285,0.1345820377890526,-0.010338796039662161,-0.025811440855676254,0.0014205965578201626,0.03965958198520472,0.050423619761191085,-0.013851958444992821,-0.01034295747330709,-0.03979203461663665,-0.018377551885853837,-0.030716014624866086,-0.021028854201475367
AANAT,,0.00398168170761377,0.030594279492386814,,-0.022181063828415337,,-0.025669713848075943,0.05243155256915868,0.00753304159041476,-0.020531595440333453,0.0780978219588254,0.15160933707758728,0.008210652811658871,0.06535618776721029,0.06197829952116326,-0.031470436048414534,,-0.024640492489608617
RELN,-0.018321911775944395,-0.038557317416717495,0.008813580269724374,0.060909006563630186,0.023263120364562056,-0.012496380645486438,-0.050725953831540146,-0.015495225991835206,-0.027248422964683217,0.06539137958047966,-0.03269153659023074,,,,,0.05690825791264576,-0.016881393947889383,
IL15,0.008279227709690118,0.05132750862724483,0.047576994243021656,,0.008256152284391747,-0.017281548495835342,-0.013891879787010595,-1.8422505990035493e-05,0.010981524356964372,-0.015499039236418925,0.050131963442494154,-0.06584513484140447,8.374681359739434e-05,-0.03643686776022721,-0.015562081861686906,-0.039190714628322874,0.07843644788508898,0.09123220022042199
UTS2,,,,,,,0.0511538954682138,,,,,0.034456149848662534,,0.03392738098733617,,,,
BSG,0.09281022552281165,-0.04565078520695263,-0.0017919603245717991,0.029299700565141387,-0.01946370754023359,-0.0004969022155492126,0.005848578753753628,-0.03039110620667455,-0.0400200687073554,0.035004914052864225,0.03052011963124923,0.06791423604866775,0.03004296556208286,-0.009650383314860908,-0.037144368900401535,0.07809131701959074,-0.0029118837536710215,-0.04092964907474126
ADAMTS3,0.003453141433800217,0.04717146604660364,0.002191380199895174,,0.04046096984576041,-0.013994869158316655,0.14203066572738374,0.012537203689536204,0.0038277751092405344,0.03296841936708923,0.006887867950218741,-0.11474337562363596,-0.027003925609017848,0.08641605774787935,0.05836291356662728,-0.02806465387361434,-0.026967341513998176,0.10845800369499288
CD34,0.08022881383315145,-0.018797155804769806,-0.1045670068672312,0.0590762425863392,-0.0043810184724017475,-0.03161004573429778,0.05134793018722996,0.017307941481406103,-0.024946435687091623,-0.015294554685736225,0.07114375585025551,-0.10214851956059824,0.1318459021113119,0.031465573077364126,0.066708195371693,0.019890952015000605,0.07152147611638517,-0.025468860849189087
CCL23,,,,,,,-0.016277727653987304,,,,,,,,,,,
PLAT,0.04838083396421012,0.08970920287103584,-0.04823838515939708,0.050766148711023994,0.014445487506328538,-0.04640484676588455,0.16970305632801064,0.026581021723884306,-0.01463357037193883,0.025429434137273204,0.0497637040459234,-0.10634517498199629,0.07383147248942169,0.019126814949610247,0.07539665663175937,0.045131682277636656,0.07304008505438278,0.025878902062046946
NTF3,,,,,,,,,0.032037828460370725,,,,,-0.037618169381878286,0.016888006834785703,,-0.018919480873601284,
LTA,,,,,0.013131728812476415,,,-0.019141714170830614,,,0.07389864428633292,,,,,,,-0.020803277847022617
CKLF,-0.036980654605321135,0.014296162670249853,-0.02582813749962035,0.018373736564608105,-0.018678336987414106,-0.008330780506826528,0.14314471243950486,0.04449818393656968,0.035759564284769965,-0.05429057731570973,0.05112950470828542,0.036095295348174794,-0.02745997164687522,0.06704390476033173,0.008314735387618477,-0.018841615359667097,0.03650203174838889,0.008302500764892685
CD24,-0.05106754902360002,-0.03711190627198653,0.053026072527264656,0.02065695414706432,0.020282475271223458,0.07289085411696145,-0.009388102639137027,-0.014628578404511988,-0.022939602252905675,0.01789004528327002,0.0002732081060705793,0.008812062958494278,-0.006909673860901166,0.03151333285113417,0.04345522098273104,0.041090229914126065,-0.021680621430594155,-0.02700444087016158
HSP90AA1,-0.02875430600386472,-0.036081438727714285,0.05685356598716899,-0.02013298307380988,-0.05568895961358033,0.017735646806482448,-0.12817138054833455,0.018232387765963195,-0.00098079255273743,0.11339323201314197,-0.07306885060580874,0.07285002792326921,0.006813735650974081,-0.05326471519431764,-0.095536336736809,0.03152317697863109,-0.005065776355194249,0.08809248890812808
BMP4,-0.02274463703107984,-0.022320865265569614,0.00022876889605506236,0.0524069482891564,0.0024449948632876504,0.04873709565852955,-0.029815778836968832,-0.034556550339449967,-0.009281309592783449,-0.03274834023986608,-0.02333664507614611,-0.04317566070853671,0.12705417200223465,0.0865028306642775,0.011417261919882534,-0.012703783333164466,-0.03355353491590511,-0.025083477193435462
SCGB3A1,,,-0.016771630238751226,0.06418670374239467,,-0.022060202301820035,,,-0.011246856157713132,-0.021453228387301883,-0.0012563724426060692,-0.0472589624085115,,0.016702542377204296,-0.039012689575386124,,-0.0036036765516310183,-0.030203143093810624
IGFBP4,0.03238277601231051,0.015137536799077235,-0.0771141808360013,0.07512232290940447,-0.03829304923281054,-0.029359031459493614,0.11036996496253006,-0.053622845937501606,-0.049530934344487354,0.01281744469454712,0.004882348036332531,-0.09573208515179145,0.00516381712676344,-0.056689959364639934,0.010208477548157551,0.09618922490144302,-0.027432666229581414,-0.03821112381249933
RSPO4,,-0.027317754286413497,,,0.1076490025750196,,,0.002317700495539118,-0.011246854512605996,,0.11127618286631899,,,,,,0.13125454885119478,-0.005181771935677106
LEFTY2,-0.021881999753016884,0.04831618898924499,-0.062321818796756884,0.046786671928483826,0.0059031407702806495,0.051898850697926616,0.13811382716678877,-0.02340633103700011,-0.012332313525125411,0.0024831181827767563,-0.013451708770649714,-0.06151453441127137,-0.028819759768938778,0.02544885452158114,-0.005854707526256224,0.11169174145586709,-0.026581458915407325,0.05549151158840464
PF4,,,-0.017397874132250326,,-0.019100119196058894,,,,,,,,,,-0.0186797443460184,,,0.005642036479489604
ANGPTL2,-0.0058298232393927995,-0.01126227249249181,0.00927292220311786,-0.029440988233628968,0.05098666252984714,0.0020239267748929706,0.10283570534160821,0.03911967323185144,-0.03193273252919671,-0.07467040438406204,0.02029388388649979,0.0027146388453297495,-0.034147092237611684,0.032228370219496004,0.004988396094063999,-0.04066953991500628,0.08185462363757014,-0.03154794780169422
LRIG2,0.014610183519879938,0.0081652784302355,0.03290049450269735,0.039172413406073504,0.0011796073147081108,0.00015326372018665115,0.06492242271332492,0.005589401455755656,0.010982583993500253,-0.055197621515513745,0.03755338861707225,0.0484080047048721,0.00974079688074806,0.03496778783559711,-0.0019902845737964567,-0.016521471854098677,-0.0018543777945985644,0.06551666732838415
ICOSLG,-0.0428523882149911,-0.03211849241463277,-0.03871806392312838,0.014497631609273946,-0.027625711667226188,-0.03111775470960286,0.10647418299264669,0.045755848950722953,-0.021344429605922748,-0.01619026120730993,0.04374640441143055,0.08626374040389125,0.01495944974066512,-0.0436810140876262,-0.009097603787442387,-0.06358836724476484,0.03396808490812012,-0.0167239861024256
WIF1,,-0.03208776220676216,0.03789564592009292,-0.03826886385084984,,-0.024046527580236583,-0.10589949593372663,-0.017179813502177708,-0.021164251584777846,0.038580888145118654,-0.052654632648058655,,,,,,0.002132990020774224,
NPPC,0.024662831518220896,0.12318850176211453,0.05447599106850486,-0.029607201667667837,-0.02962899508520871,0.033545439486859945,-0.06911468874556069,-0.01642736421494508,-0.01563037542835712,0.054440608489717296,-0.0006159624179970604,0.15845514917246695,-0.02700387374636168,0.016261303155344554,0.00040199582539168484,-0.0298562658166024,0.023182721292291476,
LYZ,-0.05507976254661696,-0.031686915172561975,0.03505820850545057,-0.04143194040875302,-0.04740214461635113,-0.03420700404235564,0.027723999654019817,-0.03803583145239793,0.005238228325026679,-0.10936640255873178,-0.021331872722515896,-0.10503431729985557,0.008973724702008006,0.010269097959524635,0.07958230418537739,-0.02087179924173809,-0.028332057240226232,0.010900900992188477
EREG,,,,0.0056276657462469735,,,,,,-0.022465646437334827,,,,0.015577667341511477,-0.03399103077763278,,-0.024345046779842863,0.0662646794410979
SPTAN1,0.06799742541445417,0.06317658105874879,-0.011037605825204974,0.0095306547279815,0.020579707136165973,0.012877725066272381,-0.05043257598874294,0.010236578698371596,0.0039699573461907355,0.17483587676475515,0.04840832078464787,-0.013238681220902241,0.055669272608564975,0.03373837940902177,0.0142924789875134,0.018640352136137562,0.02828095594725025,-4.801157689575139e-05
PTH2,,,,,,,,,,,,,,,,,0.029854897392021868,
LIPC,-0.028295273282262216,0.05247702027927922,0.04306597280382755,,-0.025581396449963937,-0.026799250496811852,0.017326373348676764,-0.04162290626148423,,0.060834461986642455,0.022579586214979876,-0.04256555124108463,0.051982167925244266,,,-0.036647060226496095,,-0.03200295131491904
COL8A1,-0.010296114656431337,0.03495099180195241,-0.04441608092940865,0.03265366494972584,-0.0025856417076021354,0.008458048240624957,0.06734154506756596,0.004751581350077225,-0.007209414540365121,-0.07153723012413594,0.056853314750132736,0.00649795066147376,0.017064771346258945,0.013775096531291886,0.005482638272285862,0.06384556356270127,0.021543161438901833,-0.0017086970558082963
GSTM2,0.022763996382017742,0.11458442693885776,0.011330001476957965,0.006961702274582302,-0.042874897477562915,-0.014613876258861262,0.052343037966410086,-0.0073898407094070764,-0.006516350934034283,-0.005707464702470244,0.009513237796802843,0.0049712550976451,0.11755721055646813,-0.0031529876677037333,0.11041857484940999,-0.05275312551799675,0.03183008121883336,0.058453205771687874
IL4,,,,,,,,,,,,-0.04068860461099057,,,,,,
SPX,-0.005076764823376035,-0.028477146985641907,0.00897776432770317,,-0.004945449944616109,-0.04079394970244387,-0.029101433203171493,0.008452441954859823,-0.006181446722414309,0.04722892627739814,-0.028133888371069404,,-0.003060020599855816,0.014432193554420124,-0.023193290224111367,0.005403767262615301,-0.01587932178350302,0.049468628659351296
MFGE8,0.07493039746141471,-0.015157501867698445,-0.04356458597100214,-0.018332729521366803,0.07008104138574651,0.04435005339877656,0.04461023803437212,-0.05444594970551924,0.01983492224446467,0.046012914400885445,0.04541279247585414,-0.016580222009031007,0.08989265824357848,-0.021910691417046747,0.032080112112701904,0.05870651896980631,0.008929714573341536,-0.053712498697041686
TGFA,0.02042277758755194,0.0252244582378397,0.10929921143143238,0.054949089717948714,0.05844219560655132,0.01677221085392416,0.06012310534399969,0.04748696875788579,-0.007705598839774417,-0.06670856619607979,0.06033442946251249,0.08148787085527467,0.011545464665762539,-0.03804409261184911,-0.005418351225330519,-0.05200268463896562,0.0027579203798068293,0.1297831195105335
SLIT2,-0.02274463339159683,-0.007461762816291652,0.004755953356496085,-0.017540612420440204,-0.007555653495511432,0.014342400649559918,-0.05917334690505236,-0.04699355425699204,0.02214959079927422,-0.024048015837921766,-0.039199771951668225,0.03884330240019625,-0.03053899305668383,-0.032830378033061866,0.01865928970353403,-0.04438893583978443,-0.043512644424571534,0.031196016593764187
PLTP,0.025412064531874376,0.08851238631402217,-0.024913366101561554,0.04454313986250976,-0.010885074769982753,0.012829777054440595,0.12911456185814468,0.025043875483126657,-0.040848737217528075,-0.12948761663894393,0.01811363273951817,-0.0144061039668427,0.03566749210637028,-0.08414413351850042,-0.03203591375011886,0.08114775844179972,-0.030736949762567772,-0.018120586374522987
APOD,-0.0604164283460228,0.08213746766745941,0.027154996487775383,0.03241415965597912,-0.06167045626958855,-0.09582669351732287,0.08039844100991285,0.028303035726024862,0.025051318861386243,-0.07114581675909415,0.02090783595447673,0.08932106912570247,0.04250534524670569,0.08389448486031824,0.04527018985527776,-0.0728593109102958,0.03766400701449293,-0.023969654470170323
B2M,-0.09204320854981618,-0.04135555082502254,-0.06094103576494673,0.047464042932146816,-0.06506724837700133,-0.03439364834913006,0.1356142789490723,0.06656309101872433,-0.0010361535972937383,-0.17087643969183267,0.02802894710904696,-0.16286991322022823,0.017798286073874722,-0.019646198094833676,0.006923046940732852,0.07330206431265193,0.009925256335604699,-0.09224089654107402
OMG,-0.04113176355491596,0.01390411581821453,0.030708257571446837,0.013255983737423973,-0.009106017868494697,0.025460672227684753,-0.04765476872498174,0.015438184398713951,-0.06669821387824905,-0.021114854705183678,0.038716045914816685,0.04069310148896322,-0.014092417525440694,0.028454811315825425,0.017133276605267905,-0.08335561632972725,0.037095585868338235,0.06956872488788685
CXCL3,-0.017797613764325343,0.058865882978254964,0.03443425050494524,-0.029476951755359665,0.017640192720341757,,0.062370566930111546,-0.04119496429975276,-0.012031757005632488,-0.03162589689236441,-0.0026738104949911665,-0.038128873393843354,,-0.011113641247641318,1.4261441058170183e-06,0.023107300084213012,-0.05483078630787678,-0.026002662822094045
CXCL10,0.013830291558393798,-0.008176949265030983,0.03786813434091057,,-0.0020755725505851564,0.05465804141830293,0.14499633040178883,0.06064066048992936,0.012609190631442498,-0.06275611068279392,-0.031343310509268335,-0.06104929792395885,0.10100572355375471,-0.023410493671235443,-0.025054952360303275,-0.029856262570225035,-0.026708001470832222,0.0013653610697608638
RSPO3,,,-0.02278212867509599,-0.02207804054303996,0.018826665929795892,0.02798255006372596,-0.042151031259098796,-0.025240238303119802,-0.009049782790492938,0.0468604630218411,-0.02061086288141449,,,0.08193777738090524,0.06987151201616129,,-0.0026512653573745413,0.04733893486430701
CORT,-0.02210051830835758,0.04406068564404308,-0.006094585042851398,-0.0293005677519111,-0.005058678481763698,-0.021007580899156105,-0.03230421383360306,0.0248992279282998,-0.016825019226555025,0.02650469405516413,0.004060614289354186,,,0.0254230675151672,0.0018685335711567236,,-0.008294870737609128,
NCAN,-0.0014208777726373038,0.09298473636153722,-0.013104378964353673,0.05986006983650578,-0.04101717771061464,0.03609516315482393,0.00396553223241596,0.025330941196389355,0.02625946503816257,0.12880231830779376,0.03953437885988477,-0.14188243142504692,0.06834505919249023,0.07469938338824833,0.10010649130408754,0.049687700549320195,0.0580020577043062,0.06838359282598698
PRG4,,0.002743874084928058,-0.025222531440710357,-0.024686101454097067,-0.02189175182321707,,-0.036514244952646616,-0.01822309383641421,,,-0.02409750580969267,,,-0.0248307829837529,-0.02884338936942869,,-0.00980437975883895,-0.005040432406732809
ZG16B,,,-0.02325718913999748,,-0.025408055346423035,,-0.00039566895639844417,-0.015209829564482604,,,,,0.030805306585023708,,,,,-0.029468493637884063
TGM2,0.006899554713983232,0.04619368426050355,-0.03166670041685678,0.014041821300770703,-0.001442076490264173,-0.010452821058440476,0.10703158572478398,-0.038203116049680914,0.04848412077583784,-0.05065591157715338,-0.013942673663885517,0.05462552979822339,0.060473206204355,-0.05597574930488473,0.015650050761512407,0.08509723844731773,0.02385481542089264,-0.0784438801946521
VEGFC,-0.02210051973134012,0.04748923844593751,-0.032025021495652,0.03288814127484534,-0.031694039369149066,0.016359245360866203,-0.02244977050299594,-0.02633665125570253,-0.018473680168823708,0.01674401196447644,-0.010864300594136261,-0.046123383665757724,0.011797868945807366,-0.02917599763777275,0.014375865313973592,-0.02923137869555755,0.023025663460514673,-0.032086913579345275
WNT6,,0.07199766900286483,-0.027060657325882437,0.05482683241083392,-0.030279111616174338,-0.017725543933796654,0.009179655988441556,-0.02482521779271236,,,0.09051538726580216,-0.051595917210673824,-0.0238420112178007,-0.03384339794528258,-0.02533508293808829,,-0.025940917542159707,0.06747736110308027
NRG4,,-0.028347502515831905,-0.015447261805197145,-0.016548678201664113,-0.014915172886219092,-0.021699342546724055,-0.028096820712451363,-0.02922054528405294,-0.013268875817158392,0.05046437356816578,-0.02868997910382005,,,,,0.06532470984353753,0.07871410757851285,0.010629897909673586
PMCH,,,-0.0178038005392024,,-0.011299371849002551,,,-0.009291659820893167,,,,,,-0.023043292179461595,0.07847168840863693,,-0.014861014559654028,0.018185368168917325
COL9A1,-0.040971283173618714,0.11884883877235483,-0.04665512605247992,-0.022617712122845364,-0.027826944070681287,0.052686922155824406,0.019984556569922124,0.007925437891709713,0.013996929206592445,0.07374689505150833,-0.0014921910256769904,-0.039083443868381446,0.041710394482821544,0.05100953036484408,0.08501491284591468,0.06993361619721652,0.034342749350295874,0.04966425661448851
GDF11,-0.01996498185770751,0.031658086469533775,0.015838433715923386,-0.048410331359757565,-0.008322872310449867,0.03337179970750551,0.11076050908609432,-0.01819591400350716,-0.009353050115263249,-0.060136537092972224,0.002213802004611023,0.06580929332954963,0.0009116349200118743,0.03289342056034544,0.0013948885946138518,0.013880970254298344,0.007915469492837026,-0.030037633400924975
