,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
NUCB2,0.06368723126326309,0.018020747532697615,-0.07428671223010784,0.024541891404800086,-0.012245740030966902,-0.06022631389521501,-0.2221688536588357,-0.018341553890194612,0.047833052873476,-0.08234913448523155,-0.05468798377034645,-0.12043796119362452,-0.1156092804043109,-0.04186193665111108,-0.015059370144583655,-0.06096438181227514,-0.16518810737036801,-0.018499726684880705
FGF16,,,,,,,,,,,,,,,,,0.018641482289267413,
CXCL1,,-0.009231785068030783,0.1026766768734441,-0.038412775006149445,0.02600296400872578,,-0.09582552554602049,0.0016500267692748142,0.019945235711344246,0.018210834237732305,0.027166351477083055,0.11521959817682183,,-0.0003296711159093764,-0.04152914975003641,-0.004738269464495156,-0.053776908260887483,0.038240134236672454
VCAN,-0.22669808082712867,-0.04700613077643173,-0.0016445663933303812,-0.06166399300970938,-0.07986781179153782,0.007425689978610033,-0.2509349906618528,0.007551747285916234,-0.0204770486418276,-0.03445302875348855,0.1605225216704029,0.04819283987272007,0.07569466624814075,0.11619578460828317,-0.14890558139812154,-0.012098352698997606,-0.16112543558964104,0.10536633152069703
MMP7,,-0.08673684117077066,-0.10998753129852096,,,0.053904056721951976,-0.02806252142652091,0.010648362281928713,0.018100635243782862,-0.02880074576958081,-0.021842605742789914,-0.03646865462244657,,,-0.09123895389294678,,-0.16620234641642428,
PTPN6,0.16136381747412085,0.03603921349203937,-0.021013470143010724,0.03468135257126913,-0.08274600993510471,-0.022243830662401383,-0.30980294898060246,-0.037476789539852534,-0.031783234876748154,0.19649644955314538,0.016973369167935244,-0.018640072976837178,-0.02974892824127176,-0.062342975365913114,-0.02748615404639613,0.09362228923180949,0.012357341789552091,-0.06997161614527708
PTGS2,-0.1293675056630155,-0.12077229027420054,-0.09155674640905542,-0.00149354971225815,-0.09946306007430888,-0.047956196568512036,0.12556097814047834,-0.046018336199163595,0.020788752416330263,-0.058289719849912325,0.014751825116061884,0.04558018488710196,-0.07564468724686099,-0.05536863365589714,-0.06242954933170358,-0.08196307271440792,-0.10981754976103374,-0.12117245674449106
XCL1,0.0029821489957910664,,0.0007973852168467147,,-0.011880726780309027,,,-0.03650822596713329,,0.004487454907066635,,,,,,,0.0015465377011116086,
CD58,0.02010242851680861,-0.026727611551635663,-0.05118035710846874,0.004892296416305102,-0.01764858101430478,0.02909265557029782,-0.29728920997949365,-0.04751045996255689,-0.020123274191136756,-0.0124167475174514,0.03724148916555616,-0.06881556175337727,-0.17493233812387193,-0.01761370841637022,-0.004408544587488718,-0.06653060304170132,-0.01787869672756667,-0.017896893090932026
TNFSF14,0.09065536558226828,-0.002196083969347476,0.018702450431778865,0.02206279842775419,-0.07370326048196166,,-0.12178377814701728,-0.028230555908999727,0.02681198035632595,0.004721036564490767,,-0.02791276772061646,-0.03773996075074685,-0.00844922552677095,-0.024916307806827038,-0.08274993282507215,-0.02899124381060535,-0.004633061253651588
CNTN4,,0.2080503657517056,-0.034613365984556395,-0.05887181498164646,0.25186387684515926,-0.03232875878753634,0.08487943312697342,0.08774647713622206,-0.05770454730311127,-0.322047494772079,0.0024792183724796834,-0.006180792499648144,0.007255599672590285,0.030104055006477733,-0.036861835796507106,-0.012451949300700257,0.03039965782198522,-0.12433703820789402
INSL3,,,-0.03656991312301653,,,,,0.0008876452924239724,,,,,,,-0.02491630539951051,,,
BTLA,,,,,0.03967990600170054,,,,-0.03911507416005709,,,,-0.017953954010205424,,,,,
MFNG,0.17867903325737983,0.11315099987602592,-0.0669764715989707,-0.07893054722534121,0.025398734082493737,0.011596736854159375,-0.3369175266429462,0.008160825147626966,-0.0030456288268466214,0.12089292672986757,0.04755565888657722,-0.10750671869696277,-0.06711215768788845,-0.05116800580981673,-0.012541063216707395,-0.054663255131526936,0.0225650241720173,-0.0607987357179476
ICAM1,0.10571829120831028,-0.14812727956726793,-0.09284708855836413,0.01216824753234038,-0.19751015090464002,-0.029446368464554395,-0.3802598666785058,-0.006380046111612787,0.05199133523287098,-0.014320421138512812,-0.08136227059160965,-0.0849149568693084,-0.12506537617736707,-0.11697985059083371,0.013206812319098869,0.05527061784247963,-0.15441204184670296,0.15205164029123674
PROS1,-0.005927040952966944,-0.12003171362458934,-0.0603046089744006,-0.04096455673735535,-0.177174555795946,0.006981624056369711,-0.41514228432724043,-0.11033597331945055,0.03633191053177006,0.06868804292494204,-0.06274131060136437,-0.11482250037016488,-0.28558451815957747,-0.4532512041076852,-0.03861647344576172,-0.001540305136083089,-0.1694419665180073,0.02344695978323541
CLCF1,0.03572374439757736,-0.06714387615912594,-0.06889421923400248,0.029514449901851893,-0.13494645229080163,-0.0030021292867860104,-0.12743113370969425,-0.039472704822457516,-0.03294827795762282,0.0026338950886644944,-0.09226915343139,-0.11537666046927016,-0.0769102263627624,-0.08115391861041692,-0.08507117340804403,-0.027271753090225913,-0.1614375203012839,
PSAP,0.32278203006709016,0.27720363479745697,-0.12337557175584767,0.12993325391782792,-0.11699724295488838,-0.04430601980471288,0.28351492920905885,0.17725777559396136,-0.0466161554997195,0.09294346144060875,0.02918986034554917,-0.06883491571739996,-0.20538864923721106,-0.1564976195285694,0.04414464547078588,-0.018517072658415196,-0.044759246489523515,0.22282450753570313
EFEMP1,0.15219007527155518,-0.1487942284485344,-0.18437097138199807,-0.0384955762976395,-0.3648581328186475,0.029829478592876078,-0.30160131406164653,0.20755190571881338,0.03296765611267111,0.2580009342659539,-0.15688830680874655,-0.11653016695711028,-0.22374285019183524,-0.08270887654054447,-0.07403046808546075,-0.06466460739787855,-0.20217762369014528,0.053460935003780644
C1QTNF1,-0.15669477962002243,-0.25054412097245543,-0.06523285919310144,-0.01965171820076637,-0.037709597457473536,-0.011171515907950264,-0.3201517559027691,-0.08828727832952293,-0.005910435359903611,-0.03945549601071753,-0.10108434960907739,0.02105030353267964,0.0030661430875717037,-0.3890790056641124,-0.03317667089770127,0.10923550588037502,-0.17577471729748326,0.11470162822907418
ALB,0.05108587211602818,-0.008607442852181433,-0.01866501439889137,-0.0219259515752245,0.0006362965603559626,0.041518435676955755,0.06117533488223884,-0.05535812253981393,0.0350386079776384,0.16936369592533226,0.01838057982788831,-0.04900912859794368,0.06981245133289105,0.06399288727017256,0.037204876332194596,0.02477943979424452,-0.05382602964961004,-0.023350012811803572
CCL13,,,,,,,,,,,,,,,-0.0016371994894921202,,,
EFNA3,-0.0985643613965066,0.03954369020851725,-0.006437514955300603,-0.09301231402691773,0.03346757315301229,-0.01970913337875955,0.16826755589893302,0.043056565001711254,-0.043193376651647554,-0.24646897233131657,0.0050453287549754615,-0.03091355708778154,-0.23132169142922623,-0.0038493485667114246,-0.08865403031218276,-0.009480494642610613,0.1049544839520242,-0.01968626810670685
DRAXIN,-0.04107531851656232,0.17918576168494582,0.05971727354023602,-0.0330278555525855,0.0015159610621454358,-0.039137524769155704,-0.30651779188822026,-0.1352156152146246,-0.04396023346623415,-0.09035596492930746,-0.022676644671737682,0.013423285673645688,-0.14194052502974683,-0.15564696446056855,-0.11300282596034465,-0.005366493779697005,-0.046186310285974176,-0.027161993586424796
RAET1L,,,-0.02848831748569306,,,,,,0.002183556496101023,,,,,,-0.030270987862279317,,,
NPTX2,0.0755829830735486,0.2731579463085238,-0.02414593694090908,0.1158748169595344,0.2742999733602756,-0.023600258490654166,0.31147183516807136,0.2612919820605547,0.020452204341005503,0.07266980567929056,-0.0061798883349007015,-0.09988508342259628,-0.013969167071999286,-0.1581186943649054,-0.01386930867234247,-0.06465810294009945,-0.034842595639198656,-0.09296329243344902
FGF11,-0.1777551582010627,-0.1688375488144567,-0.006446099163654145,-0.04095676107499494,-0.15599649135319424,0.01390330453163004,-0.3802374086559534,-0.10878616575621733,-0.004974954414435337,-0.06558045946268343,-0.05211224836786452,0.019110233511446133,-0.1234904427555739,-0.046747452849762366,-0.04919176423361111,0.03080175301024273,-0.12262695542055013,0.13019339234048444
CD59,0.27077777516748147,0.1593563445656801,-0.031059041902892402,0.07627378856685414,0.16322521715238145,-0.006424057396913501,0.14080382945922626,0.12637940783300355,-0.030894495071913705,0.04808621820713221,0.12859582423789323,-0.022585659167908088,0.010629401571828422,-0.1570921909573423,0.032494075387003496,0.07067823339726467,-0.05659660995342207,-0.08820905254774979
COL9A2,0.043313048367833035,-0.034691212037893625,0.06807359127965913,-0.04589434371998971,0.060332604594159754,0.03885396838319287,0.06518135087260021,0.040963539649414286,-0.04005738092767611,0.2892125292003902,0.18414092947076008,-0.03376985481759444,0.01811838535701205,-0.04124991255506602,0.05775305452395082,0.06316531574012159,0.07472101338586146,0.08246521829114423
DLL3,0.1958440901097433,0.3459665345091027,0.10826651472482063,-0.08687659213649261,0.027008430150755595,0.014138744243173282,-0.15997318535123095,0.20264482553631127,-0.008323885788802731,-0.14716555937385928,0.39720976869721564,0.05722128579082119,0.05784000531511189,0.1419327982704868,0.1227011876179121,-0.14647938001564956,0.05075361181447199,0.017184479761224135
FGF5,,,,,,,0.06437567308847951,,,-0.05109622338429926,,,,,,,-0.06426104840447441,
LIN7C,-0.03495363625309988,-0.06070178243122969,-0.03067380649957227,0.07829783122210597,0.00843398268010233,0.07264006338505181,-0.11234807858471065,-0.042554339769443526,0.007154507348806159,-0.046614050793557515,0.04766081872887221,-0.11071731470379689,-0.03743564437535871,-0.05251706761149744,-0.025733064186868538,-0.028550661252984163,0.02183682991392332,0.03676663139709103
GDF7,0.09985442117342477,0.08137472179653771,-0.06121225456262328,-0.029045687050127465,,0.004738750697529778,-0.06484045728457755,0.09165112206531424,0.01907183704826355,-0.16417410021275858,,,-0.10754688109278111,0.02444193415289397,0.05413790025255177,,0.026511762901725036,
PSPN,-0.08365800016732321,0.03381382982769495,-0.011359529234612725,0.013737056938368335,-0.03815838151214463,0.032571760470181045,-0.081773186697235,-0.03312589627660899,0.03876949983662609,-0.05217102317414117,0.06963786391500174,-0.028604950205660364,-0.11133439782966109,-0.08258337857065406,-0.020684230804975553,0.02021625751570752,-0.018107996987333213,-0.06556030929207836
ANGPT1,-0.030539250676241355,0.10202559706152024,-0.03704484237473705,0.05026067572430605,0.007299165331816141,-0.012588142923980987,-0.27671205922993136,0.21603628566210833,0.02615022129457087,0.27218785337685897,0.10517189045594728,0.0722684169227935,-0.07002549048057702,-0.09591947086010008,0.0006623118296970243,0.02187514293975337,0.067106352675069,0.12335583114904052
PNOC,-0.06240403502685665,0.29993549571708905,0.02707128543308462,0.03942177740590942,0.325178923144856,0.03590985972100847,0.1673065694987499,0.15489563849667812,-0.009662126420158056,-0.27099287866777166,-0.026571996124064533,,,,0.07176862313817794,0.04684811360028303,-0.0040890456762392455,-0.26080217868332034
L1CAM,0.015190195885814743,0.327978668272635,0.09219999133366982,-0.07247641811324042,0.09043512554853116,0.07627280023023614,0.0859480569270576,0.14790022223887814,-0.021123942551621037,-0.2732050683194168,0.08501175542317034,0.057966264762553836,-0.17584407924685408,0.0572883513810188,-0.1534634636242485,-0.08693048534542097,0.07973214339087568,-0.09786106375564954
APOA1,-0.08142386430645104,-0.05222926668905693,0.05301900760170584,-0.05209337739803761,0.07985668297804197,-0.0481907404273019,-0.09292015349876787,0.01640983168023699,0.007315666535154219,-0.10184842114073399,-0.03249313792777625,-0.01648609421387351,-0.06105506148358642,-0.18960514268506568,0.02769491854694236,,-0.04659593486573977,0.038948754519013744
PSEN1,0.205881520642566,0.05139452546752704,0.012791336018878337,0.01958945395792556,0.0717468184163701,0.1446777859314049,0.1227708749926794,0.04604750429559833,-0.0009020943826270799,0.40881646306309233,0.149658862768138,-0.07003045199278662,0.18570915492997978,0.14270424736220857,0.02285244764030336,0.02846332778725223,0.02104779413142916,0.16346526320810803
CALM2,0.2118012504093963,0.3341022042548628,0.06462309434918465,0.12249389972794208,0.3003286347089259,0.09518602126734622,0.492619245612029,0.2310116414150697,0.047585312066853826,-0.25586990653342484,0.25896887055380824,0.10252225132256262,0.27824050257638727,0.2386505573159988,0.01384622347975677,-0.06238775103740289,0.22453003616774336,0.045438546924638286
CLEC2B,0.18758863955988367,-0.07856523911229499,-0.11599342190768713,-0.0028339920345796907,-0.056748163860003004,-0.0188971953228672,-0.42464886098848487,-0.030951177917973527,-0.01451149247265351,-0.01851279304412521,-0.029803418026482155,0.03114172178142691,-0.02531762807247789,-0.07693225835456374,-0.050289739532282225,-0.021672867817814166,-0.048264831070396925,-0.11440461017256033
NTNG1,-0.13249025856006377,0.19582818676679972,-0.0032646385707906806,0.06501032396751609,0.043997986763171903,0.049138553718138495,-0.08028426882800954,0.028863598553053135,-0.10246041574414472,-0.15485049613300775,0.030733719349688195,-0.06671175244745636,-0.01784274675125069,-0.07095212851090801,-0.04721564920510571,-0.062060561701059086,-0.0825948133006243,-0.06525054620497386
LRIG1,-0.06005485188193575,-0.05136380174836354,0.030030050921422972,-0.028361667858806536,-0.09839586455982936,-0.07237518104988609,-0.19095339089848162,-0.06015435023308773,-0.01011031189828723,0.21261059613818262,0.049980928288248024,0.04256879217015855,-0.1943835772965179,-0.32581411186976256,0.14999405682724282,-0.009701831166387911,0.0273507038227064,0.03455425717540645
CPAMD8,0.021496795164989892,,0.047997173431014034,,0.036963874906178446,0.013206555940262562,0.04760402559089273,-0.031462031305107475,0.01555519802374268,-0.029948012012991194,0.07673714901643948,-0.019052230013148097,-0.08237759216518455,0.09293591399850369,,0.035468079028161396,0.03621808554273865,0.05277550834860534
GHRL,-0.0017220098068944656,,-0.0029579999401255345,0.024183305986147992,0.05853526631846729,-0.030435356088562522,-0.020861954000981574,-0.006256679009482161,0.015584748688449964,0.027567267973075717,-0.04682686918779441,-0.037580518272436685,-0.06034398799508534,-0.05621311282564137,-0.021910257977727738,,-0.03632512034115188,
NPY,0.010873650467960228,0.20349001079460485,-0.009407757602260957,0.0012602218071151037,0.10943653128499659,0.0835049195756753,0.17913970575901517,0.1954979375005354,0.12073058912080499,0.18002777134009165,0.018036385265335138,-0.010189092744351794,0.1486832102458233,0.11150992486819188,0.02723299155202259,-0.03339827721132924,0.0737777706287177,0.06827862962074442
MMP2,-0.022893973721882503,0.08379039083000897,-0.006157198450244332,-0.034667145259763325,0.08395546431220335,0.04294086960784892,-0.3625838760920237,-0.04746535060439678,-0.04563249453939113,0.0915098812088945,0.16013473649591337,-0.04763639165514549,-0.11299819592215118,-0.26627369131110457,0.0030887894339894223,-0.06995015295775613,-0.001752329275582366,0.11329631207419288
PPY,,,0.016927848606727764,,,,,-0.036681267009048855,,,,,,,-0.04442338007270225,,-0.073767044982642,
ALKAL2,0.043339898868026853,0.11236493974478132,-0.025798054246140668,0.007047494149205954,,-0.08803154271457417,-0.01580341205904916,-0.03645851921804617,0.10589026786028391,0.10159356861386055,-0.051777905486997816,0.005378747810603628,-0.013919333964062969,-0.04051680251875747,-0.02317366469181439,,-0.041796234920019784,0.031478720090083616
CSF1,-0.13840412717211262,-0.21874614860956323,-0.1518291481502442,-0.06757953613404133,-0.27998786005786347,0.017594152189938487,-0.1616209876167584,-0.019914790762651638,0.05446265381913781,0.22219029798997667,-0.044170468805604386,0.016338489399668605,-0.1320550023654432,-0.13962948101872377,-0.06386018101361175,0.09250242355434915,-0.0363346775135964,0.12209411308651417
SEMA4C,-0.016297340164423444,-0.021174153792515988,-0.003942471320825023,0.01592360145156591,-0.02535821396594916,0.030891458337352334,-0.13226344561077433,0.015180791610481465,0.026709190760106864,0.11751411455682871,0.08150282171606628,-0.07457736608813129,-0.12307395785744411,0.08390576689757283,-0.011228274208595325,0.01369228681258751,0.008373999046882423,0.075432661701175
ICAM2,-0.027559934567023804,0.10240777472193074,-0.039597249877345114,-0.03068598705516802,0.17051396435642138,0.052316222414684276,-0.2795408378942467,0.0319442948131863,0.013227815907251056,0.04936258506447779,-0.0002435524941498442,0.021613620153577567,-0.05819755638618485,-0.10658541226224784,0.09107465017510054,-0.005608327068892477,0.06764630173387483,-0.027801997921681813
SYTL3,-0.03858937754577418,-0.029914588821197758,-0.02414420534400144,-0.0021719561638599183,-0.06351284561063002,0.010514562387194754,-0.17929050641605862,-0.029739193539795657,-0.031951888906091304,0.07696684312815213,-0.07039693996338513,-0.018272008996795132,-0.06673282356124699,-0.03511958005490214,-0.04430072324754862,-0.0027885792896541798,-0.0847784330312035,
IL1A,-0.06846897152931036,0.05934079744335746,-0.00034543514683548523,-0.009063085862027826,-0.08143266336366463,0.03627444294845077,-0.14903348923389112,-0.03885600271863988,0.010605325874575959,0.0027756602038540284,0.040959438192659736,-0.07449757443260613,-0.08270777822366522,0.017951314366741328,-0.03230856332441091,0.08966812342817074,0.020182414015711875,-0.04809330667006011
HLA-G,,-0.0019267750193391747,0.014773300158470287,,,-0.06777509485245453,,,,,,,,,-0.03673626699755477,,,
PGF,-0.2531691534693561,-0.10717392973846436,-0.03030348984446344,-0.02268313841528528,-0.012934353871665137,0.02831430348219284,-0.42827261529498983,-0.04710953442058649,0.022727331865318563,-0.008470426974608519,-0.17227852674934485,0.019768041035950052,-0.3209244210642783,-0.2757313621606935,-0.033014608872946875,-0.10454091939896003,-0.0076190050554288714,0.008999909752831596
LGALS8,-0.14688388133418603,-0.012469877034097607,-0.01107035051002295,-0.03446855955565163,-0.04473016949132616,0.03820855561982434,-0.15382516708828156,0.04446297326102174,-0.0018552770940320094,-0.14080840662392388,0.06045080394506206,0.032778481224556955,-0.2036401881985148,-0.08775924599968617,-0.012207588157245949,-0.03304104216633498,-0.04957432137992044,-0.0020616513305433504
DKK3,-0.051721186389062805,0.33248809401713375,0.09179211294474904,0.1605994081442382,0.3182866865084364,-0.06888898211313604,0.2475467913369122,0.13855467384851303,-0.02045917997291949,-0.30253649463285476,0.15736185394991975,0.006268937276801717,-0.043144369037464436,-0.2516823023361115,0.17052364744739573,-0.11705271913056622,0.2105959191614352,-0.028102715757312092
COL16A1,-0.18038256052109158,-0.03159999615793113,0.09710797463402876,-0.020426306073855545,-0.10373556009242507,0.08245464342603204,-0.0677393863140109,-0.045838644851930066,-0.03535303203664668,0.12387393673322823,0.1480388191099833,-0.039617396169479326,-0.1338819851855321,-0.11715080701293673,0.007364226360493279,0.007971442736459151,0.06514047820795132,-0.016311098903868993
TPH1,0.0847486829834806,0.04847990463156528,0.03185180226746492,,-0.001401714314003791,-0.01843300313296063,-0.09442408977617317,-0.03894437771888688,,,-0.02827412793621502,,,-0.1827977310918709,-0.0341290558321218,,-0.00617638709899315,-0.03930128389792083
TNC,-0.18494912538726133,-0.2134206848276078,-0.175849678222324,0.0076750172103714496,-0.2747810122532151,0.0034189899499757434,-0.483972555126001,-0.30961962593880793,-0.006243425292228496,0.3133608823716431,-0.11418292034988188,-0.08790341968412584,-0.44753540501718164,-0.41806588636181835,-0.16089623094602118,-0.124510687437241,-0.2017801473005538,0.21156409563049264
TNFSF9,0.01881916172234587,0.1950147788214921,-0.006567643591177158,-0.008201465595248722,0.10297068793489404,-0.09868177359516306,0.07667319612506894,0.06876183349996842,0.06335492671329042,0.054064923996916044,-0.00993950186843426,,0.016956151446554532,-0.008554604158598081,0.04254408369391711,0.030252254015586975,0.029302725739520485,0.030135692263891952
C4A,,,,-0.023629567577378833,,,,-0.012500502425161557,,-0.05969803569289781,0.001179407271876374,,,-0.10486618508576975,-0.020469129550270367,-0.02404868600780741,,
CNTN2,0.4530518138727253,0.21939573034267268,0.06879128269521102,0.04982543305204997,0.15272456224798378,0.22132980276435246,0.3436513304654002,0.10122450852780512,0.22980894587982334,0.5584396261505487,0.401994491003386,-0.009790158781677345,0.47019350190174464,0.5050043396645654,0.07715167062737799,0.12230019088207629,0.21555920921294552,0.20912026908446782
F7,,,0.01323720471916218,,,-0.00018180205598979316,-0.02331068629055146,,,,,,,,-0.020255503896616706,,0.14023000008033085,
LUM,-0.09636678984950642,0.0421070020381344,-0.10280262474513438,0.03323003666783172,-0.0006149684191149309,-0.046365063357747024,-0.45510571768646985,-0.07231841950937198,0.008844272006140136,-0.12563078287106758,-0.004014273746295895,0.025124203361700376,-0.18549872881081422,-0.2646974640391996,-0.11248913566085925,-0.09056737860334899,-0.07507540005952536,
IZUMO1,-0.06742528001076684,,,,,,,,,,,,,,,,,
BTC,,,-0.028488305619393233,0.05496594576027323,-0.03072814426749948,,,,0.023641463065865283,-0.019985191223250653,,,,-0.05809970626757144,-0.01960164207037448,,-0.04641297800464061,
APOC1,0.47742276270184236,0.1542623440178118,-0.008692534780397772,0.006740673956787745,0.3161522299542225,-0.004488953635874769,-0.49878618119935214,0.0742305022193806,0.1217470500728917,0.5606905324217262,-0.09520789430316902,-0.06924988899118603,-0.19197153261971706,-0.2020125385430785,0.11154895823040971,-0.009834835084996812,-0.05036284391444944,-0.03931341697145702
PKM,0.08499390205291253,-0.23729822023690758,-0.11429376302491315,0.05137973696421818,-0.16615210106570064,0.012645014348232866,-0.300075982033447,-0.24502758015391776,-0.015132770223998799,-0.4659360540835306,-0.14645944604194888,-0.06939976604026847,-0.2440784212345828,-0.3092019778112371,-0.013579448490918578,-0.05727575672275617,-0.2277602244304573,0.05270748691340422
TNF,,0.1357460103167518,-0.0496199232385982,-0.0018001358398009868,-0.007475636542653743,-0.0356964221756222,-0.06170482224506654,-0.00258229982656712,0.07250882637131974,0.07652648216906603,-0.032797752702927466,-0.01193182733631978,-0.05245852191630397,,,,0.09395011114536962,-0.06605854482489615
GNAS,-0.3224847821127505,0.2750469800705067,0.03077531275494728,-0.0038950264214643927,0.3368789688023725,-0.03830180692100012,0.1194918670552369,0.004201183885229451,-0.08208191214586295,-0.49680945175966323,-0.1647536477926113,-0.03614756392458719,-0.0036639143811393673,-0.5464375074215635,-0.08982410934746099,-0.19044279725412186,0.10982253550172184,-0.1689277943706704
BMP8B,0.10151314480297333,-0.026613563304589437,0.021283446410273958,-0.04534057327326188,-0.022663003064280214,0.05414729612288593,-0.01660319204770429,0.036112583908451616,0.0034534624580984147,0.10408698239888334,0.114176333543051,-0.1316424760165544,-0.041507499879813156,0.02553240729692178,-0.12622975287101287,0.03327934122699825,-0.035292538979339184,0.0005283535232728298
LIPH,,-0.004217862490254665,0.009836729599872454,,,,,0.007959731246866894,,,,,,,-0.032166636088594755,,0.041867263707556404,
CCL28,,0.05927843648696582,0.013771666025000396,,,0.025096821773918865,,0.0513772502304036,-0.026590946975269054,0.024844118488732008,0.04049259621923481,,,-0.010964229884803774,,,0.018288551967837137,
PTPN11,-0.058027363068688664,0.025815846720313673,0.05610346119710393,0.07798820543943802,0.06855771590288164,0.04208348870326595,0.009277972625619517,0.07866398283559482,-0.007084200137073097,0.2995154453408042,0.05909789579525765,0.05464774288525272,0.22109188634672755,0.22022893618861142,0.025632322397054177,-0.05582745142410608,0.007077111077280493,0.06855599796091762
ADAM12,-0.07394967655786727,-0.03212823985948806,-0.02626407446659046,0.001810368125991528,0.06480393386985064,0.002196905791024548,-0.2855807517210167,-0.15542653771055426,-0.015607728654068752,-0.06625398586322151,-0.03205375193157153,-0.05546852280522537,-0.17330400892778505,-0.34480958785778654,-0.09041648423309315,-0.024308230983402235,-0.12241667762855306,
EPO,,-0.08012740407256291,-0.025620006622672314,,0.015469456069861725,,,0.027094090439522534,,,-0.015749355284811074,,0.0011280346088800017,,-0.019379090212779993,,,
EDN3,0.046906500060227826,0.005960767488956812,0.023759446733411273,-0.019924417726215286,0.09575235399464621,-0.07256210812746655,-0.06469962826285691,0.004572182436950186,-0.010724809098651405,-0.04421209239150554,-0.0960060566319199,,0.020552572489634244,-0.03189292360995897,-0.004984502212618218,,0.0690860144521382,0.07279982165684774
CCL22,,,,-0.009251731989151427,,,,0.019897045783644922,,,,,,-0.022746319928091455,-0.01700430803784138,0.11800594468596362,,
CCL2,0.23399320431652104,-0.12789926673204494,-0.1492038735787067,0.0027441840593545497,-0.38922268128311316,-0.12937004106457525,-0.2508824785179572,0.00948802612760652,-0.012105147394368637,0.23842400433760108,-0.1044219390980345,-0.0025327441240045514,-0.15428959911372986,0.0023551340798768695,-0.09088162104412432,0.006984676135743732,-0.19098276474943532,0.0018234426287091071
DSCAM,-0.0005684574671657928,0.018729440626088542,0.01144999315930995,-0.0056925750208187045,-0.05561417192542482,0.0800492697914111,-0.17713525247523806,0.028766788235902892,-0.039772544145718264,-0.1135452103966254,0.1300803088254806,-0.08779541538200711,-0.16090556757223012,0.09752846238551528,0.004355676340155436,0.012774028595765785,-0.04859935088427737,0.02926747477935879
GPHA2,,,0.06769035058179901,,,,,,,,,,,,,,,
ANG,-0.1175959317199698,-0.224009695321206,-0.025566042494318462,0.022005332309481592,-0.04342119055961673,0.023471438591017958,-0.22415307511799457,-0.07937709866365923,-0.05437578608340421,0.00466958533978057,-0.12791123181736372,-0.08566006597460298,-0.21840184561368822,-0.024958852790791308,-0.03670923512440267,-0.022222819097125607,0.002599232779087318,
FBLN2,-0.0012640555501668674,0.002271019038238854,-0.047179633122189354,0.0522799495915659,0.13193856736317838,-0.07562930100871858,-0.11421100343973016,0.06618500044475929,-0.014628694812705569,-0.09097147529412879,0.07057258598373857,-0.017477612716549542,0.082598154782689,-0.16910151401627455,-0.08841837236618683,0.048567588648670765,-0.04735710914998536,-0.037583943185099146
VTN,,-0.05879049860857192,-0.036536421515905845,,0.012322804274802259,0.014058162118267775,-0.10264865012086402,0.006505185807335217,-0.019610180981781838,,0.024810063747729247,0.014491504604218023,,,-0.025093306230036146,,0.08066790533969015,
VEGFA,-0.07150502715462906,-0.35840136451925986,-0.03568023505617137,0.02391315273930275,-0.2977732204930716,0.025913065932548586,-0.34481121234835743,-0.2843113299072946,0.017185945676192287,-0.2146122191188864,-0.1979389853825293,-0.07783977289147366,-0.318052613451227,-0.02694449710069644,-0.06906420663971173,-0.08718848828848257,-0.23275567731934604,-0.1043611053331916
F10,,,,-0.011003443846118776,0.11375865944866073,0.026351797833675573,-0.09535243834424222,0.017277075909826415,-0.009021877315487647,0.011565369071877609,,-0.035628356970763865,,0.06226416221800419,0.012844031532846589,0.0661179388818197,0.01941441010398201,
SERPINA1,0.19126805218603066,-0.06766901290193435,-0.04156279128588985,0.03928660272487814,-0.11447533698249812,-0.002844287801019536,-0.34674286114897523,-0.0006750121068409152,-0.014965570445790242,0.19417299632838173,-0.02504588352430602,-0.03130763270920241,-0.07284091312912605,-0.1109564227389353,-0.13545542866221646,0.060236137870317334,-0.1334904926291372,0.011993914566024597
VWF,-0.31057025872852645,0.13003944551557164,-0.06942669909458138,-0.01084847494563385,0.12730539020412296,0.05125384097034919,-0.42171465636977706,-0.043987272372812206,0.042806990722466555,0.05591547371409319,0.11891403373083503,0.06338275267893734,-0.1508896290613009,-0.3166157503304104,0.10067512321999056,-0.0019723464434639832,0.1423413321010592,-0.06881945343578645
GDNF,,,0.00107248792136633,,,0.04131404351282437,,,,,0.014760335908476493,,-0.018399910961871747,,-0.02713660778631975,,,0.0766423264402043
VASP,-0.04459135874819061,-0.06608448493331205,-0.08765737044721106,-0.02945752950169243,-0.06165011054798483,0.004860266370854607,-0.22356943655764275,-0.052035573865174385,0.005671519641417433,0.09268464892120637,-0.025262759489730065,0.0068920541054802095,-0.07324587887538736,-0.21752117013625555,-0.04298388434762696,0.04812245199630535,-0.10134995761666793,0.06420732921316932
ADAM15,-0.11875378498497667,0.05275625437729905,-0.010161454548915271,-0.04174424411985446,-0.02705264028907146,0.05127422298515173,0.004865225085592246,0.015838778402008615,0.008217131866246532,0.20184843441321673,0.05759205706254189,-0.05377307147843682,-0.06055881769041706,0.024220899442163824,-0.02437186758889683,0.00336969139427942,0.053026293673009296,0.025474410342782545
