,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
VEGFD,,-0.03335764068330478,0.06576715742954917,0.0882246235603162,,0.06778906108559847,-0.018757821111261692,,0.1621966072347669,0.026534815964093895,0.025728022019575178,0.002790109802475027,0.023490988148469387,,-0.041369530248395285,-0.052102390718315246,,,-0.02567670625185559,0.016167754406304607,,,
TNFSF13,,,0.07007399913525332,,,-0.01793667485577143,,0.1475425311356904,,,,,,,,,,0.03278824614207699,0.013319148853042265,-0.05266415747067286,0.006674699591647673,,
WNT5A,-0.01943951029428284,0.009441513157726905,0.017796047779080004,0.0061949995229817825,0.005824009411888883,0.02408077574429449,0.19341343511974518,-0.004609343662878765,0.21851143791649474,0.11210134452251937,0.010406042551277755,0.029480214417816612,0.004623105275743972,0.02684685588255307,-0.008813186341085005,-0.0903928834505503,0.01369893420322879,0.05577373004497044,0.007543213499254508,0.029498897879893703,-0.038100631581586976,-0.07142978360190538,0.10132389287041253
CXCL8,,-0.10662449458615114,-0.07805725034434632,0.036043230825881886,-0.04997421005520064,-0.04835974730511378,-0.1486497928564706,-0.007166075374962677,0.07806484204315028,-0.05355726299712791,0.0446403075090578,-0.01907444183866039,-0.015293040574891706,,-0.08912308837683865,0.08329648577092369,-0.036906893533740284,-0.02804658224816783,-0.12459858875436709,0.0166133859162303,-0.00453969684807245,0.042962401575316715,-0.11505281441973521
GRN,-0.05961834387825551,0.027806792731566957,0.033833662212476225,0.0004751432614865525,0.03605663898227959,-0.00399224039489346,0.02562283932818474,-0.005089627048808267,0.2775945217746224,0.01167188635178756,0.04173408666321988,0.04307391337630592,0.08438928028128614,-0.018417350838117068,-0.03260870887389873,0.004545387868771506,-0.002787223465407009,0.045719328035075085,0.013404489855124595,0.04002871630757423,-0.028635612381939488,0.008014707869441414,0.07372497535303475
MIA,0.008079304675329697,-0.04441136136639228,-0.00934110059109435,-0.02521241370590816,-0.040787727008701334,0.005996704683006864,-0.09368875052967991,-0.01110134286713811,0.11254530045381506,-0.07461993724565615,-0.005527282173419361,,-0.022176978937262972,0.09254212392246992,-0.023902733816263535,0.015778836085329966,-0.06501759346367299,-0.007461869165807163,0.12608174017672485,0.03061912244389429,-0.05234409793521076,,
COL4A4,0.019326475269125544,0.018013374989680076,0.03385130997174598,0.055293108136192474,0.03558858904110506,0.07777200889336496,0.07588265756416447,-0.020566869596778996,-0.008251367890561788,-0.005194008969672672,0.0004868833363473099,,-0.007220886937835044,,,0.025140599311015886,-0.026858022212857748,-0.025147874724046195,0.03867079676372477,0.034388981769901496,0.09608957974120591,,
TAC1,-0.013505745303566493,0.028941878264657946,0.036900833330353225,0.0282360861729144,0.07627136622903653,0.09519663104109274,0.032540357820948704,0.009630688952313947,-0.2204989474310839,0.032204142790079104,-0.017887579366270123,-0.10879617736503559,-0.05250904766969226,,,,,,,,0.04472667584686246,-0.04486061024907596,-0.03021193992939958
RARRES2,0.02910193643148647,0.013309134673997046,-0.030571688613016484,0.07029238350696627,0.022560864551935334,0.09524281904468646,-0.19991590934293585,-0.03171441027528786,0.27618384509635197,0.13276612174518504,-0.015109007604017788,0.06695542467976348,-0.020390710586861163,-0.04686167105019803,0.08010231185638522,-0.13194660628560462,-0.03913084005951004,-0.04138466843313827,-0.06276377915589533,0.01888477495424251,0.003995734365993695,0.02858174250055913,-0.007025408554057861
FGF7,-0.004162501245693584,-0.005746079975044272,,-0.010896843622973178,-0.036908685905114966,0.014289402119596796,-0.029578854588347202,0.07598468289363583,0.17239335824045873,0.005463471057539882,0.035145327402544044,0.09486742057098399,0.004881819084284205,-0.054107431735570075,0.042731771969232335,0.04867178850888285,-0.04988331213945802,0.0097434486525304,0.06499571762058187,0.011897517621269296,0.053682879253476486,0.044702455318469086,0.049239738396691844
EFNA2,,,,,,,,,,,,,,,,,,,0.009706424474819494,,,,
HBEGF,0.0034062169599777857,0.042581914486388844,0.00466442488976577,0.07143640983459779,-0.043316634864348336,-0.0020437882392103624,-0.09278181015701163,0.001000033899505874,0.07647600798590473,-0.024460418571679705,-0.020175803059984433,-0.013233532390638403,0.08624573673213859,0.0839360719410022,0.024249860036378582,-0.008881644711712594,-0.0001289903506055408,0.10071689195592946,0.013702054113872958,0.027246854883459206,-0.022815759664506777,-0.021399947040372645,-0.02170925441260233
CSF3,,-0.03358026036973352,,,-0.021724864648470895,-0.04253054244573881,-0.0942706959926892,,0.02715433029483221,,,,,,,,,0.04154554829902694,-0.01961908745430517,,-0.005361602099175782,-0.02934259267277727,
PI3,,-0.03978082592939586,-0.05044265033998752,,0.008084114217344065,-0.06174154709773495,-0.06643105712341349,,-0.03363346843283365,,,,,,-0.06383862002702795,,,-0.059204318577695036,-0.16120822527366852,-0.007502014188996696,-0.05832924538522431,,
PCSK1N,0.0459917065710535,0.17743448210527143,0.04589820724769658,-0.05782949679577793,0.015575975753675643,-0.019811763766044533,0.022761148094886583,0.0002134781134942299,-0.040352082923354564,0.01059963468606945,-0.006690776552640097,-0.0968439844395035,-0.0632903507916132,-0.09238724922352817,0.012614013000986045,-0.025988440001730728,0.005469261480562973,0.0041546297663987,0.05374857621390147,-0.04483020541902556,0.015130870041136528,-0.09368068333053112,-0.10044715999989047
NTS,,,,,,,0.027717543985179314,0.003935360907735593,0.0406172693723572,0.08072297298073099,-0.017428932229346834,0.0023482822017399266,,,,,,0.013624634307801595,0.02818808943605079,,0.000251057076488349,,
SFRP1,0.007101893195098477,-0.02723076061401832,-0.0320460746450095,0.04657528329919887,,0.043501160536497226,0.06034832835671934,-0.00834597113163762,0.009379841235009925,0.04779714602265189,-0.013891988525404292,-0.005552336145693222,0.05718768487812148,-0.02895383177214609,0.03683945865656007,0.00025119625901783076,-0.035593943366647646,0.07536170399880854,0.002336501856599437,-0.0023275093754471987,-0.01140611819936283,-0.008199831482328548,-0.0023109744622036104
CXCL13,,,,-0.013149730529106498,-0.01577482228143616,,0.02558700780451938,,,,,,,,,,,0.10770395591641689,-0.06270080954150833,,-0.049713366274485395,,
MICA,0.04768960053615237,-0.05360730874747186,0.021257897257493528,0.024720333070201522,-0.05085207316778651,0.016634737060999136,-0.08214355616323508,0.01721949530656215,0.11583266835364336,0.060152251238850346,0.05280005598968181,-0.06376374418185855,-0.02287422042127915,0.021536454388246615,0.0073224461289333066,-0.026911924403991407,0.01460122722008393,0.07673300324646026,0.050597637084235605,0.018547941567971602,0.06937599470531383,0.03185403444942752,0.03881029503087183
TG,0.06957618172572619,-0.026768827319869907,0.03259836772957786,-0.04395578711954042,,0.024720443214098314,0.0630921930665673,-0.028980644602136552,0.06568783170225838,-0.011181689748582182,-0.011378825085379973,,-0.002601885479824275,-0.04885756284301666,0.04075597578349804,0.05150745887543187,0.13761368292014964,-0.02629203808217077,-0.0017135566571070255,,-0.025082553520895598,,
ADA,-0.0017307017742938914,-0.039586722487061715,0.09891013721948672,0.03956759341527947,-0.03088416090302514,0.05456001580486118,-0.006352474382386892,-0.012591893388855064,0.20993758519778036,-0.00834172970222078,-0.005973367340367393,0.045497154252485794,0.026014423171312785,0.11143199707592008,0.07584069345957685,0.13444081030388957,0.06451818555401265,0.08686753127643253,0.017094447712025427,0.038517920205868784,0.0029568247217594823,0.09640758437196212,0.04022719592114818
LAMC3,-0.00565728190195271,-0.005388443772585696,0.04441763937837455,0.05419898769888312,0.07841073462221503,-0.01116859744519955,0.07331024362917474,0.14029996803613087,0.2001150269060423,0.007393971890364104,0.012078603689868898,-0.04366698351720571,0.1211356373890146,0.10167863096186004,0.01448783571139886,0.1018526657057234,0.0936548577783281,0.1271402295752354,0.06068104670950509,-0.002762448575138977,0.06902894728061504,-0.05767729935788945,0.039610202720893856
CCL7,,,0.017723601169754168,,,-0.027766181361974188,-0.052004127484786965,,,,,,,,,,,-0.015268796136805176,,,,,
NGF,,-0.019346542568223546,0.034377391976451004,,,0.004301152867368983,0.0342090906235457,0.0128786548972188,,,,-0.02466553334016926,,,,0.09401485405269709,-0.05100495061531192,0.05808602999088033,-0.007520925163273837,,-0.015094093115970464,,
TNFSF15,,0.1194667110558907,,,,-0.030919000973092584,-0.020306682131156193,-0.001176673907437283,,,,,,-0.0007878057490820944,,-0.07512384687156505,0.12182934851610336,0.0028977797956331094,,,-0.018925327223078357,,
HMGB1,-0.05173213603471671,0.08330444853243273,0.11280221331632205,0.0942756373823189,0.011481759524406639,0.03368654002017822,0.016141314539784225,0.011002841429081988,0.30936084287358334,-0.032294563544328976,-0.016756990948707105,0.004006387627736343,0.09915683985673288,-0.07007474039505016,-0.016673110916738038,0.02254931708082406,0.05894561619294436,-0.03937045789748433,-0.04803324898127558,0.021245196669054913,-0.05601587602697833,-0.009046588030249198,0.05244717352162673
ITGB3BP,0.00260104753881406,-0.07634385189338257,-0.05897935496573564,0.03283885596746865,0.033896453577757404,-0.007666674931603094,-0.019758242336533106,-0.011287851227879293,0.16710154463346033,0.004204781208909415,0.014505811782284314,0.039999566978147966,-0.021633324226986796,0.05373971571289864,-0.000535113555027011,0.05144164463057808,0.03149720247043573,-0.006456619861912268,0.01574735640883845,-0.01953978271697154,0.057672690059729255,-0.06510976925022893,-0.09452757838720552
AANAT,,-0.03467561848528828,-0.0287610702294838,,,-0.017001661165108164,-0.01071558079940451,,-0.016328421501185714,0.02160000083643879,-0.016141868392727673,-0.0061142286104815076,-0.014419589140352407,,-0.016297972553361958,,-0.03574800615240316,0.00747266161734703,0.01669143664584013,0.03528016856279403,,,
RELN,0.02558376593890682,-0.03335762336930869,0.013538436387278962,-0.07566952468531539,0.0860337507358554,0.039302173844223055,0.05808380461229946,0.007147256632564012,-0.07551388704123174,-0.015448888647818784,-0.026886779252615157,0.042843524264210224,-0.027413104628469808,,,-0.029520858402872347,,,,0.07196831294483023,0.04509116360747991,0.003396477556563456,-0.05631641808583807
IL15,0.14585965477446983,-0.034021892488556534,0.03479479419660888,0.0449763336707163,,0.03548674172832433,0.03487251172986596,-0.02389388661788989,0.07003281782005807,-0.005363351170101837,0.01993924480996386,0.08470475448076052,0.02308583341053505,-0.01970174580026645,0.013425243277957697,-0.037432959463102496,-0.025199216818404882,-0.047663980532797946,0.056211933506245655,0.045906292285539434,-0.028693617686136128,-0.031034250999314,
UTS2,,,,,,,,,0.09044293159680045,,,,,0.0013817633850226124,0.07717543090413044,,,-0.02215527297850373,,,,,
BSG,0.02498125487033066,-0.06721439635237426,0.012383278565889924,0.023117728054761626,-0.07954474941451325,-0.0025723810476743223,-0.03633390789359858,0.004729948585567807,0.013272639320574481,-0.11691322466114985,0.019571523908247117,-0.041260564571166405,-0.08162658010878276,-0.009441670965911945,0.010143952999004415,0.02061484297613217,0.008201358831530033,-0.03679208784796397,-0.012402075350456433,0.025697018978205196,-0.053946583341026214,-0.020531903607752127,-0.022548703045385934
ADAMTS3,-0.017338105079982194,-0.03430871416994383,0.062004492172616686,0.006551753947296449,,-0.028807911757710348,0.009884017580756821,-0.03848613914088182,0.24745163685270294,-0.05249377356968696,0.04960795303626007,0.034943888284866324,-0.012533416375056654,0.010322251034697966,0.03736590144214762,,-0.042804598069620774,0.07055328343457519,0.030324421603200206,-0.02493984835132563,0.00955295488598717,0.019521442311847964,
CD34,0.019957948350737983,0.045955470338988016,0.03879691277138079,0.04608180059334931,-0.036022216218065894,0.021541405437149014,-0.022580212591071267,0.06844573068432225,0.12175841215912513,0.015792466661913536,0.019345483461099856,-0.03241710491733178,0.061692600337103144,0.10105218317182368,-0.05092765974599965,0.010857217009010678,0.06800609969847865,0.049501182892303514,0.04285569393153078,0.017402555820305515,-0.05628309986315695,0.04582962958409632,-0.00918239406849112
CCL23,,,,,,,,,0.11103083289868468,,,,,0.07101578284518924,,,,,,,,,
PLAT,0.009793521282318992,-0.027539473279450583,0.07251048312154838,0.01597238202884633,0.02100337238523053,0.015015053319439189,0.017991522586011523,-0.004396671009764919,0.2716197517049452,-0.03274556817872283,-0.0018186571853637298,0.031948069919583794,0.12753977340859846,0.010090714936958267,0.14182858480721483,0.01240779641253531,0.01207588612440516,0.0029566897519851115,0.13437175493507142,-0.03489715211870837,-0.022155404620556363,0.009137184481748281,0.049800878746176634
NTF3,,,,,,,,,,,-0.003124041371680475,,,,,,,-0.012221844747397216,0.11996836121727207,,0.035647882745875756,,
LTA,,,,-0.011166330560291335,,0.032247615417796666,,,,0.004509856260589826,,,-0.0058400563835366535,,,,,,,,,,
CKLF,-0.035755969697940496,-0.03554690484125933,0.09955789761821274,0.07881420425057363,-0.03655085645069904,0.0602993838178826,0.09866464644156404,0.0006156279280914642,0.32580727163222695,0.08962074061879075,0.016499189959453934,0.0912195044055367,0.04793068343166052,0.04513391475025872,-0.052837815000918394,-0.04651050105222728,0.06762348234486062,0.009598128294015658,0.08871259528462465,-0.022466098989090515,-0.030562652350878235,-0.0014567526078049554,0.050014788690157484
CD24,0.03164512368974949,-0.04037092386565967,0.04878434042463245,0.05444841446403639,-0.03490267884635345,-0.05917947805929663,0.1461656317687743,-0.008843391070894773,0.05727205001874054,0.15066475390470968,0.051190983897819536,-0.027349601973891413,-0.018162893511652494,0.0710129145976589,0.04311175525926108,-0.09841721743089406,-0.03214886683121122,0.010577012548230747,0.09381726273159911,-0.09048537638584712,-0.004396837770907004,-0.02903771478794841,-0.103970094321605
HSP90AA1,0.01862365993818733,0.0679845094015078,-0.06269568132909736,0.049247857817111544,-0.035426589711837465,0.07713673214954539,-0.018906972477767525,0.009556424949455666,-0.22575546486962125,0.12696229181502697,-0.02176960795323143,-0.08359724482620828,-0.05245137623870154,-0.07471976195615866,-0.09711276831595353,-0.13395155488792465,-0.005811720219816045,-0.06174170012036489,-0.1628833252315212,0.0761666995923307,-0.05433475211515346,0.009601559085444465,0.11739247850464024
BMP4,-0.026828249063021618,-0.041870650531482215,0.014011926061801816,-0.013540658383265111,0.0033090619519158446,-0.062010381949506976,-0.018799136389889913,0.03183806988949565,-0.041142000698605574,0.021750095555459613,-0.021151118079816737,-0.022791289670749938,-0.008988050635007122,0.02700611971133111,0.0375432726569397,-0.04307204174296838,-0.0012424174679191388,0.05439786434252158,0.0775384842240476,-0.010828752079109568,0.07074996657840464,,
SCGB3A1,,,0.014008439531924153,,-0.02322173192870548,,-0.04617569238582642,0.12516325023979294,,,-0.022867060577773216,-0.018358556592432382,0.10289065154334644,0.08044651675323854,0.08280234837198261,-0.00948949072425495,,0.02618833952902142,0.039077199535721724,,0.01930037844946987,,
IGFBP4,-0.013169015770035713,-0.020516781735895002,0.03931225321253792,0.09070256647633772,0.020149468718031433,-0.09581031489410463,-0.01862193073486938,-0.016114163291062408,0.1630025607809674,-0.004687128051579021,0.05113413798270955,-0.00232928683784828,0.07127348418147307,0.08796541341566369,-0.03240370090880178,0.06453375555528398,0.1009182727684134,0.0657453313376143,-0.019035340630117734,0.001249402605035554,-0.019526051362211545,-0.0014117921995865825,0.04188898491942024
RSPO4,,-0.02363378522766218,,-0.045918434385043505,,0.015702274701617367,-0.056539765406187534,,,-0.045918569149116045,-0.010416236656147977,,-0.038865288183759235,,,-0.050117805101302766,,,,,-0.012623224927840081,,
LEFTY2,0.033470783598447906,-0.02320770054000692,0.08738770276908878,-0.022306620571162922,-0.0033090631768705426,0.011532561480546094,-0.020777728244091617,0.014471163130580519,0.2608895801843749,-0.02761410392036638,-0.01311917372474537,0.022299347597963273,0.07073433729135631,0.16635864771949813,0.09842172119021365,,-0.014540030193940392,0.008695547304427082,0.09345066629808167,0.01363634071447869,-0.035994975053689524,-0.02728349748134353,
PF4,,,-0.031637372784838046,-0.01853663872960368,,-0.02422544621193171,,,,,,,,,,,,,-0.003674345840616335,,,,
ANGPTL2,-0.014709751838741035,-0.007669962927213053,0.031235099978676344,0.025082926733496835,-0.039477698611683966,0.05783646775512603,0.05629925447776404,-0.025728302498167713,0.26716339888304597,0.04745620026326957,0.008354381917042497,0.06712346909005154,0.015043710022828366,0.09522719982384184,0.17701182341049063,0.034769119679957425,0.010284920490365715,0.09779212145338864,0.1171527171825804,0.03988049899275473,0.019773316672620236,-0.03711099030264483,0.011841914170777327
LRIG2,0.07181953502328181,0.014093104189475271,-0.004507421246424259,0.03398884481747238,-0.05591304540683167,0.006400212225713979,0.02378952210053725,0.008679858364534793,0.13120675316211622,-0.023450419183666606,0.00028600228213134237,0.03694754681696957,0.01946580189976142,0.025370544696873654,0.1408338312222074,-0.027813825084919773,0.044999854493841904,-0.012918706829691606,0.0027778431993478268,-0.00407631733785563,-0.034880445403297086,-0.056737087299429584,-0.0603541275530498
ICOSLG,-0.016886204074006983,-0.04627133421994881,0.03257583680955645,0.0285166472200443,-0.041603664312592145,0.03067300369953845,-0.06621365144361092,-0.004163846012846403,0.09721140879032822,0.0022093812647525223,-0.016325041224606204,0.048441908212403614,0.018285557026882362,0.08507146072664988,0.04872139355823607,0.12099514330013073,0.02189068169725829,0.06512209514405609,0.05046808444197387,-0.0273921290498003,-0.06657711797261308,0.062031183128585354,-0.1108289988256967
WIF1,,0.09594142167485706,-0.056926317159586064,,0.06214891423135601,,0.06526430382956194,0.04958550551382401,-0.189549686515774,-0.009128078211753918,0.05438522393441627,-0.08911961043146432,-0.04162595441455568,,,,,,,,-0.024604736314031216,-0.03158003946008019,-0.06493794039318397
NPPC,0.017280445678076795,-0.02212710450626177,0.05845883493208783,,-0.029133584914778587,0.009025051727777463,-0.017309021254137615,-0.024978069621761276,-0.040000244521760375,0.006370980059470391,0.02352233697828116,-0.017769270097889468,-0.024788273063777063,-0.01131693417575502,-0.12511989379216326,0.025532530286535925,-0.042804515860826974,0.03694819068741219,0.06626103694589651,0.0015176078443827536,-0.02472626497042151,-0.0330560256627508,-0.13752009454598965
LYZ,0.01433806133100111,-0.08074623515713654,0.015725566666047894,0.05015132551220737,-0.028829598777720667,-0.009014589533742068,-0.09358498380793412,-0.024198035217043445,0.15166240905933187,-0.011894706818342394,0.027888088564407325,0.040915044570770505,0.07084398417063244,0.05465425423147991,0.05632349551277839,0.05285036231330578,-0.01498482799833233,0.05367232624320533,0.037461224790771915,0.0197191797458422,-0.06849918117007144,0.0524324902460618,-0.025556663922070615
EREG,,,,,-0.02928351770328099,,-0.0963749182574234,,,,,0.05196292526853569,,,,,,0.0024231594654590374,-0.011554499884911473,,-0.009672890783291007,,
SPTAN1,0.0012962524974307163,0.1647871091456219,0.02294105805532114,-0.05898659765438769,0.01405270973102124,0.08203536123170475,0.03386209332814878,0.010502504217842082,-0.1449561547351599,0.04220042998884353,0.08869251116542938,-0.1219536472698458,-0.04776349330267243,0.08864669482814842,0.13397261238435265,0.007790760240329922,-0.031084759860120735,-0.01228156934208199,0.09494321183582947,-0.017399256531712693,0.02383831478036911,-0.0013548177130501607,-0.07592330414679456
PTH2,,,,,,,,,,,,,,,,,,,,,0.011780194140542584,,
LIPC,-0.04231774620680348,0.08355055425206197,0.015636792378364506,0.02166534860203642,,-0.016799481904388684,0.0054035467861422645,0.04905283333533222,0.06825444896678774,0.019036218669792777,,0.04953960743309528,0.026854450194132393,-0.017997132712444262,-0.0902070046746811,-0.0018652674059024257,0.0038569833187776996,,,0.025304348707604472,,,
COL8A1,0.03100332632840772,-0.058811111446413766,0.012503654395072719,0.0009179405911476392,-0.02712389000144868,-0.02842308249887189,0.01685959096086385,-0.04499288952306917,0.10199370900134426,-0.010954708248329809,0.012710563311344741,-0.04513278717067989,0.10206306077058475,0.1410671699196228,-0.05141367597790252,0.009164297274259138,0.08921134826422951,0.009706135962202597,0.05351637499977019,0.027674755967294885,-0.06271936893538102,-0.0033852965945075377,
GSTM2,0.02175272680341984,0.023548083498482655,0.008229305597648888,-0.01982310731735232,-0.03614981192487545,0.0041826729956398094,0.008547739139396814,-0.020205498509653395,0.019380338290207647,-0.018803604985115362,-0.011682066170726925,0.026084548730198383,-0.02578875184824177,0.06373706801213272,0.09391304772074786,-0.0031012501741959453,-0.017519832506502173,-0.06354362745712631,0.0909900431382329,-0.014065271032129862,0.02417640604725822,-0.01565732246979562,
IL4,,,,,,,,,,,,,,,0.12664290701055328,,,,,,,,
SPX,0.02292619830917362,0.02942643427581348,0.038642432285433036,0.05864423586682822,,0.017740226215793627,-0.040521736770720636,0.010948290183928028,-0.09154722283970927,0.0633244505131561,0.008955733686144272,0.0158318476092629,-0.03815301273919944,-0.06658159556710519,,,0.008683717810348946,0.027178363592117213,0.034132635796416844,-0.05767121378256504,0.017067069769823966,0.013309308824226105,-0.008914006083693235
MFGE8,-0.02415138637558689,-0.02924912393500076,0.028405234075937293,0.021969351451633288,0.09775056409905829,-0.04362881620774616,-0.01742295529088522,0.03999930769438747,0.10926830447828002,0.004865817739324834,0.010580440892703189,-0.045997698242385456,0.06946234038818656,0.030646345401389927,0.07561025903801591,0.022124921826490236,0.050234359026404475,0.043282145885904844,-0.004853794202502251,0.020532530937028393,-0.025222994832820256,0.025287342863812845,-0.0829849328866614
TGFA,-0.03751527736912881,-0.10754053014558271,0.02952331530479778,0.018514430231564138,0.027300920336280798,-0.051513402399850416,0.0674607566675377,0.00905630155685809,0.11091972482300755,-0.07604661899267404,0.03342931769033535,0.12440721683944009,0.024689945854077126,-0.021616167114069773,0.0975258737040329,0.010767293320130255,0.012714513990765898,0.02180723956571375,0.06618574234201287,0.0031887167191238,-0.00913547411031951,0.04329408250219225,-0.07824566851636265
SLIT2,-0.030343381993600645,0.12794752143135577,0.06608722468961947,-0.052731313407086734,-0.017260020961932663,0.011595219832903446,0.030033877897967763,0.08538870623689604,-0.07469603367572797,0.0414444822705808,0.049363334598166206,-0.05990749022009294,-0.01434279430028098,0.03021721551498082,0.019733315400452155,-0.03606878024569262,-0.0326476799651587,-0.02723850095033411,-0.013999941410560386,-0.001982939163590965,0.04167774725131086,0.012487149145267521,0.06128668512195795
PLTP,-0.004157357609336962,0.0008132363360005858,-0.045549776131490624,-0.015190188246770575,0.03159017299244103,-0.010115005554191763,-0.09059105041148521,-0.017376535460722802,0.21545096143857412,0.09750351811763441,0.046794871824202076,0.025459180700839,0.044771025928265845,-0.05888840704599661,0.010397529419510124,-0.07917106672714473,-0.015056791283252775,-0.014133905437812445,0.012847839467628611,-0.04819367994460819,-0.07203739054732046,-0.0020511840243458523,0.03852984246143639
