,UKF243,UKF248,UKF259,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,-0.03574088664787541,0.03961636460239877,,0.04611416256171114,,0.027686391576297646,0.026178224175400184,,-0.02716768492531015,,,,
CCL17,,,-0.020178831255707207,,,-0.017965871617552344,0.08387263575561303,0.05826241447254118,,,0.05323281367529556,,
VEGFD,0.06320187626703982,-0.012898049252593694,0.0032086101296684923,-0.02101248475872769,,,-0.01864861460039537,0.11452451018600936,,,,,
TNFSF13,,-0.02543060823528664,-0.013918906184607834,,,0.016053774287234552,-0.029261604339861077,-0.026378277842537757,-0.018006211272057714,,-0.032484539567619285,0.06472979052641113,
WNT5A,-0.07290602743590867,0.06923491212890906,-0.003743906051187875,0.09530156055218664,-0.012210159480468453,0.10329674526767893,-0.03431663426362395,-0.0620826625087592,-0.023384829019557546,0.021900769044457487,0.03229758467183683,0.0058683322123276255,-0.04093996695569444
CXCL8,-0.0799039268942847,0.07402346318043827,-0.037577575400204115,0.055365968745061354,,0.12564608680220443,0.1713941881779254,0.021840074467513012,-0.03652478865980764,0.08361686935679517,-0.01749812020569213,-0.002906096077026862,-0.03056803658487613
GRN,-0.008635227421273867,0.07601034981856886,-0.014417256960138966,0.022463041475390553,0.014912030401106797,0.04300402822721222,-0.003982060272263069,0.09563676159188043,-0.0023526579403766283,0.0528077159342569,0.009906123485979816,-0.054263631288757774,0.02979633361664382
MIA,-0.07608671401447281,0.04271217618251548,-0.026924347026210528,,-0.006582749630513044,-0.031581926455942204,-0.1080613034939826,0.02722310278982756,-0.01225029383269887,,0.009787586317632031,0.045193119057203614,
COL4A4,-0.010875398911476802,-0.015284887842883971,-0.03557668385833807,,,0.026118153937361607,-0.015432702775876307,-0.008281251746285221,0.015602200365105066,,0.04707485897988036,0.045238477137714006,
TAC1,-0.012997830510732746,-0.0243480440556673,0.04337126102503521,-0.01556661598975538,,,,,-0.027664913865814572,0.0016477465181344618,-0.03418437514187893,-0.030705960483535293,0.015974298959834682
RARRES2,-0.002578684800803034,-0.06268229964026745,0.02684885606310268,-0.029052454541603465,-0.014730564398254153,0.04585939320519774,0.050296223249596726,-0.02008245872544302,-0.030454886965816448,0.03704323249535472,0.01638482123181903,-0.004442479490258678,-0.09674981968194742
FGF7,-0.04821087524765024,,-0.019065480383407198,-0.011844572038878455,-0.07316617314697933,-0.011034021147749764,-0.009003567248345615,0.006054257334036678,-0.025573294286649364,0.0229587112374791,0.03590486113402512,0.06090067292281162,0.006400929205285834
EFNA2,,,,,,,-0.017724260155001646,,,,,,
HBEGF,-0.025888726353876013,0.0328869315473948,0.005550184927410802,-0.03778229530262866,-0.02587811082976438,0.014370269141227205,-0.004875917128667389,-0.013250811407956026,0.022553596698006315,-0.004876846789580067,0.04803294772834089,-0.010074855636636468,-0.03870644919965433
CSF3,-0.011585878688951487,,-0.024051407403215565,,,0.08386418187042635,0.07521287568298933,,-0.022988338574946296,-0.0297854604275787,-0.01191697157409313,0.025318877764244227,
PI3,-0.035682012669531214,-0.03545312202874962,-0.041505467832089124,,,0.07387541492875242,0.110118996625369,0.0025492941878264516,-0.02729199978250575,,-0.003068910378428046,-0.022509151040985987,
PCSK1N,-0.049726759304553676,-0.0804188200018836,0.00255996279726914,0.04154775311844904,0.07314378437114083,0.018478352204119065,-0.08840777270459987,0.010532469326757634,-0.0243831663952706,0.011662567753519254,-0.03931956952705743,-0.04836030367057548,0.0020603503013909143
NTS,,,,-0.01891798606233576,,-0.021084092982369712,-0.021593647582577674,,0.006757263061601247,,0.012957561472622373,,
SFRP1,0.05205195748184158,-0.012900418913742504,-0.01760681025488444,0.002442071450622494,-0.018485024241053274,-0.03462221764664675,-0.11172804885698967,-0.07517637870506598,0.06257130333019319,0.0008808203210154714,-0.005185562238625813,0.04449684656987268,-0.030243967291952764
CXCL13,,,,,,-0.01695524118930411,0.004315320532199779,,0.012634355067846438,,,-0.0003130452173556223,
MICA,0.005882442072347357,0.04844196387805792,-0.03297418946916621,0.06907830411334216,0.008275805818782168,0.041565945989144266,-0.056489799896198956,0.020919535088833048,0.07135436942863725,0.08440056980661433,-0.06071735178384506,0.0583450903635768,0.010969447491037662
TG,-0.032315479931367595,-0.04581133414681717,-0.01900053778668445,,-0.03140785847308762,-0.02387215165439371,-0.026594937538324336,,-0.018919755899343405,,0.02797026786750952,0.08724519402515855,
ADA,0.06978600170573923,0.1274706517815412,-0.02817021644635519,-0.015379985309559124,0.04763554758942656,-0.01887593951192464,-0.07093831390198478,-0.005578336569985497,-0.00713573256729071,0.058960632572786505,-0.008550950817952025,0.06124187278331479,-0.005308458999080148
LAMC3,-0.018805499325526876,0.09360340172108012,-0.02736271526441866,0.077817359699351,0.0310534857490912,0.02747486403678774,0.018090413218174818,0.1037159009721272,0.020806563553338302,-0.021939339812599906,-0.016649504319969064,0.007993963948898902,-0.07173551171198418
CCL7,,0.05970833726102031,-0.013737358462056806,,,-0.026926700410130837,,,,,-0.02868925779961179,-0.006179658379975469,
NGF,-0.023355255747072277,0.061773128268464865,0.005674332109581894,-0.018917998518574394,,-0.031098183328346237,-0.017486016279480456,,0.010861254109796784,,0.03850306331836803,-0.02020305317639621,
TNFSF15,-0.02889336617460107,,-0.01529722053309589,,-0.028950094841293177,-0.009096221675639634,,,-0.01427536359396378,,-0.00947153537390332,0.02928846689453338,
HMGB1,0.0003969208358002788,-0.027214749812478362,0.0568581950296997,0.05951907665996358,0.017607335286908124,-0.04283549685225159,0.0379569874722055,0.012312048121457836,0.04229243737355734,-0.04511198612199315,0.07483033382915882,-0.01660084750690829,0.00837188785943605
ITGB3BP,-0.05310398339524487,0.0013318032603221017,-0.05020914044433142,-0.012789370740549,0.018557712020107652,-0.02254946630312675,-0.04068190728883848,0.06542797810839679,0.005488470604541929,0.08155643414256115,-0.004413674569014478,-0.01903202851897351,0.11852127204399887
AANAT,-0.027234573918399303,0.026101881416776086,-0.013918907670146198,-0.01778570080554831,,0.050302741311783035,-0.023852053630148716,0.08863891387751063,,,0.027471757495154514,-0.02368902024603293,
RELN,-0.04026951183434407,-0.03914815560236535,-0.024160106645016013,-0.0082316713633384,,,,0.08246672311096531,0.13122500027398012,0.10908064673968622,,0.009610870476975624,-0.018007693046302262
IL15,-0.04107142127683006,0.11802891977918617,0.034387508046493966,-0.036446873666612874,0.03562846985487731,-0.043277047149213536,0.03212243448678744,-0.03789137511309279,0.06363221179576842,-0.031502650953444886,-0.05720865939974776,0.035293655896045655,
UTS2,,,,,-0.053503595139039746,0.022306497474965558,,,,,,,
BSG,0.0008290575419040527,-0.018651041271236908,-0.04668455346189822,-0.021185431388221602,-0.08544345421394511,0.059690885916819356,0.02807592831104446,0.14947560255802178,-0.03616776895024193,0.10026864305347136,0.001928655330350905,-0.010826194289633646,-0.011921181622153396
ADAMTS3,0.04240282672304387,-0.024653734239918745,-0.021978032990501734,0.050218672759235264,-0.12739395324605374,-0.02627050942750874,-0.05897960889984424,0.13527721906657927,-0.024007840312075205,-0.03621883358465289,0.008603669450336157,0.01212292871160491,
CD34,-0.015387382285587982,0.05430630769757993,-0.008886128337913298,-0.026257457523607183,0.09118402478049606,-0.03393774927220602,-0.07083668344689033,0.06777974023878447,0.06451649153853216,0.1304842689125159,0.03548057373080491,0.021962701312093654,-0.0074726190013597255
CCL23,,,,,0.028764273759057365,,,,,,,,
PLAT,0.02340495709868494,0.010016623296613462,0.004793232466416111,0.004411444044049083,0.026776015656422406,-0.03641353225887141,-0.11468645768286785,0.06449129723590229,-0.01834782884526673,0.1403041020911273,0.021340407244281143,-0.04010147935591635,-0.061797561521820484
NTF3,,,,,,-0.032043262254368196,-0.07591316378923407,,-0.032569501433870066,,,,
LTA,,,-0.017606809431210183,,,,,,,,-0.03058384152423507,,
CKLF,0.043741822090324296,-0.04942038487351714,0.05564519521713255,-0.024660595887904677,0.03443001988922467,-0.09816944740115062,-0.13508502385480226,-0.060075301689081095,0.031028755474941716,-0.05238256998908684,-0.051939862258100426,0.05772707302873907,0.02814858877243865
CD24,-0.016722158968054453,-0.0030420944454841495,-0.01581141016619399,-0.0606516537695019,-0.08248612717909803,-0.04256355904149802,-0.015602484157274873,-0.048204944727560685,0.052536738313014794,0.04316599247019821,0.022957892060988198,-0.008966970257988389,-0.07458080166632415
HSP90AA1,0.01644290690435607,0.029790105645291186,0.03888746987243863,-0.016948032980481156,0.06591947092025364,0.08278004922607662,0.1426530944787592,-0.03274925273339786,0.010279697072358446,-0.06539741488852271,0.05966006449695997,-0.027119834798203128,-0.07229469485370149
BMP4,0.0023601403379686497,0.024148035548326723,0.03161227905937187,0.01054428084197696,-0.019656647696369694,-0.016927598613605682,0.004729966224970102,0.12293402669990548,0.014086503772425417,,-0.055163710599426666,0.16390338435960003,
SCGB3A1,,0.009550212065019714,,0.0032696532852824235,-0.0337120943807343,-0.04098357634737396,-0.03392878868970727,,-0.016363374496740527,,-0.02895968467562938,-0.002876279742476783,
IGFBP4,0.04590964470542322,0.09686312802863668,0.03312527460103966,0.05726918037740544,0.02110108098048798,-0.0053874965760016035,0.07618780487196042,0.12401112039475053,-0.008562660283726353,0.029038656403495827,0.004851026725717906,-0.05377934282243522,0.0012037150486604962
RSPO4,0.05308363900488224,,-0.026950306554561446,,,,,,-0.019964932554813918,,-0.007746967509681344,0.003397061300593445,
LEFTY2,0.0021129488742354205,0.04939594247015368,-0.01691043683929273,-0.018917998518574394,0.029144851160731382,-0.02285771944017507,-0.020379714710862605,0.02478005813566429,-0.027150989274334646,-0.04877730353531563,0.04996294432929382,0.010578122652035482,
PF4,,0.03877169620114974,-0.011985574616045089,,,,-0.016245511539754936,,,,0.022355035571033428,0.06533124265835388,
ANGPTL2,-0.0015661789353294292,0.043965594977487824,0.02126977229623001,0.004880675851494077,0.048735805016269215,-0.03413329710179042,-0.024422032398685775,-0.0009562519495506734,0.012852232460634197,-0.011378932251527253,0.04341094490671869,0.008009265408871539,-0.07491967135505044
LRIG2,-0.05119511985908987,0.002174127358627299,-0.027463540619800945,0.024059824650583365,0.02569738679273065,-0.01609811771135402,0.029809674112684495,-0.00672889826397455,0.004679252554113723,0.04971805244466895,0.05486362212294645,0.006691265002897378,-0.02851114226635875
ICOSLG,0.02996940881687889,0.05298085415950338,0.002050018396470738,0.0655011932600547,0.05368256195275017,-0.037969266085694724,0.014989781118078756,-0.04239984461415602,0.004510720994822585,-0.04444893537551641,-0.011718288382104989,0.023498936303001768,0.052928025012043724
WIF1,-0.01619318220216342,0.031281563429026854,,0.05077487906801251,,,,,-0.018559338651121485,-0.0007937843828451636,,-0.03044439232544733,-0.04290248657342279
NPPC,0.0034261561883249356,-0.050144530356494174,-0.018592581949199435,0.08956673731987032,-0.024136023829281712,-0.04019670792229383,-0.030737596932400482,0.04208850247603436,-0.02633295567291615,-0.03608945268357516,,-0.05623459306477175,0.03589211988811303
LYZ,-0.0011660494217053795,0.10054631230883457,0.002410467759255884,-0.016265854926185624,0.01652034177510601,-0.012790628719748755,-0.09736843321652917,0.011245274496971004,0.036877795748979966,-0.06415988569438738,-0.0599131354707974,-0.03155901339973809,0.035702688526929344
EREG,,,,-0.019461091910701517,,-0.019852105637817256,0.011060138570892069,,-0.024866660107190738,,-0.03380846102555912,-0.02693984701985967,
SPTAN1,0.018173686369555245,-0.007789787966863286,0.02886375141392984,0.011829365212635435,-0.030960454343740958,-0.03842957297953607,-0.05375125676301582,-0.024527455659207904,0.03054683244314125,-0.048224778836146606,0.081176870060179,0.04725046386905775,-0.08487341898151639
PTH2,,,,,,,,,0.005245350138495569,,,,
LIPC,0.0803821485906991,-0.027222729611891858,-0.021538970238901053,-0.019677235387170516,-0.025593782608092423,,,-0.03543205371485441,,,-0.05165299774654405,0.037953741189388254,
COL8A1,-0.006589078177396156,0.06516564104601252,0.028995680416762516,0.002855083767325449,0.03410676893069705,0.010724026053802595,-0.03704429083029857,0.04998396583163278,0.062404221597335684,0.03938890571184617,0.01828900591984709,0.0007354096033416417,
GSTM2,0.00724590034700026,-0.039008198012005876,-0.022143385767527324,0.02098928576762772,-0.050251738664880294,0.0023860334804169684,-0.011287048791556939,0.023352752607238653,-0.03222845575253225,-0.05648114450344349,-0.011764624741735225,0.04826064113932363,
SPX,0.023761995171107622,-0.04402846426103849,-0.03529402419419577,0.021852943553323952,0.06069195674000636,-0.02714873971590905,0.12462656567213073,-0.10024719785150239,-0.007196642073015636,-0.008586366715625142,-0.02410487396158718,0.051513940067166406,0.059473017729496404
MFGE8,-0.056993102674589985,0.08292145987618967,-0.023366272161022078,0.1352500081358805,-0.05976938565282575,0.008469914206729308,0.006763182855305283,0.01252688657647186,0.03050428129770014,-0.02002022165147113,0.022779798099311407,-0.009687117608580388,0.008355102199095557
TGFA,-0.015212889965390186,-0.022506783901789874,0.011095570702717144,-0.05704165671484597,-0.027517424764879287,-0.024392797443841128,-0.04642528121762705,-0.059153995431768004,0.015094800194817737,0.04668049169847804,-0.056449784788114646,-0.08946535117669431,0.07114087509698051
SLIT2,0.008441775577686033,0.026404477428888816,-0.04079268257315585,0.02444649144391809,-0.030418650195713225,-0.030344599579428803,-0.09452259733760474,-0.04291725309751663,0.0203192893845417,-0.022246376143046854,0.06449374976506553,-0.025689831905132517,-0.030578288784559
PLTP,-9.01114967096188e-05,-0.00797861654550962,-0.014927316692037989,-0.003466180896823107,0.10155488658729743,-0.02787282082671489,0.03410187723593849,0.10409441578183884,-0.008141621355679935,0.046020368727383555,-0.02391028321302601,0.031020548334841316,-0.04480066200004241
APOD,0.020074381041800975,-0.050149926041197807,0.05169397220593202,0.031754044642508035,0.07647405567713483,-0.07246227050834171,-0.07282900188085477,-0.07720043958181567,-0.033012022527862325,0.07899066159032476,-0.05607804074887605,-0.011638005422468506,0.039391226532632356
B2M,0.026471486525244184,0.0314570945306292,0.06281922393097328,-0.017289838219714457,0.02571503226122412,-0.01880477030907768,-0.0444511457118981,0.12138632265250218,0.050201549380888486,0.1100359532799955,0.005131729842513564,-0.021276632165284883,-0.000703202998523481
OMG,0.07786907769416739,-0.06007806411573103,-0.03816604040733792,-0.04290929226986547,-0.03011267048631023,-0.09169555670443702,-0.105205798306335,-0.0978292317349347,0.0335031785505872,-0.06286603606779406,0.002680574320600466,0.010713509367495544,0.02306892816789955
CXCL3,0.03993193200261113,0.04857522905402171,-0.008827618439546107,-0.027396250888994635,-0.02487459298117658,0.04796725479807874,0.10911218607208853,-0.021426748002175318,-0.05600558252600655,0.04812188560290651,0.010844801469563676,-0.046994215851435595,
CXCL10,0.08282830323124424,-0.003978344217272156,0.07547354975905851,0.017026249065303447,-0.021644038870820472,-0.0278052725350425,-0.021789940491561167,-0.010176886309773762,0.0009096983448732794,,-0.03430057797230585,-0.03520636083357122,
RSPO3,,-0.0291175691962929,0.02745704117048197,-0.04179661370019691,,0.002055592219359342,-0.053682271031660414,,0.042457859821824276,0.12638109514709453,-0.02911398675597733,0.024831369578247844,-0.04005234319373237
CORT,-0.0319880977311741,0.024647992485263035,0.04564071715920032,-0.047620856224593236,,-0.030703564275641047,-0.01700010213029534,,0.06245965758373579,0.055338026023780816,,,0.07174954986670735
NCAN,0.13461962852373238,-0.02593546695032359,0.00818581144615462,0.014107922187977018,0.07214596933596758,-0.02357829970283745,-0.11376205096280469,0.027066054982138175,0.034766956672750315,0.0912515633153758,-0.004697159535994902,0.04783433142232363,0.04559733836164891
PRG4,-0.002525432220146434,0.15123809493926088,-0.0137373606028202,,,-0.029492188324506587,-0.02508469099827781,,-0.012615278785858795,,-0.02497424371467038,-0.0015749449336452499,
ZG16B,,-0.005598427571152801,-0.015943887055217605,,,,,,,,-0.011644040379159178,0.07941247044087016,
TGM2,0.06310974655395434,0.08105483762453075,0.02444749485352407,0.09369816020405648,-0.012386380389861812,0.01848897479049183,0.04013370332151766,0.03759234232971247,0.00841099685225206,0.026947922297957293,-0.016399869648137406,-0.017424694556762647,0.006821558076732441
VEGFC,0.04199325973619016,-0.01563923215818362,-0.02448365490627166,0.0725293720925319,0.09339687171012385,-0.022107571954775283,-0.008953845128878183,0.04564164532633701,0.047494842613206634,,-0.011185947799899875,-0.039589458499706215,
WNT6,-0.039727463503783346,-0.03458590605911553,-0.01900053857559686,,,-0.04019671334555068,-0.031595449649700263,,-0.02649672375752612,,-0.025027757329233923,0.05394619342958817,
NRG4,-0.029606315078871324,0.016674923906052602,-0.01671899628118717,-0.02449921857909524,,,,-0.022694165431985717,0.03088332286204714,,0.0007843882656522849,-0.03101981972733509,
PMCH,,0.007624752359807346,-0.02316579817112718,,,0.003998510770686052,-0.023852052784306826,,-0.01517942443260792,,0.014465145332996811,0.035314633549143166,
COL9A1,0.0043504113545860005,0.11634946640268708,-0.00043465232426936846,0.008414630533417376,-0.06394812915976401,-0.07707209419183987,-0.10155264651567983,0.00556208882224373,0.0745979701737623,,-0.058083777548393875,0.07328630665216786,-0.023857272028987034
GDF11,0.11893236318306072,-0.033929413558584066,0.021793751560787538,0.009672505944159008,-0.057572829091877796,-0.013406785888351416,0.004635792918829567,0.019078400904693465,-0.007635277704287453,0.09456324718172487,0.0710864385054577,0.0014659547294976903,0.002836268461866437
RAET1E,,,,,,,,,,,0.03242176767365799,,
IL24,,,,,,-0.02040576937352067,-0.015986485117775298,,,,,-0.03467912652786775,
SORBS1,-0.019564126230771806,0.008911941598484966,0.06897390751030306,-0.05429816019623601,0.04781907643546303,-0.02773659778636918,-0.013219939009542044,0.05919827474744866,-0.019989731652622283,0.07634468658610086,-0.02277862549755004,0.044391154197321904,0.07713914402322503
DLL1,0.06849645216815972,0.04863654991485913,-0.04738652189441271,0.008414515823091748,-0.06474366489496619,-0.07043335848301868,-0.06078139044418548,-0.03326820450032268,0.021084320531031688,0.05290113639368852,-0.006431298298820598,0.028199840951119184,0.06193015519220093
TLN1,0.051154064570796215,0.04059387518742524,-0.014958652423810934,0.00028089293375634756,-0.06803940518124982,0.037702771428221864,-0.09132556228674882,0.038937579602053865,0.004757073095856563,-0.049612807763672655,-0.008746860855427545,-0.01500998880901249,0.10699372660220613
COL2A1,-0.03030401311368206,-0.03906237589879326,,,,0.04032346471454841,0.0249921521968396,,-0.008376070053146894,,-0.012658910540043642,0.046138152549905075,
SHH,,,0.006066151149876921,,-0.015859554816058403,0.06755995504611696,-0.005143662387013872,0.03759218633250228,0.04761423266656694,,0.03277723919438291,-0.02844224710394938,
PON2,0.10489915629454408,-0.060430889843124246,0.04815662336329026,0.05943658869323305,-0.05894850696319054,-0.05242187339537715,-0.1450824309819405,0.03485795379854416,0.031841983470767755,-0.04300116500671209,-0.065160999899856,0.07367510859043025,0.06632257220717648
ICAM5,0.003991755002748881,0.07082488187529401,-0.02224918226498528,-0.004433970650810637,,-0.029748513551100787,0.004583523515125358,,-0.020141780391845377,-0.06669618785120754,-0.01613753958057946,0.05413785082977639,0.009974768568178258
HPX,-0.04825718038550044,0.08577118787295791,-0.017721534991251054,,0.034910557685742354,-0.05167874105784594,-0.023920796554529212,0.17217402317580588,-0.014672535535116138,,-0.0030549764884179728,-0.016927493939528426,
SFRP2,0.055357633035390263,-0.028498716887420106,-0.01625810299711377,0.013578884549888318,0.003225315695318944,0.023355784311023243,-0.016732189024939965,-0.010862165420239784,-0.050128366743100214,-0.015190693789013988,-0.017662486109172138,-0.01359195799491559,-0.009491077299507558
CFC1,,,,0.03437073357397894,,,,,,,,-0.02744765972169847,
CD70,,0.019246556270917852,-0.016914657841024954,,,0.03185746720524144,0.005056656714689143,,0.0021298160267391275,,0.04918367325611094,0.0690490962926667,
HP,0.027818183995197632,-0.014221492030528046,0.04090915318955623,0.02814750092607886,0.11408721321759877,-0.08857355712169879,-0.014162055304435761,-0.02906538275322567,-0.04796732107560397,,-0.02346053150971456,-0.0336060617512968,
CXCL2,0.06956500902041156,-0.008334350480494045,0.009324877611966651,0.032931517178609634,-0.0446446735762015,0.047597875307327245,0.0025780675088248935,-0.012321752184541325,-0.01670581135251551,0.07330413521991917,-0.05639429218814174,-0.025259074431276007,-0.03362378355513452
NPPB,,-0.0276540273228185,-0.011947660070647561,,,0.0013448309592553605,-0.03634448184083396,,-0.006103301428094529,,-0.029532900442750077,,
CCK,-0.04536616601489311,-0.0034017685704941622,0.03830053861612633,0.027643219949847832,0.004766789711789223,-0.07562088442496132,-0.07554579930652415,0.04079340954880713,-0.006248471022628228,-0.004639125128514863,-0.03831214444041101,-0.020829737414546006,-0.08787448391721583
SEMA6A,0.07621151082925094,-0.0667092466883714,0.029198340912852696,0.025057478589249872,-0.08136171887237348,-0.07743021758062714,-0.002414763735996148,-0.0014308586834055738,0.08649791312346577,0.022576547739636934,0.03977719053806296,0.021018388793965965,0.10384097676583683
IRAK4,-0.03709627307049241,0.015311045275108777,-0.001142901056133461,0.019656561883272215,-0.08089101936515118,0.00663215004924943,-0.042387209301810884,0.010966766474476334,-0.0030309821244382793,-0.018162275489158074,0.04975476763345402,0.07765875497335384,-0.007645752056516125
GSTP1,-0.004169749835817216,-0.09757841349586426,0.04475738661136609,0.00885866564121572,-0.11506536170634546,-0.005601164716152063,-0.08236262544442678,-0.017475805187384143,0.07126199238570542,-0.02893893890709049,-0.040816015521890354,0.06681230581136562,-0.12580374686562446
VCAM1,0.05746627733066698,-0.010483648060358893,0.013345426294581741,0.04010781383617525,-0.037604380779478926,-0.0513662801711246,0.0747633331798121,-0.05937885905035822,-0.011558389556663622,0.049617761552521476,0.0027678245585731473,0.0050622615410494745,-0.06240587166379897
NXPH3,-0.020125886870065206,0.02395768834706745,0.012892335519193623,0.05422165999094866,0.12120569971473172,-0.06647436091415003,-0.07536353019787972,0.0037252008652452883,-0.04403268512043803,0.11085381907224064,0.049053744679676145,-0.013979474783949859,0.05861181641844762
MTMR4,0.008759581406075117,-0.02392468200474097,0.056626710742159296,-0.011183575453837934,-0.010344150373861152,-0.10386562208680705,-0.031126057594136797,0.0054641957143564705,-0.0350871533710105,0.06336328024558915,0.044020613383167116,-0.0071114591310291915,0.022423288580236168
LAMC2,-0.027036390064035066,0.011315451070919125,-0.031907965261458594,,,-0.025087031978959652,-0.020994740681285734,-0.021941749930313177,0.08564307805485806,,-0.02747392576508114,-0.012614079948970708,
IL10,-0.01597376622440905,-0.04586137764422909,0.0684205063006496,-0.014640811927326747,0.1491798019870024,0.03567068083192639,-0.04899892295768248,0.04926512080509554,-0.026415173347853125,,-0.007022584971495367,0.05210799346651671,
SEMA4D,0.053396924349439275,-0.022073811460380798,0.0048218528382935714,0.006977273872678766,0.07002788537568502,-0.05158614139393165,-0.10571702109458671,-0.06741608818231118,0.04534348676485606,0.018593991260234678,-0.0049908092943474,0.04290178042596017,0.0352482389237412
TRH,-0.00542657143855727,0.02538486035509402,0.046172806278271916,-0.031130863939963418,-0.050187008348837145,0.0020260775389724507,-0.11184174217418781,0.07465750146018019,0.04959047814397595,0.14684549841450864,0.06901146980549382,-0.08074731549951976,
SEMA6D,0.08994222237033854,-0.014601075345373844,-0.002417673738196162,0.0016565287282940084,-0.012492771722803718,-0.032956805109586464,-0.09116549472755718,-0.016751044276184093,0.053331866285299685,0.04376474737122724,-0.018578800905376062,-0.04373973801010871,-0.022861556748823023
CEL,,,,,,-0.03090141860483868,-0.026100056814750933,0.05605909680735101,0.0034831353670889647,,-0.027849654329783452,-0.03191301624103256,
PDCD1LG2,0.02001524296975906,-0.016152238407132008,0.008002008193936637,0.18025915383459523,0.04428319579348789,0.012594441915248186,-0.0587022042189446,0.03808514059219135,0.028756753959017604,,-0.008451666344605015,0.03386472051406375,
SPINT1,-0.027490991201405128,0.01926875122211778,-0.031507437853307466,-0.030233468597996898,-0.035623776683120535,-0.03725207572927243,-0.03231250955676078,-0.019177345477434358,0.002115149917760995,,-0.013650078769856765,0.05738651825151126,
CTHRC1,-0.025866228503700055,0.07224028820064689,-0.01420932056407607,-8.567992866262574e-06,-0.04887651513767119,-0.03859416815072425,-0.018277904729217545,0.06359584730524676,-0.030405937229906747,,0.01789536672682572,0.03188282763304776,-0.03802357937181909
PODXL,-0.016585045553072636,0.03825806825162006,0.013253770908577234,0.008786949787304224,-0.018025653174153826,-0.02907350231943016,-0.05925027577752151,0.07808233237932517,0.036802638921380054,0.15203938872630884,0.004821503050904789,-0.0480633814600592,0.004717101685792822
JAM3,-0.056362030807559256,-0.032148303592478965,-0.06066044133910723,0.01376370804419365,0.031646150020962396,0.002540717509186516,-0.04442297237562657,-0.11491032301569899,0.0018946913477943439,0.03952565091570248,0.035619507471730205,-0.04188455750526643,-0.027971896775157656
TGFB2,-0.012872712193304084,0.03219854692736373,0.0003120060922272723,-0.016343810578549337,0.042643607339408925,-0.04232292224072024,-0.014776259308865766,-0.003914400818801125,0.03448870793734452,0.08272766465885663,0.0038438155218880363,-0.011376936304670925,0.025284297860618515
