,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.04461831503746605,,,,,,,,,,0.011258819161330614,,-0.016190495525274816,
BMP1,0.01997300869307477,-0.007370213535654336,0.057747526546122877,0.08012801427601798,0.017932102614158445,0.02999648435998637,0.03393230018101165,-0.012117786089619656,0.01075370189349102,-0.034191020813269614,-0.004373258108502453,0.08130612882491278,-0.005980329804096326,0.04734528719273525,0.10265166536784479,0.06921374339258993,0.029699608782669494,0.053004042105881624,-0.016534516557012102,-0.010940341049793604,0.029037442455946517
NDP,0.028751211369076855,-0.012368647174914206,-0.0005470610308144269,-0.014756271298978208,-0.07044448571603061,0.11810084187931587,0.01020224881446828,0.018629518126609276,0.02376812899819584,0.02039563379488212,0.034980340310336144,0.030390991328859696,-0.030986170735291554,0.08691609480107355,0.09929424684823639,0.042886384253236154,0.06675502092091257,-0.022903408022778703,0.009813810798524008,0.06303582621625445,-0.008448061229392831
TNFSF18,-0.024096578561853394,0.013769302032850744,0.09989311828253616,,,,-0.027703749537346986,-0.0003084413065506121,-0.0007185516162216369,,,,,-0.03339945047670646,,,,0.03733890230444337,,-0.027310471387658953,-0.037159120683313396
IL36G,,,,,,,,,,,,,0.019840348457549315,,,,,,,,
RTN4,-0.05318338429937454,0.02692327372559839,0.00025334397304383117,0.0025122010640045937,-0.008051276258823164,0.03382758887138935,0.02008802887259678,-0.015599016217694394,0.1090378439796352,0.06286126645109473,0.09404650690604671,-0.08067450125404214,0.017192995350944193,0.017746200753170842,-0.10274508776697994,0.04617250475689044,-0.02094301979584101,-0.04161417248158301,0.07817235825415983,0.012736217669678085,-0.006157515749300072
HEBP1,-0.042624403116930304,-0.04393757995661086,-0.024206300244395736,0.08348073703960972,-0.05588500627135508,-0.060187351751967336,0.017760393578736537,0.02750625327897895,-0.0021589023887903054,-0.03028679416162318,-0.017304292783135236,0.03251625377244841,-0.02060768580391196,-0.012160122579759845,-9.462073844842669e-05,0.045031422319305965,0.05927465375458967,0.02708651180629076,0.013024717744029494,0.06270323328832554,-0.031705242881150376
WNT7B,0.0302587714608346,0.049368660425325075,0.01393168506221083,0.045962560880329274,-0.04123574629790283,0.030763309858512267,0.043348973781686735,0.014187153398473448,0.046880491763877416,-0.018985630883806972,,0.10178175956177375,0.01187360121459421,,0.13017186541430656,-0.027062878354852132,0.019182413326128685,-0.03783218615659144,0.07266467295019668,0.04329061542071476,0.08917433236688597
PTMA,-0.07610852747172474,-0.055833976577470745,0.03796829285797047,0.01301574696860232,0.03248453146068258,-0.08787982141071983,0.05552615365131493,0.022336494585314007,-0.04131649891117117,-0.03885260683879575,-0.07155345165271164,0.1593085323997039,0.0001846250167853717,0.006099680842590205,-0.16703881837854997,-0.10829476622995124,-0.10656345619723796,-0.03398416968565241,-0.05517607578502156,-0.07307060001376463,-0.09132539496249979
FASLG,,,,,,,,,,,,,,,,,,,,-0.014042011245603484,
