,UKF243,UKF259,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916bulk
BMP1,0.013133794888792023,0.023269476989820723,0.009488561505855113,0.01463398912633039,0.02744991876528844,0.05547729667267052,-0.008790453053912774
NDP,-0.03953707220093217,0.022350251697714842,0.044933561166705535,0.03825577496705525,-0.018203998240564397,0.014922841113623856,0.047996769899551865
TNFSF18,-0.023357415883043995,,,,-0.05182691878549877,,-0.0070778692778332925
IL36G,,,,-0.015082913624073224,,,
RTN4,-0.06365150615142878,-0.0006532256366669445,-0.029650824933490683,-0.04236676615422029,-0.021573106916185327,-0.08462689014525014,-0.06193239653805218
HEBP1,-0.045666779416379796,-0.011700610162786661,0.05931489252451868,0.04820942932242426,0.006191204417105965,-0.07350309410294711,0.05294246040743143
WNT7B,0.01730916538701385,0.026708109043295073,-0.00968145099718987,-0.016577860248930827,,-0.03405273096083106,0.12903965859843125
PTMA,-0.007643151030184055,0.025778565634853586,0.03378566569522627,0.06295497161143522,0.025415722535598192,-0.05062212517192897,-0.02041612267887381
CEACAM1,,-0.017517118164624465,,,0.014209275491840489,-0.030539034560123288,
PDAP1,-0.022656860209329676,0.02966347732366139,-0.03259591049920668,0.011531938723238228,-0.005734883807233156,0.009904151628448394,0.05328962988134067
QDPR,-0.028182659537687057,-0.06024469807616953,-0.0004440014578710888,-0.0011396290688606041,-0.021179262585868806,-0.0598684606216007,-0.034297797074759315
POMC,-0.04410269922892776,0.0192851787771914,-0.026039261776902765,0.009063722584940105,0.12483724860190176,0.024736496219051413,0.050542374044600206
CCL18,-0.03132421524461759,,,,,-0.021652677613021063,
CCL17,,0.05596961864836429,0.011385199610794948,-0.01377866979936349,,,
VEGFD,0.03409424973500825,-0.01792013176269596,-0.008789618460601927,0.008349355392746734,-0.04954362259560776,,
TNFSF13,,-0.011094865908954244,,,,,-0.029018028435442173
WNT5A,0.021428934545057975,-0.03781122800578402,0.00537893322819541,0.06050828709360152,0.03856475884091793,0.005570498191420115,0.020439740806796114
CXCL8,-0.038348522118827576,0.04509518288979946,-0.008185274895829037,0.010849604278486037,0.06074809506592218,-0.03812294800529493,-0.029054587030235727
GRN,-0.062294108336430565,-0.0410006891477922,-0.021944019649749222,-0.034985858514400475,-0.051444460762765765,0.04582804143079776,-0.044215654695955196
MIA,-0.06668431677496409,0.010161172042809466,-0.009996339922522763,0.08130971114951846,0.0013834916017109883,-0.0071269523684318195,0.06917684702584462
COL4A4,-0.003447859188342797,-0.005361920501333953,-0.016793056087296088,-0.019618147163080645,0.06534973963371511,-0.02737574995281513,0.09111763523312774
TAC1,-0.04449705267519689,-0.012530747135830213,-0.0004110602842144766,-0.034767462503046694,,,-0.032691329755023556
