,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,-0.014209276746004343,0.045254554571321846,-0.007762291632753866,-0.019442508684027117,0.054781971641269675,-0.007661798062927248,0.10570425122036561,-0.08415646169953937,-0.10005808753018479
RARRES2,-0.050791310573085134,0.0173108230385612,-0.010291340777033482,-0.008123487831445212,0.06796920226011485,0.014707029085133123,0.03804051926451486,-0.00016115273452395164,0.040028178904257736
SEMA4A,0.0008748011044709067,-0.030269934248732384,0.06627690465293003,-0.039933696385262896,-0.03804415625766504,0.057364561744401216,0.06596485279170897,0.03156915503501814,-0.047327696924760396
GDF11,-0.07202330810058812,-0.035192076967885684,-0.009827002239559342,0.028785906780296334,-0.03367853991635375,-0.02977199315112986,-0.0021450161071353267,0.05891450088691879,-0.014544113697308696
GPC3,0.02838184793909249,-0.02789404525697462,-0.017267645434233227,-0.024920485277201584,-0.026921076430161037,0.026767782693735875,0.11229187633876762,-0.03831938049060273,-0.010040315813827213
OSTN,,,,-0.03226347255976602,-0.016770288966654057,0.03198535110906467,,,0.011711225356912639
GRN,-0.009372911256093125,0.07660757391324986,0.032784328319790314,-0.07404135983915959,-0.031782968186253396,0.0402998989416882,0.06711182967488552,-0.06716789258613294,-0.036159412749514216
CALM1,-0.040807424049870096,0.017457308538208236,0.00502487498845563,-0.006530435395509281,-0.031037839169145397,-0.020046841327512492,-0.04698576668153466,0.14780316554227269,-0.018944658097786164
ANGPTL4,-0.006378298660916293,-0.017388361832150156,-0.034966512399305,0.03961851521099016,0.010823505072826358,-0.023020416976796233,-0.02494277738739433,0.022898863119687144,0.04956042265693494
BMP8B,0.055967395820605975,-0.014223266790986063,-0.03037884664516879,-0.012871922733462465,-0.015174992055909997,0.03263085277868442,0.05075199746363132,0.10373158293300092,0.035351867563850115
