,UKF251,ZH1007nec,ZH881T1
BMP1,-0.0019929392478679068,-0.010339786026610856,-0.073063697889716
NDP,0.022285702229166045,-0.11952120649714999,0.05937441964747239
TNFSF18,0.01599461310465335,,
RTN4,0.03343943954373758,-0.08013596352491091,0.08373545054414057
HEBP1,-0.017778548422700834,0.05488615761567693,0.007318537325585277
WNT7B,-0.015013795030536974,-0.05908564820873564,0.0270130627853885
PTMA,0.016151235919603428,-0.12023264530132009,-0.037251868905724336
CEACAM1,-0.011522184666972383,-0.04449297478270011,-0.01822827754273522
PDAP1,-0.037240938665876355,0.004387763931888381,-0.017036379390264665
QDPR,0.03610924974599528,-0.03904082869174503,0.013327431430666706
POMC,-0.020473083873938418,0.05523169658257721,0.022696231697428074
CCL18,,-0.008502219949584397,-0.026058319555936
VEGFD,-0.01650321784683193,-0.04298068986630423,
TNFSF13,,,-0.020469133975117466
WNT5A,-0.03951056345517374,0.03242885898829318,0.01032282654207545
CXCL8,-0.015452635014855798,0.0981816782306911,-0.015637342505617418
GRN,0.017762791326561948,0.06455214390803174,-0.03213595263326068
MIA,-0.014676807836351821,-0.02473428406056388,-0.049208224497451776
COL4A4,0.01562651513088366,,-0.016130418612398917
TAC1,-0.023866721360157914,,0.07646408181515432
RARRES2,0.031900338452888755,0.034496415324488265,0.004743024991137132
FGF7,0.1421479254277289,-0.03033479713977019,-0.03934279449389626
HBEGF,0.0019547808105810412,0.024309295866106043,-0.016787138462203532
CSF3,,,-0.026132725815904687
PI3,,-0.02214250240228819,-0.07225528985226926
PCSK1N,0.060121375529212005,0.082992263125722,0.021526752391399968
NTS,,,0.03145392477864816
SFRP1,0.009282860945785546,-0.14593904490558504,0.050162390662160286
CXCL13,0.024251841526626905,,0.03807007471307053
MICA,-0.025997508126554752,-0.033194986387806436,0.0809514000280304
TG,-0.015667849607710553,0.09298341680485704,0.04670339761098979
ADA,0.01082335235872713,-0.10304201751800844,0.0498634715558775
LAMC3,-0.027861631154808393,-0.0794831827643212,-0.05826086327461627
NGF,,,-0.009347879849490322
TNFSF15,,,-0.01622797408813067
HMGB1,-0.0012771505266018115,-0.11670219163389033,-0.027416249973680976
ITGB3BP,0.0015739824248336975,0.05053394949203033,-0.011145039971952174
AANAT,,0.03758160409029213,
RELN,0.00029346878087599127,,-0.019601634035131765
IL15,0.09289499808315084,0.08882284605457105,0.0006570575295925066
UTS2,,-0.06189024971581273,
BSG,0.00962588001324185,0.0995068625006933,0.03337901250867578
ADAMTS3,-0.02752954770499999,-0.035280461854919926,0.011251270342331315
CD34,-0.00497905116894197,0.07990113518084149,0.03838157277011172
PLAT,-0.02007645724451414,-0.02103313471933654,-0.02857187186107869
NTF3,,,-0.0389507365570784
LTA,-0.011522185849354912,,
CKLF,0.06533620860306931,0.016156070805545947,0.03596779142164509
CD24,0.021740999519101106,-0.006596975990946155,0.020710243941852988
HSP90AA1,-0.0160741360446922,-0.0076095884637575545,-0.014832389752675368
BMP4,0.039716094640692305,-0.03926700427145139,-0.056233775880697966
SCGB3A1,,-0.04298064808519463,0.012306242047986748
IGFBP4,-0.038826044989073286,0.0016294602857872327,-0.05550717956642593
RSPO4,0.05090408849315308,,-0.02269577275830602
LEFTY2,-0.011663695822283713,-0.11964948009004667,-0.004979518894483554
PF4,-0.010480994058837206,,
ANGPTL2,-0.03343575144592924,-0.0018968893853108235,0.013569062145507377
LRIG2,0.12580461594151982,0.03112339663829252,0.008032215788081932
ICOSLG,-0.03930475538378008,0.058358558998077785,0.05056750502809255
WIF1,,,0.05016404290989137
NPPC,,-0.05369491315208921,0.05062991296168153
LYZ,-0.023448975886844293,0.11564299207352367,0.03629541639230954
EREG,,,-0.028267967622798453
SPTAN1,-0.019259977282511692,-0.02878443966158431,0.03727566925574646
PTH2,,,0.02869130284542968
LIPC,-0.01577445621080658,0.022242142705259198,
COL8A1,-0.03865570520620812,0.0384199488105047,-0.020940285351686405
GSTM2,0.16777435906669896,0.05895589061293507,-0.02443760052115017
IL4,,-0.03700509928139353,
SPX,0.03201252917248173,,0.037426709317150274
MFGE8,-0.025355752816710594,-0.04053485321027823,0.004894317986743197
TGFA,0.03331160129632614,-0.02524581315583974,0.04891108551177264
SLIT2,0.04748011695126653,-0.051327376630148164,0.004534197373192538
PLTP,-0.01663572289102306,0.005501145298178834,-0.04280570252052547
APOD,0.028861090924968025,-0.022147840385010744,0.016322253968643494
B2M,0.09188499462197117,0.18037791326519848,-0.019093175872095924
OMG,0.02032264937311214,-0.05955857185588031,0.011186918531269088
CXCL3,-0.021547926327494145,-0.040601096089618906,-0.036824561549704427
CXCL10,0.007489209094140755,0.34302798414613694,0.017676167688289512
RSPO3,,,-0.010226617874425206
CORT,-0.01871839168440323,,0.017893585239440183
NCAN,-0.02591112994486897,0.03151814281968118,0.03593326384450994
PRG4,,,-0.017841919998218977
ZG16B,-0.01261217288821024,,
TGM2,-0.03952017406255357,0.06835483955557696,0.006889602398281255
VEGFC,-0.016194515677244895,-0.04194787233583671,-0.00015207829423430897
WNT6,-0.011663696128391616,-0.046924981998026395,0.044096846061443346
NRG4,,,0.03325995581333684
PMCH,,,-0.017255694031447166
COL9A1,0.017037368577721704,0.02022539721022727,-0.06028523740989049
GDF11,0.009160851710644617,-0.02458570502886808,-0.056127527804194964
SORBS1,0.0043120769890754055,0.051067980427567314,0.020504240994407303
DLL1,-0.0016914089740206954,-0.061165086994080464,0.03412939565906923
TLN1,-0.00928398783060555,0.016924583501252168,-0.06490151579833237
COL2A1,,,0.05196368314357294
SHH,,0.15597623559176318,-0.013697592320494697
PON2,-0.006109174474123469,-0.04322418521197329,-0.019104930038745343
ICAM5,-0.015013796393979645,,0.010773288782555224
HPX,,-0.028100755316187703,-0.031658981518249744
SFRP2,,-0.037005121062013244,-0.008389180076023623
CD70,,,-0.00916746203483047
HP,,-0.05057609669793705,-0.03364077454303036
CXCL2,0.01849849729943487,0.19666341781913407,-0.04273415447983112
NPPB,,,-0.02579041818633019
CCK,-0.004838077104937035,,0.036715091341455716
SEMA6A,-0.004171595214722842,0.0056273785305928714,0.03501826784138391
IRAK4,-0.03167933235926875,0.045052407321643756,-0.03891213796104422
GSTP1,-0.05283254835173333,0.04713875439382456,0.011590172514380838
VCAM1,-0.031461773433923375,-0.01887880091567336,0.03680849820437134
NXPH3,0.0165059284233192,-0.018658411501985397,0.006180816736537377
MTMR4,-0.021939508209749926,0.002731674104957893,0.009239238978258188
LAMC2,,,-0.016749342562962646
IL10,-0.016706164916011956,-0.014562048549328542,-0.04170928957131131
SEMA4D,0.06266731657697014,-0.0031801290423679705,0.06407325805998515
TRH,,0.005862636702585518,0.0086627233493426
SEMA6D,0.04760869689367869,-0.09681337396344789,0.07754760281543893
CEL,,0.026298625434714236,-0.005760801506464154
PDCD1LG2,0.014447754201794349,-0.08009535765712593,-0.047586097726244066
SPINT1,0.0625905102732056,-0.03298683718600453,-0.002337442307317739
CTHRC1,-0.017496860410445618,0.03554529756493428,0.002432131590831993
PODXL,0.05669572222765123,-0.006683276773468048,-0.0035657898821357613
JAM3,0.028882656846125974,-0.007683567671705827,-0.035482274639542295
TGFB2,0.04491825237242677,0.020494681966215275,0.04497507137433052
COL18A1,-0.012293347114161543,-0.029341757223298248,-0.04524952048505733
NODAL,-0.011234094911051956,-0.05684438378927577,-0.019154129444657508
INHBB,0.057791312826145476,0.007332851447303312,-0.04770115336949688
ARF4,-0.06198568496467574,0.020761362003550273,-0.014043720992350964
CXCL14,-0.012619007196095208,-0.017825684995778267,-0.05792013195734589
LIF,-0.014216102666209528,0.003909522733757085,-0.022390567868770323
IL17B,,-0.02664054695348235,-0.023829516869630245
MMP1,,-0.03732315275716759,-0.017255692664901782
MATN1,,,-0.024558875353204966
ADAM28,0.029477647312625112,-0.018244045873258126,0.008742956860042051
TCN2,0.0013299646903770174,0.08621342834335866,0.006412516165463556
THPO,,-0.046925076690086893,-0.021303686855277403
CUBN,-0.027059572752508244,-0.05183071778748554,-0.044407919011769534
TIMP3,0.043637872034453386,-0.04589081830897677,-0.04812701703337948
PIGF,0.022922813723273726,0.004051868046439974,0.0356886930401726
CRH,-0.014098759490912072,,-0.01186415638973584
BDNF,-0.012612170484222345,0.13874162761689932,0.08589166856652132
CCL5,0.014688226389221603,-0.07458390067917121,-0.04342000944474867
GAD1,0.004962729783797183,-0.050475199980666026,-0.010846868996599172
COL14A1,-0.017593472691068823,-0.032550088371151906,0.008580776661144585
HLA-A,-0.012298086465461922,0.10075626764177607,-0.03995227840530417
CD5L,0.006459188720522863,,
FGF18,,,0.02331595623315153
ADM,-0.02752955026881294,0.12001812434947237,0.005535296436706214
GNAI2,0.03179170002902835,-0.07522281122907248,-0.09403603992848104
COL11A1,0.037582447394814485,0.10214282483166065,-0.00594870151706819
NUCB2,0.006779533110894731,-0.07830295046452648,-0.016702304013009674
CXCL1,-0.015124597238802077,0.02709790876183013,0.00942070931159038
VCAN,0.00571910841066812,-0.044858919144218086,-0.05313257776462091
MMP7,,-0.034552709575645345,-0.04945936241300135
PTPN6,0.012226827906166833,0.04050514264113795,0.043375024440204975
PTGS2,-0.013497909657072526,-0.05581238208783899,-0.003646781650218239
CD58,-0.0239623838200399,-0.09769384119627883,-0.027837540331910538
TNFSF14,0.13015613469112897,-0.045478298470313996,-0.024916314609648774
CNTN4,0.06623232023659278,,0.015669413007785606
INSL3,,,0.0637493284575988
MFNG,0.04318690341931273,-0.10955101501700196,-0.04057474818711876
ICAM1,-0.0109466670929991,0.09833987970627936,0.00573530915595611
PROS1,0.05709453399419181,0.118510093832843,0.003120953135818008
CLCF1,-0.029562217918704514,0.12297020761148764,-0.06340955535132105
PSAP,0.02394926990536735,0.12952656516741418,0.0021542521029777224
EFEMP1,0.01661727679664478,0.06737905818860734,-0.06383217618611699
C1QTNF1,-0.04325155960577344,0.10809009854853076,-0.049979229576721525
ALB,-0.005672117623979882,0.021028768034956954,0.034638039492896476
CCL13,,,-0.0279488216473229
EFNA3,0.024265024320517824,-0.06324054275572719,-0.013830425849185207
DRAXIN,-0.044267916228117585,-0.05846404607403421,0.004703016289142133
RAET1L,,,-0.006187035398349665
NPTX2,0.09208022595278853,-0.05830994580584832,-0.05837591917303355
FGF11,0.043397686666325895,0.07789581100663452,0.0204009711769757
CD59,0.054965148057628,0.0596174905983952,-0.06730817899070912
COL9A2,0.03598997954606211,-0.10109249291248298,0.0113161830906364
DLL3,-0.002294025814494816,-0.11852814460662589,0.031181534233210094
LIN7C,-0.02886185701585986,-0.04143436868456981,0.0016905596140792403
GDF7,-0.013250490916690932,,-0.020255507468255624
PSPN,0.07396536577586961,-0.07049487361991201,-0.008120489694182473
ANGPT1,-0.011307939475125445,0.08367989958493953,0.013959058574507043
PNOC,-0.002566054165048966,,-0.024013731403580128
L1CAM,-0.01522911695186491,-0.04035735626535863,0.033182137516519265
APOA1,-0.0011481396647736429,0.06461558504460692,-0.041711380337221465
PSEN1,-0.00012767491350772626,0.031436058791972886,-0.03146599959937026
CALM2,0.0480098585569247,-0.07891174955178011,0.04566921824970588
CLEC2B,-0.039205985765927605,0.017609553272791,-0.03136731506915118
NTNG1,0.03686281218322085,-0.0594859084103109,0.018833821415906667
LRIG1,0.017953830101789334,-0.08827976683455091,0.039544958730575806
GHRL,0.0031150905194131345,-0.01056187083185313,-0.021910263959817072
NPY,0.050077319808495356,0.043376388980721124,-0.003510996112443156
MMP2,-0.010573015630739747,-0.03149221190183014,-0.010036757477247365
PPY,,,0.008479919848255751
ALKAL2,-0.010635689924404616,0.023039168806278015,0.034614489978385794
CSF1,-0.038913861994351,0.08206194227148825,-0.04942052742379371
SEMA4C,0.01296745347230898,0.026730913066191953,-0.025943068783410784
ICAM2,0.07169865305203474,-0.0513718842252687,0.015524222723202684
SYTL3,-0.01064401027238477,0.06355445514693152,0.023527308994035462
IL1A,-0.02122207600933238,0.10266473852452615,-0.00974645636944725
HLA-G,,-0.04194787233583671,0.006171889318712685
PGF,0.015870946598013237,0.019629793591033756,0.012542809362057566
LGALS8,-0.010608166103816458,0.03814558628642637,-0.009011472113053282
DKK3,0.024115991220820608,0.01394171648228358,0.06237428078992673
COL16A1,-0.02929606662237039,0.02827223376449389,-0.039013478512509
TPH1,,-0.015218737870856648,-0.023268543881578008
TNC,0.022882186355825392,0.04167811546985469,-0.019973672716349238
TNFSF9,-0.017785298224501003,,-0.03130379777918735
C4A,-0.010480995691879479,0.16812582635068313,0.10551176699191253
