,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.01815116683155966,0.0629950035124839,0.08846105038830389,0.0696032256607079,-0.008048657363769479,-0.017914280369593732,,,,0.04673249948262922,-0.034864177181084366,0.010336348879509516,-0.028621113690093507,-0.027708358351459735,-0.030055428268073153,0.04462511586312996,,
PDAP1,0.05362010009521675,-0.037477500087820734,-0.004082389214161446,0.06574866289923939,0.03009166904884264,0.11454116612478737,-0.08054618663698326,0.010992545872734646,-0.0005018842608924846,-0.028671205937026812,-0.08183797987071907,0.03561213116984073,-0.017539717301522963,-0.024137612044860274,-0.007951533230483402,-0.08086119578917389,0.015586603838031047,-0.02482313172603723,-0.012086062855536718
QDPR,-0.013498781890844953,-0.011838291395303492,-0.05422687292984044,-0.04577305309929957,-0.0024879600256030557,-0.07788018307226317,-0.02148932689065104,0.024381348698901194,0.0010524603394728603,-0.024910775955714955,-0.0013186919596554349,0.026361400660588646,0.04327515928217856,0.0018769853083696626,0.01367772943251059,0.006221705804638351,0.039178426287326776,-0.0562261138474439,0.10268289112674499
POMC,0.03053385826938259,-0.026171039475349062,-0.0295606412441012,0.014521332057288805,0.009878421898873531,-0.005191836946728339,0.0694499464896317,-0.010674509099891892,-0.03807516346335086,0.01688260090541386,-0.015565496119973241,0.00309735565150033,0.06902629046531167,-0.02188591029491531,-0.019519233944889868,0.06684574114635175,0.007102024448339923,-0.0026716936811203903,-0.04515069000369177
CCL18,-0.03972746102655116,-0.022650941210446415,,,,,,0.06219362677511756,,,-0.05705539062657315,-0.02471927484344867,0.0042979413222117265,0.014820770504691489,,-0.03507436480942636,,,
CCL17,,,,-0.020406350123265603,,,-0.014205962980328089,,-0.01623457118926264,,,,0.05875199064612021,-0.04131637442896483,-0.036601849107609205,,0.04614326488549904,,
VEGFD,-0.03198915361950606,-0.022650948403181152,-0.0103395560041624,0.017748165921060637,-0.01605972902845173,-0.02789199362054455,-0.015135251998659284,-0.01719739690743546,0.022021399523222907,,0.04594392709396199,,,0.07321091649670416,-0.03860365367273371,,,,
TNFSF13,,-0.0170931325297111,,-0.021085659743888253,,,,,,,,,-0.05302590214392664,0.0565958782505086,-0.03925074970293963,0.01261881861691468,-0.0042637218465357745,-0.04659770099501332,
WNT5A,0.06181931798752984,0.012788562028109766,-8.638798411496741e-05,-0.015485998201021815,-0.007282959257355506,0.039536955301304584,0.025944982445037356,-0.011581303815880767,0.04695753056403451,-0.06902133937171964,-0.016118248184549353,0.02515757797169006,0.010776260175305601,0.005307892169396616,0.06849057234281057,-0.020009235370606514,0.0498906809376621,0.0636216039264299,0.02800885297074588
CXCL8,-0.055219535161531844,0.04205552287468834,0.007540257286765201,0.09625286980888596,-0.004319284060181639,0.0177707496112795,-3.0224840052801142e-05,0.005173289491981407,0.021659231351431857,,0.11886417483531211,0.16234778595475508,0.06562107467850893,-0.07299649252335144,0.008758788456859186,0.014488987802910813,0.00792029567568799,0.057591302427590314,-0.03449519734223373
GRN,-0.08802672398005448,-0.03571073998420425,-0.015936642370879366,-0.04148138304229591,-0.043804156385401624,0.04829175783715436,-0.00013959577301283187,-0.013358766117553654,0.037756449836247555,0.12460521642004431,-0.021538590530710663,-0.038533843444788524,0.01554162813358356,0.037703178514929,-0.030435448865055514,-0.057033468294032066,2.0503223398126122e-05,-0.03829444356297239,0.002894513270761194
MIA,-0.026524483680156707,0.08156569196390152,-0.02119152413629751,0.015650311845507806,-0.04873076698217988,-0.004029935212351711,-0.027922008153016955,-0.023322759769040923,-0.009637627706705275,0.01921905651866601,-0.023742226780846674,0.06188345986866747,0.022422415876379716,0.11438037602965143,-0.021095110587547834,-0.018527203747674824,0.038912445858052064,0.020430606021670596,
COL4A4,0.17786613463801065,0.07529510292389818,-0.007597872647019158,0.027909802973131826,0.029835270817685822,0.0316054958605905,-0.014831464865084477,,0.13572664649922392,,,0.08546181459144077,0.062460287074721274,0.013914286612949927,0.047081922621767254,0.047294613108823054,0.032882785359966374,0.009177037146979032,
TAC1,-0.04502538055160219,0.0013619221688376008,-0.043637699553627604,0.012302355087457115,0.05289611361775935,-0.03104589714267513,-0.06867119342626236,,-0.04096439302883977,,,,,,,0.05284787692634443,0.06599338550673614,-0.044921141892598535,0.1285965899061981
RARRES2,0.00808118756348267,-0.006829570423009563,0.02266051678724367,-0.03778931498990833,-0.03360096144310094,0.08165775367475636,0.032006782502271305,0.02379617938208224,0.050713597576116536,0.017247703261937447,0.1172726732776318,0.05449026269083498,0.06629088648373002,0.021234039284726242,-0.052337738817096614,0.007142668963985717,0.04779994201451243,0.07648618746917164,0.041280940563149876
FGF7,-0.0754275685285085,,0.009290078313621943,0.03292845633619872,0.05060837178588269,0.06534584572666238,-0.03381022042852762,-0.026123666350722986,0.06222003991185451,-0.04868836343166325,0.030591567425381907,0.00902898340489573,-0.04865265726880099,-0.010460711016479206,0.12116756403562126,0.016767631992639115,0.025648117172268503,0.04581602985859136,0.04323426911179323
EFNA2,,,,,,,,,,,,,,-0.02720245314943349,,,,,
HBEGF,0.03566005991266194,-0.0014855416233827542,-0.04003400982301892,0.015800098255668388,0.017681432343117257,0.008889322297547153,0.019904698383634078,-0.03592255766949655,0.015199319103992073,0.018204931438135872,-0.030650616014366753,-0.006973737723670764,0.07780098083889846,-0.016940678519613665,-0.0028947467175752125,0.016397700108233108,0.03610801327441798,0.0559041118936692,-0.03682829942067568
CSF3,-0.01815291644798039,,,0.07602930767522117,0.03547362193893084,-0.017357888141240757,,-0.02583610062077479,,,,,0.09449098046518714,-0.08256551699046495,,-0.00479645203542771,0.044324584666325786,0.03561865411614342,
PI3,-0.05338024317279193,-0.023829745156805388,,0.03874185069496997,-0.018057495446239014,-2.101706897353114e-05,,,,,0.08207708774763789,,0.05726700130588915,-0.062396188690016285,-0.031099240443637897,-0.005846040422041691,0.008988846878512051,0.11595993296769785,
PCSK1N,-0.028887748225942873,0.013330543893709548,-0.016306097361254986,-0.07572311538387402,-0.04588517574778583,-0.02219068168835715,-0.00816318657441391,0.07876215937086546,-0.02862965311734529,0.017499793231141248,0.06435906606399235,0.01891388280460982,-0.0232027411523155,-0.001718280610797801,-0.05150020538143923,0.011659886897432737,0.03810736016849615,-0.09027992835718826,0.03782302102260943
NTS,,,,,0.06960794314576707,-0.021334932529639375,0.048517890090263555,,,,,,-0.02737771964101455,-0.02067105603259826,,0.12695037722338537,0.03441184872367706,,
SFRP1,0.02113613410940949,-0.014579882453202807,0.010680294303949974,-0.026672441446601768,0.022666793379491037,0.04928652104230278,-0.004079817212746922,-0.034840368016037675,-0.002624512810276623,0.016572109280064983,-0.07990428767167132,0.009910296415510434,0.04387355096461331,0.06317526311970058,-0.02729719522086168,0.022676869674102814,-0.03635377123703142,-0.026271050511708447,0.1569901140116569
CXCL13,,,0.04410522252922487,,-0.018156711296274674,,,0.051570890014243705,,,,,0.0667438099604225,0.03542355922123213,,-0.03504848225388432,,-0.021681771855647992,
MICA,-0.023146186819980825,-0.0015266391028457699,-0.021971580426676143,0.03095587806594056,0.009068049870808734,0.10769288872179458,0.044182085235536135,-0.027117692370161005,0.06777938635701895,0.04785359107712538,-0.012464866369528187,0.008397059311505013,-0.08161476763724411,0.07056725697697587,-0.009423656561953365,0.05435400128507021,0.05086212881274696,0.06649785431688907,-0.013108757693395916
TG,-0.03591998100595575,0.07582490083266084,-0.02262246783004883,0.04226961710401904,0.001957900685057348,-0.020949418011368896,-0.014311970099415126,0.017496246990169353,-0.0243866166719773,-0.03376411410307995,0.061504080010009926,0.02954548818958024,0.0351153435018275,0.084254334908449,,0.036074550469695675,0.05552691355488236,-0.03742287858848414,
ADA,0.013677437136332325,-0.006606052802353193,0.002086855295558032,0.012682985680265471,-0.006012268048952419,0.1205216831871365,-0.016730026919325413,-0.0009920386283660432,-0.0005384118784991118,0.0022338783798894614,-0.011424569466673463,0.015609134140384921,0.012752173187025451,0.0019955578788290558,0.04283457194044626,-0.011718594078013444,0.055153359569905795,0.034766733150427616,0.14445200783345424
LAMC3,-0.025938509610344475,-0.07394759074876191,-0.00673915637474853,-0.02893530262422269,0.014236723068590069,0.0495003059435431,-0.04231305469733101,-0.00935365980308325,0.01267802538436518,0.05343697666199136,0.002398987728821298,-0.023029060558944058,0.0025824366000570483,0.015249992933558762,-0.053418637618271106,-0.032445428799751604,-0.03245391175473232,-0.005197383757493773,0.0419615499914044
CCL7,,-0.014407912110737602,,0.007275732309824949,0.00589822679147749,,,,,,,,0.05891620205783384,,,,0.0724696482723227,0.052506826811507715,
NGF,0.021406691612956535,-0.011268419000665272,,0.064963490253679,0.061366694818495326,,,-0.046937189475075185,,,,0.04492590650827365,0.02752244640009424,0.06811879612045657,,-0.0053739810891717315,-0.018146542793439274,0.021744903311207736,
TNFSF15,-0.03211616124513714,,,0.0015788994152992166,0.06226079903044886,,,-0.016452936700543142,,-0.031121966063174133,,-0.03709864126516027,-0.017746149917671646,,,0.003571830537100202,0.022050988803848776,0.028723570713116608,
HMGB1,-0.04309379361097695,0.01700163178632589,0.027934182339191635,-0.05718483077709608,0.01571662547888432,0.09994737567861908,-0.06424736127688105,-0.01812226353575995,-0.0755652265910521,-0.024955443100499287,-0.017727512586229996,-0.0065758819881103015,-0.017084788423960294,-0.010873515590114624,-0.008962989687669745,0.011365856792359413,-0.029780421458767744,0.05564556274031442,0.07553230175461022
ITGB3BP,0.040053963978674556,-0.020805225605616765,-0.04015891379163393,0.012297201796286827,-0.028808939094415852,0.07888935944126452,-0.007377218002274518,-0.011574690097105579,0.06204120183465028,0.01346618879313215,-0.03203813878919766,0.0705815021937254,0.0246641635419917,0.011500952625856292,-0.006992024357346185,0.0458812427743027,0.04550874034176169,-0.02044832260215549,0.04721232464861386
AANAT,0.03188964174785527,-0.004712309325986853,,-0.021085661994320583,-0.016059731321068554,0.00855068537190887,-0.012870838349817624,,0.009718343504724001,,0.02406338159108719,-0.02574616093548357,0.03995890050200326,0.043531488264916034,0.04674982127724327,,0.018469468601304887,-0.0025550679959151414,
RELN,-0.017487773115255668,0.1211487665592311,0.07503839294506695,-0.036599987192687186,0.13862944487543374,0.03941661874456405,0.05918470671688922,,0.04546212318738039,,,,,,-0.05661957071702343,-0.009058444445392805,,-0.013919902712471243,0.025020966088086016
IL15,0.032322643858159084,-0.00842637878523132,-0.01677470197724117,0.021895483481631554,0.01100514526850844,0.08674926800563369,0.018173003946307418,-0.005675653357796892,-0.020197276355797978,-0.022023316466138497,-0.002356121436728747,-0.043522288993513444,0.0166923649110502,0.08671372186857243,0.03744464527597399,-0.03485481854456111,-0.013448117620677996,-0.0018114513290490657,
UTS2,,,,,,0.04601574232480542,,,,-0.030663412974062408,0.014285588484464103,,0.15776162148706013,,,,,,
BSG,0.10716760786533111,0.019948995217976304,-0.027256260326147957,0.0355917835089127,-0.005952090742199066,0.0016096132571367765,-0.04534328364639386,-0.0021095563468002884,0.008363174740984424,0.015086147205774314,0.02411970214334781,0.06753238016435022,0.16500176908729458,-0.016702454401533316,-0.04770281266287025,-0.04082568761415406,0.09538804564887665,0.05930344662429958,0.04583047982369457
ADAMTS3,0.10213039168056252,-0.013420412366172557,0.0029146334566162806,0.03638819772762495,0.06581686682839526,0.08097183257396082,0.0015322585196193696,-0.01937706655557344,0.039218222430930115,0.027627133695112015,-0.10080663296392262,0.19853110641579047,0.06941957474619373,0.03873832788560756,-0.054853627129153266,0.034778674399321266,0.1175488760686091,0.004390265017346489,
CD34,0.043433004869379656,-0.023085700609715147,0.06323465992564507,-0.014441726649929154,-0.0008508543512775447,0.050562835748626245,0.016833034291839258,0.012456131162886344,0.06298398438318345,-0.0204031129524183,-0.03134392860483733,0.053088010310314085,-0.023122583549999742,0.04647062524348862,-0.0861031702440661,-0.062636994677492,0.010214953109841511,0.08444535214586482,0.043140478588049515
CCL23,,,,,,-0.017815504718893697,,,,0.07499657752903971,,,,,,,,,
PLAT,0.017276604318302812,-0.02529161993897889,0.031213913788171652,-0.0709580066847751,0.021314218032528205,0.06834020874986245,0.023179242448747896,-0.023949350060642204,0.0037352548012729385,0.01517720426188623,-0.05087823827802829,-0.043360321782881815,0.021345431243671366,0.00569448620256699,-0.09363057387271509,-0.011174664918926066,0.0388717052079018,-0.003525153299807406,0.01744139809934291
NTF3,,,,,,,,0.04985817944005711,,,,,0.04808261182993006,0.008300208801823007,,0.047007791666922455,,,
LTA,,,-0.016636633950111297,0.02864287947305405,,,-0.012395958682007073,,0.012685126353231569,,,,,,,,0.07731870765052679,,
CKLF,-0.024356534838545555,0.04582204431296773,-0.031234930697466985,-0.04211364854974514,0.03529479588121052,0.05964789786916273,0.05052773672404883,-0.009242322845365735,0.017826951062942558,0.04358017507055614,-0.03762430700085198,0.012779165957025758,-0.007470398951440591,0.10878070567817334,-0.019052374359390202,0.030083604237397532,0.032659789315027096,-0.04927292476406895,0.02015553547286154
APELA,,,,,,,,0.050030658814636704,,,,,,,,,,,
CD24,-0.030154836116122376,-0.0049855619731249,0.051069264380250196,0.038014582110177934,0.030748179030823174,0.008086753060769633,0.03618880028183283,-0.00853191519878822,0.026926552049008533,-0.02397989626938165,-0.09857350674708744,0.11625517199817116,-0.0058532629056636705,0.029505970506148595,0.03002114929463113,0.07157022211787972,0.015101981741717235,-0.03057041166278898,-0.009074628849437627
HSP90AA1,-0.02131262552826925,-0.03605189983594186,0.016937495588788067,-0.063120527833146,0.010645035800392041,-0.03197643897037758,0.0762123255222406,-0.053230410047967136,-0.01318051932740678,0.011412721908817808,0.0380315069751311,-0.14262184268243489,-0.026416789463273065,-0.08862153264967593,-0.010930008145755968,-0.007680104268979516,-0.0672690496728013,0.0361943655497559,0.022430743039630986
BMP4,0.03983593807670049,-0.01876891299000699,-0.017635807226694843,0.009709504167988135,0.04211280178080584,-0.023134296284171824,0.025549839987087968,-0.010405611833481022,-0.017210167643655214,0.07178562431042626,-0.058725315588408634,0.02705694985298466,0.06679900003480303,-0.028485708324674418,-0.03136822238377104,-0.0036683726050493796,0.01642091581459439,0.03792382237314076,
SCGB3A1,,0.07837506180894753,,,-0.019125157435947053,,,0.014801293913072427,-0.014093394082961704,0.005632375539596648,-0.06427921278508297,,-0.021960060608142085,0.07093857018991412,,0.00770719102787418,-0.0137301215329812,0.05773096862165355,
IGFBP4,0.04638843915084564,-0.05538490725998799,-0.031014797349275966,-0.007953960950151264,-0.022592634400697583,0.08477085492225099,0.08089829160193486,-0.02248021147954571,0.05481168663272563,0.08791894508190636,-0.04009330792901639,-0.04047816113643514,-0.0017707707664016972,-0.006307157182049003,-0.037257954084883096,-0.04889684266280488,0.022180564331057105,-0.0036911543854516687,-0.07945622486866422
RSPO4,-0.031713197830161396,,0.02097634265056864,0.0020704503328739716,0.012187067519201317,,-0.014417254593930392,,0.008351414329535357,,,,,,,0.006487752100477478,0.028496401211734985,0.11757700864897332,
LEFTY2,-0.04145798480012087,-0.022040450937158326,-0.016840957127213882,-0.0011728699285454998,0.01122891040210789,0.07103779526517533,-0.027063208957455363,-0.0186031687020062,0.08369375082110139,0.008414653819004875,0.028779481178977353,-0.03290141169271018,-0.022922617256413327,0.020377956215397883,-0.08222486359594884,-0.01847890297230093,0.058656735125681744,-0.0322922342110019,
PF4,,-0.01494589451212661,-0.015133279732675737,0.013975490367973454,,,,,,,,,,0.06102250634258377,,,0.007651239678788944,0.08237844043355422,
ANGPTL2,0.018534858839344207,0.02806888531826911,-0.0488841781740118,0.002935846185802679,-0.033162834695162235,0.06410436165972846,0.019380335985225282,0.005402404050553126,0.008908645891613482,0.054522113177553774,0.028833293139741544,0.02378458703846973,-0.03053052709315273,0.04285276274067669,0.03731808490385019,-0.04177129161671593,0.014166033513104002,0.02085218370341391,0.03481342922347062
LRIG2,0.03632456490757676,-0.02773038053895356,-0.07208841230072002,0.022783000009891426,0.006323891166194533,0.06681060527204717,-0.024207927094593924,-0.016833439656879688,0.03038669619044853,0.039704327299980594,-0.012136607735934554,0.007849366713607813,-0.0057325954067488595,-0.023178490422627075,-0.00534582536766844,0.0307322840932065,0.045327145078398294,0.03318525236845544,-0.029143175238669817
ICOSLG,0.01905773976252075,-0.0030434610841244807,-0.04557799772970509,0.021263727206930753,-0.02590926138483856,0.08563219004715718,-0.0011937487067417512,0.015050088977768786,0.08725213384670179,-0.05163722216639396,-0.0058321574654462425,-0.02650762302917454,0.049968850568695364,0.03961114768126382,0.008924584380758127,-0.03493113699038141,-0.017039595043317247,0.0005177103162004415,0.0524802074535315
WIF1,-0.05861617128245018,0.09127618243485369,,,0.022945643320572945,-0.009941683604878902,0.037800651381791825,,-0.028315699575715583,,,,,,,-0.034786994748713496,,-0.05201697913384687,0.10806678681882578
NPPC,0.09249239455236907,0.029931145851774546,,0.012091123159561217,0.08056985323740588,-0.031414417449026136,-0.0217022255691392,,0.07866537505699625,-0.025946737605966125,-0.08030280839735884,-0.00751756504723846,0.1050563997614158,-0.028898070844284675,0.005553767380569455,0.01158921412860605,,0.02500031931610354,0.07914240329101463
LYZ,-0.072380044269867,-0.07468735232271437,0.011708957444489394,-0.03684318684045103,-0.02393510362768538,-0.03881022360929273,-0.013883883986426962,-0.021790667212905648,0.03709012318472158,0.027386407748661436,-0.048355187613190326,0.023996895806672986,0.033657369996779166,0.005727767712960384,-0.03627508016909056,0.015111431716140966,-0.023292075633978157,-0.021859465686619037,-0.012754163961726173
EREG,,,,,0.029348323189855925,,,0.033830889089109153,,,,,0.023502540707216812,0.02429633217403063,,0.01692107507931283,-0.004490600489253838,0.020592218849528648,
SPTAN1,0.008180221458703467,-0.005825256010969352,-0.03387538148943456,-0.05104981917533928,0.04131942423734062,0.011890626223804955,0.0006857281924620634,-0.054711657702717006,-0.020657222914732654,-0.019624611234798847,-0.03474085849743465,0.05251041144091106,-0.02594964666885222,-0.007671717930745971,-0.004812853666171941,0.007924813425458383,-0.0158996761029836,-0.024133732356882598,0.08309821049993761
PTH2,,,,,,,,,,,,,,,,0.01312867674160942,,,
LIPC,-0.057091895573663946,0.038825677992057724,-0.008635154392427164,-0.03262924483199964,-0.004073577136815537,0.038701395019988996,-0.026954525683423845,0.02991787217781441,0.02319408547870638,-0.02751385921614233,-0.013547865736490012,-0.029432341330659164,,,-0.001322324574903145,,-0.019066046234975518,-0.03163486400721669,
COL8A1,0.025438035664769407,-0.03947625279004875,-0.02942254570401357,-0.05660836202482802,0.006205838021328342,-0.0183421481911044,-0.0160185762219333,0.004018019983726093,0.07466017329328148,-0.016777467086024615,0.02970052988155342,0.03964956889744475,0.034424947848670076,0.112308258393052,-0.05545002805973088,-0.019478401694223504,-0.008862477863673232,0.016134614103355368,
GSTM2,0.06722906956313376,0.0743513596389452,0.02617925288719633,0.01724685685780075,-0.02631284724174641,-0.006561220000376426,0.0007987015096513403,0.09466499577205527,0.08295773613919086,-0.05402168503825325,-0.016778973415568155,0.003216159625748142,0.0014308755626924166,-0.013200527014695783,0.03776765154751744,0.011421305972013978,0.03192886764976273,-0.025515119357032955,
IL4,,,,,,,,,,,-0.03507329973951125,,,,,,,,
SPX,-0.04628241445673454,-0.029593644309667717,-0.016504122986252097,2.686149592888887e-05,0.044277658063410615,-0.038914717665762356,-0.01710937916426549,,-0.035188573168121996,-0.034397377990230994,,0.055279228895814436,-0.031541875635479326,-0.004627683626269998,0.05157542974162286,0.007044169329266208,0.008012709214158241,-0.03528137325860503,-0.0736080058276457
MFGE8,-0.010127255261970185,-0.015744346303265468,-0.038163639624678274,0.006094410838099168,0.016008067911240455,-0.022773721807357022,0.0363751251855302,-0.03612342065801667,0.0038176618865900596,0.12032271117818034,0.049891123009994286,0.04648937617554924,0.02432157880570319,-0.01538545197375928,-0.09515021005311547,-0.046758395845402444,0.06419148361891737,0.08398937962290583,0.059210272442237165
TGFA,0.05358828800331943,0.001732686152872818,0.0013623544066938295,0.018720906745449187,-0.009650286661899857,-0.037550160566272736,0.016080886917533115,-0.01609874447666904,0.03786585851823569,-0.020071041569088725,-0.020065603829111805,-0.0059328729465502284,0.055875196702266684,0.022136397233896793,-0.03390627668686562,0.030829550969533687,0.08963153468669914,0.05740029896194174,0.03735048042792574
SLIT2,-0.0065484937545740056,-0.018334384773368528,-0.014735661716722774,0.015799494983988457,0.048359839401497365,-0.034220997505028605,-0.03710089264175747,0.05111532352048323,-0.038006561432128126,0.011216713851628464,-0.013469153587811356,-0.03486413458316523,0.056999226996304074,0.1062593945366865,-0.047845768499904594,0.05436164040316031,-0.022198037546926598,0.046361893893002125,0.07227509295658698
PLTP,0.07300471475571793,0.010621866313470852,-0.01215590711410493,-0.04942994013204624,-0.02691380571330517,0.03922869804273968,0.031031112323396913,0.009433425382051325,-0.002649243618452361,0.04776546607372041,0.02493261340702953,0.044372548950205634,0.0576218740925319,0.033156582529013705,-0.046636575087924875,-0.02978023205727659,-0.04623825631208493,0.005277760700016954,0.03385377779310035
APOD,0.0228226833389175,0.009839418666271714,0.024523462402463194,-0.015305112756212672,-0.04984014755146801,0.012187898033037662,0.0015314548527722207,-0.02198978073102172,-0.03809695712384977,-0.05719432737811754,0.026152460131008765,-0.1226562414398011,0.04451307845063874,0.02513220995127099,0.05366929490079922,-0.07478128982501231,-0.10876940023700749,-0.04186469010947542,-0.024580260266614022
B2M,-0.02668732915622528,-0.039879138334940965,-0.02386758795877719,-0.07116833253045576,-0.05782115656098676,0.05027782960230316,0.08007339192293356,-0.000540498244495698,0.08466740234750413,0.025276301982324896,-0.019426876146494354,-0.04366255565007287,0.1090004866142538,0.13576240738381987,-0.07774355201999417,-0.027718181803938,-0.04019034205417107,-0.001163366922482795,-0.08183418025549852
OMG,-0.05128703816313865,0.025161847810863582,0.017572080850253864,-0.04549604459756972,0.007476421501473147,-0.04620672635143907,0.03553574114703757,-0.01377661247860786,0.021305767860601444,-0.08394807456923001,-0.0500634903399462,-0.05375699649200397,0.011604189819222656,0.03410184948958297,0.12009988870554165,0.020092601098326796,0.04522287701402016,-0.04397457821009526,0.07913106764782449
CXCL3,-0.07426745059046216,-0.02792170926494278,0.04353277578353446,0.09522159376575777,0.03785461477892275,-0.020557266537831364,0.01597985370368823,-0.02739462899288066,-0.01454569822355004,-0.02674071511127618,0.07965002794717597,,0.1596213826242012,-0.005610341985484167,0.0009105187432091445,0.0011414954587349148,0.03187623330150711,0.1431966059568319,
CXCL10,-0.00890472066039386,0.022329990019812024,0.02848323292810247,0.04236518166266351,-0.027256751911471103,0.07567586584291701,0.07772413884365414,-0.018772045797140174,0.050531469663496774,0.06935394224243488,0.006782103113434138,-0.04158373497753189,0.0253236516145117,0.08123962303831164,0.07498765693027844,0.08917362716456634,0.006186884896241313,0.03495060557294942,
RSPO3,,-0.019571315975237348,,-0.021085660436328892,0.09741385756172674,0.08344729480173718,-0.021775083694703847,,-0.015199974302737819,,,,0.018869432186129385,-0.03940346501084295,,0.019009298009261637,-0.02672691827126997,-0.010729930387309412,-0.03922922567300861
CORT,0.046745708684107524,0.03181324941620038,-0.014407681656975462,-0.033859744626753986,0.030485748074490417,-0.025449217123750003,0.005560668206459572,,-0.031119085630160397,,,,-0.03807118589502599,0.0524181471968517,,0.06106480192312531,,,-0.04189045910325538
NCAN,0.06634063667344543,-0.042287862358871484,0.03436969881373402,-0.09511846155861113,0.016318948045665478,0.08352609347656245,-0.07656033753405382,,0.015430956511912227,-0.0498138852554521,-0.13573735441434437,-0.11595846590682925,-0.032153696761608876,0.040484361496569976,0.008805507937976069,0.025648970333304273,0.034066710231815164,-0.05358000686671171,-0.0018088526299542666
PRG4,0.05410759520864949,0.009173915485019108,,0.03390446523983702,0.0804503853641895,-0.004643589556871321,-0.018424679027809383,,0.001260285462870593,,,,-0.02464660429894194,0.12357320785439722,,0.007200350317979907,0.007613314065204196,-0.022543316890939902,
ZG16B,,-0.01997942351420028,-0.018210442567060232,-0.02415328999149907,,-0.024046121798914577,-0.009849714459168244,-0.02454095815087057,,,,-0.02862111136857518,,,,,0.0037230921397386207,-0.02818755966376594,
TGM2,0.03197909465615017,-0.07943631018116074,-0.0019952197988845374,0.051839341750173074,-0.000269808592819904,0.027179023014929058,0.054419129035555604,-0.0011387774892448578,-0.017619683887713063,-0.026892585203809275,0.03417766214377891,-0.03909177647289109,0.07120738311655353,0.0005531979465648565,-0.05991694437216498,-0.010322960485681721,0.004994756296734959,-0.009218631242001233,-0.03762220290713885
VEGFC,-0.01808651366458868,-0.027511556261655277,-0.023382909531592572,0.0016637025248821043,-0.008238288488578625,0.009426728339021525,-0.015972403832041644,-0.009291623276041805,-0.01813630226270898,0.025225587173210745,0.06457979388662591,-0.03709864457349265,-0.036598290248511696,0.0074245912151314,0.032886402964175845,-0.012706263513659865,0.0049634291513495675,0.05647345436697384,
