,UKF248,UKF259,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.023564781540111483,,,,,,,-0.015471710038345608,
BMP1,-0.002971917553970359,-0.030417306733529798,0.07855486291075159,-0.036006429032664905,-3.415017112805294e-05,-0.05627556282664329,-0.01930995036100716,0.08388329426554776,-0.012508534983234931,-0.014614102932240204,0.019398148825093494,0.02628016213756022
NDP,-0.029165048619329004,-0.010645024992997852,0.04254678546884458,-0.046409671686642534,0.003630231820048862,0.03706779204786849,0.039857451048373335,0.14689963327450986,0.0360623105692784,0.025293652071254526,0.0343829807803105,0.02136591609880437
TNFSF18,-0.036840402292164426,,-0.015976252186061368,-0.02370636475023409,-0.013506325325882383,,,,,,-0.026098008776863635,0.06226333109759688
IL36G,,,,,,,-0.01664519824044267,,,,,
RTN4,0.046957259191986456,0.021918332066414553,0.12298429165773722,0.004607933174945875,0.030123076005247114,0.11639037143038061,-0.021133504271297298,-0.028905963443758797,-0.03566109206309377,0.0010249262630295589,0.01248405518527111,0.028576389050285558
HEBP1,-0.05209347451401842,0.0018312886609786166,0.0032635014299812605,-0.06977509499107824,0.042828391873640445,-0.034540591909028674,0.0334441893835752,0.0009086644880742414,0.012397197652729196,0.014607018059286015,0.05273483146032149,-0.048743172687163584
WNT7B,-0.017737079322133344,0.008133026006632325,0.09507886282157824,-0.002566366950157724,0.016855792320373108,,0.01880457153812678,0.028273969224923236,0.0066902303158010755,0.028513520616567263,0.006050548112692822,0.04537217922951011
PTMA,-0.00627166550446674,-0.037093294251461004,-0.0622518737126634,-0.0064972227438782355,-0.04016447070945246,-0.15435320785195578,-0.08942015315371754,-0.22260008403067053,-0.0008492443622520601,-0.04549702024749646,-0.012698792769193746,-0.05325770525712402
FASLG,,,,,,,,,,,-0.013418608838006997,
CEACAM1,0.06453273216321992,-0.034522928033620844,,0.05845939954155587,-0.021242232071199903,,,-0.04247577049850368,0.011506246292164665,0.009868839070330539,0.07093761007117493,
PDAP1,-0.016211766517798227,0.015018337376758142,0.0469438200458699,-0.019319511654428564,-0.00030875750575569844,0.04122290401237466,0.008369978878161868,0.06194964191915063,-0.06067247763793499,-0.014149671461789895,-0.01718465009318981,-0.06450943447217657
QDPR,0.00575642926360574,-0.017611772480589143,-0.06547792077175577,-0.001367969320776514,0.0067659848381125725,-0.14888882092603933,-0.04892853779207197,-0.01025252551530271,0.08861508215450761,0.026983791007368172,0.04481428782408718,0.023679061751957713
POMC,-0.04307650954589455,-0.032149151301741744,-0.014983761713191589,-0.039338129899497185,-0.015671671853105917,-0.06697622560931803,0.06512352638305044,-0.039230812261756565,0.05502715265631406,-0.00900811691807457,0.017453807764180915,0.007732630312222771
CCL18,-0.006532818239466365,,,,,-0.05432030892311135,,-0.03642075257465208,0.09475423684220366,0.008847784848424812,,
CCL17,,-0.020009916082409766,,,-0.016845017282145363,,-0.015205861149662202,,-0.02202682138834097,,-0.012162461738622194,
VEGFD,-0.017437611462217305,0.06638080175825509,,0.10247855297476088,-0.0028197084583037623,0.05883022215607808,0.06819056197787655,-0.04103204893682118,0.011062539925156678,,,
TNFSF13,-0.006806133373512639,0.11075296374576603,0.007871675219221538,,,,,,-0.025397677558421164,-0.016849437749251735,-0.019817716243651532,-0.025267174370648328
WNT5A,-0.017797859829855902,0.02463029188808683,-0.02678761345474517,-0.0341991625594213,0.045395974871829496,0.04624401093058866,-0.01903424831341612,0.06778361553176727,0.030425839104245848,0.07096268518019111,-0.027405177424504306,0.0021579882649889973
CXCL8,-0.02169136710818983,0.0639800417276313,-0.005189464182135594,0.09078726246953121,0.07142755553481359,-0.04721667051426994,0.01727508626737677,-0.10746204785042417,-0.07443857124483438,0.02504508340157702,-0.06165289320243351,-0.027478608319752313
GRN,0.008451012819770471,-0.04639402000858212,-0.03774098106034956,0.031330961769710605,-0.053802580048502566,-0.12932266730389547,-0.006853000117385088,-0.09764413248012258,-0.003936490287154313,0.10594480985256133,-0.0389547704370154,-0.043540371088760556
MIA,0.007449926238946206,-0.035173037288075325,-0.028015474390187194,0.023570433791189574,0.0006411090774172246,,-0.022318930084264582,0.0048733054893548445,0.09428133374318476,-0.07277794591071333,0.06907583991035275,0.08829480335363285
COL4A4,0.01502502791145463,0.055592488188701966,-0.01474150612953885,-0.006814919686486827,0.04547772190814894,,-0.021650190193920192,,-0.026362709854106936,-0.03023995327495813,-0.03571732669526928,-0.028239893260349827
TAC1,0.01428074605150032,-0.04844000739562785,-0.009939347454723087,0.04681918238234954,0.012891795523960642,0.10124017865647718,0.06571439962249044,,,0.11070613212072727,0.0893183639623203,0.06471113022513271
RARRES2,0.013873926795781807,0.006213300696831146,-0.044895426342220594,-0.02198676643726456,-0.005048889816819977,0.008609661549765139,0.041456974133824036,0.10240153466873961,0.017509443820252504,-0.028032564015639232,0.026944706593188407,0.02884878970987777
FGF7,,0.06289028178191951,0.010345130379970107,0.03741498788233895,0.004690356941388572,-0.0014848861813259809,0.1216371885330983,-0.012016911074831452,0.050484277786497944,0.013891182989285968,0.01936289431644832,0.05496422643291844
EFNA2,,,,,,,,,-0.022471137201572067,,,
HBEGF,-0.04615246496771447,0.029878663352136403,-0.014470362589163932,0.030237970546646575,0.03285698744755101,-0.10227557649792246,-0.044695765225671445,-0.09968245242570838,-0.008231396725065131,-0.004430253336744724,-0.04812792595196274,0.10228009217387447
CSF3,,0.07493778986445822,,-0.024567734052838512,,,,,-0.051067351394783654,-0.02151149811167441,0.11569865287040604,-0.029705136617492203
PI3,-0.030783565579197272,0.015543069491612342,,-0.027663592802487685,,,,0.01828596583423771,-0.06803180545622281,-0.0492353603934127,-0.02782143664570121,-0.04709861180259644
PCSK1N,0.10303290733281534,-0.05335535046339201,0.035098559222789844,0.03461146012449606,0.025295531213442805,0.159132827434527,0.04507981492623191,-0.01896254732748877,0.02860589433392381,-0.029325497389830372,0.03223244920593956,0.025778607164025708
NTS,,,0.1266027512443801,-0.030196700437197695,-0.020090782366590076,-0.01865572999486866,,,-0.027376816480182885,-0.041575820978952634,0.11310055779558224,
SFRP1,-0.0027699493305490264,0.05119048521616967,-0.04133822737642674,-0.04613764565704751,-0.029235465351792857,-0.0292759761959805,-0.043419468067227976,0.008652077709212513,0.06169145272691425,0.019242840039158642,-0.01852210279295869,0.04545066477078277
CXCL13,,,,,,,,,0.02074151815571266,-0.024609766532349104,,0.1016042031349547
MICA,-0.00953027778615012,0.05428316521386757,-0.01661196646038217,0.014525579129714182,-0.037576350085131494,-0.011585523888612797,0.01532493777739228,0.07771740606336026,0.03280697793011492,-0.010696202291325712,-0.018140861933089864,0.059440906866856824
