,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.011132920574319003,,,,,,,,,,-0.018439174355254724,,0.022669784879836206,
BMP1,-0.003115266021318084,-0.0402107878327055,-0.035127995770610994,0.01054654443251469,0.009640167983263018,0.29147081535432084,-0.051442189400193905,0.015931485945906144,-0.042013439694232456,-0.020656069792498725,-0.04307918259484936,0.01074509455218448,0.0853832644165678,0.0520217016441723,-0.08366279393069231,-0.026204682248535616,-0.0007626890903524888,-0.07588229375848383,0.05414969206628699
NDP,0.008351138005565894,0.018418918061741146,0.03067433511774983,0.049412969026306756,-0.0006196599272746532,0.025974277167278192,0.024826045948979598,0.00138812058328237,0.00941581378455412,0.057815034250250676,0.0988510467643798,0.041400967873782335,0.027540920764540896,-0.0007191096604285402,0.019470168602742113,-0.01946107134768024,0.011078442825673227,0.2892292266450356,0.1554928491309661
TNFSF18,-0.040095757791041256,-0.020711462253794204,,,-0.025262730251087825,0.042849366155182776,-0.013934002592485614,,,,-0.022534292381998573,0.02273267638502673,,,,-0.019015995042033555,,0.025896281570340032,0.008752272559931556
IL36G,,,,,,,,,,0.01994838892038452,,,,,,,,,
RTN4,-0.07823521091754551,-0.023845532430574766,0.03499455007852638,-0.03790720022616554,-0.053333383904161064,-0.30810788051934546,0.07196015701131243,-0.07818975993262192,0.044756223452367454,-0.029619725048187565,-0.07573626955784588,0.007631215622760006,-0.12975200808873769,0.0546395340382731,-0.03145323570913473,0.05837908500426788,0.008611470680408696,-0.14291758455812464,-0.1409774742658631
HEBP1,-0.003908059615975926,-0.010774010026711951,-0.032980060173649836,-0.0014597734452853684,-0.0787435402593668,0.1445851730947078,0.01089828239598557,0.028022145186091058,-0.012546420851555082,-0.00977076363673192,0.07497945883573782,0.009665038404563295,0.013331945181121746,-0.004943344154281416,0.03146065925714558,-0.07618135155394552,-0.0805696465189954,0.20734238812221178,0.05685731249089849
WNT7B,-0.035323106779851184,-0.005179820257176475,0.027115513186585866,-0.02225570178182526,0.00438669691165492,-0.10779884410159571,-0.044883182677471684,-0.06995945978246432,,-0.019532686211474276,0.0056576939874697614,,0.0062498930512502075,-0.004188558570733606,-0.014737457407987311,-0.039763983986862574,-0.005524364270628821,0.010934811809110873,0.06013716603183098
PTMA,-0.0533983972427194,0.030621494913313462,-0.021338957660914502,0.04128826569184663,0.004502416423062298,-0.19086849471581624,0.025582047729084168,0.0003308983839089531,-0.07304559071900098,0.02273110146029402,0.057431838476383765,-0.10911297977422996,-0.27857563802557456,0.012055473728177725,-0.010128725569606405,0.038111208678271516,-0.0020106078769853253,-0.26187336821611146,-0.0997823693014123
FASLG,-0.03532311676560298,,,,,,,,,,,,,,,,,-0.022718486687239865,
CEACAM1,0.05672580877253473,-0.02060116578293927,-0.01745587373082938,-0.012626102440001957,,0.1081218539733558,-0.012643174275374258,,,,,-0.027876350555916998,0.08012960524073741,0.022968016288734464,-0.019539550707909907,-0.027323999578648936,-0.028376187445578613,-0.010842887802886138,
PDAP1,0.10680190754320347,0.05439199276765603,-0.004249500079966255,0.03340413672411926,-0.011916851703210113,0.2597572660171486,0.007174251810658153,-0.016754861473627706,0.0718486510921365,-0.008786582762247827,0.07058528903055819,0.030523443487847583,0.04595491439672198,0.018793774140045547,-0.0696735338612773,0.01671756016076821,0.008840759586374366,0.0588522712896748,-0.05441623326200889
QDPR,-0.06788207382137587,0.014235741619685213,0.002085768227770141,0.015720074346588297,-0.003013347414666883,-0.32391044525190976,0.03806133558131125,-0.011752175655458445,-0.0878832052747867,0.015712467577374913,-0.01257488449876533,-0.051695117102462405,-0.23263334841165348,-0.016068676215116266,0.08306953938746053,0.042720640143490564,0.004187288707982548,0.11773103080678024,0.043367101002941985
POMC,0.020248637131755436,0.006193745987642487,0.022820646481711806,0.051786357553970506,-0.046634143231811004,0.024471493960511445,0.017848732933485132,-0.03039669294975348,-0.0008549697806076188,-0.03807516080728248,-0.0016936709102539028,-0.034331984592293,-0.008001423115605349,0.02182893244742752,0.1015227856729124,0.057323861133980615,0.02233873686582317,0.028780421781890275,0.012885036062913746
CCL18,,-0.025708308416000678,,,,,,,0.0007240296089384742,,,,0.01753052662236011,-0.0612583060814462,0.03962358236076794,,0.030082710750066882,,
CCL17,,,0.09163691709479996,,,,-0.005868146884744956,0.016011215273208673,,-0.016234570056762414,,,,-0.02374868551634698,-0.029057273740280897,-0.02431098624814454,,0.0566272943145372,
VEGFD,,-0.025708316579592702,0.0476387871053496,0.03041410752720752,,0.12454440210235931,0.005233049780030542,-0.013908317606576357,0.005751950854469899,0.02089976668692831,,0.016388039838748,,,0.02067796278184505,-0.005298531850585223,,,
TNFSF13,,-0.019400320666000538,0.09312757449951928,,0.02299918300086585,,,,,,,,,0.025560723036603464,0.1639983151968963,-0.02607038877877768,0.015669523159332906,0.013966515008982824,0.01902227577054238
