,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CD5L,,-0.02696737325591286,,,,,,,,,,,-0.027217181003145845,,,,,
FGF18,,-0.02440059860505349,-0.014968886092224463,-0.021953890046127605,0.04898711052844353,,0.12302531239342537,,,,,,,0.02145413222556892,-0.013633319582240608,-0.008517388529777343,0.044777970494365174,-0.0381504545406258
ADM,-0.04417036857152654,-0.07191873634388526,-0.012685432102176267,-0.04568277309197448,0.06917948949370925,0.08152741815998926,-0.05974592056029012,-0.016931655636318446,-0.020473030254367794,0.03485063686770935,0.04408321152942494,-0.010349467922342927,0.10069325063020014,-0.057413923737606336,-0.15985554081502135,0.04822773688526003,0.00904943029213555,0.02443421518320966
CCL15,,0.01732421037729921,,,,,,-0.033468929320605974,,-0.0383408543917899,,,,,,,-0.03150762747550286,
GNAI2,0.07705379498101128,0.023724513079213215,0.008803697480057314,-0.005452632012665352,0.05428241006803156,0.09348855235226734,0.014165987409420554,-0.03735534936454625,0.0195625226661403,-0.013585443991058542,0.003482822480162039,0.06300550967529026,0.11279019825656794,-0.05171473828435915,-0.020055941782711657,-0.029351199615129466,-0.030084969527813112,0.04557230088892377
HDC,,,,,,0.144211384878366,,-0.014280342662727014,,,,-0.041566752555123834,,,,,0.11751102419569466,0.08002234291639646
COL11A1,,-0.008852348220635763,0.024487780532851895,-0.01216769194169337,0.1368630442535007,-0.04199025353730131,-0.01318860994269893,0.01320897419373561,0.04999812105919106,0.00226400193937066,0.01436613892835937,,-0.04293440513124051,0.003396528187572273,0.01290905577454887,0.023564381515267945,0.021593838523794835,0.05335276310211472
NUCB2,0.021177285082961066,-0.01251129228764051,0.015156315530104185,0.005173156430368424,0.016214008809961107,0.09717899860017443,0.03562978967854582,0.028180717658368687,0.0393648720542577,-0.05503224647288153,0.013164124258639696,0.0038812620097005124,-0.017991282968736203,0.013705642423677828,-0.07286115606654829,-0.0027779121134245952,-0.03061149597917427,-0.023264921106213615
FGF16,,,,,,,,,,,,,,,,,,0.010721134075691103
CXCL1,0.06011975530772338,-0.016469366522690574,0.015675213935935933,-0.03450017640309981,,0.03260273050980331,0.09007969444633726,0.09439639654536776,0.015657697032837186,-0.0038870134564331087,0.023286490128606754,0.05830423667732312,,0.026220280308200405,-0.08197119804198423,-0.028457937598081427,-0.011687351507346256,0.027349085741229885
VCAN,-0.03917484625327951,0.018252208499869974,-0.055452966825206694,0.030830513664624047,0.14824113137192085,0.05589898342149576,0.06352303399644106,-0.008267725157335511,0.07639252344157257,-0.06928548243638878,-0.06692401394936182,0.03405246073084849,0.024994586594113872,0.0306114528401232,0.07282067094537896,-0.02206922991989468,-0.06576520508019228,-0.01612294049612726
MMP7,-0.004144832082622095,0.053159278391128696,-0.019967185820859955,,-0.018860107758007272,0.07307360139457514,-0.01503461793466137,0.022758209473042346,-0.005051265877029837,-0.004207635242491497,-0.03698175181194934,,,0.011799124044742525,-0.13233156585157696,-0.0036040775775814955,0.007199981254333639,-0.06603432455494716
PTPN6,0.09749990771367666,0.04654612421362735,-0.043957442756635025,0.0011206449588058022,0.062489964409986984,0.11094375795983269,-0.011711797862238514,0.011800483497903287,-0.002029947173201188,0.0626887865693199,-0.08356207954858516,0.015792369011953973,0.030755787746062458,0.07632616264905064,0.03799826934904474,0.019640750053578855,0.06812506029649232,0.09173668243894534
PTGS2,-0.010065762419739818,-0.015893843192018725,0.003823943211962011,0.06422437316439093,0.033379875775698266,-0.047754869245304345,-0.035799260534897404,-0.022766095422436124,-0.018005010011240514,0.06538315061162825,0.08494655120481798,-0.0681678979161224,-0.042050522569155424,-0.02853039577144639,-0.10425102822475861,-0.02422292003208756,0.05353740962098681,0.060148416813710824
XCL1,,0.01865925373022507,-0.01628668377933809,-0.016836739772459204,,,0.0986421907771272,,,,,,,,,,,-0.0067150800224762735
CD58,0.07018355276692384,-0.009009806740092162,-0.01448358400485569,0.027907900818339867,0.07854570154923808,0.12273976456092238,0.018257811977254797,-0.006111927287476991,-0.03783344626989535,0.049868750765607955,0.13255002151139184,-0.1248930360193704,0.06155194734696343,0.07875650044604178,0.05474236268480158,0.007057736326999606,0.036154563277563036,0.06883327896410621
TNFSF14,-0.04419428465326163,0.02769895445501681,0.04304987579451238,0.00041968062842117536,,-0.0007889877432018209,0.07356878949067407,-0.010426471538064903,,-0.04886675410209161,0.017359664461016274,,-0.03250750626440828,-0.013161919399282185,-0.05896907443665286,0.0017673832620528594,0.03742328274109841,0.05336532450545297
CNTN4,-0.03846641641957495,-0.032331039625140855,0.0732267186364337,0.01724413386921543,-0.021405580956401972,-0.05985958701036132,-0.03461294823545573,0.031030585466273134,-0.013322338277477674,-0.028610846750599536,,,0.025041535596182284,0.06255561602117571,0.05174554839935878,0.016831315724780763,-0.029920187442781108,-0.04207100933951582
NTF4,,,-0.020601941748879245,,,,,,,,,,,,,,,
INSL3,,0.025895067024490938,-0.014968883156164826,,,,-0.017336495754824908,,,,,,,0.055050187670871394,-0.03422882877934552,0.02248478608812288,-0.0057838101777180784,
BTLA,,,-0.02376016667915875,0.003733715531242123,,,,-0.013314960765922859,,,,,-0.030544257142900523,,,,-0.02089305549012195,
MFNG,0.10139983208238146,0.010607875367504807,0.02980199513308825,0.02028125563209721,0.09758360904920281,0.0937793947359918,-0.006890954218845768,-0.018735856834098282,0.05685947498449156,0.01498917598616259,0.04392638820290263,0.11259855341869472,0.013098749590897867,0.10656681985434391,0.00891735687880804,0.00933338006964482,0.08965600525665245,-0.01934596719552962
ICAM1,0.02411277197094937,-0.005813489047220214,0.022986362073595695,-0.018910616927132834,0.05700316490306132,0.09536102124118745,0.06528950307042723,0.04458606710458173,-0.006138646765631223,-0.0052624892071631985,-0.04451633497013628,-0.03833048912145356,0.08786222375403333,0.018467493558689044,-0.010789163144463368,0.023622779186165694,0.04903618424903265,0.034826542941050045
PROS1,0.05746764058266607,0.05129470537608916,0.00779430488199903,-0.021427280479779792,0.09472560856586963,0.12863266313143545,0.06172309790964064,-0.06294751374696521,0.03813692780776667,0.030574354518349705,-0.11717055258471334,0.022939496367154866,-0.015596509663658298,-0.0014898753347572778,-0.008506069737664263,0.05238949377737672,0.05659726131257284,0.05413595551469474
CLCF1,0.024580608695079054,-0.0058414597743298,-0.03496850985281861,0.017583905886507,-0.017532353539243456,0.05731870571230772,0.06627968050071799,0.002664116754958179,-0.04045512960168543,0.010615815703019523,0.020893597442446017,-0.04494794307657498,-0.03209685013860878,0.0033873569316043833,0.07638490300122282,0.028650029736381154,0.044500978007683246,0.03909598690002121
PSAP,-0.028748285543932356,0.021403981619721242,-0.0018437314181618146,-0.0862037780251172,-0.13528587191250604,-0.050182897466124116,-0.01826492648392878,0.007203059095168929,0.006541884943522683,-0.048703161600422665,0.11124700273197588,-0.08742283712420817,0.06743782675803739,-0.0275021378181529,-0.0863947052375763,0.013432066936473114,0.0243206626995627,-0.023154574845521598
EFEMP1,-0.04996582042056449,0.008332142945665443,-0.005238478364182358,-0.0700084049019537,0.0206623677450904,0.07937693489516127,0.09512148712220696,0.03221293211718937,0.07293820311258592,0.08514671780530832,0.09821867598061673,-0.07161417295193616,0.029929777334441986,0.04114798174714089,0.026843299273327792,0.056332913926517944,0.01808413047256834,0.041533094196163425
C1QTNF1,0.040266720733771445,-0.01550298255260241,0.040147655425361355,0.050924927384374104,0.07760148094158657,0.04923223051567542,0.038313989144237635,-0.023138656324013004,-0.023630757261338082,-0.02862280923179991,0.04722741955156229,-0.06721022032252272,0.026608162649191084,-0.03445207613678255,-0.10017547062499017,-0.008573687213079214,0.04875765443105661,0.04169531391779897
ALB,0.02123129708454967,0.03679379564061509,-0.026575114969827635,-0.013759983082943647,0.0023854626079290345,-0.028277320841454224,0.0417078325298582,-0.011842269520137408,0.030916063419359482,0.14645465082764847,0.049717450001852105,0.035122215815808,-0.010391516761883596,0.022601820487220176,0.008874974530962948,0.052644831701184565,-0.0036552233725315507,0.09029530508305934
CCL13,,,,,,,,,,,,,,0.005590103148344954,,-0.0055004565852682,,
EFNA3,-0.05317248063894327,-0.019462166163866826,-0.0029417058735141787,-0.00518535092207126,-0.03674838999729631,-0.1024597228721007,-0.05018379289486364,0.020879290062677573,0.03330110740185222,0.1005310386122165,-0.039336404074543724,0.03837305905217251,0.053534212776552736,0.06767266673658888,-0.019159335462040076,0.0888616002243718,0.1316168033247959,0.0058112937041962425
DRAXIN,0.022155357738275965,-0.00791984152695563,0.02743350063676486,0.02044892337006514,0.16357537562670882,0.034327028956237564,0.009432511669682571,-0.009508761302751054,0.009233515292761538,0.017862407898350148,0.03534735215212763,-0.009274298994907546,0.17410849150501306,-0.07745427165645405,-0.1022963605044717,0.041008067457299235,0.063907199488578,0.00877607497167299
RAET1L,,-0.02062242518012299,,,,,,-0.01138888161937077,,,,,,,-0.03465061370585125,0.014277141792719255,,
NPTX2,-0.0004507086312698311,-0.03950430583764954,-0.004756390886612332,0.048954237558288344,-0.07734583133723182,-0.12989835437128963,-0.001994311887116117,-0.01647796757671431,-0.015101969176543427,0.04853369810433169,0.05100063798090898,,-0.05860135709654012,0.03487733295609318,0.011103572969749368,-0.03773686028716464,-0.06689919496988968,0.019206365139155118
FGF11,-0.001964567717833809,-0.0573459274120744,-0.015328125133613523,-0.037611493713398364,0.11483288900049902,0.07753872050582435,0.02651252788390273,-0.02155252776808078,-0.01055179272301713,0.08107491205098413,0.022848921938433492,-0.060655545129504364,0.021854365201881335,0.03325537563432635,-0.023027071544706703,0.053328747172790056,0.08239704410652202,0.034217034769101234
CD59,0.0598961568202207,0.0682903785151663,0.002426726897674492,0.05354737525979405,-0.0917341027980774,-0.07278366322949578,-0.02578155312018838,-0.023924681724484302,0.04247906972277675,0.022810668647092053,0.04231818617735519,0.10580941061043604,0.07360959907597452,0.061088028316514116,-0.027383083476833547,-0.017274357284544496,-0.04479916057768133,0.04256862489510977
COL9A2,0.02282663655025686,0.041677326767385565,-0.007963835724770394,-0.007019514924777931,0.1099539683657225,0.010399086209824243,-0.01146251136662904,0.031709595688186376,-0.011711348677165936,0.03551878740722855,-0.04315669956317503,0.003216525793432158,0.0034745253322623804,0.08763218521966419,0.12501412415295984,0.02059229546322505,0.05482916038506079,0.06233921139412239
DLL3,-0.02897890971759691,0.06637381767333814,-0.021999920490496493,0.042467457584604594,0.07733624322005991,0.06695748641681586,0.04169190529045829,-0.011699912322589604,0.056924488681145205,0.06122162455612542,0.09747385689573644,0.11809443126754683,0.03658061649742912,0.06387004044016609,0.15152837787451848,0.01473998954698606,0.061507823263928896,-0.022086114655200644
FGF5,,,,,,-0.022517071400175254,,,,,,,,,,,-0.00837875303074307,-0.0255353318837258
LIN7C,0.024954913307491396,0.030677062354750324,0.0026354731806819275,0.09016349726706727,0.004732694449611473,0.05959539871007343,0.037324544422126994,-0.0013440440893391404,-0.01145738493347016,0.0014360597840826989,-0.0025518578757192808,0.06524292753226885,-0.01557783756610318,0.01899132255760685,0.031148447588642054,0.050202844128301644,0.1336784202262838,-0.021655642576591607
GDF7,0.02616137546109935,-0.03455038140579758,0.016587262856949718,,0.11910252573158837,0.081193220496244,0.006790569835795948,-0.010426471132892202,,,,,0.0444776526090408,,-0.029704193621382855,-0.028502860284228645,0.06295097437707968,-0.029551970936440443
PSPN,0.0027201954524897396,0.06448456762834028,-0.012777470572412948,0.011725229875320793,0.02809201809392073,-0.00521932835871088,0.001104695726704187,-0.046532613539908896,-0.036358555918195694,0.057652554899900704,0.08075869216503223,-0.02795578156313885,0.0625332370966029,0.0665332758173678,0.027012647072645907,0.03631915957802787,0.12502923052975565,0.047731190660803016
ANGPT1,-0.034686711910940866,-0.0206477964564997,-0.04124646112031418,-0.015067884243425521,-0.03105309284543186,0.057504014133965164,-0.015567019672632403,-0.03516982529611147,0.017728627434153144,0.05611126762307481,0.02477483308798237,-0.060460627422551004,0.004694672650878398,0.008269399318146086,0.04550656699266765,0.011418134595999307,0.07224524425776299,0.03723739272554521
PNOC,-0.04428273318693029,0.06151483686625531,0.018703110237045795,0.05273762804526738,-0.053994887935626235,-0.04593952574663607,0.019053616861517627,0.01789270504596002,-0.026410542694402465,,,,,,-0.017765322195217637,-0.01863336179904898,0.046430074513826254,-0.05717712884156651
L1CAM,-0.06481640429801763,0.0049580412219303776,0.08259650393587482,0.05635425859129159,-0.006108104320841297,-0.043532954140295184,-0.00624718786096006,-0.03518103718237284,0.0067547016439424915,-0.018113282850217995,0.028481788191191473,0.05253775000932682,0.040258221056449904,-0.036122622833316013,-0.12045208045348296,0.05215949307265818,0.07028819959724945,-0.05792494904911357
APOA1,0.023184654042640564,0.037643000711131296,-0.023311562318513578,-0.03244342248524812,0.03805969479928042,-0.023457779213769823,-0.022575133292470864,-0.016874242480464468,0.0144353429664754,0.03452356790893417,0.1428690036118572,0.015985721804256815,0.1355521271758687,0.06502673370216377,0.05262826393170259,0.009404643673523175,0.09249424408623538,0.05055591056316906
PSEN1,-0.07123699364279051,0.04185025018476348,0.03511297439467532,0.057458885617819554,0.020399504398718973,0.005820129397431794,-0.014289239897455307,0.0041174208320388095,0.07982842705542408,0.09541302276107201,0.03806883508429105,-0.032608436819012494,-0.0584917611057531,0.07986351146103755,0.09521111231346954,-0.02634980959837327,-0.010346762334619387,0.0019881021681571365
CALM2,-0.023849393733645145,0.03210633439793971,-0.037967014247254724,0.01828862203089651,-0.12217575878865819,-0.1292480939870348,-0.02555684846500608,-0.02705752183903369,-0.016082182739184492,-0.07012188713732119,-0.07578824983152362,0.0877100680781376,-0.1491070516217202,0.06155940468591863,0.08694091555238907,-0.004512111840313828,0.02838067403543944,-0.07210285257651654
CLEC2B,0.03483541219965803,-0.0043912999757534975,-0.025176701701167453,-0.03835043519431133,0.0139238946218473,0.08049675225590482,0.04923929692966889,-0.04350639546364526,0.029407300565974834,-0.03178364645274345,-0.01147645749717789,0.09105525879226001,-0.039730025766274275,0.04936056126370512,-0.011688585906519562,-0.006112110303238507,0.014451537311653643,-0.015602578848099319
NTNG1,-0.046977471197676715,0.018916079659322606,0.014671989012409072,-0.016410356418590608,0.06146916894049401,0.051956403061731306,-0.04702379294114315,0.023183506429906377,0.03156460621951325,0.06955115556629705,0.055443448929603664,-0.03224357353794619,-0.026573333455672744,0.05633959788789499,0.04444170367331031,0.0902613999139309,0.09872312993193688,0.05273260049078834
LRIG1,-0.0015587276169187543,0.03688829364611957,0.015877091456716296,0.020416616561327452,-0.011992981114134642,0.03481184614613941,0.0542560438206339,0.03852588003531674,0.01657296817637225,0.0393783699587518,0.027742091196938254,0.10242071377418159,0.08088085533397267,0.09571985315069854,0.18401032282895696,0.0420234216246428,0.0867715967274914,0.10048306551557036
CPAMD8,,0.03440459649240664,-0.01770551778694705,-0.02137698619081828,0.038485076512136555,-0.0006514988754117149,-0.004436426757111466,-0.019298535937627766,0.04824038962528264,-0.04106196628049646,,-0.041566712171019767,0.08552045929163873,,0.015396630993744265,,-0.02467455382011907,-0.030121843517596236
GHRL,,-0.022759764082771795,0.03721943827292689,0.09390788929536273,-0.019178821204392786,-0.025106627719742338,0.015597801038150207,-0.009508761302751054,0.09106338579363371,-0.05532359775551649,-0.03648542766261409,0.10953414064893902,0.0016906765484330408,,,0.035834391979002594,-0.02123789000252705,0.030844700729199825
NPY,-0.06757425032670808,0.038130691867998584,0.00843732112000502,0.025558966208260446,-0.09966627422999662,-0.06890844092815618,0.018985448628903532,-0.039728400265473994,0.008952006162018656,-0.04795148459601736,0.03188432306330091,,0.01380045862279869,0.008882485724581049,-0.039999975114534354,-0.041003564622846926,0.05331595113342975,-0.017999756619937714
MMP2,0.0048793098744444605,0.02163004881613017,0.041282411647270714,0.02178841606992321,0.11698451918749138,0.12163760797885263,0.04193976867232554,-0.0115504567965376,0.0595800561143923,0.04317717188634046,-0.004223563488344504,-0.05083510898563315,0.025899888906176578,0.035426962459123135,0.07754754958372699,-0.022440363336585216,-0.013534238878278565,0.07445347387375836
LHB,,,0.0033388248596887644,,,,,,,,,,,,,,,
PPY,,0.035883936416700665,0.005551035027595783,,,,-0.014054130520787817,,,,,,,0.0058534983823616575,-0.009271812522659179,0.007374691098665362,0.04357628642923037,0.07756615471583442
ALKAL2,0.09924461261639997,-0.01995618548715999,0.06314931176572769,,0.029078545992741837,0.04383375187413949,-0.017765951324206095,0.01947268633696224,-0.01604068593945246,0.08945893557973598,0.02379508358265323,,0.028454494488557195,0.023231143965696557,0.09410885308741297,0.03652987760749734,0.048666707170550834,-0.04065908862877211
CSF1,0.05288385263455587,-0.0041290746364642085,-0.051220116037996685,0.006056069680678633,0.0690337359121518,0.03982973640238733,0.06833839094687856,0.026597252874863322,-0.030623164713690164,0.033344257261533033,-0.021497423232958272,0.01683795908656292,0.08286654017411492,0.014117362857266643,-0.07673388632264634,-0.009084539333721407,0.06782124299824005,0.04845481446040092
SEMA4C,-0.01465971345257477,0.032715326277422706,-0.027627102041816745,0.0549916069872202,0.017393728926215504,0.04287535504550744,0.009078476384085142,-0.05254716363661435,0.02313316769566137,0.027883075596098945,-0.013732903691547144,-0.019898456724880755,0.11923531812911285,0.0663059425929671,0.03031571824429144,0.03847356978089065,0.008504906204731799,0.013601461281598037
BMP8A,,,,,,,,,,,,,,,,,-0.028141337517635572,
ICAM2,0.0017965795350457496,0.08433046086659757,0.00190855192692399,0.05801044782725484,0.019466311680195632,0.08373661319551733,-0.018547259968611868,0.04684449465642893,0.04973891941209917,0.08489024165123955,-0.036030234503802744,0.03823544678828037,0.04799598497418356,0.12943822908119618,0.060310702306004396,0.007416029759586258,0.059736376764583224,0.05986408853430178
SYTL3,-0.004113483245445111,-0.06966324041047377,-0.020250525626272914,0.0337299341639808,0.12501397154142724,0.04602715443316993,-0.03309186733869193,-0.021421551439157322,-0.03857319461467004,-0.028606502013939696,0.03248979956878281,0.05928326681149598,0.11485015677199709,-0.0047486210848432225,0.03176309466848234,0.03071468367329323,0.05935618030919448,0.07975521282247787
IL1A,-0.010422950257816165,0.07588697377783551,0.018527730743045073,0.011358866284937685,0.0023762812851531308,0.022899511099848394,0.0827589057317511,0.016055054719145753,0.02398261465939626,0.03477917974313442,0.018228708609720038,0.059528896881358206,-0.027083408654356236,0.005730361390249399,6.648137904623106e-05,-0.0018300041623950814,-0.014563277262895982,0.07998758312277206
HLA-G,-0.03677566737730281,-0.009499162656646937,-0.01628668230851375,,0.03804422651281251,,,,,,-0.06322503615640379,-0.036421411293797876,,0.05384390578195119,0.017591863245285597,0.028370045575051867,,
PGF,-0.06224128463220363,0.034625307368746853,-0.029994610311234966,-0.059277184529393526,0.08081946081785006,0.11260537640682237,0.012598199336066948,-0.017193510555193803,0.008121335730036141,0.08248752419909386,-0.040505158744553835,-0.04522005417733921,0.08194004194663493,0.09318426341970266,0.08473447331953808,-0.029887422178686927,0.08991847488529782,0.05677205148255458
LGALS8,-0.019177489357999712,0.022750468466541936,-0.07593200590138473,0.02116098975760158,0.026729590896654904,0.10568631777698799,0.006615391318208624,-0.05661358396118674,-0.017132477608485703,-0.07434388381973352,-0.01649901952167114,-0.058387155351216184,0.06889753735597474,0.05376898417196653,0.01379727453887236,0.050319620608793456,0.021539555456543465,-0.031174779172862085
DKK3,0.050138673888958506,0.05566298778158308,0.037089312516165665,0.04143873877958361,-0.13085893191750628,-0.09506982272329204,-0.08269136423878823,-0.027380291980936413,0.000841400698989166,0.06002775862746564,-0.0026465027463770645,-0.06607305199901153,0.023482614723472996,0.06166186814518714,0.06654680053971809,0.05984481202178103,0.06405611206685234,-0.015278896514618405
COL16A1,0.05532326013266838,0.05108025905419087,0.06695846969308783,0.0013325201170765893,0.058728064448000175,0.06176918823471446,0.02785831305026893,-0.009293186850183112,0.02793235995899547,0.0037621365744506686,-0.008714608667640077,0.00040761932962958585,0.08049878543430505,0.1042147208886494,0.08855069591587701,0.07915525915834928,0.10870056670135167,0.05459658401227113
TPH1,0.006553680952003609,-0.023300072374286232,-0.029637555799777008,-0.020984283116946383,-0.01474890676120385,-0.024214459553259682,0.11662116854945569,,-0.022126990558871046,,-0.03580377915391752,-0.03490642280610979,,-0.004037389473655349,0.04254339080714465,-0.022606349464825124,0.04807879680927769,0.04990465025269235
TNC,0.04435681751930875,0.0017606895718372958,0.045697242484251804,-0.039317306178651326,0.05280384744949803,0.1468597201596234,0.01606142634850236,0.02100670096441993,0.01020665440883645,-0.005648648077373926,0.06109435901764253,0.04004781443602375,0.06429328124605764,-0.039016425719179786,-0.08964521873015904,0.026375919529382418,0.042394700720935194,-0.046399363963718465
TNFSF9,-0.04364301180601533,0.05950921577475944,-0.02670885952436323,0.03693594312008436,-0.006580718702986345,-0.0009352239436095351,-0.004090337214821199,0.03848226832716849,-0.028615962019810034,,,-0.03541767807304203,-0.029853157558542617,0.02610382579166503,0.056750712549723956,0.0233798939000756,-0.002298764469149602,0.048811817135982954
C4A,,,0.06297693825225413,,,,-0.01666046679539563,,-0.019450465259340192,,-0.00857345828545154,,,-0.0010429170521709138,,-0.01811950527237829,-0.04432332231750942,
CNTN2,-0.06686526868952886,0.031289992453493884,0.019413884247896217,-0.01642699459221454,0.010576464299649672,-0.022580287171858515,0.04581409019820475,0.002103459905273909,-0.012670394005179959,-0.10208808683238174,0.017966372703741292,-0.014453450178031192,-0.08996198558723821,0.1058726061998231,0.13505651293494528,-0.00518230497898388,0.08828209325326353,0.00827550482392468
F7,,0.08065381660100995,,,-0.012809467609145312,0.054844996644705435,,,,,,,,-0.0276713133870502,,0.002846412107784637,,0.016887258506144587
LUM,0.14073399544007464,0.0733314262746143,0.09652255704765605,0.004175240250078839,-0.03485555422269342,0.1149672044817292,-0.03316190506148147,0.05493460586053762,0.0645082338603152,0.05348271813705034,0.041288450400085865,0.10562449143737784,0.08981320897130579,0.09766742223008747,0.02077950168677763,0.013649190806152544,-0.011026080349479129,-0.018643808860145623
BTC,,-0.02062241659022011,0.022469269186444867,0.009501244906372344,,,,-0.03099130285004921,,,,-0.04754852022301033,,0.035265727455010124,-0.03441035292127507,0.03996446522635973,0.0190398986593005,0.012593514247218563
APOC1,0.006300942931804678,0.01584544161848672,-0.014154868505816095,0.02292478202300324,0.04567597690074974,0.12354623015440137,0.022342588404637456,-0.006447778371172975,-0.031285402684240016,-0.04245292406906293,-0.052871896767436866,-0.09639109664387388,0.06458002348753553,0.010776836801473219,0.1282504518815809,-0.017186583587040366,0.04803524706545028,0.06604977669106184
PKM,-0.010116472921870226,-0.03183819029319832,0.04344546975011933,-0.03918663081738188,-0.04461179449432337,0.010536295988187113,-0.033093662658372866,0.005896878713352921,0.0002868035576743343,0.08374842291417141,0.05308005606977426,-0.07925987830910416,0.14465419723729422,-0.05794847202576202,-0.1255539634071596,0.024597794653605898,0.012244953397338847,-0.07204464116470884
TNF,-0.042276395696237444,0.08792722316180136,-0.01751131725218415,0.04194366671438594,0.02849915178207371,0.05191379774621569,-0.029986336136767634,0.06663212163938981,-0.03801319296594659,-0.06875830208318459,0.05318183467002348,0.05346455112327001,0.08021211774240926,0.06707956420909855,0.014293967152559005,,0.11663098345379382,-0.028977590978446034
GNAS,0.017690553505461844,-0.038581976246879805,0.01546730937565379,0.05879375828474749,-0.09454704913537655,-0.058247685547428645,-0.07190332821617851,-0.06357011597174617,-0.03589216181187683,0.08386587377203428,-0.017458727848595,0.07058937646095688,0.05211836478008341,-0.13427447365636141,0.0030053846231023374,0.007617868280579469,-0.02590381766944077,-0.008327623028348883
BMP8B,0.01778311545804293,0.006996620115480575,-0.023611494106690743,-0.02997039264821418,0.1614456380511725,-0.008446996196232034,-0.03637675738967143,-0.00923051876315518,0.037074361088664236,-0.030274452955020875,0.0015346973766788752,-0.03149855321033169,0.03910237064675498,0.0894866662974084,-0.0004777067744005739,0.025173029282038205,0.035603237029336265,-0.02907475201870152
LIPH,0.005287934830778795,0.03789460920466377,0.026684901760045666,,,,0.02713298004881408,,,,0.14791459312607172,,,0.04047449115332628,0.039492409527051346,0.07444336089603704,0.07266141842554734,0.08742485816587982
CCL28,-0.023252502236985804,-0.03277444208842086,,,-0.02754637730301012,,-0.02068444175338389,0.167869925758244,-0.017547664712911675,,-0.0396532207514299,,,,,,-0.0300672891927779,0.025599011193495492
PTPN11,-0.09185523668026065,0.01522223833541597,0.030105148115130223,0.0021667651795615386,0.037361252435352994,0.018815784143939043,0.023756908395965885,0.030002659773254305,0.02778662193986347,-0.03516239493013592,-0.06969628600071674,-0.05049984134504968,0.05603590811458973,-0.08072268060061172,-0.009813058523914708,0.029608675873615726,-0.05959868070876828,-0.02592723223529658
ADAM12,0.1412523968460334,0.009927669048345007,0.03677490758089186,0.06901956663892352,0.02355834945909466,0.08787481217055937,0.003060875896600481,-0.010551331117331423,0.04506479164336044,0.08759721545580325,0.014141299028827173,0.02467423712548994,0.05542697289219142,-0.01343977741144955,0.022490776162123065,0.04733292970886735,-0.0026274362478399664,0.012750263462468473
EPO,-0.055126845143485745,0.05016467525977478,0.06112584130365856,-0.02251720083779368,,,-0.014054131134253387,,0.008307729007619292,,,-0.04978026858357131,-0.031115884893250473,0.05880383301353623,0.014383579655084966,-0.025091585899072715,-0.03197406322660135,
EDN3,-0.032091123229360086,0.10942409664795538,-6.294092073009303e-05,-0.023067912782714237,-0.018372557205507213,0.061134673890723856,0.07111045334465196,0.05045789928226087,0.00871768701907734,,,,-0.023843869018031115,0.03796434663741288,-0.008579895256047514,0.04390277019963675,0.014314760225403124,-0.023665378031995563
CCL22,,,,,,,0.045033040610218567,,,,,,,0.04521206045486499,-0.03669164851639902,0.045099453226854797,-0.023673351414276782,
CCL2,0.07815032984807933,0.060462561198380685,-0.00661008272617178,-0.0234164829153795,0.01212910216074457,0.03146674883598433,0.09103180514769797,0.042543109132900964,0.03561935612008944,0.024756644123531197,0.06380843695349682,0.050842301441224654,0.030691709390390547,0.03642196069163656,-0.00875320430457498,0.015133173275853442,0.006161513151056229,0.04823131747741202
DSCAM,0.013087630706432752,0.01609239175571434,-0.026899807372209913,0.041534232903646204,0.023326030421513023,-0.01094711535012894,-0.032702182274521104,-0.02539769925792977,-0.0012943322709858495,0.018976585981375894,-0.04025552152844102,0.005630536681534821,0.06316275105840431,0.06470195423975493,0.10221082114209085,-0.03669461132545663,0.008082200002606836,0.06379029350352002
GPHA2,,0.0010420964571765813,,,,,,,,,,,,,,,,
ANG,-0.05385223271133942,0.018539572315600914,0.05764534875406372,-0.038448813668967595,-0.005620146788508221,0.06486883354771576,-0.0030569823731640714,0.046361438464013555,0.014806008152615291,0.008911428558804847,-0.04166618945484029,0.05886962482259955,0.066550371963096,0.0439408997305967,-0.035620574804014496,0.0035047496331031846,0.08645558680574332,0.03134179582333029
FBLN2,0.08080018149031197,-0.005255131228755235,-0.011278728103251806,-0.03051617298251797,0.020069796210976865,0.06478880094059739,0.03928132804741552,0.01781883519975482,0.03320769817735488,-0.03808669570513515,0.004955142366099735,,-0.04293436387125936,0.04573218974483283,0.05591442628145001,0.0496652706326391,-0.03330672717418644,0.038489401522628336
VTN,-0.011211291207753868,0.046099814855875026,-0.020070188521911135,0.009888775204214757,0.0835333885639911,0.10251793338613199,-0.023089359145418712,-0.014558469928315762,-0.018386199666342518,-0.03482479424309207,-0.06688559239050472,-0.016967010784902536,,0.01863292010750517,0.031074432908036635,0.03644750653134299,-0.044419195131993994,-0.004643269562079442
