,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.09690739107017814,,,,,,,,,0.04744573009498908,,,0.00571755708545117,,
BMP1,-0.01984943193536188,0.027063248597061638,0.020762692493490064,0.04303842801243135,0.025206769944458345,0.049989220430752615,0.05035063355974957,0.25961159557848085,-0.001494958961285312,0.011391418258250893,-0.04733306177110252,-0.060849610148930214,0.033396206330181366,0.07702364131874287,-0.04871536627797275,-0.006096077411036669,0.022814657024705146,-0.0024903862329243524,0.04846949688943784,0.0834704339084253,0.13631679718289294,0.013233818751292094
NDP,-0.00844435098649454,0.06589752555815573,-0.008645873734133145,0.09858686584696491,0.048528453375646576,-0.01754155969372909,0.029572316003814648,0.024046275980129154,0.012885293684178626,0.008619016873351888,-0.050970899562937745,-0.006289944475674267,-0.05342362835884047,-0.043034128352160736,0.06881399206263626,0.11980981595653108,0.017683907293041756,-0.094131559875241,0.021000668607045008,0.01446334187781831,0.08654322972228394,0.015858279360494852
TNFSF18,-0.027484292215766308,0.027815072924225623,0.09030768434580817,,,,0.1419968041340291,0.04163578478242036,-0.003503811423870207,,,,-0.03751245459737692,,,,-0.04049680236403237,,-0.015160604192007427,-0.029063652825658738,0.011972437096339907,
IL36G,,,,,,,,,,,,-0.024568490615491632,,,,,,,,,,
RTN4,0.028619580953205805,0.050629174587830984,0.02085460583332365,-0.09194655025866715,0.038443247713156714,0.016159048774378286,-0.10851167999889905,-0.3073586259443175,-0.005980673770632635,0.00274823096227556,0.04591095853818942,0.048729086368909186,-0.016873510635468256,-0.036599961174684476,0.1282383570501996,-0.0015206977123150374,0.008423956627511294,0.13611107455683938,0.039442435714543964,0.03258960183689068,-0.08533557163241537,-0.03421484843850224
HEBP1,-0.01251746703313937,0.02512066545984073,0.06412813401258378,-0.07202636847265695,-0.008223043840773296,-0.02489157635091616,0.01137208794692841,0.17458535838027917,-0.022066828965303747,0.03187449399493733,0.08808694525596902,0.0004472742561328686,0.058253991179358366,-0.06019734071964308,0.0702181812714928,0.0349020239630937,-0.01684907459173096,-0.000582218702071532,0.06318019801849536,0.03048628840007469,0.013582503388295284,0.051795079500949553
WNT7B,-0.024212800610119968,0.0011729754303436068,0.058368945040843764,0.008098347391232706,-0.01212834542489398,-0.04492013122691937,0.02560712148962599,-0.14152836489944945,0.009086667114936407,0.009685825584786728,,-0.02700360249366707,-0.041297551093206014,0.1363172638180813,0.040290149290105014,0.08888737178095506,0.05067592626575877,-0.013203025564743379,-0.03139087186208183,0.008760612091832147,0.10779903229409508,-0.011395468449977228
PTMA,-0.002505888495874801,0.01438225347661761,0.012760791323190137,0.06528025426124483,-0.015723968432613287,-0.06060717606946486,0.10445936975822034,-0.14318461602626192,0.028549167393791937,-0.047808001228995305,-0.03085943313426334,-0.03165405944635897,0.004245453496548537,0.08634823601082237,-0.019450601114646526,-0.039958224261203774,-0.08368749253335106,-0.05324745782668213,0.10938652787579121,-0.009066756118632382,-0.04295184263187791,0.06351175331307883
FASLG,-0.024212807455016673,,,,,,,,,,,,,,,,,,,0.07712097821240735,,
CEACAM1,-0.003540816274215623,-0.014073203864052275,-0.013162310851579389,,-0.005012058438448351,-0.02252171511064384,,0.1041943707834483,0.09238795681582107,,,,,-0.028158523642015765,0.017999376755572182,-0.0061287402710181555,0.03561873255279765,-0.04833709276430156,,-0.01158171007444234,,
PDAP1,0.022585790061017977,0.019997867317709757,0.018822249300549033,-0.057999354036420286,0.01659851654157894,-0.06120870930855039,0.05588406836776627,0.22874355475560557,0.04829842283804224,-0.017237065139104165,0.0293894764408397,-0.011200919054281614,-0.05610902534594186,0.004207662960641408,-0.035380486373079334,-0.030379883814690787,0.004701330147989014,-0.048262698965619945,-0.06666860398017671,-0.011690705098053462,0.008993289986365867,0.02777616535287322
QDPR,-0.02415372422867261,-0.03644277553182896,0.013011446738578902,0.13449539578849787,0.015671480563786068,0.0190422325686039,0.024585937164761932,-0.22503098978443414,0.04177479492356702,0.04030495301335663,-0.02932562650822926,0.09320968581028131,0.004108441456786013,0.07070778332404017,0.06084584251139851,0.09978437217976296,0.004531638574910156,0.018182420727860218,0.09367197212980043,0.11754863321632981,-0.03955949203148411,0.08689702566220696
POMC,-0.028320133354739502,-0.015542167173165257,-0.007081067433381171,,0.04420641245032323,0.0033533940209563725,-0.03876413054346463,0.02805229139351866,-0.01985098224444976,0.051330771989911726,0.06009541164714352,0.09508558068463081,-0.036654810731089504,-0.05557357276678871,0.0427358714604412,0.08606154765237643,-0.04322730808500919,-0.0051367762608239866,,-0.014175534925313189,0.0013932647533169543,-0.057264895054329565
CCL18,,-0.002905393489537882,,,,,,,,,-0.057523084119802045,,,0.0879004134489565,0.023544840822852096,0.024829986198869686,,-0.07249358516051269,,,,
CCL17,,,,,-0.018273997591221367,,,,-0.023212453335827117,-0.010779477066989621,,-0.022444013676463686,,,-0.011247593006949611,-0.08127420045430139,-0.032842051960629344,,,0.07671032840027762,,
