,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.024678243413570153,,,,,,,,,,-0.01929671077793473,,,0.0057787220507429585,
BMP1,-0.009150447209121332,-0.054356055743438096,0.05452564677892636,0.003119133053988631,-0.0019403308919412941,0.06059366798166476,0.028884333134760302,0.085332988216103,0.07142878562020591,0.012241560982826454,0.08451397537036849,-0.0061272091251346784,0.15402601268329863,0.051310405957538725,0.11737327545415686,0.06156603312491207,0.017451247841287695,-0.0471865926271922,0.15643214142247316,0.10190460360354836,0.28136340836116774,0.1356495840883622
NDP,-0.010367858702446692,-0.035148977724345214,0.00015838045741741933,-0.024147923475311403,-0.031438555935267294,0.035140598337550726,0.03756711929594471,-0.04766315107842753,-0.013277341555886934,-0.03329799539856045,0.09489518065642068,-0.0400628339151197,0.00027305836663765786,-0.023050099784049073,0.034793622044880186,0.0835801339771511,0.0565916249719195,0.008587740211858699,0.032464375249134765,-0.020933742299572775,-0.010335084896285231,0.018178754448168796
TNFSF18,0.11639172591008229,-0.019581154859582266,0.0074304787058013366,-0.019382315042244504,,,0.0943637081293713,0.007485053516166471,0.019210232989014392,,,0.20007176604779747,,-0.025874504831074053,,,,-0.0199003572183367,,-0.031128585389437524,0.10425894628995538,0.04725864264528011
RTN4,-0.003625617291906696,0.08768737263787284,0.042534312532243206,-0.018177044972744093,0.021065934155404736,0.008473248381684895,-0.09262861994191182,-0.1514186106933431,-0.032287884409665284,-0.05570012505786129,-0.06619279093239407,-0.10968265271388637,-0.10330500201363274,0.0025084768706169613,-0.05097889038119243,-0.06617609605303884,-0.03097365318823818,0.030061051963646373,-0.20635960451777385,0.011193430921622099,-0.07149497830707638,-0.0850611690050492
HEBP1,-0.011512162938046206,0.009590762865465544,0.017189757148531302,0.01619529041535285,0.003362188559213147,0.0009920622580843529,0.037485054296934946,0.060390240578356576,0.01273919703415842,0.010581498002059115,-0.0020750571339180975,-0.028689914422232773,0.08633638440102306,0.04849988097075541,-0.007171037157290855,0.051988616822444156,0.07707529648258063,0.012055607282931377,0.03940933144506049,0.06631480039958934,0.005859947060921383,0.020482374733923257
WNT7B,-0.017710096683109463,-0.01869297664501002,-0.04363924341656228,-0.008741931499733032,0.012446796669353279,0.0070204150313634694,0.035365978079639544,-0.057934897532804265,-0.01853078232051083,-0.014776918102287028,0.013877482679941867,-0.020767260215646125,0.026888972755817423,,0.08449433015694899,-0.0015955072194967538,-0.024005849490202836,-0.015126744289118194,-0.05699430937777637,0.03475667151679068,0.021599068678520652,-0.028153737809901394
PTMA,-0.07446788792286259,0.08520174610767217,0.05084438718078532,0.016449973591932558,0.05581458209197977,0.0317062240267203,0.14160705427824677,-0.046093142330261835,0.0360279931652234,0.03929019076649202,0.14208802712712965,0.060551479573275384,-0.04756415158643721,-0.09437568103017707,-0.03190975813846168,-0.10724762828983463,-0.021441927727992974,0.05077344811276102,0.02504412467858016,0.060566433940766405,0.24547206299173213,0.05658492523391951
FASLG,0.06005619768717423,,,,,,,,,,,,,,,,,,,,0.14219152879317248,
CEACAM1,0.015292353920664028,,-0.03198894174723039,-0.01776001033811019,-0.0018501229288399499,0.0008017411167025003,,0.0462558332320606,-0.013536994064948214,,,,0.03311247766178997,0.0889408440234636,0.06680068930726545,-0.041988454381578964,-0.040072698108362476,-0.028594735697335685,-0.037827952042192955,,0.0038089576849830047,
PDAP1,-0.051621117348553444,0.011323479006994258,-0.011273982714560647,0.00868682292147109,-0.01458144432243833,-0.0002976924836232696,0.026758805766057457,0.12295347901729152,0.060877249794093063,0.003048818708183724,0.14783310954649248,0.054045864783406526,0.06411077485914661,0.062135131801827226,-0.0016696731712094004,-0.06297523914270192,-0.06036911233232507,0.031897639874881485,-0.039787754540437544,0.05810393172095429,-0.024738682558795605,-0.03283608233376004
QDPR,0.03838785957633582,-0.06172227357923844,-0.049654639560062094,-0.06120143282214177,0.012131071547242541,0.05652440791735218,-0.07130953344230988,-0.09897435749253798,-0.012172183504310109,-0.05505750380567887,0.0264013275252363,-0.0028131984691653544,0.015574720907751576,-0.01380856425337036,-0.08246339390714748,0.05741792094861729,0.07298601708343046,0.11038258276082398,-0.034727812667741664,0.03573419194582104,-0.04551153945927899,-0.07255548328465418
POMC,-0.039224441330109584,-0.0025666683793295767,0.021243532190973493,0.021560831151656405,0.07206938084269061,-0.03974871602496393,-0.0364092794079629,-0.05601123909872606,-0.018428845764145184,0.02857233973347873,0.1050846443381416,0.07837207166335396,0.035504929821314556,-0.018041789038163218,0.08176507431222028,0.08438662674626783,0.12855493133768967,-0.013406566539550585,-0.020080668287108198,,0.07106343009477292,0.07518581508428773
CCL18,,-0.0035127508053761224,-0.05037940923839478,,,,,,,,0.10009942376402026,,-0.04692496109343287,,-0.03125380384608116,0.03604738306082541,0.09882849801436781,,0.0649963462835475,,,
CCL17,,,,,0.03607222338959882,,,,0.008261595234720384,0.09270924125979729,,,,,,0.05874810946363766,0.006964259025399423,-0.025441598485840294,,,0.09178797601416684,
VEGFD,,-0.02958727554871576,-0.006923431634230086,-0.0254376516297265,-0.017727918596637332,0.03538820906660475,,-0.003492292080800373,0.017584415913655175,-0.013415703098674436,0.0755521090262194,,-0.05286621400800533,-0.00931257467607626,,,0.014956669247274778,-0.026833033870519593,,,,
TNFSF13,,,-0.018825646961485216,,-0.021245066817791116,,-0.0133838916675347,,,,,,,,,0.0005513709320590399,0.017827405026267434,0.127892939007433,0.014838013488537739,,0.06149155325045164,0.04091060097138626
WNT5A,-0.016389168278178875,0.050523835238001746,0.044769302008065524,0.0019539755159758876,-0.043841287253738016,-0.01861472032387712,0.10903674684264822,0.18150737198539577,0.017949755905934492,0.020882279653113255,0.07577646910168438,0.11084067759580113,0.0023764115599388823,-0.05711223022952818,0.043662222446573876,0.0406658556033584,0.023898073181472457,0.05503699105257709,0.06172051056982662,-0.018096626534590824,0.18669797410453695,0.06053704939238374
CXCL8,,0.09379161390571672,-0.040632838464200356,0.05938945781401633,0.020609953935783912,-0.040430379148273854,0.11689846758405564,0.09089988876054723,0.00848106917404698,-0.01249328605964947,0.06993386904672952,,-0.14160143392180644,-0.044225336729848685,-0.04264014781870036,-0.06759073216582687,-0.09913979642694,0.020143331981397544,0.04732477420945064,0.0021216592488366355,-0.009902921410430787,0.01542491136191335
GRN,0.07791893749586312,0.03753930543328616,0.08976018492606781,-0.04267983434215053,0.040148404552902764,0.05958016213833083,0.04858817242803694,0.0867134608436042,0.033692784110330526,0.04926322200583655,0.0004045035374616831,0.0635085733543917,0.03641124533726589,0.1067284369861101,0.032227468690279294,0.06703809346005773,0.026452717720810308,-0.07762841300711225,0.17348889344763652,0.03209260166223336,0.2967059508323722,0.0811037895987186
MIA,0.05545866964929024,0.04910675995374117,-0.021671582533133275,-0.02262246843267764,-0.026396902188000032,-0.010731036947757613,-0.009169752604544537,0.04007255581251215,0.004405902521356466,0.11847698550976458,-0.00720224865630542,0.11688769786990542,-0.09351825987111785,-0.016687480677093823,0.03167413941319957,0.13448667762691874,0.12260360010458918,-0.03811985193187118,0.1714328713470475,,-0.0493845541253165,0.03577206854124481
COL4A4,-0.020510455721078583,-0.02978475643962615,0.006025505170159528,0.03687063340047572,-0.01055112156559269,0.020443612740198923,0.0452488034572712,-0.024318577137331508,-0.020680814323095573,-0.014693879956972012,,,,-0.03691791661250727,0.031572972115550685,0.03647186840329293,-0.02362586123250711,-0.025304622514221182,0.0008916319883274977,,0.12034561461287605,0.052839417880543436
TAC1,-0.017710092054370796,-0.037303085392272825,-0.010666835566641832,0.017649507010758007,-0.07475361394333895,-0.04008313574305289,-0.03451986452908183,-0.07021746269846608,-0.05521855442659817,0.01928303911279271,,,,,,,,,-0.01950142595941584,-0.058132010619626244,0.03717771787747167,-0.06431819343198823
RARRES2,-0.024737812093502645,-0.025563373866484315,-0.012208071304872324,-0.052848475562335004,-0.03190588866053669,-0.03646367772005837,0.03397524782459353,0.15140247910879187,0.015256639949143377,-0.0008206231610442586,-0.07324150136604096,0.0024377871281103265,-0.09166370161450854,0.0039039582960726164,0.04234973455801963,-0.04322036258455865,-0.029169007407383752,0.08556952580726554,0.1432325438012349,-0.0038414076012607086,0.03544487277716007,0.025310795509014127
FGF7,0.061290628029599795,0.03759280176879461,,0.017082362855847473,0.11275202934458024,0.0013906539105361922,0.10050163206002544,0.05337451200236758,0.0023346972762291304,0.017739087286184094,0.09034401343543326,0.08147337821985531,-0.03327611112791846,0.0024488963933860354,0.09730137212048022,-0.050878155193070464,-0.0291256575411406,0.13508691010723645,-0.005883814732852601,-0.011942261706802085,-0.01742138763608762,0.009884223311383063
EFNA2,,,,,,,,,,,,,,,,,-0.013798570059985119,,,,,
HBEGF,-0.036566975134536106,0.02035132061009223,0.044420514892643516,-0.010066201390169293,0.010028425330036537,0.029682571665269483,0.06314472567832047,0.10739679633625462,0.09144253557697596,-0.03445281188998734,0.15594712254223528,0.0059044343662323,-0.05167750788592272,0.02563008283392895,0.09564753205327564,0.03502221057899185,0.07130791516191469,-0.03875079437175789,0.09891065495817598,0.05638157915805148,0.13245482517903295,0.19623253548695652
CSF3,,0.0684493250982396,,,0.04414096943980632,0.003390709214918229,,0.021641586674666972,,,-0.016464548498031712,,,,,-0.019213777250853055,-0.08242596626155875,,0.052229237166220424,-0.02797749331596296,-0.029867820773097558,0.06528476180835738
PI3,,0.0483652420099013,-0.012576460971033694,,0.045833115400315184,0.01638968243312012,,-0.028970728021035102,,,,,-0.07511459542625198,,,-0.07356005135047965,-0.11842907799616527,-0.02161678734469059,0.15594959195418792,,-0.11001443823081361,0.014132028729240046
PCSK1N,-0.04779402418458286,0.019736739155363357,-0.01362530084172621,-0.04346525692277996,-0.03738575296965544,-0.05277733326292556,-0.037650009677334575,-0.03519903925776821,0.03206299177497384,-0.04984208642039954,0.036648826279909084,0.012834759906747989,0.042036236736156134,-0.05021406858449424,-0.006247263339842788,-0.10669552164979566,-0.027317508634125204,-0.03147121738288055,-0.12336067415358391,0.022947045515559074,-0.0949727993823789,-0.11431200845265815
NTS,,,,,,0.0405032539477414,-0.015545542442642333,-0.006225843874466801,0.10426739653319061,0.0008185959499069721,,,,,,-0.07439613760466172,0.0335913893955083,,-0.02010130445160428,,-0.05402798676833211,
SFRP1,0.02928622672637597,0.0032605011158401637,0.08886457095583765,-0.0005140015897334271,0.028251425096516247,-0.04252358928381535,-0.031004178984750573,0.030759968667149973,0.039279854978865714,-0.018289682411546195,0.10988805045251417,-0.05144035948595104,0.07234235669105896,-0.090595985949571,-0.017896525207748995,0.05270352441286991,0.033048468268956036,0.07223039899134233,-0.03236802089367653,0.10117633270071388,0.17472381849291208,0.01427366715547337
CXCL13,,,,0.054962118899402994,,0.052739470863094766,,,,,0.053850897755385256,,,,,0.027233332065497932,-0.008556432954936345,,0.1447692816174907,,,0.14020316190627347
MICA,0.008942371552843262,-0.013477798801409927,0.058124352358954426,-0.03135826832926212,-0.0022116808215239003,-0.00970002090828149,0.01129299238948127,0.10760476207297642,0.01027652326331034,-0.02351318494570213,0.0006775626233821761,0.05475899017405599,-0.047113045024440005,0.024927537631490946,0.015228925901314727,0.11310408857111212,0.09083428475466694,-0.040321503486367115,-0.002904454134691357,0.04650953151073174,0.13732547129126735,-0.003720349911805455
TG,0.002715491054500968,-0.02374318608286283,0.061902900470814,0.029211542951552354,-0.02900139490116474,-0.004775142708717301,0.06399725703054547,0.11094816519562954,0.03528554976316284,0.008472439608220337,0.06798378459952979,-0.013747140770591543,0.00333397384263201,0.08044883540780018,-0.036807847060217766,-0.00040075499715894495,-0.018972271289982967,,0.02995166693263354,,0.03617739898913036,-0.036366974071077154
ADA,-0.00870019005960129,0.03251553559978837,0.057663703589321595,-0.003154799175477126,0.021300138067719368,0.02694599813066328,0.07061552837264001,0.13045730223443391,0.0129878609203064,0.005233650597875804,0.1638581514109229,0.11242275395764816,0.10427581560945863,-0.06921056852928825,0.13731134713432896,0.13944251906857302,0.05504678368898474,-0.016116140791419785,0.08725588538607225,0.1697030800689961,0.2771848204459208,0.11639441370322245
LAMC3,-0.005787748375740863,0.0337699452878169,0.09354864852225685,-0.03514295056990699,0.013696304748375413,0.13058661642275404,0.043315407852917126,0.08542188281016422,0.06363361853201463,0.025961746049403493,0.11193271333760618,0.1252470090885637,0.18183362670913664,-0.05800101106607596,0.12301232822498195,0.10585220098105715,0.092503102472077,-0.08149226158496303,0.15602595649542267,0.06865122937795291,0.3299421439752626,0.13776184863252097
CCL7,,,-0.032045560215524856,,0.006543005966909116,0.0049504502242217275,,,,,,,,,,0.046845312870012555,,,,,0.0011522195021409695,-0.013856704594751234
NGF,,-0.017159831275701587,-0.027422907541861472,,0.019712716431335323,0.016670786637549534,-0.017123058700083273,,,,0.05524806314341279,,,-0.003196765826634528,-0.00010444346918096398,0.02248174352716811,-0.00351981305204049,,0.12156421895758387,,0.2022309540084475,0.06623775719873873
TNFSF15,,-0.021228852893437913,,,-0.010661212705543913,0.08427491336051597,-0.020791147202415188,,,,-0.0008327723791936418,0.0981583483931177,,0.05265807993693671,-0.046905650121235064,-0.029912130442485228,,,-0.022356279315133978,,0.15014338518960615,0.06955015021951799
HMGB1,-0.01106903070990233,0.031005484259843005,-0.0051446361440617445,0.03557414948829893,-0.051686961103851625,-0.012194787269222766,0.10492746707215148,0.10691076518333305,-0.054730948064559276,0.027532620994390335,0.15129356322810542,-0.13888454860867044,-0.07945681064616576,-0.09221403625504838,0.06409883826627738,-0.06606710625880334,0.0024773903918985547,-0.024161074357604312,-0.017223260740752866,-0.02582675662262478,-0.20822182214597534,0.0038126268368093696
