,UKF296,ZH1007nec
BMP1,-0.00494054043485113,0.04953695535859253
NDP,-0.03203725700085961,-0.08094187166495495
RTN4,-0.010828390751531613,-0.10254926332880812
HEBP1,0.02481905196615811,-0.0412632796386913
WNT7B,-0.014267908005545572,-0.1067170223022372
PTMA,-0.012117312850990285,-0.05515095103358146
CEACAM1,,-0.0005387515347774508
PDAP1,-0.008783965216462694,0.023195574923706608
QDPR,-0.03852226727151848,0.04317289212414955
POMC,-0.029996816502081712,0.12114361758565088
CCL18,,-0.03964500270858097
CCL17,-0.01765967041734918,
VEGFD,-0.01295358181703493,0.011595982086654244
WNT5A,0.03064027978973684,0.005128251987355456
CXCL8,-0.012062938628485415,-0.04755518564670517
GRN,-0.014262059578634021,0.05882782666679481
MIA,0.023783175053713385,-0.004526454142373961
COL4A4,0.06964066579821174,
TAC1,-0.0037288967156702004,
RARRES2,0.088731728482436,0.035785410525474716
FGF7,-0.02726219552420396,-0.007485704007708081
HBEGF,-0.033266040129343734,-0.11596621846470864
PI3,,-0.05504954086924468
PCSK1N,-0.018852613691509822,0.038535988765934476
NTS,-0.022394031110137762,
SFRP1,0.014693375949073955,0.0031692727872400205
MICA,-0.021661655043820425,-0.10472199931653464
TG,-0.01278022679177772,0.053808660319878646
ADA,-0.02075611609636969,0.0283410663333527
LAMC3,-0.0008145040898688121,-0.009894295965165953
HMGB1,-0.02542501481965816,-0.02509395109509314
ITGB3BP,-0.052348982558357834,0.1831006471382082
AANAT,-0.014731972137377564,-0.07039862217196348
RELN,-0.05761290362617294,
IL15,0.03726435108267478,0.041733623529039546
UTS2,,-0.00247768362321477
BSG,0.026165534044738096,-0.018824402561611466
ADAMTS3,0.03701303044715866,0.009564231109442269
CD34,-0.027563119865163216,-0.02172925059517043
PLAT,-0.00015569299537822657,0.007820353612687096
NTF3,-0.023780917408308875,
CKLF,0.014878284163576795,-0.06435893647018416
CD24,-0.025573749582892165,0.03505039546744098
HSP90AA1,-0.025915770718380908,-0.043380118373204005
BMP4,-0.02979234109626098,0.11761636717333529
SCGB3A1,-0.012426562586722674,0.03480198920293365
IGFBP4,-0.03488643299360541,-0.04976452229455409
RSPO4,-0.012426560769056788,
LEFTY2,-0.013625875863448232,0.05100786721773827
ANGPTL2,0.06213437590428986,0.09690581541957886
LRIG2,-0.042226454584976966,0.03959539226834573
ICOSLG,0.0011522302628752255,-0.02407515333575022
WIF1,-0.023384214506826505,
NPPC,-0.017269878425647606,-0.1008324385465588
LYZ,-0.04463333300634958,-0.012923441387814908
SPTAN1,-0.02303464777557843,0.04824341456518818
LIPC,,0.0031468651706129157
COL8A1,-0.023758312941941962,-0.07247025057042156
GSTM2,-0.02909241952297509,0.03907165683627179
IL4,,-0.00583996550008907
SPX,-0.003637847819959044,
MFGE8,-0.031143087042458304,-0.04460888611607906
TGFA,0.07561921679760937,-0.09475411725293854
SLIT2,0.03820979883954751,-0.05268622846703421
PLTP,-0.022743796370723938,0.06214435185310424
APOD,-0.0015093779979544078,-0.07473953872387591
B2M,-0.0078098513149441285,0.0551443218549193
OMG,-0.008616247995275548,0.05730768282408517
CXCL3,-0.013293793337633678,-0.06683626626108306
CXCL10,-0.020194245075209196,-0.029708171646609213
RSPO3,-0.022944901778109098,
CORT,0.06370449870799519,
NCAN,0.007339583711883021,-0.006597543723763074
TGM2,0.0278246126246958,0.031536778868318335
VEGFC,0.07709450520161205,-0.003134008267700953
WNT6,,-0.03876639494152331
NRG4,0.019330781790768074,
COL9A1,-0.026323350914212472,0.12159236245098584
GDF11,-0.015983167585135957,0.013747310942205089
SORBS1,0.03310969415619747,0.043272688138585154
DLL1,-0.00913739658528716,0.18793007328358677
TLN1,-0.027545310147652286,-0.05213596016576735
SHH,-0.014267910032751591,-0.018249322453347868
PON2,-0.012666712247833941,0.01812285838676207
ICAM5,0.009639833885574482,
HPX,-0.012426561319864547,0.03010874436896212
SFRP2,-0.01442931266632357,-0.008042538683261274
HP,-0.03833992464169386,0.032011642084038346
CXCL2,0.015656094876839298,0.0501790143337557
CCK,0.0006924323775732901,
SEMA6A,0.014341889116313,-0.04381120708244163
IRAK4,-0.007758074617639499,0.05446503137286464
GSTP1,-0.013331239195009299,0.10937929822595187
VCAM1,0.008152720345282204,-0.028578263192595727
NXPH3,0.014215046112605729,0.013328439598587299
MTMR4,0.06736355607336225,-0.03227709052067246
IL10,,-0.08443817878881314
SEMA4D,0.009276339092508207,-0.0007803680948304986
TRH,,0.020992211860720693
SEMA6D,0.03501139126772988,-0.028651300118350823
CEL,,0.12234004262082457
PDCD1LG2,-0.003369052220328711,0.019627399566588002
SPINT1,0.007368376819918596,0.09364357742860367
CTHRC1,0.015079263410301377,0.016729671202286654
PODXL,0.009051064166803572,-0.01660404991707286
JAM3,-0.011380163472345993,0.025243642824723706
TGFB2,0.019197794339794648,0.02732539177769189
COL18A1,0.031897523115754445,-0.07230512149921307
NODAL,,0.003426769828300067
INHBB,-0.047087120094320825,0.06386662084655041
ARF4,-0.01873428857631941,0.011238348745855187
CXCL14,-0.040400507455492285,0.02212164890345343
LIF,-0.014731972137377564,-0.09167577665165423
IL17B,,-0.012568276806616416
MMP1,,-0.021356739728160375
ADAM28,-0.03519443657640031,0.006296579259096376
TCN2,0.04720389217495212,-0.03346236083706587
THPO,0.003268105191358959,-0.054578710027790196
CUBN,-0.024591117744413818,0.000726767429471421
TIMP3,0.010240460669190477,-0.0027780947955178352
PIGF,-0.017383467722079066,-0.018980022129270684
CRH,-0.027736470938119914,
BDNF,-0.0018688403074328228,0.021342299731073103
CCL5,0.04149864993900995,0.07853633436521276
GAD1,0.03418431018838378,0.00817996159266315
COL14A1,0.02184442607337233,-0.004492115579407272
HLA-A,-0.023208145842179374,0.044374630232195275
ADM,-0.018799451949238596,-0.004887069500526742
CCL15,-0.013865214070466574,
GNAI2,0.06072723060826521,-0.051431283995829
HDC,-0.018662322694637634,
COL11A1,-0.01870875715528058,0.008618993174284606
NUCB2,-0.048537008563220026,-0.022975401509951768
CXCL1,-0.01395040607805221,0.09080540103390043
VCAN,0.00985411005344991,0.010680002679785222
MMP7,-0.02694916237612134,-0.054079484362534166
PTPN6,-0.0047431525392791244,0.09455774651052641
PTGS2,-0.029751962491723686,-0.07053616100229411
CD58,0.0130615218016376,0.08992331942496658
TNFSF14,-0.013625875863448232,0.0027066094758441614
CNTN4,-0.013242327032326756,
BTLA,0.04799686353315824,
MFNG,0.040876659727354554,-0.05279224285252854
ICAM1,-0.010350448585635656,-0.02492173010793481
PROS1,0.0026306539729872677,0.0486826754598492
CLCF1,-0.02837422877426401,0.008431646566591244
PSAP,-0.0014588138794390222,0.035130786453966674
EFEMP1,-0.021205452391886863,-0.03960777820298484
C1QTNF1,0.0511311696745181,0.0028173927048199517
ALB,-0.015476117096161634,-0.04367877161983811
EFNA3,0.031513616950141606,-0.032639445243174955
DRAXIN,-0.012426562586722674,0.0008256593197740146
RAET1L,-0.014883605311970628,
NPTX2,-0.02921663523310783,0.024590907585473915
FGF11,0.014833366224504312,0.06311735709545266
CD59,-0.027813654018444108,0.012411679525988276
COL9A2,-0.002322436403282936,0.10126482769187019
DLL3,-0.031408313647105474,-0.03135690642334203
LIN7C,-0.053131245770900615,0.007372606836661171
GDF7,-0.013625875333946673,
PSPN,-0.04087907397135494,0.003419521015225061
ANGPT1,0.017981804623783376,-0.03986315646652798
PNOC,-0.02162188444562324,
L1CAM,0.013514606144228503,-0.03944079232811282
APOA1,0.028947076169636862,-0.008196144885436242
PSEN1,0.011502115558892625,-0.0550598511086191
CALM2,0.013128688900681027,0.0741324504980222
CLEC2B,-0.006547499688131232,-0.007421279660117296
NTNG1,-0.041605175432121715,0.030917671204724415
LRIG1,-0.0034528227332097407,0.030497690377675035
CPAMD8,-0.001988708202518957,
GHRL,-0.012426562586722674,-0.00639812530231241
NPY,-0.061113940557688415,-0.017428238363021827
MMP2,0.048151791274315736,0.06413365428208695
