,UKF248,UKF259,UKF275,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.023562643591445182,
BMP1,-0.03617957236788801,-0.007019616385041251,0.02140453104893552,0.009254610668858203,-0.023135969763236622,-0.028525873210533518
NDP,-0.05296692218640371,-0.02165878169868818,-0.0029590819760009824,-0.019217277120889335,-0.013120775417856414,-0.04939708905506355
TNFSF18,-0.01810990726242981,,-0.01433915972666538,,-0.007632205495968432,-0.01175254192778487
RTN4,-0.039106565259305004,0.019457894121164238,0.003768512264150683,-0.13387981568110777,0.06519775873438767,-0.08718810924650391
HEBP1,0.01954045839475543,0.0249647862784992,-0.023274545790435,-0.008728524111008655,0.027679373529459938,-0.06783109234285763
WNT7B,-0.034107774161778924,0.10670791893845445,0.06459215661585516,-0.0022599762065415186,0.097147223057852,0.11062447466392888
PTMA,-0.04834181475429131,0.02664685572423593,-0.06530488834217141,-0.04000282859666759,-0.005702737978860493,0.013358558291160666
FASLG,,,,,-0.020435872748348394,
CEACAM1,-0.018743062859971224,0.004309918538907487,0.06504119032143887,0.0402496068162679,-0.028433515445956334,
PDAP1,-0.0417620429183722,0.04327567460357242,-0.035030223288680565,-0.013148337407533673,0.026834641211219062,0.07660583318495173
QDPR,-0.05632526474775797,0.019711141680902735,-0.019849712910536423,-0.011349964773934173,-0.007837355367653204,-0.09134101176158306
POMC,-0.02844206505234359,0.05825902276618138,0.00039552043808713575,-0.01236991384286877,-0.016709108219383366,-0.036678269332840574
CCL18,0.13590663442009793,,,0.07945503923806824,,
CCL17,,-0.02116592979923358,-0.0022793138372022067,0.11558637754430376,-0.01852282329693838,
VEGFD,-0.02338957895646807,0.026141114785023067,-0.019053595218888872,0.03929913599080803,,
TNFSF13,-0.017650526847736825,0.00565018430916802,,-0.023453921333775392,-0.016342375096589912,-0.05065899223808534
WNT5A,-0.023636439395664583,-0.005724634582076759,0.0049048684687462065,0.011383759298105445,-0.016639713758719463,-0.00571211024528843
CXCL8,0.05468943008537593,0.12081214626502698,-0.02006826759849515,0.08338929297881653,0.03523710213313693,0.11429705512918022
GRN,0.013710954735758186,-0.012153097879031852,0.02178301284792904,0.006782257604115421,-0.052052435190076816,-0.15115811446884383
MIA,-0.04660011102714242,0.04317425643567781,0.05262020673255184,0.08490510809005601,-0.010149676527099857,0.033488493563667246
COL4A4,-0.028090685371753875,0.006979681107373016,-0.018671161079281965,-0.023933027986866015,0.13854269335964195,-0.018319620745767203
TAC1,-0.019848871719157907,0.01805087429833356,-0.06458018431355328,,0.009154349335898492,-0.02557960214052385
RARRES2,-0.007776789047798921,0.04553572335203623,-0.07500626287844853,0.11029505962403553,0.0788396326168573,0.2483772377194045
FGF7,,0.12281921423461183,0.0007290859458837933,0.034643315148191633,0.04395339843422794,0.009480230294116314
EFNA2,,,,-0.014206446049456489,,
HBEGF,0.01859598521882338,0.059587138855941454,0.06538804724827083,0.03727651884419428,0.0629868229008517,0.15148004364284517
CSF3,,0.05778312919373712,,0.07301116882386044,-0.019501675448917323,0.008401264958123763
PI3,0.07521426971346742,0.10493759529413173,,0.06593868822998986,0.029041209688297417,0.17508036134347107
PCSK1N,-0.05085345877336434,-0.10139726540606953,0.07851672871773133,-0.043369068345554936,0.006603297252903467,-0.20414161917466367
NTS,,,-0.021329631149647022,-0.017307858647419957,-0.02887932206763933,
SFRP1,0.021534946991651968,-0.018468091889014073,0.004263863432618156,-0.03850046808544807,-0.02820823978687132,0.037653625001335615
CXCL13,,,,0.10584976022303078,,0.09491445259906896
MICA,-0.026783314056245153,0.06426896253480836,0.018321225384447148,0.10879289581186288,0.06136734743947376,0.06044976257077354
TG,-0.03683290084641139,-0.019929997126414516,-0.018017175074670207,0.09113057946304919,-0.03803198692136808,0.0514340179522177
ADA,-0.027936172913905332,0.048607747723001464,0.013612796532625843,-0.014590043793321997,-0.006572647421034641,-0.03814761827686891
LAMC3,0.014900553395830882,-0.020222742422870147,0.03838216873030784,-0.06199755878249975,-0.04758580522106412,-0.1720405027821433
CCL7,-0.014877743391293111,0.10683319163601333,,,-0.02043586548159597,0.153297087057821
NGF,-0.025544346587708232,0.11466114283002801,,-0.014015487513833207,0.0029743741822495055,0.06761710511749032
TNFSF15,,0.055294733047206765,,,0.02446791199953072,0.09218200910114029
HMGB1,-0.04986718261880658,-0.0034828870473284233,-0.03679667145359469,-0.10109498082619195,-0.024813907803381337,-0.03749191601970845
ITGB3BP,-0.06090428653189419,0.05745023123407681,0.012499229072850362,0.01730027069543876,0.051492613763689486,0.06662625475117162
AANAT,-0.021585342170141308,-0.01459978622622181,-0.01620295083734979,-0.019118028628677564,-0.021621997899632445,0.023368651513739062
RELN,-0.010349851231134409,-0.0024722328338521128,-0.02018806039173107,,,-0.006764584272674585
IL15,0.013097796899549341,0.03656190984089064,0.008646503256761345,-0.011250890793544504,0.03834357038100027,0.04712651857284081
BSG,-0.024116812519071967,0.026012744172769966,0.0846900624285067,0.09114819748192286,0.11191886390456647,0.008801918218732016
ADAMTS3,0.032769205968133666,0.0032505219114693415,0.03795775464500711,-0.0285017305420082,0.01020344904946602,0.018705414994153416
CD34,-0.04781749146659049,-0.04618892989267515,-0.003321411606025838,0.07648499856959205,-0.014607217284231224,0.06524464736738561
PLAT,-0.04510068589562481,-0.10191478428757762,0.10765625411567602,-0.08172546080783681,-0.02503302806432128,-0.14360916524653156
NTF3,,,,-0.06084633470644335,,
LTA,,0.012118771389231972,-0.01560513026793052,,-0.029099950659617204,
CKLF,-0.05036289919743391,0.010409657817192986,0.05895462901774358,-0.01455982765721647,-0.02211935794880384,-0.03464334951985095
CD24,-0.04021513851819565,0.09547563391172287,-0.033332636144380895,-0.03814744035870212,0.06506656617625066,0.08728678341687923
HSP90AA1,0.12580626149095275,-0.109661750129914,0.045489677104534804,0.00671232080063366,0.03012426698182472,-0.027624021823206397
BMP4,0.018718894223583096,-0.009251258909927122,-0.044760045302262866,-0.029764113631360833,0.01385992478231653,0.08300635726633805
SCGB3A1,-0.014877741903538648,,,-0.027194788489251394,-0.003942821754661898,0.07128325443623308
IGFBP4,-0.010843184418032238,-0.003354260498085965,0.09536657428695716,-0.03988923727760818,-0.021282337242267014,-0.09156985775528131
RSPO4,,0.016120905919384233,0.09057269642575212,,0.017099421245649244,0.07666237838360092
LEFTY2,-0.011558464540813785,-0.034307929570558275,0.0319173675338585,-0.0163348605251364,0.0021373569762620603,-0.034844326011502905
PF4,-0.0154332689980139,-0.01257187929825896,,-0.013021191362406398,-0.0008423865907664387,0.02129877600897043
ANGPTL2,-0.05488269139603666,-0.02682271087616118,-1.2643871463075469e-05,-0.04595835354629558,0.03848895732395181,-0.07676889541288878
LRIG2,-0.003719616204956731,-0.03836815090896625,0.029153513001863272,0.04858299396443454,0.02789890997013694,-0.018836629174894644
ICOSLG,0.011752008265034615,0.0008120050479551055,-0.03994455603460162,0.027439796377633597,0.010524076327638361,0.04245775955422409
WIF1,-0.027769662536934445,,-0.014005706348325516,,,0.09863286200293553
NPPC,-0.029145791512732576,-0.01950208509781508,-0.027320682957906992,-0.024636966998414393,,-0.04898235408186961
LYZ,-0.02275113566823299,0.029130417739911974,0.023901498681647575,0.07097507994978906,0.008416138257428906,0.0002713653773076619
EREG,,,,-0.021872068638800812,0.03507855592624125,-0.00020104773628123784
SPTAN1,-0.05027963494221031,-0.1253999712567848,-0.01406195444254702,-0.110603694942989,-0.05681860450998072,-0.16162234941050352
LIPC,0.051520743924317415,0.004116309265205599,0.041537352794931114,,0.06557469896165685,-0.03758572173711437
COL8A1,-0.011053215373983356,0.04173633022941013,0.011495990576908735,0.032868000450493526,0.0006478860331578064,0.14311177298434505
GSTM2,0.02421681976688045,-0.034562962195584676,-0.01550797553415445,-0.01759007903451257,-0.00640316025234486,0.006971022431957639
SPX,-0.030558671004406745,-0.029305466757760818,-0.039429847337080416,0.08215576869516872,-0.022088280253101594,-0.042888484607600405
MFGE8,0.05535887563168329,0.0398853902169626,0.020098338802757944,-0.0007527701711302833,0.008120574205176218,0.03281698031781271
TGFA,-0.01183783177696441,0.016556417587356383,0.07517548149763263,-0.033715948668263315,0.11828051445262054,-0.028402378048191946
SLIT2,-0.0072146541746418635,0.007696724666384289,-0.012039106647058935,0.021574041630160728,0.027432893760152018,0.13122287429441942
PLTP,-0.014662944525962169,-0.05291565038412019,-0.033140044905199055,-0.0025153583545052985,-0.08863692536082794,-0.01842851157330011
APOD,0.005664297421184415,-0.05066416988988616,-0.002604049833853886,-0.08639674235623605,-0.04728197895260618,-0.2302342566058876
B2M,-0.0031539224460264805,0.055057794453737395,-0.05770767144962788,0.026805107009001607,-0.09161208253117196,-0.21659324793276297
OMG,-0.09987947877599418,-0.05650543997144087,-0.0567668547885697,-0.06216326936714371,-0.025486808827913484,-0.1402416316330536
CXCL3,-0.018610064881549603,0.057639341646944245,0.02573609437360313,0.011244945344032899,-0.05403416531943361,0.10655770132069635
CXCL10,-0.00012296216839903867,0.028322353371731657,0.0010325744388984645,0.0054885706150511705,-0.026050908888431697,0.013138459548577551
RSPO3,-0.02020952200926427,-0.014599785147462905,-0.00716003798315084,-0.00015630020485398377,-0.020738407425310603,-0.0474596225638628
CORT,0.038186735835117995,-0.03274113923971014,0.04232324568114472,-0.013626014944332588,,
NCAN,-0.07375537005919613,-0.10729860575621676,0.06523777004420601,-0.10137528624373364,-0.045056544106447424,-0.20077581856937385
PRG4,-0.022374349278327408,0.08644140694645445,0.013600284017359514,-0.020106018881344244,0.06200205462170534,0.014171520221600615
ZG16B,-0.020630937631047366,-0.01672382259711887,-0.01239969260790987,,-0.025858562194419097,-0.030644287931074096
TGM2,0.03239894187842915,0.025087495728701194,0.04888794119069198,0.03369012502195717,0.047650617270439274,-0.027441589824807978
VEGFC,-0.028408687616229233,-0.0031441321500218864,0.025444151072904635,-0.027301567834099448,-0.007701869158561707,0.1664323929351349
WNT6,0.003964806111664311,-0.01992999795391857,0.0452620561940294,0.027024995933310703,-0.0036192753613782163,0.04937210159709633
NRG4,-0.013702923984283206,-0.017536848250374684,-0.023821817188790582,,0.10296590357049233,0.009573497341123631
PMCH,-0.01579335732744236,-0.02429901175245777,-0.018149715641832827,-0.019118027950713747,-0.005518167745012314,-0.007976385523360836
COL9A1,-0.024279068448667257,-0.01831595805790537,-0.015948692542126826,-0.033475578630726546,-0.01002520279253416,-0.08737469093968112
GDF11,-0.03840982791176995,0.012667337033042066,0.051629307467708635,-0.061695830831284944,-0.006977739466374722,-0.029205531703858298
RAET1E,,,,,-0.022749888144925668,
IL24,,,,0.11565299137804608,,0.053868473146918394
SORBS1,-0.02260758103704731,-0.05345497793960156,-0.029403008557909442,0.03644707109676471,0.02373916780817942,-0.047688832234992644
DLL1,-0.017987064468795118,-0.09333105603680102,0.0059689150530723035,-0.04953898370352275,-0.004769339183243128,-0.029835533755068814
TLN1,-0.01715161447128952,-0.028163566393612706,0.030473894810553643,0.08775869481788567,0.022470199781093027,0.09879795010868417
COL2A1,-0.051521524616302945,,,-0.020601518837209745,0.024761544454321594,0.01725854338341474
SHH,,0.06147299383968483,0.06978482739945313,0.06594106354006452,0.05143348702027251,0.04196816916695237
PON2,-0.08698684297192566,-0.14666866590969455,0.020841260042028516,0.0014594840157451682,-0.029124294634625715,-0.05597940742493095
ICAM5,0.017847387686962264,-0.01112597627023888,-0.011725139335250056,-0.0408962393475806,0.06080933992014948,-0.046697874608772484
HPX,-0.0012268279501372957,0.05348745215256533,-0.01245612470779246,0.060792194369210725,-0.004012315863166237,0.07353150524540633
SFRP2,0.05218442480701407,0.016507673259064333,-0.0065422157208251475,0.006043411850625587,0.0689574962871567,-0.05513595564752609
CFC1,,,-0.015605131211029154,,,-0.0421352493675147
CD70,0.013536806140922513,0.011329828686257285,0.04892463952784022,0.008965012390376564,-0.018876432151364794,0.10074862859216986
HP,-0.02664465937937687,0.03287013143528595,-0.008297696317059221,-0.02811089480943514,0.048819298391295174,0.11003848274132756
CXCL2,-0.01666897690563888,-0.008895476891604593,0.04423175030268373,0.06383489249260126,0.05056809733795722,0.11386844632099676
NPPB,-0.019193726992033696,0.12936111886316654,0.006279829889440883,0.051757239186054085,0.16091065971240553,
CCK,-0.04017728078808795,-0.024314381813434642,-0.08056291532943755,-0.022227193524673183,-0.011876368546263763,-0.18484426304713866
SEMA6A,-0.06393995396799138,-0.10228856115656307,0.013782763426722576,-0.06225376750217187,0.03607642655792599,0.056597761232429294
IRAK4,0.062163286281180834,-0.008032581462897271,0.00038386137680377936,0.012791637461708952,0.06404513124064383,0.06849912383845752
GSTP1,-0.09833826819821703,0.0234802417745955,-0.0018301151243149828,0.04586417532116529,0.004419991520164064,0.05291383292801829
VCAM1,-0.05691536344086308,-0.06930297718614202,-0.04494038299354202,0.01925606277112305,0.0074903486134120295,0.06524224010174103
NXPH3,-0.007431417646505604,0.04622221393213049,-0.018030430877609978,0.012820626017868582,-0.031555335852841336,-0.044365405775400504
MTMR4,-0.06094806455794143,-0.02115253535074251,0.03922577573650169,0.024749319041042717,0.03325655276889644,0.03183060969536176
LAMC2,0.031131926121827774,0.06305322705509743,-0.017202065331075277,0.006938213102806742,0.04819621945850558,-0.04585524623932562
IL10,-0.03183083431958421,0.05846868872349811,0.014692870318278447,-0.01801013798757045,0.023767254159653032,-0.0032141486283204217
SEMA4D,-0.050486951590093775,-0.015993114806069648,-0.031096754441297655,-0.08605137812876226,0.021046466295737247,-0.10401523599507909
TRH,0.052545326676271265,0.07492626241144308,-0.013150833487219658,-0.02025781517801823,-0.023562634654949535,-0.06813940857891655
SEMA6D,-0.05587144828576056,-0.0714145095722595,0.01708812826653319,0.0534819502732189,0.05969759138764748,0.01958425521271776
CEL,,,,-0.001306779227976417,-0.007797231672523284,-0.037813802330555306
PDCD1LG2,-0.022446892779338295,-0.051590008427321116,-0.009176711222291672,-0.02690938133600594,-0.0060110308057366125,0.10366814613364646
SPINT1,-0.027634716028906686,-0.03483346881876968,-0.029884829465064423,-0.05677526408694544,-0.018305788174505705,0.002691488260545602
CTHRC1,0.04286664733636898,-0.018250385515765903,0.019791593696935797,0.01712929823370518,0.0006863680158028491,-0.12206073077728588
PODXL,-0.08281448032627725,-0.025811294478255902,0.0217294351468084,0.034863734399241696,-0.03218029851250499,-0.0682306342626233
JAM3,-0.014217498123468248,-0.029898939287311667,0.054999514865372114,0.006217343733488974,0.005169327052373877,-0.02670122328522114
TGFB2,-0.008945464199157673,0.009372770125481511,-0.0001098411338990271,0.04086438957904901,-0.0049419448916420295,0.12702639281511985
COL18A1,0.012975646424539584,-0.013032311111366377,0.09285384434619452,-0.006502402871566294,-0.06536731219476331,-0.1490265761888518
NODAL,-0.030954497473200684,-0.009965645206646051,,-0.015827783631065896,-0.032247608299216,-0.06565081072752305
INHBB,-0.007950790955981982,0.08469711982850035,0.046572649319214676,0.06200539291244778,0.05667591262159508,0.043106203841959796
LCN1,-0.015065072121616991,,,-0.01494733968587468,-0.006841898896199202,-0.0002773402324779715
ARF4,0.002979420531860874,0.08692040753348149,0.030570511132333767,-0.05417828745779243,0.006069929185868798,0.15843823766515683
CXCL14,0.009639122736700739,0.08819735150567003,0.03415679335646666,0.011779765373944689,0.06023111059431511,0.07519567092782997
LIF,0.061078721772600535,0.10979297870447748,0.0627277745171569,0.037101147541141626,0.10487336575941839,0.11652081789878702
IL17B,,,,-0.023933029400059962,-0.04024851974513644,0.032538867044661975
MMP1,-0.020769689641210815,,,0.027050104896392962,-0.0015769561147799516,0.02166417428038113
MATN1,-0.019780000204544082,,-0.013836102776913235,0.019364400505462797,0.0892627033928666,0.0331494508088172
ADAM28,-0.026526083353139576,-0.036253916745763004,-0.021025406661175403,-0.05791670715590036,0.04532151795707392,-0.042707513844898924
TCN2,-0.015910361822333616,-0.03459946891677601,0.006731459777773153,0.05974575360298917,0.024953198462109336,-0.03695881365093029
THPO,0.0018629036151915422,0.006944495889426636,-0.018218051852338487,,0.06100997623344313,0.10550839759945287
CUBN,-0.009532956628207695,0.029751049395812634,-0.03389658611870171,0.004813526349298593,0.0795619481075397,0.0557493727221192
TIMP3,-0.02084723172765278,0.04579005747869881,-0.0075414425858863834,0.018298667210955594,0.008818171251429974,-0.06686449233651133
PIGF,0.059345254625333126,-0.02640079358471646,0.02435419428655775,0.032313344253824636,0.03971652053067888,-0.020632657518001446
CRH,0.09844461981987324,-0.01688937363173724,-0.0217812554848789,0.017791141831513944,0.09802245432391149,0.038253823464175205
BDNF,0.0025483116622721713,-0.0060955486003488445,0.03097210275937145,-0.004933031845551547,0.06955516474516117,0.09278342932802638
CCL5,-0.07090517946971767,-0.0291353845269524,-0.004339780927666963,0.022256797979986687,-0.007121944602653218,-0.09871440336153137
GAD1,0.005360406610755984,0.0077266792464115285,-0.10176037089330663,0.06247862732435423,0.04895155131960374,-0.0027306441237847285
COL14A1,-0.0356980063107626,0.03312990861559228,-0.030055009426862376,0.05866405305246162,0.06903405811830668,0.06963262598459556
HLA-A,0.04649102265577952,0.09368886502346406,0.04838523065127149,0.0767969474926602,-0.023735441284872403,-0.013914643401331764
CD5L,0.06100768707854165,,,,,
FGF18,0.06967797872018507,0.0718891824590753,-0.014825929225314852,0.04477164299029021,-0.023562636545361223,0.1292636217073098
ADM,0.0852701394912773,0.12958850976235703,0.10497321588109237,0.14267699759322283,0.01938736825650749,0.25640968955894117
CCL15,-0.029448335118892815,,,,-0.0204358728465478,
GNAI2,-0.0017884128175311795,-0.05269010015067161,0.04309972675797668,-0.031593494660052915,-0.018847516886731662,0.07761769424495375
HDC,,,,,0.026381780369524266,0.04562382992198352
