,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL17,,,,,,0.01493146873684016,,,-0.006157869658408025,,
VEGFD,,,-0.07988167625765721,-0.041555021387887144,,-0.001124916361658785,,,,,
TNFSF13,,,,,,-0.03551663930597807,0.08209917375726392,,0.05807158243163364,0.06663278340043695,
WNT5A,-0.003283261314696604,-0.030699974690773846,0.07241256852025596,0.06319654997147514,0.036465327733259105,0.042271958572024045,-0.010238111111946571,-0.0009761143618737137,-0.024464167196202036,-0.007792995915456204,0.0941767893044315
CXCL8,,,0.030444576172182575,0.06625366800040135,0.01310952808114398,-0.036944234871867696,0.0619854893447354,-0.061632560068112595,-0.016811460512345458,-0.024416334715739625,0.04085677050728739
GRN,0.06254734103640207,0.03211466354898441,0.016436752305019054,0.048016195518323625,-0.013744546665164451,0.00890477368047089,0.0453719423524677,-0.09479203951332196,-0.02683297238779929,0.060569950622577945,-0.11429178109014544
MIA,-0.03442884186355542,0.024267861016283154,-0.03041357047664612,-0.031195807179858696,-0.028191655664852037,0.014351062875504191,0.048047267498900814,,0.07778227034015625,0.0031279076331719724,
COL4A4,-0.014215117902926452,,,-0.020381109624667198,-0.011442606509364324,-0.03422580113046171,0.10463495105983046,,-0.03993712488495619,-0.03163495601941574,
TAC1,-0.040537720530864116,,,,,,0.01845046107260307,-0.0059109074230760785,-0.02130580922763575,-0.013657219884107572,0.059021429112802046
RARRES2,-0.11167721809055486,0.04530429817459272,0.07031083900403241,0.0222296795083808,0.1131412058895507,0.038338331481505554,0.04341010167437752,-0.0007165663892581539,0.02959093618949083,-0.01683226097020436,0.07211583459934133
FGF7,-0.007330838806834457,0.00631987305956432,0.07098749673316893,-0.02705803337266652,0.018667863470579575,0.03451112264947798,-0.028675937256226008,0.04652453322570107,0.08261289247790572,0.039231565023096694,0.03784912013863816
HBEGF,-0.01932748474886587,0.05714497012883811,-0.01587331401185817,-0.009610903188017723,0.06384184616351984,-0.052218509806946964,-0.03089552840720574,0.08856802790270489,0.04779669103255433,0.019000704132293385,0.06309252324918303
CSF3,,,,,,,0.02825256034249298,-0.07265604547603034,-0.008624956154073885,-0.001540975772930207,
PI3,,,-0.04706654208540198,,,0.0370161943618648,0.05432167835309965,,-0.06106952708672267,0.06373063487719072,
PCSK1N,-0.04524350892774336,0.010232947563355082,0.008358083272799147,0.018596317597786162,0.07833011694365784,0.05480591431248407,0.00574477236729455,0.041761384842578624,0.06183498324355735,0.01630985134173955,0.06957403807387448
NTS,,,,,,,0.02541486603325805,,-0.039260106181338426,,
SFRP1,0.020801321461097835,-0.03825839042879217,0.003620896073527773,0.011892198213493221,-0.033743830872165245,0.009506540813101037,0.00780938287131718,0.026679563870235967,0.05996338289063233,0.011051777875946368,0.06468219613980225
CXCL13,,,,,,,0.03002544209630873,,,-0.02699164347293782,
MICA,-0.027135757049952594,0.03534101102692563,0.012713466687705366,-0.1656381403600638,0.0023112019246899055,0.03466402395332306,0.035339182102748425,0.05614685302072232,0.04025687932306219,-0.06274760783001629,-0.023466826548500255
TG,-0.025977098614983186,-0.02891764098660404,-0.09656897010923306,0.06556236279285907,0.07173210069479309,,0.006119250843410124,,0.10564309827382824,-0.012338712321454677,
ADA,-0.049254457971894455,0.045445472061547684,0.013572818616461087,-0.019600160391868515,-0.0606895940386635,-0.018747425740917544,-0.027324131760421144,-0.03939115741173671,0.08272584708567768,0.06725552775715528,0.11637689943763409
LAMC3,-0.07314598722151641,0.04463559808992101,-0.145437395822287,0.006453853886104123,-0.04500356052797169,0.08684641051793525,-0.024477796711210136,-0.10581164468076545,0.003194832428516704,0.05588184186140475,-0.028353937757541022
CCL7,,,,,,,,,-0.009389962000873733,-0.027296290325933597,
NGF,,,,-0.005275008295430394,-0.06388439123125621,,0.021534557730600545,,-0.08248088645812333,0.054543403874590446,
TNFSF15,,0.018447955366116545,,0.0018400258510439498,0.0025262965273698105,,-0.016727100454927986,,0.04856567034641284,0.019479856675389783,
HMGB1,0.01548140404341236,-0.12141777637448241,-0.062139753416424894,-0.0389325716022907,-0.10398733254195013,0.028298120625796463,-0.04929350613149968,-0.018479486452699062,-0.0005548665923607854,0.03676759545797149,0.054891686988718796
ITGB3BP,-0.023308597729128668,0.10707314316205893,0.011821335075226445,0.015732164220167096,0.10815972038294229,0.025969012095712563,0.024667071897773982,-0.0032790267155840057,0.07336852104997801,0.039423914400983334,0.0365428949526574
AANAT,,,-0.08865614903916627,,0.11146204074843984,0.028388285710255163,,,-0.011243601437925866,-0.020318500884197115,
RELN,-0.0018964862941995026,,,-0.02591733832847956,,0.048186999988535664,-0.03378237364897437,0.11586685714015481,,-0.06079796907545608,0.13787461047438512
IL15,-0.026157164479270408,-0.06880068167488325,-0.052594071079291455,0.05043275587710122,0.07580261338173955,0.013037286495835786,0.00020647199854331185,0.047685359277813186,0.0745732542537894,0.02137199342899271,
UTS2,,0.06132067739359605,0.04105298562800102,,,,,,,,
BSG,-0.04220635672234161,0.08006754468079845,0.06965148734454193,0.08134848263853797,0.12621883449009408,2.0113493895262377e-05,0.037335057181380284,0.019078916219406706,0.11612273228916326,-0.019192893280021665,0.1340119616479041
ADAMTS3,0.014229060660488922,0.0648601785940529,-0.050745518030779195,,-0.05111421366851201,-0.02021158864674245,0.02335987421355011,0.024169573505840397,0.10058193618834671,0.04365730549892829,
CD34,-0.08042416386635931,0.01075881797918011,-0.14643603725645626,-0.08543760421926126,-0.060508612787252565,0.038522881923745894,0.023504347292180525,-0.02603751824930176,0.02863190419411209,-0.09071865864746537,0.15196588576957012
CCL23,,-0.03221718155492698,,,,,,,,,
PLAT,-0.04444515558045979,0.08185068686751483,0.08327810184989862,-0.03995956978839473,-0.019802048400255803,-0.010590562936638164,-0.0942744087114067,0.05704790568030097,0.09049566100549906,0.0007565730933786311,-0.07532885107892005
NTF3,,,,,,,0.04352375161281743,,,,
LTA,,,,,,,,,-0.0014501582424738917,,
CKLF,0.0225109968248195,0.043124005719480094,0.0899186001529681,0.00956700329127734,-0.036477985416128275,0.025543285447798474,-0.027330077994838258,-0.0428637779133855,0.05304949140472162,-0.048756960356820034,-0.06343994741836742
CD24,-0.025966138290224705,0.0596603648566162,-0.002165526572973522,0.021608238078922534,0.07943169664979419,0.02613278110420023,0.009196030954357086,-0.03815647843924847,0.01656422632916437,0.06532389490210434,0.07092276736609464
HSP90AA1,0.07492517903835723,-0.06724294032449613,-0.07776949331362094,-0.012522328782072432,-0.114352345847626,0.006008220799751907,0.032205602857866694,0.08159272504517498,-0.02092463982231413,0.04319133290161375,0.10022656633470788
BMP4,-0.03863097118605723,0.0129895665154367,0.026103357877257854,-0.011778682076541579,0.036169196764120275,-0.021061306558892493,-0.01660967993701475,,0.03601586832568353,-0.015148293856667905,
SCGB3A1,,0.0789396735960526,0.0014139235477001418,0.06911826528765179,,,-0.011285513430292531,,0.05080489672182086,-0.04083014532310892,
IGFBP4,-0.08536408760548793,-0.02437120518523798,-0.12850791620934793,-0.0016205908036943531,-0.07613488326635139,0.017833662762935586,-0.0049536147192362195,-0.04626858193737998,0.029610999244168296,0.033239886966851595,0.01580030310799449
RSPO4,,,,-0.03571539219040587,,,0.0195763320145613,,-0.037513854258319004,-0.02562082478080809,
LEFTY2,0.030847321510020807,0.0313281388423857,0.02388868404522697,,0.006126342001656264,0.02731572674310609,0.07732251410763484,-0.04498209318064066,0.08212546227320676,0.08553893530798046,
PF4,,,,,,,,,0.02661274712347842,-0.020070241797207792,
ANGPTL2,-0.028465253537582173,0.05788626682189397,0.039076072657520264,-0.0023746900876062166,-0.003912712104225326,-0.08748984703375381,-0.08910086892999729,-0.023064734584760837,0.09344906076404139,0.06553320531379177,0.000984611352617574
LRIG2,-0.00900765799160265,-0.007549944774481938,0.06244937696567976,-0.0655334958970784,0.05897794430674442,0.023607757074422663,0.017013349179833055,-0.0754062433020734,0.030273356440584317,0.040770831428187757,0.05933817215491078
ICOSLG,0.013335163375138494,0.013943525885728279,0.002073872825340788,-0.017638877890027094,0.018141897004469637,0.025797444379439455,0.026288808246306323,0.09449612373910579,0.0662505550110287,0.12778596008194387,0.01691656403967691
WIF1,,,,,,,0.00778283415628361,0.03150920875663372,,0.0357730811898469,0.1268001229312517
NPPC,-0.060102396137840686,-0.0016425923100216666,-0.016445688417523502,0.08140936019675833,0.05243005594475001,0.013246122780611783,0.03190769568557552,0.03556780971780348,,-0.03766780985390208,0.03482327303480868
LYZ,0.05095954547881188,-0.041012378475807625,0.0550254262648003,0.19034205690534717,-0.09175807645644622,0.04957093160596643,0.007726341280486747,-0.05970698470815367,0.019757215912896205,-0.039259347487550986,-0.10527537860076608
EREG,,,,,,,0.0781373335662431,,-0.020514470822029462,0.09045415593063448,
SPTAN1,-0.04379591120430551,-0.033483600393705786,0.015640422763879523,-0.010240453689829666,0.05014412512638263,0.010113448083741155,0.032840820069942885,0.03865567397222359,-0.021855870894594596,-0.035759853660288596,0.021720288425407835
PTH2,,,,,,,0.02504931102947537,,,,
LIPC,-0.029229907666274476,0.0037484969429394228,0.05688871355195328,0.032834777687255186,-0.04314006116069902,0.03528081014678577,,,0.009128801658375324,-0.03129834069883104,
COL8A1,0.022402974411536873,-0.022440747600324867,-0.10203996550616977,0.06607745877969615,-0.11410309457460892,0.004630248250520376,0.07057770186410717,-0.0875262490544131,-0.0037536606324639153,-0.05134097999933978,
GSTM2,-0.01062327972025909,-0.01785655674601378,-0.04184121244088023,-0.021501338783518006,0.07309785986336294,0.07718510433095783,0.013978987322952203,-0.0023061565943869058,0.13869970022608774,0.02687805937060258,
IL4,,,0.05616471720466886,,,,,,,,
SPX,0.03741682623953627,0.00891359353612794,,,-0.047963627364183914,-0.003451311258471987,0.09522057197815188,0.048168573829666925,0.0282881038174602,0.0041005717544853335,-0.011561811947833607
MFGE8,0.041938687794038434,0.06562574371364362,-0.09546719396187374,0.06083736926109302,0.06626451187156716,0.06159280519654883,0.0009972641979645472,0.0018068367397923786,0.07352755599987229,-0.012824954790234818,-0.07549184516003142
TGFA,-0.00627632803008285,-0.027984031916535642,0.11221561794716683,-0.046298814464669664,-0.039340416354158546,-0.0010737080740369977,-0.025199523484014743,0.037880112317820194,0.06518840209749009,0.014947962314174782,-0.07901492353467665
SLIT2,0.0345770090781,0.010858221856287962,0.04439517620212033,-0.011524692897392929,-0.006806135801959883,0.0044027283401110295,0.049504863827727945,0.018476251805276435,0.011344092521949883,0.00911155992769688,0.0734220745871876
PLTP,-0.012106105880096096,0.0008159946666460016,0.020111852943934617,0.08515163447410741,0.0020862617784106665,-0.006181014228420189,0.03404607010481607,-0.16564103892968526,0.008139065677376399,0.09408918938369823,0.026145772720313504
APOD,0.06358172607786329,-0.05633931124981364,-0.020921186552490305,0.026964719040906047,-0.04400905251664822,0.03768032091407734,-0.07448307148207078,0.021716078302738143,-0.11280689349591494,0.012458832174801846,-0.11017013406558004
B2M,-0.06917230167776789,0.04578943739042357,-0.005425106882568857,0.01860249615657111,-0.06531465085254057,-0.022233007101182124,0.00027195759124376746,-0.15562601450804972,-0.03875667294984133,0.09014566515777395,-0.19260639333207427
OMG,0.08199122400523898,0.015838174077291982,-0.0889532624066255,0.039435586010870737,0.020394420842825396,0.06859110273130203,-0.03110421652371676,-0.026194711272505194,0.047613428026242806,0.06592544700003958,-0.03467972066256425
CXCL3,0.1358480491993938,0.009705378926956467,0.10580366303153041,,,-0.020786861437499297,-0.015665923574607134,-0.09405459668734968,-0.0367592926520695,0.0007927998270822234,
CXCL10,-0.028733362782295827,0.11324740202424576,-0.08901375333666346,0.04412255835272895,-0.03725985621042413,-0.0394486527730631,0.007929100891064255,,0.06302335363942405,-0.04648778684252105,
RSPO3,,,,,,,0.0412222321284282,0.0826866257497295,-0.0328753907073124,0.027569223774832976,0.10656562331207477
CORT,0.014186706999490251,,,,,,-0.005919459004784223,0.034976234132412874,,,0.03617598328664148
NCAN,0.02132399378558782,-0.1303906666616396,-0.09351085926440364,-0.034118606743819724,-0.007178194085969879,0.020644453973018957,-0.027580352528292423,-0.012746876343115028,0.06846552347020537,-0.020808097962755817,-0.026777495173451325
PRG4,,,,,,,-0.012881662493839588,,0.006252955061708794,0.04742948133705758,
ZG16B,,,,,0.022868076010956185,,,,0.04044289217462058,-0.0171219746532375,
TGM2,-0.026337737789609055,0.044400935314119455,0.052233397793222315,-0.0025733418007734365,0.01895455983977086,0.06800149762165021,-0.030773193049161877,-0.02934100783201965,-0.021391132967530868,0.032945509387703575,-0.015114658999693213
VEGFC,-0.04694764767906659,0.024374113907481627,-0.039164487290580516,-0.02541629935134613,-0.02651152612891499,-0.03779816155379602,-0.00863854172039626,,0.05095489484552963,-0.022964875236541806,
WNT6,,,0.013027180077288465,,-0.05532485389677267,,-0.0706710270975215,,0.03090472809530499,-0.017692136779866984,
NRG4,,,,-0.06048378467205707,,-0.046610468577476756,-0.01810539553609522,,0.1499521457303373,0.010672056846279181,
PMCH,,,,,,,-0.01039318552751141,,0.028192502600919347,0.07394661621787027,
COL9A1,-0.03546042817757457,-0.056268912984132356,0.01959929218939608,-0.06208953409996875,0.006860658476272301,-0.024874685443274702,0.010257514531573116,,0.04332159153839748,-0.024880342059322484,-0.0702641141278049
GDF11,-0.013785136266317862,0.016180442037552582,0.021994676972445792,0.025901886642532228,-0.03494770552847273,-0.007450367562931821,-0.018223809231844322,-0.004959848362669018,0.17906408250616182,0.052650539820747536,0.013459978705903684
RAET1E,,,,,,,,,-0.05414536650733191,,
IL24,,,,,,,,,,-0.029744913706917217,
SORBS1,-0.02714160597387327,-0.028337621957307615,-0.027930243969033423,0.057270909691937516,0.015168782522171225,0.029921287544957032,-0.05733562042208011,0.048348307072679085,-0.012398363855232204,0.05837644810368776,-0.061090825766333734
DLL1,-0.04000652430107791,0.107867984987436,-0.013451274731299123,0.04208524290593291,0.08964873454131679,-0.03313725601501477,-0.013004736644516733,-0.0896533000441724,0.08255778846765126,0.0014186048161140738,0.011270648131094583
TLN1,-0.027528406901719888,-0.017547533918573294,-0.056095438706459305,0.09908213690665195,0.023479882438835347,0.0002094962071885135,-0.03209808893408111,-0.003870896669157588,-0.05302895933430309,0.022123254061989485,-0.027204125524671094
COL2A1,-0.032142570059559415,,,,,,-0.009272239872655663,,0.0692388820776513,-0.023970812287165764,
SHH,,0.04375233710018125,0.03539294045495773,,,-0.027599710364821978,0.017046139935179894,,0.07509059553264329,-0.016299814725993535,
PON2,-0.09590817826220462,-0.05459892549438029,-0.059485279027584666,-0.006201734844776777,0.019979625384576576,0.042250154534104474,0.03041313815351724,-0.009962668105868891,0.05333105756686619,0.014785249081139401,-0.004521536511955446
ICAM5,,,,,,,0.0018079974529095913,-0.016966690691589827,0.0447341318726949,-0.03374768335470175,0.03948380364786502
HPX,-0.0058497207780168255,-0.05285126239308555,-0.04468699028751262,0.014420062248949353,0.15232401482945968,-0.04593984661047539,-0.007208882724002437,,0.018720559135357074,0.009032376289876874,
SFRP2,,0.09849960249413417,0.020313010726133313,,0.0067711879564899035,-0.016754999054382984,-0.04333115833056033,0.007387540026449502,0.00939931874834547,0.05686773047365791,-0.023019133160923685
CFC1,,,,,,,,,,-0.02354235390625183,
CD70,,,,0.06598823970564652,,,0.014264636411736292,,-0.007967197219916036,-0.046739671607076684,
HP,-0.03601959769136757,-0.019609789756079358,0.0651844979559357,0.03782553321445312,0.015506607171524269,0.03401605700187261,0.03797734573937373,,-0.015085071389828552,0.029090664950217077,
CXCL2,-0.012876987025995896,0.07992292351797492,-0.057199413037291126,0.022424479528467177,,0.10300152800094126,-0.028987844294119727,-0.020116658695711043,0.04716868985268423,-0.004533232406571924,0.08797417034808115
NPPB,,,,,,,-0.021384725381242656,,0.01843411239397812,,
CCK,-0.03525480968274052,0.00019027922483304252,,,-0.01788880962884506,0.04751621884051182,-0.018097051107717095,0.031145219544956436,0.010422950448327022,0.025965090494831037,0.1632839842709842
SEMA6A,-0.03182207705008114,0.00965270114272376,0.03592929451761702,-0.12492903351042271,-0.02470353412857727,0.05437937150290186,0.006912110736307475,-0.02305563935037214,0.06099300104931075,0.011049776530593657,-0.08565895949423655
IRAK4,0.03742776842062629,0.00939129721003574,-0.04587329503739577,-0.040007853183297665,-0.029102801226478188,-0.011673319548985551,-0.04073577322413337,0.002409029153619919,0.129992316342798,0.07251069960059481,0.13235761715178818
GSTP1,-0.040231470746031776,0.06278672546070327,-0.027621466019609554,-0.013398267392635922,-0.044433307343465026,0.0504325149084109,-0.03628431515379999,-0.003922275610098067,-0.00021641244619137598,0.002987192248999447,-0.052403716546487136
VCAM1,0.024085772276322664,-0.0250071584886936,0.09609069569187485,0.033437606565586385,0.01687654597034739,0.07291278826086377,0.04361302111379384,0.07749488668019933,0.12470166863100597,-0.0012790227803390424,-0.06115448725186589
NXPH3,0.04270705085643266,0.004465405184286028,-0.06879245706161326,0.0962497284932657,0.029660661005593912,0.031345899953926955,-0.003485899205318849,0.0008781453543815315,0.1077363683408788,0.029300958310139995,0.12448558089619023
MTMR4,-0.009181556973032164,0.10256447099281166,-0.05089678100959791,-0.021305191004015143,-0.0005629113992408687,0.008120055133208175,0.013878131842568853,-0.0012075285507741535,0.06382083259326632,0.029963506373661374,0.11625090716099289
LAMC2,,,,0.0034581930489913405,,-0.0002032062811956299,-0.020853475824843152,,0.005799827977076932,0.05226281046211674,
IL10,-0.005870048117183735,-0.012358766884161647,0.12091285022912539,-0.046660938838915825,0.006732874731834704,0.07241669055388951,-0.043121999549202046,,0.028151842185029398,-0.021253127631167254,
SEMA4D,0.03347089095738138,-0.02642620275061817,-0.010809665245297266,-0.11375169811525754,-0.10805129870179607,-0.03416152082834338,-0.04688283918054366,-0.04003769109512864,0.05680323537786921,0.05654172138668271,0.023664072974765124
TRH,0.044928094154083324,-0.009112413728111056,0.0022665744073899993,,,0.02269918301719966,0.05441515109192417,-0.09409387037982586,0.0980337213345324,0.051587340595816995,
SEMA6D,-0.04014222249282267,-0.008047689756212726,0.054206376085962744,-0.09239532061779417,-0.03998772931620981,-0.022109986596547188,-0.06863647288785307,-0.009859265440501967,0.053436745659194686,0.023697344343707814,-0.016243815753745748
CEL,,,0.013329823862521512,0.08997361325709209,0.04729514305887081,0.06056954284739405,-0.02503617227145788,,-0.06026296497182755,-0.008549525522638737,
PDCD1LG2,-0.0602319217411687,0.04066675575203761,-0.001200112956765534,0.017679426814543275,0.03792576057376078,-0.03233626509852262,-0.01631921064027828,,0.05082799424707527,0.009655605175854667,
SPINT1,-0.024077666048412,0.009645314939851674,0.04849282756760829,-0.06750982633480256,-0.003356963208952042,0.08069175521683533,0.023896743653982307,,0.016307502786403,0.03057254288237869,
CTHRC1,-0.07479164299520176,0.07293630690571377,-0.07960004794994521,-0.044466177617227216,0.0038922482747525446,-0.03950919615313132,-0.056209016003687454,,0.0397541230115563,0.09034836218584177,0.11330665309756657
PODXL,-0.05631398748493582,-0.0025408507084445846,-0.05437668932736332,0.02012941665112872,-0.014501183961512202,-0.028884696551888665,-0.05258361506262001,-0.03170382705531978,0.046081742022649745,0.08444916214384723,0.03414460566658392
JAM3,0.020061225624252686,0.03692851213480877,-0.048601736642401895,0.07254924279765633,-0.01659942517091015,0.03157989085400437,-0.03897965281178985,-0.06793805778754111,0.02337478829556616,0.08022117717539216,0.011796803976388765
TGFB2,0.06841339188354481,0.036128731311885307,0.025517943212767107,0.07463741607827429,0.021742601946212085,0.01348799029003573,0.03858891529368739,-0.03720100037067997,-0.01054599811587957,-0.005062377852062394,0.016224251550053633
COL18A1,0.04301872736422628,0.018426076391300943,-0.07882398088598508,-0.016111454339611756,-0.02061544231236611,0.0257888328327385,0.0414781078447772,-0.029040572776433075,-0.05067909775757343,0.04056937028729219,0.13254985784794862
NODAL,0.027064054236004505,0.044536975284307466,-0.1039721059669204,-0.012754672093071401,0.006925836242052611,0.0057129045476958665,-0.011801453260612051,,0.06959051876137917,-0.03272320472234446,
INHBB,0.03864815726320751,0.015416110540370174,0.0670430472756271,0.004176127390100459,-0.0023589931997357355,-0.015006603667608235,0.05953930596069344,-0.06068017166348898,0.0861410107015981,0.029242983664925882,0.09081246127123509
LCN1,,0.013284645053784273,,,,,,,0.04333309572425255,-0.017970832560111397,
ARF4,-0.05086737051728159,-0.06105892555137949,-0.11282233730339679,-0.02669545249949984,0.05272240643600138,-0.011529301736892764,-0.03754116549158869,0.04590122740112383,-0.0014169395091024476,-0.005880664705910614,0.03178565514918477
CXCL14,0.10396495254042186,-0.017781529705881663,0.07048701637623996,0.007525536577218581,-0.03695016812654982,0.043940047511500546,0.12222043060236916,0.04640587118908935,0.07623690316320787,-0.0020762607867773003,0.0958694567608708
LIF,0.015484232785128624,0.07490218130473404,0.07927653502249929,0.0700781399945159,0.08085536554623036,0.0733870327638479,-0.04817317758943812,0.04481650244187203,0.003873427220340762,0.0007347001483074529,
IL17B,,0.07726558604663715,-0.04806488810882549,0.007091630813113544,,,-0.04619074082848679,,0.011234144493376855,-0.02031849680368613,
MMP1,,0.08739192371610904,-0.1068354325015065,,,,-0.05238749358237842,,0.07064456837209043,-0.045471238077600576,
MATN1,,,,-0.04767152006680413,,0.002665490840971206,-0.022553402428344426,,0.0015284942936695971,0.08935689754921938,
ADAM28,0.02376332154544552,-0.01511101189600528,-0.07707176156616377,0.006742197384739044,-0.032311543607668865,-0.003118920781775778,0.031235951058947546,-0.01513495855784425,0.051604201813817675,0.04068785625795731,0.02536446204210745
TCN2,0.005450404368678064,0.0007965124510887992,-0.05397159891299144,0.028107736808474008,0.0033982856957687634,0.02604869710855622,-0.05049770797250002,-0.05635479440820279,0.05182454476561606,0.08664771120796928,0.03252533523274771
THPO,,,-0.04709532012409067,0.045057713401471314,0.03969694446531077,,-0.01853670757234324,,-0.030111887076254895,0.04869301631186867,
CUBN,-0.059886037932089624,0.050618691198164485,0.07227435472342084,0.015601532424105329,-0.02290820471263305,-0.03340867218872002,-0.039408806524142255,-0.0873511172835991,0.029368113183864734,0.057274794521937344,
TIMP3,-0.03602307662215233,0.008449399977072395,-0.052769949199298144,-0.002960250110012712,0.09443757083387862,0.055918990237771346,0.02986586744848747,-0.016315231110920776,-0.021938444298421317,0.0831254419070647,-0.0030379803183044375
PIGF,-0.03800597877134117,0.023502021406450493,-0.0892433223005846,-0.04839498285466741,0.014993496563907667,0.022058717371510987,-0.014242295199336228,-0.053829256653167123,0.12028660193037179,-0.02229675630835203,0.060537783691618226
CRH,,,,,,0.08629402773373863,0.04302342876658374,0.0392620111282343,0.05304746305261852,0.010085219867192543,0.1408717140590739
BDNF,,0.03259538361442165,-0.010095356408549227,,,0.040629210134828994,0.04602197933707712,0.02114306017815968,0.10261935380188517,0.07721641595832478,0.11535135396235703
CCL5,0.03577130394654902,0.013665072956800561,-0.025243983077945047,-0.019170343807889102,-0.09003063942389453,0.005271807592356189,0.021359848389321173,0.08158603660187749,0.051879392952436425,0.07579564326263029,
GAD1,-0.015118029068739963,0.03557454704667716,0.025375754225159086,0.06240320765403721,-0.006079726854600402,0.008938024091839749,0.013003529348144235,0.07896178172482561,0.05051001143255742,-0.009293030346984268,0.0929819343923079
COL14A1,0.0034255129941807576,0.07702920002812987,-0.13516282565289864,0.018778630022817145,-0.08543564982478374,0.019109670735887447,0.06281761132236838,,0.1345440313631612,-0.034166450447260355,
HLA-A,-0.013841598895552797,0.007668200362533009,0.04115617401157946,0.05612056286918423,-0.030532241248538483,-0.007303907876043844,0.06649474771531307,-0.2110249641902815,0.002892556991139765,0.00300995044497406,-0.10899361226823724
CD5L,-0.000905225322790285,,,,0.14681003459167155,,,,,,
FGF18,,,,,,,-0.032308582079255355,,0.043420726097305885,0.07274101786519532,
ADM,0.031075361748327663,0.10578599254962028,0.1091391567319904,0.1008156580848944,0.005989931514943417,0.035555727695171006,0.03189637661383975,-0.03873141134627587,-0.027213037861912946,0.02971862164764235,0.08401827805824781
CCL15,,0.008736548032448568,,,,,,,-0.04809527953824273,,
GNAI2,0.03776544628415943,-0.031171160555142945,0.00867068440547233,0.010226461577198271,0.022203005760516727,0.00939633701223948,-0.00034693856177253943,0.07134662298037008,0.05507612228317467,0.010424078063746478,-0.08320113214909085
HDC,,,,0.09388251614348324,,,,,0.0004678622494901771,-0.018516441780443604,
COL11A1,0.07122931926441436,-0.05000442679996588,0.0243675280751687,,0.045781059271540685,0.017899860467908996,0.03127153532315585,,0.09950305369000459,0.008982704034503257,0.0023968882699780007
NUCB2,-0.028747468622534703,0.060581552733062004,0.029209567036450553,0.009914179619968473,0.016840421415119877,0.026332422066078217,-0.02287382445501367,-0.07031093577159324,0.07914359500038262,-0.0156441655401035,0.06661345732831414
FGF16,,,,,,,,,,0.09310574065378778,
CXCL1,,0.02703506152383188,0.09224018416281875,-0.03229712029008023,,0.005595749701696825,0.02280615683391147,-0.04347335796873221,0.009180513445846077,-0.017212948403604884,0.0909304389437603
VCAN,-0.026659414794470336,-0.14694023032858222,-0.055875556516754216,0.009637589926067766,-0.05384267350260948,-0.0055568518385818964,-0.033453477507140277,-0.18352769597592225,-0.04603201773094885,-0.012851319078053607,-0.14191595097671975
