,UKF248,UKF313,ZH1007inf,ZH8811Abulk,ZH881T1,ZH916T1
LMAN1,0.06647303311097738,-0.0063327887721549665,0.052795243259988106,-0.07025025862257962,-0.012229587799229993,-0.010039632342702477
LYPD3,0.05701935260340622,0.03807014633205211,0.052037703327417195,0.0851295031666494,-0.027150985563341893,0.036546536687166585
APOE,0.01808721280020806,0.04461437315131481,0.0006371275430948824,-0.02398235532542379,-0.0009984498766472496,-0.020232634225019763
SOSTDC1,-0.027224285927416818,,,0.024808878744888494,0.009968467846545318,-0.029349268382546898
ANXA1,0.053196542977444514,-0.05942175048191942,0.07357637458056612,-0.043305509388029045,-0.020072352488985278,-0.1025108570058397
WNT2B,-0.0253405951191946,0.0344890937199594,-0.0277576368545465,0.012091005706119248,-0.016850698612283752,0.04794322024073604
AMH,-0.030405597759976706,0.02739423848070014,,0.023815421071429248,0.013378915028640343,0.10089084715140538
GDF10,-0.018891211706273593,,0.09099638642769173,-0.024596838586717323,-0.03689390432429118,0.009502350862863627
EFNB3,-0.001446128657011387,0.026514642217779973,-0.021646399263722176,-0.01078287007483929,-0.05828064929961445,0.027842870660655692
LTB,-0.03217089853771972,0.05078451442542194,0.03210902913912,-0.006456564222991933,-0.03638422043342459,0.028397237672099875
ANGPT2,0.1319087556263095,0.03565698126720615,0.11806586901722198,0.12236463893035747,0.0934416010023732,0.04365591679319811
NRTN,,,,,0.00896728899723954,
ADAM17,-0.004303223969191828,-0.06001701825160878,0.1723401583284402,-0.028377570867912615,-0.00930624159380004,0.027809995502964074
LRPAP1,0.052195593620807404,0.03317289641901828,-0.035435086936262704,0.02752563277901391,0.0010730289399099116,0.05140553163152389
NID1,0.12424049540672004,0.0320106714811797,0.12516880031315006,0.11292412052660807,0.15468546986019743,0.013318814345181533
MST1,0.005271994353988023,0.01095738294182942,0.023071885187904786,-0.0129694995525104,0.026639999838483027,0.01974989966680697
CCL14,,0.06763444567227102,,,,
DCN,0.13248967447857216,-0.06281186900157436,0.04274705439296713,0.13049048183637837,0.18464393753705083,-0.0022257721469509553
IGFL2,,,,,,0.04269099798209487
COL7A1,0.08059975180326534,0.029109221920272804,0.11486266427477519,0.026559536008162587,0.10143089717249656,0.01765133741439593
CALR,0.06351134944158321,0.006292995154007552,0.12457562099124826,-0.03541670774601945,0.06104483998599834,-0.005545438328975929
PIGA,0.057219398572773764,0.06835070287285744,-0.0105413142245389,-0.031684239759626184,0.028222302530300593,0.018468443598007624
CD200,-0.015191160922813791,0.05428714326550388,-0.0463552227354828,0.00947476096313722,0.03000805645098569,0.05807452739840054
GRP,0.05097258442750803,,-0.03995237178254489,,0.005253310880219993,-0.020882628110774102
CDH1,0.029843181555534688,,-0.04307380456491048,-0.03510146740264341,0.03997002241028325,0.001429859367781348
LPL,0.02492676377675333,0.05161011793798014,0.11648769650985212,0.044470037193040345,0.04828317587569266,-0.002214178502268166
SEMA5A,0.026359159030923996,0.002678933939330512,0.14819554041464694,0.06632629858015308,0.019834218134171973,0.009140931133473553
SEMA7A,0.04528100862628764,0.05977299263766133,0.07135547072831355,0.06870646695955918,-0.046078488367429594,0.10740898799911246
SEMA4G,0.03846760443228363,0.05781523596758165,0.1149241615927213,0.07750256023275548,0.06524224893299353,0.015489877207907477
SEMA3B,0.03549675164408156,0.00918786240360371,0.042970201694623664,-0.04591136071653666,0.05188769704970245,0.01035827710954923
RPH3A,0.01079032644291766,,-0.049171598513175395,-0.019865870111573248,-0.062232324250362556,0.05764185212574423
JAG2,0.09539235820474833,0.028557557436780383,0.028207276171068905,0.05170822166024981,0.10415979166628513,0.0689981466563674
CGN,-0.042310688274479924,,0.08311445330965492,0.06238188915961961,0.008738944702538628,0.002597068335676257
GDF15,-0.004465797728798618,0.016916382178542962,0.05846452765539881,-0.05877719671215126,0.0889901073800351,0.04920292581629903
SEMA4F,0.022805262808287093,-0.014867104977712976,-0.014886955310843133,0.07032388570413438,0.017333148477882,-0.017926039151858874
NXPH1,0.03295702406679586,,0.010443683072127398,0.04254276635052057,-0.0326550040223532,-0.047614418865004414
ARF1,0.03838601811630522,0.045919891030040405,0.0068096508414731555,0.04724344026043304,0.028318988261147662,0.024496194200388375
DSC3,-0.013767274016001654,0.02228401942252271,,,,-0.017599240690412975
EBI3,0.03036543955203612,-0.003152580608260866,-0.022899196165344048,-0.03296848267584784,-0.016755117711096158,0.05206994182358094
TIMP1,0.0750214789372794,0.009755391265838992,0.07675085028532543,-0.05380630740846854,0.07943346389006453,0.023307067585020255
SEMA3C,0.086549120036857,-0.08899817170605658,0.04249342906236974,-0.06127435358198718,-0.0355910750813821,0.005189217114209988
GNRH2,,,,,,-0.019071175858008257
GAS6,-0.03314942531614353,-0.029833412883991002,0.056553301790707965,-0.009671013060015743,-0.00439447289617972,0.05798547924892066
MEPE,-0.03686672402605467,,0.0272349783379057,0.08959278498577242,-0.025692848182361602,0.14458111684516925
SERPINE1,0.07938109385936727,0.0029892574213318153,0.07311290330525769,-0.08838786289325315,0.030666451112287087,-0.05049204855789425
RSPO2,-0.018309447011639574,,,-0.02230529727350513,-0.001136781351051518,0.03325653659150782
SHBG,0.02035388497437849,,-0.040425843013679096,-0.023901084683305884,0.0060221091118754485,0.031189501678710218
LGALS3BP,0.0776024715841605,0.04209812777981582,-0.014548209635023162,-0.01856189527897283,0.05267027357719549,0.03996944688454291
LAMB1,0.14766912483621464,-0.029543038043539263,0.10527226643091188,0.043264938126654356,0.08235919317208737,0.021533091571810985
SPTBN2,0.018657560220259276,0.08394968112024913,-0.00800370457951642,0.002968942032173618,-0.04853631892865021,0.07178455866349186
COL1A2,0.1327988642152496,-0.054292638831675955,0.13231393813746808,0.12515366666779962,0.18106798507657668,-0.0099177043080887
DEFB1,,,,,,-0.015430036343472706
WNT11,-0.019732974748398267,-0.018105629213604355,,0.106872842247514,-0.03576549729099083,0.011987530578005098
LGALS1,0.006800013570717698,0.0032325885554058634,0.05934046302705871,-0.07379537302778397,-0.013000271921450854,0.00018868872735740023
BCAN,0.04965413110079122,0.020786909555193793,-0.21768497364888406,0.09640747201950187,-0.02624431256038264,0.045036499689596506
ANOS1,-0.016792801645052598,0.02240404087572643,0.03769567255837082,0.0030916629913808665,0.05447832706977909,0.041710493348969126
EDA,0.008795918510682033,0.015245006110638264,-0.02860945069313893,0.0536316154323773,-0.03418202926135453,-0.024142866828870218
FGF22,-0.02054289485610805,,,-0.024320583162609235,-0.02555676706656315,0.019891245591023062
SHANK1,0.05057857938025717,,,-0.02859014212325903,-0.026819208828127872,0.02552041826092519
NPVF,,,,-0.01805331981606755,,
RAET1G,,,,,,0.09290114684829186
TGFB1,-0.019400317914440898,0.014339797437580777,0.09896065455555673,-0.0401158745847711,0.09128102088551852,0.020680334362995018
MSTN,-0.03941175466712191,,0.020521085075288773,-0.020441601930244222,-0.02582832101820128,-0.009962594320757846
WNT4,-0.013296034315352983,,-0.048074658035419694,-0.037141069761256786,0.11979000003098901,0.006185720498521806
TNFSF4,0.01755441372476752,0.03328700038509917,-0.0009496426951286064,0.015485387701690253,0.0037128456332888075,0.06814090545620784
NTN1,0.015226158681606653,0.04328551587539159,0.06790720298389302,0.004054002793803776,-0.023167163180504362,0.041699708922047274
CXCL12,0.04995169190620545,0.133501812032549,0.11960166125385206,0.04676291108899455,0.1254814673213639,0.005884589685130006
GNRH1,-0.002150645577789665,0.002636895033402939,0.2071918503903208,-0.004243429508028453,-0.024015821014851623,0.01118647566771431
FGF8,,,,-0.027228620781476413,0.034082709592060945,
RIMS1,-0.004620575675829746,,0.015585858783496586,0.012611762382272821,0.04316838437819096,0.02105921423509042
FGF14,-0.027222374845194536,,0.039597824069280085,0.05349698093039229,-0.01878422136674161,0.10054340604148644
IGF1,0.11619954988486357,0.0332916501540987,0.06465321297058069,0.06774270226759414,0.037039960633356635,0.06713172552395186
TNFSF10,0.044417263519048546,0.07373175066981297,0.03818808269991936,0.05502040066700055,0.052241406805340805,0.059575255657613624
GDF5,0.030828361113692387,-0.013591648212478484,,-0.02317719786233318,0.04005338632935344,0.07529437760196424
CHAD,,,,0.03224512514500518,-0.02372626468224602,
RGMA,-0.02429191980148549,0.024514552121326822,-0.03749170108424096,0.007660552575330406,-0.057395151806420304,-0.026760251806091234
WNT16,0.026522673784111637,0.03865620344506573,,,0.15213026804360694,-0.04122967288246694
CX3CL1,0.07301512195324994,0.03856632860427533,-0.029122511123011324,0.0008577153963563702,0.11764633376070259,0.06357948736089387
FGF1,0.04977548302344262,0.03841737253059775,0.030628137583530533,0.0733228078275513,0.010187369355086144,0.03717151576240366
ALOX5AP,0.05094979433180549,-0.003790732375234272,-0.003972248286632395,-0.054420470116420205,0.021614864433053695,-0.024093697507878976
IL1RN,-0.03682860924624527,0.04142246451138796,,-0.020371292321731228,0.030850103844802575,-0.046211761835982135
PCSK9,,-0.03931681987171741,,-0.01574722510470249,0.010070528625096452,
NPW,,0.03923161932780545,0.13116793082102512,-0.06716539095828511,-0.034864325743553096,-0.012606329688897737
CXCL9,0.02202443898357074,-0.00023922493762796188,-0.009771960509293605,,,0.04903163671851011
ANGPTL4,-0.0685047941673263,-0.0310504845943879,7.388256972631487e-05,-0.1465225735313625,0.06755433509069683,-0.019987570920070506
CCL11,,0.07682485044279966,,,,
UCN2,,0.030767373337853846,,-0.027228625365995747,-0.016649342696952205,
OBP2A,,0.003086479408436717,-0.01474192654889191,,,-0.01976854759681991
COL4A3,0.06586301280738703,,,,-0.02328599426224323,0.1068383209248066
NRG3,0.020522029052511947,,0.022949956578864842,0.04120159955251099,0.004086004305058623,0.06911013939404244
IL23A,-0.02178136946134797,,-0.0043342612678473535,-0.01574721961141044,,-0.028537475989479373
COLQ,0.05571064608868363,0.06845671271046909,0.05802512928070712,0.07330254337697893,0.00970574027181395,0.09194111090005107
SCGB1A1,,,,,0.07161530498716517,
TNFSF12,0.03757993623875736,0.02389538609533164,-0.0180075911936272,0.10826925136420833,0.08219019051375022,0.05202654430114945
DKK2,-0.022814942186543678,-0.05847472435990037,,-0.01858849945107132,0.05471065935945403,0.06581485492371045
FYN,0.044446006419343875,0.024457119662070762,-0.033134654160537715,0.07117077239390036,0.024635137669104402,-0.026006557008282923
ACE,0.14736188012507326,0.12320393642570947,0.1121154654738604,0.169702788120585,0.07323006708586276,0.0822003191701982
IL18,0.10250001988393982,0.026732318393540056,-0.03844351650887364,0.08641661116251652,0.030194070934741263,0.0528998428945496
PPBP,,-0.002757118425536281,,-0.019280956027552268,,
CCL27,-0.014446440601796836,,0.05786375501997272,-0.022823515150851018,-0.03016948238132568,-0.014503123682566954
SERPING1,0.019658811281535214,0.013458942699804117,0.1466659279134803,-0.02887310542593487,0.1239747694676793,-0.03493906141496368
AZGP1,0.03243241830316056,,-0.08146535743133557,-0.0055493534255440236,0.040374347464629604,0.01292450371216103
INHA,-0.027708156323052402,0.08440350089982587,,-0.01483027130280118,-0.04437924422974422,0.029100070386317567
SEMA3G,0.0491083168762294,-0.018645271840198607,0.05623662932068401,,0.17690076922041764,-0.013571442992914389
OXT,,,,,0.03842831088436377,
COL6A1,0.11212346945102454,-0.059828449582943775,0.11700887638569257,0.018754920491525467,0.1095044220666283,-0.0051753630849658274
FGF17,-0.02467391885949665,0.011218315226160831,,0.01823122486984211,0.013670960215666914,0.11193372320502401
TNFSF8,,,0.023174985539209606,0.00045891130675735134,0.00896728899723954,-0.02393437094315268
FGF20,-0.004096742035560884,,-0.03735972405177571,-0.004041213745915011,-0.03071277804168699,0.03395019934498195
ICAM3,0.06064064805226858,0.024885594323863933,0.052974460988871,0.07023965450505619,0.03296254930564429,-0.04411357512962946
LAMA4,0.1392116289333129,0.0010434374590341437,0.17930066601294278,0.1065673055286513,0.1051737324632161,0.04872608419870163
INHBE,,0.01977043447247552,,,,
DLL4,0.1132773064601933,0.08044787199400498,0.11423909580492891,0.0781029958209918,0.037319857369312204,0.06094503720671381
SEMA3A,-0.010958279737220175,-0.01615443532228075,0.030639521760282656,-0.012760426706513442,-0.03485431709287789,-0.011017603429317712
RLN2,,,,-0.014467020269730652,-0.016649340861010928,-0.02173581352792916
C5,0.043026408765579637,-0.024285780660024594,-0.06527823405414422,0.08893435815076937,0.03271886884915757,0.06490223743408075
COMP,,0.0012888549981215996,,,,-0.026850829267549833
EDN2,-0.01632218810635951,0.016931060439640638,,,,
C1QA,0.09047028984990821,0.09022308312120744,-0.020304640696798302,0.05163223689296862,0.0782446002128997,-0.0015474378796813887
UTS2B,-0.01746658122266221,,,,,-0.023159466387674653
COL9A3,0.021928086593880153,0.0038602444822327716,-0.06359357931769793,-0.021140348784712663,-0.01118150240671306,0.13660886423556015
DLK1,,0.021392523942572395,0.05227010934932193,,,
HGF,0.09309621065168458,0.04245671829088397,0.019714714795638588,0.0019429863805417646,-0.04872385146235297,-0.004189608500462434
GIP,,0.14574041862343828,,,,
P4HB,-0.0008894437133227721,-0.0008360279354329811,0.03526400986960373,-0.03198294036648937,-0.010884558878055638,-0.008907293276554124
ADCYAP1,0.03881876307175072,,0.05180845870065971,0.01708033651546262,-0.0034296494703297113,0.04639518457379272
GREM1,-0.02295918286436852,-0.04756662874953471,-0.028362422797053324,-0.04682489134998338,-0.0656252346865056,0.004643258377859311
EGF,0.09163888532776979,0.006000081378162118,-0.018715331858383023,0.006704027342274944,-0.020962253967970853,0.04044511605407552
VEGFB,-0.004253711336860496,-0.02228098859899847,-0.07273115204346695,-0.013168244114338406,-0.033846858478469834,0.03161928599675309
FARP2,0.044983605235188816,-0.004700202959247939,0.07061347588823881,0.013736638097060702,-0.031555697699768355,0.017134885819770424
IHH,,,,-0.018937613342878856,0.05069240883661894,
LAMA2,0.06445530077616937,0.0015116668044860646,0.08061414798749673,0.012356109881703664,0.17237416015385906,0.028491608932070107
SERPINC1,,,,,-0.016242195226253846,
NRG1,0.063027051799083,0.0002533840806301306,-0.00033577835481466496,-0.015707952739867168,0.09246332749434348,0.06748427354287964
SPINK1,-0.04883944911390719,0.06326870794153364,,-0.039930341671567664,-0.019964926416606448,-0.030298838280316792
EFEMP2,0.0377244827890939,-0.06039326147034841,0.12154645486570853,-0.09994397026485634,0.10459535962695486,0.004324258786833319
SELPLG,0.07739151881175675,0.014020159533756849,-0.09188078920037716,0.0643315071599988,0.016955753283596622,0.016562371427881938
GDF6,-0.027708153618387937,,,0.07352420229978315,-0.039562469735181606,
HLA-E,0.09137254358007339,-0.004651894350453431,0.010282354563290528,0.029609842212730275,0.08840647899901052,0.008222258793154223
PTN,0.07947060482706929,0.013071252690533821,0.047282240453690734,-0.04216627552919272,-0.03458374222966182,0.031513152813574884
CD274,0.004801884364154259,-0.03620755445571566,0.06494345309564153,-0.04774648307026282,0.03311577951910943,-0.03526300923557753
CD14,0.05428828337546915,0.025272075265664568,-0.026180542266623193,0.012663038863937279,0.009512617858378846,-0.025688263626196924
SFTPD,0.06371115343237752,,-0.01498360532290821,-0.04757525166983029,-0.016536353113005678,0.0688345707023106
SLIT1,-0.030135532457204187,0.09962513603320705,0.09861690004649425,-0.0313890448229121,-0.05108723848567517,-0.05938241754898613
CNTF,,,,,0.027379623939580672,
BST1,0.02400448380188904,0.11172208109692383,-0.08679419374008249,0.009698779709635463,-0.029468746291460658,-0.007477010864433783
AGTRAP,0.05692656360874509,0.07756570984056711,0.10357383734367998,-0.04943344942346203,0.07980512931994029,0.1015337031403806
LAMC1,0.14371284404787876,0.02692072447867401,0.1308358332352265,0.08710185358931985,0.11459950533194511,0.026500915808956863
COL6A3,0.11242498562855038,0.002708138488672633,0.1334885937290736,0.09873597435199412,0.11182365513153615,0.006724002574788756
FN1,0.14203516128303198,-0.0897441859351227,0.1722341140813135,0.06480636457987206,0.11985768809575387,0.03828249280669326
MIF,-0.09361358615712218,-0.020117133801782247,-0.1087533784315183,-0.038152937874360006,-0.048457002702577245,0.059120277461202596
JAG1,0.11619179248715387,0.07908599902503571,0.11373227728943294,-0.027151619918007467,0.04234835739136877,0.03681313288963058
NID2,0.10922836058070065,0.10674463237202918,0.14632376976996653,0.17696351815688907,0.10196360979660836,0.0263173935826002
EFNB1,0.05013075225861605,0.0813379430848157,0.01462134997805225,-0.07331333128423445,0.04685349598572526,0.034325845599117735
COL4A2,0.14247171533580913,0.07177481471008156,0.16131070769792233,0.14128384373964178,0.1594652280435764,0.042307439020658755
SPP1,-0.0050571089237749205,0.018718527594451594,0.04857142871330044,-0.12324762167227223,-0.07196180142343722,-0.06750976850235685
PODXL2,-0.00491707747803188,-0.028666301746346275,0.025422103722044842,0.013836167093247727,-0.0038810091375470817,0.0607670371322407
FGF9,-0.04498963161787198,,,0.006285425782110549,-0.00519258853357581,-0.030764306218505892
ITIH2,0.08555019289808515,,,0.09906194036845394,0.16402837447786425,-0.015834881698750525
ADAM10,0.024672909891620912,0.012506733151346308,0.07166088932024253,0.009053259512822537,-0.029498589535313022,-0.023704174806168283
CFH,0.11869591230114929,-0.01234827623849082,0.10189674844231421,0.13170843104382374,0.15664519982650785,0.013052416857710124
COL4A5,0.035315702700402414,-0.015374636215239003,-0.016546372255524733,-0.005071966138846941,-0.003546915916265169,0.003961129689641205
LTBP3,0.03850638207250422,0.0507453335445859,0.05888831313481581,-0.06533998820524092,0.019556900765502407,0.00830289180406305
GNB3,0.04843788354498314,0.019514611196119042,-0.04027602619038316,0.016495754973185308,-0.003854637513923635,-0.01053171378128793
COL6A2,0.07622323152255223,0.0067508271995036905,0.12777947512716992,0.018045864723180018,0.15100485232238017,0.02807233040991828
GDF9,-0.040344447218912755,0.053622266930678425,0.01529319100545884,-0.029666486940160493,-0.03709632422682852,-0.03405227619517792
NCAM1,-0.018680984254965095,0.0457108282401754,0.003543068625132034,-0.04759201870579489,0.009561756498380728,-0.049155620859800485
APOC2,0.001958446980283138,0.06498072614019498,-0.038559234450070964,0.08723939580202103,0.009779497321758125,0.09054104303363175
BST2,0.046225649100815405,0.0360306027725698,-0.04693504783025406,0.05752466924300469,0.06507244370146992,0.0441026970824578
COL5A1,0.06805144811058554,-0.022518786543956358,0.13642637827579668,0.03603056440713096,0.09045031581871686,0.03041284680242298
CALM3,0.026818986913814874,-0.0026356111549229485,-0.03351511378206471,0.04415155338027053,0.0007806434704913547,-0.010736086316309092
THBS2,-0.010162312260271207,-0.0572969220117889,0.06331789647751328,0.0022466658875765332,0.11614194952202067,-0.040613084591610865
SERPINE2,0.011335091230492296,-0.03710989034083516,0.08416521228330828,-0.046129687231126024,-0.0015416745110487246,0.052226256840544646
EFNB2,0.043581624358206866,0.02037040755614033,0.10116396422784463,-0.027444698149637403,0.04669699446335579,0.031434662683797326
PROK1,-0.026716558036596855,,,-0.0144670234791748,-0.015612746541445857,
MMP9,0.09435366985737985,0.10851185108153605,0.14719660707534038,-0.009875995675832364,-0.018210436018216515,0.060538923714340984
DMP1,-0.01956729775333995,,0.005624572214937083,,,
NPPA,0.03275689722346062,,0.01868889355091741,-0.020811190428478222,-0.015837744246093473,-0.023551815001581305
APOB,,,,,,-0.01785247889279719
C4B,,-0.03343554723904831,-0.023699954408982468,,-0.019273936731601986,-0.019768553124342957
NTNG2,0.0658573462824845,0.016060191898366466,0.045887966589734284,0.0168078941371316,-0.005492430875827337,-0.002370247979854772
LAMA1,0.018268159517660386,-0.046611333165236725,-0.030828899651554137,0.014079547158318622,-0.019811047905007644,0.013320249699946475
UCN,0.0346667241747926,-0.056217719049161174,0.012508693693104719,-0.0012367105408897946,0.0721533661420205,0.045316473297030105
ARTN,-0.012396496588759123,0.016620030732103292,,0.03592929575436289,-0.005067685958315682,0.0435540677164264
PDGFD,0.0895897506084019,0.013554473614668239,0.06268565345828828,0.0007938264311437231,0.08861989227915505,0.058973552623864015
EDN1,0.07473631158418922,0.0005864095261737256,0.11419248457122107,0.04026555813477191,0.11701901476686612,0.022639457001443153
ARPC5,0.09580659432243278,0.016122449263026098,0.10942783557005455,0.028480375916696738,0.030197038918725758,-0.02413150805455793
GSTO1,0.04391469616107248,-0.03121474373219755,0.11370261281958705,0.044128997605604084,0.030276734817509057,0.017661338817270323
PROK2,,,,-0.012570712331884365,,0.009315038847493188
SYK,0.041138840464477945,-0.014628473125678504,0.054301199986366115,0.060872363413809534,0.01678404692969064,0.028181945353909974
CD40LG,,,,,,0.023781182284283633
ST6GAL1,0.06996665694191358,0.051499283612527126,-0.011609795272963944,0.04006464424386321,-0.036820770492275674,0.10369457729917454
WNT3,-0.056692592585214634,0.060132543087283975,0.08462084418220941,-0.03252007139397051,-0.04420049068271964,0.026649835484290747
HSP90B1,0.034685045780441494,0.013239643453417093,0.09805124326065245,-0.04386041443577408,0.0025924757167143965,-0.011068370813244964
ZP3,0.017596371254099092,0.07946842614259023,0.056125224772619615,-0.023331746314597026,0.08064416364563905,-0.01949346536611462
ANGPT4,0.02924007502867214,,,,,
NRG2,-0.009849336921103985,,-0.06428014518819429,-0.02594553290991058,0.011686838548474314,0.0015212313179406994
MELTF,0.026794113008897908,-0.003615391101448513,0.12435611321602755,0.004131898539836706,0.04356157430091622,0.018739358133337786
NLGN1,0.00581156345568489,0.04461710827739542,0.010315310748436102,-0.010768360368679425,-0.057485262175741944,-0.03048062933862599
SLIT3,-0.023245258003639198,0.01979894288599989,-0.025648388190331897,0.09278036099537804,0.12566620613720267,0.0028876265489807904
CCL8,-0.04766875028447159,0.08929403590427852,0.024094761151490684,0.12024313217809633,0.08090156346820922,0.07883631060032
S100A4,0.06197364617672175,0.10673904408554581,0.13634590661385454,0.020027717326122317,0.07185656832959995,-0.04165963797048735
TNFSF13B,0.03648853444322384,0.008995615505046803,0.08358342113724634,0.045848918505566695,0.03077250949964899,-0.0154795833705415
HSPG2,0.14955966339008805,0.014335555380902481,0.13315666864472467,0.1107947118009445,0.13721645494799342,0.08217562494092115
FAM3C,0.016800182980432832,-0.04366306217460751,0.1476193521852969,-0.05400908787567253,-0.06667976818611172,-0.03873217184859375
FLT3LG,-0.05808268256727925,0.020997079932726096,0.02918395409042235,0.05253398501970888,-0.006793226853039366,0.07450577423455128
A2M,0.14628894917384366,0.058267553013927914,0.10655906616268264,0.07709085532421235,0.11722978447679158,0.01963691925347743
VCL,0.08419733308730634,-0.0388677537341489,0.1446275562659157,-0.03219339039985045,0.08300323687405722,-0.017004713379378762
FGF2,-0.01755127245171726,0.01590468664052962,0.02274620531840921,0.0009760104810765106,0.025921526428879852,-0.01647217956526218
AGRP,,-0.0183554172739386,0.030881860416351038,-0.014905256325552979,-0.016034978415617292,
CNTN3,0.04883616618932532,,,-0.0014157588674782154,-0.027322049219585393,
RNASE2,0.019651421901074946,0.11796481243437411,0.032834561767781385,0.020611710690788227,-0.011200644797290042,-0.01391486203430291
ADM2,-0.021781370288271498,0.015847896057272288,,,0.016195841483728213,0.027386288440383648
GAL,-0.0008429218072506171,-0.036535823572841485,-0.08400660097911729,0.05583054593135667,-0.020634690748426786,-0.018102385088353837
CXCL6,0.0042487882709876575,,,-0.04605830922860619,0.17817333441739663,-0.03315405950191457
PDGFC,-0.033843575290156795,-0.0072374071114031475,-0.007035912488418244,0.004912097426446285,-0.0024123050575454953,0.01661117217256274
COL8A2,0.06514792112972098,0.011517015422082813,0.04793833566111562,-0.013520170994336375,0.06224193554529131,0.011824683955954072
SPON2,0.05656133904351206,0.06182862355883587,0.0809826703445751,0.14361534125412645,0.12794846651761113,0.046125135973255585
LCN2,,,,-0.03150794274520069,,
SEMA3D,-0.01551517258154032,0.002934984763446181,-0.04042574753710543,,,
BMP6,-0.018718660407167766,,,-0.026332476248114793,0.021893360743129614,0.03311119283220561
TIMP2,0.017151892714259997,-0.07828261950439588,-0.013115663757517895,-0.08967451089300954,0.05852362205635795,-0.01872930868825184
EFNA1,0.08507511717568245,0.046311972239976705,0.0615562945922886,0.01808107423421391,0.03611713905063002,0.07428472901787862
S100A12,0.009348262370926669,0.10441847557453196,,-0.015951195515769734,,-0.019995956875815717
TFPI,0.1096591065323263,0.05192498365363785,0.07364948218239022,0.05014408868481961,0.11841222190488308,0.02956948590158504
GPC3,0.04167627870814811,-0.01525094850354415,0.038087253964054914,0.10533833679337533,0.12592699233424126,0.025907302758983782
NMU,-0.020060210725381503,0.06464945354880146,-0.08565143170908965,0.02390317416238646,0.019902251491082393,-0.016015257761220137
SCGB3A2,-0.02556171817395979,,-0.03404331421651068,-0.018053322745781662,0.0006166659246789279,-0.014844039208144578
LAMB3,0.01740141374382414,0.05744847826826917,0.049586508800813,0.07355249469966421,0.050851491387142136,0.022401530356283048
LGALS9,0.07170735735635962,0.07632644937223736,-0.0609644808797587,-0.016098006404952223,0.012398772687037587,0.03266884131437636
VIM,0.007954898686028746,-0.05761005892159863,0.026380741565884717,-0.07933338287322998,0.021806080025995885,-9.645170655939974e-05
PLAU,0.0740657896600338,0.0655177090050081,0.07971604722349042,0.08650490851313615,0.07826892808838992,0.028892740152518335
TGFB3,0.07716490753465005,0.0351983094611386,0.04180701199549711,0.02147820834706278,0.06087449504595769,0.02143054160722153
APLN,0.10118602524758624,-0.0045916484565696174,0.11695696358730034,0.028866519081095627,-0.06896182324376203,-0.011782564849562771
SHANK2,-0.023110305484059086,,,0.07676806403496679,0.1033629104818254,-0.028537477473260714
LTF,-0.024735165731029914,,0.02879123372003345,-0.006773280060813551,-0.021674529980143426,0.022451980731717495
PYY,,-0.016400765513907824,,-0.021079033047428145,,-0.016805060047763522
PENK,-0.026266002110668145,,0.10029566027850033,,-0.0046386516451421295,-0.021735815958614343
CTF1,-0.00206067873766234,0.09238996705963248,-0.0699585722231164,-0.009019292521987285,0.013120151709663049,0.013364211063298733
COL3A1,0.14962778710616484,-0.08703058597627714,0.15815038999571826,0.11130214020258662,0.18040117025715696,0.016352436571582536
S100A10,-0.055044210483624734,0.02888904893153394,0.010339619109834396,-0.08520654014084154,-0.050447592755131214,-0.042999905474417066
FGF13,0.030396389142183587,-0.01719967446879273,-0.04042579346246148,0.029781745592269766,-0.021630982257091955,0.05485008025408445
SEMA4A,0.054470009224195606,0.05390398764715692,-0.012073699545202442,0.026542885978189365,-0.029979470680093337,0.08665059508017547
EFNA4,0.04179634202909647,0.07352391899260255,0.014558581271720173,0.015724254722840364,0.07020169062463133,0.0046122433155899745
HSPA8,0.044619752449822546,0.10426844710390475,0.01894592768363864,0.02451755622855913,0.00869748046893375,-0.014923588331470833
NPB,-0.0142235088226792,,0.07435265109430644,-0.06753143388983485,-0.039831633927045064,0.006280267928681615
ULBP1,-0.01837452141934265,-0.02138744459607298,,-0.019450588069807356,-0.028296226784360168,-0.02666584893578445
SEMA3E,0.028542990824929823,0.009597440094590312,-0.05379938486172583,-0.04052398464272404,-0.0177623144725573,-0.012675849238725135
FGF3,,,,0.018323337037316013,-0.0268249530097595,
ADAM9,0.001788085164193412,0.046105657380568696,0.05345624685544645,-0.0555873984064108,0.00801090487176646,0.03730311832402459
ASIP,,0.02997451025780549,-0.03358886831180703,0.01357180817850349,0.05011476867568755,0.030697467890044513
IBSP,0.1082854841046422,0.0254338963472341,0.16219237013274504,-0.008505864263623836,0.01870270672677219,0.0490947810005788
MMP12,-0.014446434535863402,-0.03383755848693567,,,-0.015179420035275169,
FAT4,-0.005581413474512303,0.061394141603411424,0.02742116252151688,-0.0007445815671900546,0.048626636131818404,-0.06740323044607648
MDK,0.06772797233598872,0.04442015892017777,-0.05795657106614834,0.006686185137894002,0.01959084343624055,0.053019466494008405
BMP5,,,0.05760455610560904,-0.015238436065129549,0.06368380296135713,0.02294307146759185
CAMP,,,,-0.017398315330649325,-0.02222871209475849,0.028522013469091532
HSPA1A,0.02500562174007259,-0.11668355741522232,0.0245333960388125,-0.042368276983278705,0.03292866548350052,0.02834267836544336
SOST,-0.02237724439965026,,,,,
