,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.05503142160817126,,,,,,,-0.002751450225615441,,,,
BMP1,0.0719700301254521,-0.047296688538779316,-0.045275920883017594,0.00919781739152473,-0.029437517555347348,-0.04549309854671917,-0.07217236622555977,-0.1271249381359058,-0.4903400468314553,-0.12430752047332276,0.009072845163122787,0.012725961100487952,-0.2598410402940077,0.05459598784323895,-0.009497175887416567,0.010824539181395768,-0.03294616426147548,0.0323480136229941,-0.05225489750021124,-0.016924976621651478
NDP,-0.002500650144451882,-0.08874253259093562,0.020227984781640434,-0.04812316596409554,0.0018622125060943789,-0.06538630608817979,0.10702638430999242,0.10392109392841864,-0.12696058145468236,0.07135602390141453,-0.06836806469764543,-0.007280346948045477,-0.03135281264102024,0.035062803799743254,0.04856083185838201,0.07266267006672002,0.06272324278693676,-0.003068467058441896,0.05763329265301829,-0.030413468373008765
TNFSF18,-0.02472775336512719,-0.045946189786842034,0.02117342629818924,-0.035609140837926705,,,,-0.061181607488321334,-0.09175963030934428,-0.06109183942528427,,,,,,-0.035680619936280716,,-0.05050261517080187,0.006244374617750149,
IL36G,,,,,,,,,,,,,-0.05555762003602273,,,,,,,
RTN4,-0.013032572814640092,0.3097610101404226,0.044530041190042335,0.03472422822328177,0.05737192226985115,0.05322053321933189,0.158788825997071,0.3467087583354442,0.6283651582110341,0.13842675735821258,0.09058665156915198,0.15164093045531932,0.3682651871920877,0.024146772402099923,0.01875360424091948,-0.006183407817489477,0.06758672540093129,0.06816997762632311,0.13630076422723345,-0.05041047823887917
HEBP1,0.042575069157318464,-0.0931015777001159,0.0008083673462250925,0.0001806143997988542,-0.027246057133148458,0.0008209525945187382,-0.04538114136152544,-0.11475102582215649,-0.22245342847309296,0.012852667068229628,-0.03536762287818843,-0.007497971045508982,-0.021708987903963087,0.061914289755840235,0.021307804739361384,0.034619048542616285,0.014392507418037605,-0.08486104083612173,-0.04495735377441057,-0.04304149142567648
WNT7B,-0.021784376219904557,0.37851352670433613,0.03572489223303958,-0.04011575361610982,0.047093937035578265,0.0070918709995319625,0.01925867781558633,0.1042576081422984,0.4561416730343718,-0.01965948720390116,0.06228770499552141,,0.08160642097017969,0.02668354824643143,0.028198411679723246,-0.06785122225363933,0.00919037828546987,0.08574109688104152,-0.039244497554263874,0.07025485378254759
PTMA,-0.031701014058244895,0.003811560341021234,0.10644930157658691,-0.01586410027148948,0.0796880164074396,-0.03794263187128659,-0.15784184077278365,-0.3833008522584582,0.11747954189607955,0.11315159197797137,0.05894045627283264,-0.1339910144300482,-0.38119592899802934,-0.023879512375330984,0.03274294979011585,-0.1384208451192679,0.02804182957041558,-0.2502887864641204,-0.025317797467660937,-0.18862393158078475
FASLG,0.12599891669882268,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.0302478055823589,,0.03406559134696006,0.012477493062638512,,-0.006619581441920721,0.05632150174860112,,-0.11710584854557,0.025169313277281204,,,,0.004339847654387227,-0.03753604832733426,0.036715637534397445,-0.02026938704497386,,,
PDAP1,0.0004884502904664806,-0.0356057511919672,0.062312869155882494,-0.027410737784122827,0.03881485136683545,0.07459933781069732,-0.12246899439589595,-0.10463810292164996,-0.35901783094192147,0.011086880443396934,-0.018249105996745816,-0.05486888334217027,-0.18196668406429192,0.045501221662655786,-0.00570519664846852,0.07064960241764325,0.08179400878716611,-0.0007569010295513857,0.049612210463805664,-0.12492128837593823
QDPR,0.014020228176897414,0.12786350288014708,0.06250357210915959,0.050231659424402,0.03942237249927918,0.05692416586148586,0.17319904267887987,0.0600415762164859,0.1610057283759604,0.18022063493183643,0.12401587271994549,-0.018477256913617283,0.025802573165832628,0.03051776223614953,0.05053066443632856,-0.10775745165582092,-0.014884556153152173,-0.049441946294330574,0.03352721695607759,-0.0885831482748626
POMC,-0.02591962861571428,0.179241928401786,-0.0056137855998282336,-0.059386709177748846,,0.06706145232241033,0.07870746674899082,-0.0009854348931436837,0.03387025963348369,0.0017013368519962456,-0.023306084856572984,0.004741801586431683,0.04710740132958362,0.023155741287333775,0.0326545541112953,0.05321282333775491,0.031218812140027002,,-0.019897070957311157,0.015126904655527525
CCL18,,0.015878329294072138,-0.06878758184653527,,,,,,,,,-0.05117494775986476,,0.09740658328368777,-0.0018923007345474482,,-0.02061256975539426,,,
CCL17,,,,,,-0.013407805212261892,,,,0.02658344283461226,-0.06277887193186779,,0.01158507851509216,-0.03658845815802433,-0.023947834382021603,-0.02410718550577195,,,,
VEGFD,,-0.06052382618473364,-0.059694548850144614,-0.0017105854635835424,,-0.024377470746946447,0.060005883184895845,,-0.11429893873740615,0.0282804371141737,0.017593310194410895,-0.03686462290914794,-0.0337096856195901,,0.006499723905964668,-0.03734529048701069,,,,
TNFSF13,,,0.011925084426918217,,,-0.015466858250772817,,0.018513680198214137,,,,,,0.026015805544787923,0.06923390161969746,0.016630333832215124,0.00905781047994752,,-0.028287373718544874,
WNT5A,0.049020993894833206,-0.03619047438541291,-0.03614139315907759,-0.09291732825074754,0.04911753910708919,0.02256854362625723,-0.079520085008661,-0.22262327344176497,-0.4183459802355918,-0.0041742407234527336,-0.023321970365061815,0.07109010029458862,-0.07370749180727221,0.01467324278181284,-0.013479492783936408,0.04344674961759057,0.015553715623193218,-0.0810778781310733,-0.04428780751673639,0.13770766028351514
CXCL8,,-0.14917661052964803,-0.13782120819553334,-0.04663715004864407,-0.031436507442112155,-0.029024674376766063,-0.09298679954639226,-0.025036942057789547,-0.16941018268743094,-0.14500993561800973,-0.010454249113773175,-0.04759883474861774,-0.05596662441354411,-0.05116754045966648,-0.08557963852021604,0.10523885870259299,-0.022599548335782628,-0.01205590751006869,-0.14893903635034592,-0.009136669065903947
GRN,-0.06200645824648674,-0.07958426936482935,-0.05848911732331594,0.037541547542375854,0.047578927474059965,-0.012448745448609732,-0.11088239622639183,-0.1565052517889361,-0.5030144356659385,-0.022936674519993778,-0.0854517269404899,-0.05240199537941085,-0.003692498799790414,0.04732563797558611,0.03301683180723796,0.05234719473408467,-0.06731832791157163,0.00544948066865875,0.050969764825613245,-0.10794435055491376
MIA,-0.028513877583294066,-0.019638560043021232,-0.012875396100457945,0.016942711625394683,0.061963762371691634,-0.019920155257919132,-0.05058644568295713,-0.07868111184083233,-0.16489394768351687,-0.06619977587691302,-0.026035603834230436,,-0.02050205589517057,0.16556869731045307,0.09082504632869086,0.058770227429000316,-0.021893404440313416,,-0.023941459348454954,
COL4A4,0.04735037794189888,-0.06019838764509384,0.00521879382695835,0.024845005990041965,-0.04675143108328191,-0.0008150953443098084,-0.09562572301202474,-0.05248409366768196,-0.0363751969707168,-0.05631237744637241,0.007002112118998895,,-0.06305679012227866,0.02770441025751422,0.05347277865379262,-0.017801197371760016,0.04182588062351141,,-0.08297507779193695,
TAC1,0.21269932052543603,0.39500414762524705,0.08035825196392826,0.15883450606017985,0.10542372442123413,0.14235401028755004,0.22860140950130992,0.24072698774436674,0.6386306954329249,0.3197106139938236,0.10877859046292221,0.21563271232264195,0.3603678695300396,,,,0.05003465872954396,0.06589780919533277,0.12209574534362981,0.10467886208713899
RARRES2,0.11523991828382431,0.06795395234021832,0.01816777914347825,-0.1308445649849629,-0.0192546996239138,0.021926086821984696,-0.14507073888121885,-0.1300989971100504,-0.5722282908722501,0.2305609641199169,0.025093763529014153,-0.03673803341080543,-0.21999727519179718,0.04414335491716948,-0.041883605947326874,0.01951268439338817,0.0030570968201505595,-0.09447314515112225,-0.2677619864556512,0.0708075171567505
FGF7,-0.05677470259902891,0.020381312829614556,,0.0033604714116401207,-0.015897450550559317,0.006911740886976393,0.13633574683770902,0.01256639087519508,-0.10729997032383141,-0.012466611916019419,0.06743416338236222,0.01617605293372998,-0.06614738658874107,0.04377491920606174,0.014236220490974732,-0.016979217148370026,0.006735991567360558,-0.011842060951133354,0.041348513502199716,0.08603678308468565
EFNA2,,,,,,,,,,,,,,,0.013943895981332421,,,,,
HBEGF,-0.01041248273931116,-0.11783103879453434,-0.048913893098961395,-0.06589463383102923,-0.032798114741325726,-0.06157814353344393,-0.0772726058930986,-0.19528161633037405,-0.21728333565380697,-0.22134907142959476,0.006750227063475646,-0.02944810342896107,-0.10268296612219108,0.01662561532640992,0.07475113451249084,0.03557809893191469,-0.07682741331476427,-0.089352894144125,-0.07124831116626554,0.027856584199168317
CSF3,,-0.06988836963402141,,,0.03383953678785381,-0.015202399128319631,-0.0133114034285883,,-0.036122957474888175,,,,,0.03178774812999326,-0.09321504489906415,,0.027340140983502466,-0.02500621217029415,-0.06844485284627606,
