,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,-0.017405926650382045,,,,,,,,
BMP1,0.03584296336648159,0.007163165066249532,0.01941970545396379,-0.14434371864283446,-0.08963046016364098,0.01804920884789857,-0.04424293875394726,-0.12830612110628647,0.0032976546914979146,0.054219376625833475,-0.04975321411594644,0.006809332449706905
NDP,-0.0008299268787910312,0.018082078184279142,-0.035895307424867275,0.03494289332627944,0.017003378950140372,-0.011144343845472518,-0.042883120487885076,0.030878526308108473,-0.022099319734659388,0.0064664419496657435,0.03578279989359455,0.022172187001980447
TNFSF18,0.0608914223502855,,-0.018930542360198456,-0.025847278535580106,-0.015129091320599102,,,,,,,0.013392037346951283
IL36G,,,,,,,,-0.014899810535503924,,,,
RTN4,0.03430165939638816,0.05639939438133047,-0.005695940996355714,0.15433898383805805,0.03514809327427269,0.013697310067644325,0.15761968467172202,0.1462919176089107,0.06910022036875677,-0.024304193179122507,0.09277560219620842,0.14028966297776513
HEBP1,-0.0038496023735330068,-0.0023954568067705304,-0.025034960749793198,0.0019948911780120157,-0.05545643499624225,-0.007165544205474888,-0.06266927319101258,-0.010040457776667124,-0.032805899949673506,-0.007435392917692968,0.03341290519323286,0.0596861060582243
WNT7B,0.041395598042404586,0.04814637874639267,0.033395444195042645,0.05129975463146424,-0.0362075256135266,-0.013741241497860775,,0.06598454581217772,0.07643115388550234,0.04334057128971978,-0.0171689460530946,0.08774927607011548
PTMA,0.03298315652547127,-0.028386762325908997,0.012951047021232408,0.04483576731655407,0.0617634890067303,0.016510491320911057,-0.18263619381515558,-0.17005699377519276,-0.03082272454913792,-0.04335275805877144,-0.04189637584651438,-0.048115922351005196
CEACAM1,-0.01580393568753256,0.0007772457662453773,,-0.03401354640191473,-0.023794456382794597,,,,-0.010804955703726377,0.011990221762993903,-0.04386779775720673,
PDAP1,-0.0021301071008907125,-0.024383730337790902,0.06823890467567129,-0.07504139755328339,-0.0017230215086195553,-0.019281868953731882,5.120449888673721e-05,-0.11306664207147951,-0.010100871912370333,0.0004246459750803696,0.0497137902780107,0.027024357977705513
QDPR,-0.00010872482954624925,0.08769227678298427,-0.021775770269697934,0.10291307468534094,0.0829903622938699,0.027284496222363213,-0.1361180199145867,0.07638165192100456,0.04343936695008769,0.0672518886199948,0.04542075779396619,0.021188358555569813
POMC,0.0012466797809533572,0.0007100880270914642,0.058009488883792634,-0.04384534701438701,0.044506278496120835,-0.0369584873802795,-0.03112816836968336,0.025152550350921943,-0.01692273840679718,0.04434814248531523,0.0051310898699164125,-0.002123955702380473
CCL18,-0.019721818518551773,,,,,,-0.0797078932244232,,-0.018934946914217977,-0.06753578713675033,-0.02901214287865187,
CCL17,,,,,-0.018868922420391773,-0.01700780492018205,,-0.013611399929660513,-0.02564230007629756,-0.014701622923285373,,
VEGFD,-0.019721824781152864,-0.017786451540633512,,-0.02915959617068197,-0.020103240883511436,0.03283039897776641,0.04599765733525343,-0.014587758895090973,,-0.034760642909230026,,
TNFSF13,-0.01488272184950288,,-0.01835867695548548,,,,,,0.006589207220768224,-0.038419774969330384,-0.059392841984219825,0.030838301484124347
WNT5A,-0.019551167750143112,-0.022810676077673304,-0.022286283373434173,-0.13347246309571165,0.056600280017563585,0.017350794324439298,-0.004579518406051059,-0.04849877385229712,0.07756508143317754,0.038983913018527196,-0.029087431800563144,-0.0024918769132606876
CXCL8,0.0009738666163999132,-0.06843654216745956,-0.026114027240892946,-0.05798051425517729,-0.07490069856606854,-0.01161766341663157,-0.07615436598967804,-0.04385980919530224,-0.029114238795597568,-0.12067568612083297,-0.04579642212402447,-0.07375730592524443
GRN,0.01627196771522638,-0.05920177537183914,-0.006993500470687834,-0.1438708491923852,0.056204380908544654,0.029433763611519524,-0.19894727564969764,0.0240635088256562,0.0442673525268572,0.016575987939621457,-0.044147763518022104,0.015206859727142193
MIA,0.026899193611523917,-0.05397023971767514,0.023676923428006987,-0.049721635928046674,-0.03708711661366414,0.025913320999815536,,-0.01997860432822679,0.06329179348635026,0.10114614088991479,0.010871037615843935,0.07507564733229341
COL4A4,0.06321653671879525,-0.058964474229960304,0.02436947894623378,-0.017152248756136808,-0.019699738786281288,0.04806119915774694,,-0.019379987386588002,0.07090942844492416,0.0461819517537831,0.0023199748062409813,-0.053115198990097874
TAC1,-0.010036551489387141,0.08383987582389037,0.037809408225587156,0.19308116628618552,0.10151281720570955,-0.0031066335707759366,0.16679007198775944,0.23054609331089912,,,0.07212891282586298,0.1094906698975538
RARRES2,-0.018260622306772136,-0.13697649907453066,-0.07516033179153073,-0.15413560943794066,0.051317578138850496,-0.04381130436608835,-0.02431440898116266,-0.07736528424703668,-0.05764939029458813,-0.07569832246422643,-0.017138593395818136,-0.028313861687348698
FGF7,,0.19463946123076542,0.03318346311858001,-0.039760522565698,-0.04490807326230967,0.020170603713112217,0.07401915503468726,-0.0030593753160623994,-0.0021005860274593466,-0.01861717994652271,0.05203054514992473,-0.011272222842930923
EFNA2,,,,,,,,,,-0.033037664796034996,,
HBEGF,0.017365876919582173,-0.07897320419411648,0.02239858761256342,-0.03696906883627202,-0.07715494410079697,-0.032038101935979,-0.10172737208985738,-0.05084478767854323,-0.00847329054168425,0.026741324050031285,0.03149695776263125,-0.0669089750181192
CSF3,,-0.01948754592631135,,-0.01814674904420002,,,,,-0.01488380422655245,-0.052390587156604815,-0.03061100587738212,0.05884958274323236
PI3,-0.020748184587981264,-0.05456166646907045,,-0.02043347893493178,,,,,-0.09300929114941833,-0.140551284503401,-0.030639128203084745,0.022459160969954692
PCSK1N,0.054883365596927816,0.046752339920143604,0.02319098075988424,0.10894907213642419,-0.015450333630527661,0.02100057417268529,0.17726543609328785,0.13522807886906157,0.04339742714190487,0.0461472353135267,0.13424151697915243,0.04489909192588465
NTS,,-0.03306790763983454,-0.02132381215357139,-0.02230453747253096,-0.022504661615395057,-0.03326268916257919,-0.030089273012261004,,-0.05264759565155458,0.07985820645966649,0.10470559295938624,
SFRP1,0.003937792153512003,0.0525491977858353,-0.06489808156016869,0.04014322429276566,-0.015803074177654503,-0.01700780509146461,-0.10830011166619731,0.04257629896410106,0.03702833701424111,0.05242783606250809,0.009653950825250467,0.009240288290404722
CXCL13,,0.0544266820981244,,,,,,,-0.050101334193127525,-0.06657208705990941,0.06081807100912463,-0.04531906139698648
MICA,-0.01332579342948502,-0.01763949377268137,-0.010363907363616458,-0.042926041971440954,-0.014279034433681505,0.027489170535496234,0.013057112171435233,-0.0776129812863189,0.06141625030273535,0.019939799996912082,-0.023629605159924925,0.018952079778450953
TG,0.0377762368689663,-0.034563538715927294,-0.024613300465176013,-0.02190150254345289,-0.01900972527260478,-0.01230847456228275,,-0.020446243302881223,-0.03407220585895759,0.011293417441310585,-0.0032738727793946536,-0.01665907463521611
ADA,0.058839909725888505,0.07729337485165694,-0.03959709708129593,-0.11256846836314928,-0.023123055208979754,-0.01998995253733031,-0.02500098025646036,-0.0467462463917815,-0.02511950355836523,0.04983197186136762,-0.048099571627504153,0.02651610306975549
LAMC3,0.05100577177172045,0.07092476219960306,0.029089778090238542,-0.0825264532119191,-0.016450372331720104,-0.04131996039610126,-0.036355901019871344,-0.03840442300121846,0.029998766960355236,0.07499285915450143,-0.028403497326758422,-0.012910042090819597
CCL7,-0.012544742632953531,0.0022691246213953457,,,,,,,0.006918026597747127,,,0.020751162839285613
NGF,0.09354248168308484,-0.028457508648796283,-0.023487690349973382,,,,0.10067179622708139,,-0.044385764615733646,-0.006695435871834221,-0.031105062544268036,-0.011790714473258338
TNFSF15,,0.053690999903820834,-0.01481563447513955,,,,,,0.03269600433887112,,0.009801218773238453,-0.03577802024165497
HMGB1,0.0021475896780029768,0.020565634804611575,0.034678489125881624,-0.13956315584206352,0.005076497726233027,-0.026374257627127848,-0.0649389276820262,-0.04843653499130432,-0.009027222258473716,-0.07471703320463509,-0.08360634081233638,0.026202599474600036
ITGB3BP,-0.007936537067658837,-0.03969790240473349,0.010343064238237588,-0.06879558589780513,-0.022605908146549912,-0.008340331358163654,-0.04150689270534597,-0.09742427556980121,-0.0011356236244117882,-0.024480031165203954,0.029084637493651692,0.094692375514362
AANAT,-0.01820051301107473,0.08650655502893417,,-0.016368858723749567,-0.0005789214518974577,0.06798862449682658,0.047290077741221036,-0.018258391061173686,-0.019648664212873174,-0.034960191795256265,,0.05518370645599553
RELN,0.01840312577441769,0.057445337798381915,-0.0173279257301926,0.10534715506247,0.06089163313196266,0.0018624060958671782,0.05917243591343255,0.06697807869845088,,,0.010506946458677028,0.0037301502277195917
IL15,-0.03966612406370293,-0.030978219690496602,0.05433502548867497,-0.042696653792839635,0.0383085198814863,-0.030495039507073832,-0.012128153219270079,-0.01693381382013139,-0.061768393598673574,-0.014162404030681497,0.02955090355743346,0.04325787802945418
UTS2,,,,-0.053995042280330134,,,,,0.0017266432434943696,,,
BSG,-0.008645626623182618,-0.019670189913657207,0.02201977149718636,0.14767218711514343,-0.06006025817218477,2.431938462206275e-06,0.0747327836054811,-0.13015183264226074,0.028367757607887425,0.014727268830563155,-0.06095191938132698,-0.02402798957708502
