,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
CEACAM1,0.035702517132311415,0.0054413896800517576,-0.017760010505955572,0.08637733442855636,-0.02102941784365626,,-0.007341988992784189,0.05599126560658362,,,0.12011363957501887,0.07683607551528468,-0.025323616383377618,-0.021442931424639218,-0.012712569275600683,-0.005572795906323939
PDAP1,0.04178431742324819,0.008984371455043508,0.06663840582592515,0.01358381192096716,0.011129095975934764,-0.008542371105865311,0.09820066201548569,0.03947280142104667,0.05601535595865926,-0.0095920723437367,-0.03524093531219697,0.03655872566086152,-0.03912426759499302,-0.023749676928991926,0.01602372283021793,-0.02066328631205949
QDPR,0.04103217541906715,-0.03936403711716447,0.0022117615056963034,0.01663458025207952,-0.007739347672163686,-0.07546885089232018,-0.11730667611385787,-0.003020163395635019,-0.004876942197708642,-0.0795084830102624,0.042434949067150146,-0.11125124585505529,0.040728054257669594,0.05451070704164823,-0.012559153806083549,-0.04191353216378036
POMC,-0.053120425474331094,-0.018522698034730216,-0.010575972836534497,0.012428368261621633,-0.033855462127892776,0.021867734729855374,0.007832311955674425,-0.020771954142366676,-0.021208901434187067,-0.03494474932381136,0.03460651574086787,0.045747672060410645,-0.03808894905844684,-0.034436552721721005,-0.0020826294751271975,0.018006880396831796
CCL18,,-0.019721818518551773,,,,,,,0.06588286303412598,,,-0.01907058829935908,0.011445980112249465,0.03459609655591826,0.052314035988770234,
CCL17,,,,0.05147351878591983,,,,0.0015751760016529347,,-0.014899818385137561,,,-0.017965880126519975,-0.0047535494914609025,,0.05776945997586777
VEGFD,,-0.019721824781152864,-0.012824358362124064,0.011659527265627818,-0.020119756345896835,,0.06415996749939679,-0.034768125583234055,-0.014329591145967144,0.07081420963346258,-0.013359630302343859,,,-0.0025844762847525996,,
TNFSF13,,-0.01488272184950288,,-0.015852977838952297,,-0.01147557033556882,,,,,,,0.014942345519399162,0.04144064942553191,-0.014275363267877154,-0.03401311240638685
WNT5A,-0.08694357385674273,0.02746115193678025,-0.0012793183548804998,0.0264930417506842,0.012271798695792693,-0.02123332658055809,0.05968648093602295,0.07986445109957072,-0.0055922431468434465,-0.013289572020614529,-0.06711513565902028,-0.001166448816244462,-0.03254528038059028,-0.08172367098106406,-0.011373521772743285,0.0240539706577654
CXCL8,,-0.05563458162739863,0.112176791363036,-0.05013040926696607,0.0037253454597491334,-0.016323254506544725,0.032726336256814585,-0.02877072342209238,0.020571858993267907,0.027444173346061,0.1777284661627198,-0.03357677323610299,-0.009078070058385629,0.02464806302000986,-0.0013415190647992309,0.025379367961320513
GRN,-0.04130656645252608,0.0994547812794771,-0.041320672882586375,0.004589197555094483,0.06683564040109774,0.025440599032426854,0.08936284959636376,0.0013169482442114328,-0.011516957744885661,0.04781609727692007,-0.027669137174895855,0.06931173078031386,-0.07377050988554323,-0.01023145995938873,0.009218584683576047,0.0064726201891919044
MIA,0.007081389020662428,-0.02127944356486152,-0.022622468646476886,-0.03127926170706066,-0.010280559970905498,-0.020750044359118792,-0.015326312230010065,0.0031548654066864542,0.08143086688640258,-0.02186972520221341,0.042801450189790584,-0.06049528639085806,0.10236913416633135,0.12433832216127337,0.023209887977642753,-0.043404738597788636
COL4A4,-0.024069601491813985,-0.023685743805620017,-0.03804425423948566,-0.011504402736556486,0.048769098235767416,-0.010918498178824123,-0.019362433326730807,-0.00046210406084462645,,0.011136710429905657,-0.048571176283540435,-0.02411118227809307,0.11192936855245789,-0.03433348600428949,-0.025620220960953392,0.03809305272659741
TAC1,-0.020783295306986468,-0.04053380292245178,-0.04200551573497152,0.03466292749766258,-0.024730472280489964,-0.02428288129102579,-0.07600021091170125,0.016341526430475116,,-0.03759643598044612,,,,,-0.021932803588830888,0.06652108444447309
RARRES2,-0.03967991049169675,-0.020983984569655,0.0619874835143433,0.02765590853165778,-0.06879034344200685,-0.09081572661898853,0.08959849276400036,0.013185065887436684,0.021742465645718294,-0.016441036521536133,-0.019679156812698297,-0.04902797948885105,0.01681976058573653,0.004621917076780612,-0.01051608186599973,0.05416826740443703
FGF7,-0.021039807879091477,,-0.028711093759048824,0.07284872623318224,-0.0010256439179756225,-0.03129425194634947,0.0714509758740101,-0.027830768175435967,-0.018666193777359133,-0.012757015154457763,-0.016751698700185357,-0.07014185971180753,-0.031908908688545984,-0.027037260536038728,0.0025708062474254067,0.01827244666885423
EFNA2,,,,,,,,,,,,,,-0.020380071292164938,,
HBEGF,0.016399302942873895,0.0626487275588618,0.05814656814150985,-0.03131217626637163,0.024328694301804517,-0.023209772291833068,0.05631187951540098,0.013393188286943759,0.0732108230837928,-0.002412520342475776,0.1361674393501006,0.03916952222012998,-0.018993103781668418,0.021203856211023844,0.041388628686304635,0.010174194806167394
CSF3,,,,-0.02816324403901418,0.0031068509763784065,,-0.02048508177911808,,0.01394563043996652,,,,-0.016527375685514527,-0.024800762058784887,0.16648077567057767,-0.0219775358161414
PI3,,-0.020748184587981264,,-0.03763500366775364,-0.024276182967222087,,0.009571860334993817,,,,,,-0.03037362602238403,-0.011631977798737366,0.03799402332075911,-0.04774988400797918
PCSK1N,-0.06432897323569832,-0.007335561146357995,-0.03020661626351463,0.0328862759604549,0.023569994619268467,-0.028852533273277043,-0.030271421742497678,-0.041559470391889064,0.07264369450959543,-0.07679347688396809,0.00680578891854847,-0.0829971400570904,-0.03387255310125917,-0.04437116939575574,-0.012144414012406715,0.055625111101328846
NTS,,,,,0.035598758374702694,0.04279907255152013,0.006650353581599524,0.08643829239291398,,,,,-0.021553899698522668,-0.024829249477396717,0.05995984944711424,-0.03254573366016418
SFRP1,0.015985990832064912,-0.0037876512658046283,-0.019888735639380737,0.05881052900037653,-0.02295315771508568,-0.020571049926416566,0.008120968129565379,0.04556255499267395,0.0583964370766069,0.00966285369490144,0.12084934693507424,0.12330344955678516,0.06398831345164313,-0.049793038108815135,0.0016044019639339254,-0.03178945326262657
CXCL13,,,-0.027090903167584876,,0.04356924416277444,,,,-0.03092035071244357,,,,0.037342628472986444,0.010527702210604763,-0.0018263072385839303,
MICA,0.009797620712498798,0.04011553510752153,0.010687933622963415,-0.039382296309751604,0.006626148665225961,-0.028291251381888368,0.08826296533206326,0.019718238309855744,0.05481167876257076,0.002620693065090843,-0.02146987432676828,0.06254621147381569,0.016096389664877368,0.04598962370240814,-0.04584001066482048,0.039335657253740226
TG,-0.024069596067636614,-0.009068452639883165,-0.024150035924722625,-0.019920877107570886,-4.174146803353348e-05,-0.015385186054718447,-0.009336108485854165,0.029733054492085298,-0.016869112351681946,-0.007683963380529702,0.05681978500042485,-0.031051376414018245,-0.02387216296068433,0.10558250265435269,-0.014999623425601624,-0.0221145590505533
ADA,0.00886042798081817,-0.005364059559099593,0.04029461079588992,0.02037860395810224,-0.05813526974691571,0.09380647385089551,0.1374397377114472,-0.018976203021778597,0.021106285932302456,0.07874910964211973,0.037294832217003866,0.005404566575040232,-0.010502093519382185,0.03400025799271232,-0.049067974791966396,0.023852469530127998
LAMC3,0.10361610737827448,0.12179775432873809,-0.003836717746431035,0.027942581337108904,0.04447381934660808,0.011938547921613946,0.13113753798694436,-0.024265293645829324,-0.04701776584814812,0.04942579516536178,-0.00013685577260041143,0.11112836747624609,-0.024415296388634117,0.02154616451670011,-0.06652647410400961,0.05352211334478126
CCL7,,-0.012544742632953531,,-0.026557342036381895,-0.005901744751348324,,,,,,,,-0.026926713163111994,,,-0.02303032714968895
NGF,,-0.021538700140325016,,-0.0015766353244073658,0.027409158461786758,0.03564444863673905,,,-0.036302019068693264,,-0.06910836645180969,0.1448778595612137,0.025640116800175118,0.062394707959824804,-0.017787958621154065,-0.04280887058317911
TNFSF15,,,,-0.02957289926047151,0.04286435794703904,-0.017826673885685183,,,-0.013709275731568776,,0.12298276752379274,-0.028621103107358808,0.039215369682069984,,-0.011317539153897369,0.014819811837800543
HMGB1,-0.03017993411782695,0.03724359162052446,0.0015295880083332869,0.029487423449493438,-0.016784461754153355,-0.0191790005503596,0.08777591140555766,-0.035601975751654025,0.005371649910831656,0.019779299341666327,-0.009469519408173628,0.02652209624826153,0.013083829685666489,-0.07372355000741018,-0.0686045491150719,0.0345117661818356
ITGB3BP,0.009256172305936608,-0.04704172765821316,0.031467459747019956,-0.008527763192203597,0.005569454206079085,-0.019273347556041095,0.09573678997272979,-0.004868669803901411,0.03194230019753746,-0.010250590451060755,0.010645769546198025,-0.033612309403798266,0.027655190516814407,0.04771784448970994,0.03439687298128822,-0.004019745520728376
AANAT,,-0.01820051301107473,,0.06521185241490321,0.01745854501401713,,0.023727988818869655,0.00991313477583225,,0.014678504741834115,,-0.01986281711737901,0.049437593482298044,0.002301493886473566,,0.0954352578977073
RELN,0.026407793952558194,-0.01986880199841847,0.0049941886504297674,0.05190782590648068,-0.025255399606568526,0.04304104069465831,-0.03930307232964169,-0.04738996183585143,,-0.02212698118817311,-0.016909266044489793,,,,-0.01367036078984308,
IL15,-0.012582301092050368,0.002971463223422461,-0.020055429553255122,-0.010933829658915152,-0.012878428326837001,-0.012684738253181635,0.00939898412967739,0.04024228676176856,-0.0202385706312874,-0.01853672302566626,0.017462110417203316,-0.012689330955717363,0.04948555463392933,-0.0019952864612156718,0.029755128075370674,-0.009220893811920391
UTS2,,,,,,,0.045155985639010514,,,,,,0.0018456452006969165,,,
BSG,0.02486413978343479,0.02980529986812796,0.0224130384253916,-0.04132185753952787,0.01825209581616808,-0.04765708804255076,-2.437944288217702e-05,-0.03690540439587381,0.037016304399961654,0.015134081330196805,0.11252876412737918,0.06529547228559934,0.12183472576080166,0.05295666385953208,0.031291030520324496,0.007642310460893221
ADAMTS3,-0.010592791805491282,0.022931617917295602,0.01949185152872194,0.0029280271305344363,0.0508870314807089,-0.020431443790818793,0.09514018741801042,0.008263144980358031,0.06053546417873397,-0.030802051083242927,,-0.023783701379458223,0.03368430552734526,-0.009926164174164722,-0.009576995469222816,-0.0005745563704206214
CD34,0.04307314088551298,0.12050466146287996,0.028599866859631864,0.0053755594531031,0.08974573888537359,-0.05193465008157572,0.07334709208274573,-0.026070346261148465,0.03555208970351369,0.02877311802550297,0.04143175583801149,0.04442920298805551,-0.015964268508971664,0.043406195121854584,-0.023748363070026625,0.0008466926863762594
CCL23,,,,,,,-0.0030594482950434742,,,,,,,,,
PLAT,0.03725524836063342,0.06443658070294933,0.07454115328208823,0.0838400516960165,-0.033506771683355294,0.020202615318227254,0.13447904212246412,0.07844735188393653,-0.03844230318810275,0.015410552513379097,0.11885437356329541,0.014542859235308675,0.08576412072045272,-0.03476841212844379,-0.09666171497893046,-0.012524655217670431
NTF3,,,,,,,,,-0.029201570394436695,,,,0.025682953690408506,-0.006970965345613191,-0.035425737573239455,
LTA,,,-0.017760012328450762,0.017455262365817084,,,,0.020710734081604114,,-0.018536725313848004,,,,,,0.018223656274368956
CKLF,-0.0960119425729713,0.024742379560344054,0.020074386195328513,-0.0006508017536000193,0.02181216621899706,-0.022908535715954973,0.10657347352669429,-0.020730466583618826,0.05478979883249903,-0.01825687782512051,0.1243673011008049,0.08095540024537946,0.03622997394955147,0.004018130615968019,-0.06637149214507845,0.01850685339290515
APELA,,,,,,,,,-0.02527231507215981,,,,,,,
CD24,-0.028250549755223005,0.003933133550493263,0.020236459221950463,-0.028958125169251926,0.06777678638590597,-0.057658545818362474,0.04098853652582113,0.0027193183083704517,-0.049204322631828744,-0.03884096299230507,-0.06953108799193347,-0.02014145188943739,-0.0030008972772273723,-0.02761750407005628,0.03429822493561718,0.0252755843117971
HSP90AA1,-0.03314065145409027,0.015879297618100547,0.07005786548451849,0.04442229331965323,-0.039863823512744076,0.015440172653826596,-0.10197037337974406,0.06165858246728493,-0.046311118486344095,-0.028885248544024782,-0.04757329701236883,0.0798120912589173,-0.07985490154699712,-0.050398535113461734,-0.02577998735986155,-0.04679776510379178
BMP4,0.10727567245121693,0.005442682423540243,-0.01882665416018161,-0.046553931409738146,0.09685827850012388,-0.032552602381434606,-0.003223136742834107,-0.026344051522022686,-0.042632990861564385,-0.01579520452242264,0.07596587251120601,0.020426067376683427,0.024179517398036105,-0.008548667011084957,0.02098611026375613,0.07190857771972506
SCGB3A1,,0.013972207143907558,,,0.0381595822723489,-0.01619229272644506,,,-0.01554134047735687,0.012739767930999369,0.06567787145705423,,0.023278073942757663,0.1694890968089681,-0.023502957640775677,-0.0034346717374991696
IGFBP4,0.010919347250998555,0.11400517363909064,-0.009983404244182181,-0.0658431377226466,-0.0166107880653361,0.003530906732286105,0.09790698793087672,0.03349720271447784,0.02074855057731938,0.06100305677295178,-0.002082233637916076,0.03431197399343641,-0.09343664259774823,-0.07150482263526553,-0.06125311669946937,0.050309606437358365
RSPO4,,,-0.028711088308249498,-0.04062596995068522,-0.013665902049156417,,,0.07775712563723114,,-0.025713356280877227,0.11605188699849193,,,,-0.01582824174016622,-0.013639527141259314
LEFTY2,0.03485365072156979,0.1139729931366411,0.0525977154983058,0.031152779111544134,-0.014391907949763041,0.011969146228849085,0.1225983513409043,-0.015079853021346292,-0.015500939063861718,-0.008508337685583373,,0.029617424098680442,0.05384891622715119,-0.023433420356570242,-0.02152536306040301,0.05409697711558612
PF4,,0.16892105929814966,-0.01615514505086632,-0.023170757715907212,,,,,,,,,,-0.018679746317335807,,-0.020183515538665094
ANGPTL2,0.03386942795538802,0.014407319264500668,0.0354028678390594,0.06780085509668397,-0.026851430194572454,-0.03675437243122889,0.08899174091129074,0.07573384730644764,-0.06599790891673316,0.04564662710481492,0.055314071936032036,0.0015663551708490272,0.045120350098165875,-0.009483900414231371,-0.0511584475956013,0.058209328810562816
LRIG2,0.10555204483552444,-0.02798527389120253,0.008213620447277671,0.01276100974995679,0.07191675466748848,0.003370763786355866,0.057364074306334244,-0.026739643436501353,-0.006264253280991886,-0.07582605734893041,0.08968881616888379,0.027068419631012097,0.045778702473789006,0.01500900397398034,-0.005024194554260626,0.01100867332233803
ICOSLG,-0.01910991992822578,0.06286744246663489,0.04510787542628489,-0.0036553444457911558,-0.013599003327571156,-0.011433660130282667,0.0041568599285162385,0.08336310194147768,-0.04509779533804434,0.08037617025512175,-0.018219696000005583,0.011274836649597518,0.05218352303191114,0.01968056093122395,-0.016526968462446168,0.031782805187993306
WIF1,,-0.02341506103228574,,,0.011175232107106126,-0.011627231369074365,-0.08951729295318223,-0.00286135778337142,,-0.020527942721330114,,,,,-0.01471388385114929,
NPPC,-0.013787239330015078,-0.03891714788559766,,-0.0359435592751083,-0.015119233923662797,0.02179720842747319,0.02355030947415824,0.021282566158380915,,0.025915897174203707,-0.04330365502248933,-0.023783655701435518,0.0050103587694837765,0.012441031431871542,-0.009340025334398032,
LYZ,0.013729246052291887,0.04339572000940132,0.0066527021407290455,0.031014608720163924,-0.03247929708189968,-0.024242814287156664,0.09524302136694347,0.0012859101610854632,0.06883182576512584,0.008696876281277167,-0.02059670963170449,-0.0323619789045462,-0.016725924376855078,0.012730800984239586,0.010189464272115525,0.06665815210488925
EREG,,,,,0.05565191953013562,,,,0.08810981482226748,,,,0.0352283977464745,-0.0008902785417447961,0.15354319200380084,0.046808657364752614
SPTAN1,-0.0004682521033033624,0.05735805816674066,-0.015559373332168993,0.05087483647005993,0.05819773572067438,-0.06928554077585371,-0.04016265458346762,-0.028210961517056512,-5.3228734735397624e-05,-0.09204418530848653,0.008979918085927005,0.08706227844928285,-0.025741612305568946,0.029157448713838224,0.042087803579046804,0.019782702425290392
PTH2,,,,,,,,,,,,,,,-0.025172177418049484,
LIPC,0.04658427291113844,-0.01593152271662311,-0.024314356706389737,0.01887700530263552,0.027363570283055808,-0.019670776494098798,0.0029899865661440683,-0.029089434324065917,-0.022664145586090676,-0.02911946201307341,0.0011227508916626927,0.01259819712460792,,,,-0.010107479666646458
COL8A1,-0.041059730170271154,0.04861604679547919,-0.02277055285077462,0.014757607499533624,-0.030545882383301387,0.002463252557085693,0.0702512507094778,0.07016272531416115,-0.05666592112922073,-0.02213460331544103,0.08990598144421058,0.15734674165799428,0.039853028241704794,0.06634665116097095,-0.044101054236684825,-0.0014636541887696152
GSTM2,-0.040063623006721845,0.07025277108087138,-0.0354000953639854,-0.016272375113244125,-0.03802433246753681,-0.010726654226194673,0.0013113596914200662,0.04828595251891868,-0.009317244580725475,-0.05151099912638259,-0.05963190914711939,0.026459090231271784,0.06566946497709575,0.027510590550541354,-0.008769036632428593,0.037665004890489566
SPX,-0.0183483643726495,0.06471523381828274,-0.019897801683545022,-0.014700597435632035,-0.024005009691781938,-0.03406950408176248,0.0017377039162646776,-0.019646844595922138,,0.010999070114821957,,-0.014780295670365394,-0.02714875257405211,-0.0060473749386284305,-0.0016664328288409067,-0.027321047560946714
MFGE8,0.06682699392106452,0.05247014805068459,-0.012082401680093877,-0.03251072444230027,-0.015781605869433665,0.013928229993828005,0.05331772573151596,0.0164815460637401,-0.001125921774933545,0.03304441971055313,0.024692936749349418,0.05940045712641443,-0.01076188456854983,0.015759524845329845,-0.03803314264848086,0.036594542823672215
TGFA,0.048721150226598675,-0.016711061425676122,-0.06883540436223941,0.006433015246496485,0.026192725037878558,-0.04510447451362172,0.02062958953767452,-0.011960242924749,-0.008766501307379403,-0.004924054407463052,-0.0016524735330705684,-0.056617826241491746,0.05143694323113771,-0.02637378485749753,0.02264569316762561,0.05208869419074982
SLIT2,0.07086139289730002,0.05635537440935865,-0.011591898651150541,0.04780337536783367,0.06600503212233694,-0.018996966711103968,-0.0011768136633247635,-0.027292991214653308,-0.030021296967743735,-0.03296510664372151,-0.050679077738647306,0.02511308339727612,0.0917332208145966,0.021190104784457514,-0.016913145382552085,0.02697179100863938
PLTP,-0.02414800228883578,-0.0013542319314402257,0.012578147630505838,0.04140353202888977,-0.003641533944921285,-0.024926860448032433,0.11304088600214113,-0.02661573451590759,-0.003372187833931715,0.07216936674909931,-0.07829159158205125,-0.0014652435741509607,0.00936464708072253,-0.024970946183148622,0.0047352816734413375,0.04291614779843909
APOD,0.02439231753494558,0.003939665135152493,0.060610483670834416,0.05316305115870366,0.020142619264735973,-0.029590280415481562,0.038706650526363066,-0.02645352721785203,-0.020332103479617916,-0.031271430211770625,0.07889410409639146,-0.08081725158049198,0.11755388481697535,-0.011311015514948172,-0.07663220710030909,0.037584245962942485
B2M,-0.02260100918855034,0.09567964779003928,-0.02648977758932347,0.056439270539712726,0.03486349211519371,0.015129641850418088,0.1404462816379825,0.06846095990380793,0.07384448798608943,0.04908230517109739,0.059795451813808104,0.04422749983948486,0.09130111305166516,0.013739668437812009,-0.04788659666692755,-0.016320930060706732
OMG,0.024927418188268637,-0.0160676865650798,-0.0039812369529182295,0.010237223081847636,0.04661173824037375,0.05714962405690939,-0.04704056358090936,-0.002690389575749436,-0.011479250334073881,-0.04904995847884505,0.035148284738141584,-0.003214422049044169,0.06298119772742714,0.01718146837365683,0.04790377248212177,0.0421164754405863
CXCL3,-0.01938332205335678,-0.03213559561157606,0.04595588454401954,0.023142056023224642,-0.004256908937704715,,0.040710178269697285,0.031228217519294107,0.08524792185837063,-0.013349798974626154,,,-0.016228897091887563,0.02211523258796751,0.001988181086139126,-0.022066094289104332
CXCL10,-0.04222192585653057,0.07423714513877715,0.02598219258669557,-0.0031593684996227274,-0.011351097873917524,-0.017338600163704976,0.10644532129046456,0.037392132281583175,-0.015641654530290375,0.12147590632340333,0.009464478265517093,0.055245754298334115,-0.012629494539776673,-0.0250549550044114,-0.021627835782339774,-0.016752857750157595
RSPO3,,-0.017040437227167086,,0.037234990063164296,-0.02677351734567443,-0.023775374926355904,-0.030342016919772733,-0.03855669540873861,,-0.013950282636312603,,,-0.017883265612278477,0.07753704901716033,0.024384321401639743,0.012729998693346449
CORT,-0.024069601104372625,-0.03719964362339011,0.015652878654117297,-0.00017344859418922604,0.026078180581835628,-0.029183721312552768,-0.05251365823025997,0.06596037470277247,,-0.027527127264863886,,,0.08155596070052284,-0.019547405102363885,0.07456232510115895,
NCAN,0.05178689474167851,0.03598409336584669,0.03418672070788782,0.010063891333639382,0.02810671719842259,0.014041036802050324,0.054681261550592095,0.018580277816313225,,-0.03730013312647887,0.13473521723327117,-0.02655238743637518,0.06589053183977263,-0.0016851499987250562,0.02233780116877651,0.010796648926137596
PRG4,,0.0695537510384234,,0.0066685383764164725,0.05758355159789063,,0.0030456499843145015,-0.015033818268224771,,-0.01631018646863789,,,0.04579607036194445,-0.02884339241333949,0.0065739102928895005,-0.019214108830126565
ZG16B,,0.021025468538897328,-0.019440091395132884,0.0076275221826489934,,,0.0258126782297105,-0.02262638965678889,0.07450235751183704,,,-0.022080802735395023,,,,0.00017208961746184367
TGM2,-0.011507330416936506,0.07512901949261587,0.023338114436574794,-0.048277934429704614,-0.010033243180887434,-0.02637469877487489,0.05973550445584859,-0.02848116552029186,0.07804536087263454,0.004030531383537254,0.056068348969042135,0.06413333831013406,-0.07054113483378385,0.013544794907775,-0.007192736272303401,0.010744545400508686
VEGFC,0.07141946557757961,-0.023953879651811553,-0.024961825980029734,0.020948953078469484,-0.029508585634626758,-0.026003866428752034,0.011695863021100109,-0.05624413591187631,-0.05064522364733794,0.10484656383441723,-0.025060040461303355,-0.02862110565969278,-0.03465313296738043,0.050421599419677464,-0.012038787393489575,0.03738905039266634
WNT6,,-0.020240664911688102,0.01776336435135815,-0.028516282386784837,-0.026414059327886593,-0.013010633002573057,-0.025847295285322938,-0.026553572694667616,-0.02286566308449501,-0.014527086025301053,,-0.02099884599372843,-0.017439027588074592,0.05670320343030713,0.054042295912052576,-0.02331830568319501
NRG4,,-0.011554148379945825,,0.03557108897390531,-0.00022416117962255144,-0.015927419961102137,0.15929399387075757,0.03255233135941702,,0.049940452600467776,0.03432285925345092,,,,0.01575062607209008,-0.0049191573099337475
PMCH,,-0.013316777805092599,,0.047045913932881094,,,,-0.016374667219849696,,,,,-0.027369150416548988,0.03531391108811627,-0.012034280543460767,0.09399879662833137
COL9A1,-0.0002759748168734918,0.12603290397394648,0.016779810045542784,-0.02471507897161206,0.0109235351596962,-0.06250715757867119,-2.129927902191896e-05,-0.051230062843934616,,-0.022126989675277015,0.038940755741764414,0.06367768129396692,0.03162084713550653,0.03415116687966024,0.09292840953199602,0.002742360250538837
GDF11,0.07452403620313679,0.023857361807421776,0.050331084954808196,-0.022268033820333315,-0.00047800345638569514,-0.05082475367377513,0.11093858073293587,-0.004846221659663394,-0.007095782742542,-0.06412855340781223,0.09175479650535122,0.06284975829046799,-0.008798833182729652,-0.0661051217894109,0.03221650032710176,0.06026442779111281
RAET1E,,,,,,,,,,,,,,,,-0.025638129545739734
IL24,,,,,,,,,-0.012894788051082058,,,,-0.020405779038068807,-0.01838190725943811,,
SORBS1,-0.058364059843613626,0.06738019536085818,0.06669871374863996,0.040338241108553496,-0.07305784663706824,0.040470256392662295,-0.029891667099967486,-0.03708578568660473,0.06612642896060061,-0.07142731879935556,0.09756458464759123,0.0852305128956499,-0.006756168257094137,-0.015541226285194162,-0.0032012516760632753,0.008169047366597296
DLL1,0.0362639607075128,0.0257258801090857,0.012600088221443791,0.06479319076083234,0.02332182389986455,-0.05765029338197151,0.07910685907810476,0.010914604120188125,-0.012256299897641059,-0.006375928059751927,0.039564001680746204,0.06127188853635655,0.04750973642650948,0.019142752320105864,0.0498973810861587,0.05740725423515397
TLN1,0.043905736258038404,0.07732357192919029,0.06662606911119959,-0.03495714338501508,0.0124491684444513,-0.0025565209140387788,0.12937201659437852,-0.023966383699148434,0.028354137836932528,0.015292341293814841,0.0640830219665134,-0.03527519832160997,-0.0019278706070079235,0.0009563226648745645,-0.05922789212021992,-0.003195620543946863
COL2A1,-0.022607511019341213,0.06239447189458895,,,0.06882047467964497,-0.01409540164930238,-0.024260867800671344,,,-0.013552786713242778,,,-0.03498034921448393,-0.04790887348122531,-0.02535215072745142,-0.03401310977705582
SHH,,,,0.03479684216277774,0.00056286838058755,-0.015385187699451287,0.02179271878754474,-0.02540191480700623,,-0.012934680655491481,,,-0.010019047441889643,0.022895215751377537,-0.02134001902395115,0.046214522775979594
PON2,-0.004371951491826704,0.05928800742270274,0.002619388716779062,0.07875966379096554,0.06350671023704182,0.040217973745822554,0.11747249873569465,-0.01873067532184257,0.0004586765259552019,-0.03201085316230601,0.05702596949038281,0.021049890729569476,0.06731063528844458,0.018106837568250902,0.051533616059310956,-0.004565210956837273
ICAM5,,0.05082671754209584,-0.02314189447559177,0.005896221338824516,-0.04540608871005583,0.08597670123517356,0.009801552947629355,0.035451254054118767,-0.012206501256512849,0.04320460546652252,,,-0.0033342143409618406,0.025435761696082304,-0.007526189753952706,0.06403786765094492
HPX,-0.025679467307141282,0.06841186045412641,,0.0017949055547926453,-0.0091677483877649,-0.013010633880232079,0.10111399315576232,0.03225573916992886,0.039330447091212424,0.06447500846974316,0.2466503432700691,-0.036187088968456835,0.05666742002800243,-0.03743338778154083,-0.0333114369123668,0.012732032088332929
SFRP2,,0.00403001392631299,,-0.03143049687097045,,-0.030757098227182086,-0.019362427625197687,0.026276091383601763,-0.012726016802777908,0.09725903331610274,,0.009912681892203071,0.04984256207133242,0.019712839785377842,-0.041486241641473715,0.015379028931573675
CFC1,,,,,,0.013215921013214322,,-0.02847552682078795,,,,,,,,
