,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.02714210385711008,,,,,,,,,,-0.016603066922777937,-0.02237271877356762,
BMP1,-0.03604177729901276,0.0480377565779296,0.004857318916149212,0.015096550428873307,-0.07352209690040412,0.0689476857147231,0.0670387984772377,0.026886721811305855,-0.03502825823353655,0.019564325171913775,0.08456303079249641,0.027469984878199214,0.020292449091063963,0.045148919850674187,0.005839814238647499,0.044209684636131424,0.03676503456558114,0.0755627807313519
NDP,-0.02121424742558647,0.0662112065991497,0.08128498820101623,0.0019003015844670692,0.06708118578150633,0.06231702144564531,-0.011910476124661685,-0.04630949592331113,0.07600263809150944,0.11312742302501835,0.21517057434833162,-0.12078457060375948,0.03511699729883592,0.023458965231679937,0.023974099964621957,0.021935794150032106,0.05915535222641373,0.05788603622526291
TNFSF18,-0.02560403036000989,0.035186954186295784,-0.03346924743022177,,,0.0031003571950692097,-0.0191573210718591,,,-0.02939601004856004,,-0.04523598227415216,,,,0.04186901089723558,-0.014691684090334136,-0.006634191185254363
RTN4,0.004619015758997457,-0.008596088439718009,0.05238724451172591,-0.01230990399551327,0.05658421279653245,-0.08272145609287135,-0.08325209200760023,-0.0160776462925364,-0.05966156027188177,0.02891209504707422,-0.07451127790722649,0.05051751153165677,-0.06004044620356819,-0.07445336992374006,-0.0028548633120437047,-0.026476921711809032,0.023282788192518042,-0.12101027347512841
HEBP1,0.07780359819468038,-0.011104482376223964,0.03901760052560035,0.03227834807016378,-0.0557484342314822,0.02341919152771534,0.03938603205510367,-0.010945584469832115,0.042469437706511806,0.006357548301268098,-0.03028048206056824,0.09515163714430612,-0.04188585883734053,0.0604797975976092,0.004437092575651686,-0.04814638927237465,0.031063032544357688,0.02595643161626242
WNT7B,-0.002076898567972495,0.033438108729526725,0.010582301588756893,0.010983618666920205,-0.007557517546262204,0.02745089405566857,0.004197832164955279,-0.022226281065039887,,0.13212250034593087,0.023451421148877286,,0.03270392939271483,0.057314353666511046,0.05789958893281813,0.07217954163715024,-0.001364979898869281,0.09157606831428056
PTMA,0.06687388429141954,-0.09882090449252383,-0.029076991658754867,-0.006339151235576867,-0.012687734662997913,-0.07981565618652399,-0.0696779531246402,0.009339219016703067,0.05766521928698066,-0.02193265008168401,-0.10416826716222553,0.01683129213366919,-0.10064873413679011,-0.07811069100663431,-0.030559894514029316,-0.10274111619787077,-0.0429584987064121,-0.08363965823737884
FASLG,-0.0007605901185437202,,,,,,,,,,,,,,,,0.023811922251521983,
CEACAM1,0.02871539508037863,,-0.005169271914651727,-0.00934042956435824,-0.019434642751758192,-0.010526830878011335,-0.030129902120089272,,,,-0.015978953924184133,-0.04262606746425318,-0.035203576924770275,0.08596099719028338,0.033448721344168895,0.01779807176542051,-0.026997609260076057,
PDAP1,-0.0060720546649890485,0.04690425250258196,0.018649250538416276,0.03532562585088548,-0.06353137452752514,0.12553305121378142,-0.013628981508181131,-0.0005197739065370133,-0.009686801736350104,0.0012232765080096954,0.027425954322736378,-0.002085191454034016,0.03965798047952025,0.015185202441099612,0.008972695949999183,0.001624207628869067,-0.012896274033162201,0.04931333612011673
QDPR,0.03322954494516286,0.02728773610990621,0.017783494708925016,-0.023105178265269158,0.06684274568711841,-0.09313792984363911,-0.07675103224560743,0.02634626714544137,0.030083503359922215,-0.004935839459326712,0.012269728824170236,0.0572553150802047,-0.0914374667230814,0.00432765513535821,0.04914029283485123,-0.12680969681797236,0.051607001178813394,0.005366654796994324
POMC,-0.04327484740441468,-0.024429895281607505,-0.0025971734134367266,0.045410892226600864,0.008796983546449342,-0.008035377092245671,0.04156249981578719,0.030197745431405666,0.07565296868484843,0.07975016782126748,-0.0473174155555416,0.07141686563824122,0.10121402199123505,-0.023210995267816125,0.019030476571837776,0.0007234686903185555,-0.017826492091597597,-0.06130095045306709
CCL18,,-0.018575853682700837,-0.02658320618592448,,,,,,0.001494374254824248,,0.04496996387712262,,-0.024959914841989058,-0.022252103762527092,0.01294190153951249,,,
CCL17,,,,-0.005629396961426818,,,-0.012027509125614596,0.004287159692965762,,,,,,-0.01660153254495998,-0.006010504445174905,-0.0218901846612048,0.15106683914639696,
VEGFD,,0.05777004675009966,-0.0006765178224693263,0.017443569555547184,0.019856882321987807,-0.015610563804186772,-0.025455873854498105,-0.020178848234268482,0.031045004695757675,,-0.02175429314728119,0.06241688450443991,,,-0.016268857003461822,-0.023087388426986905,,
TNFSF13,,,-0.020060546808142447,0.043847128273046335,,,,,,,,,,0.023014338399371413,0.07426548143135935,-0.023474392142375577,0.031923056843376756,0.009113056742862667
WNT5A,-0.005958304851459148,-0.038035444479434674,0.10041296923010135,-0.026730475238720876,0.029046602747221668,0.06867680914590173,0.022000117890345932,0.043362269361026225,-0.025992134957133487,0.019573538051194245,0.02352828844397189,0.05497348720004702,-0.0687989344579466,0.04730585004816098,0.03056602225707889,0.06703736014838771,-0.009502800989096975,-0.004370117440972479
CXCL8,,-0.09281239740942009,-0.012600193430316249,0.03148601045603717,-0.05462110817296365,0.039972161813338146,0.036675442778955035,0.012020177708373549,-0.04654423027983963,,-0.15167540606795327,0.09818774728182059,-0.043945859849015466,0.03580565101027897,-0.0016823142096806683,0.08336449610313217,-0.015770680433177742,-0.07391088710326854
GRN,0.060180055077572576,0.05520449704898707,-0.028758034700454328,-0.05141707004818155,-0.016825399989953645,0.036346181006492076,0.017044466053522007,-0.023319897137161302,0.010493741901627841,0.02233625198459304,0.025724886958405583,0.08783346782356365,0.07724459090363371,0.026201538021405065,0.07274731505478847,0.07488404548454045,0.011819960299419674,-0.07078456036851541
MIA,-0.02952432340067994,-0.02182468133310942,0.024854401945605478,0.033637155208183216,-0.004420081407981821,0.07379801930449968,0.010644801194882854,0.06564306510284523,,0.08214531880194077,-0.0022394490918232917,-0.006241787576422513,0.0230654871019662,0.09521723589392835,0.02476212102325523,0.025521963040434647,0.008052799111659233,0.011060252314133767
COL4A4,0.030465722746157758,0.07826963341768965,0.03738521373915622,0.01305983290332848,-0.05643931202904697,-0.01729785651264216,-0.0249449364117925,0.05735093378664501,,,,-0.0018528908680016335,-0.009757189672675918,0.07241522582967246,0.037988884002797735,0.091688922917631,0.025458023062542256,0.09236577184420891
TAC1,-0.022556342911274806,-0.05340949188623911,-0.005110704659027218,-0.009115579856603044,0.03906041797482807,-0.06624812879980577,-0.13801992572217803,-0.06438026310683839,-0.07565640474804733,,,,,,,,-0.023120441206513007,-0.018887195864239124
RARRES2,-0.05039024946541946,-0.018671361807817637,-0.043433972849373906,-0.01271673837720109,-0.023803049510814286,0.1281590232495871,-0.07764868494380694,-0.020542063968270182,-0.05359989823644765,0.033371201887762346,0.10280033933124882,0.0218261653181222,0.02109241341717324,0.05211532516125872,0.07196406329224726,-0.026375456145369888,-0.012642438483324123,0.04076688807695906
FGF7,-0.05416253115111293,-0.025548038752049255,,0.0075135115190527344,0.08317675891972674,0.028178688440232833,-0.04638559348326672,0.021107872160372076,-0.021178831182857755,0.026469350988445797,0.009280410161744752,-0.05486047600622092,0.07769658098800354,0.0376927517387995,0.0553533348486422,-0.034914434176323283,0.061164139883935424,0.044216952122146116
EFNA2,,,,,,,,,,,,,,,-0.015462459819817632,,,
HBEGF,0.006414652299603129,-0.0669910353724282,-8.930127301559732e-05,-0.008354150472993331,-0.0670846349305129,0.04804746528137342,0.07992060895562793,0.025362655275619914,0.01593576198705089,0.021673489749371822,-0.11939521328119646,0.12737378349139183,0.030942836303618278,0.06767643439473811,0.047283013252387276,0.049637810147400985,0.02774007735328441,0.0035104539370324353
CSF3,,0.0008154622380103522,,0.06130358517102819,0.0416983489779367,-0.018300799247981392,,,,,,,,0.028700599642632236,0.04468398713835239,,0.004509180205920921,0.028415189510131476
PI3,,0.010292137474681105,-0.02796665370219767,0.0037715448023951225,-0.013546528424637477,-0.020606941497632213,,,,,0.00642795108789047,,,0.0009887987846635025,0.023034573228688918,0.008001140648017857,-0.04023092317579779,-0.09955207367367275
PCSK1N,-0.05926252518941971,0.059465214355868566,0.010555892619407703,-0.018270859993049577,-0.011036760910801826,-0.07538144581403328,0.007273543689469721,-0.046194605215010565,-0.06319681837280389,0.03653062333765128,0.047948565144850644,-0.03880867571236224,-0.0016538256892089298,-0.04100973185352164,-0.059169507809914076,-0.031667582982911134,0.038569913321798474,-0.06693534924137118
NTS,,,,,-0.027872809147186636,-0.02249388370388753,0.032190005852761265,0.006354891524649168,-0.018390042827294516,,,,,-0.016995999498647822,-0.018838073081131574,,-0.027420902433255026,
SFRP1,0.0729213999812211,0.011148001815117381,-0.0011250402454456084,-0.03669706255982985,0.13408356530044319,-0.0024550625732863685,0.017089938990959314,-0.027509905587581644,0.01979541072975717,-0.03267915940990263,0.0019088960042363498,-0.022570346418507983,0.0882730435771988,0.038474556226332356,-0.007917357944941554,0.036624236655682534,-0.026783710129968736,0.047875148797058426
CXCL13,,,,,0.012888300429364391,,,,,,,,,0.054033616897541346,0.026003705135822053,,,0.08219601765489792
MICA,-0.018987957111025515,0.031968964604227,-0.010080746306143413,0.052993129655260734,0.050237089849589925,0.05419027274639713,0.04712368689201532,-0.010642974213588527,0.018092706884495963,0.0754170149784422,-0.07871813461674697,0.0766881374432276,0.04068466611722328,0.07898065268225174,0.02561094241246343,-0.03592645889426655,0.07877850731046891,0.021018090850942504
TG,-0.02612300189253316,-0.0399262439709391,0.01338314898092016,-0.031433428091771146,0.05129858007781066,-0.022087427356857172,-0.01243732442531819,-0.01990879900813763,,0.04545957660275682,0.03472546529299249,0.10719969400863387,-0.040640576937340245,0.05844814972765863,-0.004848504069158552,,0.02423582475424136,-0.01561274713472715
ADA,-0.026595045437295482,-0.03772893348485296,-0.07065975390001945,0.05202476504223656,0.00513848060332914,0.0732890392714364,-0.01038224422022191,0.0034154236107918276,-0.054869116534447586,0.018720431645606533,0.06305654631022824,0.008985123656566183,0.0026900862821258326,0.03154761545393332,-0.004406051208778071,-0.03015541072109685,0.07148492464541424,0.02777147636440002
LAMC3,-0.006020330634345024,-0.06938252030511617,-0.007444543812752048,0.010782419648416634,-0.0016738167482079401,0.10413434995666279,0.07735001527065805,-0.00964302338148727,0.018853692844685997,-0.007125191851682066,0.08496249784517668,0.06123178353822223,0.03416507651690924,-0.008945615112315614,0.03679644205749819,0.034447312917441325,0.0020315933774138414,-0.0305698225925539
CCL7,,,-0.016909164824099047,-0.02863214265338349,-0.02787109641845596,,,,,,,,,0.010447231782485867,,,0.0024351394287576837,-0.059502722150106595
NGF,,0.052874310983581134,0.06761533356923305,0.04795832272978129,-0.004227986190423797,,,,-0.018390054935917558,,,0.08954709579494519,-0.0370920093033889,-0.013926780465316401,-0.01525461834602136,,-0.0580945254905721,-0.008850732130642355
TNFSF15,,0.0757892528126308,,0.013106586975630233,-0.020635665209816613,,,,,-0.03472437897526769,,0.028403151168132156,-0.0374597933230761,0.011558566083564406,,,0.017584181014480123,-0.0006249382386988308
HMGB1,-0.05678558442154967,0.08341461762786744,0.007890681287400274,-0.011055353713925081,-0.0020349546645272235,0.04990530952403414,-0.06250485340465912,-0.020571282817746072,0.05934736391859095,0.04687875716645069,0.016288028355507123,0.10136730983482768,-0.030626714522200706,-0.06544704461630356,-0.03570730825498505,-0.02991595887310733,-0.039487013685149765,-0.018940524353985525
ITGB3BP,-0.04597142635937865,0.032360798394751984,-0.00012271477284012044,-0.008160900017019121,-0.05162695734099447,0.09106086515645004,-0.014131857037283296,0.024067374814872235,-0.00599927626086299,0.08892254100822808,0.08947092893757536,-0.06005102973656532,0.017513061645993817,0.018301997322872136,0.004617743347995213,0.002029527278410006,0.035363678945687683,0.05167262986827643
AANAT,,-0.005235904946284208,0.05744682694318315,-0.008196541687635221,-0.01859396848559116,0.1481109301335975,0.030394688764251644,-0.010732837891464817,-0.01728935619519619,,0.12355476781015343,,-0.025996797581144614,0.057036127052947805,0.039722606532966304,-0.02707745614329784,-0.020530076621231817,-0.0331134553208248
RELN,0.021676242213859057,0.13660584178458324,0.028217309713272933,0.06543559276155399,0.07331963601266535,-0.032832985335374695,-0.0007268280086517085,-0.034055359056671966,-0.013907167600113492,,,0.05660422801806389,,,,0.057326433141645164,,0.004154797438771633
IL15,-0.02569525134535309,-0.0025382655204379497,-0.00204297362368263,0.0007213811744871551,0.007210773029856599,0.005556351837093963,-0.02989380508490605,0.019763350052533907,0.02579677845895288,0.10614970511777763,0.05955467700298893,0.008481015702616966,0.02362668692298215,-0.02831855710629197,-0.03772522349876104,0.056870695820489675,0.053431288536732006,0.010477427728705607
UTS2,,,,,,0.09688255645217866,,,,0.060174771449613314,-0.047348962527288437,,,-0.018588498328696388,,,,
BSG,-0.06487317119803895,-0.011692243724126373,0.02972734575399067,-0.0044825100974687435,0.005464478098929902,0.015675936617805777,0.08754710740541193,0.01318507184355952,-0.02482431322766981,0.07510526882819232,-0.026620434540215822,0.004601447734811415,0.05054027620411947,0.0725857948135927,0.057520158350125104,0.09791713998403583,0.025371711078341852,-0.02725909225262562
ADAMTS3,0.011325840033144114,-0.07172107842128855,-0.00993681560760983,0.012944931040268599,-0.04100601318266763,0.1249413259124014,-0.01722849728034874,-0.0331463414958757,-0.027762643496980134,-0.01016688692888264,-0.06416467398931189,,-0.031128518519721076,-0.02132789716754225,-0.05145319606161666,-0.00492953955450062,0.05447153740889507,0.031136711123230392
CD34,-0.03960966266114037,0.004663621610429268,-0.009910222087639003,-0.024973304672312045,0.015229261775920603,0.04187481450088402,-0.025932044184999947,0.005810844080941348,-0.06442658331904727,0.03571240398999011,0.022878541360581338,0.009367091320382737,0.051394282289893144,0.036792565393824105,0.018208973756712248,0.04685157166344878,0.02868645101168875,0.0156626511734473
CCL23,,,,,,-0.018783274365462826,,,,0.2159370857621636,,,,,,,,
PLAT,-0.0537509712024697,0.022556833604833983,0.02019504913229349,0.004737657157947862,-0.008107229792652966,0.039406094475903174,0.10727271719358661,0.043958644152291185,-0.050793685917246416,0.08501096499125575,0.1638666647159071,0.02149604935932867,0.01837132245118314,0.013771404814077449,0.02393863161804157,0.09110100321273441,0.05608318945962716,0.01511752454491791
NTF3,,,,,,,,-0.029419292046025156,,,,,,0.040229554755848614,0.05139382161899423,,,
LTA,,,,-0.02857614997966149,,,0.03372885231208055,,,,,,,,,,-0.01184806927577885,
CKLF,0.05838877275472239,-0.04051803580955618,-0.04117928007030611,0.03315572828122325,0.019480579034732257,0.08593468166979608,0.05347933869893974,0.015942781011739567,0.0013830598741641047,0.11345988493035343,0.010506046884351111,0.07600765159131465,-0.004410213717306421,0.01749294342285464,-0.00911987950756099,-0.04770449331911125,0.046013037944324764,0.11300461580796788
CD24,0.005274841531998339,0.05642660415491491,-0.020191968834168947,0.022206333593841294,-0.004379385371952341,0.09311622904702999,-0.0546988355916106,0.07366028465865662,-0.02253956095245094,0.07002009455338624,0.20831921816716334,-0.08867940960076608,0.05288857416301306,-0.030938911300113114,-0.050713107773511304,-0.044375272262873876,0.04648859604766809,-0.004252295861304464
HSP90AA1,0.03723596384042678,-0.10562420908013417,0.012645306669502067,0.029281637314129486,0.0776528708667434,-0.06846184384583928,0.0020501568317474,-0.025647445946215222,-0.03165779300365576,-0.06011745191147075,-0.22609184389831863,-0.0435426374951027,-0.09961155150219785,-0.01016472161415061,0.01081720354873956,-0.05185551917615606,-0.098284261670589,-0.10358307910124508
BMP4,-0.026884361364279147,-0.05174748369461683,0.01910324543135556,0.02744962629252518,-0.03608459948701422,0.014872804394942716,-0.038243737160504505,-0.034295737136294975,-0.027576898290926282,0.14080968076501518,-0.023655644270445364,0.019995664645571686,-0.0058449465868854735,0.023321440625315094,-0.016238914985916817,0.022104144099850828,-0.037873166512481536,0.024494995790043477
SCGB3A1,,,-0.016909163133205157,,-0.022143121048323233,,,-0.019357867503593154,-0.03043410529529142,0.07293512712978294,0.0037434875338813022,0.029225427506513788,,-0.014800726025922594,-0.01511808345069169,,0.020070221092335933,-0.01743079274717049
IGFBP4,-0.015993643187630576,0.008247106023880213,0.03142159191437159,0.020942252676273938,0.04872082862859626,0.08380718220057637,0.09781248938509796,-0.014053617179315327,-0.04015973238279029,-0.029543212519407842,-0.004950337272236388,0.04814163693062472,0.02439593846641604,0.0023833856985686665,0.033518575099603556,0.09422625213239977,-0.00014587755088170845,-0.05200761275679489
RSPO4,,0.03290033238523532,,-0.02080423241372982,-0.025556761168415786,,-0.01276405885230619,0.09830759448806115,,,,-0.040013554406396236,,,,,-0.036441591057738164,0.055867451022074355
LEFTY2,-0.025864716501270237,-0.03893965189990147,0.0074513446417552795,0.01186422641184608,-0.030190611368605652,0.10661808389850663,-0.03995356483620933,-0.021226135364808375,-0.018390054935917558,-0.04290256195440137,0.061092271050049565,,0.07031535102299792,0.059291036712690724,0.07408748551906368,0.07598917582715556,0.04945765436584424,0.003920794935398213
PF4,,,0.0022447112311402484,-0.01211101915824295,,,,,,,,,,,-0.014172414940826683,,-0.027630382781498986,-0.00064768631448529
ANGPTL2,0.049547363641828754,0.019683019437949777,-0.011028032520315992,-0.016426739586693224,0.006064100857714304,0.06919186897232162,-0.004136588081225913,-0.023014371309053684,0.005011713073487271,-0.007903823535099226,0.19862718791553882,0.07888645458855716,0.0690486601001753,0.052281418250105724,-0.030968920178081706,-0.02381409474838502,0.02123033419401191,-0.05164246020752187
LRIG2,-0.04655581927904592,0.050825570356469986,0.016200498783679296,0.008641945977458076,0.004009791474188467,0.03830241648237842,0.023116597952883688,-0.03539814613512703,0.06335896773326774,0.041652665236836056,0.03417897864590158,-0.03767318132818504,0.06808015002234113,0.022606759641326968,0.02974107949468782,0.027798969601989906,0.062265804449613944,0.09545844698004892
ICOSLG,-0.05260696808442728,-0.04489721964605077,0.015365406448672653,-0.010379718946574865,-0.0491645493764714,0.017019107389825972,-0.03235927483228664,-0.028363992326881717,-0.0059251161793517255,0.06645828566859081,-0.0682827235476896,-0.01941531600079882,0.024403812636010064,0.06456706942744807,0.03648761781105665,0.005018748146760171,0.07817180329077396,-0.01070800043154583
WIF1,,-0.0012180749163242378,-0.008959365585232823,,-0.022791853381634097,-0.03941855558727289,-0.018711822621941317,-0.0364274933586548,-0.04212639971237721,,,,,,,,,0.05551083839920723
NPPC,-0.062033096216790325,-0.07194066740224095,0.015795146128472645,0.02167992330227652,0.046376896964784635,0.04857016739654461,-0.020831408229135828,-0.016005354157788473,-0.045657290592315936,-0.02895011028456556,-0.029807644871851842,-0.005796776845847965,-0.03112845873553724,0.059836758743002025,0.03837784942216559,-0.025688609049076782,,-0.017878753937308846
LYZ,0.002441059896345234,-0.047808559344214,-0.024583279931562684,-0.0012514334270573313,0.04115659674412312,0.07510630006609814,-0.02017151549989461,0.0037939474878319565,0.0025579364112197542,-0.02162735889244567,-0.03370440487805251,0.010346212936680376,0.06598350017022589,-0.02331475961792028,0.056816037984424354,-0.026063199131797464,-0.004975221106215121,-0.057244070966764614
EREG,,,,,-0.035964426803741525,,,,-0.018917992249515795,,,,,0.01861740470609312,-0.008066578705634155,,-0.04172827820339877,-0.037657590367899174
SPTAN1,-0.031120199829985987,0.05152181371613873,-0.001844425174747981,-0.021919708128582203,0.02953517485859543,0.01107929930684695,-0.033418588770409374,0.04183689422740791,-0.055056156281865554,-0.021121617535442956,0.08524138504723894,0.003648414466223455,0.04429457262194104,-0.004119989573170915,-0.008097455689140462,-0.01088868711477128,-0.023011668779234842,-0.004825684707294327
LIPC,-0.005257836985063477,0.044930708652423434,0.01019461088363197,0.03963019489188558,-0.024743151213271666,-0.016588690086760678,0.006721128131316397,,-0.017560781861258066,-0.03069862850419311,0.07210277165616957,0.0710038485242642,0.015536607465986344,,,-0.015289052200861518,-0.02210308073670823,0.036304763962578826
COL8A1,0.040266240023427706,0.001626470356803705,-0.021694309505996306,-0.004873014766020463,-0.016005463228359787,0.011316250344411836,0.05557220410487029,0.006396147283765465,-0.042934603325517025,0.05243558335930603,0.03388468370557686,0.08738618371637266,0.023111061117432233,0.061096285965629805,0.05628627348858731,0.05811075989585296,0.08073998214133403,0.09420886489740884
