,UKF243,UKF296
BMP1,-0.046857388100106215,-0.04128052877278909
NDP,-0.08181840776275916,0.03159823313772569
TNFSF18,-0.02181210346205655,
RTN4,0.0062710795612160326,0.01661683273619955
HEBP1,0.012046098744718256,0.023701495683800155
WNT7B,-0.05090969194744337,-0.01333339825736372
PTMA,0.14770886022418508,0.026734390553222725
PDAP1,0.0446620426973774,0.034553202855368934
QDPR,-0.06371502098571623,0.0018244257229354795
POMC,-0.04118489148603399,0.007247140265594407
CCL18,0.07359948152038126,
CCL17,,-0.016503009318309492
VEGFD,0.003657715198019825,-0.01210515691289444
WNT5A,-0.048377645206385454,-0.0316892092120366
CXCL8,0.20130828558356506,-0.011272848467008515
GRN,0.05884263365760109,-0.06479702848278894
MIA,0.08331379210423072,-0.013767066666109003
COL4A4,-0.03317823661127719,-0.023127577140570805
TAC1,-0.04155315474827633,-0.002118404397462195
RARRES2,-0.0020330538340303157,0.01278607784424859
FGF7,-0.07462161203351461,-0.04119336905289246
HBEGF,0.07101381038763643,0.03684241606519345
CSF3,0.1279815208628024,
PI3,-0.039304537719781596,
PCSK1N,-0.14044741062596794,0.04462118306605636
NTS,,-0.008931506992768628
SFRP1,-0.051227606770363726,-0.016503009484508353
MICA,0.0004729318860458781,-0.032839178498724586
TG,-0.026448329277413907,-0.01194315617734363
ADA,0.04069066723622417,0.01071017875252902
LAMC3,-0.018771424549887603,0.0018458469080205365
NGF,0.011242941840449876,
TNFSF15,0.07216968284448713,
HMGB1,-0.023081201570683853,0.011103924499096748
ITGB3BP,-0.03326633364509714,-0.043406781424050245
AANAT,-0.03426045394659978,-0.013767067431868401
RELN,-0.015390898029272338,-0.013172286331817426
IL15,-0.033614554886018486,-0.029589939648841452
BSG,-0.0874114514968411,-0.015823083772212136
ADAMTS3,0.005590754404198603,0.016796208262890893
CD34,0.013261630432508373,-0.003683395266772024
PLAT,-0.04062319854714592,-0.0017838248566473345
NTF3,,0.003577462533617228
CKLF,-0.05839820807158166,-0.008764917199614893
CD24,0.012245167683202246,-0.03377590456767977
