,UKF243,UKF248,UKF266,UKF296,UKF304,UKF334,ZH916bulk
BMP1,0.06072100637703095,-0.024216513896828933,-0.07867253753770702,0.003895152054711356,-0.08390233408018687,-0.03481934156074019,-0.011155301057003469
NDP,-0.02817833745046088,0.053626934568897215,0.03146244958408277,-0.010161713759427279,0.03000223000165409,0.03522064667826688,-0.0041689907902236365
TNFSF18,-0.0174152233013466,-0.024469142389302617,-0.020025628952395416,,,,-0.02430872834009309
IL36G,,,,,,-0.012722254220141085,
RTN4,0.14812018745591804,0.06695859111327788,0.14957156545251615,0.08141687482491486,0.12593183338054947,0.13162057486797232,0.02921058352844713
HEBP1,-0.008231955002690793,-0.04829880446237771,-0.01651168578661922,-0.01080767085355196,0.0038111331079729795,-0.008321322471730225,-0.024446300076314563
WNT7B,0.07997479377825625,0.023179374234883525,0.006144757724195228,0.08499397609514735,,0.08249366980338384,0.038914449411751456
PTMA,-0.03778995188713816,-0.011532774594958665,-0.0936594300746881,-0.04761340410219314,-0.17187166827778663,-0.12739079068233555,0.04227627790440205
CEACAM1,,-0.015573938536887696,,,,,
PDAP1,-0.02995870359718967,-0.04051691549534072,-0.016950901149782847,-0.016333229617361365,0.03326580235535537,-0.06616147628617035,0.0013610305647609074
QDPR,0.10173823370255082,0.019729357719132846,-0.0579525954315435,-0.014765431027731231,-0.1464912741090887,0.018179777416230423,0.061913741194459464
POMC,0.04107492552955273,0.011141720245747267,0.004419189380931143,0.03754538563170481,-0.07674673775979098,0.07857078877222845,-0.03589144344979637
CCL18,0.0023600225635551086,-0.019434803805604008,,,0.0410775025765977,,
CCL17,,,,-0.01451083039291148,,0.10594133483784486,
VEGFD,-0.02631453631077353,-0.001879127322285705,,-0.010643869578847496,0.021151285274870032,0.0964995349447931,
TNFSF13,,-0.014666131268086748,-0.0001703371575992871,,,,0.15380959026980276
WNT5A,-0.05812300878256062,0.0045987877680596844,-0.1181915088003521,-0.060434359460105794,0.04176806646326445,-0.023513227860199964,0.025581877391965064
CXCL8,-0.11001422619350823,-0.01685546018560448,-0.027624661249979414,-0.00991203416265835,-0.054104652761217724,-0.03744984819101559,0.0362532618128365
GRN,-0.03485125935044212,-0.020900091790286564,-0.08124019044182548,0.04173120281724512,-0.0881566309828029,-0.015983519360778235,-0.0022854553981259736
MIA,-0.024067200779722908,-0.011581462352570859,-0.03511633945993282,-0.012105160067877664,,-0.017058799682160918,-0.04844219071651076
COL4A4,-0.026490173235031365,-0.023341041467297128,0.02238819190035917,0.03437011485306771,,-0.016547668557784213,-0.029555653615902948
TAC1,0.09331764025607932,0.09385640828591132,0.0591697586133288,0.04275412763828862,0.08188322212807063,0.12340254257658564,-0.03869074662215051
RARRES2,0.08687417204966139,-0.05023747709853893,-0.010431184752073662,0.014737659883012937,-0.004615212181046392,-0.051909372006917844,-0.01298940091997541
FGF7,-0.05564041919518189,,0.03219476501887326,-0.01530763081479856,0.03583918289275462,-0.0070360595534985524,0.03977825814620731
HBEGF,-0.04764950757202684,-0.027360536685773297,-0.042617653735539426,-0.015775315684595705,-0.07203611286865691,0.006811844098991225,-0.0035098903604177923
CSF3,-0.026490152262682084,,,,,,0.0030396484681343727
PI3,-0.031381535592700655,-0.020446233008916435,,,,,-0.02226232482188492
PCSK1N,0.13393804932218775,0.06290017696026451,-0.006763258151941623,0.0712287975511155,0.15174254068795676,0.11610863246195383,-0.0063212618630869525
NTS,,,-0.022557343678426107,-0.04022989201500133,-0.021377233557252864,,
SFRP1,-0.009112231633798777,0.01693926120661485,-0.012205262482281798,-0.014510830539047462,-0.0707752784767954,-0.03318635818421359,-0.038786237710430875
CXCL13,,,,,,,-0.02521753671857425
MICA,-0.014185148215405728,0.005784167220415315,0.029025490516310228,-0.013950026476008673,-0.005283008094298801,-0.025992501260614153,-0.07917743236308081
TG,0.16634854071710745,0.05584635642710294,-0.026037121020143293,-0.010501424940311381,,-0.017458094821157705,0.009073256621359892
ADA,-0.03122841498894332,0.012978778407623534,-0.05086607350085059,-0.017055158628221486,-0.08614866663475618,-0.053199942360308214,-0.0653042371870306
LAMC3,0.06378280439576263,-0.013954841248334533,-0.08238942303046222,-0.03931496953742767,-0.044333552339568524,-0.015797464617380016,0.012915562202883169
CCL7,,-0.012362177029157215,,,,,0.047557988917886596
NGF,-0.015261729740803948,-0.021225244064647805,0.02114373977495052,,0.07677968455615279,,-0.006005501732461942
TNFSF15,-0.01888066440523244,,-0.030168973173116904,,,,-0.005125655635821142
HMGB1,0.08049648864443966,0.07224683067218393,-0.046784480089719416,-0.016362492278999507,-0.06878546120239064,-0.043436512146322215,0.10287324388560497
ITGB3BP,-0.10837815363472753,0.007208178275605055,-0.10511281873689089,-0.018449101204905005,-0.043268210133529085,-0.09662414013513215,0.04490442834863528
AANAT,-0.005707381801681086,-0.017935638095383677,,0.03511886508272627,-0.020097756645280195,-0.015589989696680868,-0.018983006448916147
RELN,-0.026314522652440102,-0.020989324854527626,-0.043904835309486155,-0.0020918449813166914,0.02091161207249644,0.02196450082673651,-0.0024570918223114453
IL15,-0.0046765592367060725,-0.0018982836731659132,-0.02146701793740351,-0.026017957531203076,-0.041184792516264,0.07900593547172145,0.07927975472000862
BSG,-0.06777502126910767,0.05938601255272211,-0.058046703962232334,0.020436004911842894,0.09074497229494895,-0.07214192041240773,-0.0017376850559780112
ADAMTS3,-0.05005844765377445,-0.006934641885073072,-0.03457715575916962,-0.013563505987862998,0.19423541356255106,0.01960154925090708,0.008518030449518215
CD34,0.06918145553308881,-0.050407035086213955,-0.0310277237741614,-0.010105650938093425,0.04775296545237049,-0.03348471553878888,0.04390454235753898
PLAT,-0.020009415272139904,-0.0027119158331175165,-0.09514516791057447,-0.01499395908316907,-0.022892423043506478,-0.07635602151684268,-0.0010879647724087386
NTF3,,,,0.009652750192405374,,,
LTA,,,,,,-0.014458996670894194,
CKLF,0.054566702698843894,-0.03384247668345656,-0.06521784468024852,-0.056929825338099545,-0.07120867309582542,-0.030108215954407717,0.047636944406032986
CD24,-0.05513383211670236,-0.028535149347325497,-0.01360844373429927,-0.10093657079679146,-0.014862609197217881,-0.008462450314272415,0.04723178228358048
HSP90AA1,0.009301218131188841,-0.019451246306977133,0.08059977718561082,0.025616122181228728,0.17658657994245305,0.13146929895426038,-0.0030565758497374017
BMP4,0.039906270674805226,-0.008756610962313775,-0.08602382346209762,-0.016275540350179692,0.00028393390297367895,-0.012320558552765884,0.06286492610756206
