,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
CSF3,0.07430807707844622,,,-0.008017465826775432,0.021988225387671527,,-0.02196295323830437,,,,,-0.019085149852977542,0.12146298574028173
PI3,-0.02431911868467898,-0.04409275880652916,,-0.047072325596548996,0.07014341412390217,,0.006970522533968147,,,,0.041077360537041765,-0.030490171221854132,-0.015964899984619224
PCSK1N,-0.06692898236784645,-0.023564358262695578,-0.024199502227987685,0.05093763718504108,0.0010903803786167527,0.010080420974671255,-0.039638896941246934,-0.0006754585636455991,-0.08230909942320552,-0.043932593059480975,-0.08003636283717842,0.08322638260201409,-0.0338027376281945
NTS,,,,,-0.011949272084458985,-0.014577703405028382,-0.013073600226761307,0.015300639168994698,,,,-0.013284433541163869,
SFRP1,-0.051227616448235876,0.019145295260922072,-0.005305306647287502,,0.02949557640454548,0.05875602181067704,0.02674122048869701,0.011806026939454088,-0.03011403984046908,0.011256711782392907,0.02166568455823957,-0.02760575545579857,0.02116605391418834
CXCL13,,,0.006215861770346602,-0.01971360111603595,0.031520699632853394,,,,,,,,0.08648890221388003
MICA,-0.01493585108157548,0.08160892808709007,-0.023683235684609536,-0.003569351655823803,0.019683237802458953,0.019904615411033662,0.08013559669162969,0.019670473209897742,-0.03851166473641763,0.003859139913961267,-0.06474335045533879,0.06699195132564643,-0.03962026536532551
TG,-0.026448334274007845,-0.014621735258365917,-0.02814100636834819,,-0.03371099223099727,-0.016826512605537518,-0.012254088400317739,0.06405872532925194,0.16779136567107136,0.07847798182492852,0.12892064886098686,0.006387085350400869,-0.029363585858111295
ADA,0.020574769180409503,0.030665476206862653,-0.02207600612604853,0.08865398274359826,-0.04025649650385958,-0.010235773252128811,0.1207131682034844,0.04723091378843534,0.022228212899579707,0.09461472738595739,0.021828227478849768,-0.040106252576857716,-0.055061886766287683
LAMC3,0.04206351316272675,0.06962842639912331,0.04520904924920515,-0.017970173997181264,-0.060725224491123844,-0.048068681285779444,0.10847257407249147,0.06302319923576272,-0.0007602091485650014,0.11331004203186537,0.11029705265031096,0.01828011329954743,-0.023470177088464196
CCL7,,0.0003697045500260437,,,0.06918997908953672,,,,,,,0.0007307967859494708,0.05153317886513046
NGF,-0.01911491373067684,0.00989859556025807,,,0.04258912902513297,-0.016057006182813964,,,,,,0.03148969631864604,-0.037228831725437894
TNFSF15,0.024994613066626273,,,,-0.015461992052605015,-0.01949672573249733,,,,-0.03472436649870011,,0.04818500466909646,0.06701137392655127
HMGB1,-0.03136319715313579,0.023227109873660726,0.007474262341703404,0.0011941809748690993,0.02054843182923375,0.06791870417357151,0.08887601033798449,0.011516122379765658,0.0038748499597412215,-0.05501368805629576,0.04023609328633191,-0.09930639606813352,-0.004769235783650062
ITGB3BP,0.06995875759355771,0.033992280778153944,0.021723509517744294,-0.02109539611500649,0.04844658180400924,0.027702587346499847,0.07841144583685238,-0.023595335601308644,0.07925303785974833,0.003729038542404854,-0.06508121500161825,0.030788327783281853,0.03556686315992063
AANAT,7.503867717117955e-05,0.01854133188521741,,,-0.013932179555512065,,-0.01981117818064645,0.07725850436397581,-0.02599641889224952,,0.01563314208519818,-0.0008642289505716269,0.1324565220697021
RELN,0.03565892190986269,0.05744286730503713,-0.023455657448359087,-0.030574255258047977,-0.02040617118368821,-0.02870565970770996,-0.04429342147196833,-0.03130092306626076,0.01832154216327205,,,,-0.06814259147658923
IL15,0.14729161903493987,0.007818436225226166,0.0608466413943077,,-0.025431545826603667,-0.013873079425623542,0.059118512048110465,-0.026242782598570553,0.034602900269140265,0.004268359463592723,-0.014903565950782996,0.00781844057006872,0.05341229069712959
UTS2,,,,,,,-0.017488845981361897,,,-0.05199709385674658,0.09661147028243922,,
BSG,-0.06902274800835043,-0.0019704886279615064,-0.007757161864036338,-0.0031431957440777496,-0.014320529558628121,-0.007985916672441156,0.05924871765753507,0.036285482839832725,0.05125251831913199,0.09760665054456028,-0.07212139666825255,0.018880786957911014,0.049705021875857715
ADAMTS3,0.026565086269506124,0.033178943572845995,0.032675995414138855,,-0.03290945371137555,-0.02234551764748451,0.14472815478273332,-0.012535535209913393,0.004704971983873606,0.10303344683574729,-0.013256812479550463,0.0055108416745998125,0.07726193285113166
CD34,-0.02107451055529922,0.042970520293044406,0.02435590264753124,-0.04501651994357057,-0.011371240873897926,-0.009489602740642714,0.052103438003216235,0.007239302656910814,0.02022476160763681,-0.017142126313310857,0.16141913896823903,0.018405553592322786,-0.04732532415952654
CCL23,,,,,,,0.04556638170720467,,,0.05846301065133802,,,
PLAT,0.009082676003602255,0.013428470497664711,-0.007751473967254698,0.02715459714248141,-0.04104690678106434,0.03629664027190473,0.11287875503192416,0.020102312313708664,0.039972201434650315,0.05705093900929013,0.04958862767405749,0.05458372151739418,0.026344270861954025
LTA,,,-0.020694984537279335,,,,,-0.019555330216701878,0.14541963629843255,,,0.0007703600684977226,
CKLF,0.02903940651045654,0.0012010442790203449,-0.017779028980435752,-0.03654258537786975,-0.021071564103572013,0.033846843359904094,0.10582952050381879,-0.010991242806747261,0.05194806894081029,0.06809997724069397,0.07822306251293001,0.03777289563819764,0.08686327378362711
CD24,-0.09914556192650849,0.004235683431291588,-0.023386073370129674,0.029121668655801066,0.02246864107215001,0.03798437336716651,0.06425364779107855,-0.039473254544610814,0.03891735638632798,-0.009351582894112396,0.04118791788172415,0.11659209674982449,0.03823567116844974
HSP90AA1,0.038453165111891674,-0.014688453663202915,-0.00967105124836481,-0.005264709780641217,0.03583269489049529,0.003496415093613741,-0.1110732541476498,0.032536490187793914,0.0033266140221714967,-0.060404689723281925,-0.007795137228726946,-0.11209071619410019,-0.06662826205631447
BMP4,-0.026944988683059508,0.03452333459691776,0.039684062666461205,-0.027780000930653165,-0.027037645010068823,0.05192456458461236,0.021992400932140308,0.010058730844028937,-0.020544619166257678,-0.032894585635207856,0.059577582733547366,0.0488324617731913,-0.007258635408483782
SCGB3A1,,-0.026659308603448742,,-0.029019912383085104,-0.016591505928588733,0.02557919334854005,,,0.022285340289290363,0.07137305928087116,-0.0013908255902144021,-0.031481982470860655,-0.040306682384572835
IGFBP4,0.021977676686114545,0.07286658292357152,0.028833698340913882,-0.03587522257693588,0.01135366209689559,0.020498877467565332,0.15034721445638166,0.013306305511220137,0.007218443190373388,0.03326135288245955,0.19345082732566318,0.031499441679420946,-0.032201588919684526
RSPO4,-0.023350826855136057,,-0.03345580608836862,,-0.019149294876541618,,,-0.02274403954022554,0.08200406178544214,,,0.008584281030897643,-0.025292352958791592
LEFTY2,0.08042727752072854,0.10915166821413878,-0.020949150434264614,0.07622998441354158,-0.029722665750407315,0.019982788972203444,0.09881177589661443,0.003609083728834076,-0.018713714397321547,0.034121271923449874,-0.0019433559506279428,-0.013615553554037488,0.006576120174601528
PF4,,0.022496995036486486,-0.01882490117924077,,,,,,,,,-0.02847841417469294,-0.019812931232546398
ANGPTL2,0.03256945658489969,0.05349776349941639,0.031058820344667833,0.017668109986116242,0.03562964878636543,0.0318552674271497,0.06821375635815094,-0.019017793146008707,0.08239011687396446,-0.023727909365379586,0.11195871121772746,0.029324228131808128,0.038155536224227043
LRIG2,0.00545639025249663,0.0245760074513093,-0.020446379406678917,0.05870526954718768,-0.03950333849549594,-0.005420075040512789,0.053096416807702836,-0.03891669758876954,0.04372539863444615,0.013979250776836035,-0.12586031839074757,-0.015251949841700242,0.00028617476288391364
ICOSLG,0.0733183884553348,0.036594445158802474,-0.002151692972521686,0.10267890464815316,0.06072968012446476,0.0975293534010826,0.05772653109657478,-0.025968014791523445,0.015817658552029615,0.019283840458525103,0.0029766752628850772,0.04534686373060287,-0.06316250916101501
WIF1,-0.05434110610584519,-0.006079793231624955,,-0.047059100837965745,0.04616059736886941,-0.03356644382564849,-0.06154708125366735,-0.017551036605091073,-0.016727104424231563,,,,-0.022611394062726067
NPPC,-0.04765564275804666,-0.01618230501319659,,0.022070329390689317,0.09767605078646623,-0.03397509754935357,0.021288695777894856,-0.017496265673856197,0.0696965330485455,-0.028950099882709048,-0.060493349103028726,,-0.005908050166771451
LYZ,0.09203822288860483,0.06078141395065977,-0.038885653473201665,-0.01750057611903362,0.02205469937511359,-0.03019748957272637,0.11244559071228165,-0.02594669945516552,0.017547459410196854,0.017616368786428967,-0.03217287851858144,0.03366340652766168,-0.01176513053245841
EREG,,,,-0.021005731505394854,0.07545848030563754,,,,,,,0.007813376855928936,-0.022810553088558033
SPTAN1,-0.06210245883523119,-0.015244432970700585,0.01035796713575911,0.02917596248247826,0.026393351878314483,-0.0057499144701799905,-0.027751293799476735,0.017754101749008003,-0.023985574804701155,0.030105582250009998,0.04544376024070514,-0.020462957089252647,-0.03663065700742156
LIPC,0.015191445006830971,0.006914694855649423,0.031023620619555194,,0.02265555947532917,-0.021513588945981824,0.10181882788669609,0.003730185654238046,0.03474871398388698,-0.0052804749163431865,0.006625468188955806,0.16292379471342075,0.07986683650234394
COL8A1,0.01803711040080757,0.057421591618696415,0.05479944558878749,0.014443104427379493,0.0036694757649912853,0.0476594572741218,0.024505324446551315,0.008433352629761826,0.06483510069656065,-0.025283059774209433,0.020943712734851308,0.13201317451311795,0.04790098078943299
GSTM2,0.053399194022571955,-0.025410130307934015,0.030964954662108392,-0.033685419371403624,0.07550323242948352,-0.011731556700736305,0.12819614830581222,0.016253702088808667,0.039238218561885974,0.007065440137624529,0.0016283965250817587,-0.03339176814195884,0.05392326318324859
IL4,,,,,,,,,,,-0.04169039966748649,,
SPX,-0.04969661466244723,-0.015292462347313119,0.020510849950299576,,-0.01758705850840284,-0.03294975333273977,-0.06327255994920776,-0.02202146387595894,-0.0435131279984808,-0.03837891081503486,,-0.015787300569132967,-0.005488511468626112
MFGE8,0.026200671852241165,0.00931702271509634,0.023037345401029467,-0.020628018441321533,0.029090920417420212,-0.011981388376743552,0.09366845993257746,0.03288956324736306,0.028526478027246848,0.0008816883594644728,0.06282443027131612,0.0014684481680391638,-0.05597985562782096
TGFA,-0.02999871314326064,-0.0017709110059379233,-0.015706476716363865,0.011682472811267912,0.014885305334268663,0.03864792266679526,0.07870028100581283,0.033961924282628154,0.05904854022427485,0.018130690984736665,-0.028452837946973508,0.09950064826132508,-0.05153752777571808
SLIT2,-0.021941977692792602,0.04507171288162579,0.07342555932378238,-0.02156963561474635,0.022115060519473876,-0.0119137947775137,0.0027453346206201203,0.011117178257703107,-0.054233735006109306,0.01618457878811273,0.06449127311553601,0.0611593039243195,0.026328417938150796
PLTP,-0.05011847843922105,0.01549839941882351,0.03231120963536038,-0.004086031825826927,-0.004884893856801082,0.03356520776977867,0.12737175980170382,0.04124292848888241,0.0354901068255073,-0.06585731742959786,-0.09285207007544317,-0.011297756400127605,0.04635195303291568
APOD,0.013981530340151668,-0.021999718645539866,0.011542471998690962,0.06457951484657623,-0.0369408386887201,-0.06637324822550782,-0.02731271102148939,-0.011275571331625734,-0.05922877064417042,-0.07059138942481451,-0.05799227304415824,0.09150951393868377,-0.01582250314136484
B2M,0.008354064267360864,0.10618521367282566,0.0068613514992330316,0.025039209966610843,-0.07077598426200425,-0.029034947843133704,0.12545870962672273,-0.03119118799126076,0.06727582015333214,0.042931898030773075,0.10127588162637687,-0.015686585420239985,0.06394375879235836
OMG,-0.010851566079257163,-0.029274167134687328,-0.0472057339689849,-0.0021283637191134496,0.008920088002036903,-0.020895741154683962,-0.03957278818775586,-0.04640206389848715,-0.048850311364830805,0.05715694006330013,0.0936826429907065,0.008147965543573391,-0.05849647008567629
CXCL3,0.04567177724654161,0.09380536646719743,0.0558429920363365,-0.040644015890762705,0.036829231407216785,,0.004950342277971066,0.042054360577606927,0.10203118945083758,0.0737748591947314,-0.05461119381699279,-0.019351260601093045,-0.04207092840618227
CXCL10,-0.029540015142983517,0.031087915864662658,0.08476275986496097,,0.0015178724483478248,0.07759003341479682,0.08239420555153128,-0.04385375319205267,0.020777684725366292,0.06085399475708684,0.10603770428946076,0.010837850282368385,-0.04589179010251307
RSPO3,,-0.016122659111954322,,-0.02714929662581402,-0.018539657803503154,-0.01914019219586712,0.004418145223198078,-0.02548019300806312,-0.018144953021522563,,,-0.020295467149009927,-0.033576320058292135
CORT,0.017362313902521097,0.04557428451878519,-0.0032460243187862016,0.010294878130088003,-0.022500673958539368,0.041426217274880266,-0.006182608816070251,-0.010536159653372032,0.024925231171506128,,,,
NCAN,0.00031001867495843757,0.015622116902215167,0.018174143746818867,0.03444142709235187,0.0005778125095801887,0.01783809677532143,0.0484053193786985,0.053947637368286415,0.044097950788475455,-0.06093266668147082,-0.002243408993009969,-0.0343774791050408,0.004031101038936578
PRG4,-0.03573008688398363,0.003705017217529799,,-0.012668694456383838,-0.013274328426517915,,0.04059587510115516,0.010241126976792927,0.041395303452525636,,,-0.008715881081497972,0.1574761674907216
ZG16B,,0.03756791125298683,0.03586082011404838,,,,0.05603068820328058,0.020438836442556837,,,,0.007694399686905212,-0.016902462351858268
TGM2,0.03999381023232396,0.01633258606422766,0.018286727286642254,-0.022958664114456427,-0.037589406793354055,-0.04884764074215785,0.11678223199330166,0.007370798794567905,-0.010094124724385383,0.07052714737265248,-0.05292439588742323,0.034590884607645006,-0.015295930053104256
VEGFC,0.01917959734539631,-0.04369737777432478,0.08681096562913325,-0.026743787524782302,-0.020433590135654548,-0.001611298305853375,-0.026890227492740424,0.0076097849426327215,-0.021650191374449464,-0.01701599329968011,0.11615360651886768,-0.0008409731214571867,0.03029354871919045
WNT6,-0.03251461023751046,-0.04301420937578402,-0.020949150984064663,0.018640867183353376,-0.018290746591783383,0.0379012935777226,0.09014049477460719,-0.017908366263180948,-0.018895193763499164,,-0.05286626145794409,-0.002945276042130431,-0.017465314714099567
NRG4,-0.024231040959027134,0.07522187808347469,,-0.020349857243275933,0.05707200258902078,-0.017419544475835685,-0.013453161914676296,-0.029851945705704295,-0.01217233991071296,,,0.06212554944607311,-0.026265154518741684
PMCH,,0.022153082139511043,,,,,,-0.022744038442579977,,,,-0.014097453423204254,-0.033636310372841594
COL9A1,0.022142449411542222,0.055398309243158084,-0.0041814121455735695,0.0088490513427692,-0.03686000861849744,0.036577218945856096,0.05745071902561728,-0.04164516938645695,0.042773714759220725,-0.046398874738288666,0.08406984504278336,0.04107445101924826,0.10604131732840093
GDF11,-0.03380400803165696,0.017576016204680328,0.06316535790752706,0.04546592718593748,-0.040943957118908074,0.06503498394548488,0.0833767965844266,0.0073404984931609895,-0.0027527141645959236,0.025264960953163825,-0.02523352692412057,0.06626149638685752,0.010779633661189806
RAET1E,,,,,,,,,,,,-0.02226398575454133,
IL24,,,,,,,,,,,,,-0.02936356899672065
SORBS1,-0.053080331079313724,0.08183823509214108,0.015263740402631058,0.03716573469176062,-0.02497266649157086,-0.0012430512250273086,0.010010938577534137,-0.003753981949063561,-0.0040701646359189115,-0.027983792755148146,0.08391035787064886,0.07284068379641853,-0.049885456438575136
DLL1,-0.019583416051127612,0.04086603709414202,-0.04668945027476459,0.00782878654426533,0.06798658200779874,0.06498660472820833,0.03435861733161007,-0.005258270043689587,0.07129631185469976,-0.042600306721994566,0.11409693002382172,-0.004771076624332438,0.014957872565521148
TLN1,-0.005818004041281123,0.06061238661306421,-0.004419277820677499,-0.07289453559291488,0.029622309450930567,-0.01654166554648888,0.08770160897957997,-0.0632675653239196,0.04365930594194064,0.07916324058764784,-0.014037399050895068,0.05639556093945977,-0.04630860433275602
COL2A1,-0.024802066080305968,0.0794853871416072,,,-0.011855989024320794,-0.015415897649113037,0.01844561606075939,,0.02204761634277947,,,-0.029536764380296048,0.08206018123006815
SHH,,,,,0.04643478495221451,-0.016826514404353454,0.09815770175768566,0.010287692960559584,-0.01682397260048104,0.02980291933956312,-0.0038877592415327137,0.020950537450494727,0.061267115963027356
PON2,-0.047325817763327185,0.026567812477763488,-0.03687396414971397,0.04747852095905163,0.04613470822155696,0.01416872483620038,0.10623551743727624,-0.007265447592068812,0.08095682687161145,0.0012605275474929913,0.05594305178750878,0.07726141075488688,0.0999538788206079
ICAM5,-0.05779368895029307,0.04196223113575069,-0.026966262155601717,-0.029019914436821316,0.10460927809855775,-0.04575460308685325,0.0036990072833210656,-0.01076775959731855,-0.0328563097086599,,,-0.0148269302090819,0.0007381304813873018
HPX,-0.024507300679694328,-0.016884946567015606,,-0.02714930376327314,-0.008804489474373792,-0.014229505851482202,0.0990580552969744,0.007439505785341885,0.020291435195952553,-0.029835965513127276,-0.014631793939895603,0.01996021404126218,-0.030271318808607534
SFRP2,-0.014540268204531257,-0.025128027531122164,,,,0.05641057546797148,-0.02075930655770013,0.01982229540426209,-0.03300432876011491,0.11782910459045051,0.08736614345068477,0.031783245687607355,0.018574947664225835
CFC1,,,,,,-0.02404438256642176,,0.03703198296943365,,,,,-0.023240529123158344
CD70,,0.008255439303541069,,,,,,0.08837114350712261,,,,0.02453538479912158,0.056164568155104184
HP,0.0004254226852536782,-0.010460374546017705,,-0.0009724074461677637,-0.026767132536144454,,0.029326534056248035,-0.061502050930633816,0.09681179520004653,0.06312155982418714,0.1075590434379327,0.05079022700334703,0.01849783307645267
CXCL2,0.06640675233274566,-0.029994115624295933,0.04672084503080543,-0.006488751450590277,-0.04182648856412602,0.047527689009704714,0.06516890531959729,0.01897335697572678,0.07167191423897067,0.015506623484549412,-0.0013874814339814808,-0.046905684019170474,0.0038379068759491646
NPPB,,-0.02381331284107622,,0.008889506665514878,,,,0.015798279850218873,0.05813128269868005,,,-0.02058749341938739,
CCK,-0.05247680564201089,-0.003303136096453745,0.011659941369652012,0.013735487605042711,0.06269195040635454,-0.060851514546171694,-0.09217457708596392,-0.022872517037247894,-0.07509701919764686,-0.030698642252075907,,0.07000978090466793,-0.10168052640045691
SEMA6A,0.020451449300914908,-0.02333224632319422,-0.046461950142483936,0.009635158343899166,0.011909505323805183,-0.00983143127427417,0.07631846271364193,-0.03763044009527431,0.029040852484930914,0.013395805562712585,0.03441443355782718,0.0002930063441732734,0.14760642097555934
IRAK4,0.09422673613145627,0.0025924503719971055,-0.016908199889744794,0.02203819025408564,-0.0332813262145865,0.004634549731186952,0.11385885003545185,-0.03771630113800016,0.040886836438864586,0.08432755200815288,0.024966893524298095,0.02143405706988829,0.04068952436400487
GSTP1,0.014830941004075632,-0.009550469274709487,0.004333739871280002,0.031031009493255334,-0.003423211143662096,-0.00041803024626004345,0.058014425811896655,0.01575303252148135,0.012013123738799427,0.017215670838068974,0.1080988751756418,0.014294147928687712,0.06714090607943582
VCAM1,-0.015113526930996225,0.05481867417984917,-0.0403602815405452,0.003251631760912606,-0.02926883812684328,0.0315053737072467,0.10203096055826111,-0.023783968465904033,0.02342038451507198,0.020974439640634706,-0.002449520178952914,0.004339218070822467,0.011178252276795333
NXPH3,6.482183423084831e-05,-0.02911230654900666,-0.003640170589316784,0.019584643877311358,0.015038413477183677,-0.021790934988083453,0.009686769259275778,-0.014735187867555751,-0.02394079731420018,0.05550386417423551,0.04059564590107494,0.02180008890009429,-0.04740067147870062
MTMR4,0.049709615590260554,0.009824118653774994,-0.037808942303963776,0.03838922463826815,0.005846494872979993,0.10547594657127166,0.04230545630321639,0.0037950218801324977,0.008545247303042278,0.038165423590935346,-0.04189802034734845,0.03796989451714949,-0.023075592049428224
LAMC2,0.16223927234938798,0.039423737558743385,,,,-0.019496723816292125,,-0.008833199732470811,,,,0.014375905410180053,0.03628299188655981
IL10,0.11845376829939168,-0.044602721120587295,0.024260450029210495,0.00852530332612944,-0.036751836749493366,,0.04765805992363059,-0.03307565606317841,0.11705312087234213,-0.030262572963046706,0.055256745916298075,0.08998192464805274,0.056552072592695984
SEMA4D,0.0002558963176659422,0.023614315059085095,0.008431048188053679,0.027373898834751522,0.013602658846824925,-0.042522986026924246,-0.02328065961376554,-0.009861056890338733,0.0145212461020875,0.026501787685418953,-0.04625044523707004,0.038780144687984776,0.012756580206972805
TRH,-0.04318139495094394,0.014845791398581717,,-0.020968017260328275,-0.011667192078620535,-0.012360168241973364,0.0236591719245855,-0.013406005110955936,-0.03802242849092688,0.10284555833550041,-0.05400462780001034,-0.023059373257370022,-0.002935116020855331
SEMA6D,-0.0881590298642957,-0.024098543282689754,0.05371104828742117,0.08239232239291532,-0.052390385150851974,0.0771992954286083,0.08329136358140553,0.03176658086421685,-0.005040736521721105,0.025360132768814977,0.027660256775754233,0.010604957993111475,0.07387666081227104
CEL,,,,-0.0230098789005963,-0.02301815463880963,,,,,,-0.053400811755713776,0.018365018271565028,0.009785374703150003
PDCD1LG2,-0.02865596577899907,0.02428814408882469,-0.05408211453012484,0.11942519210718798,-0.025940990325780282,-0.01369158731729752,0.09641525429090937,0.0021022775939978293,-0.03315179316706764,-0.044057550531337426,0.06286063831423461,0.03557535925336038,0.0091332691103851
SPINT1,0.0367240623075455,0.00535546694925054,0.03616962394025677,-0.02762740524822552,-0.005975255138706066,-0.01770923666150268,-0.000504652946187431,-0.014490890280355844,-0.028445668888750775,-0.022371326280542655,0.09307582135858805,0.03758138781923462,0.0529271422501332
CTHRC1,0.04766232064597662,0.051834789301157355,0.021383819563836264,-0.024635868088771315,0.05536977709598203,0.05673559374638917,0.05651430873671448,0.05705577528238105,0.005241511375518921,0.04347453696029767,0.14031272561885827,-0.009482087940778275,-0.01223029094464208
PODXL,-0.014511049166833826,0.09932800919291794,-0.020479665533966344,0.13717254386420805,0.011117070389078084,0.023849035881388363,0.12249293587603757,-0.004876148099237498,-0.0063390277388058755,0.026084336014628652,0.07764229980109465,-0.005592190840769073,0.013856032888581341
JAM3,-0.0393424571663987,0.021350119371411017,-0.03351492073775345,0.011720231192218154,0.03235939008473014,-0.006514168629888647,0.06219842479228719,0.03759541824387133,0.07450050653614343,0.037203497411514797,-0.06899055751264345,0.09044576568058246,0.035278973573755056
TGFB2,-0.03913209047889011,0.04563708321377317,0.051066698206628965,0.07773444054033884,-0.004280409460314051,0.02415890001925497,0.14540269818688703,0.03016049673696681,0.09441724667814973,-0.05180840999048261,0.07086795896048291,0.0895641134301715,0.037472883673331056
