,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
NTS,,-0.016203586367398205,0.019100374126244386,0.0007395710127260153,,,,-0.03685410376676358,-0.02501885069917302,-0.003962985048549154
SFRP1,0.007359274794956677,-0.004464666862566388,0.07114983439145832,-0.01451083098372928,0.01672210926395843,0.026763250784757962,0.011262276178191826,-0.021707223900390486,0.0323225144874308,0.0006009327577022681
CXCL13,,,,,,,,-0.01011149117641876,-0.006181903098494964,0.026838652391320838
MICA,0.013312516127209633,0.011761534905019064,0.0023805620844114224,-0.033019557159733266,-0.015502053327361483,-0.017273504254462314,0.08205927525323871,0.016942350307198917,0.04171374534502968,0.011145898041174407
TG,0.03249432120125095,-0.01591079341930693,-0.013378611417638507,-0.010501425262125679,0.015669663885604528,0.04047585418034221,0.09829529732254154,-0.020991030834887816,0.038311402327402364,-0.02253310014755551
ADA,0.04272477786838181,0.10042001824710199,-0.03706027584036144,-0.017055159150873783,0.030310014215059914,0.019195408437902357,0.020260656953635884,0.04308183864096571,0.043832986528125936,-0.009838441031956649
LAMC3,-0.03249939485959011,0.07078517530876445,-0.012204104207651754,0.0034059509388343896,-0.03572806119926623,-0.09986248314006407,0.011178584458815482,0.055316604904790234,0.04131272236928733,-0.0202997565506922
CCL7,-0.016074247511988105,,,,,,,-0.02367692727382675,,
NGF,0.011839032584154219,,,,,,0.0334341573295958,-0.027344955519925416,0.12606694115862777,0.0228769176209358
TNFSF15,0.015680822477340817,,,,-0.028950090716500333,,-0.04884808872502209,0.1273535893537741,,0.004730178811389005
HMGB1,-0.017297688624414897,0.05953504204583125,-0.06131886093584404,-0.032443051358055135,-0.02123848285457439,-0.010164132685307357,0.04758828803579342,0.027264254153103393,-0.05820091028788835,0.021588759543865233
ITGB3BP,-0.009186276042124979,0.07101595541789558,0.011738376354582374,0.006740595697811553,0.03455577015745206,-0.03643810703207353,-0.0659013007845114,0.024757019339839634,0.011182238442455887,-0.014626800831919414
AANAT,0.019152410690683287,-0.01189149142378153,-0.012031463432730795,-0.01210516111215807,,-0.033506338508696915,,-0.020771346017607387,0.015798465285040586,
RELN,-0.00693306766967467,-0.03489336691227348,0.015875572940184244,0.023878873487696337,,,0.008562926124304983,,,0.05169676558518386
IL15,-0.004968104909652585,0.04494973591697362,0.07347707612158984,0.05488922508532602,0.08054757459575572,0.12428013094140959,0.10604176691401514,0.034002064559982496,0.018780770401466928,-0.022186966335236674
UTS2,,-0.03922580022464676,,,0.18779717247160044,0.030787675936094185,,-0.017688321338713474,,
BSG,-0.002334589367348534,0.0009504831707782431,-0.05621849178897483,-0.008105681829554229,0.018810821747943688,-0.08651867848697915,0.003076797192199503,0.016181851215572994,0.04997411796613453,0.011055856128410247
ADAMTS3,0.05368214705472811,0.08230192441078771,0.03283795684515383,-0.043858102903869975,0.08993124816640181,-0.010532485828941097,,0.014634863000172414,0.06032214052923697,0.027713702042129498
CD34,-0.018931095514886274,0.0450404103289097,-0.009803559419066105,-0.00962993230776556,-0.02953750439725424,-0.043532442793595166,0.014877295040035656,0.05320998096028899,0.021059304048112126,-0.024719288371253964
CCL23,,-0.013530629590243365,,,0.2778265003199996,,,,,
PLAT,0.014930391017243623,0.0760560985223925,-0.007877606904962904,-0.01741946645658556,0.03939474064741014,-0.02679882186669571,0.013329973796872108,0.006113010968526942,0.08265842441171194,0.06529983421490472
NTF3,,,,-0.0195406177759543,,,,-0.012117983555660473,0.07624680601294515,0.007018006639180685
LTA,0.051173495001417775,,-0.011587553160305459,,,,,,,
CKLF,0.029405659366430387,0.06978937306602905,0.01913470511972233,0.013762561747286628,0.0989198144787956,0.01831318291054051,-0.07292279903912853,0.020982178942937846,0.07729070054370359,0.049139718276959544
CD24,-0.014214706162427723,0.06709333606893846,0.036770635441723945,0.016351911325783928,0.0604045402298661,0.08600581740522814,-0.000819087975202293,-0.00820176603462667,-0.008231763230346684,0.014438865789753529
HSP90AA1,-0.08199066840742239,-0.09376181655156929,-0.009444425091274775,0.00010819664702579337,-0.040573650222408865,-0.11391381171308035,0.11059153694741401,-0.11030669138856276,-0.14823409903453047,-0.001126663271392007
BMP4,0.08502304296539474,0.017183453878454363,0.018274114299451884,0.04263574093904699,0.04090728159144032,-0.05070272563412351,-0.0014985918809789446,0.020843014484633066,0.03670031839737287,0.05454915711594687
SCGB3A1,,,,-0.010210821794927107,0.1653198897817341,0.009472233991561002,-0.04657897970040326,0.025072474259811066,0.1002938614499136,-0.012223632034065204
IGFBP4,-0.008763314228183838,0.06811481181837148,0.015569157243909351,-0.012311129720546841,-0.06674225514060944,-0.0939888399071369,-0.04235619446983638,0.039892935819030244,-0.04360410531236375,0.0071676179812708045
RSPO4,-0.03153487617568617,,-0.013477029757715937,-0.010210820301363435,,,-0.020806029117297738,,,-0.023777887362300784
LEFTY2,0.0067617898816586895,0.1447816070090525,0.0001884302184500569,-0.011196289341521138,0.10821915854959434,0.11914826892682713,,-0.020099030055199068,0.010576630875706245,-0.0323363559064216
PF4,-0.014024464272650632,,,,,,,,-0.01882238867660093,
ANGPTL2,0.03886761252698037,0.06486279304460718,0.04267324193478452,-0.0019464844999501157,-0.008046558461524217,0.086166676214235,-0.1081773824034534,0.03091512825121601,0.07971932729057916,-0.010631958762685474
LRIG2,-0.04619064229092003,0.06833041916533472,0.008262173895951377,0.012322139040031002,0.06923190074734115,-0.0568753060350354,0.030565712920900604,-0.037266987902283215,0.08977714434910329,-0.04248816340533028
ICOSLG,0.007996700742637766,0.1199218556289879,-0.009229591450452494,-0.01937823014398353,0.016990653512208336,0.02070203478272307,0.006122190486326628,0.018046897428077188,0.0497492584486259,0.04166407167576876
WIF1,,-0.0626030860961364,-0.01039990465138052,-0.004117164499239996,,,,,,-0.022103849474750966
NPPC,-0.021755402609884816,0.03921125515877458,0.0066712810282891916,-0.014190541414305228,-0.024136020390394933,-0.06933247137158907,-0.06092698283573216,0.014151667951105822,-0.01170241931687221,0.0028038017455616127
LYZ,0.0035554901762202685,0.030890812910975934,-0.02897205463537147,-0.0381843466791907,0.02177383061502492,0.0019252275685231164,-0.041770922692208896,0.031721115140936264,0.0031019584715310834,0.04164062983226046
EREG,,,,,,,,0.06914514332498176,-0.05980894759196286,-0.02961575960660242
SPTAN1,0.006551189201073149,-0.028601207143168685,0.04663747486058717,0.007032410049067114,0.022918299266661914,0.0330009898859515,0.029235729265399486,0.008965900312148802,0.0243075668743847,-0.027383362804860492
PTH2,,,,,,,,,,0.011854345901812925
LIPC,-0.013197342924563834,-0.005036828629110733,0.009554737993227107,,-0.025593778961505016,0.14694152254965823,0.030957148022142136,,,
COL8A1,-0.000880287908005994,-0.0006471926313494732,0.026336929336579783,0.09327585867967803,0.09152542920622549,-0.019581559674380786,0.012899420861657036,0.035590394818920464,0.044264631106010054,0.025873668916924702
GSTM2,0.02577905290627551,-0.03426611801501627,-0.03204221673985341,0.0157831584831867,-0.018794700428807105,0.05746204103908922,0.032044105227590956,-0.008282163251208934,-0.011643308635832949,0.11175918924021526
IL4,,,,,,-0.023221612901193994,,,,
SPX,0.01967399154814773,0.015504587115039927,0.02133197942386464,-0.009564984691503171,-0.03199692497593375,,,-0.02387216874102351,-0.023370401393126374,-0.05851608595648472
MFGE8,-0.008520001293456725,0.0330114200675679,-0.013073941946122101,-0.049042081077383747,-0.007526972979629676,-0.06837625064999932,0.13401754143381645,0.0704821516616565,0.0018097224278657905,0.04492409579875435
TGFA,-0.0020889070052999216,0.06361176894745507,0.022893434578705907,-0.009683274514313053,-0.05876199260951919,-0.06979541794638487,0.030043717816833834,-0.00784322181575191,0.059761779643828325,0.04268643836909356
SLIT2,0.014658127190692193,-0.0395136043911358,0.0299406772143166,0.050446407636456005,0.09033066376027503,-0.0033694386935673617,-0.03546681187126965,0.027861991971041996,0.10744629170027431,0.01708947101757638
PLTP,-0.012729365268417394,0.06270415785445131,0.03659588946616016,0.035138055817442594,0.03559810488780439,0.04591254552445929,0.06439648904594365,0.10928962573843269,0.025383957018594774,0.0017638209372242478
APOD,-0.038123922538883984,0.02248008825374636,-0.018266967245352327,-0.11312669441714,-0.07847795458305426,0.036031976720500146,0.032166358781278326,0.021006983857102646,0.12888379394602328,-0.05408999057545377
B2M,0.04774254114125654,0.09812826468668623,0.03432916452318034,-0.01366495374202597,0.05999109137483361,-0.01700970693864133,-0.015460551331021534,0.09709054990820944,0.10872191870587479,0.01412807212004153
OMG,-0.0207031136056307,-0.012172573497359455,0.03390975900869485,0.03176873814715722,-0.014034743566435427,0.05731266002179805,-0.09991246337373531,0.07397957879337778,0.1072899697908589,0.00832987377308424
CXCL3,0.06570990643517839,-0.015612959795425513,-0.01961598013289428,-0.010923419393083047,-0.02487458943705889,0.04347077382467659,,0.00801084835734562,-0.034368903997349126,0.02390298820924207
CXCL10,-0.006322246342629595,0.09505974665402714,0.026920869748295554,-0.0165934735617364,0.12485841407405358,-0.00030562249081843914,-0.04568340628661844,-0.02444946486623515,0.007331507967409334,0.01289415456498647
RSPO3,0.01908477827022163,-0.01952645945676136,0.03487743980751302,0.019752272914242232,,,,0.006707372706922632,0.07378170632733853,0.03135712539221782
CORT,0.01350356119442847,-0.03379491287842423,-0.038995141814607455,0.05216396693584192,,,,-0.026997962889211115,-0.019696673081379457,-0.01945183215750234
NCAN,-0.05424920990590395,0.05825439241900389,-0.006021805071811738,-0.018837461899908804,-0.09111414433342742,0.046387035595312855,0.05894697487584706,0.06522252074923607,0.09285145659317456,-0.0017382592965711219
PRG4,0.00246204565073833,-0.016915218972446827,-0.0014022354240374039,,,,,0.04340901949287646,0.026059411112340992,-0.0264661719506188
ZG16B,0.013344253452660064,-0.018262697143681807,-0.009207362886350112,,,,,,,
TGM2,0.031004768689712064,0.030372311513087814,0.015893656261045563,0.019863186569983936,-0.01577618579891531,-0.08479639762454895,0.1527089027719891,-0.01981109942763911,-0.016010143554703593,-0.037606455055162594
VEGFC,-0.008879726944464417,-0.0049579607332360396,-0.0011655792169523904,0.018236010645045448,0.014936094650933826,-0.014369751388164823,0.01658444873881913,0.054328512841866,0.032231505018276776,-0.04058211785663803
WNT6,0.017285581292969428,-0.01663390290732122,-0.020490657698756486,,,0.03557649129264029,,0.0995999215002082,0.07647098681568204,0.01815587945809069
NRG4,-0.019563097601194405,-0.021068978302268223,-0.017688834909469545,-0.04289542326409449,,,-0.03399159866812914,,,0.09758552723616513
PMCH,-0.027106577632371585,,-0.013477029107303687,,,,,0.10689759501219677,0.03099099700398689,-0.018078430437576388
COL9A1,-0.020432227617555532,0.0278482674123398,-0.0028632222684313704,-0.021629718061979577,-0.03282611468893798,0.024180055364514168,-0.04878215636218117,0.01919565604521533,0.09555630053168829,0.016755161646295688
GDF11,-0.045534251259781694,0.057756587535504576,0.014421420756136148,-0.013105075753938038,0.04289553804307386,0.0676590242352613,-0.012734469048797563,0.0410020990428631,0.0028776458442583085,0.047326207736540254
IL24,,,,,,,,-0.017943004900873496,-0.018522275258806797,
SORBS1,-0.06299104390879905,0.006690588217688553,0.006011214298313671,-0.048038149966020585,0.10505200889495797,0.06204392031807147,0.02534317190360684,-0.003350185872935957,0.030383878129499674,-0.02837793341125038
DLL1,-0.04371820030824035,0.1002226176602842,0.0028972873754093856,-0.02293652092109628,0.05227365482640796,0.12667826671357937,-0.09174693124621223,0.03900318889726214,0.09175605553397284,-0.005981017623857168
TLN1,0.002744933542166084,0.04955186435359486,0.015856555987076384,0.0044240435799907454,-0.0031754527597005603,0.0005537667586101551,0.002765733860941949,0.05263132104509056,-0.02121369338018541,-0.019723280188448773
COL2A1,,-0.01561296510868877,,,,,,0.04509748378227359,0.012324656064043189,0.0005056170120694282
SHH,0.0007264262622879524,-0.012273687649897707,-0.04300628429509402,-0.011723844443204302,0.11618573311177714,-0.0895327493669366,,0.0027928318009719727,0.03697288082021714,0.04473359139217306
PON2,-0.013065225285599795,0.02414075133616292,-0.023432963573487488,-0.01696896412313675,0.050918659803574594,0.017351431661483584,0.04618745573822884,0.07613379269322917,0.10985594180617854,0.03581715745047705
ICAM5,-0.02603403439274908,-0.03050925956617048,-0.011521038069480823,-0.010883883520256217,,,,-0.032607765027912156,0.026348290150814736,0.035916432468973226
HPX,0.056656389042924145,-0.02273572998158738,0.042820881612314815,-0.010210820753958417,0.03498119220146215,-0.035897115545054155,-0.0028761495054077857,0.042713614634082596,0.00552137543282063,0.09827690148078332
SFRP2,-0.003818160752841271,0.01843866630786341,-0.015059229083082064,-0.047693794018675385,0.05871463419954529,-0.025074622008937696,,0.026934919170561192,0.03151954830686431,0.033349888662968966
CFC1,,,-0.011587553860601155,,,,,,,
CD70,0.014773387807584108,,-0.021614845126211788,,,,0.0636968248212085,0.06296854432927343,-0.005776804652377549,0.0418071805210124
HP,-0.0022202878025617766,0.08345492079085962,0.002891113244590235,0.004440507887136845,-0.014328484419354073,0.17228175072322532,-0.031005842418326365,0.04647701860975894,0.02663146470932515,-0.021936220293635823
CXCL2,0.06841649898332292,0.03593863902047068,0.04835450918420421,-0.014190540303709642,0.10772416640333435,0.15872746334925325,-0.03348718411377847,-0.03037000341003269,-0.048510905824971196,0.024873853885492632
NPPB,0.06421065298596593,,-0.010146533410954308,,,,,-0.047273120131950376,-0.023526089653065668,-0.027020082778929106
CCK,-0.03422418654172672,-0.05968618339167113,-0.01671533670469013,0.01140214463498325,-0.025593799619188347,,,-0.040825753775675225,0.01783010800834572,-0.062440447574750195
SEMA6A,-0.006695797233439341,0.07005476701733107,-0.017174261781591905,0.02690591887883703,0.0805959565039196,-0.01544483926621601,0.05750532297008191,0.029109690778263843,-8.578901313014769e-06,0.005939572383309981
IRAK4,0.016079072599092387,0.046054267545515615,0.0296745971919927,0.026837109782467523,-0.035100160180006015,-0.006640521951894548,-0.05114397184527854,0.07127285802348378,0.06440318603051852,0.027906176826685704
GSTP1,0.005158586914630476,0.07898528082725073,0.017248053252723973,0.011938856809666653,-0.0017720001722244796,0.06519857468415682,-0.018012935064504108,0.01954312817040007,0.134630365030718,0.0197807471819941
VCAM1,0.09899751513085552,0.056503687963512045,0.013275495152395908,-0.014764855543271865,-0.012826641346420652,-0.0075620256441996025,0.10050209427494047,-0.027838007138063347,0.008198265004312697,0.024699276351358886
NXPH3,0.01963262105263088,0.02177962892400686,-0.031239902626472842,0.011249375069198571,0.11184151803643941,-0.07049208709757557,-0.06672657549193653,0.054966068000111494,0.041345711562725165,-0.0055112795603399056
MTMR4,-0.0223273937223071,0.02067022331661104,0.043776327790636026,0.010571496101732596,-0.08875635006379837,0.09097410099665092,-0.0027142976961988217,0.02707542658767656,0.06556079886358882,-0.006349961526126304
LAMC2,0.026694021366308145,,-0.01277335357465853,,,,-0.033991619046255445,-0.02205928771943087,-0.02432494466552001,-0.017547936573737617
IL10,0.03614928678864541,-0.020487696220086574,0.003332202148985961,,0.04054643362632169,-0.06374350305176275,0.016003768430872225,0.02912370125641421,0.002904735705327564,-0.025183044149616366
SEMA4D,-0.021912112281396688,-0.048643159930739886,-0.01686459337920798,0.024257645371320115,-0.011016973979055643,0.07198224028643381,0.10669349950741809,0.0024754868263126254,0.09373132728010368,0.009722481055107902
TRH,0.039269786419721495,0.12773360526002198,0.007007842823987213,,0.10839857506213321,0.004129914197675259,,0.008959968615560011,0.04514545767176997,0.1132564170455188
SEMA6D,-0.03142499088366976,0.06558904630878212,-0.028806403570091014,-0.003509443193485083,0.02293169045885107,-0.06594175863944685,0.029023423076657773,-0.003011711779093562,0.016278792669042436,0.005561880516109309
CEL,,,,,,-0.0612035919182936,0.08502369272722253,-0.027171938255367064,0.011776133177528148,-0.04442121104725095
PDCD1LG2,-0.002025113443242025,-0.0042913881702602965,0.0030334526455440165,-0.005061825192466941,-0.04691844822805273,0.11598989799623367,0.04156539921540474,-0.018053583209146594,0.056119707562824986,-0.027688368148469002
SPINT1,-0.032794726706239764,0.026079172850389083,0.028531170724968302,-0.01668672754605502,-0.023404647671561935,-0.04922373814130833,0.05531184410974179,0.010657837266558735,0.046915865250109094,0.06284091753728618
CTHRC1,0.014261863691512732,0.12488421217257675,-0.031438398725543375,-0.026525375484849227,0.06323442886899698,0.01881844390346298,0.130679955900702,0.1255141483680156,0.02173122486494098,-0.05127619845429945
PODXL,-0.03299070721564668,0.04824017745820888,0.05478150152666925,0.0039458372002816626,0.07790307100281808,-0.10023494235115107,0.0006276477741576868,0.0959262790598854,0.04824384656173555,-0.0017976752518547908
JAM3,-0.004708644498646883,0.07321620812426055,-0.005294570441609558,-0.021379033014203075,0.004331721091520751,-0.012811178706489937,0.05063180821698273,0.04504876656568718,-0.043134571994967716,-0.00025955859984251546
TGFB2,0.0495276200366602,0.10425701613800455,0.056907731731701924,0.029478780603691964,-0.019410950210282527,0.006526634097320723,-0.05948164560753836,0.05429676737704621,0.029387651168651285,-0.0073321093109048165
COL18A1,-0.010713026735723422,0.05827266671629148,0.01882358229952812,-0.005901889348820493,-0.0583719618006248,-0.0936071200319538,-0.06313119197665236,0.048673900042618685,-0.021176801737379295,0.03896639317315424
NODAL,0.002224644180534642,0.06174020575093933,,,0.0035703170334738495,-0.13972957836764277,0.16280489590228586,-0.026823002237182095,-0.022879373100466237,-0.02006738159163649
INHBB,0.007564571592220063,0.014633558466274916,-0.021908214319162338,-0.03733065238173344,0.033102481063288634,0.026467385295112417,-0.05636887349866845,0.058131517425527204,0.029632184400391868,0.012846888518876158
LCN1,,0.04154474690946919,,,-0.0328638567871307,,,0.06871107496124845,-0.02160667402991926,
ARF4,0.025885844689203626,0.08201860476459288,0.07126247182578353,-0.010210956831287126,0.08462283857196493,0.00554005196720118,-0.018518126916197686,0.06679491744288767,0.07061875996638632,0.008797559478707187
CXCL14,0.03152253879375762,-0.039858359106952214,-0.04796838468221451,0.04595516421372065,0.18426330045346137,0.0011490186665011567,-0.01164158329678679,0.031542746371523725,-0.09656061221180563,0.00944960094201655
LIF,0.004676226986569566,0.18907350185011898,-0.004998852473105532,-0.01210516111215807,0.14055342920168046,-0.06732082413921299,-0.04634583302565114,-0.06271557082571702,-0.00852970708472146,0.02609673483686551
IL17B,,0.04646763803813611,,,-0.020355249251183805,-0.0630131086440269,-0.03245778026656912,-0.02482765665451085,0.01511495544144972,-0.02496568740171003
MMP1,,,,,-0.03615910560157238,-0.0913734806543251,,-0.03922576462950452,-0.03561321892031815,-0.018078429005875314
MATN1,,0.09300936276682799,-0.01027396591417201,,,,0.07004033432150178,-0.03589973408196167,0.09064490733161021,-0.011032508641871124
ADAM28,-0.0060890924851098,0.019925198055407288,-0.013748196335416626,-0.011173984731810836,0.006917292658055869,-0.04762530324407342,0.06408470916632451,0.03956493981064929,0.04481501804158854,0.014843496719537988
TCN2,0.007149246531967522,0.0661204794638347,-0.01677266049931631,-0.0024260917107805117,0.05717352544969021,0.045625781845726195,0.08435599287146296,0.07471345286355975,0.027447246101109293,-0.0006294004104727609
THPO,-0.00019764674648750592,-0.0279559052560435,-0.021092006536040694,-0.012596569675794894,,0.1695266063213448,-0.03399163616390986,,,-0.0223194280204065
CUBN,-0.005871676179066592,0.13019183631580292,0.040844327838569096,-0.036143697140756166,-0.019597297005051167,0.02071769411604656,0.047894330000255884,0.07554546189257334,0.05121182647126206,-0.008186441643603923
TIMP3,0.02167367942805266,0.03677737089674981,-0.03817599829844396,-0.01979235315586334,-0.042274850096796546,0.002748273882762156,-0.03715313611573317,0.004521431681877496,-0.028867502238092816,-0.004398063133595692
PIGF,0.04295635817788489,0.10239928891837516,0.015974346171967115,0.0022560142234998404,0.03294711416858692,0.07857359382847752,0.06661469155166147,0.016810158274370133,0.0880511197929595,0.05909160933588114
CRH,0.012735741426493806,-0.02106896956654228,-0.016173620565533422,-0.022790869155716393,,,,-0.0010383542440883023,-0.01027576584565332,-0.0011198020835422858
BDNF,-0.03223360182739076,-0.05428856886650863,-0.01886848086638614,0.03689817490437456,0.1701846934278325,-0.06337204776523454,,0.027164581552004647,0.03125048498079791,0.023774992991843474
CCL5,0.007832961920057283,0.1392923277454094,0.04084798035334843,-0.03147693415421123,0.05334865809760219,0.009691702859708868,0.04101601075313023,0.05650053262972822,0.05357584743612967,0.06043292850279034
GAD1,-0.013001422146713643,-0.06930486126006556,0.006669095629926776,-0.00584879614099248,-0.050665435037854895,0.07595135498508163,-0.037355012261921616,0.026335566765219948,0.05660339926567898,0.03419156851842868
COL14A1,0.018709411682994365,0.087153466787565,0.040168520429691615,-0.016499743460244628,0.07478984048424422,0.018329278767476354,0.09572176945646353,0.01895649938468361,-0.047434072026861805,0.03829588896975451
HLA-A,0.07722984621554174,0.10524610779276578,0.011022285418268734,-0.011066117139592402,-0.13312404505633577,0.0040613337477194466,-0.04035029897882063,0.011288832381415783,-0.08881503582987649,-0.0017340368392725362
FGF18,-0.014968884411266674,,-0.01100895923966196,,,,,-0.029352237193982687,0.10328745567215014,-0.01905613783026458
ADM,0.02956562786694329,0.041601725416202724,-0.02015114921061048,-0.02960356166092259,0.13498972197882161,-0.014204922346933713,0.01674505328954426,-0.10460326836228868,-0.10891363268901351,-0.004514389307416913
CCL15,,,,0.05537991785977378,0.06458864822971179,,,,,
GNAI2,-0.07754783395821695,0.06333691156194403,-0.040448765350573554,0.010218249647030825,-0.04344832411732777,-0.007283070943749155,0.0956486987327919,0.05645867699027896,0.004813935920111491,0.003898604010335299
HDC,,-0.008044826510466533,,-0.015334703381124288,,,-0.040477341169227625,,,
COL11A1,0.09684853739228703,-0.024910084912277645,-0.007611013664981013,-0.04378430030677448,0.16926022653575062,-0.004331382072758918,,0.020930720115441687,-0.00628846175742003,0.012877128025174956
NUCB2,-0.011216271213722574,0.06241815965138447,-0.026732259277899583,0.021861960454168508,0.04423332693219738,0.029345564121940462,-0.015163710717298731,-0.012021362106793158,-0.05732426252705965,-0.010793014794228489
CXCL1,0.004156168719247371,-0.0350484039656467,-0.011588027243201645,-0.0114629536073038,-0.026639982415208954,-0.045485750644994404,0.08825670715072285,-0.004648863451421227,-0.0349451785172448,-0.021000193980009685
VCAN,-0.010715339932295101,-0.002522926138618729,0.03902967536178524,-0.0029425274379054366,-0.08768680910632562,0.03367294369294806,0.05887106428429363,0.016793798419934662,0.0333135542311855,0.013381048325786984
MMP7,-0.029759160435722146,0.027927990497066672,-0.01014653335551743,0.08175328747820129,0.17527666591260188,0.06229151193916453,,0.06476515602746478,-0.059112326209790074,-0.005188553914761795
PTPN6,0.005530857095729153,0.04273422669594743,0.039781046052580774,-0.0028376505288245156,-0.0008218034351310025,-0.022297863406178408,0.10983162437421515,0.09777269866286087,0.09317390133001278,0.03139789024580552
PTGS2,-0.009898434725700862,-0.06083359281132713,0.00644175782683363,-0.024446984830457992,0.05252312952284653,-0.011586118026538984,0.014467884232965453,-0.04775567278279296,-0.05270363902941154,-0.07066979355320606
XCL1,-0.016286681950395853,,0.05100393437105248,,,,,,,
