,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VEGFD,,0.10356482856771095,-0.024805017720278755,0.030501754895021573,0.033529125598144915,,-0.034658336452773074,0.02328704994191359,-0.016934767344702558,0.03535883495492283,,,0.0048814874352017595,,,,,
TNFSF13,,,-0.0006974742316083113,0.061748007272920416,,-0.011844248155786814,,,,,,-0.005233545883448517,-0.029571734533421445,-0.01664934416055476,,0.033427654476902116,-0.03331249272280901,
WNT5A,0.07862773603174472,-0.021482688751604438,0.017302673029059367,0.0367559969786103,0.01896541042034235,0.017266656559143584,-0.05002203165810784,0.02767321048595044,-0.012009875265352084,-0.03000804634105519,0.006054211960495165,0.03052120146846912,0.023679004683916604,-0.03013952060861152,-0.06463335517070709,0.023379855295689415,-0.025154788572627654,0.10957473816730644
CXCL8,,0.0150465409343835,0.008441648570598377,0.021580142627808566,-0.028530898192443206,-0.016847674793672718,-0.004952711892819607,-0.050668196145439146,-0.04411900836897059,-0.013572861748774978,0.10027514329481299,-0.0575167540896575,0.1162446830096133,-5.2441335977039736e-05,-0.03195098834092616,-8.916883438396708e-05,-0.02071852104065138,0.005768660715708599
GRN,-0.05684515954493512,0.006061255057919552,0.09336341286259715,0.014015882587808233,-0.018971171384256046,-0.016397621824170303,-0.05567439053600288,-0.02324427173913745,0.02503179387107585,-0.08894186542632805,0.009877017108718326,0.03729740352901607,0.021930209231878876,-0.06139965548268055,0.02641361613403376,-0.012539614894862456,-0.06523951170352527,0.008805657163974048
MIA,-0.021907098721684042,0.15188769350378248,0.009839378884113327,-0.028217272537489534,-0.010752776246649167,-0.004215637096812654,-0.05254880908659888,0.037841113274966094,-0.023192939957640987,0.052195528915510936,0.03560309226128046,0.09054870042434987,0.0363483866110797,-0.0527631824409868,,-0.00927910178568963,-0.0026898270612681257,
COL4A4,-0.019383316683173495,0.11385576453846905,-0.029790615287174388,-0.04286368288586762,-0.006523212996858691,0.05359001421165316,-0.02038671608592256,-0.014452029736127954,-0.02249801219607361,0.013187571496425706,0.1485587803687841,0.0002524881011813693,0.0069046003172750425,-0.029880842136482077,,-0.0024784871302188666,0.07499890358272922,
TAC1,-0.016736845219154972,-0.03730308192568164,-0.02774818343998129,-0.024494924779847462,0.09084168490870019,0.0007900835374424744,0.03901594870283526,0.001265956941690357,0.0022908303848930035,,,,,0.031504153416504116,0.15416565379956595,-0.022017712261115176,0.08239302544479717,0.12220455145171268
RARRES2,0.066053644262018,-0.03456999910378157,-0.057473329839633686,0.004986811015446907,-0.0710829887408209,-0.018641348117204488,-0.029325049002637757,0.05067585562172212,0.03938155614511568,0.11276903236410774,-0.021011149441778527,-0.03010230784420554,0.01865360796265221,-0.0415523036989327,0.06377616012686362,0.029800009795197965,0.0027949589145969417,0.060749005438120354
FGF7,0.034706144860636036,0.010980139498011018,,0.03616651186943481,-0.0029993409718356108,0.026592779548941313,-0.015039812286530969,-0.014558264905204333,0.026170046357582365,-0.0029535972721562763,0.08446899404864226,0.06049416921765223,-0.0695386529946816,0.06088994824894134,-0.00946749185162741,-0.004465788141615514,0.023562210246093205,0.05672482470431823
HBEGF,-0.053471418326205,-0.05384412444948552,0.04581502927651045,-0.006758095375050451,0.039670298360338134,-0.03144196060527589,-0.016250153147199197,-0.02630859598343613,0.027307972518511466,0.039840156465529936,-0.013795122108514683,-0.01202867795890464,0.06273268672222741,-0.0166734221272491,-0.05689260667006099,-0.002597881821242088,-0.03975781357246564,-0.022909568635227164
CSF3,,0.06979336377718343,,0.034606066333822856,-0.003295676384337048,,0.04797265525697264,,,,,-0.034672703297520396,,0.049077192143043756,0.04857632167805081,-0.017633671594324423,0.04390406541611722,
PI3,,-0.03528445432107356,-0.026095916178117712,0.03926965601576619,-0.04581392277662926,,-0.024286700806218815,,,,,-0.06376486579562071,-0.023430341829150516,-0.04390960202630393,,0.061456501611081134,0.030626094657170668,
PCSK1N,0.01728860318560117,-0.07390543636590302,-0.057102744455567254,-0.04381016283326438,0.020864069441808242,0.019379339927039954,0.004889429589377842,0.023418776172906632,0.015934599205014853,0.040525727215691004,-0.07693342544705221,0.02050673513807599,-0.016691121705354563,-0.020054414666207325,0.09009274148682966,0.0014037937486868907,0.055134106992729866,0.04515528589956683
NTS,,,,,0.005560372477984417,-0.013757228986962338,-0.026510592246256872,0.0005643703335442701,,,,-0.039094874577798075,,0.056327500233409156,,0.006514118984702714,,
SFRP1,-0.02435253256301485,-0.04598802723373848,0.038231106516075426,-0.010023898516822711,-0.017038010840889687,-0.03100954191011689,0.005651488255002091,-0.00022041740332789345,0.034448031548664305,-0.045567271622205814,0.03142306968747235,0.024879024359304395,-0.03618940032967783,0.02502699303992965,-0.012948833094435647,-0.025506261652162802,-0.04885967699634647,0.052873322750548145
CXCL13,,,,,-0.01688488632865956,,,,,,,-0.014888833850692389,,-0.01050588081145771,,,0.08143956891539483,
MICA,0.006825218431846413,-0.07633923494438288,0.08913418243247757,0.023163322213545716,-0.007800772856515741,-0.0292001697698821,-0.006707452942045895,-0.0022412251976548473,-0.041684819629914924,-0.06290101727074944,0.09735445585423191,0.01745172240240086,-0.012510973641346373,0.03306459304953307,0.002291627234054654,-0.005261142583887964,0.05485064962659866,0.04182489980384068
TG,0.028375183602702244,-0.023743183876398708,-0.019972270229142837,-0.012686133968224695,0.06780881129662604,-0.015879468839141007,-0.02603155542789888,-0.01394582526681146,0.032483882569213376,-0.048818287035997235,-0.03525561424776313,-0.02226730903408148,,0.0658836442462409,,-0.0223928398579318,-0.019309937567046284,
ADA,0.006516043664599755,0.08047787313460496,0.014406213788581245,0.03405068564259758,0.06634326106562687,-0.031022102194068448,-0.037276267425286704,-0.011446789839662882,0.026584514509343418,0.019920676561530726,-0.016508956997159187,-0.018609071392840047,-0.02988269269206871,-0.019872669940052465,-0.03877090060789978,-0.039262537570156686,0.03500875207659856,0.10507799481249885
LAMC3,-0.048902801278182986,-0.022084197021705027,0.03754413329794308,-0.0035519133973549825,0.06608781790100553,0.06439379123528523,0.008171721835023533,-0.00413462545719597,0.011171933141352425,-0.07136879437371586,0.05722522800177907,0.05951001317670237,0.02263351214150953,0.0034645121807388986,0.026120782304760455,-0.020348599090897895,0.017308709414838586,-0.06166026608816293
CCL7,,,-0.01577808173228069,0.09515196794339777,0.04151973286838217,,,,,,,-0.02511651098656443,,,,-0.018478378516357672,-0.002072727751788528,
NGF,,-0.017159829681031354,-0.0140792480034502,0.002728633336951723,0.006728205653534538,0.03517143004276078,,,,-0.08334780114097944,0.061368362189402934,-0.013637960222018181,,-0.024798731529561743,,-0.023160368705740446,-0.04438431792783517,
TNFSF15,,0.08910807002696136,,0.009276752613979885,-0.01657469751019003,-0.018399394811767646,,,,0.017644676058875906,-0.0324962912124873,-0.024485777870962996,,-0.013199636386683127,,-0.030939274198665673,0.006687875681432797,
HMGB1,-0.050566066713004135,-0.09107886314979742,-0.018995110161838615,-0.01501380120786702,0.015085650695836998,0.04886553791952054,-0.10429122853667257,0.029698408170588844,0.07376813538492497,-0.07315606750287901,-0.03951274209330732,0.041320916722142165,0.040294825690240364,0.017458476671836507,0.008105617491508512,0.06472669559697292,0.02979045907961899,0.011185774392898766
ITGB3BP,0.0426812589384013,0.12211470767250972,0.029389560234841863,-0.018041612874266186,-0.009398657123043802,-0.0012892557329671477,-0.05262707369530064,-0.019537403701806195,0.030949664921074215,-0.03182519416765118,0.12264551383165144,-0.022151750934842635,0.04867952037037905,-0.008065278927452273,-0.07703726502050445,0.023169846324855865,-0.0824930695576858,-0.040042695387998574
AANAT,,-0.030756281397240195,0.007837801696590724,-0.01801206488789875,-0.014934793718986606,,0.05817338766946575,0.14303738032474286,-0.02119596347411697,,-0.02255216673255228,0.057556008456418485,-0.017983925232244874,,,-0.01955089505894008,0.018220717603448223,
RELN,-0.016069279802520285,-0.029587257442138866,-0.020270928065369995,0.02495234473889007,0.009636736345727957,0.026457108197396224,0.020535082451702363,-0.017483068334719524,-0.023465761064487962,0.007895122522790047,,,0.09946461757029351,-0.015943730279789705,-0.004658076644297456,,0.01520891665663326,-0.031219799520751896
IL15,0.07218144052331438,-0.009900989447508956,-0.00742432515059437,0.006814469979665208,-0.016875121474859305,-0.013092263239954938,-0.01874104145180686,-0.03557331878808561,0.04853934054360726,0.014201301495492145,-0.01883005641791794,-0.04036768016998957,-0.042478652042390944,0.04113530937769718,-0.028081392188930375,0.01447772488714235,-0.050996530370221366,
UTS2,,,,,,,0.01906707740101668,,,,,-0.018763791099227156,,,,,,
BSG,0.03192726457075871,0.12122340048712023,0.029720128620128156,0.027736162092607073,-0.002058078477436462,-0.01616883054240823,-0.01587146878532146,-0.04172259237618499,-0.0006620881778785957,0.031895580325933724,-0.013209311301155555,0.01041242784590153,0.02329930808370441,-0.06388462032481682,0.05479974276558994,-0.006668200330737827,-0.04657213807489852,0.0046671322664029085
ADAMTS3,-0.03445982838550627,0.03363101794574385,-0.008476449361462838,0.04839459165126371,0.008012317885539182,-0.021087848652663256,0.028710188654184867,-0.004826678029054748,-0.032665710919565695,,-0.027003923756488402,-0.03646228974111003,0.06473052639723256,0.0038929744389448657,0.03329829804980087,-0.0197315619695646,0.025442471872274844,
CD34,-0.03622883059679798,0.005444761563066554,0.03316814996873207,-0.011615740356268452,-0.006523343001800603,-0.028085850544241658,0.02415732173738852,0.06242084407992491,0.014629494844842869,-0.06523201905622347,0.050811618294358436,0.04526454537470937,0.09469936621165893,-0.026877204001474447,-0.025148886284594798,-0.03475045890926125,-0.04785022772110277,-0.01166852705569523
CCL23,,,,,,,-0.022137383401973153,,,,,,,,,,,
PLAT,0.02056536052966856,-0.10039104591069355,0.026858509007652815,-0.019028156474501037,-0.03698425642365817,0.01447048515060286,-0.03362374162909311,-0.0027740481480128185,0.04881501432096612,-0.16793158696907587,0.035049185123328795,0.07996283098448914,0.019945837894632813,-0.021858556615205624,-0.08754410281690267,-0.03838454421816967,0.029765270291724117,0.042752688902564735
NTF3,,,,,,,,,,,,-0.0016910046052095412,,0.016292915709019428,,,,
LTA,,,,0.028634280310629968,,,,-0.012078831397289583,0.048535808335206765,,,,,,,-0.026312558358734355,,
CKLF,0.02678665698603351,-0.00888176823176232,-0.016511644281470055,0.03353349126204087,0.023653601121903206,-0.004823200858699798,-0.07236592004895412,0.03814820216675323,-0.02807172522102879,-0.06475790435894359,0.05513546768660644,0.052894758669728446,-0.02465464303006185,-0.03024364742950543,0.028067852691768848,0.05148141432348127,0.022053702244787,-0.004146919622658671
CD24,-0.04478892509277197,-0.005999953577418696,-0.007848304179516255,0.006415383066475215,-0.006729260610134745,-0.037892344406658715,0.005399396713032617,-0.025046480344471617,0.048650883887759185,0.12154714717502464,0.10358337725463668,0.019095813980856313,0.028885449050895393,0.05122037207941715,0.04826918824055927,0.03528631211811965,0.02417947900965236,-0.02189551737158221
HSP90AA1,-0.009106613606890612,0.06329752425106049,0.039578200497376655,-0.03587875342976583,0.014415639325643308,-0.02960183682577431,0.04325516421823186,-0.010211980651105958,-0.03468370071187047,0.06658269595204243,-0.08142239889017605,-0.08880207055756692,-0.03038835386801692,-0.040357909972975864,0.09214683728011808,0.004687295914050047,0.03568188906068741,0.09020779350544307
BMP4,0.0030220880175605906,0.02434683102695552,0.03186789270149629,0.04386911308419736,-0.028983379755022406,-0.0044874220656661796,0.045245467897466515,-0.026063286156017176,-0.01675088400608395,0.0027567460048231514,-0.02952197303836073,-0.012717836114669624,0.11670267688474426,-0.0286386548714259,,-0.036833047054402455,-0.0300878332389846,
SCGB3A1,,,-0.015778080154493602,,-0.017785495624967115,-0.016712505579675897,,,-0.013717287037744493,-0.03223425121995049,,-0.013893949796762131,,-0.027411479708733515,,-0.01731958577589838,0.0056017695539971905,
IGFBP4,-0.015263132345536352,-0.055738797961904465,0.048362382764969625,-0.004925429347936846,-0.014479230227175153,-0.008808874860402277,-0.036138717568502975,-0.007342148669815809,0.025040334394874998,0.004469751982111352,0.02253337820359417,0.040509062599970704,0.004007719097876509,-0.07212475624818558,-0.05697735512591855,-0.05603043500791397,-0.04822708343868703,0.018784642630210846
RSPO4,,-0.020962491245896907,,0.035886000397293095,-0.00288677239573803,,,-0.014048416255586268,0.0345241561676825,-0.025076216633575715,,,,-0.018460465015379905,,0.027552313498566676,0.03806176656646188,
LEFTY2,-0.019191664110705692,-0.03511230843637509,0.04784303481574253,-0.04467861053760776,-0.00867253481821619,-0.037528110460727744,-0.047912580775572776,-0.02650315537243995,-0.024267925749993886,,-0.028819757791839064,-0.021321073607331556,0.054007627434511984,-0.025105012814629134,0.030374262777532652,-0.06054532052380619,0.0650146136037569,
PF4,,,0.025154209255039344,-0.015510193243539831,,,,,,,,,,,,-0.009622688076645071,-0.02362103235989554,
ANGPTL2,-0.076068439675197,0.07809663024714134,0.0432177498109983,0.007995862558990872,0.010829936218081196,-0.003832784751601265,-0.042624825934460965,0.03860217894223603,0.05428424873097989,-0.035642516431559364,0.023797509888880564,0.07788982079897538,0.026248215496324657,-0.03893586680506975,-0.04209753928929232,0.014467183509101084,-0.0389600107677929,-0.038116961025058335
LRIG2,0.04518292276267973,0.014090268232428092,-0.02794399399691738,-0.005147968999969937,-0.025634714057359134,-0.02044070689963566,-0.020694417512913472,-0.01663609608934604,0.047584921178209484,0.005390255862139671,0.04140510973471039,0.06622463340662414,-0.04877728386350133,0.038781530893317796,0.03241344937774428,0.02039927090516262,0.035491908573485616,0.03287871054531929
ICOSLG,0.0018404663229740572,0.02142107382430153,0.00648748067159718,-0.00954285786849345,0.005438599999303078,-0.008583812201076492,0.01699130048178064,-0.00955990208987058,-0.05860691106391769,-0.04626847041715486,-0.06047983567539071,-0.006227570096114948,0.04347653103169705,-0.04582690617439155,0.06095458529811149,-0.028269026106230593,-0.022400719870681984,-0.0011985498130288946
WIF1,,-0.04878306743067566,-0.006001090963788052,,0.06945277481909966,0.020174551658234365,-0.002887340344463582,-0.01084083007810784,-0.022549116749111888,,,,,-0.017160790347624074,-0.028575249760015527,,0.01923650066359983,-0.03619695855332427
NPPC,-0.018333295238586803,0.06804699359481448,-0.008733996371924724,-0.011259987028644168,-0.015513758015583226,0.050395469984174775,-0.004373309302872861,-0.02114701495222601,-0.022270692405367293,0.07781619266582537,0.2902890056186486,0.00976206216434023,0.029675684047761233,0.025718884012535425,-0.0055890054527041825,,-0.006471469807424954,-0.08006831880234704
LYZ,-0.034923982765856565,0.02436871465812601,0.061573975090048166,0.028162706976964602,0.010035018336246065,0.045325319779740816,0.006274902755450612,-0.019842426603790285,-0.010646319041846762,-0.037666669127998195,0.07118746317501634,0.05975157613659549,0.007644558543620449,-0.03192145718532431,0.038210236345552914,0.033567534074600086,-0.09361872822500868,-0.0248610230980766
EREG,,,,,0.0227750752028966,,,,,,,-0.015689438737008836,,0.02639977618675455,,0.024226852127813045,-0.027194805570558464,
SPTAN1,-0.029305456722486876,-0.05501630374487725,-0.014845841740398984,0.01771467847098992,0.07534992948459893,-0.05558677792848895,0.030367366970311855,0.014944576341807438,0.020667089163506402,0.0384746309514565,0.013917050733507337,0.0034163499559090238,0.018186798189541463,0.11313848918968371,0.07018861343880635,-0.0627005840562465,-0.01796345915768245,0.015841422192318114
PTH2,,,,,,,,,,,,,,-0.029358289329611844,,,,
LIPC,-0.024816442138883267,-0.04396533410520142,0.08388368278537553,0.05620635683788075,-0.019873856385970792,-0.020302743253725667,0.02126309184262844,-0.02626494484824088,0.08000915422559558,0.01640713634247006,0.020058875296881423,,-0.03972159565094642,,,-0.020094972092203258,-0.03683558603469223,
COL8A1,-0.033065514320488175,-0.02968179301151352,0.047355361312756895,0.045961205272616754,-0.005798087255672,-0.04126561558265908,-0.013174394270408335,0.06065554986216839,0.009583318073019749,-0.06668963805134706,0.022618099909835113,0.11497910331825599,0.03549680865924549,0.023178853843551984,-0.06056437408767265,0.0434426797423867,0.03411274784814786,
GSTM2,-0.03662393394378625,0.008342029725795477,-0.008214141910926252,0.03210435547610495,-0.009015135329688718,-0.011071271476815144,-0.006057919667535273,0.0013385859691163332,-0.02702561625161857,0.00519144069674544,0.042936851839873044,0.06784338305169732,-0.016611362835001045,0.017167184816904678,-0.030538300553387732,0.06474895225051465,0.11458457254482822,
SPX,0.0169839257170846,-0.05021927522308041,0.03412413575709842,-0.011329112250025692,-0.021149703934678472,0.056839175755246,-0.005977243878965033,0.024804287338639215,-0.024532125093088372,,-0.01746532520325167,-0.025323623353771862,-0.06755498958110993,-0.037214393638053546,0.002115318656418016,-0.04095264257933221,-0.028933793050250314,-0.00876687099964021
MFGE8,-0.0007117756029170993,0.03623798500623669,0.02877651138102196,0.034448155725710784,0.008605527282084344,-0.014460460803763151,0.013340799381194365,0.03131584968981727,0.05670353649877644,-0.0798219514559062,0.05626924774348336,0.026944606116411373,0.04360677900385185,-0.02443599420049683,-0.026835808254205132,-0.0007082324853045076,0.005513790343052071,-0.06239509172495847
TGFA,-0.00808072873494133,0.10744038694837928,-0.04887595956877579,-0.0052985377903723525,0.031530944126462644,0.03391016177408328,0.03250183338474157,-0.010268187926407102,-0.01582604857153008,0.07750084905931007,-0.10901123936193156,0.003957582213539447,-0.0022964206652386064,-0.038188924027192116,-0.02668090893566422,0.13836750391161548,-0.010052529006590108,0.043890940668757816
SLIT2,-0.019948239160019445,-0.04248190453808674,0.07953498778049241,-0.001184376510956278,-0.007055007229987278,-0.045540955835863595,0.04754369932022847,-0.02819144624618482,-0.03560709366715718,0.033909086116423355,-0.030538990961640887,0.01964204397518346,-0.03628103703647,-0.003078800110015263,0.04943359915686926,0.07741142926377705,0.057343108616983954,0.06205628286296691
PLTP,0.009971357910191552,-0.05840253632502306,0.026472771980535128,0.039440374513497974,0.020536374936027862,-0.02249039881660441,-0.023916108344747434,0.015730803555240504,0.0333385514564781,0.006953727538430492,0.060971847688486264,0.012588260831056757,-0.00847804468513927,-0.04795731078722602,-0.017129777472302897,-0.0956445152397125,-0.0013971041214955971,-0.0399065929878253
APOD,-0.014026429756808857,-0.034532854609385204,-0.05042574821389795,0.009499475216423539,-0.016779656810424877,-0.009693515097464316,-0.03512539722642687,0.040373059119318246,0.001996961871800162,0.023734230446644824,-0.1796769554765927,0.09511277318046277,-0.019251108381856123,-0.04954138527116377,-0.07879258183469001,-0.03021173492937043,-0.04619432425342913,-0.04540224113344818
B2M,0.07656736745376268,-0.11387851058241306,0.034621589088925396,0.02425104170903679,-0.008423691570230806,-0.02333406163295801,-0.01383762229516737,0.02695309747505187,0.03495291659052361,-0.13558230139444363,0.020403562921703845,0.04969237769976767,0.06722850119214147,-0.05383983044267089,0.0167184495278302,-0.030272774101685076,-0.004698695667983717,-0.06494135444159836
OMG,-0.03625314180295128,-0.045034908140964204,-0.06126785249760955,-0.03927007885419353,0.06481194839403524,0.020867703473288767,0.02932575003565569,0.003232240619193985,-0.004372510712733469,0.044605454463158896,-0.11866328785309321,0.0019408286605287913,0.01815469394554479,-0.017219468211382587,0.007796719287397851,-0.01359160019455584,0.02478086063281683,-0.038373376314494195
CXCL3,-0.015609442884209542,0.028896871186122323,-0.014264122580486538,0.017477491284986157,-0.014125159261010902,,0.019348091820964496,-0.031055432656964737,-0.014157520645652427,,,-0.004230928515594782,-0.024020753273477843,0.003220046019359088,-0.011126908369568863,-0.011986879494781949,0.010665922390817326,
CXCL10,0.09406693780994389,-0.012861395115922283,0.061392692112767384,0.003175361893364503,-0.01963821366558404,-0.017895640652940862,-0.04381003666032339,0.020978614931189677,-0.007093288472421245,-0.03181229537692422,0.0012943654859455306,-0.025936019730366203,0.03288106102425974,-0.025224526663949746,,-0.024814661971260202,0.034514410593700987,
RSPO3,,,-0.021432517126159584,-0.018012063557011085,-0.0013367224894341762,-0.04345732030735256,0.029609343897020333,-0.021218009139702232,-0.014794336215224774,,,0.007707733969912298,,-0.023013881902805733,0.13512051199323663,0.02653302674452589,0.03665338484605235,-0.03442699549834507
CORT,0.170133652264598,-0.023502646035290894,0.022145842924726617,-0.003385350054599039,-0.024119910511489838,-0.030121312250931863,0.10012769787144991,-0.04064842135141703,-0.011904082541156673,,,-0.02863946928921464,,0.07005292420653113,0.08857019919336961,,,0.08874625068757344
NCAN,-0.06315559269671404,-0.0503010951038797,-0.0129886858430141,-0.005212310977855018,0.06068227301743475,0.021205718157237822,0.021678361988961177,0.004824684145090199,0.06685289894741754,-0.1362888474411749,-0.035839803249945165,0.0352986378145551,-0.03329397469099936,0.05326840742352274,-0.0795523674042186,-0.02545522643455822,0.0744429729905134,-0.037335212105402735
PRG4,,0.00488838986852902,-0.02372835061980202,0.015676297791941782,0.03698815873912362,,0.030298750688202293,-0.017953318273730586,0.05985363337320568,,,0.036307564276859466,,0.04174890233399927,,0.02673485436512006,0.032031586058367686,
ZG16B,,,0.08553568549668245,-0.00656151534396143,,,-0.029879491262943706,-0.009597728043126651,,,0.0901384182091191,,,,,0.011198871739569911,-0.0201511631716216,
TGM2,-0.01908223923122119,-0.016864533413202813,0.0342396574225375,0.07785810539025816,-0.0006929739026271134,0.02129020674948752,-0.003365132626846706,0.015036581565786692,-0.05224608329991918,-0.00362353772000616,0.035580050405922506,-0.001842716710893331,0.01211868919446934,-0.05024391393205766,-0.0375460388480848,-0.03474450402133137,0.00034606217535319833,-0.04064684033827851
VEGFC,-0.01938331761919639,-0.023014878852119003,-0.03012786168754699,0.015379947697263358,0.0434106277759312,0.017659332117408198,0.050427481802747476,-0.025844313693865688,-0.017652303091534153,-0.06060925668769563,-0.03249629411039755,-0.004691118328896085,-0.00027127873543922467,0.0068453609783634,,-0.046607252607828484,-0.008412875552718647,
WNT6,,-0.029188997747103183,0.017128762229971534,-0.024588059770144246,-0.0005463688447845417,-0.01342862807164403,-0.027214630603448715,-0.02135940143176257,0.02914114177449927,,-0.023842009582185627,-0.001720950653141822,,-0.008658870756456046,,0.03245107505393249,-0.02082219734149272,
NRG4,,-0.021752676559753287,-0.014532167204992914,-0.021635580392790846,0.08848095095675015,-0.01643912319686681,0.02242254853934374,-0.0031486687006668,-0.020593470506876602,-0.03753575001757888,,,-0.02544160917624434,-0.024377523022288034,,0.0038949668708014866,-0.03131339111527909,
PMCH,,,-0.01674910476580288,-0.029978204448706296,,,,0.06371660338479702,,,,-0.025529204510259664,,-0.01403557126588917,,0.016279322008797333,0.027998527073633,
COL9A1,-0.009896818528768876,-0.0338879558621778,0.0848999129744017,-0.0225967846317157,-0.012509454378799927,-0.011890575032798355,0.002636221243232574,-0.002420290232578428,-0.009116949428003139,-0.05954557502890391,-0.045200593272337684,0.03790246840013949,0.07666402912826421,0.060426872149586294,,-0.022035893882237076,-0.024926196412224533,0.07778271016326192
GDF11,0.04708797921313079,-0.0417149371101233,0.015092923308928736,0.018492704463846737,0.026899135241977568,0.043216276239074536,-0.006998015515514509,0.025173228514212137,0.06626015034683286,0.06347386662865018,-0.09029987273599557,0.044388871522616245,0.018281162871142675,0.05670023982922731,0.08812513752315937,0.017476144868283305,0.018653705469935566,-0.02711951756752869
RAET1E,,,,,,,,,,,,,,,,-0.020570748262427118,,
IL24,,,,,,,,,,,,-0.01903395970738776,,,,,0.03991972594725733,
