,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,6.753819926522075e-05,,,,,,,,,,,0.01971465662290143,,
BMP1,-0.06927772148678987,-0.002267328548086678,0.06289815127359362,-0.03550939763720265,-0.03561508751453731,0.11991618724855432,0.036449758061291686,0.019924455030137928,0.008619160609802766,-0.05302044063518343,0.03914846610667657,0.06444084938875423,0.052099457522797765,0.05054166883695365,0.018868213931367176,-0.05997917251004093,-0.019583262747196843,0.06340748283533544,-0.014956945180403892,0.022544343171096676
NDP,0.02859907164301445,0.023223828185434617,0.011407562679752136,0.025676626982033806,-0.04834888255716329,0.09240989534044224,0.06555878658267551,0.06289852709539293,0.053650881454757854,-0.03588237881227759,0.023470836799906056,-0.016760387317397565,-0.05403102211886427,0.04708179207978561,0.0903145406549193,0.13078902646355495,0.004384762408591982,0.0772655367374109,0.019948512400938145,-0.012909997430493212
TNFSF18,-0.019872584585845073,0.021340906308642084,-0.006040499761697166,,,-0.027155954415040432,-0.04112803373361654,-0.020868317882966576,,,,0.11165393018766605,,0.03405339461335893,,,,-0.03500759146102227,-0.04240352239709599,
IL36G,,,,,,,,,,,0.03088506383847901,,,,,,,,,
RTN4,0.03770271102658369,0.004213107415308982,-0.01666728195745607,0.03729498926010513,0.053658638160553204,-0.01579526944697221,-0.05176012685249841,-0.04195797882553598,-0.024100926027174733,0.14086569319051406,-0.0062144220848768085,-0.0905081564775073,0.03723834565283296,-0.09445434334072822,-0.056410836637414766,-0.13246386358822324,0.13310453041989054,-0.044746393896062706,0.10380106220636938,0.03073949293269924
HEBP1,0.050870934770369476,0.011442689830929541,0.031467933003778176,0.037840062680668696,0.019376971354974445,0.12580306369806316,0.0332308274489657,-0.0024206104521705394,0.058381313129218355,-0.08753140027859271,0.0158548192034051,0.06428465495801,0.02536867981027411,-0.0801760708801848,0.03179159724981037,0.019646562583582425,0.0278252562400611,0.070736552380284,0.009595091437847682,-0.014495472780178934
WNT7B,-0.04638283333034839,0.0036511848746604678,-0.04347533535700047,0.039979231367111456,0.032941120907115096,0.04669803813780689,-0.032906988886558027,-0.03868779866334981,-0.022226278507094025,,0.01156168819850153,0.011250701427096424,-0.05153962113400348,,0.059819519802485746,0.0030145418395496094,-0.00922069004538499,0.01585644622282714,0.014134004752245946,-0.04062767918579184
PTMA,-0.045062239099078215,0.0828797305175792,0.06735798956559454,0.00949934686571027,-0.04436639402870783,0.04049041147751818,-0.01635183753275918,0.018949059386095195,-0.041417361697233875,-0.171414208461486,0.008301232178284136,-0.048746558838362083,0.08910307028865057,-0.04143905631130195,-0.14853537452219287,-0.0158688270441451,0.05182375402060634,-0.04389706139405075,-0.13612336488236096,-0.03882764385573323
FASLG,,,,,,,,,,,,,,,,,,-0.017999579208995302,,
CEACAM1,,0.03621360663192959,-0.015808708084346593,0.010174061974597453,-0.02838081136554327,,0.00486872342418227,0.010433507130519652,,,,,-0.07596166720827502,-0.008839926616450814,0.04831927054877748,0.011430754335322889,-0.027218232855557578,-0.025043770812335133,,
PDAP1,-0.04693986332824824,0.006585859215164627,0.02515948704400316,0.058125863423321524,-0.04124628980740448,0.07318082383923419,0.05240006382892051,-0.0013508177532817556,0.05642388282248309,0.06940600418438082,0.017073106768633363,0.045727580168429954,0.02944186922538265,-0.019595878256395194,-0.044040179999816256,-0.006065204080869185,0.03850490594783025,0.04595222623930434,-0.028394595194232694,0.05169097046379733
QDPR,0.010451327343796321,0.04887045611247549,-0.05237795172006674,-0.0029205687634501942,0.02980760780823328,0.03724751916748737,-0.1145093725060161,0.07542962322747272,0.026432947554129765,-0.1454849327904898,-0.029543865643656672,0.01664762341455176,-0.015420836382388526,0.053234137609379735,0.13272467278228794,0.0909002839683792,0.04116816076592593,0.029806409320706453,0.034462928360414015,0.007604144354364621
POMC,-0.03752275616786817,0.025299098125908498,-0.028429830452304076,-0.0010992547983702677,0.049709683907668736,-0.05545635155689169,0.1191112083263858,0.033525066836746664,0.003982225021202485,0.020497982028173514,-0.04544682523021688,-0.01573263676492972,-0.006160759208738362,0.08880816851505896,0.09846549537273366,0.055819287773978474,0.004593032862963053,0.010568338597572365,0.04054358736697554,0.08259401354478786
CCL18,-0.02665076993751571,-0.04275916659115715,,,,,,,,-0.02672810965244247,,,-0.027662816210972344,,0.07184918873167646,-0.002367023896988691,-0.01882308265518665,,,
CCL17,,,,-0.03346744100439689,,,,0.07040398219556526,-0.027509902144514393,,0.03744866970745894,,,,-0.04689115364944254,-0.0569611314560976,,-0.016314596847076732,,
VEGFD,-0.030027628105848254,0.010513042677011752,0.051118204490948636,-0.0038599368708831018,-0.027153153445274407,,0.003968477009794661,-0.007917708706432344,-0.02017884591195459,0.16650364997336803,0.005838096635948365,,0.007327680015105012,-0.03297657262233301,,0.06356952753917074,,,,
TNFSF13,,0.017935095429339038,,0.028452399239251417,,0.0736069114299181,,,,,,,,,0.01840103971566774,0.016436133069350604,0.012237167493029544,0.0377373247045134,0.08994675833352324,
WNT5A,-0.02320182811097491,-0.05171847407760798,-0.008573202348314742,0.004241363851719482,0.05931269936067876,0.07910584124208589,0.0648604165552237,0.026641467586272657,-0.02760204712418324,0.1474799097591301,0.03559694791340697,0.06968043966188285,0.00445087860310956,0.0006392155325836714,-0.02342751601060814,0.025943981296586066,0.047334793808095174,-0.015719788211557804,-0.011884834284735848,0.05816932194141385
CXCL8,-0.013413478180282911,-0.0756783594725428,-0.02063619172281321,0.023934378777101764,-0.04824960302957526,0.0016857567193321347,0.06816434604913191,-0.05553519703812503,-0.018791418718601946,-0.04517136146040418,-0.06121990929148291,,-0.08603436294490831,0.02363292898038542,-0.06860465826275942,-0.1697341446763542,0.007944036480721894,0.01590398826419888,-0.06439574652808257,-0.04871134851244783
GRN,-0.03829035054659793,-0.0676383771468083,0.020129342494485267,-0.00021650563747113212,-0.000707799389554632,0.04740789621815367,0.11215320361179944,0.019484133382485835,0.03153176149846002,-0.10228713971921755,0.009581877474517799,-0.004283218022980286,-0.05920302496868949,-0.0436937923965132,-0.007356580925246642,-0.04159803699473165,-0.07303242742325322,-0.09726170913990402,0.050980329427453314,-0.017939217292738802
MIA,0.035595054716842885,0.03084023047226688,0.03100282429355908,0.005969434004786504,-0.01289756195314987,0.04176215934130958,0.10126164555622427,0.011897533246634673,0.041900454093869895,,0.03933697251539228,0.028809960163779357,-0.07436836667097263,0.04747637386845663,0.2624012792683881,0.25608553047835053,-0.021514432732912956,0.06883991707847206,-0.034825180708726367,
COL4A4,0.0493632303316324,0.025436321764467477,-0.03731019205017421,0.05179938228128392,0.03736416556357804,0.09319842833603051,-0.02729255478400579,-0.02717284220789836,-1.882005558875542e-05,,0.022789426366175917,,,0.09797782729190503,0.09453988169162889,-0.01893744256480368,0.01619864346632791,-0.02994290983532029,-0.041561342719784504,
TAC1,-0.037858273686455994,0.05033588894469122,-0.00599884143445162,0.05932001826178908,0.02339946946746038,-0.00562885311106297,-0.014898376298000292,0.054061972744875474,-0.05177105903146761,0.1133055576951903,-0.023745007167373485,,,,,,-0.026189422337364182,-0.0025198735163804342,0.14000955261279274,0.07298348840022806
RARRES2,-0.017833924202027087,0.02199996566936708,0.034274195800229085,0.100659182664576,-0.09014674678332184,0.0024441313825217773,0.05811025977928114,0.06858005105970406,-0.010192586146481155,-0.013915751558312114,0.015315590264234331,0.02861679211795852,-0.11251211323985537,0.026448923839149263,-0.002153271524809431,-0.03820593910096291,0.03122612096300026,0.02789453621249154,-0.03866926631948881,-0.005345425697725805
FGF7,0.03871064269946368,,0.018201611471911575,-0.038344783171561855,-0.03699781017145732,0.08274643936664478,0.0017152943168003776,-0.037750741644574405,-0.019006441304431645,-0.011522289633615818,0.02417774191533599,0.008940982008902055,-0.12932836340797954,-0.03878266726387589,0.048298038516935676,-0.010180187444299462,0.03677152838805007,0.04726068183753369,-0.04597285146954097,-0.050572221366519045
EFNA2,,,,,,,,,,,,,,,,0.04818997181138262,,,,
HBEGF,0.03129939197396052,-0.019428850193978404,0.047513157595346474,-0.021625186454173013,0.0294447544899755,0.024228506541491546,0.0546847890659946,-0.04171588977585013,0.014257944905510517,-0.022438333626380334,0.04007355824002231,0.04041401474607054,0.0692445551062605,0.08803767786224187,-0.021475234227760834,0.011836197625839585,-0.08603915179988307,-0.0713324252184037,0.01181292326341221,0.11554108688044952
CSF3,0.04550698373307746,,,-0.02566242927423455,-0.018814671036011168,,-0.028874997645030855,,,,,,,,-0.05742971156972591,-0.1231735072392789,-0.020674074274199244,-0.017176753656350487,-0.0542311439320293,
PI3,0.04565577694913008,-0.05097272716770951,,-0.03412082139672378,-0.008645589570726924,,0.01576547021638074,,,,,,-0.11007870000646472,,-0.13583532436470674,-0.16905177761990495,0.003190855917813632,0.04991387047983533,-0.012592541350864102,
PCSK1N,0.03214597705294283,0.027937070028246958,-0.03030932709378291,0.022904864154964046,0.04117264658077427,-0.024022222698529504,0.006703316361943755,0.024865588179821096,0.00514460638258035,0.16404201169078572,0.036531883465688635,0.07355294324762628,0.02014779521979993,0.004160711452334308,0.06546809577837798,-0.0018565112968268243,0.1114380285624622,0.021978533233220153,0.08755844746655024,0.07354150086530926
NTS,,,,,0.04018014252920387,-0.01853525662306175,0.045041630790040664,0.03999652623442781,-0.03667373637035024,-0.01784761004381349,,,,,-0.06873148323692953,0.01445127424328043,0.020390169006371278,0.09053880470403207,,
SFRP1,0.09903281206834622,-0.019225390999715337,-0.021472966546460824,-0.02920163591309559,0.039296734886560464,0.08810329543196134,-0.0022508577658121994,-0.0005258189565803327,-0.0275099024215617,-0.04434508131868378,-0.052466913349294306,0.016029623672154946,0.002701683918349085,-0.013712495595209508,0.1067068766962633,0.02917085047210844,0.041950033662226674,0.008874539789793325,-0.0063102294447443,0.09618446328061002
CXCL13,,,0.007135766521171128,,0.0070045699409497985,,,,,,,,,,-0.0054546822334736195,-0.004885501577617461,0.043863329787293105,,-0.04398882442904287,
MICA,-0.07111376949093887,-0.03934304737516269,0.005905598680027395,-0.04322019624501151,-0.06991576533189774,0.01875310071629182,0.04063699410492491,0.037893631919625574,-0.022725524197720788,-0.01076962645363774,0.008252252059782701,0.06782414918402738,-0.04581558995783577,0.0031292867381273377,0.023923160944642394,0.06437094197761052,0.03633240870843057,0.04917467073603253,0.03879280853824399,-0.06040791063442701
