,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02140795083937465,,,,,,,,,,0.03784838568918192,,,-0.03219517623309555,,
BMP1,-0.07055539571657715,-0.010210830462416496,-0.04835004666753955,0.003059007768268147,-0.03301463776772935,-0.04941784777431138,0.08315828259901713,-0.1597779560153342,-0.002162497896085432,0.0321569428080982,0.04500901235049977,-0.02947011978283731,0.03340033868888503,-0.10029193124196355,0.09053589428849664,0.01469263024268885,0.004997008479719697,0.10678223079865945,0.006174093892281464,0.034118567133168326,0.10819750119642596,0.08949328012784473,-0.0023308638401819486
NDP,-0.012999462594913242,0.007682748972618933,-0.027540776878787195,0.012280233226620639,-0.05872066950073409,0.08347809408601914,0.03612959295087509,0.037631297475259035,0.00847092190598111,-0.012881550281716904,0.025779271205532684,0.004043421257010693,-0.019167412353755988,-0.16571733930420718,-0.013833928403333326,-0.009527111464082956,0.023026005181849406,0.05587820797630758,-0.030147424997931948,0.04912305839947128,0.04247530905876047,0.0038594383528473054,0.0007803532755088819
TNFSF18,0.19591124707045196,0.015426747247819637,-0.029498504423726334,-0.049370483673314675,,,-0.01315947180883928,-0.0594853788383278,0.009657438811559626,,,,-0.07412034511212201,,,,,0.05069465368934671,,-0.034657548068804785,0.013689923897759434,0.0021402357408701056,
IL36G,,,,,,,,,,,,0.021814160883201452,,,,,,,,,,,
RTN4,-0.01065903545476421,0.05714698492720822,-0.009715531135123013,-0.05262535948329838,-0.03201626096187552,0.0951062124576178,-0.1500053380947415,0.21736282229780415,0.07441550637245627,0.03291190339145508,0.16934577667820125,0.09526655780493543,-0.0676113435127288,-0.022609620532682888,0.06457535308658092,-0.01672996344486322,0.010928483454252923,-0.035078599044998215,-0.029559021914077294,-0.01884637501223116,-0.0448424289031432,0.045535465457745374,0.0948215561656511
HEBP1,-0.016432099658440644,-0.03720568356522128,-0.01605092100154743,-0.02407290496005632,-0.029124667960491683,0.010756964094425291,0.07551814803805407,-0.03548992343308471,-0.028312184121294954,-0.05773424140367941,-0.07179663647629382,-0.017089841048860088,0.01762408280237646,0.016880049197432682,0.079294198294949,0.003792326577400262,0.03390530298586672,0.06016638416074645,-0.037928550826546,0.048256109330569945,0.022347112191487526,0.04581833516043508,0.09973076607256262
WNT7B,0.10480882651987601,0.12105655334299896,-0.023441212130327817,-0.0012618356387318795,0.019628205022970698,0.015147013558719249,-0.040873138909786146,0.1260247679459846,0.025041670360556954,-0.016091482676890013,,0.025024972891077298,0.022514598058038255,0.00199687041297987,-0.05039194753478766,0.008736346500825906,0.039226800496989594,-0.023909249506383973,-0.02582804756717332,0.011662276299235158,-0.035848490003012316,0.00833014567805339,-0.0008195700153653732
PTMA,0.09961559839330171,-0.047638551196843376,-0.04013868062174628,0.033824592939162054,0.02626852292692831,-0.058438939797373676,0.1999247913441437,0.03002799677597258,0.013335499251503425,-0.037671587740488094,-0.19005989587382985,-0.09744573068856409,-0.11717195580452747,-0.1448171941063045,0.001598300018095708,-0.054191973789159874,0.007421194949438237,-0.07755078539293099,-0.08263767686411264,0.03137756526544124,0.06863766102633526,-0.006179372482183183,0.036876231674287656
FASLG,0.03035162900658169,,,,,,,,,,,,,,,,,,,,0.004453632155626022,,
CEACAM1,-0.025876024608884145,,0.004906492193537648,-0.028870923289938136,0.0011402429033824648,0.0013593991147952858,,-0.018868318245555796,-0.011825791896207756,,,,,-0.10986893474193696,0.02214330136364128,0.0017345406786314398,0.10416859414996264,-0.03171202310242192,-0.029274629176154927,,-0.03885056603077287,,
PDAP1,0.03910039255720969,0.030430091638310147,-0.010807353964677243,0.0034878870610306496,-0.017241487357032834,-0.07148516532908232,0.11211182603520149,-0.11408962439993434,0.03825581407007732,-0.022607919711551877,0.12457900886044745,-0.04706377322269138,0.012275731712077778,-0.17128782214071883,-0.04913360596688436,0.01877772681629195,0.009551045296227311,0.014434545484711691,-0.020819049436477312,0.03521139367362962,-0.022447837281947776,-0.09280733680085575,0.04175407153871425
QDPR,0.045016247497902555,0.013813672572751004,-0.02087103773517799,-0.012967087569629781,-0.014080894195084454,0.0929330764280339,-0.08240209881129504,0.16838129492432477,0.04865258487459471,0.035709979864284126,-0.15191718308845764,-1.2798496502434733e-05,0.05236440064309772,-0.10947224743075178,0.06352152965165125,0.04424744279181045,0.012555225206003376,-0.047727693203496735,-0.05205131479696495,-0.10495286451314413,-0.013476944610751022,0.06467930069243705,0.024570111291007155
POMC,-0.045309424174697806,0.06845170745038431,0.0053613250288006556,0.020992042868695174,0.007262016230173174,0.12019910374280304,-0.03805209659285725,-0.024184093197015914,-0.022536190490475217,0.012782299612999157,0.007477907255978747,0.05151806190168338,-0.021170961915946657,0.13841943182948255,0.08849966343654575,-0.018986360817882974,0.022417086033878035,0.06792354618609459,-0.015328490784172673,,0.03900912155084211,0.04448409700945568,0.03744234026135261
CCL18,,-0.03603810642694704,0.02939632451147702,,,,,,,,-0.06365743383339652,,,-0.032125476599219716,0.06165541080237858,0.03357253000354915,-0.013394661053531175,,0.06157207001992977,,,,
CCL17,,,,,-0.04157722866778767,,,,-0.02422348565258779,0.005840372849865051,,0.012886561716407407,,,,0.11016225651389372,0.04252646485953868,-0.02738942566971545,,,-0.008636973106487953,,
VEGFD,,-0.040604412554101944,0.049361708352641656,0.02386677723710998,0.022289582903041255,-0.025403197043860806,,0.002240888968780408,-0.014576946503351744,-0.013784722085333328,0.028894990061643012,0.0349665342054385,,0.017571077793487298,,,0.062179508833675325,-0.0031704977521213804,,,,,
TNFSF13,,,0.0663606265962949,,-0.003253714587221216,,-0.03917950583448527,,,,,,,,,-0.027779926305493752,-0.03206590613739057,-0.049700735967211175,0.048756286012007856,,-0.041238807179071635,0.017763091867412453,
WNT5A,0.019091090997503876,0.09856814805635733,0.054338944652194555,0.04391454299440676,-0.008542192792782843,-0.09631973401703356,0.1659544263748992,-0.11955902729381075,0.0009536510183735663,0.017701334942763897,-0.009619430813649264,-0.0033396502192289015,0.07182235486271497,0.00819989615412909,-0.013918921876663368,0.03770916473623429,0.03867631938665111,0.011319677268778193,0.014201948532895319,0.05275029190884133,0.09313759386896925,0.047833166665699006,0.0018048668071753895
CXCL8,,-0.08159921885860286,0.05850436357030304,-0.029464388366453702,0.1104300165147894,-0.09187545310234883,0.05099476148942025,-0.08581486489785675,-0.05623320375099251,-0.010459064081174802,0.0002668745270874986,-0.09622524368538637,,0.3447068096495046,-0.03170165401881614,0.009087978030317453,-0.04818038131699973,0.045440914695506825,-0.037493031011293046,0.0968390974749786,-0.01633374801459092,0.013272584737774377,0.124921232364788
GRN,-0.013939109491332344,0.012291046486394544,-0.031810673481813934,0.005085251106652979,-0.026948815771852826,-0.02506117549759175,0.1466513187720611,-0.16368582243039886,0.011135589935764098,0.0092673484968323,-0.12188149004828361,0.01283064610562434,0.06396232374125722,0.047485274289561,0.011051525781878208,0.08772412905446476,0.026502255135687103,0.0427764701833336,0.06302792622280613,0.019832202041588774,0.0791349145016171,0.07027857421252691,0.04728988653163198
MIA,0.1256747688652742,-0.011775889248684106,0.039677538604773556,0.06304125528784946,0.01862220737236462,-0.060338183346682846,0.003637906038681331,-0.07062767390614881,-0.04114267432869458,0.021605836433840033,,-0.012189082580335216,0.0031597896880522958,0.0641033394271182,0.021030550396668873,0.053639468552188777,-0.05728957927515763,-0.03350802525130009,0.04030751466297945,,0.05169825605998681,0.027622563105213705,
COL4A4,-0.02158257154481557,0.05670657479767272,0.01576601161094528,0.00953679873704345,0.029114982832827783,-0.028623106248403446,0.013091727288106921,0.022814147794826368,-0.002971918041867161,-0.0028635121146961475,,-0.0025044225997703042,,,-0.04051121059672151,0.014087593000422595,0.045742896101273536,-0.025931527186500873,-0.03200723353605447,,0.1356134501723606,0.08454623137673238,
TAC1,-0.018635828185714597,0.14563473169575228,0.07060997294549079,0.031235573597401065,0.005168598118789268,0.2002436882059534,-0.1429882694539321,0.14931462190679576,0.10394821951932505,0.08276958841127668,0.20089472375800468,0.07794643802060779,,,,,,,0.008549726427492393,0.01349403344446448,0.07360492434597328,0.14400720057353192,0.05373180973172804
RARRES2,0.029007588940309675,0.06152437064104756,0.030147237007671072,0.01591089867490834,0.03048901202883754,-0.12176847794684732,0.09454975884174353,-0.16017436780971492,0.08384356757809507,-0.01794056931095312,-0.004865405451964579,-0.004797372043510086,0.028304135136666745,0.1015637587872033,-0.051650437677227906,0.028041970780859796,-0.04085297144365498,0.00375051669946459,-0.024841249077465495,0.07807967368614219,0.05285357586504285,-0.045515885786681184,-0.09672889041457552
FGF7,0.10748960626187827,-0.06688547570913338,,-0.01198511506227193,0.00981675949434702,0.10197369779934798,-0.026098440856566592,-0.010008262614004535,0.049427338915119697,-0.029686213852852607,-0.00579583333768273,0.02704843922025088,-0.04401603277251747,-0.06201020139701077,0.010372382076832122,-0.028892281545433215,-0.026224804761542778,-0.026856519219349374,-0.03179612801616974,0.012881238684249174,-0.025544980973897794,0.030275980017668132,0.06091097114053541
EFNA2,,,,,,,,,,,,,,,,,-0.019422874285493556,,,,,,
HBEGF,0.05304883040080796,0.029139522833307663,-0.03649455979190593,-0.06681750179192422,0.007866667751862963,-0.04979576741777913,0.12105473204660153,-0.088116382380765,-0.07418786186076162,0.044696869893754806,-0.06353539157668212,-0.04344494464425885,0.046792799806149386,-0.07125766714514391,0.06444502975493197,0.02228560733778701,0.044576520164359534,-0.007189762225146707,0.021606285115576593,0.011059434940020459,-0.04201169543597609,0.03278324533817241,0.01410934388042263
CSF3,,-0.040875395195717285,,,0.03415452770867714,0.01290142964049126,,-0.023442134678659073,,,,,,,,0.06007596249218143,-0.011001929460765983,,0.016142349685296313,-0.0379539185493237,-0.02664641068315787,-0.05160571005228725,
PI3,,-0.048423000988452335,-0.01998314465451367,,0.05059453174970673,-0.05369540547711195,,0.0508478882485492,,,,,,0.09536617443513758,,-0.020346893504856144,-0.02483964583278945,0.007984818369023094,0.012314109213343619,,-0.05789379801239038,-0.0705018812063055,
PCSK1N,0.01782890116245603,0.09632684115509327,0.009517551050124822,0.027839107490813607,-0.021261252219744325,-0.04041115786878122,-0.07570753775666407,0.057898455341987315,-0.01047749945036356,0.03602280958060658,0.19653469725517175,0.08920916228899844,0.048284444170233816,-0.038537476341198945,0.010481274020429842,-0.020963103538230315,-0.019430347252511308,-0.008283054947793316,0.09490145897482843,0.01774463611443545,-0.01991696270028492,0.06235198313790747,0.021953029347394532
NTS,,,,,,-0.035047770607821944,0.0015892274510968239,0.015613340555238954,-0.02889096343772802,0.0032658626502196225,0.0381818264202019,,,,,-0.03734910567692854,-0.023663086565748906,,0.05175192669168539,,0.057491296766939814,,
SFRP1,0.006550199063842334,0.09294766755199071,-0.0017946686120341529,0.07327361384020684,0.013867245325772605,0.17918827600053785,0.12970125618272962,-0.014000764841903572,0.006906702708396689,-0.020522688867329136,0.013936955361791426,-0.022487795155476407,0.11531421606577705,-0.09857645861155413,-0.06941420775078375,0.03289802615794564,0.0024924754039767284,0.014509192716338125,0.027264972667444178,-0.0537270775550913,0.09709048975583985,0.041461096826909925,0.036602317421212026
CXCL13,,,,0.09179045344716377,,0.07907255207014705,,,,,,,,,,0.07482136016736735,-0.024016447295945716,,-0.0019361477105705035,,,0.09662634189581268,
MICA,0.04595957148270277,-0.053730065510147376,0.022432051400303302,0.009192910804361314,0.021549439530942814,0.05156392826005113,0.021805405082980935,-0.09884673212402165,-0.0219661289612509,0.05093430266859072,0.05214081988414513,-0.016658441444534714,0.09388862718683579,-0.12286926603831544,-0.017745836491328174,0.030268748958904933,0.0012760223389802299,-0.02835125406674441,-0.020049459169278746,-0.04575003368784583,0.0003248365072438252,0.035743640772796625,-0.08489315911097657
TG,-0.00035129355319530296,-0.03258421416564731,-0.05126860797042657,0.06807335300476902,0.0301595055774057,-0.016460345273269197,-0.05779131413577213,-0.025066186744780193,-0.0007288178833617827,0.008457081610434118,,0.004790072256828545,-0.021816903621447937,0.06073137821018415,0.06452852938302858,0.005564062565168883,-0.000612244670512601,,0.021927020268796425,,0.002103208286141747,0.00062706610092532,
ADA,-0.003677886030646568,0.030889354797609295,0.007137229945726517,0.009004211088530438,0.05333622554002667,0.03637590206684169,0.032417018379736345,-0.10021540836231715,-0.046838247018191975,0.021343900993440187,-0.1184682394729162,-0.013450186389519416,0.04804245598025573,-0.2020123494326305,0.09372842930700452,0.04318980032028402,0.00014507624118060192,0.006723562860582051,0.08139792346301092,-0.022349980778900397,0.08502623128784033,0.08523568247392234,0.0015466758177842467
LAMC3,-0.03938208076103532,0.13878776199873544,-0.007009648966390436,-0.00019155087020063713,-0.04185039772077379,0.07951608228695432,0.056347277010875454,-0.10695236402344727,-0.06737685946976738,-0.03488968356918728,0.10201279362785033,0.004991776283662567,-0.09298504779905054,-0.2160811125595742,0.019181509029743308,0.08700943988004314,0.030735607834858753,0.043963018403788225,0.08297463515539043,0.0014038928808562503,0.12993097950136512,0.11047075480330294,0.05980846357293263
CCL7,,,0.017683303135204505,,0.011118617596308427,-0.028449784537418487,,,,,,,,,,0.05691337131760235,,,,,-0.02792285543438306,-0.029504622251833815,
NGF,,0.18142451506438517,-0.04504605278389605,,0.05016990052493756,0.004286713654718887,-0.022120245886521443,,,,0.05195428669912773,,,,-0.04761656540887133,-0.010854829224546501,0.023457439956012745,,0.17673324099480636,,0.20083682990120483,0.0896988073242476,
TNFSF15,,0.013320159411809649,,,-0.0031358355161439483,0.04970620730403445,0.015747574327540207,,,,,,-0.08755552026275863,,-0.048088705154295516,-0.02987905345087909,,,-0.026062140133455012,,0.02422521054483677,-0.007550963231129433,
HMGB1,-0.022420670329177488,0.12158839755494813,-0.029125677218078985,0.024074544830380816,-0.017253129218013186,0.0033471802739565796,0.042076832479140645,-0.1426511245520258,0.010361570844832852,-0.03273501889615961,-0.006189179725851248,0.00022497310772018913,0.0323010966689102,-0.26121868439599877,0.03998348933863392,-0.008011703585762418,0.09261617342623454,0.013736110215667846,-0.002844241436822977,0.03348575776364014,-0.10395580519721782,-0.08120092072108204,0.06418072130609244
ITGB3BP,0.03584851104333541,-0.08790531103288901,-0.014682375162550096,-0.03110844536426687,-0.018649206241749445,-0.009584428385397444,0.10638593447807693,-0.09089472210463993,-0.0038532005531567485,0.0020538639148920783,0.030869025989702224,-0.056218666614081425,0.10077109181228483,-0.024752967639924295,-0.01739053164704799,0.03604483071872306,0.006018308470086396,0.011625860871554905,0.0057706043482446965,0.0680228583631623,-0.0019933807822993042,-0.045324034063846795,-0.03104811259893644
AANAT,,-0.0422087140967968,0.0266751677130595,,0.038809603434464233,0.09078089924541355,,0.01429603923506638,0.0034264613367903166,-0.009009058394816796,-0.020685961410677065,-0.01474123425038781,,0.08193537722164736,0.10946143065437648,0.08968368306483689,-0.02613792818756929,-0.029074420859009756,,,-0.015607934293526965,-0.005110672812498333,
RELN,0.08544539815878896,0.23831506514198184,-0.020199730084932113,0.05187096198993358,-0.013428403004287612,0.09201645106491407,-0.004252351899524423,0.03623387339594595,0.014137612262305822,0.026080110565191723,0.12245728542579683,0.08184608731747423,,,,,,-0.015610397792173485,-0.03148024086641565,0.14537265859864126,,-0.007557855385420871,0.08999275589061037
IL15,-0.01307121782348785,-0.02648101921954034,0.022395481459433354,-0.023295707239991133,0.017615254939829572,0.019177309019614203,-0.025321269645255967,-0.09393679015695014,0.05991582137214601,-0.054445357406665666,-0.03134378375147244,0.00892094106047998,0.03185334730868892,0.03824574644142329,0.061253170057856514,-0.04925912829248719,-0.0302545347983568,0.05186281216560148,0.009375257002205305,-0.04487115118503145,0.08944174686182407,-0.0004359563662314867,
UTS2,,,,,,,,-0.08506637525955461,,,,,0.04089838079423906,0.08942800721027203,,-0.022896732958595938,,,,,,,
