,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916inf
INHBB,0.03168203292343178,0.018678120990931395,-0.0008030816291421053,0.07855499571691092,-0.022324806075447172,0.0405967890590206,-0.009052104299806811,0.007944653086511528,-0.07128387237992508,0.058137816873663435,0.07028770118869411,0.03427310868546811,0.11034603650843319
LCN1,,,,,-0.014337203014223776,,,,,,,-0.018602405021874366,
ARF4,-0.008198044803360961,0.0005238499513565902,-0.006415759280065533,0.036032288686963364,0.10393069605687888,0.0038093703141320627,0.05602686586363142,-0.043311612309201664,-0.07766806215340166,0.03288579154682471,-0.0024235495084774885,-5.501682175535526e-05,0.046824044264978056
CXCL14,-0.05685754883303794,0.013240726068583793,0.05044882937091942,0.044528542143591546,-0.009009981145937093,0.015258103920149807,-0.02887377064969185,-0.08609297476748916,-0.029788012094565372,0.06125709095749666,0.008308173860848379,0.023020807195211268,0.09776431879610477
LIF,0.039462864483678514,-0.018564367317297464,-0.01262372089356267,0.05199783730946781,0.04695639264671594,0.03738413300155796,0.010880693266110701,-0.02020523592444002,-0.06368533053045769,-0.029871865357968756,-0.0016357438253066135,0.027931424512146974,
IL17B,0.12499222484215752,,,,0.11205934379769236,,,-0.018693386741352864,-0.05978857981894026,,-0.016618925082047657,0.04814206758853787,
MMP1,,,,-0.013897372903661328,,,,-0.023433460610770597,,,-0.012034279385761282,0.05702620307194144,
MATN1,0.006728276811904494,,,,0.03646510245234713,-0.01099072939605924,,,-0.053561364513508625,,-0.017127586422636235,0.014690421526750309,
ADAM28,0.02111897878159388,0.04247352349592052,-0.01568559304937248,-0.011455306319790547,-0.04071138617911655,-0.010055967234447256,0.007334758589911253,0.005800543718502738,-0.0001714341609645234,0.08352997602658845,-0.007181833655411148,-0.02675435487490442,-0.02448638667760569
TCN2,-0.0317282771693751,-0.021157343721573133,-0.0515994570597258,-0.028299144268467902,0.034667134035681564,0.005040110136377351,-0.013364951094311454,-0.07233231554335438,-0.02489704752250344,0.07510406378275279,0.016834528141921497,0.046905956199599384,0.025072215186653316
THPO,,,0.016190889221954736,,0.0519165759006395,-0.022563490885030683,-0.027733436030682495,0.05414989595105313,0.02927075118862827,-0.04165032692276892,-0.014857387909130203,0.009631382382984282,
CUBN,0.003497931141479899,0.04354128109679403,-0.04110222374200538,0.010700937971159867,0.004638708409188642,0.06031380965188508,-0.021326125062981094,-0.0382116675101689,0.039300234677329966,0.035864247852782145,0.011904666382561437,-0.019824427806359426,
TIMP3,0.05735125332544567,-0.03098451569638754,-0.02135312439855544,-0.009835834009249056,0.057151832693453294,0.04094984439667106,0.038440701743270585,-0.054385825838319794,-0.03832978192954651,-0.015077812394495044,0.035560731259029435,0.024581739010622012,0.028570525293132455
PIGF,0.07465952202530948,0.00754589603322365,0.02345223914315626,-0.037853830478970146,0.03929222533067147,-0.010247817870716134,-0.030040929466830943,-0.12062328672674834,0.00944568456134469,-0.08160669461767776,0.04864669769483209,0.04848637405223744,0.04441098114893936
CRH,,-0.018480363799888017,-0.015276367172193713,-0.014122264009883251,-0.022046848070967177,0.04607843029229692,0.06691035638809602,,,,0.023965984817264207,0.04946611822965323,0.04288014376427084
BDNF,-0.009130249167734451,-0.02633156416628638,0.060766850883009316,0.05529495158586544,-0.07404551176849092,0.003118258066321709,-0.02752742380547821,-0.027201161151369075,,,-0.02297282756174891,0.028138139131635917,0.037206135195889445
CCL5,-0.01899680388754746,0.0506868596958723,-0.012811155497044417,0.0878569300087119,0.10591017495408094,-0.021768606903316882,-0.02933881141241493,-0.09350769236879476,0.02150605930800795,0.043919109430320874,0.062259525261617675,0.06315761015766264,
GAD1,-0.016046883843917073,0.004700132508498666,-0.004098714106675421,-0.06661266276897938,-0.05534303334860142,0.02182481026755944,-0.02173442198299581,-0.16183141692703276,0.0033512064354766584,0.06678193343982952,0.007601668139061723,-0.01020222978005527,0.04484705877331498
COL14A1,-0.03294827864577313,0.012031202262255297,-0.03918822842202212,0.08475348421750288,0.0686025147188585,-0.023874242691940172,-0.04891634330109091,-0.05936998278386674,0.12051131080324905,0.049899860755999385,0.015587428015028746,-0.012952661581536929,
HLA-A,0.1059516869093433,0.012248717894717839,0.01724580564220744,0.04479592553676975,0.09883405137838172,0.012118344580210461,0.023191224465219474,-0.052621173692417034,-0.06156233688340843,0.02292276715769135,0.048516507565197785,0.07490362450299214,-0.031596156001543155
CD5L,,0.018757813277670767,,,,,-0.028942927821778795,,,-0.0009838244661750577,,,
FGF18,,,0.011228607169026652,-0.019268560501389226,,0.03502899756408972,,,,,-0.020796091111438236,-0.018395377051776997,
ADM,-0.05620197690218508,0.0024490389948711192,0.04187470713658958,0.034840823369209434,0.06542546484474993,0.02794693053700226,-0.04856351190375034,0.04483014785576505,-0.09941087381081938,0.06503377178215781,-0.0412837521945692,0.01895649581667753,0.0489979900054065
CCL15,,,,,,,,,,,,0.009470485711616693,
GNAI2,0.021742176089231503,-0.005241946611299343,0.01344406086923917,0.06829068719205704,0.007699610882988512,0.03326773830808779,0.016157502690639234,0.043011552027769455,0.0055948721926871075,0.03916472907008573,0.07323450417033098,0.02639249929957402,0.015919697026409142
HDC,,,,,0.03185977685176974,,,,-0.00012049304898008484,,,0.09022085353194967,
COL11A1,,-0.0026668159776387,-0.009048358243067786,0.014214450558934538,0.0033115696853178245,0.06784892884152036,-0.03513194534103643,-0.11697918790348126,,-0.04721528377781863,0.005167953004963665,0.025569471053105846,-0.055898777356184294
NUCB2,-0.03779873839714344,1.2604109261672474e-05,-0.01533744839020885,0.004880000198090498,0.011543983306932317,-0.013672000290123259,0.08150606685933753,0.079445478344904,-0.020467244769991597,0.10779035076286057,-0.03046427552172512,0.012818716723504731,0.14722111594601425
CXCL1,-0.007006508216852922,-0.02088090704526301,-0.026108023719579404,-0.0010161469516231226,0.02965357184334636,-0.013722774224422125,-0.008550038129338395,0.06474374461686636,-0.04512258238963672,,-0.034328048728829955,0.001385150358867993,-0.03750874289494705
VCAN,0.06682834908671315,0.01976409519950336,0.007446104345729362,-0.04458695096672499,0.026653836603077817,0.011739005208258846,-0.017914956033678483,0.08715721365747066,0.04826188530478585,0.0024247293108023453,0.06252014769905745,-0.09807356589505593,0.04064381685536426
MMP7,0.02554860222635446,,-0.012157663280126558,,-0.010464975819451546,0.039794935055645485,-0.017032498087418645,0.11319271376877467,,,-0.0048188326327229195,0.014300427393394361,
PTPN6,0.04767498053739521,-0.017861619636108196,-0.013705974984557513,0.07241017556589636,0.07115851793991068,-0.03294827717254536,0.016984300468564573,-0.014336167374975289,-0.07218926555055469,0.05403165088021983,0.021715616279112913,0.023261138826874767,-0.03384973020162006
PTGS2,-0.000583485549005362,0.07588970729537016,0.015174336738423635,0.03993351750323906,-0.03286008092613757,0.029594445170918738,0.04583262256418884,0.1132811199299311,-0.0033366203089713418,-0.005456037541092851,-0.034334241481274536,0.013531684976733079,-0.03163024325039826
XCL1,,,-0.013205446273351568,-0.014777323666563603,,-0.017827956545683334,-0.022341791208641743,,,,,,
CD58,0.017280428037600902,0.03438291291590464,0.04558969704715195,0.04015879832073243,0.08529159660900693,0.044412044295216835,-0.02978991919403834,0.03991197486974084,-0.07273453613298028,0.04864315521655094,0.021657174166183072,0.04602841434224946,0.1809307429823784
TNFSF14,0.058844794997101324,0.04002942092746237,0.0022864123529350044,0.10512691846327256,-0.021805315067203738,-0.028748386168761794,0.09535788909587205,0.12395343979551951,,-0.0447144824856525,-0.017376867860305376,0.06070271983608068,0.1666319752542219
CNTN4,-0.0028998805579083554,-0.02578043682606125,0.02446605013093458,-0.034802709078598074,-0.037158967716204715,-0.030069501340189795,-0.013373765188881514,,,0.03840166202493172,-0.02088723261509141,0.02047021783826508,-0.05685925138982553
NTF4,,,-0.016704311238404868,,,,,,,,,,
INSL3,,,0.0361722154904422,,,-0.012516272316215448,,,,,-0.017376866181420144,0.015941882092776832,
BTLA,,,0.010663529962388145,-0.015405851858024002,,,,,,0.00579424160220018,,-0.021123088478693236,
MFNG,0.057778790284305624,0.006324484650367552,0.011036699351862356,0.02595849888182387,0.1057955913219639,0.03052151972593028,-0.05109338169916849,0.0014396719777443872,-0.04078139237310093,0.07309748189672317,-0.015472213179803667,0.05592954631700859,0.09869130148340817
ICAM1,-0.026869773504053975,0.007409975743489033,0.00640806147758035,0.05229159121927156,0.03908784070143026,0.011058301322552946,-0.013727976729612035,-0.09801539198110819,-0.04888005988229689,0.09229689116639922,0.013248063271705184,0.038230326178066654,-0.027905931278171262
PROS1,0.002720704413781493,0.017424163314944785,0.004604753917836037,0.11072609873343194,0.04291459193591029,0.031304785305628115,0.02324697881088568,-0.062085381659414685,-0.04876548290616214,-0.02827400737686263,0.029336578183915607,-0.00611622569636028,0.19017821181092046
CLCF1,0.0704134975655737,0.03280761206107219,0.04598205370435288,0.06760131092941404,-0.015377240814170155,-0.011406708059054122,0.06583829170079541,-0.00336783123027118,0.03615764652762842,-0.07692386706498415,-0.03561121375239124,0.04104922954371636,
PSAP,-0.012764289115115651,-0.0007396683896244477,-0.01006034466386682,0.05961470158704026,-0.03293009994203527,-0.04167589070829447,0.0009929958229483648,0.07575974125917456,0.032006884492202695,-0.05196170354130996,0.05637558225686485,0.026511997400779613,-0.0800519981633722
EFEMP1,0.0641643884485457,0.047549974712612735,0.017247879894059993,0.14887476796587154,0.06434140251075517,-0.008760780535616033,-0.009140395399358127,-0.04289659018992856,-0.04910101195927429,-0.029674467450809195,0.014008356715708459,0.01842046942671444,-0.07017678099122393
C1QTNF1,-0.004436563589413961,0.03939957749196826,-0.04313916099342286,0.09797854934849883,0.0759641158202812,0.025333705645774404,0.042077796556443836,0.15019109454872462,0.07240076776879273,-0.031088995149821576,0.02478004942986768,0.006390851672040737,0.002786862102393987
ALB,-0.028557733925185895,-0.04344434818167729,0.034062803212165656,0.05741056613570995,-0.01755368028293414,-0.013664486547694758,-0.04938718418219812,0.047583632973758956,-0.04690437009922175,0.10116819831310632,0.03848099466520626,-0.02470154084745728,-0.048607714364750754
CCL13,,,,,,,,,,,-0.01949176626741985,,
EFNA3,-0.03768073376748901,-0.008696583745314276,-0.001217271005965928,0.02184722904420178,-0.016746887072837138,0.020227022863454198,0.02898421104654675,-0.08136412838407624,-0.01934606049320336,0.017449397836402748,-0.004121648747563651,0.06751440154841253,-0.05174911979335939
DRAXIN,0.04146668756849187,0.009398019511351552,-0.0021016635548253932,0.011601887643259893,0.11352567322953193,0.04450291469634404,-0.0001796959854525499,-0.04712742002272857,0.050682004284830634,0.0850472373257848,-0.018329022539023392,0.04775849705690761,0.24170368194593211
RAET1L,,,,,,,,,,,-0.021111272190160055,,
NPTX2,0.06623925509851589,0.030112739502798733,0.022795936322905726,-0.05135908227959319,-0.10648367867697152,-0.0009047105303709207,0.03778457597591443,0.03274456822899064,,0.09326764296972774,-0.00867264001279666,-0.001320394066519238,-0.041551521315793705
FGF11,0.032945770900521525,0.005014459659121703,-0.03425260813856887,0.003148650039328933,0.0737436967066393,0.022561522657782475,-0.021913865468424425,0.011321364932421023,0.06810790100282182,0.034358719242927487,-0.037347631090260035,0.04737671932209793,-0.0682799690632053
CD59,0.05865687508842137,-0.030352069352877948,0.0032694419914164334,0.024082822465205114,-0.021761648077246943,-0.0021318014113314732,0.10910121713734418,-0.02501634941106383,0.05239609201455665,-0.0009931898681340189,0.007471057607384704,-0.023216281029465276,-0.08502670460298092
COL9A2,0.11152917673380792,0.06553714508863266,0.044223549576687456,-0.04652535679541672,0.05348393427047476,0.023266939063369806,-0.048674238212604096,-0.040001533937644544,-0.0038541929098345274,0.026707841226222738,0.06762480470787186,0.015504345256011595,0.2004522259426091
DLL3,0.051058374198845555,-0.011025082935606084,0.005635559443568541,0.031177941120841015,0.03449677253256754,-0.005668613792257058,-0.004445150539100676,-0.009555928105376277,0.06622200485862885,0.04509067102578125,0.02598892405217616,0.06350153234061531,0.018573492384099263
FGF5,,,,,-0.013977896791666123,,-0.01638104657787121,,,,,0.02313276044227604,
LIN7C,0.04387069319099509,0.08906843661210273,0.034979971744014786,-0.061636945768526456,0.0271140309787238,0.02510260360357956,0.02086208979000931,0.009992727321313476,0.01409035450173928,0.060250676068238536,-0.0401007926029229,-0.015596722987436687,0.0030726901827511227
GDF7,-0.030374868574116847,-0.0035267536514927158,-0.02165587485612652,,0.0985557093403652,-0.03565615996746978,-0.030110911517405393,,,0.00103104855360614,-0.014126377926814437,0.02235604670163876,
PSPN,0.01936039176924543,-0.007657294024786023,-0.006233868567095606,0.08395891500592802,0.06280354423517179,-0.02247203053752322,0.008695954279180938,0.0519316345068182,0.1008987132773199,0.09903287146498288,-0.010616561630000389,0.08241223913104126,-0.06633502040359326
ANGPT1,0.05327950344299987,0.015120436204331945,0.04501001538790595,0.07642154040336765,0.11027084883841545,0.010563458601557508,0.005507157048862698,0.020991023589620274,0.011532943326929163,0.050348694430113874,-0.03280426365426303,0.012928006414137924,-0.06720189137459873
PNOC,-0.0027881337607034147,-0.004632335854059062,0.03168599077025711,-0.05950899843650702,-0.054996730385704094,-0.020561962521216552,0.016762381186421503,,,,-0.01674739799887121,-0.022546138128834114,-0.025815767226588265
L1CAM,-0.02740694061331231,-0.0043407870455121275,-0.004560804291258648,-0.007473938783403317,-0.02812646274462426,-0.007857463265081563,0.07788828741315038,-0.050639255177847786,0.039161877197665736,0.07496008199809197,-0.034594585333234104,-0.012386772341088372,-0.019387512102735437
APOA1,0.06631358556951654,-0.004626370711382187,0.011897305827037538,0.004381771308633512,0.060309066462137295,-0.01629836385965074,-0.04365720718619724,-0.025499510913759647,0.02963029906940002,0.04020885985276292,0.04345751543357719,0.10026287313913015,0.03584753873692161
PSEN1,0.009297052165572714,-0.0027718247830838165,0.004591890752075018,0.04554794873142364,0.032425099332236175,-0.048309306039468,-0.03804823328861321,0.04663753528417005,0.012026033284368179,0.04442965352439712,0.05081848280228889,0.005233543182972719,0.04091773624807843
CALM2,0.07776637548581491,-0.019005911608861375,0.002942503795994993,-0.026852228378031914,-0.09114045384154183,-0.03991119945072074,-0.0021524646969814315,-0.021558399702966934,-0.0033170464323852324,0.039874450331644336,-0.0189367835125535,0.034134693062718297,-0.003512145024209161
CLEC2B,-0.10075440977255984,-0.033591855318904566,-0.014405783656272675,0.05216376303715847,0.10470724795092885,0.01217532787515639,0.03779471915840147,-0.028163431253515895,0.07302571844034825,0.04289420370543412,0.004764576706376258,0.04382355169959502,-0.026566565403626518
NTNG1,-0.03970326064945854,0.004914152210436081,-0.03965601169605594,0.043786280758028956,0.048904453470864764,-0.03827157524953977,-0.039986882118406446,0.023795574404261225,-0.050138741258780234,0.02188864474400947,-0.008182705634647939,0.00829545485916583,-0.044505307247534535
LRIG1,0.09438202963098269,0.07776299774815643,0.014607527390357603,-0.00458489583929166,0.05534664413864698,-0.005920398850489725,-0.03735240871607045,-0.023133130501188988,0.06129036653287683,0.07446075292377605,0.009184074098204527,0.05283840600961981,0.12767675591234087
CPAMD8,,,0.06526803653964777,0.06140211979217715,-0.01264488874558739,0.005524079350102608,-0.02230629141632737,,0.11891417082024625,-0.03596399057893944,,0.015023456079222126,0.07857900256836446
GHRL,,-0.015166735678915145,0.02322962249141075,0.01614449026739084,-0.026891139284311638,-0.024342588241738367,-0.018269550776347267,-0.05098518649085693,0.09018692287029162,0.06435706257372102,-0.015280420382343186,-0.005125822802290053,
NPY,0.05115635452349821,0.04314705226034777,-0.028521428988755964,-0.031152064626358743,-0.045983659967839076,-0.01497440983401435,0.0042097428661752425,-0.030162164632921783,,-0.05385556623408197,-0.04716398200426198,0.04869612706021406,-0.052127003905426676
MMP2,0.10542459595169544,0.020716121253788147,-0.04105308006361431,0.05211945976038577,0.06652222710069236,0.07876094993542906,-0.04044670529926607,-0.028831059702916165,-0.058097771585152856,0.08393075476076554,0.042487247202480226,0.012288961607621449,0.0838162153365491
LHB,,,-0.012502865178644894,,,,,,,,,,
PPY,,,-0.021763841775567352,,,-0.010146532912619266,,,,,-0.03098128388107164,0.03790949503816055,
ALKAL2,0.004444415858695544,-0.0222050877006087,-0.012321218048721105,,0.09157159418947454,0.02216532705063206,-0.055025739243337445,0.09665454423410935,,-0.06405522791724316,0.025982459971762042,0.021853265751253962,-0.021961796388467104
CSF1,-0.014157594817949655,-0.025010444964825275,0.0020739159280362264,-0.0049920969585558524,-0.0016022607921042566,-0.03257848668973273,-0.028115691370334255,-0.010614170565423485,-0.021067837320899625,0.04877711870231659,-0.006857859002504163,0.020507519218602135,-0.010233235149407494
SEMA4C,-0.0033025615308714756,0.013263433645110689,-0.0185291502509949,0.04254828654345959,0.062476802161434496,0.0060998778832203875,0.03999961626213195,0.003596719202132243,0.0461199176259735,0.05156815008724747,0.025730962369246827,0.07586117986998421,-0.007465916896748866
BMP8A,,,,,,,,,,,,0.0677028937757263,
ICAM2,-0.004847437447279458,0.11611758218601334,0.06459057297962875,0.02210199494059868,0.003554194915616063,-0.030560330643521243,0.03539813209597419,-0.11374868510465934,-0.035508216106461446,0.05039744767677156,-0.0033830747056506232,0.022284946868109043,-0.03342703402699106
SYTL3,-0.009386404197395804,0.01753472206110812,0.05043434652871373,0.038848684335003485,0.07213986762766726,0.007075117625626119,-0.04661164062858814,-0.007184131728168713,-0.0036440624221782923,0.11527803229859103,-0.03609639849867679,0.022454872940908553,
IL1A,0.06583564021256422,-0.020425208064289907,-0.050417772973405175,-0.042909608252512214,0.07923957906453455,-0.02641680322222076,0.01904432369308627,0.04018264110174057,-0.05627158881216829,0.07389780894380547,-0.022532296518297468,0.061693857744617324,-0.024855259618319834
HLA-G,-0.0013959803669557223,,-0.013205445080788858,,,,,-0.010569385962621972,-0.022112628107867866,,-0.02562021878388002,,
PGF,-0.05321029157811429,-0.006269816560840619,-0.03348576747050841,0.014684554523243043,0.08021503896199315,0.01903249525011143,-0.008877384603381106,-0.09284091464027809,-0.050109842401596584,0.06754490825877639,-0.019881977920019986,0.05599111463774048,0.06192553640091927
LGALS8,0.04087619642576436,-0.015124625715568853,-0.028241389899181575,-0.050983855900440016,0.08018433063261302,-0.021409961812173396,0.03270502784650893,-0.006531226821684252,-0.021924557872872574,0.08745318229262901,-0.03079862789760305,0.058049580166899296,-0.05711874506284497
DKK3,0.03219971871109951,-0.01579901281194181,0.009267150299255419,-0.03136660173647912,-0.08659338200594406,-0.037690831047739314,-0.0031833833110491766,-0.07134094841381329,-0.010728716708415038,0.03505937548554347,0.02025846887865146,0.018189494491968876,0.01479841038447088
COL16A1,0.06178915895059215,-0.01803831722484049,0.02100279017369948,0.06271321167373477,0.0025964271447593734,-0.015813851409439406,-0.06644249565415665,-0.08186679227086906,-0.026986714754710896,0.02438775969014591,0.04747361014962034,0.04118383436992569,0.10503824927181996
TPH1,-0.011372309751388726,,-0.024030499768401627,-0.018417552787574523,0.1628087402772564,-0.02346680148842536,,-0.049878151522250995,0.026177568461903923,,0.00775112264521879,0.04226321001529342,0.11620211616591355
TNC,0.024829701831014163,0.016947029000126606,0.032550317231715316,0.09765019461072673,0.10849582289100694,-0.015538559391339175,0.02166386513769003,-0.03236536425343707,0.0034316385415009156,-0.0016194537650242977,-0.015012027660942638,0.04363804344060378,0.04615261319530769
TNFSF9,-0.04550783753531214,0.028746165861453492,-0.0216558763128271,-0.0012954068165295046,-0.03393236594528169,-0.031895992484417594,-0.044144076903606,,0.06685441848062758,0.042153095390070616,-0.021831557598169495,-0.03102971698747968,0.007983206279236993
C4A,,-0.021882118619673287,-0.01482287218198044,,,-0.012028205830950699,-0.019713400955033798,-0.06181123803063621,,,-0.014275363836734337,0.006261478428683331,
CNTN2,0.01533121117431879,0.027389498622428128,-0.01747044220266826,0.028427842428683722,-0.017678969727160876,-0.042217919334957214,-0.00789918560351895,0.08838855927132089,-0.011416467270233648,-0.06592926199488214,0.015604849641691669,0.009708524279375628,0.03370400029062432
F7,,,,,-0.012644881395955062,,,,,,-0.014126379292800665,,
LUM,0.07040260191295908,-0.032261858582837,0.0008244879580644088,0.021690699988212138,0.1147800669880063,0.08748789338048245,0.05873260069559586,-0.029769136039162453,-0.01697986160043326,0.05198539247354747,-0.0025268519519961873,-0.004008735150972929,
BTC,,0.005435807320916691,-0.03393539160614452,0.09913716993487424,,,-0.0240252450451964,,0.10232802875440028,,-0.01367036989359121,0.056733108984367044,
APOC1,-0.033540555579590244,0.008503781332072163,-0.0590742020169064,-0.09579470335812794,0.11192843530124359,-0.008217715471997244,0.012166011046817598,0.23814744240617064,-0.03570821720480276,0.03842672244028551,0.04313689152126385,-0.016702581730138243,0.04132344996063883
PKM,-0.019088728234912283,0.007202285932183187,0.005999225853411605,-0.004756253763771625,0.03920935158376303,-0.04076866289382577,-0.002446072425191071,0.06056853904865985,0.0022970183938454667,0.013689695555617474,-0.04411361419303201,0.03202123655780226,0.00694552183348796
TNF,0.06630884065343502,0.02062275883651604,-0.03272378454935461,-0.0307935070085036,-0.01855793247364754,-0.027441491754200836,-0.020956412866940707,-0.00301198825601141,-0.01032584299405482,-0.00908266397026061,,0.06574204740675531,0.024403783785166458
GNAS,0.0015275831209696697,-0.019367236715912953,0.010551173418292184,-0.0407877230475205,-0.05043400266128594,-0.027129698828151607,0.012964367806789421,-0.056572313273797935,-0.061901983081763604,-0.055674101018433855,-0.03563652978266846,0.00022844880126893032,0.06634551326782974
BMP8B,0.08545679093906758,0.03580264809029769,-0.019144493813714473,-0.04011571742908116,0.03164403440678778,-0.0013846276778906466,0.02204754054276354,0.010972513179916597,0.05192333896566885,0.07836819814166647,0.006271228293196069,0.07234329461055512,0.052427918341882464
LIPH,0.012621611547600033,,-0.002944711123186609,,,-0.009698022008252665,,-0.0312906085704848,,,-0.022433315126605072,0.013105500390832437,
CCL28,-0.030374841911416237,,,,,-0.014933358468489668,-0.024487104739308943,0.050665993924904944,,,,0.09074457574988264,
PTPN11,0.015349111885337895,-0.007876514696915035,-0.044469242962140894,0.021348987169906367,0.05333778009395734,-0.0008478961037915445,0.04703419850385799,0.07294896740901781,-0.03748611478479677,0.002527280891738349,0.036353584628923886,-0.0011085870798566888,0.05348157857300292
ADAM12,0.057776603679904275,-0.0014950112464947173,0.03125935673248464,0.029152840049364952,0.059436738865478275,0.0647413667447891,0.07043431984165201,0.035790954162019634,-0.06301456417857526,0.04413334378689246,0.0009952110375286744,0.04745549099351137,
EPO,0.022687331089124636,,-0.019144494349780456,-0.019762968920466546,,-0.01014653335551743,,,0.03498855060118334,0.0774379210788546,-0.013515160130914201,0.009508554896003468,
EDN3,0.06999608929324799,-0.036126163487893034,-0.0238322344598823,-0.020246319543396868,-0.02240494551728472,-0.015726626275677977,-0.02933660666921229,,,-0.04165023547793532,-0.04201173028295205,0.00040136644460975267,0.014675490360541332
CCL22,,-0.01493278394490772,,,,0.035515871910257846,,,,,-0.011858964663638349,0.008904148043053154,
CCL2,0.07743375651116988,-0.007574798719446332,0.019061505144644907,0.13228351689485357,0.007974217997024684,-0.010468918366889261,0.024205789004635884,-0.041129263883363416,-0.10954965632715538,0.026131283434847715,-0.008317165900009676,0.03450352814651271,0.0742096296066955
DSCAM,0.02503657662844933,-0.017278053557188387,0.015438518637295657,-0.07282892176863695,-0.015264183634396215,0.026418174838501257,-0.001087678324887846,-0.03950885914823444,-0.06400214497933197,-0.04195329078001837,0.04767517730118368,0.006918438578272789,0.09190186667086625
ANG,0.04114807088613182,0.027513888730160026,0.04410862747912586,0.0645657465436236,0.04323776397125349,0.04203034988702764,0.0483457011177734,0.06175037134557762,0.015123551470089201,0.023748694086859177,-0.008061749625423362,-0.01110159366107528,
FBLN2,0.10152250830912901,-0.015983430828988593,0.03963001834219982,0.033414872870927204,-0.04202054514671913,-0.03550466387915708,-0.034436016971517415,-0.017826262997512894,,7.395942371453706e-05,-0.008114063152363606,-0.026154134004984904,0.0019534556248456472
VTN,-0.022931813335338128,,0.024387665445333603,0.016188765984575644,-0.02131514460582632,-0.016669614826314065,,-0.045699669890990426,-0.11181706067324701,,-0.017500308228574714,-0.026403995000637094,
VEGFA,-0.03751012506847424,-0.04628759504997861,0.018986686500280438,0.028628666051167623,0.03664267210944246,0.010169538297663462,0.02459324335528044,0.08916138954724871,0.00812860808344203,0.07326805469746037,-0.01843525270939686,-0.029622751795632302,0.08322270652556017
F10,,-0.02041411872194414,,-0.018590621078673857,-0.020560846809539454,-0.011125454522634894,0.055373397829069394,,0.008012709004314512,,-0.023407385991934832,0.032364946751267824,
SERPINA1,0.01297406595581321,0.018954704661516636,-0.02984910034810502,0.08575254524909912,0.02054433183144857,0.004433137261932757,0.08933129192824889,0.03873991239200899,0.02807939034092009,0.03534723567879518,-0.002475569732454517,0.01254126286364203,-0.0006607125163015468
VWF,0.018217365862561046,-0.012490977670191777,0.007068233224237245,0.023053217249191762,0.05123450529603364,-0.00639956053231744,0.05388934864365069,-0.024466781363096664,-0.03424524775758656,0.02173136352034525,0.018828691693543596,0.0438293508306928,0.04649259756178093
GDNF,,,-0.015571773969493557,,,,,,0.08271942039733408,-0.015996920176031194,-0.018925325988732897,,-0.046043244071067004
VASP,-0.04674156185850885,-0.014398395807981395,-0.006035290383377828,0.041882867854059015,0.06115284887154018,0.01169769855105226,0.0645012905322769,0.06096574017141595,-0.010995256837375726,0.0564380150572854,-0.020354031017759497,0.020904130555215904,-0.07702580644722401
ADAM15,0.0462332575453762,-0.04369063612129074,-0.012581621509331405,-0.0025085036735050725,0.021519471486483307,-0.03169046386048997,0.026912425734728698,0.010786305064977403,0.015660238901159487,0.04780509974255292,0.016591294374051147,0.008327305757299699,0.0308833387602572
WNT2,-9.165687805277004e-05,,,-0.016011001223669427,-0.03245747878759679,,-0.027733455064672615,-0.04009441661918388,,,-0.01622797120424838,0.15725426475779875,
CALCB,-0.02036699049237348,-0.03143427131379867,,-0.024067680280829225,-0.01397789663976377,,-0.01856670527611215,,,,-0.021111268025072405,,
OLFM2,0.059856454350241624,-0.024188793589769445,-0.013068465624379057,-0.006785103903745264,-0.04659497427030904,0.01582710844927098,-0.026281833244625828,0.03884877724248066,-0.014877089135669682,0.021816716758446514,-0.01994041481458605,0.07386137860262194,0.03983135632328186
MFAP2,-0.008867699730551102,-0.001190880249256498,-0.004914286662467707,0.06956183898825047,0.04232611814541794,-0.016064692482746258,-0.021584125033561188,-0.09844742976542085,-0.06556121880493658,-0.033831301532328925,0.02107897727588672,0.05807388274216242,
HLA-C,0.0813452471429423,0.004900283319684925,0.05722448200375474,0.01785448098851703,0.06391449575127965,-0.04821209635133623,0.019915007809331083,-0.03537338879257533,-0.017798333833832176,-0.014849088394437193,-0.0009154545565126131,0.04274305178851094,-0.051064593121039434
THBS1,0.08798296721701963,-0.006844219166246834,0.016972470701870822,0.10321482099254871,0.012645826972514294,-0.0064119702964331345,0.02995853191431999,-0.017686513978455526,-0.08787524230515661,-0.04566564735265823,-0.012743536383975039,-0.04474456822630382,0.07911133572968373
HSPA4,0.046833641206203855,-0.020773399926951548,-0.011529112862155352,0.010555602322572273,-0.018192507792253655,0.023550059227500766,0.01665416110012371,-0.005406753767122091,0.015348327335290804,0.03407888143020708,0.0362271185160072,0.04162390559944008,-0.005274536313574163
LMAN1,0.019092094683785074,0.03063101192947226,-0.025329468099266606,0.04712040918293498,0.055250610236431415,0.015037547657244698,-0.04534034966192895,0.07918483639686873,-0.00934683960687169,0.04347155494485382,-0.005400209863556903,-0.012505532519389607,0.012128545309137572
LYPD3,,0.02514419856746629,-0.014036335481331987,-0.0199252792021534,0.05096338422393803,0.023912454737011524,-0.02234178193818231,0.001002483796669866,0.0060453358408620195,0.003997390838427641,0.01311945671060528,-0.008247632716711532,
