,UKF243,UKF269,UKF275,ZH916T1
IGFL3,,-0.01569721557707129,,-0.020939077341629815
BMP1,0.06338341213240714,0.048038686782565274,0.025726255649539374,0.0026715769382998572
NDP,0.051475851075111725,-0.02060574904590151,-0.03807665790999423,0.05032336511561999
TNFSF18,-0.02528570486860588,-0.023309893888625744,-0.014222980744598185,-0.023476873803094017
RTN4,0.04929546997318,-0.07586594848211177,0.04097767880288739,-0.01045804392812678
HEBP1,0.016225369695656182,0.07750037619871336,-0.011030136908046155,0.0038213233875368986
WNT7B,0.050891481137673104,-0.008835897763955602,-0.0012046396063348885,0.012381283344251879
PTMA,-0.016385665088798396,-0.030233721216412098,-0.023701959545379066,-0.04773597797437167
FASLG,,,,-0.018160454634926083
CEACAM1,,-0.004371553594203594,-0.022369360313126016,-0.025267605339218617
PDAP1,-0.049296097780556616,0.07671689911730803,0.0076804207139774434,0.024642268569673845
QDPR,0.049547671144405246,-0.0943414815523771,0.02222802860091113,0.019058000589396065
POMC,0.049772435280965366,0.050697678000734714,-0.016503222129208166,-0.0308503216802007
CCL18,0.0346258804779419,,,
CCL17,,,-0.01773882611780823,0.009078424905785455
VEGFD,0.009612285389361512,-0.011365870675511288,0.01102124534993418,
TNFSF13,,,,0.08247678328511396
WNT5A,0.021483515193100745,0.003559272311754278,0.022859971406805457,0.03928358779154254
CXCL8,0.04985097286569616,0.012409360699885581,-0.036112091254568233,0.0029228025807554636
GRN,0.053832311183241874,0.07194208333627945,0.03321559965220681,0.0625337604299614
MIA,-0.04856540284684327,0.004294731801777073,0.040319783038547795,0.05540563533392474
COL4A4,0.02223386107094031,0.03431527991801566,-0.0185198832827058,0.03965448353324284
TAC1,0.026886799389114254,-0.004450017726925891,0.004303438663469863,-0.021638885800850813
RARRES2,0.0415767546578924,0.08503913276782263,-0.022013922948663736,-0.001055757513591043
FGF7,0.0920841786234913,0.030146747844009503,-0.04221844179215,0.028868129342649596
HBEGF,-0.035022695321746615,0.06355557577657953,0.04021066305080761,0.03321750847778282
