,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
DCN,-0.040486170443850014,-0.03671474647075282,0.023813422053117345,-0.008894684682277122,0.01401375427893112,0.12643694395506805,0.02162102741755974,0.022809648887208454,-0.040751218949456644,0.051134028527905405,-0.04112036814888489,-0.05700904614263639,-0.018497737009522428,0.05020932945788421,0.039364923576920896,-0.010618960643753478
RARRES2,-0.03465164305952904,-0.0483152393352879,0.0510437147394321,0.03725799720769392,0.003025112380241468,0.10695536338236215,-0.005919989419765518,0.021762055153282334,-0.014781564005864285,0.0015132813860897227,0.09560645222900521,-0.0006391222880645911,-0.020630477286250594,-0.015356196555388316,0.05387036843330673,0.05641733668240513
SEMA4A,0.03127078488828298,0.016953821894176154,-0.021636732636704386,0.026518115204372396,-0.0013987556332872993,-0.055938058830302735,-0.002074439386673456,0.005301517916041882,-0.04466964652791028,-0.016582687352606384,-0.025329925353570835,-0.002259290420156163,0.08714312285412638,0.020841650249604878,0.050160297695275954,-0.009789508363450015
GDF11,-0.03154105878132841,-0.024343623216956538,0.013797240156334394,0.08954421223507593,0.021478678133343865,0.09714453811996936,0.009076899714220425,0.016509289053187343,-0.04226544034304558,0.011146026966282164,0.06709936434900085,0.1130315219642213,0.007020187789074504,-0.04549579304772691,0.05569357382432955,-0.009965829331216917
GPC3,-0.03337923889146896,0.03864789525691101,0.002042315556963248,-0.043667476537008254,-0.002785123052717906,0.05343684052010712,0.02176891131900023,0.10802096976748463,0.025102612680378136,,,0.0709027602551236,-0.0254678386923916,0.02522508084096979,-0.0021757179868807422,0.0015567610775090144
OSTN,,,-0.007580002972723991,-0.017669255770723806,,-0.024761196048197365,-0.029351968964960225,0.03435487776125404,,,,,,-0.02544419985184903,,0.07128295074156024
GRN,0.06653935974110096,0.05294637892430792,0.00459624587903399,-0.009792900222962425,-0.04321050838078919,0.09160096470496461,-0.026523436867674506,0.007565884281021283,-0.02063855725257593,-0.009422938336012487,0.09723709865300506,0.06971379052127023,0.02750549599904342,0.09020380613119282,0.0709545467407344,0.010860640059317021
CALM1,0.008114100131112108,-0.08976700284382863,0.017362264725163012,-0.050186021187087385,0.018500485061632006,-0.10952484355920045,-0.061024082096859195,0.031160550222234573,-0.06119412942896809,-0.09136328881681738,-0.044027712407065905,-0.0316307128835738,-0.058654772939473666,-0.046291017858615606,0.02537883898075047,-0.08313729626307337
ANGPTL4,-0.0015131947474334633,0.1010517669852097,-0.006616245286252862,0.03949313658087528,0.022270718492892628,-0.05480702662128025,0.017334652195607095,0.058012257240763546,0.004488511998395225,0.0069133091180308874,0.04301015762426683,-0.2004198812935035,-0.007976806290920705,0.023199435391199064,0.021961151084172445,0.10078074929381949
BMP8B,-0.05085676648918348,0.044767277790428835,0.0005384086631567033,0.005135337662089955,0.026666370939435965,-0.025359246739665504,-0.03137460905236142,-0.034643953572809603,0.14120980212072182,0.011597755280729365,0.17201144782138006,0.03029913932446571,0.06769984198028837,0.08966981360270343,0.09448767610422312,-0.0030518406046423498
TNFSF4,-0.041855111118954715,-0.03577880811160744,0.08190687997938202,-0.03533207128164845,-0.016099902917130787,-0.006968991245879424,-0.014356138119010702,0.046570157517286825,0.06204058076216132,0.011936393659877607,-0.06555275459867259,0.11692952473411979,0.06549265888658452,0.1686482952982177,0.04834529211712321,0.05223758838649141
RBP4,-0.03466932643127486,-0.012301983832981528,-0.0290199100384211,0.02772343703469443,0.04482496954234827,-0.03914294375099799,-0.06199232441349771,0.014598883339366993,-0.06530217267043098,-0.06534372155199461,-0.02198576807376604,,-0.03182239162978874,-0.03424000204589637,0.05465938193216591,-0.06893408385543187
DKK3,-0.05101707582378009,0.0023832689950295757,-0.00756097454658525,0.00898943037433075,-0.0027049899843233157,-0.050951360706345115,-0.029082178569254487,0.015529031402058227,-0.049257450448943856,-0.05556371768892484,-0.08099942687617427,0.028924097746025054,0.046493997498335556,-0.003357369227390677,0.05805705861289595,-0.0717872704832478
COL11A1,,0.043756634590937454,0.020949988973438236,0.04742749611815078,0.04275783085091459,-0.025000520326655323,-0.0376545328390357,0.012017605907653784,0.0043370741102639904,0.040057748490240325,-0.022081326458304424,,-0.012645855849334278,-0.018223388580713165,0.024756279109717,0.07124758303328692
COL5A1,0.11436907689863,0.09438229284967181,-0.021441449294365488,0.0011014419944479822,0.029284509064648738,0.08757668366987868,0.016877440494399303,-0.037301450273115364,-0.04407231806348055,0.016249440685028992,0.027437178178976538,-0.031107242153071316,0.05010272727514419,0.04396412557326496,0.029077982697444726,0.0781754579543068
KISS1,,,,-0.0028455362330007047,,,,,,0.028226085398044824,-0.03852769106743676,,,,,
MEGF10,0.11795574144910353,-0.02512308835122652,0.015942205989963074,-0.036571112417362724,0.017727648435612836,-0.0386554871109355,-0.051446991026017706,0.02683763643285997,0.034108359225273055,-0.038192203683212314,0.04299768909288749,-0.08445653274741094,-0.055594098983345185,-0.008817780046104949,0.08184060547768343,0.08739751097126876
CEACAM1,,-0.02360560329782955,,-0.009283517579599382,,0.057534284640823385,0.009279143251900317,,,,0.007574638281068103,0.01717356250932354,0.12933474945141157,0.15215757219910536,-0.03615713792351175,
EFEMP2,-0.03022051540387772,0.004735540242782065,0.07696783978946965,-0.003082110298241915,0.03975649426507892,0.11085079983967232,-0.0018703502419980906,-0.021520935156513096,0.011328360879914663,-0.01405868417237712,0.04372327318371526,0.07081108163819295,-0.019558172242364644,0.026223414889669318,0.10157021419723183,0.14174082733699156
IGF1,0.05331951065005589,-0.05868964373787281,-0.041315347729814406,-0.03234191250030698,0.02008375030476285,0.04263396698790266,-0.04292786641741032,-0.053777115640044754,-0.018683758363419754,-0.02902962155144011,0.01476774136155151,-0.05612441149398452,-0.021024895888330047,0.041636386228027775,0.06021884873004464,0.05144088583463438
COL6A3,-0.03914294058972425,0.04934536345064236,-0.023520498331524736,-0.01082473745651647,0.11525115914424248,0.09703075560424455,-0.02697230734462724,0.07483772021700376,-0.025686552856762197,0.06935456463335155,0.028419219649047756,-0.08632914723514254,-0.029166872329487205,0.03389990504395787,0.02505641091227461,0.0891040753991712
RLN2,,,-0.02677319923819904,-0.001681793870068156,0.09874789072367009,-0.027482585861197673,-0.02154671783120978,-0.018304315646181415,-0.02798427122429289,-0.01788823289720475,-0.04789676522996468,,,-0.030783728150295852,-0.032570236165897985,-0.029414961794847837
WIF1,-0.0027044113673198216,0.06857626260026661,-0.015219468810198561,,0.037725978324956735,-0.07575271538012722,-0.01862482051809162,0.09213858015732598,-0.04950029401466893,-0.055446719171281855,,,,,,0.032017903880171054
IL13,,,,,,-0.023591183548558783,,,,-0.02488052111777594,-0.03587775700594359,,,,,
PLAU,-0.03073119787394467,0.04897340366634105,-0.054284684440833474,0.002692870800677671,-0.00040815320377641536,0.12351672616435493,0.0017716127749902934,0.08362116066084738,0.008558743789571006,0.027107860880485418,0.04017726536003167,-0.057701351311478535,0.022285052837696065,0.061567196752533644,0.014710480652060256,0.04282482462473374
CXCL12,0.04994740810735382,0.004214606945008407,-0.014139704705664611,-0.023113601992092257,0.01637113546186517,0.00462435503182312,0.04751151977776371,0.01055099637047238,0.0115724247424111,0.034948802042968095,-0.050210044137139385,0.05789340047230669,-0.013024996158458679,-0.0237801908046329,0.04227644646545556,-0.031706960056126283
MMP9,0.05692829698293109,-0.016609118971425193,-0.06059664399124758,-0.05973354701883993,0.09584857775300394,0.10653903116472917,0.05113408042890445,,0.06775297535809582,0.036396995995581806,-0.057217902577773004,-0.11800574817280834,0.07842038429511435,-0.009664389066500882,0.0432456578693909,-0.0012091943316214823
