,UKF248,UKF251,UKF259,UKF260,UKF266,UKF296,ZH8811Bbulk,ZH881T1
WNT5A,0.04718926422902137,-0.006083210365232165,0.05048868496482614,-0.009063419475514973,0.16844924216734625,-0.01441206927680301,0.050562224772050815,0.004399359774899223
CXCL8,-0.06119667673018555,0.03989144666353247,-0.07036705608856647,-0.04691343109640527,0.05420149696948949,0.020912138783014234,-0.0489858609012969,-0.02169555922428189
GRN,0.041985935015928476,0.04033042675729823,0.006983588070533811,-0.06200897583112415,0.08679672343829811,0.016326868318207427,-0.03294831768613745,-0.020154002812253973
MIA,0.04199490204619399,-0.020356891909688583,0.0014960281580872297,-0.010496705530685633,0.12640276391155014,0.03828767255787209,0.02401825532443153,-0.14963374551705894
COL4A4,0.07272716089392016,-0.034234228962387446,0.02391912058985838,-0.032224420414959314,0.001504088798248005,0.026175108769835653,-0.03638352501953722,0.0013983570196433295
TAC1,0.0635072739096068,0.04172310375271947,0.03909368980610058,0.02383898780329162,-0.12990942219079682,0.007190477876005902,,0.18492184522301183
RARRES2,-0.03940618817376182,-0.030624661939506307,0.09802786824684419,-0.010921431294591492,0.08577270650699988,0.004077333624723568,-0.027517391281738773,-0.09629764263652701
FGF7,,0.06605568626362006,-0.02351572811877525,0.02267893391437807,0.0437359655002325,0.028429377375597007,-0.059587591227358794,-0.00010873962087916346
EFNA2,,,,,,,-0.021596957374669015,
HBEGF,0.024530243464387175,0.10683971804403879,-0.0005628278349006615,0.01536387871718842,0.15389828679607848,-0.03793137052755213,0.03336592802904212,-0.03559256906177723
CSF3,,,-0.013155032048379691,-0.051343931443713776,,,-0.06004188762068258,-0.03628489449626762
PI3,-0.09124598542002284,,-0.067185150626413,-0.08460213412261443,,,-0.05744824168617162,-0.09313901615877118
PCSK1N,0.08347177219950154,0.012913141429459011,0.0334426588468089,0.014374740060347408,-0.01661357806428738,-0.018551811327758485,0.03984569688144088,0.034622608996165795
NTS,,,,0.0016297898344016075,-0.022423253169410646,-0.02869166080405028,-0.026311794248458507,0.0426550436341239
SFRP1,0.07500041540813435,-0.012705745898213064,0.00868317087739193,-0.023948848718520852,0.052539326242591985,0.025630158750789365,0.09048296059032582,0.07482900655038127
CXCL13,,0.016121359276195464,,-0.04809206532755473,,,-0.05548874014129852,0.014977797966253887
MICA,0.07511490346022653,-0.04436122593859026,-0.024079345617616526,-0.07946486207199628,0.009973846855763616,-0.005783027023513899,-0.02907362831296603,0.12381439990478138
TG,0.03930732435219986,0.03811833666791761,-0.020910251494085198,0.08132802118501989,-0.025882345224701238,-0.017006044444096122,0.04674250182054882,0.00862274102707822
ADA,0.055093758362602205,0.009432824926833153,0.024006450482370576,-0.019569330569318023,0.11094776054431597,-0.016796961778849963,0.05521626561755039,0.039115057891969826
LAMC3,0.11585591253756887,-0.020478565437354747,-0.025054443432216435,-0.040059789657441953,0.04626962915619928,0.02431605152664556,-0.04653394065429977,0.05847575853139532
CCL7,-0.01888692778237003,,-0.015471687367403125,0.00600730795182365,,,,
NGF,-0.03324487407687554,,-0.03286629078445,-0.06805844414317605,-0.024698699429968853,,-0.021306657933145914,-0.04936480571669151
TNFSF15,,,-0.003016284697379753,-0.047208575759941036,-0.004684465746206411,,,0.011475814773405401
HMGB1,0.1112424434516507,-0.004902401315103398,0.06918006323973239,0.0639056357032698,0.09714676239754691,-0.06926653242225597,-0.007780563391285491,-0.04344369957921099
ITGB3BP,0.02677295193147015,-0.0011014255158112501,0.018055598646247478,-0.03188420711808944,0.14145776074249897,0.00029994888988005286,-0.04437737612301693,-0.029939037364238523
AANAT,0.03715426930238228,,0.018906391896969247,0.0038600331394246885,,-0.019603139834624143,0.029874566961903836,
RELN,0.01558839551688021,0.02996785299791626,0.001511671189921991,0.03359284707220543,-0.04856175781768708,-0.003846124340072476,,0.027761184526795706
IL15,-0.054678793441951,0.06735868639641206,0.008335053183848282,-0.05935483055727728,-0.02133940879142842,0.01883548500295266,-0.035963713469156805,0.042701158020563845
BSG,0.10106526673887106,-0.0065772942474520545,-0.025685037302516287,-0.06388719898227403,0.10092197601014802,-0.047168914738597634,-0.00911672182168547,-0.13693653637506467
ADAMTS3,0.06263429587783344,-0.0038797988174636366,0.002826654945850106,0.021608377785276637,0.0846388953009764,0.041478208684051734,0.07615269272761763,0.02903771732402814
CD34,0.08992448912247078,0.03476546844415639,-0.025834019477781592,0.0256189500156018,0.03497318771674475,-0.020344945856883036,0.0026745750632251432,0.022411775385906788
PLAT,0.12580629731113588,0.0031907078039226777,0.04662548932866902,0.009027172943719911,0.11263355559967485,-0.018657643690594458,0.05013832134285935,0.003284506632084845
NTF3,,,,,,0.005522270436477587,0.1617264579372019,0.037231782652077
LTA,,-0.01598139694366702,-0.007261707709742736,,,,,
CKLF,0.05265152524958319,0.06705443777877468,0.06104991472025154,0.04257894149106392,0.15505123357100775,-0.041859279474186314,0.004739522539292141,0.007574318662413497
CD24,0.11381623225288919,0.03748876898405113,-0.0048207806271344895,-0.0005320388194755745,0.1320810813113912,-0.005560580300498302,0.023873618293847314,0.03459542105612881
HSP90AA1,-0.11318138302761205,0.02874477979256852,-0.005996311553174417,-0.018137533644578655,-0.14866150513666443,-0.006378421013830987,-0.06300389440531762,-0.015786897734928477
BMP4,-0.006850741628765857,0.021711045550701382,-0.04629712790853393,-0.03772959864045401,0.17290879020174968,-0.05053106191394941,-0.0028095700282577676,0.03726458754320419
SCGB3A1,-0.0045286364969285425,,,0.002626782213966758,-0.027240132737734343,-0.016535440182728747,0.008935444253817714,0.05157563321137053
IGFBP4,0.06942929510045345,0.019975623776617973,-0.1233860101091757,-0.028765975106154168,0.13051590267838764,0.005837504775552739,-0.07387379936963036,-0.08325320549621286
RSPO4,,-0.025835753402252186,0.06737568982511193,0.005991196887679784,,-0.016535437764046562,,-0.019203812125089693
LEFTY2,0.02433414734655532,0.16299814525112946,0.004504029682909544,0.011954522767393052,0.06677923513718076,0.013279140857965482,-0.024832620716990026,0.029278981238656222
PF4,-0.0003324614044578082,0.07509729769418619,-0.030675247034699676,,,,-0.019795106660899064,
ANGPTL2,0.09128511229431525,-0.05124309586149617,0.04743387062739426,0.0809931458319285,0.2330334899880583,-0.03538126531114672,0.03213145196922872,-0.0073120936554546155
LRIG2,0.026273153251525825,0.0735598798539818,0.010191468471791486,0.024373647735775383,0.13289486765311556,-0.03919813736816889,0.03965721028329341,-0.023198137625638247
ICOSLG,0.01659689867985473,0.07052873081520437,-0.06136630062933182,-0.01836244940330968,0.12406863039915904,-0.011640923964889678,0.07501294354293167,0.062162826083336134
WIF1,0.014761651221562614,,,0.01360905742450363,-0.13319045704137863,-0.0027983291674604518,,-0.029294141578825175
NPPC,0.05158724230309213,,-0.01780077756870426,0.015585967831525507,-0.03771148113945433,-0.02298021191921646,0.10910350411050439,-0.017261801941334167
LYZ,0.04322103112729858,0.001650420964340554,-0.01701116890057186,0.01141734687929441,0.1333404009024963,0.054115797498427015,-0.05516126802960753,0.05748826870380963
EREG,,,,-0.013885895968247946,,,-0.015348465227579674,-0.0007418174654305069
SPTAN1,0.1490299150372743,0.0713264167929539,0.041407185257310235,-0.0005555920467631958,-0.05969197353838929,0.02903447873537199,0.08941617983484747,0.0726787025466159
PTH2,,,,,,,,-0.04268248301025329
LIPC,-0.02076967480033023,-0.0069526759152511615,-0.022468461867953485,0.002023115614593384,-0.033091951325610436,,,
COL8A1,-0.011200260905309496,-0.0058159328066101305,0.004752811918484909,0.033549820244250905,0.15545649747071405,0.01036566208542157,-0.00504140696169083,0.006556220849764947
GSTM2,-0.008109974027317543,-0.03185487517647844,0.06755753114786789,0.03200301575256818,-0.018045343540270348,-0.02360950574796962,0.009789233631014064,0.0550750349546734
SPX,0.04039093379631921,0.008137902523248135,0.03782833213691283,-0.03196433032684479,-0.06537596958773187,-0.0367401717059247,-0.024578155102070898,0.04715015736793699
MFGE8,0.03556189880034954,0.0016001627154603978,-0.021393124834180256,-0.004773009816682504,0.04578399439593143,0.008132798581823933,0.012231001558778038,0.004145545916343789
TGFA,0.052170562889386256,0.03220024700390946,-0.027014310000053766,0.005664216562783493,0.1195010284021966,0.0519881318611301,0.08115102465418056,-0.03572242958795903
SLIT2,0.02932184747821278,0.06923922171063823,-0.040628010410231466,-0.09453442381319992,-0.011209572244204285,-0.012455132939531247,0.021074677204991378,-0.020225734655220873
PLTP,0.05810096149780448,0.015819387937103024,0.009103763119927234,-0.008394537116807163,0.11509692409852429,0.04034943624036598,-0.15473302914026046,-0.09703097324655156
APOD,0.127629251289736,7.758810737631547e-05,0.056219229659320226,0.05770020249775515,-0.050936261751220284,-0.0281024162471497,0.10231463923677607,-0.014349938261552913
B2M,0.10408603734706147,-0.04848887369093688,0.08237010343791126,0.0377712766508978,0.08881663524305311,-0.012639575231006837,-0.12282571340432634,-0.073665623611893
OMG,0.12288226671675846,-0.0035057270395543916,0.07066375465491231,0.03863698463375146,-0.053154243592875745,0.03183880845705323,0.0943916194182215,0.03222529757729049
CXCL3,-0.0891158142221534,0.04779504490605167,-0.0293365422695223,-0.08481501273552776,,-0.017689423201462637,-0.060993533275137485,-0.026358883839626413
CXCL10,0.04831447488389029,-0.04875389564034733,0.05588371282019735,0.007751809247767077,-0.01645268777213254,-0.016201511663759254,-0.026550976564176775,-0.03328787911681568
RSPO3,-0.02318622768418304,,0.012656357122537014,-0.008750232571799556,-0.015181419479048539,0.033122484278753854,0.0313759965667686,0.0914098935831974
CORT,0.03649863034484615,-0.0008182828895060392,0.024581972848494706,0.04368238317320645,-0.049095483620837155,-0.03694487167715414,-0.02071457301248207,0.031399603553299626
NCAN,0.2590053996920678,-0.007311466057333486,-0.007586979162393926,-0.003896905934237668,0.09753316298979232,-0.006469111498354207,0.12954521674315644,0.08916857540450429
PRG4,-0.03713746205334847,,0.021039952294856223,-0.003126937223265568,,,0.010999453238663696,0.02109056961855108
ZG16B,0.013152258829696657,-0.01749322080757167,-0.024428871380074806,,,,,
TGM2,-0.07383569194223624,-0.022730917076882157,-0.04195766938297438,-0.059648210667921656,0.025828218629321602,0.012364505951535003,-0.0746231664588144,-0.005263077895043283
VEGFC,-0.03292612851562401,-0.02246196917254022,-0.015226860854550939,-0.0048192079923168145,0.02690050154710186,0.01859327266270972,-0.04150445471879566,-0.01904052573422181
WNT6,0.014484602541807704,-0.016177673237979813,0.025027180152200564,-0.01203204662780745,0.012043550150337218,,0.016132020767179622,-0.00578591451871421
NRG4,0.08159366333557715,,0.039750408543696256,-0.02291263656608859,0.08264920693937432,-0.04396860664093502,,0.04068581438794986
PMCH,-0.0038851447005511636,,-0.043494050215519706,,,,-0.02906365415403045,-0.023959270142798132
COL9A1,0.07293990923757845,-0.014207508314456201,-0.02506551892502289,0.07672499147718546,0.22289567609141384,-0.035027240350119546,0.016692397945472053,-0.0064183703651568245
GDF11,0.059249412063353296,0.005318676454777815,0.013457461617423616,0.03986488888689317,0.14768100501859702,0.03286655245736391,0.009986948641187628,-0.0433862096275656
IL24,,,,,,,-0.0194794837493933,
SORBS1,0.13649114692952938,0.0013564655859030026,0.035431180378067195,-0.03423052099587562,0.003429375396211603,-0.012612980640024276,-0.004641169488185409,-0.03424694616248484
DLL1,0.18929266309104237,0.00852839988433712,0.05864341646308097,0.02160002656067209,0.14898898224453505,0.007832739767801685,0.0728623230177198,0.06808695754729355
TLN1,0.012565380173181786,0.03789506161823878,-0.026998857639825614,-0.051421727755688075,0.17225590920072215,0.010255572143420376,-0.016730091067306267,-0.0049303229678405265
COL2A1,0.13629432941293645,,,-0.036198722270677886,0.13520918591959372,,-0.04159246911500506,-0.004340768530069122
SHH,,,-0.030499414038887885,-0.047391884000309664,0.030051885711156648,-0.01898563430012398,-0.04655526262158477,0.01565168280415982
PON2,0.2044638278688759,0.016251753885839514,0.08582045687209497,0.05581279481100891,0.0007253560764626165,-0.013220173976369877,-0.0102115245252298,0.006396401247157402
ICAM5,-0.03393098059576386,-0.005378388386844841,0.03275488873717504,0.03776894609413364,-0.06045961839875593,0.016784001234114984,0.03155612361412476,0.003137276649774719
HPX,0.07271521087933984,,-0.029374705236887035,-0.04176258309939378,0.11424930236928008,0.104508887262314,-0.06118294382650013,-0.004115405542825377
SFRP2,0.015485011934337734,,0.0063152627235328876,,-0.022731007598150388,0.06542261712505072,-0.016699994443098946,-0.04004606983060145
CFC1,,,,,-0.036984788523209015,,,
CD70,0.02236195238911793,,-0.03677705338284995,,,,-0.07979606409083193,-0.035277033474891625
HP,0.09595193161242775,,-0.07326173382128787,0.024496707616802078,,0.0028723137839149963,-0.0334490529899859,-0.0433160711350039
CXCL2,0.014489299624169368,0.016802600294786422,-0.028634958968701486,0.021821845135911143,0.08758970438822211,-0.022980210120714124,-0.04411708799687946,-0.0782136908216109
NPPB,-0.0590952434958288,,-0.05293810107526625,,,,0.003771646348636451,0.02873524202519982
CCK,0.12837511776089816,0.05837029637009876,0.060510431047477026,0.028661684314681638,-0.1696357787197934,0.00044334097082865376,0.08905340781168315,0.1100988076599825
SEMA6A,0.052824298346683445,0.044623734965914284,0.06346827407275077,-0.03680901466682226,0.11045526841421524,-0.006504878945702483,0.05553136157820732,0.011067773353259704
IRAK4,-0.010362747494928751,-0.0476687158010602,0.033599318368382515,0.040274617318817436,0.060667195435452195,0.018777587193597726,0.05764423346288011,-0.021990492228616907
GSTP1,0.0637171257920893,0.0321163739580042,0.05468351892000875,-0.01042017290760486,0.12696527251646897,-0.031691376944098085,0.020178899822624625,0.055769574145128724
VCAM1,0.08413971445372917,0.013007332614402718,0.08166871033674562,0.011274836198518205,0.03680266069184896,-0.02762562222714198,-0.05248825516814125,-0.05643753726272761
NXPH3,0.03844812787159806,0.054038472364976414,0.03345213514213256,0.038489847594806614,0.11890332906568475,0.03056696802786558,0.05059607971435906,-0.04336917545892884
MTMR4,0.12072443752691328,0.0018942751666611898,0.040091073201937305,-0.0535806752419659,-0.0077739517412095385,0.05413422264107743,0.015722032384567316,-0.012239741215351657
LAMC2,-0.0017209872335599476,,0.023995584108106628,,-0.029989632931892208,,0.12116235823594777,0.045313158237356266
IL10,0.058771332001005774,-0.023171632224982593,0.0162023380175203,0.007057962632283509,,,-0.004563602050662733,0.009471488065903248
SEMA4D,0.07700818285652634,-0.008169886531240855,-0.008557161449609428,0.03390402234047269,0.0033365459123376926,0.003397663059281855,0.15746096776109533,0.08303026709198921
TRH,-0.0006924753919766319,,-0.043363991774985934,0.05535820367582515,0.13158498667554017,,0.057194336555891734,0.03765365333709643
SEMA6D,0.08230721814455806,-0.027156461949523626,0.07400236537141629,0.0059675525872602084,0.11659911455388847,-0.028779488525238973,0.01432777357247973,0.00470828144898182
CEL,,,,-0.025998562051057515,,,0.019347299373771634,-0.039027424730018516
PDCD1LG2,0.020977342804177616,-0.018663613264120586,0.03443148398050631,0.02775941724561766,-0.021060239749489982,0.018120590178511465,0.011072023218369273,0.003065338616324306
SPINT1,-0.0021303865559646495,-0.013361360218857993,-0.055906034137891976,0.02100628161785246,0.04233149095583255,0.05172376634609912,0.006862951383393006,-0.03621689262028852
CTHRC1,0.07949149923586735,-0.010338198392321573,-0.0360256146983467,0.032665780003457864,0.19037928847990365,0.039476163439645245,-0.020751694818431102,0.04688762245546557
PODXL,0.12388742127608504,0.005878703828177188,0.014518403900206114,0.005378554328013661,0.13367991430954856,-0.040124948188372915,-0.08800635808817427,0.016880198395719904
JAM3,0.03659807710463416,-0.0015890650384517938,0.008263293495955452,-0.0002448763304205801,0.09574157443591173,0.04223636884771026,-0.03907953642610727,-0.030115471848206444
TGFB2,0.02149850994083885,0.012977347259580212,0.02259950730360692,-0.009183903040767277,0.011822069687874068,0.04561211250088079,0.04000941161291325,0.13384309115328377
COL18A1,0.09736349433018868,0.03656050404409138,-0.01621943692284455,0.0314561274244953,0.15170432658240393,0.006998052461761213,-0.10687775390352515,-0.07019177240190368
NODAL,-0.02700308538379477,-0.015581811682581272,0.04665572600232989,0.029019793458863834,0.029957289909355932,,0.044991467447179856,0.003433568450753312
INHBB,0.03584675195430801,-0.02054158411206549,0.020016952262741042,0.05663587388394433,-0.009057053479131433,-0.024432452175395233,-0.0960134500106915,-0.024707996177584273
LCN1,-0.030595268489481613,,,,,,0.012476128796445593,
ARF4,-0.003014485339064176,0.00916283836107183,-0.04788976630486594,0.042401942576905285,0.07976449483625679,-0.02349873059073167,0.046373186617512614,-0.0029985607355732533
CXCL14,-0.019089475250650953,0.01726087928413531,0.005318348405755407,-0.010225606582411626,-0.12692679197793758,-0.026178753884891142,-0.022599543223863,-0.05557710147230763
LIF,-0.06065709155875542,-0.019717888833856757,-0.018719405849800856,-0.005858511572679792,-0.026569187193134405,-0.019603139834624143,0.0025089841364974454,-0.007558148814213862
IL17B,,,,,,,-0.01373622529664526,-0.010026669022517642
MMP1,0.014217278069235,,,-0.015430100726360162,,,-0.03745366643831063,-0.023959268245370542
MATN1,0.011305643445692432,,,,0.046043031971526815,,0.0006074277500790171,-0.011634557853548276
ADAM28,-0.008679864421574562,0.00882792548609529,-0.011401399508381703,0.027879483546262854,0.07738081456071433,-0.030322678224312845,0.015605000416437621,0.06087252936743537
TCN2,0.09854784021788576,0.024424358376385808,0.020048118186171048,0.02979942803287305,-0.02883413239259896,0.004703493196082664,-0.03233345150325417,0.030260060882214362
THPO,0.02217915168201272,,0.035164106520267406,,0.0258613385265109,-0.020398928564707975,,-0.029579846946345176
CUBN,-0.018829479161499088,-0.0002518259548548938,-0.06636942574005032,0.06058024624024415,0.021099133916542546,0.004676508370299057,0.04759468388615267,-0.00426348785274748
TIMP3,-0.03109376318175923,0.009651175958640588,0.054804547726009276,-0.012769842415103627,0.024357126154720327,-0.020269728225130738,-0.04298607834577207,-0.015850702259732022
PIGF,0.14054023485486916,0.01684525581846821,0.05231323481850829,-0.008583836149259633,0.05543636120520488,0.02492564135070324,0.019907759457891864,0.01600052729326955
CRH,0.009176322516407948,-0.019555132574968263,0.01636586301019884,-0.03619872891256137,-0.02161517120396286,-0.03690761245328701,-0.029334957812071395,-0.0019067361670958992
BDNF,0.01070552222679524,-0.017493217473214345,0.00217537912940701,0.03615615247694273,-0.09533914929958207,0.020334729197417724,0.014460605910611057,-0.013378196512747666
CCL5,0.09674740942794004,-0.043929258981281555,0.005592438929354913,-0.027101140116994982,-0.008686424344048305,0.02853968078291413,-0.03628628682087299,-0.0475620757859487
GAD1,0.15147697469826502,-0.001933318561359804,0.06767609428953186,0.007240195728318376,-0.07865556489495816,0.0028875109764746137,0.03316186375406061,0.030116035354492657
COL14A1,-0.026448196574452323,-0.0244023377482041,0.022423353984985572,-0.010026299057861421,0.06714336110796557,-0.004823035900234344,-0.04528778517204851,-0.06247090746758622
HLA-A,-0.021756441983180535,0.006826118834702251,-0.06872229416081807,-0.014422699430430345,0.06026768182641368,-0.007818417185175678,-0.10311463067851087,-0.10681585497416678
CD5L,0.03104305345750867,-0.016804448107957844,,,,,,
FGF18,-0.04928375940081876,,-0.0212518242162366,-0.04938991351789935,-0.02998962856330074,,-0.023783298414522976,0.013665436924392066
ADM,-0.16438292785351424,0.02848089378787855,-0.05680828892334575,-0.05449772627961101,0.07720455435378909,0.04932552088963088,0.001840104339334284,-0.016684819479214318
CCL15,0.008904946224456254,,,,,0.005654844870503664,,
GNAI2,0.05817927606690099,-0.021424515409091217,0.02098479271257237,0.02721677747943554,0.12675629085340684,-0.031957918335351006,-0.0779669328438461,-0.0405299172603037
HDC,,,,,,-0.0013975916050721277,,
COL11A1,0.018508551311967776,-0.011577960483956254,0.04419242602867519,0.02181695053936315,0.21590993058052563,-0.032808567209584805,-0.036964049332809466,-0.06246605865424265
NUCB2,-0.037156080802879604,0.04727490850475045,-0.04928761055740477,0.0019637446009738296,0.011920129410187677,-0.0417000463721124,-0.05749314958795126,-0.012397400255929406
CXCL1,0.04059472260888125,-0.02097798067542183,-0.01136117835095694,-0.02639159519525307,,-0.01856314677679867,-0.03263812453326409,-0.02261467127692719
VCAN,0.05257916229360686,0.0015505044051197113,0.03336544563825984,0.004048242249624147,0.20824186449647333,0.0018418627481515172,0.11693035171270183,0.04135862306008907
MMP7,0.003055089012824452,,-0.010596595592581906,,0.046545472197712164,-0.035859978118254775,-0.07458045523053526,-0.07879050335524002
PTPN6,0.028295907519669115,0.04767482883808605,-0.014633329415604331,-0.02777798274978776,0.04997901931128933,0.027033489965749193,-0.019590168937004455,0.039232848395945825
PTGS2,-0.08007981920248933,-0.01872174732813476,-0.0012079709703616106,-0.058849979803510324,0.007856079381964361,-0.03179660488933751,-0.05494532487216963,-0.03457820691985424
XCL1,-0.015280739729587387,,-0.004811236270457262,0.07220739765094801,,,,
CD58,0.03776701912192751,0.0012362709468009532,0.03783093207997794,0.03593614637564588,0.03986693570935524,-0.039667261984617695,-0.038835711517174416,-0.01445677039735027
TNFSF14,-0.019539011763816946,-0.02187934224593818,0.02852196911982247,-0.049045801038679324,,0.06040510667211684,-0.03867088619790001,-0.012024255349219507
CNTN4,0.0024008349182290667,0.09665552221736151,-0.006674400347043219,0.036057796953020194,0.005421993710870725,0.005984419159970828,0.02600335480770095,0.023472453398143613
NTF4,,,-0.01646984338841775,,,,,
INSL3,0.014629649321697654,,0.03131603045842177,,,,-0.022446666410465835,0.0753053051800659
BTLA,,,0.0054478334677337675,0.0397754485535225,,0.07700264366844974,,
MFNG,0.05958252090926743,0.04847533057618329,-0.007063003098369983,-0.023043751424345855,0.08949187146523563,-0.015223889453169225,0.0187737493694051,-0.004330788803639881
ICAM1,-0.0066463841221537446,0.025945726624551618,-0.029995086630039795,-0.04200366230393494,0.003428139689468512,-0.04240152318033975,-0.010137093857816333,-0.045678873775775494
PROS1,0.011060303079399819,-0.013786763689406203,-0.007073255610399055,0.008501102366206761,0.16129340658337665,-0.012206825551452803,-0.07389790117819327,-0.1129179833871268
CLCF1,-0.018920740075015832,-0.019191196600379067,-0.0023030592987356964,-0.0025700460904398512,0.02176650799630427,0.03671278613428131,0.01932814519500594,-0.0339489922513022
PSAP,-0.026226946060797326,0.004087362486647269,-0.04271103808404471,-0.040882600099194484,-0.18383556648726046,-0.031035698195364985,-0.10027589060079846,-0.08808498629617907
EFEMP1,-0.02356149946484815,0.007592801486866617,0.02854664483884711,0.014202942464573725,0.1023250701848106,0.018113715047482833,0.0014759895724507867,-0.11565626065672355
C1QTNF1,0.032982325814530124,0.01653927432028201,-0.004644171201323235,-0.005293875570870602,0.07572229360012679,0.027773427970471,-0.050376373452211284,-0.07814874204945049
ALB,-0.056215047402644006,0.017699468023964784,-0.028691848280527975,0.029931745945100927,-0.010199817234601765,-0.020593338400589627,-0.010135696733606732,0.043307031177907226
CCL13,,,,,,,,-0.03880651608684872
EFNA3,0.025138424149733482,-0.0008377679791122118,-0.013878844242522953,-0.034320784504608966,-0.08201212227989749,0.031325655809798666,0.07218930211330409,-0.006663180384620919
DRAXIN,0.0247640969962463,0.060289665645599164,-0.010565878665090338,-0.0431590759252855,0.13833408138595235,-0.016535440182728747,0.014837523605866876,0.013730347782917334
RAET1L,0.00484289898563043,,,,,-0.019804910941533457,-0.004725196240591994,-0.005194113003123203
NPTX2,0.1012953409506117,0.024417866590223956,-0.04838922545492992,-0.009830069007709993,-0.15202836347279636,0.026331674893417895,-0.048180237894306276,-0.04691680220005884
FGF11,-0.008154975224872563,0.028406166286878747,-0.03395389557028101,0.02417075820410059,0.09145704169702105,0.0030824543974183305,0.06216299941172233,0.0005569405267479181
CD59,0.04323782013536312,-0.013521457467312302,0.0005095607545702974,0.024370230817329353,-0.12703410192897502,0.02560737817335191,-0.0602441637302337,-0.07127716539937307
COL9A2,0.09403655511117684,0.051775372939031845,0.033294469921540816,0.07007207850740899,0.07768386745709789,-0.03847266375285212,0.04641688219502909,0.036449007178972335
DLL3,0.1970198709973458,-0.016697028090814216,0.060214969004478286,0.01976789555357733,0.1658785462236995,-0.03272268888843531,0.10959334909248467,0.06747170641147988
LIN7C,-0.034617364444549464,0.05070605911055097,0.026321184430779975,-0.02797294033823491,0.045431541734562646,0.016980108539438144,0.04738226650169304,0.0023701698664233928
GDF7,0.06595923640403287,0.05216683302806897,-0.04769388184265145,,0.003826046039947716,-0.018131309036541577,-0.01947948992088817,0.04090522572874994
PSPN,0.02903105618573046,-0.0021058434199377005,-0.05882931367396071,-0.018573762207128246,-0.022680139989019337,-0.02428926628102589,-0.06302977768355966,0.10641173002777317
ANGPT1,0.08424174236236642,0.08125429527594495,0.031226086435076857,0.06700719969388573,-0.03540513897134544,0.015547243789574724,-0.0012073238385494932,0.04086930774571303
PNOC,0.0779160690372796,-0.0036295508851176173,0.03555870673535909,-0.014765701552442785,-0.10851933579544289,-0.030995812305783594,-0.020714575266164492,-0.009544141298488462
L1CAM,0.05858855501663823,0.0032193630874213135,-0.03509498732381054,-0.036879668117066985,-0.032438207449784304,-0.04374474165417131,0.01580447166242857,-0.026307129192028707
APOA1,0.11506957123184665,0.012982457841210894,-0.055969894282378634,-0.013592281549265608,0.07074842178385497,0.03015541316031887,-0.02354808127399722,-0.05775660147424303
PSEN1,0.12866276201149043,-0.006211556587665913,-0.0012865106412656318,-0.08981897137643172,-0.016934711301993255,0.02151067891337265,-0.05810726794232441,-0.012798462194996224
CALM2,0.11278910354258818,0.002617939140214054,0.013569696682845411,0.024494168405283224,-0.17716987879710236,0.0012200452277222847,0.04744821359496131,0.037001898689072235
CLEC2B,-0.08406227136119333,-0.008261781385414519,-0.031004073306483106,0.014361423832036287,0.05559401266169016,0.0006342956273689297,-0.05848620475131654,-0.03582425853184864
