,MGH258,UKF243,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
COL8A1,-0.03726136548285952,0.000270644597725577,0.007276954614405299,-0.0151178238169145,-0.0007469074814564213,0.05552202177775642,0.048377815103535865,0.03181595403376361
GSTM2,0.02941465897217079,-0.07679938849287732,-0.05294226614664087,0.03376369765634343,0.21646365402057133,-0.026774083197600492,0.054584926636656414,-0.015182837665663218
IL4,,,,,-0.03416928868358036,,,
SPX,0.06805443457448922,0.03701485104685079,-0.009083355439116966,0.02738405322327021,,,0.04091586624726857,0.0030830228061712516
MFGE8,0.02461252261050713,-0.05184919011580117,0.004605344349093835,0.020350265592977316,0.00976857698002251,0.1136255630353164,0.021366148023060975,0.0246204737845818
TGFA,0.02247127923503387,0.15101179730190373,0.05940723840169738,0.020558714277705305,-0.05958171023014901,-0.05632357324994225,0.04759128741533102,0.03854313501200204
SLIT2,-0.022479572610803442,-0.03925846635904319,-0.04802218817852357,0.01916795620132214,-0.08519446107184071,0.09113694143856184,-0.018078880056259038,-0.02140493505704458
PLTP,0.09658128484699274,0.058093208090301406,0.057893296256891255,0.02346451883044544,0.052094280610399654,0.018777900115089525,-0.008364769717168413,0.06904146901917174
APOD,-0.06964575882191149,-0.04202733204855471,0.09704852694960202,0.027363295231648564,-0.059129955656912626,0.01746626858619544,-0.10458575613894035,0.033433127452501085
B2M,0.018936635487300214,-0.10426245772235282,0.024350959321058845,-0.021324343749367605,-0.010639453243209602,0.14212166322933753,-0.013356348066223944,0.004430085513791626
OMG,-0.048631517939807474,0.02991249860380839,0.07077900192924579,0.0048362763382640535,0.04783751383550374,0.012367597440010659,0.02250032589871939,-0.011021661060633032
CXCL3,-0.017590204424310474,-0.013077277105266714,-0.018974945588305904,-0.012043796957228532,0.028018371597034228,,-0.039748006318055557,-0.05334227794919581
CXCL10,0.05477343831462807,0.006528454324398306,0.06852652509330913,-0.01913905087837991,-0.07364839978593288,0.09979866974639785,0.02921603576011118,0.03128371895201583
RSPO3,,,-0.007303869234125115,-0.012585535698855328,,,-0.019995326990853206,-0.013001219362001071
CORT,-0.02184296389814158,-0.028035188212467102,0.010915553104164803,0.049776863599083156,,,,
NCAN,-0.06277825951583903,0.02886150030274856,0.012404765569116974,-0.053791345248885035,0.11211797884441435,0.045527177850229035,0.0337072415639641,0.052496475805783774
PRG4,,-0.03826144952200644,-0.02055762416748801,-0.014714571697759369,,,-0.02669675329836489,-0.030986607670650188
ZG16B,,,-0.022195258883495217,,,,0.11227749815865028,-0.01899234323892833
TGM2,0.06966997682097265,-0.09581614588385222,0.017152308247080448,-0.024330426079485698,-0.05334961844284763,-0.006103377836990647,-0.030310148645958285,0.03694633202388493
VEGFC,-0.02184296530454101,-0.027453353947356887,0.03270339566901788,-0.015016806938380237,0.022156359735243356,-0.005471801408481103,-0.021918091051723862,-0.0014004092945589235
WNT6,,-0.03481816661598663,-0.020215731464322356,-0.013105910793223577,0.06182791111401766,,0.08490887556713492,0.0055230477616960314
NRG4,,-0.02594773288768788,-0.025605825040545527,0.001261041340778445,,-0.030092449143924994,0.021564407666014525,-0.02951267214558174
PMCH,,,,,,,0.006942585887059006,0.058042596491794565
COL9A1,0.0061802725711940214,0.14864474485782264,0.01832258924199902,-0.019962320888145903,0.04867014769086095,0.019135508979549472,0.05376305772080781,0.027057411335334475
GDF11,0.018734978550320434,0.04021569486578622,0.08625775712771863,-0.0009377833458169119,-0.07722764436128843,-0.05089441768813081,0.08492930891625583,0.030265736766144045
RAET1E,,,,,,,-0.0219347340966955,
IL24,,,,,,,,-0.0329941856693064
SORBS1,0.010828856193973712,0.009132343365817032,0.03751226936516152,0.04465747703377982,0.09965042711535539,-0.07047482304017992,0.03404811613170909,0.02905515130963228
DLL1,-0.01615614317600139,-0.007751413510373529,0.049360940708047155,-0.026329635064069358,0.015520964163709504,-0.1218508932437837,0.13746161611365817,0.04142076224431957
TLN1,0.03491243044020955,0.012636894261661334,0.003741114040273245,0.00528667611053885,-0.04781444310210025,0.04160784300355098,-0.04389502584874311,0.023784512405892442
COL2A1,-0.020516129240405183,-0.004979852496866288,0.08220815518245016,-0.012226926539430654,,,-0.029099959005605656,0.08936239575332808
SHH,,,-0.01491661788515634,-0.01166928938910809,-0.08261385364772571,,0.05503981228968448,-9.575854464780133e-05
PON2,0.042823797901105985,0.0061962788003858404,0.021097985250277,0.046398241652648074,0.13101689176257722,-0.021634677234698977,0.07415088690745796,0.0816928648820228
ICAM5,,-0.061888187387907086,0.007678115311077083,0.007300387613139921,,,-0.023992950460224396,0.0008065762268562489
HPX,0.0573095808294218,-0.02804025360628418,-0.027631483393522574,-0.029661004651170754,0.1670212974052722,-0.03914745282088073,0.028666050898616093,0.08879483236810336
SFRP2,,-0.034578558945664445,-0.01514377551103536,0.15993516692445864,-0.034169308795086534,,-0.04237642345765806,0.061666425882783406
CFC1,,,,,,,,-0.026114071250264097
CD70,,,,,,-0.0022826638495126333,-0.030506487624199396,0.03561809855421692
HP,-0.04070856658989036,-0.007288505746628624,-0.013368906001990278,-0.0060333042155722594,0.09450102231848266,0.004493675322134245,0.0394551550390647,-0.02661362428054384
CXCL2,0.012864880952869731,-0.026101843616912004,0.00626970050958556,-0.023096328350466117,-0.04837930333496518,-0.02964589558601643,0.07714956191241167,-0.017481248172822376
NPPB,,,,0.00703919808433409,,,-0.020283034621490406,
CCK,0.05111182316175404,-0.06974715316190896,-0.05168428033571257,0.0018862143899077443,,,0.005070411655573557,-0.05143822829141896
SEMA6A,0.0255021957225449,0.06207234118455216,0.035287382973193025,-0.010155378575039212,0.005072019686410916,0.03376885179325919,0.06953264496431272,0.07361583851227269
IRAK4,-0.009893990205216533,-0.01436235329367382,0.03978377536097199,-0.0062487369343173565,-0.013334274544313289,0.04858035937707877,0.08068627848811813,0.08095014298002728
GSTP1,0.1001064165947529,-0.03924183285539286,0.09923828807408305,0.008098339855665401,0.046579605344426595,0.018751383084633297,-0.014234795291515048,0.07241102700541453
VCAM1,-0.0886042323778619,0.050965398533424744,0.07786916840401573,-0.031098175425862674,-0.10046953038997193,0.06804509218562864,0.08017750811585075,0.00796733676853911
NXPH3,-0.013348499208368256,-0.022633446012695794,-0.03783744973069973,0.050608148478072344,0.10226069951250989,-0.053685787335001095,0.020845222196425598,-0.023993004698967858
MTMR4,0.005604642688093039,-0.06721170611349207,-0.0349571483917734,-0.002662478215768856,0.002516473274689274,0.10697614186548236,0.039723631467521094,-0.021787382445947343
LAMC2,,-0.023695384777201556,,,,0.12476988904606903,-0.038645400996317386,-0.010010151731778025
IL10,0.08115516477781735,0.029639372283849486,-0.00872709826915988,-0.013442178136815324,0.024585684505554577,-0.05240927127008451,0.018860309472032245,0.04498472384265592
SEMA4D,-0.011540768982557794,-0.028288370295848148,-0.0021039380374937356,-0.019971857580108724,-0.07415288628250592,0.011268982773391785,0.01828296454297729,0.05723919130498211
TRH,-0.020056033695523168,-0.04624065898776118,-0.03931070817709502,-0.014812108060292675,0.0066584708212392265,,0.049113159365263406,0.03097069283936459
SEMA6D,-0.03599600524182194,0.03988108686395498,-0.024980996201135038,-0.047068582285405544,-0.06063441936047649,9.451786169927493e-05,0.05858722301638886,0.06694870379464896
CEL,,,,,-0.04376709667865183,0.028615095461989298,0.02142788660855533,0.021627004646274352
PDCD1LG2,-0.03957485791589183,0.0304694027999045,-0.008691672945085528,-0.0229944423603797,-0.07395741265791012,0.12458336934239422,0.05147581774491348,0.018228886645853315
SPINT1,-0.008492400165337028,-0.020208878810763865,0.04422590292523899,0.01424472809331469,0.05144127071611289,0.03395670803241308,0.017913361221881394,-0.025972570142034076
CTHRC1,-0.027048987908565376,-0.06909042697755781,0.03396705716486194,-0.006312462286387297,0.03533778368280323,0.016091059490926353,-0.025241700381897363,0.11307670370121305
PODXL,-0.0267814299831909,-0.02230733549998694,0.0033590705124211984,0.0709337851943468,0.12372646124201238,0.11063192878896712,0.03515913832122176,0.09561460978471358
JAM3,-0.017191354923480024,0.08675445525946474,0.10932405594204837,-0.0028355026315352114,-0.020559041979923504,-0.07124419960399264,-0.014762314163818168,0.06022162419793778
TGFB2,-0.027072413749211655,0.011671074227968696,0.030002123326205554,0.031229923429418417,0.049885982142220724,0.0037511302283121106,0.009036602120537475,0.033537462674442714
COL18A1,0.03449033970427434,-0.07112290902233927,0.04010299416432697,-0.038730748833735715,-0.017407590240418803,0.05389427260950718,-0.031915320736274316,0.08828296601435148
NODAL,-0.0020199047678581897,,-0.02463041371702728,-0.020644712088149348,0.025881564016949264,0.05341510238910803,-0.031092140268630993,0.019964220269472182
INHBB,0.013164862125351113,0.05417382780241926,0.0034991324884077117,0.02176558690113821,-0.04558899988483618,0.036082435914967424,0.07273316829162511,0.020844457300867484
LCN1,,,-0.0166516210641915,,,,0.04761342611690366,-0.019933928602470438
ARF4,0.028092204733471557,0.0026280825575503365,-0.0322676584664695,0.03406544373036846,0.06994637461388743,-0.13115529018380329,0.016057897916843214,-0.054589518338601775
CXCL14,-0.03764763900105835,-0.06668370346894802,-0.055237351306868014,0.024990812418877843,0.024191257334682394,0.04506310199851959,0.03170038362640689,0.06043206959166055
LIF,-0.027089442137122183,0.03820063964867159,-0.026459124481153878,0.0322733601044312,0.02019125335675463,0.0099000000730438,-0.015377317528780876,0.059069619070242343
IL17B,,-0.02832212746738544,0.07212677048512929,,-0.01773274754352866,-0.028734573843748598,0.02730237358879186,-0.022538046762130233
MMP1,,,,,0.025327821272285753,,-0.0038639602420073287,-0.018936802042067786
MATN1,,-0.022315196840556,-0.017458092625672373,-0.012226925017848151,,-0.03139850369202543,0.017707363990465137,-0.020539148331217127
ADAM28,-0.005623692709574718,-0.03433061421275935,0.05671814638867452,0.009717679045277355,0.10567734766787382,0.07516610897470215,0.03819373099400366,0.01101389810043376
TCN2,0.02989509678259049,-0.00657174877924406,-0.024552104488101523,-0.032525427826667,0.07027975119858638,-0.007985194309467548,0.0367588607060946,0.06749451937266927
THPO,,,-0.0339757347777634,-0.012226926422385825,-0.017004774760469132,-0.03009248233859422,0.011815288751322121,-0.013876598946322193
CUBN,0.00033051694614614135,0.06949470954935229,0.017406460566647373,-0.01714102876770393,0.0032304766134051612,-0.06079400436584393,0.006013995020459034,-0.03981337256252626
TIMP3,0.0117999412445102,0.05141576810221917,0.0028430031747190936,-0.008493775000093504,0.01062898509165715,0.04615928954970725,-0.04569681658566293,0.06087841838533681
PIGF,0.0733358937568799,-0.0018276439064864659,0.035980450966247295,0.0009063805383032507,0.2115514744455975,-0.016361317632955896,0.03756308881393748,0.007983027578709116
CRH,,,-0.010664046441603894,-0.016723286112853647,,,0.06742092058628045,0.09297393669011982
BDNF,,0.01556832815280725,-0.03994738556760171,-0.01377065947883052,0.12485326958067067,,0.05752038325066847,-0.006106234405137299
CCL5,-0.024712702998755172,-0.04758249847910573,-0.03779932106708447,-0.016587296048202457,0.0861941119235989,0.08355109916914068,0.016404278794767153,-0.03917273172494523
GAD1,0.029241561699059188,-0.042793146715359595,-0.009129844140063277,0.03185599541041173,0.06094264334635613,0.07934776257999092,0.08081549833924682,0.009267548345325049
COL14A1,-0.038880307152193955,0.018091472281315746,-0.029539013067519385,0.04591605476530322,-0.07246799870984397,0.0049459166225186415,0.08287229417142611,0.09267136061435012
HLA-A,0.06380496931660082,0.026710365629156685,0.05146286445219078,-0.031411249403125965,-0.05295096087434796,0.0034497533336755866,0.01554110710412894,-0.0162144410444054
CD5L,-0.012303520437157843,,,,,,,
FGF18,,,,,,,-0.004559104931822537,-0.028196542929300794
ADM,0.008343773678316119,0.052729933853455924,-0.008939620685615058,0.06340096867675996,-0.07300244996823221,-0.053504092657323934,-0.02646897028278026,-0.012745416006921162
CCL15,,,,,,,-0.01970363256589851,
GNAI2,-0.010865094631068295,0.009068385634716765,0.03856085552089155,-0.023615068338118026,0.028885074634334595,0.04183163635576354,0.045525780939954984,0.011746203151102343
HDC,,,0.018064747004953845,,,-0.03583421722845742,-0.0036890185363561874,0.004564877725340058
COL11A1,-0.025259122839553238,,0.021662817908746964,0.03870885534084341,0.10574509276476768,,0.0014528839337837908,0.10366795466578071
NUCB2,0.029269351585759874,-0.06659102510036384,0.0027944338505727297,0.028136021985150878,0.010943477603660814,0.12979642437615863,0.050251771987053676,0.008693071121309107
FGF16,,,,,,,,-0.02023865144192211
CXCL1,,-0.02820414505527685,-0.02377236917714228,-0.01658729886043777,-0.03252716357951993,0.07809045671206846,-0.016245497597591894,0.026236769839264557
VCAN,0.010794260505277303,-0.04629328995041757,0.06579084106410278,-0.025866619066111964,0.03800056209485578,0.10637409427254847,-0.05139551073869983,0.07360224687670953
MMP7,,-0.08049852378688771,-0.012154310127195233,0.01591904021438138,-0.062003069945961775,,0.004118932783983389,0.0035503510953916943
PTPN6,-0.0030817462832989826,0.0727708154474761,-0.017896424270237306,-0.03326680436399025,-0.08874208393214464,0.01277412674735486,0.0304336628036453,0.026807773763609512
PTGS2,0.03912351386376508,0.055333955152830475,-0.04981039280702018,-0.02822272911242536,-0.051535313584107845,0.0905213593941721,0.031541647275625945,-0.0051028675065159
XCL1,-0.01958601294793844,,,,,,,0.03428164244125103
CD58,0.0020358179119329654,0.0007274981238554082,-0.0022369354118730663,0.006340737633279642,0.08441077912684032,0.00920781438944488,0.01991399750817109,0.037025200111934435
TNFSF14,-0.032039563206133256,-0.0258486975347788,-0.02532529136430312,,-0.0419931614681962,,0.08530489629214344,-0.008924452288351606
CNTN4,,-0.03691583280300829,0.013382560111715843,-0.03845254263970764,,,-0.033526956135757055,-0.026350012279057092
INSL3,,,,,,,-0.011543425440384912,
BTLA,,,,,,,0.03950238604813744,
MFNG,-0.05463622623979246,-0.02322644100858767,0.020891878507675144,-0.05083764999624164,-0.03505934262184553,0.06691795390960548,0.066801744078489,-0.015361244993914114
ICAM1,-0.03213726078871425,0.06034148365836413,0.007652861542627444,-0.010299613884950196,0.006329157617942444,0.12290671135123794,0.024062488746491018,-0.011559097022698925
PROS1,-0.015835420290440265,0.06909580246284383,0.01877559003142711,-0.019636911150568245,-0.02686075922980687,-0.04307099302058474,0.013109216441306236,-0.015617788156794076
CLCF1,0.04909054938393989,-0.03786819123525413,0.016342719962280858,-0.017746809060643697,0.039482257047754175,0.08281216405478799,-0.0013219521124882537,-0.04468211818090457
PSAP,-0.104420910963934,0.05015118977752891,7.907553289514786e-05,0.005036762825230715,0.15190152959990005,0.017421672276373815,0.02414091167911578,-0.04728844465484903
EFEMP1,-0.03695688550471046,0.020144150484640345,0.045585756260536694,-0.014673476996945302,-0.06836840249979334,0.06791233331708067,0.04784071776253408,0.006501705348965724
C1QTNF1,0.05824684045291359,0.09322531334436587,0.016946670764474193,-0.013860148374810336,-0.03680531508864471,-0.0006301469770224618,0.039618339228136686,0.035815818649892195
ALB,-0.02948628428684303,0.0044637444433014584,0.03895993287460808,-0.013019417780422324,-0.048379378326896094,-0.04020247993296264,-0.01684451643586939,-0.02907973357249368
EFNA3,-0.004550504268469136,0.030320777657120348,-0.05352401109322202,0.0017484515319921342,-0.04620135723055725,0.014154282419675366,0.015027043550606115,0.049395438657837375
DRAXIN,0.05924335518396596,-0.06384478365334566,0.020538009915037358,-0.0019117549086064376,-0.04054692164593056,-0.0024743760508005143,0.054009747995373086,0.06373519387572962
NPTX2,0.024071131762696513,-0.06806817311790193,-0.004739437342687815,-0.006846625474558748,0.02259096496209744,,-0.009104090148016632,-0.026763325755554214
FGF11,-0.026348635432334188,0.03598239031035977,0.030156647588802148,0.05560775372764605,-0.024672294679404846,-0.030356475946350287,0.02032832987623482,0.00946640768757604
CD59,-0.03258305922899842,-0.028282240395655082,0.05511399996475894,-0.009658433397284448,0.01948902792625643,0.056702046050468455,-0.05823300420603318,0.0467016180987985
COL9A2,-0.034297110694418535,0.07080499724171203,0.028594000115943954,-0.04388082564363361,0.16312097125749797,-0.04227956346606654,0.023493160231502063,0.11373220160665
DLL3,-0.05236196163246055,0.02508067000749088,0.008650829053997075,-0.04069720844225087,0.09546187879922417,-0.08127213644871885,0.05534609973640493,0.0718602192507079
FGF5,,,-0.016234312956180448,,,,0.04345314647663102,0.07504950348819152
LIN7C,-0.09791596506739296,0.012093886064803524,-0.0005112081197810195,-0.00047429095792246047,0.021572862610891412,0.0032783740443238286,0.053949264663700335,-0.0005113717818108235
GDF7,-0.02028728266879045,0.003313829888369201,-0.029040532925846088,,,,0.02566770010281286,0.133854247118314
PSPN,-0.04946005209241469,-0.07011575268051151,-0.049406754879839816,0.0267843579935166,0.0721932078885138,-0.02140926933191598,0.06934426620026282,0.015917117615832376
ANGPT1,0.039363729745911125,0.009691614980900692,-0.03210887588149644,0.05360707961324365,0.009963394921900876,-0.03260718552187351,0.06610879848749909,0.03625347339187703
PNOC,0.03734025321561519,-0.04249769348301066,-0.03666258310884209,-0.009671778854788886,,,-0.012504162860775653,0.009230381192407579
L1CAM,0.08397695578366293,-0.06220365104611546,-0.025766728374460788,0.0007681269037144311,-0.03726465226457325,-0.017333406232208023,0.055569731810098714,-0.04494971304215215
APOA1,0.03781577851026164,0.042742830196062905,-0.034743885129318315,-0.03782708465470818,0.08268567944940641,0.0540230814095918,0.039844681066352354,-0.012093531422260634
PSEN1,-0.0024149300744089777,-0.028619474133096158,0.07614131601284123,-0.006360739412117795,0.09258777408153056,0.08473286935925382,0.01439942567878178,0.05518043739634889
CALM2,-0.03760828394156677,-0.009912875595984784,-0.014911576178805102,-0.050600804739813696,0.008163968518264215,-0.02707694620728493,0.07651471849144055,-0.024972580176235725
CLEC2B,-0.032458091159325395,-0.034854980746619114,-0.02508135591830846,0.03584190217815944,-0.09896125296988673,-0.0006498033771770926,0.020625078720476333,-0.03176626248763547
NTNG1,0.10781561041009238,-0.0450838064384666,0.02350272352708543,-0.0011553923821065223,-0.054927326680594454,0.11256514225154049,0.005551240756067701,0.03220755584843941
LRIG1,0.08768470918504222,0.06802580503157159,0.010164111159136615,0.014194015228886503,0.1119874058691199,0.04412117227854537,0.0582588656663318,0.050568470107390226
CPAMD8,-0.017851067682352943,,0.08909511955584198,0.009273923025364443,,-0.03583418241378779,0.0016920385590185223,-0.022262692911014816
GHRL,-0.011272816032615176,,-0.03123210719012019,-0.015604868219672987,-0.04918219808382481,0.008858110397143844,0.0054829342446210995,-0.01962479544535978
NPY,-0.02618821298422406,-0.05578311703187063,-0.028363906238614775,0.03735443188121477,0.05352082710526885,,0.03885805783161588,0.022745782338755533
