,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PTGS2,0.12559621715824845,-0.015110188231880447,-0.006518291910401483,-0.005814311364351109,0.18182901989894254,0.016965091400565763,0.03904266928513995,0.13013874495624173,0.06758351538986761,0.04330097359742117,-0.01848496131079399,0.12966161716766172,0.2038509725672561,-0.062474705974914425,0.098983347243544,0.09342710436628854,0.13333619955988602,0.11356174755476975
XCL1,0.014257690081198747,,-0.015391718699146207,,,-0.013360600270803678,-0.02311391889269702,0.006546921727442635,,,,,,,,,0.005945281157095476,
CD58,0.09133864441875733,0.006553038572392174,0.0009282031180438048,-0.04566642622343822,-0.14642387215796895,0.012673020255862017,0.034303223276944364,0.0350195022394203,-0.036790246090272115,-0.0020465767053908907,0.13158165646296077,0.07805254546606338,0.1331427302061056,-0.01192081454520676,0.111423944306766,0.0006752832402977339,0.0147081254497564,0.02914239001284155
TNFSF14,-0.03540229973913361,0.0010169621695666185,0.05547867829775502,,-0.04738397518709882,-0.021828250924937398,-0.0643376787248087,,,0.03308498877565687,0.06228471126288724,0.04772814045973722,0.04807634443629302,0.023588363913209884,-0.04495719691997424,0.014088559128324503,-0.007346616376265721,-0.04910505531450785
CNTN4,-0.014956675786588504,-0.013823143095016142,0.11440675016870713,-0.029607978694654775,0.17017906271697858,0.002324602660224261,0.09844499516613113,,0.051724576803431496,-0.049870931399058106,0.02947810659527547,-0.054638903267432315,-0.12184646113169868,-0.0371661990146707,0.034923380504162466,0.08511285912389603,-0.024182663663954284,0.03618956204141168
INSL3,-0.031474622348644184,,,,,0.003228073953708902,,,,,,-0.05744603431997744,0.03575060054292632,,0.010169385408158354,0.10373162404858967,,
BTLA,,,-0.01604637913264074,,,,,,,,0.004288672359498923,,,,,0.07240840012513533,,
MFNG,0.051622304207727385,-0.03470214432757035,0.02273281151764468,-0.05665449726974804,-0.08852705827007429,-0.007852075558841255,-0.04090013585904837,0.022064813513517783,0.031094162480200714,0.02076003255160413,0.024469305532248006,0.003663248533265554,0.02172141272251966,0.005213942157926617,-0.030685089452531396,0.0816789659848049,0.01744258950968055,-0.01871533800459191
ICAM1,0.036168532341780066,0.016446072901708946,-0.08335310478333728,-0.004285393786534634,-0.08042284133444656,0.007047002005904065,0.04547199147109066,0.11609316970522596,0.03903308726146403,0.008053359478092267,0.02696062051836745,0.1829936367271524,0.16430594380214733,-0.02746032709481402,0.09540366960476122,-0.017681208266996366,0.08495144491977638,0.10870073779714354
PROS1,0.1655212232037054,4.15377294105134e-05,-0.024766273467261065,-0.03881334592676495,-0.1296133389919738,0.055666920911493036,0.0008822663014765383,0.05970287273862862,0.02581593902911139,0.005778097419182818,0.03239026991839225,0.0929186302740757,0.06391957237247023,0.041311106364348184,0.18375235695939712,0.11425824494769452,-0.005941209823332633,0.033514043793314914
CLCF1,0.16204708048537497,0.08531422219203852,-0.02199481859358143,-0.021418409892939225,0.051923318938012226,0.024393501539579622,0.012063150371666062,0.14035281069799443,0.014332843045780554,0.04913195286280548,0.1044274464793458,0.08896302049988776,0.1783975186480251,-0.05846296076372323,0.12248629398181471,0.06732144910282994,0.10851878725047913,
PSAP,0.21720692058270166,0.03567560108379151,-0.026808270234438224,-0.011075780963499001,0.044174057379011755,-0.009972786320218995,-0.003923819618019189,-0.18242926794591038,0.07615763543271792,-0.04529910658415826,0.004506906484295972,0.2543751017879371,0.2705045419137457,0.028590010917884455,0.0744303036753466,0.3392558901428365,-0.03150485502749616,-0.07197409681881074
EFEMP1,0.191398193929757,-0.0913798505464348,-0.04860374357815065,-0.0073784742578187216,-0.13255738479467657,-0.028248220823700196,-0.025842223373030673,0.04588497948859376,-0.0861825486325629,0.12095088530864465,0.007317001048499988,0.0007571712046277017,0.05950286163688215,-0.09923473506004346,0.13919167373858585,0.2379128611317277,0.06549430308685773,-0.03522130269186335
C1QTNF1,0.0827036826792424,-0.01962106456126557,0.0533640246007444,-0.01536786384846885,-0.10287794822905497,0.005764542164821098,0.020192319852426373,0.09144325069275058,0.010193344212909905,0.051462619412263384,0.0007191400021759284,0.25772466146026307,0.2240633974424073,0.0030823243238812773,0.20207744412536532,-0.07202147277088113,0.11060577758627194,-0.06430385161774882
ALB,-0.012808651323449112,-0.023294308224364565,-0.03790293865431157,0.024746747461216183,-0.006531714808668346,0.0808997890606294,-0.04099020061057349,-0.06301511916381591,-0.04158283311963901,-0.0005886038906543448,0.2011388264127585,0.004551897707868441,0.008303714398056198,-0.037087849418460876,0.0009569435253638067,0.037131416764998836,0.03385472418529832,0.1510110626095395
CCL13,,,,,,,,0.05359357324120787,,,,0.11344241216392353,,,-0.043631773135250976,,,
EFNA3,-0.04936004988217687,-0.002849352329165613,0.005408597919197517,0.03697979581341252,0.13094250976602,0.01778854908486095,0.06927060843230276,0.013776532792592737,0.0412276356005477,-0.009040415941963203,-0.041961216472592856,0.11574790092450792,0.014199681024319654,-0.0390633313424259,0.0056651493646110145,-0.026812692488957433,-0.0239138599556447,0.1414822990063971
DRAXIN,-0.09032817797314929,-0.01214420016732678,0.015895252849082973,-0.06935559428754401,-0.0884872786063812,0.001663906103951995,0.0090950389100948,0.04236593816644092,0.028825448046310116,-0.011080099043780763,0.10059955287836808,0.13161805242103367,0.03327722282089378,-0.012861146720226266,0.0399736384942826,0.13598941266030887,0.010629129379825152,-0.005643760476034978
RAET1L,0.04591734216364678,,,,,,,,,,,,-0.02724546193022299,,-0.009688400251847314,,,
NPTX2,-0.07971812421744288,0.058046615816272726,0.11158612305710203,0.020489282619543598,0.23072503925538482,-0.037617879556014616,0.033103291951126546,0.04090363534013148,0.0192018944920714,-0.00728089679317127,0.15266847027024308,0.13537218992256872,0.14769948219217785,-0.05520128087542601,0.04459829888508159,0.1999292612698666,-0.05185430407709197,0.0240384985309506
FGF11,0.015691554851482225,-0.040819954608426495,-0.06633665380902909,-0.048017419111443464,-0.11523848445995868,-0.007117279787308807,0.03307667019031881,0.058968605189243704,-0.009890318421397563,-0.06930146170203019,0.05259706826462351,0.059788999904013415,0.032455486873987756,-0.04692759625538359,0.08697746504012656,-0.02378727993689896,0.03211868136676249,-0.08705972330780476
CD59,0.19211885969803652,0.04073289625773494,0.032908824762042016,0.01770517740316069,0.07692663599499369,0.03691613076831679,-0.01698722585744012,0.11207993028505282,0.08981877339781373,0.09855085830038399,0.059192863047002206,0.15427727216496298,0.14059874777695316,-0.010694449761019307,0.1762802392015529,0.2797985230354055,-0.002187556821419306,0.021043437473829987
COL9A2,0.003960620976281646,0.05143899687998306,0.014334958129487917,0.04388979066421757,-0.10628274362293835,-0.03198310269706058,-0.007745559397470707,0.00047866798989892135,-0.034046467525421086,0.12008837390225104,0.019635399805725876,0.04186899612300792,-0.13000259321578292,0.05666685943341448,-0.08921249448181019,0.07883235730403845,-0.03267892639723949,-0.0737435063621206
DLL3,-0.12371416429338176,-0.03299496059232248,0.029714812343119536,-0.03650223609228249,-0.07504782395037314,-0.051269530596580924,-0.06673956239448389,0.0038373807099321387,-0.005901993467693909,0.006497593608373808,0.03393119525689703,-0.15999737549544793,-0.10293180398094871,0.04119526016898535,-0.14377546181748319,-0.19260586751267855,0.011648973699754263,-0.021972681137747273
FGF5,,,,,0.04517220547173132,,-0.03459696309811912,0.030697993308856933,,,,,,,,0.21271893494402563,0.11850746600011296,
LIN7C,0.01976555019364041,0.00573381969027821,-0.001512939941513807,-0.03456820840301617,-0.04172574574665511,0.05206838428769074,-0.025114905626189336,0.08308714189427989,-0.015861339809702234,0.015145666396663749,-0.010313237901677052,-0.06025776686021254,-0.0326518359174371,-0.014773361766704447,-0.07195550465903933,-0.03922632122619612,-0.06909028000588788,-0.07231110371647351
GDF7,-0.0024548405776809814,0.07328565022065656,,-0.03950914480584472,0.014096215677076047,-0.03260372249907705,0.073382409475021,,,,0.01502775629224375,,0.006859600957043669,0.08076605116766414,-0.0157236661394031,0.06899125054527781,-0.04041554295999563,
PSPN,0.03968592936988529,-0.02672553035991757,0.05543704951594653,-0.005379813734613976,-0.026278786590476215,0.017340618886804233,0.04185345899148156,-0.01712879172955603,-0.0035205278042820492,-0.03162406926929019,0.05349258923865313,0.06892940071017269,0.04710615656830437,0.05511052624300622,0.03585841117128482,0.029957765590004844,0.07669123670093053,0.09067191060822072
ANGPT1,0.04851757900012529,0.016567974890204645,-0.0024709073675881275,-0.017959324519638862,-0.039487855859950474,-0.04857245535177115,-0.07612921743934442,0.1493361078371269,0.06011089814398359,0.1278836091428819,0.010585974462474062,0.09543488484208396,0.10588461726382585,0.016734845135222838,0.02042818623927706,0.16506365535044706,-0.06807338018369839,0.014265307975636736
PNOC,-0.07270707160414137,0.059817665715599704,0.055552836078667005,0.06611104817654724,0.15252241574363964,-0.02650788662329866,0.060907318395915344,-0.010947753035022023,0.1426194935553433,,,,0.034960775612491314,,-0.08346576841071308,0.04625997756699135,-0.050824827082701,0.11086108991408207
L1CAM,-0.09975588794319831,-0.0009233210925393988,0.034360316487948454,0.01681223561761048,0.15938585634500868,0.02670806490399184,0.11278006392079686,0.11823336406334731,0.1230874366548835,0.1292273768981599,-0.0046918512244580575,0.15074124577448722,0.1275513400761018,0.050066027351919985,0.016196648794393996,-0.059218241896963376,-0.13314651759027613,0.02707486487337438
APOA1,-0.031032781055293526,-0.020542013088455734,0.012201469388165747,-0.0030466071430821536,-0.026123612173497218,0.009936016542219624,-0.0534945393614568,-0.032517510371295195,-0.013114947263497158,-0.030361053803347943,0.06848949914483901,0.09970632299860398,-0.04794697198790067,0.00025171904541699413,0.08149011086880494,-0.005479121126618369,0.0763969036440492,-0.04102053379677732
PSEN1,-0.019822494663401326,0.06108029269571898,0.01436750304373689,-0.03242016620253674,-0.10681961248993915,-0.015763679894331,-0.12937229343391798,-0.02177268218308427,-0.033069782670048745,0.11443282395416031,-0.007484821141398223,0.04362846257832216,0.062223504433542264,0.03426106446642048,-0.034991629345284915,0.08696157095901541,0.034048113507347266,-0.04635969510960807
CALM2,-0.07625801070920918,-0.037851824043524315,0.09289489957277192,0.07563961326463157,0.2066335800236142,-0.0032404626324003976,0.022078241219252448,0.02535645024741978,0.09590066893971376,0.07465302104323142,0.07292969219009869,-0.010327181731115142,-0.02771201950946524,0.019423736738272152,-0.10674781087497683,-0.2402192610489553,-0.11629395558767855,0.06212618304684677
CLEC2B,0.11950938252621851,-0.00434005069841375,-0.07882661595828784,-0.0769692355859593,-0.12332967244269737,0.0020237510123241455,-0.025834070594969373,0.07333322063459627,-0.0206610303067727,0.06687382868442912,0.019371295718712128,-0.01510312576256573,0.11490376508917792,0.08425052746003803,0.07913849536231998,0.2377107062805225,0.04870924426804114,-0.00014710451222103876
NTNG1,-0.06222849851153676,0.03232419449394071,0.06053735363969935,0.04178949025702329,0.03781355191547469,-0.02526496078825392,0.07027193194160748,0.044418472627719995,0.06119971080064736,-0.0074268339251371005,0.03660112235904159,-0.019814386761289878,-0.003252030637201959,-0.03163948097536168,0.05147888312309098,0.012665073901435783,0.003270208701631872,0.13649420388291572
LRIG1,3.321087958991079e-05,-0.020017312966661965,-0.04562567434919879,-0.03523781992624639,-0.09026955608806082,0.015925943362979846,-0.043120844463405944,-0.11637146797941783,-0.012564924216613914,-0.009972696511822908,0.08176903567414509,-0.13094160720199963,-0.1011224386725889,0.09885297784922527,-0.16470252493665127,-0.2378274799779132,-0.11597589786552395,0.003917556804718924
CPAMD8,0.02121089777219181,,0.05346145745807699,-0.03576680506556882,-0.012485879031325706,-0.0244126821859415,-0.0075065843630431695,,0.003827063450212973,-0.04491261909220114,-0.02583127634087822,,0.04918785856169138,-0.06505201819672392,,0.04854936461057333,0.05488338665404051,-0.07677860614734086
GHRL,0.0021567777902449367,-0.01881433278424523,0.061450513722686874,0.01852164123084096,0.037162123685831126,-0.016498183187508928,-0.038585506183857046,,-0.024530157187949368,0.027722131748388,0.07186561203539724,,,0.029855570274213636,0.02381036600024428,0.05382863197599312,-0.01941955672741643,
NPY,-0.034037596990520454,0.012130612038574767,-0.045464695031776824,0.005617646650478881,0.10796290653653359,-0.0007446812295922804,-0.07636967827986486,,0.0013258008262224976,-0.05244821321645778,0.06780788020511579,0.10046625556497983,0.14693609784384618,-0.05347235103945728,0.0061310324125669405,0.023566717260720817,-0.029040381828823136,-0.04876128034525233
MMP2,0.057911956820021857,-0.011153163424953757,0.09273582208892715,-0.034888543539907245,-0.13044528202062322,0.03808716092989683,0.01621493676804523,-0.18785995377272974,-0.047089464244682695,0.006385491803924121,0.11296258713482397,0.11674084275302521,0.004619518459910391,0.060401461693854075,0.0493412438722972,0.23013495129071157,0.02063335522964685,-0.09421219093481684
PPY,0.1093117344785974,,,,,-0.01784169901035015,,-0.011652880672331757,,,,0.13631719884554583,0.2038773306881293,,0.04995583165538983,0.03353687805822707,0.1281024669362538,
ALKAL2,0.00996223290884814,-0.01190608626199109,,0.033233254706174116,0.010364252824968518,-0.014679778102435174,0.022273781391200162,-0.03644750696762737,0.012826960422836282,-0.03652838194356619,-0.03931064285623008,0.08626712221049505,-0.006414904588971814,0.0019942462042564124,-0.01551387934430978,0.01380844251024156,-0.048462768548927684,-0.07468475136116294
CSF1,0.12402467090427967,0.024498201539442897,-0.050144261881102326,-0.005184866314268396,-0.10736283356026557,0.026197774427510114,-0.05801917807079531,0.184322090545942,-0.037742972945854845,0.03475534579438738,0.10896545957152597,0.09144532157434948,0.07790932904027177,0.003656430120860461,0.14619040188519045,0.00739612978119296,0.07597554941148257,-0.02490612267090271
SEMA4C,0.01839957892931261,-0.0689162716289768,-0.001222737173866184,0.008263668690311508,0.0013917073283748283,-0.005144309334518562,-0.018884393363745117,0.0575814763099726,0.0009600075324275104,0.1042293771163224,-0.008009041378788054,0.05010778879926323,0.04829912256876382,-0.009547048434919547,0.04364077392339931,0.16312293985494247,-0.026972258963736517,0.1165857655810541
BMP8A,,,,,,,,,,,,,,,,0.04787531729221202,,
ICAM2,0.07283977014745138,-0.03906267898123429,-0.05432574818884276,-0.042138380445992954,-0.010167483455291148,0.004797973087317225,0.06548904836482226,0.010729569612535975,-0.04483113945643281,-0.036517546016812105,0.04721049035426976,-0.051433646247058186,0.03093390406580686,-0.013939133595824077,0.05925813648633268,0.3008477422257289,-0.020113576630694505,-0.07314240089142125
SYTL3,0.006951308826117875,-0.007537264768048086,-0.022012719608932103,0.05285181924993709,-0.07469603932440791,-0.010528972947797489,0.0441849562250469,0.005577049038379687,-0.03378878010722325,-0.05522681390842636,0.09607037369885195,0.06460779552736408,0.009745398994103989,0.03250654617193648,0.00566875293722459,0.20559128832916923,0.042849953326735586,
IL1A,0.10315795874486829,-0.0237569795115842,-0.049477107415900834,-0.039091885860339445,-0.014734659149285506,0.02200142240167137,-0.0003506034004618019,,0.018439425454859243,-0.0062235283316190776,0.08537840320093762,0.029057958896783892,0.06156845347410856,-0.005320945511596674,-0.018568461835180728,-0.024982905137270223,0.08106139176481851,0.013251064284712176
HLA-G,-0.018311404116167235,,,-0.011380851763596536,,,,,,,,-0.0011108083737591268,0.011349920620762153,,-0.027395361599055035,,,
PGF,0.0911399222771381,-0.03774685916664904,0.0073370196423613015,-0.027918083958655533,-0.10661418754787967,-0.050309384001422056,-0.03057909871684367,0.052721586463901446,-0.050959431792476285,0.1565445382913267,0.03340843102664981,-0.004817990751048603,-0.021766898004074366,0.004568856067666464,0.13766663704090804,0.20050760480529248,-0.015427938912085258,-0.07082445324920285
LGALS8,0.03543213898320019,0.032592676308813934,0.008423240664663312,-0.007965100871215911,0.02463657549117649,-0.034838739350083775,0.10602542558590745,0.037515003652766055,0.03374184533367098,0.0018838558366271318,0.013467710572404085,0.03910096553842125,0.12009929174049806,0.011737509028053181,0.001335131782309412,0.09037318008049965,-0.01627202129694888,-0.04430305503423589
DKK3,0.02166768871379475,0.045786296135451286,0.08659578636951214,0.05788411474564739,0.15114107998932222,-0.028427219275829384,0.0017708126252580468,0.05745815357350515,0.1098126031306465,-0.007160760713168253,0.08971419884767169,0.051015029486404545,0.03611116363334491,-0.05936835014376713,-0.04973158097848913,0.027447318799363882,-0.17834305015710028,0.0807607463601177
COL16A1,0.09973150455895938,-0.027480702736868614,-0.037385245915135125,0.07832064601482808,-0.04695440069235542,0.03224475803349431,-0.03925066524503027,0.03473830539782171,-0.01823539272122472,0.021456498156412766,-0.06403289387253068,0.12757772584000354,0.17023434624030134,0.06422659368379334,0.12087845129292393,0.15852211998781282,-0.005253715977465823,0.020263719945519166
TPH1,-0.0036271843721559782,,-0.019183297194365675,0.04378135657683133,-0.0414794124386708,-0.0006884720804201897,,,0.005598256330264275,,,0.028923830009726162,0.02931727244239742,-0.0344841727618736,-0.01688228872416039,0.1576834197356563,0.0395013445179184,-0.03922913129643156
TNC,0.14544090432797702,0.014131738093454317,-0.04040866387956553,-0.08688361173545445,-0.16681768466112568,0.06880306113500496,-0.0019656388356141968,-0.1454238305792385,-0.008355862055642186,0.11465905731752526,0.06798157516950284,0.14669004253919823,0.14383525484724227,0.03387670952285573,0.22700355072684653,0.1084147674158161,0.039747249349126275,-0.10693217953323982
TNFSF9,-0.02719742894700314,0.0951397503946552,-0.006852140687156771,-0.011132989877982186,0.08349627057342149,-0.03252578808021479,-0.035182983181411435,-0.03130835491686615,-0.030020254524013582,,0.01391065209833157,-0.028409096198310377,0.033523398160066616,-0.0029429139236834207,-0.027820178964656543,0.034379609845866785,0.06959493816399329,0.038783335426258815
C4A,,0.04354994213574439,,,,-0.02115043926023814,-0.04163493474837323,0.011540315658101447,-0.020332719286762925,,,0.028888335145220552,,0.010613483618829887,0.006311594549521203,0.05689912681041979,,
CNTN2,-0.044314137258502674,-0.07146229977479467,0.004455016898967086,-0.04561361686818881,-0.013820955782534634,0.00022799065636819668,-0.11802286737367639,0.005783931185637638,0.10054667897098299,0.01535042271390888,-0.01100164723534483,-0.09188396104524747,-0.02956485146520182,-0.06408650810789594,-0.09735525186486246,-0.0047063701605305425,-0.11809830230369746,-0.015724371556411508
F7,-0.027025999171765003,,,0.024036596468013233,0.0811161263923792,,,0.036732012761665614,,,,0.020063598812460864,,,0.01118081348539839,,0.0019643336043567395,
LUM,0.17221628413134588,-0.01729839919744543,0.08994895287979304,-0.01659462768238746,-0.08713152983630726,-0.013127644844332561,0.05056260724653623,0.02838884274672133,0.019190050990396113,0.06425816115117766,0.06089445216479208,0.05257229755233731,0.08943002023100913,-0.028221545487461284,0.2288270532278473,0.3993591030571408,0.0062990663054685305,
BTC,0.04831479539998934,-0.01835992706538731,-0.04325844088345238,,,,-0.02839674829913747,,,,,0.08460465675775146,-0.009713280951620324,0.009971979750851602,0.013541818186668239,0.07519887387823761,0.09136982737593301,
APOC1,-0.09518031908185062,-0.021806095066595737,0.0732328170532021,-0.05609890623270507,-0.21491428576083035,-0.032485570249440335,-0.14773957690885509,0.09775299182536903,-0.04903086632222842,0.06147690006124933,0.009095805327971116,-0.20382669739053877,-0.1901036636575309,0.03355721503853384,-0.1352447313211081,-0.07200394495968276,0.09164931007155717,-0.06725119574836644
PKM,0.08843738366936443,-0.002229245442375639,-0.01730138350602394,-0.017025170436667177,0.03244117548775627,0.04577637525004945,0.13833557761892823,0.16132051488498936,-0.049191653897526735,-0.0101177637859123,-0.02312639702922624,0.220723499218982,0.2092254191563612,-0.013111194587024092,0.08916386557080948,0.07882986704610381,0.06456821490023155,0.09251520910047452
TNF,0.05103513958880214,0.0011285641459108267,-0.04144407489185311,-0.012737321771997386,-0.03572571041642635,0.02648009178696461,0.05326169618206243,0.08381901009900548,-0.018219079526818414,0.006739571672137751,0.06601003499748263,0.03300943436853901,0.024222107637420966,,,0.04854593086787171,0.029327247280990596,0.02605898698996539
GNAS,-0.18830044493290016,0.08824674226078878,0.061841977149486256,0.05148225874674195,0.19443858404959347,-0.02221411888935386,0.08134283815609424,-0.18025197564148407,-0.03879639552964432,0.022392848522096068,-0.050831277515078974,0.05345895116768449,-0.05014258694340396,-0.02892709978264174,0.014592551304219662,-0.26342985257434653,-0.12433192165795483,0.06959195347124675
BMP8B,-0.042630655322934495,-0.03250199056779312,-0.06514331986226163,-0.019876032266586057,-0.05054352574755818,0.027114630030443128,-0.012911710394132357,0.004592627100096237,0.03924079173914925,0.00849798075090084,0.053257342261037614,0.15363004105406916,0.2067717464760461,0.06258382485434191,0.1251576528471098,0.1691770634505779,-0.015575642099408125,0.010820489451521925
LIPH,0.09064124832358432,,,,,-0.017053035865265735,,,,,,-0.020345901046739733,0.027131345351895656,,0.0587777937706253,0.013844951113309705,-0.03563638381712004,
CCL28,-0.020633067743871948,,,-0.005355810895591411,,-0.004812606930774446,-0.051717053304157316,,-0.018343609573788257,,,,,0.0034373010611564387,,0.02688834114599887,0.014752995852581706,
PTPN11,0.03880527452971405,-0.06410142543870292,0.06042736131209033,-0.044092879376800315,-0.01979609604252057,0.02467125825121201,-0.056370717518142224,0.027683187991336768,0.028439929972505724,0.06876051872970973,-0.040990462861666375,-0.0631215704379694,-0.025614932319082993,-0.05326090905507686,-0.0721195716165472,0.006975876411100002,-0.09895326604435073,-0.023961592329296726
ADAM12,0.16778248416772662,0.03224680730713784,0.02964727316742684,-0.02077456593487601,-0.10151891914100022,0.01643147012227118,0.025682986921400225,-0.1459905907833441,-0.01803909040060903,-0.05862338846400544,0.08334838570185557,0.10985700413823528,0.08741700455545977,0.038670750955316045,0.10681273914442581,0.27430269675062535,0.09994918794035744,
EPO,0.03897618570534505,,-0.020584651534165607,,,-0.017841699789143836,,0.025174517552596577,0.06585885144110207,,0.0003759699219162898,-0.010259771037797297,0.016221864268567553,,-0.0029197957569163098,0.03768221981120783,,
EDN3,-0.00027809315075122567,-0.04286388860120848,-0.021088098368590307,-0.011135334206094026,-0.020771206695374016,0.015046480965454058,0.022220692550414745,,-0.008295099623955967,,-0.03573608361741733,0.07201155437474764,0.07132889078720246,0.026337026155690266,-0.011852954408022512,0.056979055605350264,0.0976163510546161,-0.006314610602238631
CCL22,,-0.014833215820404411,,,,-0.019988235645921913,,,,,,0.15282652125395313,0.0917324403657986,0.07456045271252344,-0.043856982414008545,0.020684936002964983,,
CCL2,0.22764464942640575,0.024782583623263965,-0.06011969492212898,-0.036780364894637624,-0.0372056527319592,0.009431164194805434,-0.0018275333820717914,0.21610051033626784,0.051309875806973146,0.1437659734951205,0.08992582405159003,0.19210283504256706,0.223530332488879,-0.006057735921003335,0.14136222456608927,0.0728560912714007,0.15092289476865037,-0.07741785298234471
DSCAM,-0.00010810656517631586,0.007260368686041284,0.0016495723960455858,-0.026349600862759826,-0.0716677847593637,0.04021152325472414,0.0259715772101164,0.10330093141037733,0.003883897546025219,-0.06199519727853174,0.10881869205371608,-0.08394082789359265,-0.056128367796732685,-0.001120273286830183,-0.05403029202537116,-0.09609002581256187,-0.031065922858667074,0.04077180974178501
GPHA2,0.0038868248730504363,,,,,,,,,,,,,,,,,
ANG,0.07570545279659462,-0.02581645182375247,0.006684044455024431,-0.01885201043396327,-0.07363627202633626,0.0246651823597032,-0.016580938158496164,0.09020318002942261,-0.02423517299191925,0.020998338250924706,0.06946336655085036,0.06478864995669936,0.064242671733066,0.03949533780489485,-0.0019364874504588395,0.022527839360315136,-0.0036503540340510165,
FBLN2,0.2217548713780822,-0.026974641262620294,-0.029392086533746944,0.06077924189120482,0.010100665661464524,-0.021090190702768102,0.011724333690688381,-0.002885639850524616,0.020659231637138075,0.0731197148682658,-0.04355954283661425,0.0861022042733993,0.07901422004013527,0.015861798388711688,0.1971743344297551,0.2937709592235278,0.10830269948506123,-0.04013387326036707
VTN,0.04628191249828941,,-0.020753708385491666,0.013537698641323157,-0.02337548445496471,0.02708612862371636,,,0.10428539957947754,-0.03809054608150057,,0.04906101379869368,0.07574504099658831,,0.04573573123575483,-0.03895691338747237,-0.04241762043438164,
VEGFA,-0.05587252689032469,-0.03497983211624952,-0.06519792760956253,-0.048843686979192426,-0.04347905306152037,0.045912164668362315,0.13249754181085405,0.02678070079980714,-0.06327852601138832,0.021253001880580633,-0.024206090986792033,0.10728433412469142,0.10289722839320836,-0.04674975707928878,0.10326105579378085,-0.20480549491480204,0.14569142543937505,0.10512477372457701
F10,,-0.01693117767083644,0.03701009829089751,0.00121844233242718,-0.0069040379359681025,-0.019563038197936502,0.001860668594564003,0.07796483397779187,,-0.04131796798214816,,,-0.021130295312314473,-0.051106461091049056,0.031951653347373384,0.02956070464059614,-0.0038614546104642033,
SERPINA1,0.04626786578023665,0.0332331257758404,-0.048069702484594676,0.01488021368805018,-0.11847549105722122,-0.0035288245386972074,-0.06353802646278757,0.09905084924567852,-0.051098698266164685,-0.0014249629550392693,0.07606945676139554,0.07175005430306183,0.07783538520050842,-0.011589810687273442,0.17697427397693774,0.20834531689584196,0.07155149665265596,-0.05242998806771495
VWF,0.10648475808182589,-0.01904095133644157,-0.0032081822012266677,-0.025280859340815195,-0.08979420667449488,0.02442260574866311,-0.0463525941981188,0.010146680811143217,0.10253673361567081,0.06735846321457367,0.018657501930295674,-0.020158182124029193,0.018370556372361214,-0.020323147642396917,0.09385780876644526,0.1335370064865296,-0.06650072546516353,0.02797568330025411
GDNF,0.023588653228616543,,,-0.03277844648089551,,,,0.015470089200671366,-0.02313065074425552,,-0.017772440229139357,0.01763683887279686,0.09825485719572383,,0.0673545422518582,,,-0.008838192780355653
VASP,0.05370221547783694,0.016812829554933077,-0.006642974122816446,-0.024423342659773625,-0.050907119433478726,-0.004968847474483242,0.0023863915539765854,0.12500988338744162,-0.04794903254317941,0.04198698126233635,0.054136497606234985,0.09190239649280016,0.1165675207595198,0.10190724210463224,0.11382683731360901,0.1992852326022703,0.039578284327945086,0.08821922593248294
ADAM15,0.0916393188224005,-0.015307977176673782,-0.06071227838089372,-0.008917149254097463,-0.07264528180931439,0.0007960854292631982,-0.04445017156021276,0.012472765088615908,0.01806199873616865,-0.006653488024792141,0.04271270546299955,0.05886308180702247,0.13413187581048155,-0.02011318771784395,0.05746218254455874,0.20761552822349455,0.07125673655286298,-0.11846048657348981
WNT2,0.03698165334565755,,0.026506570237446105,0.00731161514540729,0.050494935786538436,,0.006885858065345332,,-0.02164685969266863,,,0.017222906345426253,0.07552382667855334,,0.05369436651023761,0.12804217512617005,-0.0043490872355772614,
CALCB,,0.04011379101959839,-0.025068339367953787,0.04501453271815064,0.0699842882185037,,-0.03921309998343111,,,,,0.04226525117630701,0.034021919489403835,,-0.022220629212549563,,0.03792952396643299,
OLFM2,-0.025241377643416198,0.012662642861907986,0.032343129928480395,-0.0034395678636878397,0.09721273302777887,0.06403122417000039,0.009740139908696328,-0.013748757645886676,0.034980132118900546,0.11257743886454523,0.12482424613234075,-0.029890499915759455,-0.032214438587510774,0.04013739641741718,-0.08320478663411703,-0.1478356653419797,-0.07531761228538468,0.0909847083261195
MFAP2,0.07899877779311272,0.010464856208800796,0.025946399861444792,-0.0449257809667188,-0.09937081164322792,-0.0012677115663067187,0.12347604271834545,-0.047191996970963955,0.03492170664467242,0.0646580443059216,0.034277834410213814,0.07633335988255784,0.08646553600459161,-0.014162245661981368,0.11150873777377082,0.33238272097302113,0.06565127362009357,
HLA-C,0.0730988111690053,0.019159920367163023,-0.08541862480673369,-0.044013998449805664,-0.1621408542995362,3.6431305582790006e-05,-0.00394958284375314,0.18807713803947462,-0.04593736549083433,-0.03787724671837553,0.10626997185430882,0.10646249507929897,0.15580438024404844,0.025725412213034083,0.13614431293305698,0.12049380173888502,0.07486441836142592,-0.037731387044967375
