,UKF255,UKF259,UKF313,ZH916T1,ZH916bulk
IGFL3,,,,0.0978577095538465,
BMP1,0.02547843409717771,-0.018567412991678987,0.09389111602375194,0.012346602335084365,0.04067561824813363
NDP,0.0372567123960603,0.017323099441308897,0.13630980931596953,-0.07433661101251898,-0.02237503595364518
TNFSF18,,,,0.0045356166767225765,-0.028558118409078993
RTN4,0.013791987473323936,-0.0003861243431504159,-0.001277021633285731,0.008177593454935772,-0.0645762890827059
HEBP1,0.027784004360960877,0.014125143210562805,0.011617892395622735,0.0029925408675749885,0.03598002246018565
WNT7B,-0.03484530957107376,0.027218243864403063,0.06150899825939167,-0.03416942525766789,-0.01404171975578987
PTMA,0.13307601223659293,0.02518156773769604,0.02139500667724282,0.0409982865857866,0.07010933849152773
FASLG,,,,0.04786807089610513,
CEACAM1,,-0.02627433897835939,,0.0879339277386802,
PDAP1,0.013988464592410243,-0.07302191872493809,0.07629025244290726,0.03555571230345955,-0.010848584417383563
QDPR,0.05400535276156213,-0.02530666160538053,0.0032799216075787606,0.02539258750227385,-0.12454648032374895
POMC,,0.0004439071578717618,0.06300587171620646,0.03446469780547279,-0.023149537797954863
CCL18,,,0.019968312738742312,,
CCL17,,-0.015228931843954545,,0.03937562807404555,
VEGFD,,0.01632423279722373,-0.017992959130356787,,
TNFSF13,,-0.0105045763524009,,0.02853973511458724,-0.031067159308029803
WNT5A,0.013060194180115808,0.03592356995900416,0.0051181338992820355,0.006856407302638694,0.06966103994791742
CXCL8,-0.026527423281067174,0.02711917440296972,-0.009576461886420824,0.053754617387336494,0.15589882374747993
GRN,-0.024223798095932614,0.012906049078703505,0.01007086247111782,0.09771404663394932,0.0023977695967342338
MIA,0.022399715314042203,0.024949565687688496,-0.008414907184925513,-0.011184556184522555,0.023215580359287225
COL4A4,-0.019910895504547162,0.10039844095607266,,0.019065235507695528,0.011483501686020348
TAC1,0.060821125520635094,0.027093204381281807,,0.03206330585431191,-0.07457142475798938
RARRES2,-0.03371799132580249,-0.009485431809442712,-0.0007767868068973786,-0.04495440088641888,0.06990505575691912
FGF7,-0.0025717453631786563,0.02001759496274587,0.03132726180149403,-0.005945218248493708,0.018102557624014214
HBEGF,0.01937937704870291,0.004686766137292224,0.13814809125727837,0.06333698851964598,0.1355271530409926
