,MGH258,UKF243,UKF255,UKF259,UKF266,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
RARRES2,-0.03538166778987007,-0.017565155069014547,0.05961557913315199,-0.027471834916991733,0.04626429645780705,0.042297578418731295,-0.006248044098512942,-0.023432031729303162,-0.00018201224169613048,0.07848709154423233,-0.05731573825720078,-0.05528600260063984,-0.021045108577836164,0.00962794921162349,0.007783109785821998,-0.0107751802316949,0.033258364543686664,-0.03279997814069488,0.03805672724127545
FGF7,-0.015617278944307308,0.01731966359542876,0.058636381502802294,-0.02887891832040586,-0.038224476821278226,-0.0030741548621865387,0.04254452020390424,-0.04530768240321179,0.014281946699112756,-0.08130416273451359,-0.027882020451051485,0.016368452617534675,0.05273055079124084,-0.021777615139073926,0.028424469569099563,-0.020052296001386503,0.048326124428670875,-0.053686118381169226,-0.02652930617826003
EFNA2,,,,,,,,,,,,,-0.026088101492982126,,,,,,
HBEGF,0.008809933233037878,0.04856547681794573,0.03602722141352859,-0.026396915618605913,0.0413109588077755,0.02360931990029111,0.041270457030076195,-0.029615596839640206,-0.0010739010593155708,-0.03742619636591301,-0.009533990058625609,-0.025820686814111368,0.0399797743026981,-0.015505637041895929,0.05017340891230059,0.05608267353342941,0.03136999904042043,-0.016420621673055785,0.020989571706915795
CSF3,,0.09422857680982938,-0.03779121450483458,0.039817715082710974,,,,,,,,-0.009336616836966476,-0.01593623863411293,,0.044927310292884305,0.0065450898605751715,-0.01278002115826655,-0.04690302430517805,
PI3,,0.02102731456943667,-0.0012465628712238603,-0.03351052643797534,,,,,,,,-0.04204408060212066,-0.01787479169829864,-0.014693605049837733,0.06868518572610678,,-0.03071798809179574,-0.03967032885594891,
PCSK1N,-0.0293804509044181,0.07837003179311902,-0.08871286593636764,-0.06655127462868961,-0.0466722827315117,0.01723132688504132,-0.022738214732705358,0.027854774932728633,-0.04027377543269067,-0.0019729986847975794,0.016118886765004017,-0.02760622791333415,0.002324024286219131,-0.07490969230482322,-0.028712569943016276,-0.07389916847382656,-0.12254543377635951,-0.021303964549109926,0.009760395105043425
NTS,,,,,-0.016280761809615983,0.008608409050459351,0.05823848378688109,-0.0175705452872283,,,,0.12146143767942358,-0.018101400681621423,,-0.06256963035468636,,-0.03343851421576581,,
SFRP1,0.08040103028353128,0.08036430038960397,,-0.014215319362779557,-0.033597771957019504,-0.02991021247470859,0.012045849318483022,-0.020157570372516757,-0.029013417539762623,-1.7749774551428633e-05,0.06668209148819053,-0.08048003441373625,-0.005877501900402892,0.0014784207031733596,-0.10281876342330741,0.03592320271606499,0.04562653322908009,-0.004288637860606714,0.04123940027934817
CXCL13,,,-0.02744089329253234,,,,,,,,,0.0906117960682862,0.030532371064468832,,-0.031136899371267318,,,-0.010857259311441343,
MICA,0.05312129983506494,-0.04850442502147502,-0.016807190113050086,-0.04542684320770496,0.02189143587522236,-0.015362958827823943,0.015185325327039718,-0.02345896753012777,0.04503382792164346,-0.02773550140467425,-0.06163546635867419,-0.015986003432410432,-0.011503531825896961,-0.020422153076870467,-0.011220367860681632,-0.04323411817491503,0.022595189529310392,0.019422329670329037,-0.009817045903389486
TG,0.13380477944853159,-0.03779364175397554,,-0.015340581785809269,-0.01879229095323495,-0.01697071743746214,-0.013347869107766412,,0.06778569118259568,0.022369564576934897,0.07241473723109361,-0.026822992651472546,-0.017143814170069827,,0.045900369881947914,,0.05247852027867321,0.048561062237745777,
ADA,0.013973157680245245,0.04595181849979782,-0.038108820405365854,-0.01284556108165802,-0.01603095215587473,0.018402529254000113,-0.02167801286736076,-0.044510842456321593,0.06323978337396896,-0.08492034087340276,-0.016173514521502463,-0.04442125438516247,0.009299702572939663,0.07951156130558622,-0.004584528875276245,-0.053598029887865585,2.8071367230590273e-05,-0.006918610709329286,-0.0633600670917887
LAMC3,0.025506566214534867,0.11723768566110034,-0.07054281331984752,0.047303692371560714,0.052172597659345045,0.04215794007196295,-0.015868644285723103,-0.040141541899817,0.04407249970036328,-0.05047381515357555,-0.005318127208957866,-0.03737796857811254,0.05208879910397901,-0.06610592113047915,-0.005547031132868989,-0.042683058630347714,-0.003218780574372067,-0.023414470885254685,-0.08857064978461675
CCL7,,,,-0.011091216121043012,,,,,,,,-0.030255114733087337,,,,,-0.03632561705869458,-0.0376600448638323,
NGF,,-0.03588063344233533,,-0.025412808962912304,-0.017932885981735085,,,-0.017570556856266583,,-0.05802532268609575,-0.048766055947481214,-0.03494223541164758,0.006405084335932172,,-0.026604270210409085,,0.06929115351511804,-0.033998596529392286,
TNFSF15,,-0.01641052974092325,,-0.012350611615212994,-0.02177445506325156,,,,-0.038027028688392424,-0.06979980966725521,0.0847936163738136,-0.014304958029955203,,,-0.0236931315371084,,-0.003426796887702019,-0.051909728914546996,
HMGB1,0.003704094088735843,-0.013622045555976863,-0.053061207968715295,-0.01724334491952779,-0.032945941783144826,-0.022147020501493756,0.04871467233903029,0.027257732180467148,0.08606938054111236,0.040901688906062494,-0.002188281886499415,-0.021012029369779445,0.013982447417845876,0.01650670152395353,0.04697251667515893,0.011587757970417901,0.0286850314030753,0.009429272792715592,0.06435508327622348
ITGB3BP,0.010925327391208188,0.01554863273699156,0.0031086466192031706,-0.03791505876099089,0.03350707765398014,-0.02228474834589945,-0.024302668806749046,-0.04621547947946928,0.036412497782149486,-0.08214376969188518,0.012320837510961049,-0.08851590378117734,0.008189184377047366,0.059874702217747246,0.014902656864800546,-0.012866506972107453,0.06022988007223591,0.006311169620663036,-0.02683911340546257
AANAT,,-0.03756153358445314,,-0.011237794628773248,,-0.01526186536869111,-0.015386302527548882,-0.016518907479858628,,,0.04630742725475054,-0.00998225506827805,-0.012481554624611686,-0.020191723525316018,,,-0.04011014829553776,-0.010332231074226778,
RELN,0.07464338017728218,-0.015767474252244177,0.023295367762126894,-0.004760326288547021,0.03398150923869543,-0.024856040083819815,-0.004154461163198884,0.035037254156651716,,0.04849222641763695,,,,-0.05090541234629282,-0.002645761905227033,0.0639150113342854,,0.04528616757167382,0.009034646739485737
IL15,-0.015980145340345697,-0.034383816420523496,,-0.03059319770891605,-0.015493819253899222,0.003847795551516601,0.039155046980257825,0.06279515748300847,-0.0649116852689475,0.012916206294031656,-0.0190997494198862,0.004921662918270231,0.09028626440681846,0.009662585989394415,0.04350303733720556,-0.04531792446932656,0.02322908537777355,-0.056599621501473095,
UTS2,,,,,,,,,-0.008987003466190425,,,-0.022602687643935918,,,,,,,
BSG,-0.01927613446792387,-0.026216741891567058,0.05057105899943528,-0.07106376016015992,0.006105481101190442,0.0006851242810803792,0.0239330028863114,0.030385995021263733,-0.024457064757457483,0.04966453969454897,-0.0014511672437980121,-0.004854627577855751,0.008133978670328524,-0.03889195854335882,0.004741989506008158,0.007949305847535648,0.0293259879982395,0.03760846580625924,-0.05093439392879995
ADAMTS3,-0.05670589397707249,-0.055083741426933175,,-0.02832740704045057,0.18299295785287573,0.0015607086026553486,-0.00672037142722834,-0.02652548389571249,-0.06689525870451937,,0.015344295232044478,-0.057000236595054085,1.7344489582559845e-05,0.012314076772428732,-0.03000992871506701,0.2997803131876299,0.025017621014548463,0.002269809504621064,
CD34,0.05052126336712313,0.01379401369305224,-0.04579736603408392,0.008811570043400593,-0.0034347137985421736,0.06877172468000949,-0.018807105215235733,-0.030144508318492233,0.013121795880553445,0.002543462289384251,0.023929305622711644,0.02707475287399611,-7.542252073283506e-05,-0.021741380738824624,-0.0004796053123529042,0.05580971165848856,0.010859716857081236,-0.044647821314522204,0.05879605594998165
CCL23,,,,,,,,,-0.03588266605301569,,,,,,,,,,
PLAT,0.03442969935496612,-0.03189700639428681,-0.044626513318042196,0.027401735117468348,0.06054898075613643,-0.0286861958899273,-0.03944643692135862,-0.003676070168569259,0.06140185477955685,0.11202953533471072,0.05014636140463641,0.00523755469246214,0.021743863744255163,-0.01983217497582841,-0.026025820915230924,0.022875636040767023,0.03139263375652802,0.03051696215077494,0.06523906413683254
NTF3,,,,,,,-0.02483716275151929,,,,,-0.0003429277695256797,-0.030753834343672543,,-0.02257177223795064,,,,
LTA,,,,0.0057909401976478205,,-0.014698766885168002,,,,,,,,,,,-0.03909809864810211,,
CKLF,0.03498251707283664,0.01942327856438242,0.004144561191827906,0.028719844451200873,0.010813354338618601,0.03098072691653627,-0.001004403253179969,-0.04972236660797752,-0.01828678694553541,-0.11096445080377865,0.04739132126034256,-0.05439075501934584,-0.04559170026223527,-0.03487057938490097,-0.0025882366293001886,0.037009309543610626,-0.09519371388331609,-0.007289215442463515,-0.041392369633866805
CD24,0.054246377350537625,-0.062229272550023806,0.017271728754046294,-0.006289322460981439,0.0011394635791682549,-0.013180120641170683,0.06930193340735882,-0.03266863750081392,0.06819528397701859,0.1394583122744537,-0.12825066498733126,-0.010718500234361533,-0.0006506533471540577,-0.030831408158240415,-0.0514031683644804,-0.04520244438900904,-0.037477841408283204,-0.0018769235325594835,0.16966187650689277
HSP90AA1,-0.006383111435835239,-0.010726794612254493,0.037432210385360945,-0.06744058480313486,-0.0617713976544886,-0.031911168063789276,-0.028439590633790694,0.005707866758349311,0.07248337088488492,0.028644422208192667,-0.00717932249543664,0.04752966313775172,0.05488113384053262,-0.036129235819631726,0.10036918390534907,0.02839442202841841,0.1306117475138438,-0.015349987380081287,-0.03125114906458608
BMP4,-0.024029522295366514,0.07030188193801085,0.035209245870640754,0.0623948763346505,-0.028966231708634663,-0.04216033191466404,0.0021928812924665603,-0.02634801587209207,0.013640763804069223,-0.006860154140065932,-0.0142800678428978,0.01135602307861029,0.012022080158722614,-0.061317640853715064,-0.03492362144965458,,-0.004309778294458778,-0.03785238049555635,
SCGB3A1,,,0.06531119376312404,,-0.01977813430614857,,-0.012978496670634535,0.00931712807202543,0.045083190355984314,-0.038592614569621216,,-0.03667269766756938,-0.014695123238791278,,0.007790632716809901,,-0.02895000178066616,0.035216641749883634,
IGFBP4,0.0957290481805425,0.026750645488495768,-0.007951542114029464,0.005523260141631694,0.057430042261671796,-0.0005113125563488265,-0.03563283683649846,-0.06279359435195528,-0.034474046705071135,0.047474386180568706,0.02012177834115862,-0.06293670429145394,0.06145388768242471,-0.04682496817219645,0.025094614886160535,0.051016559402607554,-0.0023953717927795125,-0.033572295395333226,0.07493350603393843
RSPO4,,0.023112740321471557,,-0.021759035796482293,,-0.0170955607256016,0.008440361762322018,,,0.06645994671484386,,,,,0.0003524124407583092,,-0.04162736546116464,-0.007295445183762198,
LEFTY2,0.03858576092495879,-0.023705311138831786,-0.04337719074770427,0.03990370800522155,0.03345633394944205,0.007211283347570165,-0.014231078248235196,0.10334119258960199,0.03702970210699785,,-0.043677641370185656,-0.025683166287207824,-0.002774736574598078,-0.04372308392821538,-0.045063087605799475,-0.07016825856013008,0.06162654212959982,0.07946367415498308,
PF4,,,,-0.009676867555623189,,,,,,,,,-0.023911551181725464,,,,0.10472350833131729,-0.028289007666656447,
ANGPTL2,0.04348292596909528,0.07894379321773423,-0.08465952218875954,-0.03758882135177969,0.08871367509927627,0.006678865126065044,0.042269707012061584,0.03345230030580679,-0.03614748843947506,-0.047700695597710494,0.0838347438554532,0.0121699581326158,0.02154748631798448,-0.09477634001376257,0.011378171437024664,-0.05745187252214842,0.05178327525915985,0.06243675152461569,0.0633182616612563
LRIG2,0.03845078589105188,-0.023843827799070363,0.04710774634726983,-0.008287853484376566,-0.001408107509307749,-0.004439182847982706,0.02859333937301115,0.05669715423908838,-0.06820020498119163,0.03205688613974744,-0.029531125780791603,-0.02907116647137292,-0.02134784435035842,0.05708850930215356,-0.03166341022571328,0.03984329276090342,0.07581797593832842,0.015086541788753146,-0.048606878447105255
ICOSLG,-0.07232573490376572,0.04056983801243121,-0.02529723181082127,0.04662101272248313,0.02714142620418444,0.0010498956957989743,-0.02463075944890442,0.04455792096510087,-0.02969639537913126,-0.0388606402077582,0.08497378270610216,0.015177164588389568,0.010773490631253142,-0.041894767406701124,-0.04812114649875197,-0.03021221964666224,-0.04418684607177342,0.024679009233874238,-0.015385758409499415
WIF1,,-0.016861351963638353,-0.013928883301874913,,-0.04006006199429354,0.0716395149788844,-0.024422840025488758,0.04909259182438941,,,,,,,0.022197923150996977,0.04305498825685123,,-0.0026434454501775787,0.11863917037021401
NPPC,-0.023467795099059836,-0.014622211683972541,-0.050678960473371885,-0.015011207956489395,-0.037944280747864226,-0.0029064076184959742,0.04530236916919843,0.009730203672060879,0.015538718113423583,0.07875958910309533,-0.040925584479387496,0.013378482182414154,-0.04524225786634903,-0.01592537020670927,0.004765005838509468,0.12031386077460542,,0.01342742915929925,0.09127859053298541
LYZ,0.04119655898393131,-0.012901008793443046,0.025123283733291948,0.03233456842117297,0.06933602966794088,-0.02344455056385765,0.005050242564293576,-0.02308591974291706,0.020584877589094996,0.06824951512552342,-0.01555683699104235,-0.033155327520720895,-0.03490992079508522,-0.02027303528311211,-0.014242393175643195,0.028973149713527192,0.04848717072685664,0.03311485374042799,0.03391808220484417
EREG,,,0.0005321357375966845,,,,,-0.018074968214331927,,,,0.004012727387805221,0.018286269431126323,,0.015138450959327096,,0.01695952072760933,-0.032569027955989045,
SPTAN1,0.05557573982140513,0.05222333849218901,-0.014948748870670967,0.0033228923098830945,-0.026628026972071447,0.013957140013727762,0.008258828679108581,0.016620129080291587,-0.03747859545495594,-0.013741300820600745,0.05780795519104183,-0.06894986732478478,0.009945292942830971,0.005360436306435577,-0.08189103054002854,-0.06314034311451742,0.007827815641920878,-0.02935419355160247,0.00957545699641041
PTH2,,,,,,,,,,,,,,,-0.024967498730333076,,,,
LIPC,0.0019975024498045534,-0.020714612173440065,,-0.01739005170493287,-0.024026940840262995,0.024824849068861628,,-0.032371938634530674,-0.033618387463594746,-0.042360488421208334,0.08968700448069707,,,-0.0018431013821326814,,,-0.04657406681096741,0.05172191367568847,
COL8A1,-0.03983050233449675,-0.018385754448803512,0.03913101175924193,0.06805936155928437,0.05474284354372987,-0.03663361292941926,0.009974816617950273,-0.06427676704261946,-0.04567455287685926,-0.02153279651898257,0.011115911084346966,-0.05332469497425776,0.01890720083041205,-0.09634315940782287,-0.04934468187303845,0.052060737138540425,-0.03367033225425583,0.06992931861793615,
GSTM2,0.005867590950688146,0.03820953975320927,0.05130701392410381,-0.02083029739176906,-0.013102110462393528,-0.025439890954450418,0.015449533735834148,0.009476505527387482,0.029867256052206907,-0.01138650230328249,-0.04193479972183138,0.02189074825743568,0.026730854476282324,0.04195711964453081,-0.027606382415694644,-0.03916737432675424,-0.006814211113895926,0.027699812191992402,
SPX,-0.013173799273068453,-0.006762412616054871,,-0.01827152807218189,-0.030399123916081322,0.043900064389324166,-0.023635557658563542,-0.005863015616595085,-0.023290830118700166,,-0.01699315895179448,-0.03050460035773696,-0.029689247132799357,0.015562207900506423,-0.02110195546690486,-0.08983309187825167,-0.039420580768115374,-0.053008202722149074,0.003396153592478557
MFGE8,0.0234674862661209,0.02780208670989279,0.010721655008579611,0.025319828404368135,0.012056090082522163,-0.0033493012891930023,-0.019253358061670812,0.010494209602814036,0.00478425858555214,0.0017734575938237196,-0.009040102344652403,-0.02444567852135384,0.07228605166192367,0.005508623526159236,0.021740040657927232,-0.011192552960687713,-0.009320032427823016,0.06433431982973642,0.10583268982708251
TGFA,0.020334564700849034,-0.02984145614244632,0.008510647532072795,-0.014149097209234898,-0.01859523163748561,-0.04983657853703269,0.007441786035063611,0.008841638557228568,0.02012968007014118,-0.02888946407864564,0.07454373894886378,-0.00012158132707977575,0.01858185048155038,-0.007753404835393515,0.016068854791854343,0.016926152743499626,-0.040878190017056296,-0.059514415724893945,-0.11027477741689579
SLIT2,-0.004279436931617223,0.0626914159257458,-0.030024451939508364,-0.03293504059209324,-0.010081487362452067,-0.010642664770537205,-0.01194034031912339,0.021797488047003676,-0.0672277103734681,-0.03251841375164091,-0.046283216696831705,0.014598794350686829,0.050352419666019596,-0.025158233980804773,0.005226554463206174,0.04446464028036259,0.0022749503990293516,-0.018548546432388974,0.07471095740658186
PLTP,0.03773264786891845,-0.040631924955301844,-0.042335729099948274,-0.005991156250021184,0.10190799009151269,0.04852691177785158,0.03653764827869096,-0.011315591827348915,0.02049519500291612,0.09670268124348941,0.015014674360953273,-0.08505049536392754,-0.0012455600330630503,0.015410034035539774,-0.010751662731677013,-0.008118860206577533,-0.04659347548945034,-0.019235354437540157,-0.031324003785229294
APOD,-0.02880704968800438,0.06361696232865065,-0.11080067549281927,0.007573007197995789,-0.050673696898434116,-0.007593075577247817,0.016777407825830135,0.015898964741228247,0.00984534471394486,-0.0364240127116554,0.12161468045796446,-0.003954612491923597,0.003595407629781092,-0.01547951272845631,0.050521099003841365,0.07761925531444586,-0.07639080879960321,-0.02654290439198625,-0.046763586436698305
B2M,0.06046722662400895,-0.02351554966924001,-0.10015200978005818,0.061678412558341694,0.06190216167089978,0.009603285840573747,0.03883695395494131,-0.04727742431154517,0.03009145546670744,-0.054403070182789615,-0.017777754610201747,-0.009815609553653204,-0.01186246645048403,-0.013075253147260123,-0.014790269238236946,0.03677929909832645,0.010340630104782573,0.03115848531115062,-0.08798424018714744
OMG,0.029956266402527947,0.04658438094525936,-0.04444471829989742,-0.007096788557450207,-0.018108867930618895,-0.016764338014280143,-0.025627611040894088,0.06115859547728646,0.06066050312472521,0.05914424890532557,0.08907650392950496,-0.018657055354589905,0.07921177032875897,-0.0034282501469242855,-0.0183729603009562,-0.0017256612853434907,-0.04297605410341174,-0.04013879322439014,-0.024848246587969067
CXCL3,-0.01880303282790499,-0.003371513441809835,0.06864932585619364,-0.04437459146704631,,-0.03395272190147714,-0.013884246055053704,0.018290284760709867,-0.032673705080858165,,,-0.016576366898193737,-0.03465727480041732,0.008611494193405865,0.030417799275147726,-0.0632031279685878,-0.03639854135634992,-0.050677761927939206,
CXCL10,0.004745936328139998,-0.025091709566176686,,0.014109486279062777,-0.02117829565656909,0.015242599416998496,-0.02109118596920881,-0.027415569313510812,0.04806823696755554,-0.020761529322340263,-0.05520369399784472,-0.031242287317757002,0.032799230737566236,0.08203466205145209,-0.026981746731591275,,0.047613418063144695,-0.06552453984769266,
RSPO3,,,-0.0377912156835847,-0.011237793798427459,-0.05142883653958994,0.061797924080107085,-0.016589755096949908,-0.038819633942653566,,,,-0.06204598949982284,-0.005245523103685904,,-0.03801435120100141,-0.0396097444876457,0.05755560464065502,-0.0188069136387305,0.0023138557815137704
CORT,-0.023349016152869377,0.03894555781452809,-0.05015409195418989,-0.0019761718889822776,0.026579157367247818,0.010791792798014522,-0.01891599487233168,0.05185889924162933,,,,-0.03449883742624251,-0.025022222980689787,,-0.03186394538199398,-0.03604540862015075,,,0.0424351964260941
NCAN,0.07401615533508786,-0.0015886764591370643,-0.11663334171451266,0.030216390087503764,0.009847404817636839,-0.06925282171779786,0.014222102233216568,-0.022310649880542113,-0.018404383002333026,-0.03461597176534381,0.1396401447683074,0.05350311796430791,0.043072027950128385,-0.04354681005031449,-0.1319596648663027,-0.0405498916029896,-0.01482235213373777,0.03694863152824171,-0.1015813968284398
PRG4,,0.013746858088915966,-0.042255461150185074,-0.011091217849444402,,0.003194266353409965,,,,,,-0.03313772307401068,0.009020249319567441,,0.02563851627427177,,0.04587361240811593,-0.03937444465498555,
ZG16B,,,,0.05318675831236408,,-0.011679504622012907,,,,,-0.03799541033826673,,,,,,0.018947707514762116,-0.024133424854957074,
TGM2,-0.03585030148011246,0.04351987607026151,-0.013638499495034737,0.039743652913990735,0.03621809155120612,-0.0057175479018690065,-0.03332742208989845,-0.014708298973192792,0.022166842325950113,-0.04637221127719412,0.027323417558978012,-0.034555484322480234,-0.0009538789980644203,-0.04997172679253465,0.010391060269947874,0.09398084099957217,0.00021022375273673633,-0.025715238560881516,0.060998166648349006
VEGFC,0.054932739717798613,0.002727429044015517,-0.017820423925531636,-0.01976751998927136,0.005507578567848733,0.021320794869170687,0.049430540334220834,-0.020424635381414327,0.0051921686107495885,-0.07842817564873894,0.00877318121463375,-0.026978900570075928,0.0016996037237357964,-0.03206297808385138,-0.04908509937566843,,0.0001262721840165275,-0.030004463376087427,
WNT6,,-0.017073642496182394,-0.0022660750465550395,-0.015340582422758363,-0.015891884570036038,0.018114020304373837,,,,,0.046039024118124244,-0.005632525919332985,-0.04650491980875071,,-0.008058122470689376,,0.05805603149400129,-0.024937068425095958,
NRG4,,0.03668095381772312,-0.028326547638054728,-0.013498519500218197,0.01832093376006046,-0.010108416329654882,-0.0005967276935704926,-0.02275425238856262,,0.02956133259141367,,,,0.07731906668551479,-0.025482716101382218,,0.055030441355000015,0.1161230142691731,
PMCH,,,,-0.01870351384089638,,-0.017095559900556147,,,,,,-0.030752241500243836,-0.03510751751617503,,-0.02519362098009544,,0.04447138918272555,0.05250374952105953,
