,UKF259,UKF260,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TCN2,0.02113807782664377,0.01435703685384401,0.01747570641799911,0.07122993390005322,0.028106501431366785,0.10037128772719309
THPO,0.046508045727941,,-0.01732816181564588,-0.026829514891668918,-0.020904973369851226,
CUBN,-0.014743089300384003,-0.0021143647774385355,0.008243884775892437,-0.04150045933607854,0.029366569264456487,
TIMP3,0.048144761510129114,-0.027172936037266587,0.07879184764656832,0.025477387231889612,0.023752635214199097,0.05707887507382854
PIGF,0.04043870147255389,-0.010803525582142665,0.007774493646402182,0.019505670310389352,0.033162024806585075,0.11743369436953266
CRH,-0.013642369951819937,-0.01167825683248456,0.030716632337029925,-0.0024694010823984374,-0.021547541951758557,0.015566297321664542
BDNF,-0.003855787415269057,-0.02546044615296758,-0.0021243159150803213,0.04340989002782669,0.026843518467451137,-0.008605486424107958
CCL5,0.013668190621695756,0.007419888606800436,-0.013627987276724299,0.028520203308886116,-0.0035588364265455416,
GAD1,-0.012879510766647893,0.06922078484390848,-0.013404570855586167,0.029039557695031425,0.005562601337697632,0.15669224715648475
COL14A1,-0.04054977445440936,0.015095287232882268,0.03443059380539724,0.04470154963615312,0.09991328928047498,
HLA-A,0.08756625509230999,0.02043183531625564,0.017483680021881606,0.009052897272247732,0.03911946697091725,0.05313188460732704
FGF18,-0.010838760905940627,0.07350907466976007,-0.02425446748216546,0.020148928928229788,-0.016365640744308095,
ADM,0.09415933499365205,0.004409434694738565,-0.034156495284735924,0.04307576870094378,0.013442502742035334,-0.027782013499208523
CCL15,,,,0.005727552594959122,,
GNAI2,-0.04558550182778968,-0.025851354087183046,-0.02488974562576914,0.013881068777651846,0.05239040844443882,-0.06430019495005959
HDC,,,,0.016076797495788123,-0.023369259530591366,
COL11A1,0.08750043251310315,0.010854063414613249,0.046999611757823266,0.027957138914482,0.06167226829093674,0.07841578635890552
NUCB2,0.011331282269856526,0.03738948187506522,0.010739085169897513,-0.012447853334345888,-0.015415314819711886,0.08923945556502061
FGF16,,,,,0.04152232625129664,
CXCL1,0.020730554517559462,-0.015546498867665678,3.551956252127718e-05,0.06888885516473707,-0.037813989951337314,-0.036947795417957674
VCAN,-0.024705781998720124,-0.026097226592773495,-0.05094172437892297,-0.06297968806153942,0.11469865636587562,0.035907402197965926
MMP7,0.03135491034811965,,0.018082127649634336,0.008598018204599094,0.0903575700203619,
PTPN6,-0.009993401624838976,0.051174126112078396,-0.0011816795997917065,0.035209895900981066,0.04466950994695674,-0.03190406830872831
PTGS2,0.028883655286512128,-0.02767110703220541,0.0465698882614993,0.045244497865948335,0.017974076748152216,0.003088365644614199
XCL1,0.08494304015794965,0.10623464854158708,,,-0.02835649173383137,
CD58,0.004463271260978633,-0.019189314269489433,-0.01025590977448472,0.015513419229894684,0.09206103760852702,-0.011650055629063199
TNFSF14,-0.022843521426534612,-0.02327859788016899,0.052070940076790966,0.10769594776020323,0.08226821816358469,0.08000849042747123
CNTN4,0.005650887334636314,0.008301214786696506,0.02667504215828359,0.040376846308188545,-0.009030003914883261,-0.015031921224968289
NTF4,-0.014917577663324638,,,,,
INSL3,-0.01083875877998094,,-0.02026662767924598,0.010986893548821389,,
BTLA,-0.01720440413094415,0.09935941937853919,,-0.02339968466147152,,
MFNG,0.01994419125394946,0.02633599253104377,0.07234802728053606,0.044852067907127584,0.07924749588188341,0.17535082060002308
ICAM1,0.06211468850557277,-0.04558934390556344,0.028969182470090026,0.043694199778553364,0.05374842399113864,-0.039129751405335755
PROS1,-0.003201299550358288,0.01922553690594362,0.04309906040758482,0.03391565424138589,0.03658086173251699,0.10897507098421007
CLCF1,0.06956280778215354,0.01841208998878083,-0.014021879598615866,0.00900771987830287,0.09615957242618987,
PSAP,0.08972404059172291,0.02923396617656857,0.04324351628804599,0.08872800773303643,0.06138967278591735,0.018678525632862836
EFEMP1,0.03703885383152563,0.05844149590291647,0.012783956279318047,0.06647881693527004,0.09314393054747529,-0.05447524689500103
C1QTNF1,-0.026535576806911,0.055390703474152245,-0.013240874040575404,0.03319141533331631,0.038930566942109654,0.025733594843594707
ALB,0.011352468014851323,0.08927612125150532,0.001233725130340561,-0.02736381410635062,0.19551487763012076,-0.0653429115200655
CCL13,,,-0.0227332342683898,,,
EFNA3,0.03810119109354567,-0.007900922303808514,0.0017581251435971055,0.01684578177958016,0.02719930467822683,0.15648068739905552
DRAXIN,-0.005719526873028375,0.06640095577324173,-0.0722257363389544,0.09232689523991498,0.05949192008804764,0.14274097786464313
RAET1L,,,0.021983591749690567,,,
NPTX2,-0.03752691138179246,-0.015448572943401422,-0.04622681168111078,0.029848192929274805,0.06439342215637467,0.043820552945713014
FGF11,0.06997371562328311,0.04261090323554022,0.03444596205952354,0.0064699717550954225,0.0688617799991408,-0.04903227503097529
CD59,-0.0016943747328141707,0.03602758700045949,0.020247437609771067,0.051062771476630534,-0.008474482092687355,-0.05459299914394032
COL9A2,0.031245977133181054,0.031704155578406217,-0.005216572712366651,0.05080197129866986,0.008720005869893431,0.11314904292584374
DLL3,-0.09286959905317785,0.019786493056260835,0.019204944492355984,0.004775652546654704,0.0005825290968973691,0.0005934356537191462
FGF5,,,,0.0735040372030121,0.04094607604392625,
LIN7C,0.0024527304592717528,-0.05929299779280843,-0.05902521642919607,0.04162580850750779,0.014613738701097738,0.0010213105032668402
GDF7,-0.019339510047608262,,-0.01647558535066472,-0.022192189131061635,-0.03572302849625682,
PSPN,0.049922522141997,-0.018974022181450195,0.016870830632461767,0.023159636951274067,-0.008339499493009935,0.010561961432986629
ANGPT1,-0.030790130585187616,0.015804286940764224,0.11136713367495041,0.11066205837627377,0.05313492852078486,-0.011038201465173484
PNOC,-0.03445003093741136,0.001458837570602259,0.11519612709824871,0.04298586532209701,0.07251173103687733,0.05734642559754739
L1CAM,0.011424798541092442,-0.04114194903388077,-0.06169844624147221,-0.030397115001151515,0.03323349540714853,0.0147132056102454
APOA1,-0.00010883583952581525,0.010312341437486517,-0.009761272341178986,0.02685310384718628,0.13695088530172056,0.07535248726895555
PSEN1,-0.04247855007392826,-0.014043337218172839,-0.0020154458128852637,0.06272290273034403,-0.0003047073316516285,0.047519969629683224
CALM2,-0.07815302622202536,0.003650225031211288,0.007839655819592879,0.019102710573590382,-0.03382697950260663,0.056314366749859845
CLEC2B,0.029026919661022072,0.06512357227347394,0.031667223004889146,0.022797156881361268,-0.009580689085560243,-0.004826073603133132
NTNG1,0.0270007397004486,0.01635544382024105,0.05484477182856305,-0.013262533554995987,0.02586821497538452,0.02296822805433977
LRIG1,-0.04541819060097563,0.010380842708174647,-0.023620435282786848,0.028241828784336783,0.050827773159254026,0.03631415710271133
CPAMD8,-0.012820317612563236,-0.015515220743534482,,0.04051497690021981,-0.025330304631899406,0.014878740974150106
GHRL,0.03292038555875989,-0.026276167852520245,-0.017821544312888397,0.09047644244425808,-0.0002712454700674757,
NPY,-0.04473684976745569,0.03712576292695613,-0.03560704980608532,-0.0026769386267007454,0.03304803112144464,-0.044285732628832494
MMP2,-0.00948775472200948,-0.027850921413756023,-0.05452885911594254,0.0539115383883381,0.028404289766392365,-0.005975765728970042
LHB,0.09222010520566029,,,,,
PPY,0.010735182386722615,,-0.0158562625509345,0.12065091942533764,0.03135735177860375,
ALKAL2,0.014726639227795841,,0.024476787162284835,0.01908193712240987,0.07898054446173297,-0.0610212998098696
CSF1,-0.02320962437390767,0.05571136009462989,-0.019959048964576842,0.07273745258419322,0.05176715864695404,0.0019556811914870358
SEMA4C,-0.01436742221523434,0.03348842139836024,0.0627889928726291,-0.0012665738834844935,0.05478799690211075,-0.03763010455157602
BMP8A,,,,-0.021720333610252707,,
ICAM2,0.019886106891894583,0.08515096699912882,-0.02367695690687196,0.06474108935367233,-0.016322758807033714,-0.06450129874328073
SYTL3,0.028712675704876203,0.02970983498117295,0.015264486560620998,0.06118325421124493,0.02727855266304341,
IL1A,0.012957524124553454,0.010494258652072918,-0.026279402714338262,0.061641581147100874,-0.04013694812816671,0.04443943907891581
HLA-G,-0.011792958701495517,,0.009523606703700681,,,
PGF,0.0033882908735201694,0.0468068610016723,0.028856969626627628,0.002905933382776417,-0.02375286800442797,0.042655123513442535
LGALS8,-0.03355872106325284,0.020527756485052735,0.017170975174098844,0.035476954015329,0.0593707214378552,0.06963832147185274
DKK3,-0.032713429151301654,-0.003943931725079136,0.014242089787358237,0.018603636303114072,-0.030654073346426884,0.0841935753875383
COL16A1,-0.0009948908982594555,0.0027830194188525914,-0.006023529087906388,0.009579542362696519,0.10530035014313724,-0.07659531093070494
TPH1,-0.021460139329747527,-0.015230200450056259,-0.0385315085031941,0.05798261848117824,0.031269018618781404,0.11894365044707436
TNC,0.11886074935214266,0.009108996119521663,0.03937061369988688,0.027882427350274394,0.10880646807052081,-0.05029297608771478
TNFSF9,-0.01933951134849662,-0.02894623937033918,0.09177119554806723,0.05249120407994563,-0.02422607692507634,-0.029659039935203864
C4A,-0.01323738188377666,,0.07412114770613451,-0.0006698199019810951,,
CNTN2,-0.031821321379284166,-0.011874896706761827,0.038331335272004406,0.03382810950874402,0.01384547044224092,0.02906413396769482
F7,,,-0.016475586943813566,,-0.03130968795986209,
LUM,0.005451513375698337,-0.018670864467848873,0.08925063521884673,0.0515829536565645,0.09124479914990012,
BTC,-0.011093130520738223,0.03242481116203628,-0.01594374347931729,-0.014724748522371834,0.003718558987514568,
APOC1,-0.05121947259098555,0.012806507230901583,0.09341647649779757,-0.05403418997907901,-0.03637798711098794,-0.10618463711853232
PKM,0.08544904707201162,0.006454369944870575,0.004948587061283286,0.05625298766530955,0.09145652158159188,0.025443182871611274
TNF,0.031025112017268635,-0.021426819909870654,,0.0807433181281921,-0.024368070518453886,0.14231410693482557
GNAS,-0.13025512350010596,0.0064792428109985605,-0.040845971572444066,0.04127092060496962,-0.025901847383769386,0.0830401461593641
BMP8B,0.01628485192018687,-0.0021994012058157777,0.02360596963125977,-0.02834621013361944,0.004646984673586491,-0.05157595101375204
LIPH,-0.01677002566165493,,0.002830131356273971,0.01668048468390011,0.05668641216514037,
CCL28,,,,0.08067014687947141,-0.036867815489218705,
PTPN11,-0.03149081459231724,0.01980362845663248,-0.025466244360620355,0.015433576536405187,-0.022567309591498705,0.013979950280667739
ADAM12,-0.020660857228617584,0.011691176647325165,0.013436573493629499,0.043639840595504784,0.02572082692995277,
EPO,0.01615163046238326,-0.016342778088846002,-0.015762722434468458,0.028065260228748327,,
EDN3,0.005507820439332752,-0.01674247977341806,-0.01628655977998415,0.0215188295594387,0.02769344711863974,0.17725194299634758
CCL22,,,-0.01383110274258041,-0.027714998200325042,,
CCL2,-0.018881301417239593,0.018687052009933106,-0.0067052550900838755,0.06290815641135387,0.02633619552653547,0.03957655066978048
DSCAM,-0.004870472347205002,-0.03559687563825444,0.015059229957846818,0.06103341596386068,0.07280556494436516,-0.011798678350414784
ANG,0.06912130466359452,0.03601033865706617,-0.04256457470699577,-0.0171017567937071,0.034373947937052174,
FBLN2,-0.025923601233867374,-0.014350765314477416,0.00800879699831175,0.03529180471369061,-0.0038447440567860413,0.04154716804928624
VTN,-0.02198392799740895,-0.016476997441601866,-0.020410598058227238,0.03026165794229062,0.06596226810375636,
VEGFA,0.11028285051318919,0.007823723848298634,-0.02975874141067497,-0.018256517638711705,0.023230560495784553,0.059145712563544034
F10,,-0.015373317442600995,-0.02730001899595518,0.007808726829811108,-0.0012159283098939749,
SERPINA1,-0.013318867492817854,-0.011560679228448141,0.028967312515532875,0.05399609624125465,0.016923672226543722,-0.07207345575314812
VWF,-0.06964678232341422,0.003157509013200842,0.02594034923900336,-0.0017947334865844656,-0.009072952249656268,0.05350332755048844
GDNF,-0.013906179322832068,,-0.022072595341276962,,,0.08170354938032441
VASP,0.0020819078727421763,0.01062743205147422,-0.04396620432250421,-0.0159573798742039,-0.020905257337508233,0.055385978802607275
ADAM15,-0.007202490227430636,-0.006355716280627106,-0.012528585636325442,0.024162628145374062,0.04298762827785197,-0.010490405056835572
WNT2,,-0.013240128091670049,-0.01892667221766844,0.03521219935816588,0.026087208272528938,
CALCB,,0.01730457300150945,0.03610626476066532,,-0.03754052517847588,
OLFM2,-0.015217618080747874,-0.04321141787568489,-0.025020667294287445,0.015105367420425,0.10596448420783658,-0.045520525888894416
MFAP2,0.03898745884838881,-0.026632315066969853,0.02286208128038007,0.08696596628643909,-0.031245409564044785,
HLA-C,0.07941962857556234,0.04486215085271729,0.07645874019638456,0.01738930897227248,-0.02957329456202731,-0.052235292679715
THBS1,0.01118188968161138,0.0021988497277726326,0.06255110399871926,0.021208291375043188,0.053127679397817235,0.06712754470754183
HSPA4,0.02014432134498925,-0.00564569567150363,0.011664904042859185,0.01359512444351433,-0.008068952901210902,-0.005643906360489556
LMAN1,0.028667712038116577,0.0605296899674508,0.021610119356484304,-0.028344948652102925,0.002533668762385,-0.021776634626653715
