,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
QDPR,-0.11795479692296199,0.12178113125472631,0.03585485859070513,-0.012456021246603314,0.03411532816019382,0.02226180696091306,0.026836099443301908,-0.04247151804914028,-0.03953815032160922,0.10501295849224392,-0.1234200077420814,0.008422539606448612,0.0721044607504757,0.01202744479811395,0.05723045009444088,0.056464699825948254,-0.06556184831969336,0.02065353007334553,-0.05559378217106296,0.055090731958514313
POMC,-0.007933339115074944,0.206870118710324,-0.002407533123223057,,0.04668699627249374,0.004667109420580081,-0.017747635927204148,0.05708016574597668,0.01419968918408523,-0.030162770818373756,0.07068030051809558,-0.02742530436374868,0.007295434807449604,0.019952587886517548,0.0035114739152994805,0.10444096955345253,-0.034564012912667155,-0.049480455879325744,0.07424071470963424,-0.06082955593271939
CCL18,,-0.002301018251952949,0.020261508669873484,,,,,,-0.040538218832142425,0.06647884750491419,,0.0018128135731280593,,-0.014939639236276307,0.03417362180086334,,-0.025337450829613577,,,
CCL17,,,,,-0.016084698968720782,,,,,,,,,-0.03463341187942605,-0.060249196678375805,0.13300610064336194,,0.061137633328929936,,
VEGFD,,-0.04060442145457338,-0.04370648228060222,,0.048114683888371895,-0.017786455868928176,,-0.009144203762077722,-0.019203525271571088,-0.020379187248241913,,0.06641361499528928,-0.014806761353866243,,-0.0010535806289947173,-0.027123666407192347,,,,
TNFSF13,,,-0.02023848410535888,,-0.01109486536243085,,-0.014016872521766878,,,,,,,-0.059848618710894516,0.009927556196414278,0.011097175670509501,0.007929814178709634,0.01883304237921489,0.06629028762302434,
WNT5A,0.06485745254058713,-0.029471182511466493,0.03207473892640434,0.025656475575629983,0.021433303391026323,-0.05145546130977851,-0.035766376287022665,0.08624881831489081,-0.004562525937383347,0.009963379987131748,0.02331573360146453,-0.0026668603913800964,-0.05867406156156741,-0.033573156321745574,0.08585808504762119,0.052767634291087,0.013105430755793544,0.09464211714560272,0.09521057498246968,-0.07694651030045366
CXCL8,,-0.10686188432167272,0.03111342074434294,0.0485525960753893,0.017870270614129675,0.02470910928808452,-0.019938092039697555,0.056424826650943755,-0.043758413005995256,-0.02739798553243946,,0.004838371713615406,-0.003563803926743096,0.04416364494362013,-0.09071243208438466,0.020064677530343435,0.01892038401081204,0.010771885636055405,-0.016392135217625118,-0.044985662940244565
GRN,-0.03754531117998554,-0.02908545049560605,-0.008315197045538826,-0.0035285008564926662,-0.012084515992477682,0.01251439978317172,-0.0037596482586767033,0.058873373768865575,-0.041401494191663814,-0.058648254559048735,0.03025643670266293,-0.012753595483303314,0.1147156260555729,-0.035773284853293286,-0.015240979971215117,-0.04437968751875318,-0.01789126197404576,0.010960728162584131,0.08750459396000947,0.07735858255612241
MIA,0.10915090991730568,-0.039772851411960485,-0.07920240256519218,0.0063653466485083235,-0.014950140874513533,0.02086705448941011,0.06334246179642719,-0.02263863462134034,,-0.0002365626445937106,0.11025068598988895,-0.03341901064643074,0.011537546847821906,-0.059141724165570564,0.05935282036865356,-0.011834070215244514,-0.03678081408675608,0.009790903009634287,0.025641863118365124,
COL4A4,-0.02500098493289387,-0.01156944124444797,0.04473855653690912,-0.03301210673147468,-0.03876629671668696,-0.01290039446210406,-0.013336434933204171,0.0895529650716798,,,,,-0.041605281616890304,-0.0019048653752523103,0.05855800521192223,0.0165071224045373,-0.006320582646871952,-0.02199938086492186,0.011668964669869908,
TAC1,0.17233691207774796,0.10492840744986238,0.054488970414399554,0.02159458511608473,0.002680270583352439,0.08378059141074003,0.032401195431901925,-0.042753582896289125,0.0390891000654315,,,,,,,,0.006407652095977996,0.08670418870903832,0.040904382844351356,0.015413048777734332
RARRES2,0.04927105942136778,-0.027140085997094134,0.020526186523831792,0.0009466684941066135,0.03429135776834516,-0.0035439979477638345,-0.026051939071080492,0.09867917538418643,-0.05689783113443842,-0.084635902994859,-0.04791851855486095,0.03247764060044657,-0.08897600572331436,0.034139945448770546,-0.0023735663204705387,0.07020757594632172,-0.03986433016740317,0.03000260707078217,-0.05562642460470222,0.0063644128172116975
FGF7,-0.031732470905350106,0.007123223575857084,,0.014427771717153499,-0.008542340017192597,0.03413214808022456,-0.008324362326253621,-0.003976382383033291,0.019974830208292,0.016885771513458717,0.012677896729656435,-0.028001155269348026,0.10769567215597746,-0.023727280456721025,0.009572535714154885,-0.009151476647030716,0.004323047994509875,0.03062136133540578,0.04120951601864852,-0.01514699583987047
EFNA2,,,,,,,,,,,,,,,0.00826499652970179,,,,,
HBEGF,-0.023062976195494137,0.07969724234429768,0.005586062862283465,0.04632820319880558,-0.031280159940912884,-0.012261724170850653,-0.019523908731978783,0.04997639413815678,0.01609655964003052,0.11944658015361317,0.12776311687725836,-0.005088393098632526,-0.021853965350378323,0.003761912442186098,0.01683052331870687,0.05167914941419167,-0.0027298956230223546,0.09660073444174024,0.10847816931119632,-0.030766012309843445
CSF3,,-0.040875404155588005,,0.13384905621798296,0.041322005793261674,0.028890807478333374,,0.05890219126086431,,0.020938855188606723,,,,0.03901314148469317,-0.04169675500251644,,-0.030291083811561446,0.038057768006454384,-0.030770652073502196,
PI3,,-0.048423011602755306,-0.05313337946042642,0.025342370010620868,0.0469758286759066,0.02545410917383058,,0.04926074156118065,,,,-0.05384513333042611,,0.02286267005545809,-0.09577345618275372,-0.021850921947994068,0.0020067812000867245,-0.0053648339574017875,0.01880155291363503,
PCSK1N,0.0669954651689236,0.1015187727944716,-0.013281347846144575,-0.0381404596082072,-0.05120445102886855,0.02311821176891952,0.010642583675841805,-0.04082398115699006,0.06506258495940907,0.05915111218115386,-0.0227344505720966,-0.04651652133807578,0.07334081196080987,-0.08149634330628126,0.024691920753825182,-0.021106495451698883,0.0032435884147191123,-0.041772981958860395,0.08592783297487595,0.09711563889890946
NTS,,,,,,0.01609398504281688,-0.01628075690636332,0.09978175541513502,-0.017289341437090083,,,,,0.05765280193110074,0.10511780803216038,,0.012209140242169916,-0.005447151311729212,,
SFRP1,-0.03141037778195455,0.03314869500619511,0.020647499383824677,,-0.014034521581575957,0.03348759186194285,-0.049549765396591394,0.04775260601367679,0.005739215119415428,0.13078938027985265,0.003274128583541715,0.09269458257636509,0.02175691754800647,0.03597650936796176,0.06092316570460658,-0.025252010988628504,0.012347330407919804,0.026705074193444932,0.06947729514432324,-0.006185186747843857
CXCL13,,,,-0.016778575712503015,,-0.020108903682243086,,,,-0.01770741255453364,,,,0.01655945165038407,-0.024422771969895972,,0.02233351400297173,,-0.030608726574087145,
MICA,0.01759585247606687,0.02834708129584161,0.028520780562623235,-0.02188969523885533,-0.03656631734898785,0.014027198978623355,-0.01188900980110057,0.07015840931606593,0.013076619881474148,0.04172983800676292,0.03678504189957471,0.027802230492197696,0.02804222432229384,-0.005562300060085208,0.08282001763520414,0.07122524146292812,0.03820059880563934,0.041338307298047626,-0.00916757053259347,-0.06040791820255655
TG,-0.025000979298825658,0.07608819082870093,0.07548719231022018,,-0.015145472335330881,-0.03375266608874618,-0.018792285293588812,0.06094051667558245,,0.020981165254940842,-0.034666219953979664,-0.009305116728016597,-0.06016026364874793,-0.04601914553853293,-0.0017527133787797883,,-0.02493002744730255,0.030646510843456404,0.022995269656320805,
ADA,0.10119646154886702,-0.009853645263000876,-0.04910457585416528,-0.006779348870240506,0.00041070813732382893,-0.028166217780283356,0.007020895996792934,0.04885263408338108,-0.05405959884386674,0.11646371297279222,0.02674236904635294,0.04275919177760827,-0.02574884592393237,-0.0065191366886305216,0.03917751756279876,0.08067992768126678,-0.022274122865472742,0.025556569993856595,-0.0339357895105958,-0.05695988001916835
LAMC3,0.00822783650398241,-0.031811541142972445,-0.00011674056944493566,0.0060048814609627455,-0.011876306315202857,-0.0410898597583361,0.040948099576274585,0.0749650992298892,-0.04270375273505536,0.013520970585501248,0.05695019619159239,0.08432331878116257,0.020649102955727045,0.006153326812673234,0.0626846013376834,0.04944383348665855,-0.009454545053981772,-0.022863183736510077,0.13412873895310423,0.034253319139361416
CCL7,,,0.042055281897749486,,-0.010950152300079223,0.04358678145930259,,,,,,,,-0.051907501384284245,,,,0.03410481116827689,-0.003344652771065935,
NGF,,-0.023549482278647994,0.0007421398917388103,,-0.025089595719692766,-0.028457515573869708,-0.017932880580914655,,0.013650673085590917,0.14858307746544042,,,-0.013115543433362768,0.031012017593654045,-0.028833067006028862,,0.005188563854979447,-0.0593611540455075,0.06809777747004209,
TNFSF15,,-0.02913364863429297,,,-0.012193530151226713,-0.019739487095569042,-0.02177444850547152,,,0.020576931342229668,-0.03195347929616995,,0.06864109185213016,-0.008044340627204,,,-0.018810243013235247,0.06567569294516273,0.03050992106458434,
HMGB1,-0.06335959094419494,0.01589182955811347,-0.022941429475794962,0.01646310472834148,0.0042212735216607105,0.019134099754291135,0.02086972485802685,0.11387488080888174,-0.0405584776669765,0.06101100017671107,-0.004908878676217255,0.03612581623866739,-0.07761121064651307,-0.052252016755481544,0.04920360402467526,0.0656317825168622,-0.004321753027142562,-0.009709685642260194,0.10828843190298787,0.003532249873683902
ITGB3BP,0.03148166276507068,-0.11474546220337523,0.026390937766570203,0.0074951775799062875,0.04009538080083157,0.024422933684935925,-0.0019356313667339043,0.08427360024145579,0.035004546197131975,0.04311934717519562,0.11464935421555847,0.03570403112128552,0.009402817970567738,0.0553813875294237,-0.0012423250759307535,-0.04762684639075519,0.03417521038393312,0.0672815857575501,-0.0036029607922330167,-0.009647303764966272
AANAT,,-0.027744259475049243,-0.0069596256784375445,,-0.011094866546564712,-0.017786458408044988,,-0.014135983209630798,-0.016254534331075945,,,-0.0878806840483447,,-0.006754652481186305,0.06472914828431171,-0.016372594151402253,,-0.023388424909641117,0.013301618705197873,
RELN,-0.020726474668497762,0.03378593624110304,-0.06414356510202313,-0.026022260148261787,-0.01925820368448557,-0.03230400532376146,-0.0123829259107634,-0.04147941004380166,0.011006033945854463,,,,-0.023681244011170673,,,0.04293958348833667,0.06059390630193258,,0.051552172226368674,0.0143017081323238
IL15,0.006049722070256257,0.04363512110635015,-0.027725242992009683,,0.010854212971886764,-0.035694340773041844,-0.01549381458764887,0.10437086270436595,0.03429845726120724,-0.02838101508572,0.005029483435705638,-0.009762464749120932,-0.014399880537796627,-0.018883700509878813,-0.024248884666998743,-0.0396152013915341,-0.04588397195479456,0.027374656540806033,0.0486514558932473,
UTS2,,,,,,,,0.07458689078289375,,,-0.004615092147956946,-0.044232686730637114,,-0.03877853548124443,,,,,,
BSG,0.07510416537227385,0.0037035945052051786,0.0021280022374669076,-0.009574092860983374,0.07876682176005931,-0.05533093167857249,-0.0197494950514295,-0.029006269885255183,0.05908470788833856,0.0021486793011269672,0.017528577721384355,0.004261112084223115,-0.024833785667791007,0.02208125838602776,-0.02119961339021498,-0.02195687664546586,0.02055586289366878,0.05535842137802254,0.09670496283578714,0.10990744740172055
ADAMTS3,0.06599745897171372,-0.014343299558389533,-0.02187500398146871,,0.001933455233312973,0.03902065101728305,-0.009230331460874151,0.05515991555099139,-0.02610096273963457,0.024081982960210614,0.036375714146669555,0.08522510203593855,,0.009760207290545936,0.11034914258945656,-0.009526660496270161,-0.021828113179781873,0.007650403353208831,0.1063136563071895,
CD34,0.01337362932789655,0.09053841735590915,-0.004642893910444712,0.016362688988092493,0.00676319047901882,-0.021444029347373352,0.058072170333351394,0.07212768211314728,-0.03742021821802404,0.03767021401490322,0.029775763448140365,0.13564230449223105,-0.11795220938734806,0.021263956493284275,0.023560548855042145,0.011099629641741236,0.026600357036885375,0.039810641643284336,0.02712499108075399,-0.013194488932899581
CCL23,,,,,,,,-0.016084504952919507,,,-0.03015160706380418,,,,,,,,,
PLAT,0.06687147498272142,0.007080986813866117,0.03387006624757289,-0.023108748101555894,-0.067655866254182,0.026699676787627656,0.02211780512513558,0.03753054176697244,-0.030604237690775433,0.04606127858755547,0.05759860759274743,0.03244264983764749,0.008344232711694849,-0.03890923080006522,0.0340623781685542,-0.05194169220074906,0.02713875742489292,-0.052677557438651254,0.20190112307098826,-0.09206399697584111
NTF3,,,,,,,,,,0.005461167957957549,,,,-0.0005842485858208315,0.0595271469771936,,0.005241706117001332,,,
LTA,,,,,0.06843252968866258,,,,,,,,,,,,,-0.031477295208149486,,
CKLF,0.061915696429257455,-0.017433092410302754,-0.018237777860342076,-0.046017383469205246,-0.02743231605554586,0.007771048044738041,0.04640845570978257,0.08503437734298958,-0.05020546580045103,0.04358744011479441,-0.015015892795696215,0.06934178048220413,0.09717287826744928,-0.01140637274298944,0.08475747320680281,-0.03981116400133997,0.01959254385808928,-0.02736048270229825,-0.06407166039503234,-0.03879380994306078
APELA,,,,,,,,,,-0.035941656381247036,,,,,,,,,,
CD24,-0.020035833405463,0.0172246831799673,0.009328958128195865,-0.014722478461215221,-0.0025492759658170805,0.0021770032050774774,-0.02708719258167989,0.06981651345395119,0.04120544366404147,0.09073700065870857,0.07497334245508673,-0.034396816905257706,-0.0816604073091515,0.0039144419087253045,0.031629529646134205,-0.04924257225756719,0.006041079085508846,0.02407593593718758,0.01809744411987439,0.14386804532783623
HSP90AA1,-0.029188222680150065,0.08274114690063361,0.01615736099407724,0.03550167048715122,-0.0132162094181359,0.06187131262889852,-0.006646169702207349,-0.08643503350412014,0.05986684297962162,-0.01572714240392387,0.023286431590997542,-0.008113206281261024,-0.014641549974978544,-0.016685429543826052,-0.09671602242200453,-0.053935519752294936,0.0387687953671012,0.038379187950368446,0.0490878566415528,-0.041960697759902625
BMP4,0.01091069916254536,0.009472364808416945,-0.0034269308486066285,0.029091557412583288,0.023568997626291083,-0.03451749573761498,0.035889871945500716,0.032544851087451976,-0.025926334963183643,0.02258438502799273,0.1040863820095916,0.0031063997786222207,0.0640080263778238,0.02404584147249481,0.07215892672530576,0.07815273102072202,-0.035498084036488416,-0.010410424933893428,0.046771830979841965,
SCGB3A1,,,-0.032125437339835965,-0.024699332923689924,,-0.021181476232763716,-0.019778128349597468,,-0.028612529221611133,0.06572950771885289,-0.01563191571196075,-0.015360182892953385,0.01634468580321715,0.10215486771892525,0.07746564592738672,,0.018696491523282757,0.04720153103748934,-0.013463932044288343,
IGFBP4,0.02860714228463156,0.02327920737332553,0.03269476522563737,-0.01853937128719474,-0.02400188425310871,-0.0367510867556364,0.02239185368437826,0.021022628110356226,-0.04471081139994959,0.09751345963159054,0.07776738128481701,-0.03955470916737953,-0.08284627185535236,0.017777566073401647,-0.04878368770567462,-0.04222118444894361,-0.044780175977846344,0.019630654663084186,0.15542728606436063,-0.06290883698157546
RSPO4,,-0.028768106985190816,,,-0.021482293129452653,0.08474750765101648,,,,,,,-0.05212915015564205,,,,-0.012065152252430862,0.029135782454028255,-0.04818321025341717,
LEFTY2,0.04922000300971125,-0.048186765291666926,0.010380346786654247,0.04676007916919395,-0.011301041437031645,0.0015370531248891917,0.04271078621835211,0.03980359743886216,-0.017289352820974286,-0.02204504905186567,0.025058205249818156,0.0592128663280675,,0.014632252275189758,0.0020956932484299125,-0.042886267660029245,-0.024826077499292946,0.04892176071904491,0.09837323006580222,
PF4,,,0.037624920707951266,,-0.009553792150955271,,,,,,,,,,-0.03635820233518267,,,-0.017907886411107663,-0.03774463502346638,
ANGPTL2,-0.0407814447081922,0.021376364769091202,-0.005699572100015415,-0.020007929014269316,0.023382336050224585,-0.0034671373710989896,0.022150794694043727,0.016551776290841955,-0.00788069323415876,-0.022882048806693134,0.11937413068104515,0.06896321667242795,0.0602689097408691,0.009760878855418958,0.07913761762414331,0.005701075614967183,0.046934447094852776,0.04225297609056903,0.22637579396999086,-0.08411508103023276
LRIG2,-0.05393688862549742,-0.01292419417673515,0.005948221401438751,-0.014017946438485727,0.016266098893930006,-0.02840882219929796,0.03632485203379539,0.04392228243029259,-0.0707443837614771,0.030567320112859807,-0.006999998635082824,0.01562337291546865,0.032413596538068815,-0.01968159937436852,0.024585356484505203,-0.023870121557079543,0.051034791733003314,0.07584137516319651,0.12695703128918195,0.07284285742834222
ICOSLG,-0.06251855839986953,-0.08017232060693268,0.03569726098268444,-0.01960900069955472,-0.004816936834650966,-0.06212156726560081,-0.044382593568663704,0.04278139763817472,0.05439871095982443,-0.017526716879652418,0.010303861371629155,0.06393963690636523,0.019377840995683366,0.030299180344009927,0.16289717196498435,0.028945597372828317,0.037684377190616444,0.013270193372632305,0.10058123330424701,0.0018500747848511135
WIF1,,0.20188940505849884,-0.022386432686014562,-0.027146734445465132,,-0.015104882320160093,-0.02425394077230946,-0.058778893345525836,-0.03960500336962911,,,,,,,,-0.02445511582907361,,0.015630633698665377,0.02536461757106452
NPPC,0.03067324824733391,0.12160687249674859,0.03675991957839147,-0.014358834244452856,-0.014820287652663845,-0.005724107598073188,-0.018474851783846852,0.024713194784187327,0.02803557247307222,,-0.026639979659782265,-0.03336232488704186,-0.0656105253278102,0.02643373980770219,0.029213710076811856,0.053502243489029364,0.033479338587836055,,0.005302900200083272,0.008263729424921425
LYZ,-0.04357132912553456,0.012067119289871033,-0.013414930955599345,-0.02829914908584886,-0.01709788200195953,0.01329042494065893,0.0033272188017519112,0.0676891076901348,-0.054687157697040065,0.027226718646833098,0.004591655854652161,0.04939197501375086,-0.02501514252675726,0.03564293707302275,0.0791920733999903,0.04153157886413768,0.005949603698299105,0.06520201088319787,-0.0015728655740971005,-0.009806879178173772
EREG,,,,0.054749043999825185,,0.05353940713943984,,,-0.017785691440623,-0.010999240920302042,,,,0.024163905490950995,0.030103458877580338,,-0.03276609499050263,0.07869737448080831,-0.008478363243703508,
SPTAN1,0.04908554664613157,0.10758600174709007,0.01924913089829371,0.043180975288024365,-0.03077526082945876,0.00945531247051288,-0.01020380102451019,-0.06013595534253964,0.03396252370655698,0.007857161235379348,-0.06084067732227147,0.06558745670131744,0.007524212293416514,-0.07617012017091886,0.05727958440159136,-0.02804065290924103,0.0014228954001043305,-0.00879239614922214,0.05459106350926865,-0.008861527041621796
PTH2,,,,,,,,,,,,,,,,,-0.03259731220005873,,,
LIPC,0.07565190469496011,0.009344298321154493,0.03939765880922101,,0.015935047762825703,0.008628958639219962,-0.02402693360410519,0.1219608107301006,-0.031853849205223946,0.01857747522523662,0.07597500883610289,-0.005553887627609814,0.004447038582655814,,,-0.03704399588138996,,0.01493954660412304,0.011959259925907385,
COL8A1,-0.030249675657029112,-0.09725686908438064,0.020122642588976107,-0.02884978568300405,-0.020748696125483346,0.007477904417132454,0.004014782899641884,0.015583585848455763,-0.04370938353234511,-0.04220958578014968,0.07133295716901915,-0.03671784626136208,-0.00801647716377704,-0.0191809473577315,0.013657701861874075,0.06243816759666448,-0.08956994223945995,0.0031398794710901672,-0.004890838134802934,
GSTM2,0.04318852685294569,-0.05964217920897312,-0.038499836087025424,-0.011584759018919793,-0.027937980465685026,-0.03176807349824609,-0.013102106516450532,0.03068456701635302,0.050338704959289673,-0.021606153002938434,-0.028454871271962577,-0.03658306378779545,0.03186935497478571,0.0575169068749717,0.035814030242898864,0.0138019789445705,0.011613364558724068,0.022422441506987374,0.014052189162599463,
IL4,,,,,,,,,,,,0.056218558853004995,,,,,,,,
SPX,-0.056620059370652114,0.07223261597626196,0.0602066743784617,,-0.006717003805894777,-0.009289638694903386,-0.01613084359610016,-0.03380856002384884,0.05664301211082981,,-0.035316403315339875,,,-0.025224017817782756,-0.02647473590402181,0.01722654694523336,-0.01020980297608483,-0.026444873338502806,-0.08981455151754761,0.028979407281639294
MFGE8,0.06076740469391589,-0.101123286871011,0.011095119745698554,-0.017594619257945743,0.0710761592046382,0.04455912917507499,-0.055187449606946194,0.033924079937840565,-0.027463528596336047,-0.009538619753817416,0.0779572016674533,0.02726313638306002,0.004422026250006394,0.020469548806298067,0.022871149151478316,-0.03800478171296575,0.0008295631918759203,0.012065028922879003,0.0807346352940764,-0.050725429830049226
TGFA,-0.05627014609088905,-0.0845592222316398,0.03547844749148679,0.07374699764565003,-0.010816196830716291,-0.025376288951322424,0.008852436887887137,-0.0056066378947856555,-0.005238862756906359,0.05643528502189806,-0.041128654468442036,0.07462059459800656,-0.052592260736309605,0.05399265098345681,0.04122738495681556,0.015295915273273349,0.011642739399664238,-0.022755558823129882,0.037506897479180776,0.030119717098764636
SLIT2,-0.007402107307166537,0.19991643499318623,-0.026087065087220355,-0.01835827772525694,-0.014219559192696431,-0.022320860922631563,-0.042294237928596656,-0.04697170677077817,0.09558709307577822,-0.04269554002682845,0.05996556082945675,-0.10573481984300423,-0.043410875806094526,0.05725188101880196,0.031153385845392755,0.015807888217478788,-0.017085577086224272,0.015139537547770893,0.0424132745971218,-0.06967347107689606
PLTP,-0.004139998419036322,-0.02055161817090906,-0.005891990749161396,0.028948638744011934,0.007579682643672584,0.07696609061604204,-0.05710971651620942,0.019077110293455005,-0.07502970280687773,0.04009397768745084,0.007658845689534164,-0.10254962363004683,0.020856816979482273,0.06886698940379267,-0.05338660938694493,-0.04445708722219673,-0.01839855300481334,-0.04089317625009132,-0.004784568568037377,0.04447935010653225
APOD,-0.06160161164412049,0.0703399581329324,0.02739203747548018,0.014259872434055982,-0.009540470674844485,-0.03127469997196368,0.009417756345939695,0.05425426980840716,-0.00974197747274189,0.01346907194151232,-0.03758434665615661,0.014760261370864902,-0.02302091464112482,0.0015840152668655737,0.10541225115715763,0.08351113835402088,0.029611487917543217,-0.09416669707031923,0.0019934078974239273,-0.038860404836167914
B2M,-0.05160503355083114,-0.013460394806319657,0.045372431598147744,-0.034568271976208015,0.013337521802891076,0.004884927104579403,-0.046558460833338,0.086056637879752,-0.06113989084585451,0.015752366539984627,0.09935745824325345,-0.01800935888248625,-0.008019292924732701,0.034473925469195366,0.03669734815606076,-0.06735237826305517,0.03082664032546975,-0.04081460717911358,0.12770674371890714,0.013190958336431632
OMG,0.02148325859079339,0.12631091114090157,-0.006364154209424137,-0.04942442088097165,-0.013286640207296136,-0.03501677504009735,0.020511305933803216,-0.027732953415914138,0.054044817751702855,0.029743107537425633,-0.032876014172967434,-0.04837358315474127,-0.03072453913334353,0.04340013167155081,0.08984274438241911,0.020822160262816167,0.015704941286765067,0.0119543142538992,0.021296683294859987,0.050861875115519185
CXCL3,-0.020133367923445444,-0.07245204060205354,-0.027644393656304406,-0.043507713669616456,-0.004473424893949434,0.04745822983722341,,0.02388584562889254,-0.025037714593681697,0.021038479189479993,-0.027455170567903257,-0.029521664342448038,,0.02423414401360078,-0.026473851806240865,0.0653244891592055,0.014877209048170654,-0.056020571694697256,0.015369092667424594,
CXCL10,0.0018563800026605124,-0.009985028849400715,0.008745611252881319,,-0.024811858743822038,0.05622719407757721,-0.021178289278333488,0.09605716488533299,-0.0368930800762122,0.028887998808023112,-0.011074424050692103,0.03725772316780951,0.012931126401428756,-0.004848247548851036,0.06018835467995304,-0.030179644993337574,0.029896620665633332,-0.030416951047622237,0.023508172680103648,
RSPO3,,,0.05441919407969451,-0.023107220557834908,-0.01109486572677969,-0.023668576126764942,-0.051428821050844224,-0.023212033981902167,-0.010452092754992563,,,,,0.0005290879897309122,0.052450014559342874,,-0.00814491818235568,0.014114843072796633,-0.00818677706042054,0.04236838931586887
CORT,-0.0250009845304603,-0.03225411653830319,-0.011927135037712684,-0.030666429848849708,-0.0007671814222816859,-0.0028710150394415062,-0.011784055360565053,-0.040173625325495364,0.037800101484258344,,,,,0.03910322009194926,0.0668479006714357,,-0.02584756711524017,,,-0.03316643934652051
NCAN,-0.06123586567087622,0.05677063862183879,-0.02027044270241713,0.02878393318993434,-0.034726776810078935,0.061566678592537075,-0.014101695255381073,0.06590000228260015,0.0528372580044233,,0.011720161276807781,-0.009625223947384904,0.11819510664872562,-0.018525034716286762,0.09298222999272389,-0.13205203528629858,0.02460669945946828,-0.022777031661849974,0.03560699001128123,0.06441533203069565
PRG4,,-0.04401929612366248,0.012551810745963673,-0.025836857664107125,0.015168949201141618,0.004102514840038166,,-0.020107927833470863,,,,,,0.13524473253254368,-0.006907477104884434,,0.06279251382603981,0.04166596641415642,0.014783812038178268,
