,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,0.07892490591143982,-0.0417401481879275,-0.014167444244633431,-0.011363086402694508,0.03841933642467744,0.06759514244282527,0.08658420163160134,-0.026101067462027047,0.036212189247639893,,-0.010931373330324512,2.410078950448355e-05,-0.017631876350265478,0.10755701282522988,-0.01773182013120925,0.011005064715013273,0.044150078134250224,0.0007740763855721236,-0.02458171921892517,0.0842522004251729
COL4A4,-0.0032176898741217985,-0.03198606327308375,0.001601634840963677,-0.002655475435841566,-0.11290236364994875,-0.015782219552276565,0.016239590942438577,-0.013864227203243833,0.023381741626871747,,,0.038326744069577715,,-0.03580120034771669,0.0028611484479258245,-0.008611105064037663,-0.021215303519616757,-0.020887910860059557,0.019598484905787524,0.019181515554421612
TAC1,0.026240948223380193,-0.055787803421427994,0.01459519766838739,0.002404105397939355,-0.054633912357485735,-0.004813092469141606,-0.042695088762640256,0.05277691614547791,0.00899340973952872,0.036442058791991354,,-0.04097776011501975,,,,,,-0.0391817446163751,-0.00575280502645749,-0.026832993895719515
RARRES2,0.01105354396787889,-0.02932611968405951,-0.03716806464129021,-0.016271314239157123,0.05634261251115559,0.02573343485706142,0.13357881601594795,0.024699366388208823,0.048979638030157716,-0.06592548012287212,-0.215881481887038,-0.0036727676538844834,-0.025261370034929734,-0.08906832276018106,0.029480866213820824,0.06572345287638412,0.01957705556616304,0.009231096929370143,-0.07927118229067338,-0.0785705286521107
FGF7,0.02145972747758937,,0.03804953156079054,0.02927517784404984,0.01291685704976479,-0.0048754530943532,0.1186078871542091,0.033718785626986776,0.021027673264607718,0.022631209658248153,0.009631393425492307,-0.03442650726956038,-0.04050321734533204,0.045371117275340676,0.07254466083869578,-0.03246179630205143,0.01907837693227107,-0.00618115804221578,-0.04095142322083777,-0.022733923709082456
EFNA2,,,,,,,,,,,,,,,,,0.016670489300363453,,,
HBEGF,0.018631132079972558,0.11234179702505837,-0.04417517794716686,0.023547024384101767,0.06474427164657619,0.02918735807202313,-0.014394786350199206,-0.003927339404437033,0.016758473145612688,0.019619054043643454,0.027272367483359233,-0.03495268061670709,0.13309774341064085,0.16939031625629955,0.1108476951629673,0.0629371894958281,0.029777696668861275,0.04234097486347243,0.10690442445387323,0.044231770074419176
CSF3,,,,-0.03859214151664656,0.12954760900353088,,-0.022446574350962666,,,,-0.050793729733265375,,,,,0.09119056215961452,0.09954554970092601,0.0022112040117745297,-0.01705363701385093,0.10676615103140652
PI3,,0.03404156735351,,-0.053471731063260176,0.18680334543585636,,-0.007563930966803011,,,,,,,,,0.06618696987417248,0.04776838166306918,0.06456626423333797,-0.061989184498458354,-0.02909209364591845
PCSK1N,0.056434052055927664,-0.03075252596409712,0.024540921837206058,0.02187588566685442,-0.03138761058813087,-0.03757668303247876,-0.005674771535152112,-0.004782436159179474,-0.047792478365552775,0.050789477280064776,0.020252329130174093,-0.02410577839851338,-0.003763412610515035,0.01604617681715102,-0.012500369746426189,-0.041452543696495155,-0.010651380273667577,-0.016006996027664058,-0.0816356897875652,-0.010035690238937616
NTS,,,,,0.08898333382413538,0.05604747694852626,-0.001618106513847002,-0.015838267966539643,-0.04071814076789138,-0.018390045818837426,,,,,,-0.020055864219440753,0.009479878450318948,-0.017485093788395235,-0.010222964842672095,
SFRP1,0.06561877471281069,-0.006695058397712512,-0.00357014214790224,0.03482140166113291,-0.02724055065821028,0.1344239054886475,0.018067972298829307,0.03987843028147903,-0.01946834709865011,0.052946166214017175,0.0556148123313184,-0.03256914306161258,-0.03528925630128621,-0.06830125200668162,-0.0766454639129929,0.00012466005576343983,-0.011058314151418924,0.015654809304811307,0.05070332280430402,-0.015065904454963929
CXCL13,,,-0.016716335809312054,,-0.005540153958301572,,,,,,0.07322762150208058,,,,,0.0773137913968163,0.08411235521923706,-0.03407893988189154,,-0.001757314418325249
MICA,0.048010794406304305,0.05480549870101674,0.05502490722768574,0.013271978587356386,0.025060784637960142,0.13268365403383173,0.07678290984866673,-0.04150281059681873,0.046502503342754346,-0.04909370333131987,-0.023553569074913086,0.02812672339310681,0.028080943885738733,0.022901519154862764,0.07638718242983407,0.032081384539276295,0.0533798069406544,0.020923187785737568,0.13193422818486458,0.06856099645399705
TG,0.036447438025566624,-0.02594119288819796,-0.005601481633551988,-0.030487672960796533,0.004431927069951489,-0.02223862478075168,-0.022652127887574678,-0.013378611417638507,0.031827340609016264,,0.011053978403303764,-0.011832798025475317,-0.04276531116861314,0.04236581061063186,0.0180226927151816,-0.03896764087074449,0.05256526982196176,-0.00850465303780462,0.07563020734428018,-0.03827203491763815
ADA,0.04309888050124063,0.07169995617084803,0.03464998964534303,0.04564592418580899,0.03683777165116766,-0.00970081160795835,0.11446114339744558,0.007450383303683416,0.03909436887981602,-0.07899678003491455,0.018004456499829267,0.08144031564129688,-0.000833476007541002,-0.009421291610511622,0.09516335738958763,-0.017498674092726766,0.015054087587486612,0.04255158604214995,0.24590195313637025,0.040974478341182716
LAMC3,0.031090574244712982,0.1747255375085491,0.017631590348898152,-0.051160567655157016,0.11031836905866228,0.07204249844440266,0.10060788322021705,0.020326127775163867,0.09325560682457724,-0.03212002690721687,-0.0020841450962102953,0.019645959255130775,0.1603403398205253,0.07173168386206809,0.16065243558911646,0.04069700852038491,0.06770987176482644,0.054182223728965445,0.20412192278335065,0.07394500532668935
CCL7,,-0.03016535087746369,,-0.022042538839607332,0.14174395593916567,,,,,,,,,,,0.05289320072053129,,,-0.04930137857620056,-0.017562651623103494
NGF,,0.07308102719699212,,-0.025801338808570853,0.042675001280010984,-0.004026537585127397,,,,-0.018390057927462438,0.08548170014142417,,,-0.034857677102318185,-0.042463022658377696,0.003776620890779953,-0.02009331924306899,0.022176286020339143,0.09189148718390396,0.04009870932041102
TNFSF15,,,,-0.024545445084667297,0.025627892021683543,0.0026243210318779697,,,,,-0.019251821109264194,,-0.039418791170038485,-0.05144854465418001,0.04298149898490577,0.04026810849650951,,0.03955356680809269,0.10801518216970024,-0.028186253945284564
HMGB1,0.05574747657371931,-0.065658888956398,0.025063166265858416,0.048890841977114324,-0.06844944404308041,0.08745561650429494,0.06799509791771298,0.00231397710941657,-0.004294437349409659,-0.006954672010519774,-0.04004913520170906,0.06995247343233298,-0.012171585930665783,-0.15062453101654444,-0.05117668230430854,-0.007390285912702884,-0.08099906022779899,0.0005134109025280323,-0.1819566939852444,0.0017113502675505103
ITGB3BP,0.002553961855541264,0.002877520186413369,0.021175392348640736,0.022755755919397262,-0.008163623943564808,0.03854360805726768,0.11558197952955739,0.01673521032359594,-0.03233323436100439,0.06414232027357922,0.026284051892015558,0.023524383608188794,0.13662715389122293,0.00011856147491355796,0.03813172993462138,0.03728677798017245,0.020534529151373347,0.06755606766482171,0.006431561930136025,0.01840471482737726
AANAT,,0.02156467642498334,,-0.0223338470617567,-0.017151818742912786,,0.030974348707726054,-0.012031463432730795,0.03880839396152592,-0.017289359007688333,,-0.029237074758856476,,,-0.02976119723534483,0.055276225789341965,-0.01879008603773281,,0.043775353565318885,-0.03910967135080997
RELN,0.05361999491116686,-0.029934095712362604,-0.04507105207494557,-0.014861582584234163,-0.016517637157502107,-0.015924530033218833,-0.015128530238354535,-0.005779868191988682,0.023974355419267405,-0.026433833534577563,,-0.021329247236498674,,-0.027518623762768497,,,,-0.029411150431087066,,-0.004737758118788559
IL15,-0.0076657922341359435,-0.007116978057186267,0.026058640188523226,-0.019810183827712147,0.009441269278205626,-0.018335243620147188,0.005076896361253249,-0.03412645718673844,-0.011841539589694453,-0.004481049860123275,-0.03335164116970015,-0.027116035523226036,0.012850702539579989,-0.01643368813024429,0.11304339102913838,-0.010403698690699858,0.03160385579403017,0.02390532615666803,0.0655873688265753,-0.012320483674182339
UTS2,,,,,,,-0.01646381566599122,,,,,,0.0948520920313978,,,-0.032836508075997826,,,,
BSG,0.05088987164728299,0.01824013732545711,0.06506708995839577,-0.06915446189004767,0.05302748928856986,0.10529723446952804,0.07667265154711582,-0.044330252538845864,0.0008888781673287099,0.08325053449382369,-0.1534665413612544,0.008945775713541673,0.0650534465213344,0.015360183482612479,0.06785993144083943,0.05679323357643254,0.07744108688535548,-0.036276602267787776,-0.020505766073302366,0.038535242891697755
ADAMTS3,0.018104526952638613,0.029046273051740262,-0.03575356131615883,-0.014106897539274282,-0.024896767432673442,-0.029532773316945943,0.1523287530744436,-0.028269392785344634,0.02727295377132528,-0.027762648013181648,-0.027483279608368858,-0.00446578646552705,0.07624415236925182,,0.042959622177714596,0.03384901871857844,-0.012638984282540015,0.004145040252235576,0.05402538286084715,0.03421338638803158
CD34,0.08294816236055354,0.15706793473040387,-0.009585911799187654,0.0023987107265622774,0.008255784505834468,0.07404667196998195,0.019871709783008926,0.0008257779457580012,-0.030556147364155968,-0.012500763510899713,0.04572262821413297,-0.045237604490623064,0.07939635518070791,0.10174645578461532,0.1439349913855207,-0.017644942384680562,0.014668500062483047,0.032919664379076195,0.22572477490288076,0.012939968594543893
CCL23,,,,,,,0.020845459621514975,,,,,,0.08680633505084853,,,,,,,
PLAT,0.035772193101929854,0.049406181101844374,0.003963640966965048,0.04453834322325397,0.0680435213528038,0.02602855079736569,0.13229344736519658,-0.038778038196077926,0.026395612303183453,0.05458899525410761,-0.018451940754692475,0.07436738653129848,0.09507531617111802,0.08579731331902364,0.1610934299085905,-0.04270232982915068,-0.013431277432272388,0.05097324754690718,0.1678665789777017,0.11509203861832792
NTF3,,,,,,,,,0.05461058886855714,,0.017212290505926646,,,,,0.003069998411896886,0.032383682684280206,-0.004557160801352961,,
LTA,,,-0.02069498531131053,-0.028251339717236115,,,,-0.011587553160305459,,,,-0.027116038870442116,,,,,,,0.0571387805646961,
CKLF,0.02117935113273452,0.008937820976307227,-0.03218867759111792,-0.02224942583270464,0.047945141861477546,0.04205837278089187,0.11438822444427013,0.04028047696903945,0.009504206059619843,-0.0568711148639558,0.03623470359628395,0.026019487074342353,0.10188576935974748,-0.055847646514048666,0.18772877706625407,-0.08126630811215345,-0.002951128968470554,0.014112952096086557,0.019838449308191026,0.08442160806563313
APELA,,,,,,,,,,,-0.06690991188558425,,,,,,,,,
CD24,0.09352324806534192,-0.06576811642879016,-0.06695319546269812,-0.049337763457684036,-0.09345573880674686,0.11339311857725301,-0.051646483625266006,0.016342356301224104,0.06724590842664717,0.022460788128767867,0.1943512483145515,-0.06350240427916642,-0.040727042961553314,0.02183763938139116,0.09141071449745433,-0.10872252526535825,-0.04093563524517587,0.015160900274551393,-0.03371933924795269,0.0358145603826642
HSP90AA1,-0.007867063247637121,-0.03593126493023633,0.037096429721960957,0.032056630110022764,-0.08965089087126445,-0.04314776047704973,-0.09784552772826276,0.01616109328718595,-0.05601837669546347,0.051907706791357484,0.05314814723499569,-0.033623410505649445,-0.05061962012136528,0.011768441940001177,-0.16522801804945306,0.06489035247543322,-0.05094547225619842,0.03092046575819851,-0.20289105789114964,-0.023608457707021902
BMP4,-0.0035750416125712807,0.061209185320211155,-0.021937897570145925,-0.022006901490851695,0.034705843534170944,0.073352344152687,0.10198172031578075,-0.03323646746246828,0.021393587657871947,-0.02757690277691227,0.0791523631651785,0.03501953363611956,0.19032490767973492,-0.03461947042933545,0.023509289851257224,0.04643311162023474,-0.03834278013464091,0.06879271737291455,0.13601227295110363,0.0065588740877701385
SCGB3A1,,0.053608746919892876,,,0.0693377100821889,0.07125524179633619,,,-0.017374664582988236,0.0949675139076125,-0.008931997213084627,-0.01892121332917784,0.09041828780899991,-0.0490586383134125,,0.055873234239747306,-0.011283981103671157,0.056172710931450834,0.11019593427776705,-0.04270526554687282
IGFBP4,0.10196555059014163,0.21049923926863673,0.005235330471507788,0.022338270767921945,0.13084228918613902,0.03592108527502585,0.11310402097538468,0.021666934451110554,0.044039608067904065,-0.02614377797865212,0.04550361495850997,0.04279084722840523,0.11642546533264106,0.05642510842236321,0.1515581751262949,0.06564187580714786,0.022600865397732695,0.06816145117977532,0.2818823870266074,0.037139614867775596
RSPO4,,,-0.013407120226821199,-0.0002429396625410955,-0.025337950851225383,,,-0.013477029757715937,0.09023457683145279,,,0.018009669646514702,,0.018774824351252068,,,,-0.03405373172195433,0.027299830934036744,0.003293095086419773
LEFTY2,-0.002744870004857302,0.04095458138845227,0.04042949695724999,-0.01253217657920239,0.006918659244068635,0.11721059776305362,0.07296915148489885,-0.0005497312903714825,0.037383062198285924,0.039371169318902846,-0.0998382992854538,-0.011993291938477875,-0.02017360771840455,,0.2457554751464441,0.009356091852063698,0.14123575290767698,0.0027427886561965597,0.06538728283020372,-0.029319386646625416
PF4,,-0.007934980253587664,-0.01882490188332734,0.04110753130213024,,,,,,,,,,,,,-0.017792304168971873,,-0.01014307441595391,-0.03863181467440743
ANGPTL2,0.026424407032498546,0.06710862158280442,-0.013304249702850844,0.03864922116957539,-0.021052272647188546,0.09201507807638866,0.09023679635754024,0.06863561926424169,0.015944689520633677,0.0482900098901463,0.10748078734901048,0.007774202945534299,0.048590080613237455,0.01745590804309702,0.11202136559879063,0.003285909703071311,0.0016234183395725194,0.03744421950452462,0.1916450120954147,0.05400046159136636
LRIG2,-0.025073507527382157,-0.01206840624115623,-0.03855299643679977,-0.003910559098192948,-0.07111967895358838,0.06272768153007748,0.03514932526540707,0.014000685940402205,0.006954686342533652,0.03906928944484954,0.06245358629685257,-0.011753534732272045,0.06007079554434513,-0.0473066812599794,0.08921051428880322,0.00063411913583061,0.025000627881309728,-0.014627009782107691,0.01348968590701178,0.019224415018959492
ICOSLG,0.08967848774217271,0.04654038492335024,-0.028001959204211346,-0.012660640617256434,0.04229762506580993,0.10120680771665275,0.05075970941807782,0.04312727404678907,0.008393486219805289,0.008804171361717497,-0.01382672331258766,0.02681183723830965,-0.015786150986310483,0.03721775601476338,0.0034697823004187513,0.014383499114338519,0.06811663989098854,0.03821464815943632,0.13184570492384157,-0.02241301359523797
WIF1,,-0.05630434617292981,,,-0.056281073616595324,-0.03579138990627452,-0.040259661967127956,-0.01039990465138052,-0.005664348406059957,-0.015502821825746967,,-0.059529445539302166,,,,,,0.053068493232135326,,-0.02344254308330084
NPPC,0.0003511093238987755,-0.005977075835192502,,0.037963032021606204,0.003658258508032306,-0.01994001585157445,-0.02470321530321209,-0.02028690954289496,-0.049397877515274496,-0.033766194886860924,,-0.026190858539764467,-0.03286389520370322,0.0795073099884026,-0.03563593543277598,-0.05835402558388815,-0.003892335632294557,-0.04666742150468728,,-0.008528236939412561
LYZ,-0.005493352132429515,0.12052377908454501,-0.04097823480692257,0.05384007828010121,0.13781806059660168,0.005660762304898611,0.025812879749489495,0.030250853106176177,-0.04024817549706884,0.0004620735089513634,-0.10953764793356778,0.012286646075699235,0.029120086886970365,-0.033497265629508735,0.12388642886076781,0.012831905580698204,9.3693372634314e-05,-0.03451532500719133,0.13980923626853667,-0.054849897481272746
EREG,,,,,0.1770064185815986,,,,,-0.018917995326941228,0.01766314949298153,,,,,0.05435376296894624,0.09320310302096613,0.06539296846769449,0.07206467796760485,0.11982419467924674
SPTAN1,0.03721980112434562,-0.023657278533143693,0.05200509484078643,0.0362765503011463,-0.0667117072303941,0.01575761629713074,-0.037902048763343806,0.04453998150721308,0.002670488899328425,0.055302789309741064,-0.015408376061540986,-0.012912925520198213,0.07134469257053733,0.008395264872408565,-0.0016660335181301847,-0.042622282375339826,0.01786738347115934,-0.013785602588703335,-0.08210864700947147,-0.018457503968566116
PTH2,,,,,,,,,,,,,,,,,,-0.008923211786306317,,
LIPC,0.0335692422627753,-0.038309273200774485,-0.02833248342325864,0.01578603603666799,0.01264908536367629,-0.0284332614530932,0.0585152787797076,0.0186689549982043,,0.06681915338605646,-0.02835299313634262,0.03898573437847591,-0.03484879677978604,0.04412044608791003,-0.0004235597194881483,,,,0.0651196779677222,0.020192527795449527
COL8A1,0.08482462637763304,0.08455175292550972,0.06508200118776214,0.023940348999280724,0.015204756235786999,-0.038862265718402615,0.02016896559999186,0.010567569361290418,0.0038395766792939474,-0.03358184128780039,-0.0071307434592495665,-0.0074369771183670375,0.07433326064385005,0.0012449598859894891,0.05352811833920613,-0.05711306499625198,0.011938579835300174,0.04759123696500882,0.07642418525712534,0.034869876146150294
GSTM2,0.11836162988840654,0.06794097636842499,-0.04125022212980502,-0.030366567207455435,-0.015208950631902446,-0.015504917369266942,0.03178709803452925,-0.03204221673985341,-0.010335963003570198,0.007501508703101836,-0.014414807539586974,0.01731370209333161,-0.045747472141066864,0.05508173736981401,0.18410586276269955,0.05786814570517202,0.04527707821813022,-0.01245053860884227,0.015532715067679443,0.0015331584302943153
SPX,0.016221150676335495,0.021427763392483343,0.0026329462786902724,0.030756513470070593,-0.04257534497154359,0.013900923186280258,-0.019871018356089364,-0.0016125692893595616,0.012994064590778438,-0.0085902949962609,,-0.04294934244564554,0.08016974355840076,,-0.011865079977987913,0.038303748270945584,0.015085454700365259,-0.01287273000069256,-0.09953173752366459,-0.012582763627667595
MFGE8,0.023245397981011915,0.16447843510180185,0.016068341851658563,0.014849553366516855,0.12201824724683762,0.03964203764123072,0.07805419155955373,0.01744022125720518,-0.029111269889026084,0.05315957264669377,-0.04867249056067496,0.0652287168561206,0.08431951131572955,0.004169161029962197,0.13942849053022466,0.021178163491241908,0.0666851186654825,0.05682566327802092,0.25054877842336465,0.06049377619809738
TGFA,0.07360937974003837,-0.04033527837384163,0.007621056527880883,-0.026861485185735293,-0.006712540325249283,0.0690847024076516,-0.04533912772549003,0.002099426672293724,-0.01996990127559541,0.03423006845477618,-0.007707346541877724,0.11950409193771964,0.02180008908248648,0.06420037730811196,-0.014592035800306694,-0.011551134625703086,0.05745897293223185,-0.06286910486242042,0.04743132198038831,0.08488456877439358
SLIT2,0.17175338151214864,0.0027907436589621557,0.017373614900311293,-0.016256832370897305,0.04964332801177674,0.09363855088210712,-0.046923568163226605,0.08436535495930049,0.037563577535329476,-0.009070173559026385,-0.035594668267502835,-0.02102549669715122,0.1458975340296449,0.07110809624569119,0.10648996980758182,0.015962121002507258,0.03622126198726793,0.00910769317986604,0.049886930263428525,0.07136229570125667
PLTP,0.06256101857611912,0.009586636641171042,0.014469073768281993,-0.044616874672043456,0.08128954088155074,0.0436860102553129,0.09950621883113502,0.02543779463850659,0.0403158143527927,-0.002962066449579374,-0.0028418092896943642,-0.02442745957086039,0.08068830143899113,0.07933727021046559,0.09601568508048378,0.06090318165065673,0.07320465543429674,0.0034778887490583815,0.029053560145662224,0.04311137826710113
APOD,-0.00487284634751499,0.03252947504272019,0.017551381967329128,0.046451487626084795,-0.08709037805142927,0.009027781983056387,-0.00029129960398588346,0.011886951181497693,-0.025280091823782876,-0.0405726016572053,-0.06069939713354313,-0.009866582618330953,-0.07146610440429974,-0.03236556379798844,-0.15479751037140235,-0.03745207858854091,0.08315921219912019,0.02422795987785137,-0.13799237119269725,0.05569483643402354
B2M,0.04375517580359691,0.0902063424583691,0.05066680226823558,0.033212099876245356,0.12116816107863519,0.00677118190497822,0.11698202016090967,0.043006563747876224,0.06949827514908166,-0.03285762186506927,-0.11012820135394345,0.012585594058529433,0.10255917625399999,0.044051576161211504,0.12038982894598708,0.0007195031094718793,0.05276606615335944,0.07471419768381003,0.27364965493030385,0.01281885814478358
OMG,0.014127896573105696,-0.06506112656492335,-0.04172856215716664,-0.005702075922980622,-0.12458503702482948,0.0044963482386642445,-0.06506157406533526,0.03015975043850652,-0.001142964069071946,-0.01886574886705681,0.01803115688304659,0.050120806827119564,0.011778564387907581,-0.020960005155642895,-0.10764311052731197,-0.043780240689022885,0.058167089701305685,-0.052707183296158734,-0.03901248735500734,0.01995787249260588
CXCL3,-0.018605934041698795,0.03925598385020972,0.05898515695167323,-0.002826827803071087,0.13863868764852677,,0.05984424922187779,-0.027539356788871778,0.023096308862369616,-0.0266317094987209,-0.02229216404563781,-0.019528458332288116,0.12861957696074125,,,0.05181670045270887,0.08127919385728674,-0.0014101648838157582,0.03274789882139009,-0.0007151909423190151
CXCL10,-0.04561149975285083,-0.007277751475422556,-0.014625844194243967,0.014108470355537391,-0.01533841862743866,0.004098373976181729,0.11994808798838237,-0.00016535010586168195,0.01662454468344313,-0.05284601143998711,0.04969571731868764,-0.02003914226366512,0.1748322481432256,-0.078057935120886,0.11597354104667386,-0.005824093129480294,0.08020356905471096,-0.0065862205399210465,0.11379249524719338,-0.009418572791818857
RSPO3,,-0.01437949601974064,,0.029694766754380677,0.009280828836670777,0.07378571113681827,0.008121155791227658,0.008716792868928538,0.011938406854209339,0.05914408216112448,,-0.02040686258307512,,,,-0.002535752721653028,0.003954488002671667,0.00952390331899386,-0.03292102472052777,-0.02673102599056624
CORT,-0.023104265064842255,0.01102535215608182,-0.013549875663847607,-0.0014081728666381307,-0.049646684565472436,0.05897779866812776,-0.0515847281658317,-0.00642034207958865,-0.012247185395880477,-0.04629191104258652,,-0.01516042165135892,,,,0.005974061933670229,-0.006820886548188988,0.007706383455828161,,
NCAN,0.04448699845911667,-0.05474542235060936,-0.006678405731187075,0.010589879052156644,-0.09916805335608812,0.044613126766171914,0.02848164743344984,-0.004844385292399004,-0.031472343153194464,-0.020180846077410854,,0.10880650440520734,-0.0684504561304716,-0.037635749993714045,-0.025092528489974737,-0.09628268149115533,0.05217189720479864,-0.04454716756467764,-0.07836354059455175,0.0221915137204498
