,MGH258,UKF243,UKF248,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
COL4A4,0.043941556590115984,-0.02978474343045699,-0.0334453837290316,-0.0033333432858369785,-0.015029523791960049,-0.021882651589795306,-0.022514671355199217,,,,0.005531287400364495,0.032526987277881156,-0.0035500188787217714,0.0056674648622432825,0.05038149601517892
TAC1,-0.022556347184582413,-0.03730306909930266,0.020913555342677238,0.03920560238410809,0.06990915841666315,-0.04014239363813318,-0.04699314648467446,-0.06298415714286396,,,,,,-0.04015997712807887,-0.06296401414733574
RARRES2,-0.0007992676712081042,-0.11498399084317197,-0.041929485951416316,0.04842102489762875,-0.04562714333593881,0.058890738186884985,-0.005349956871271047,0.03435808883343078,0.22516636509497095,-0.06156772716090081,-0.012549519350752658,-0.09412230243398587,-0.012735581347855577,0.1247177333653187,0.09727900887656149
FGF7,0.029425759946702622,0.06908293732162148,,0.020865095533194593,-0.045347006533412414,-0.021187407324074085,-0.033433200062777224,0.012059156783664263,0.07721309537556353,0.04392572727633363,-0.01728919426778268,0.07691387809840856,-0.017482724639524636,0.16524247598295175,0.004921763084399079
HBEGF,-0.008951247629394617,0.03356138378224214,0.0218950361978013,-0.046851147030682404,-0.01586590974816363,0.07051360386448298,-0.0004943283522535696,0.031602262326077324,0.030381861791711484,-0.005805798939894305,0.029178719009838993,0.03292174038435369,0.05534041015799561,0.06677069886093659,0.07102954335013842
CSF3,,-0.02978471984978664,,-0.02217810384803572,,,,,0.07447138513382741,,,,0.008865685678262267,0.006627223832039225,0.09673019880395967
PI3,,-0.03528444218878422,0.007175296189624476,-0.00651830822777382,,,,,,,,,-0.02888876655542045,-0.062359156826103,-0.007543432017853741
PCSK1N,0.013303415968969796,0.019729033688493217,-0.05811370716636518,-0.0561083046340075,0.008545090488865734,0.010951256330028096,-0.02090683197725179,-0.10959815311323064,-0.03968372199656226,0.02457164609206408,0.06859014557559073,0.041153904528877176,0.000810464962446141,0.07807644311287104,-0.08744734711155851
NTS,,,,,0.02054301557952903,0.04093813086113344,0.018263898415468542,-0.007856627645215069,,,,,-0.007057673788278911,-0.018982936361735155,
SFRP1,0.05214392403409713,0.02706182419577446,-0.012509669657783879,-0.01623546014248136,0.05759439895328374,0.10133981432581125,-0.03422209355381891,0.06436943790720637,-0.04391449314913305,-0.021328349112996355,0.028216567756493123,0.061529785869748485,0.054155168655522924,-0.04695462195142244,0.05003312952010514
CXCL13,,,,,,,,,0.06353027753931685,,,,0.060195498102545035,,0.03904827408127499
MICA,-0.02734827805136738,0.04102242078089848,0.02691805855933581,-0.01212805603728004,-0.01090472856565379,0.02852721724052616,0.02171511714741914,0.1691452359632905,-3.909873548725188e-05,-0.05082224189197541,-0.01958920394967713,-0.01166730963676592,0.07247831506293945,0.11415002862152203,0.0899284829641575
TG,0.13415240123465824,-0.023743175712486804,0.05068826529917235,0.014979285347159439,-0.01976775486537412,-0.007686060934001627,0.0304685646020901,,-0.010936312430923894,-0.03554796536809499,-0.01790685709586907,0.027214553748289804,0.02619036425018602,0.06591976435857211,-0.018326023053547365
ADA,0.04245310551455202,0.03643975815914643,0.003085030114229481,-0.02173231449690785,0.005635176611543075,0.046830674090624996,0.03420707757967761,0.13195983256234944,0.004340530200344994,0.03269447218249608,-0.07767146940424627,-0.026897246820506863,0.07652098329028119,0.09652876086633709,0.07772254487947147
LAMC3,-0.07284696172104282,0.006362423900174831,0.055485119945401236,0.017152132265144206,0.09100937499305674,0.04388338229283359,0.04999390702331547,0.026998472303623056,-0.004633819643035448,-0.0686586268224328,0.033835824644472,-0.012694141121096469,0.03386555011526577,-0.020231587600760773,-0.036200052456495345
CCL7,,,0.059636431653655037,-0.012667390205550105,,,,,,,,,-0.02162148766377745,-0.0008120347886588016,0.03402252220559059
NGF,,0.15272278343630913,0.03852099081102866,-0.02902422636428066,0.04308912291107752,,,-0.027390096063739225,-0.02700233313523709,,0.13769999420278403,-0.06272030741028767,0.16588766950306225,0.10967579797955379,0.10259283951818135
TNFSF15,,0.034292376910357275,,-0.014105758547998611,-0.005939010441842472,,,,0.046938054530027654,-0.032766225360547026,-0.0226924945360389,0.004094739768274308,-0.021078522588516505,-0.0413942315155956,0.03698000711006096
HMGB1,-0.006206345672642472,-0.002787701521654323,-0.05149785792300361,0.04190550492596174,0.05210201015906787,-0.08726276432874533,0.013520501063339112,0.07322188335487503,0.06934449627177725,0.05671184840925587,-0.16070276135365327,-0.05367542102009362,-0.062637906911991,-0.10615619924868956,-0.03840743850328584
ITGB3BP,-0.04665841177507953,-0.007744909648785822,-0.005469803348708109,-0.014804362772299733,0.08537620898505946,0.007820105275842409,0.014135342292088533,-0.017606923152650843,-0.007552743381870095,-0.06496206063172058,-0.0017378333878275824,0.0463126868476798,0.0004330464382159231,0.1190821593400959,0.010230269771505818
AANAT,,-0.010588765505111558,-0.012469083453927096,-0.012834799003007704,,-0.018989902470165125,-0.06098991003211924,-0.025750718457165978,,,,-0.008236516276709155,-0.018968145506626153,0.032408311563424365,-0.05119904747554897
RELN,-0.000634521238586133,-0.029587247268787028,-0.014327035817730243,0.16311946899770785,0.018903833127880573,-0.04180963527845792,-0.03418546413347512,-0.01296983584568729,,,-0.038963008299924495,,,,-0.0166482138229902
IL15,-0.0018578643662221345,0.124086496611843,0.03343466189197226,-0.03156817538632223,-0.032600310496490134,0.0366851341564383,-0.008576795337217129,-0.05276897394675987,0.1465607129691981,0.09488533594915263,0.08533799408148275,0.01331945640487826,-0.03475041972500221,0.13472780426583,0.10078277785608411
UTS2,,,,,,,,,,0.09084482960778893,,,0.08946302275349033,,
BSG,-0.021218436013895472,-0.06112279498387532,-0.016287644438601975,-0.04399737355749615,0.08814114639955177,-0.01058574594789671,0.011654250805488556,0.01439027949135641,0.07550072518665094,-0.026807022774482762,0.017330831482122968,0.02260763808158169,0.09317212489047777,0.10155268125178642,0.03313218242144351
ADAMTS3,0.009623704790578589,0.1051638573344853,0.03363328606500253,0.01966580445749866,0.015177715692863672,-0.006661602562687663,0.03188974538774567,-0.04134960308794152,0.07801531576792779,0.11379002479877157,,-0.010528037430623298,0.046130182621526385,0.04491712013849876,0.10954549231219543
CD34,0.03662855882090173,-0.004519781725680857,-0.003510325885677709,0.010919525531575162,0.09702716470498417,0.02743225806469453,-0.049244096020842454,0.011284596072542424,0.03993672059375124,-0.06607738145694572,-0.00843194752856585,0.11800475240111981,0.028530028006786473,0.07162382572447056,0.07572685341058212
CCL23,,,,,,,,,,0.1615173772960819,,,,,
PLAT,-0.023568306285016306,0.10275894181447288,0.001213644808670514,0.05427427378504875,0.003554260227942779,0.06819196736693625,0.012650405879681026,0.023331592821283696,0.09282139771562581,0.01827115642193302,-0.10436989896864092,-0.001776771190428826,0.04533031241908505,0.07734345335758999,-0.044430177971201246
NTF3,,,,,,,-0.008255236252645261,,-0.0564934635450047,,,,0.0851973239246921,,
LTA,,,,-0.016235459382961014,,-0.01828925513611524,,,,,,,,-0.002106894988811829,
CKLF,-0.02123048799233122,0.0460954446375858,-0.04514781480452819,0.00914300648718457,0.03561769574976794,0.0893162975069949,0.0026229804798556314,0.0016249178044809279,0.11349935598513493,0.021968856247413675,-0.03884663804692706,0.07035307735948312,-0.030650730444264133,0.04160725232745387,0.034372516483182354
APELA,,,,,,,,,0.09432077165211351,,,,,,
CD24,0.10004256629017927,-0.013646195832775878,0.007103695020744091,0.029743605197725023,0.027282545165496067,0.047216234689922046,0.06738504792327221,-0.022729901421490763,-0.14153690748760914,-0.027171084408510692,0.04762639809835484,0.06792977952544796,0.0377432573480442,0.0937937555217892,0.005974044249922534
HSP90AA1,0.05793633911823045,-0.07776211006922147,-0.02076821865296196,0.0610004193770325,0.014131304140326416,0.1267839091876808,0.011317928731184533,-0.10011637718097337,-0.1039275265308192,0.06444101359109827,-0.01208665663307838,-0.06939093429082274,-0.046079685922284994,-0.13842737676015215,-0.09869487590042017
BMP4,-0.02688436645753147,0.06003804307305459,0.034382431567192215,-0.005257649981737676,0.019671142891731604,-0.006460982211770374,0.033793447589512554,-0.04107295470081477,-0.02456671275902976,0.0666222187767543,-0.040603908841765825,0.09821643054289769,0.06522999805693536,0.053250106024075684,0.04071860317026028
SCGB3A1,,,0.06009775883273221,,0.01126012193463379,,0.05108568445437464,0.001872732712028356,0.04142787778050171,-0.03815594000333261,-0.05153947316729467,,-0.03290881827016701,0.06736535948424051,0.005207289875760558
IGFBP4,-0.06597164078028163,-0.017094549222720055,-0.02239471677671256,-0.02005147401296948,0.0038361820897692203,0.08205537336397355,-0.02421444096964652,0.07553299678378624,-0.0009090538138745466,-0.013838201935643809,0.018098850781362412,0.039994286577926905,0.005147205244797076,0.04907016140393879,-0.036733445875022155
RSPO4,,-0.020962484038104863,,-0.024851215044636048,,-0.021271517144814248,0.012531551498115974,,,,0.007074229815439852,,,0.13619420015473302,0.0410122106691245
LEFTY2,0.04812441767128216,-0.018396474644206066,-0.00529034151784368,-0.036276722000161805,0.07850672947643597,0.027823312328192122,0.009592964976270664,-0.027390096063739225,0.038104599800979494,0.05611795464263034,,0.008512141010130123,-0.01835419458642203,0.1770381683777468,-0.008364891803916107
PF4,,,0.11597655719748859,-0.011052048391874573,,,,,,,,,,-0.02209695903249033,-0.0043102555162561045
ANGPTL2,-0.016158627418397357,0.11474543455641369,0.04482889947273213,0.05986817857491354,-0.025439376491155238,0.0379964874248102,0.042986180675786155,0.028775209598423702,-0.16477092093044604,-0.05586251010754833,-0.020102374619319133,-0.030118563900325412,0.01048578277550478,0.06772935566741378,-0.1394001147541643
LRIG2,-0.039146559887481565,0.04654918535889741,-0.027343677885938337,0.00045053896694387236,-0.011110944690268161,-0.00714073907036842,-0.0014846889056971246,-0.008384740061627472,-0.04241716556518445,0.07087017002635948,-0.007118820267707015,0.10707727890179856,0.09122115897156234,0.1295774606107843,0.06739239623455372
ICOSLG,0.09406220997629534,0.02388093129221917,0.08812713799496227,0.01516689937201839,0.022381000427016226,0.030559196036928835,0.009002165722169771,-0.004073632563048944,0.023677858188279742,0.00647129645266929,0.03598945613651411,0.03743173677926421,0.02547122440629461,0.08804563595227523,0.02712080311673209
WIF1,,-0.0487830506569916,-0.03306316692818723,,0.039331677580844805,-0.016414725950250217,0.0074107848858513455,-0.06274294116913784,,,,,,,0.05403068210857908
NPPC,0.0038398358601085484,-0.04278138229702358,-0.003334277839528531,-0.017144452561945724,-0.013611073515231241,0.003817422824822142,-0.009728866879878267,0.032302638278330444,,0.029737526174790776,0.06438951935872883,-0.005506121726491144,0.023344931006868037,,0.026033025577709003
LYZ,0.1397031794741556,-0.03351286206264989,-0.019611424122147985,-0.04288268940655303,0.0013490592283013423,0.040411901655453594,0.04190970140758648,0.061520005107884024,0.16803603925043867,-1.2925763491684158e-05,-0.04927502917673941,-0.044602124181008396,-0.003683694330028219,0.024102585011155205,-0.05140624862246317
EREG,,,,,,,,-0.028176404412761386,0.031912538499564665,,,,0.01672753627146396,-0.019908394488152414,0.006212036829405827
SPTAN1,0.002296840080066721,-0.04593461743780855,-0.0038931184002569375,-0.03786514731082721,0.0708892856295174,0.034403597115472,0.023116500873866404,-0.037232361475277934,0.09153331345838994,0.07599788518765468,0.014245047157959666,0.021007928793779614,0.034363128070678615,-0.024600024709013648,-0.017099054231999065
LIPC,-0.033445268653743,-0.030878895749692905,-0.0070044124171132335,0.00997946618159902,-0.04261571611599086,0.1127971857379894,,-0.05046342675548345,-0.00622894971225223,0.08009306568297257,0.0924960737229778,0.0932716443750062,,0.13100833388743827,0.028772254686814304
COL8A1,0.06489228048208885,0.12867700350852682,0.05831068392839911,-0.04152718580398189,-0.039299871747540835,-0.00012716203048046489,-0.01050419543614333,0.022538979789414135,0.03918316923702467,0.14640701951440882,-0.016459220504537506,0.006819874866162128,0.039876450003125015,0.14332361015265094,0.15910393565484834
GSTM2,-0.02526908375395029,0.017626155045110167,-0.007766522570620748,0.033894481523184486,-0.027567952241720345,-0.020809560275593306,0.01753177586444858,0.14263512187072735,0.08862974807848308,-0.05687579964346783,0.09241403656231754,0.004787417611933233,0.00543719052117534,0.0611494381460449,0.004211007140887926
SPX,0.03931249564371294,0.0016427141347591656,-0.0363838213438294,0.005324972785325635,-0.035191179477656175,-0.014768348270085788,-0.018374952042852416,0.06061922349328997,,0.195045195093589,,-0.0025155724651629587,-0.021799779843570524,0.04168211278347309,0.09569779576618667
MFGE8,-0.0022187161349232955,0.04156382493273761,0.03907896139040884,-0.00426147864802625,-0.017569917707946088,0.04601002348093232,0.04443358801737344,0.02047309381762,0.09050223027221473,0.08553085386562582,-0.05291750530817395,0.017493548768549787,0.06263279438405178,0.06257864289151434,0.010271493975887063
TGFA,0.13587268347264275,0.0467652355093506,0.015824502584755738,0.021389441544283294,0.0011466934667294642,-0.01004401773833277,-0.01459837952004224,-0.01478337525276036,0.05052961342617336,0.036625723878497225,0.0015961432299380458,-0.011168585510989497,0.0008414077553643867,0.16429884186155033,-0.01913937141001462
SLIT2,-0.02688436215562967,0.04295849488449872,-0.023355809447185155,0.026342320020927085,0.09722438233429834,-0.013063513388476231,-0.007340879226641774,-0.07356066399528716,0.05786722894203965,0.008853234282556745,-0.028514552046070507,0.00627589407796882,-0.02288490507346246,0.15536422581083595,0.03474655272866946
PLTP,-0.05967055636844868,0.010047774215661158,0.04836257141894182,0.009720119571182496,-0.07971306565693952,0.021746384842624124,0.0542017766636214,0.09851520366476225,0.062234694929281,0.020091219266583978,0.12017100109983285,0.11656269998370941,0.04055966565796812,-0.07296064150080053,-0.006107120567904135
APOD,0.07001100974480123,-0.010786231828090747,-0.045220041627032956,-0.008446163542621423,-0.04165286875308632,0.03143916754476202,0.048820350479552396,0.10181052974548847,0.07448860044297398,0.012694545454618995,0.07103064002051283,-0.0482880405790157,0.053758867335938265,-0.061604909028629265,-0.05274786686776699
B2M,0.013402055986252494,0.06095801636253347,0.027228604141935675,0.10595355129502546,-0.039129255825352496,0.1222040360028781,0.015705685286110077,0.11605874432636513,0.2569280010461303,0.01259848933381883,-0.09710999124601968,0.008962928330785278,-0.022884321450783136,-0.03073844410345894,-0.18919606590797666
OMG,0.04855240932649181,-0.010320466977886225,-0.058324283043270184,0.07474929152392726,-0.029337555920630032,0.003789968740287458,-0.023665107999001848,0.030860127205293186,0.04878578595087023,-0.015667626777422092,0.014263089261106985,-0.058638028126470336,0.055949013076728366,0.09367647548130757,-0.030575784057470225
CXCL3,-0.02103694026226507,0.10571965968702578,-0.030623399046095692,-0.0389668350696181,,-0.02900614741177624,-0.006169655072872921,-0.03966518672147624,0.11512213401649894,0.02308587068711996,,,-0.010622847403666556,0.020578802899453526,0.004171311322727946
CXCL10,-0.06584615836441417,-0.007696919413867385,-0.007697291242118315,0.00889774293174961,0.16738864752176946,0.0948157615970244,-0.034627301509791174,0.008764746094760969,0.020916930904131038,0.04293421589970224,-0.014083764992609209,0.05868430570618181,-0.022326959781459172,0.0035773170496516847,0.05702547097315266
RSPO3,,,-0.024061898441958583,0.07705903405241661,0.07075259156930365,-0.032127411160281436,-0.027274621167953705,-0.02297331835153078,,,,,-0.03205106779756084,0.07588549303598023,-0.027776954522684753
CORT,-0.026123012307972624,-0.023502637954086084,0.03816455446183868,0.08384921629244714,0.01425771674377635,-0.009948089816568665,-0.0009847194194119945,0.02458710874654793,,,,,0.011244577197769098,,
NCAN,-0.005302512716582656,0.03164342583486508,-0.0109538959675365,-0.01592464347068917,-0.029468374895892675,-0.020450274279636357,-0.010917677600077159,-0.005628543880274538,,0.042423707110068105,-0.07862361525452605,0.0407132073399107,0.07281427209257416,-0.0904554116705155,0.01893499709494445
PRG4,,-0.03207558261778917,0.07807207673493799,-0.01266739217957483,,-0.016553591128031737,,,,,,,0.10385536545333719,0.09740129304339197,0.032086144974103635
ZG16B,,,0.03252632808637748,-0.01470205784318023,,-0.014532473476463992,,,0.030830728091142373,,,-0.04886767589248106,,-0.016918153477741987,0.0028671882711767795
TGM2,-0.018174207146300855,0.12432265824173028,0.057372153961234254,0.0237971580145334,0.020856585026242772,0.009638643965951856,-0.022578163160918593,0.027371330359209654,-0.04263221244147721,-0.012436633432123655,-0.012083073575158573,0.029473841332229217,-0.0009138019810783154,0.039980718270467716,-0.05770899048469398
VEGFC,-0.026123013989950844,0.02712891166120818,-0.0015224553620011051,-0.022576684681586044,0.039698613582280336,-0.0035349234968045894,0.026815092246441644,0.08236987503827382,-0.02175239888853843,0.1156339553083662,-0.021374404248867752,0.13478861737198267,0.03860669188015398,0.08625537096346768,0.10902724907247842
WNT6,,0.08656989193071575,-0.02858077037637845,-0.017520634474049827,0.011404396710810253,0.013360851572631326,,,-0.04423599438139728,,,-0.04647316551099507,0.06047840780464962,0.041941857715166966,-0.031254871718358945
NRG4,,-0.021752669080262077,-0.016315000677232957,0.021476745819967856,-0.04093413878758491,0.002232290803085908,-0.008500809333554007,-0.03547076873428843,,,0.05765618223707083,,,0.029016886677047923,0.053483122991364616
PMCH,,,0.017459674201915062,-0.021361472488849256,,-0.02127151611823379,,,,,,,0.018464591387732713,0.022219484912622378,-0.02375381364808495
COL9A1,-0.025483606375886352,-0.01631258395762179,-0.011764173187983253,0.03774071998918789,0.04091573583586637,-0.010110697525339378,-0.006813724484594752,-0.027785801336624522,,0.0636650045756211,0.008062027555170007,-0.02398185443181034,0.06276930734759922,0.02108703541591662,0.07510580215208809
GDF11,-0.008169643014218948,0.11714308300398502,-0.024381449516572857,0.045838130905648825,-0.04871341122776374,0.03349233581245865,0.043197274912631374,0.0017737118159270526,-0.05428377421686452,-0.02661453980675293,-0.04139380250142282,0.09033051701232953,0.038028925316405844,0.11153158777932128,-0.0775383496912192
RAET1E,,,,,,,,,,,,,,-0.021368527607013053,
IL24,,,,,,,,,-0.024946303532468603,,,,-0.016385338123844823,,0.01934128792394566
SORBS1,-0.03847971720207419,0.005673699411859691,0.029511814342886033,0.06094949239383167,-0.028086538508316307,0.010386310341050115,-0.0027424497760776224,0.044698130444950274,-0.018966670725812502,0.057046914166976895,0.05066449727803633,0.10859182057312379,0.045320100613488935,0.04266929455676574,0.06293571327030142
DLL1,0.04928703771595353,-0.05903996798527406,-0.02154318110580699,0.03215124086311223,0.04253208821467513,-0.03970253889609817,0.04625778189201013,-0.02651599327157005,0.04844819067660809,0.11367903405999914,0.016546325698143915,0.042306487985288264,0.0645813394178921,0.11166595070467628,0.017355172625572325
TLN1,-0.012153803965796815,0.007159761917366632,0.03842240139753055,0.00493393763719191,-0.01620000576405427,0.042784389805651565,-0.024975196990782066,0.04460323513392141,0.12107168639800393,0.10159445089036175,-0.04990357657534774,0.04265850195476258,-0.030564535282067488,0.02580147477795829,-0.009710852230215552
COL2A1,-0.005998931443865264,-0.02226528925703031,-0.05015079834681404,,-0.036225774719848045,,,,,,,,-0.01211885745880973,0.005828083386507547,-0.04383027901082198
SHH,,,,0.07522493149166799,0.006795138300232714,-0.030355669809118434,0.01753998470022459,,,0.03555483403745209,,,0.03935881621897124,0.1039595357580528,-0.008450797271440193
PON2,-0.02159980864598546,0.03717525231297742,-0.01432772015054223,0.031213645181462475,-0.01624395043621762,-0.06470124678491372,0.0668932609367566,0.03724335654136436,0.05783475578423988,0.008127079897148191,0.1344414671354182,0.09158934849325848,0.043622227672103275,0.07057926623523036,0.15084123150117004
ICAM5,,-0.05188250033455428,0.011008131047739038,-0.020516249487368743,0.08879009811908257,-0.04721987852203248,0.07277151079730845,-0.010304725477528686,-0.02361474141398364,,,,0.019513475173955668,0.0424492032445452,-0.040410995601204334
HPX,0.022629818282909584,0.04422548146507461,-0.01283605639082792,0.06074820972522667,-0.022275928897092755,-0.009526756699382162,-0.010157244172602274,,0.04772589236919188,-0.02815348610864459,-0.040860011202879604,-0.011337025447624943,0.05288242690604613,0.1642570119940939,0.057859942440980486
SFRP2,,-0.02898811827889132,0.03293741092099731,0.06356808816412411,-0.018774607240505305,-0.023768786994409284,0.030491476322260316,0.04439020123053439,0.08797128691227384,0.0076784443168911014,,-0.06924250587852443,0.005996885369047301,0.11723608194119706,-0.03321390039747478
CFC1,,,,,0.04417915810826416,-0.018289256241429405,,-0.02894292378371924,,,,,,,-0.023330197803609013
CD70,,,0.051374213448189134,-0.02548179491855329,,-0.03411586654852364,,,0.06052376897202576,,-0.06594950128407757,,0.013918096239618628,0.1168774456944618,0.04940767305645902
HP,0.05666328142200649,-0.003680838777684457,0.019160158289584252,-0.04843983638553964,,0.06309357700288143,0.004573154116155122,0.026863306106680848,,-0.03639180373072753,-0.03903433845030248,0.03295164985705648,-0.0004863108415449701,0.03749328724006408,-0.025128986515390625
CXCL2,0.0025224500041790537,0.07202021823133145,0.006439688438167367,-0.013857973200881482,0.0014505455170734313,0.014484997341209232,-0.008743329999574553,-0.0004218266262592829,0.11736827219113839,0.02270999687309276,-0.042835317738554764,,0.05449516526502452,0.05706601334820106,-0.018355847336379953
NPPB,,,-0.007253029260413341,-0.046891459144375376,,-0.01601481656505031,,,,,,,-0.0007749709518925281,-0.015225316890831116,
CCK,0.008982768066793708,-0.02402203071592506,-0.021639015112793977,0.033373897196234854,0.07113621785564145,-0.05510950638391872,-0.07038744917802464,-0.10469212428189142,,-0.0017595409056423332,,0.01876986357855208,0.01645692536490663,0.049456818432138866,-0.10150333829805004
SEMA6A,-0.009210313700790174,0.016200550586673024,-0.00048453456692118925,-0.015804352796107552,-0.012326466821605974,-0.004929993850727484,-0.013228160789319472,0.007986011649559002,0.03837366868733659,0.07211693718385571,-0.06909507104927272,0.024045301254165253,0.06372054718971164,0.07428674031094706,0.06256077887917667
IRAK4,0.038295191603749806,0.06135893008230546,-0.01410108181949524,0.04021175415853597,-0.04219932575723934,0.004151332144295505,-0.043264508933007984,0.0836252708959502,0.015203214478566623,-0.02352095211296247,0.053899193049419994,-0.010542248123911484,-0.0347748403955456,0.07854619311976936,0.13857588893675496
GSTP1,-0.04814910095159353,0.04187910543069069,0.022402701909912007,0.07113328164027967,0.0014655039315327023,0.054222501164535655,0.04917937717511593,0.0850235429295059,0.12533420849730775,-0.05388736909942011,-0.002877830797345293,-0.03200192619397586,0.03024946684155911,0.026487277434193362,0.12070761223334198
VCAM1,-0.0003724200518475353,0.042625479722252745,0.0037413495923830963,-1.6700957419501478e-06,-0.025253697784349684,-0.00622067972650302,0.025381805056116206,0.06722506106660242,-0.09033206896140973,0.05907823315223084,-0.05235638796120294,0.035978936510290216,0.03901944408873862,0.20901282125237,0.014244026151544147
NXPH3,0.05622025552864155,0.021035081990633954,0.012527628904119306,-0.04849783064428217,0.05376093839505941,-0.012028619753248483,-0.031076109380246006,-0.01573558171298128,-0.011254982531845507,-0.049971431066597835,0.07872251596814989,0.0044052064721952465,0.07614658496207315,0.09690348536532006,0.05699194918263159
