,UKF259,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,-0.01553329639100014,,,,,-0.01688032058481301
BMP1,-0.0448670580323204,0.02882050846834182,-0.01668857132177288,-0.013974423260079534,-0.03782941441266162,-0.056200440428023836,-0.023299550136618385
NDP,-0.003694235084813512,0.033084260457671995,-0.012062162335531425,0.03827507387172231,0.008822626092340915,-0.024487505557344712,0.08296264123123007
TNFSF18,,-0.006485802703317682,-0.011245538313954853,,,,-0.02847408293503858
IL36G,,,,-0.015442931461377504,,,
RTN4,0.02388371029951987,-0.11404203311304019,0.03258277687801241,-0.04032320184034899,-0.01225598861469056,0.08051148481998589,0.032067542657816875
HEBP1,0.047650990067049544,0.03073432964219824,0.02543172591937576,-0.010519468709946168,0.010034143913125319,0.04237195200006766,-0.032572579188757236
WNT7B,-0.02495040085018759,-0.05837379594906034,0.027254615843917602,-0.01697356134108764,-0.03037691946342088,0.0464491540913556,-0.011012023807921243
PTMA,0.01013485072643502,0.01904340321884967,0.006736944842361178,0.07058956509948817,-0.03179569674402832,0.040483832848536544,-0.08874486198889783
FASLG,,,,,,,-0.01464029628440374
CEACAM1,0.014275299909333738,0.07595793895361859,-0.0014131446859700209,,0.09582432887295364,-0.014826658889829324,-0.020369822011619926
PDAP1,-0.0051378505592945085,0.0634407303484432,-0.006795435692243165,-0.002902926827074292,-0.020616404326321332,0.07315451109962404,-0.033606358008396224
QDPR,0.04439430693438351,-0.04564285379096918,0.01079063414737868,0.010627491726612665,0.09492661472530287,0.03645630922218312,0.07841383346572733
POMC,0.07443922699512466,-0.039128210995062286,-0.013048433383290854,-0.01173449853482022,0.07546310156460771,-0.02425446623035225,-0.001059777985190591
CCL18,,,,,-0.0012426628104940537,-0.051059242942493165,
CCL17,-0.01669895680813275,,-0.014025375716560533,-0.014107556314643888,0.054883903087962815,,-0.013269784189312423
VEGFD,-0.01860448194539237,0.004738972515119076,0.003642413363225368,0.007686640769538412,-0.014716203244660922,,
TNFSF13,-0.011518566672560836,,,,0.06517404533461127,0.074450506501959,-0.021622005752601696
WNT5A,0.006266719407219097,0.080538981154702,-0.030273149909645494,0.02809738945045435,0.0617531915404224,0.02443691271549144,-0.024463373359373774
CXCL8,0.033465085729928984,-0.019638665776551427,-0.027785541239982753,0.07667471105322761,-0.09543015169721088,-0.05179794574484217,0.0037927567109337927
GRN,-0.020568657360359094,0.07936620050329994,-0.02702562939666516,0.047640104200588555,0.017167320306074936,-0.06256927528132898,0.037773193137224534
MIA,0.010124966981570435,0.056581145305155914,0.0340821094797299,-0.020706855070379025,0.05796337571640913,-0.006305809140191874,-0.016789317384473725
COL4A4,0.0303780906532753,-0.015306910631809917,0.114160174454144,0.11499236777554263,0.010845664470559279,-0.02988084223062473,-0.027447533893491055
TAC1,0.03734110388705279,-0.07471560357035953,0.07368774077821762,-0.025421780573022235,,-0.025580210440493703,0.07511494807812845
RARRES2,0.02306484516627589,0.10132760555391544,-0.0030018534110157814,0.0321589271136147,-0.04719849692419646,0.041004279068254164,-0.0014795992709759661
FGF7,0.002603959164603518,0.12660761820830282,0.02939983255243679,-0.02292379657925998,-0.030855736386343317,0.058128051887292045,0.0077807490611664955
EFNA2,,,,,-0.013986766330444707,,
HBEGF,0.02809838435537719,-0.011293343778965197,-0.0092389513350327,-0.03413243856202222,0.060026934405224726,-0.03849584284045198,-0.020605052684573143
